matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2562001,11,2025-11-09 14:00:00,17,Nott'm Forest,Home,135.0,16.0,2.0,6.0,4.0,,,148.0,5.0,,4.0,4.0,3.0,23.0,277.0,1.0,1.0,12.0,19.0,13.0,7.0,1.0,4.0,1.0,0.0,,,,,,,,,,9.0,1.0,,,,,7.0,5.0,5.0,10.0,4.0,58.0,50.0,1.0,,3.0,2.0,11.0,6.0,5.0,,,6.0,15.0,6.0,0.0,5.0,2.0,49.0,58.0,2.0,27.0,15.0,,,1.41648,2.5509,,3.4153,0.926,66.0,10.0,11.0,,,3.0,,,152.0,1.0,,1.0,1.0,,,5.0,2.0,,,15.0,,6.0,6.0,,0.0,4.0,72.0,65.0,32.0,4.0,3.0,2.0,7.0,6.0,329.0,2.0,,0.0,64.0,44.0,35.0,,,,,1.0,140.0,140.0,5.0,26.0,14.0,45.5,,,3.0,,19.0,0.0,66.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,4.0,84.0,264.0,11.0,9.0,150.0,32.0,27.0,17.0,5.0,26.0,21.0,110784.32,1.0,118.0,3.0,224.0,,,26.0,4.0,58.0,2.0,348.0,1.0,0.0,14.0,27.0,1.0,20.0,2.0,571.0,24.0,24.0,0.0,7.0,6.0,17.0,0.0
2562011,12,2025-11-22 15:00:00,17,Nott'm Forest,Away,76.0,13.0,2.0,3.0,1.0,,,78.0,4.0,1.0,2.0,4.0,8.0,21.0,151.0,1.0,,14.0,17.0,12.0,3.0,3.0,3.0,2.0,0.0,,,3.0,,,,1.0,,,6.0,0.0,,,,3.0,2.0,16.0,5.0,9.0,6.0,37.0,40.0,2.0,1.0,1.0,4.0,4.0,5.0,14.0,1.0,,6.0,6.0,4.0,2.0,4.0,3.0,53.0,56.0,4.0,46.0,22.0,,1.0,0.247342,1.5795,0.1411,2.7736,0.6699,39.0,8.0,10.0,,,3.0,,3.0,99.0,1.0,,1.0,1.0,,,14.0,1.0,2.0,1.0,22.0,,7.0,7.0,1.0,0.0,2.0,33.0,57.0,24.0,8.0,1.0,1.0,6.0,7.0,188.0,10.0,3.0,0.0,39.0,23.0,22.0,,,,,,115.0,115.0,3.0,18.0,11.0,25.5,,,,1.0,12.0,0.0,46.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,3.0,43.0,139.0,4.0,7.0,92.0,18.0,46.0,18.0,5.0,15.0,10.0,110289.89,2.0,70.0,,138.0,2.0,1.0,24.0,8.0,57.0,2.0,215.0,1.0,0.0,15.0,27.0,1.0,17.0,0.0,454.0,23.0,16.0,0.0,7.0,6.0,17.0,0.0
2562021,13,2025-11-30 14:05:00,17,Nott'm Forest,Home,198.0,11.0,2.0,8.0,6.0,2.0,1.0,219.0,9.0,1.0,2.0,6.0,11.0,29.0,409.0,2.0,,13.0,13.0,13.0,13.0,3.0,5.0,1.0,0.0,,,,,,,,,,12.0,0.0,,,,2.0,5.0,11.0,6.0,13.0,6.0,74.0,59.0,1.0,1.0,,,6.0,10.0,6.0,1.0,,9.0,12.0,12.0,0.0,8.0,,48.0,62.0,,19.0,11.0,1.0,,0.66515,0.8889,,0.4003,1.7293,67.0,11.0,10.0,,,2.0,1.0,,198.0,,,,,,,11.0,0.0,,,11.0,,7.0,7.0,1.0,0.0,2.0,98.0,76.0,45.0,2.0,0.0,5.0,11.0,3.0,467.0,7.0,1.0,0.0,77.0,65.0,48.0,,,,,,142.0,142.0,6.0,26.0,24.0,51.9,,,,,15.0,0.0,122.0,3.0,1.0,3.0,1.0,1.0,6.0,1.0,0.0,5.0,131.0,387.0,6.0,16.0,217.0,29.0,19.0,28.0,8.0,33.0,25.0,115759.71,1.0,174.0,6.0,308.0,,1.0,23.0,11.0,59.0,1.0,492.0,3.0,0.0,19.0,22.0,1.0,14.0,0.0,700.0,35.0,13.0,0.0,17.0,9.0,14.0,0.0
2562034,14,2025-12-03 19:30:00,17,Nott'm Forest,Away,157.0,14.0,2.0,8.0,6.0,4.0,,185.0,2.0,2.0,5.0,8.0,1.0,28.0,334.0,,,20.0,17.0,15.0,6.0,1.0,4.0,1.0,0.0,,1.0,1.0,,,,,,,5.0,0.0,,,,1.0,5.0,4.0,1.0,7.0,3.0,64.0,44.0,2.0,1.0,1.0,,12.0,4.0,8.0,,1.0,9.0,6.0,8.0,0.0,11.0,,55.0,55.0,,19.0,7.0,,,1.14723,0.7436,0.0607,0.3826,0.1424,56.0,11.0,19.0,1.0,1.0,4.0,1.0,1.0,144.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,,7.0,,5.0,5.0,1.0,0.0,5.0,94.0,70.0,38.0,3.0,0.0,3.0,5.0,3.0,388.0,2.0,1.0,0.0,71.0,65.0,31.0,,,,,,144.0,144.0,3.0,17.0,17.0,50.2,,,,1.0,21.0,0.0,114.0,1.0,,1.0,1.0,1.0,3.0,1.0,0.0,3.0,97.0,312.0,12.0,8.0,176.0,40.0,19.0,12.0,6.0,21.0,15.0,111591.96,1.0,139.0,5.0,261.0,1.0,2.0,23.0,3.0,66.0,2.0,416.0,,0.0,10.0,17.0,1.0,22.0,2.0,628.0,23.0,24.0,0.0,4.0,9.0,7.0,0.0
2562038,15,2025-12-06 15:00:00,17,Nott'm Forest,Away,214.0,10.0,1.0,3.0,2.0,,,146.0,8.0,,5.0,3.0,2.0,14.0,357.0,,,23.0,21.0,24.0,3.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,,,,1.0,,5.0,0.0,,,,,7.0,8.0,4.0,6.0,1.0,68.0,41.0,1.0,1.0,,4.0,6.0,2.0,3.0,,,3.0,11.0,3.0,0.0,12.0,3.0,53.0,72.0,4.0,35.0,25.0,1.0,2.0,0.236156,0.5339,0.0305,0.4438,1.7994,41.0,15.0,16.0,,,3.0,1.0,1.0,141.0,,,,,,,8.0,0.0,,1.0,25.0,,6.0,6.0,1.0,0.0,5.0,118.0,61.0,29.0,6.0,0.0,1.0,3.0,3.0,411.0,4.0,1.0,1.0,65.0,52.0,24.0,,,,,,143.0,143.0,,19.0,17.0,58.7,,,,1.0,18.0,0.0,114.0,2.0,1.0,3.0,1.0,,2.0,1.0,0.0,4.0,48.0,329.0,6.0,4.0,242.0,29.0,35.0,11.0,3.0,18.0,15.0,102119.71,,80.0,3.0,217.0,,,22.0,3.0,50.0,1.0,441.0,,0.0,7.0,24.0,1.0,29.0,3.0,656.0,12.0,21.0,0.0,8.0,3.0,15.0,0.0
2562052,16,2025-12-14 14:00:00,17,Nott'm Forest,Home,157.0,10.0,,5.0,5.0,1.0,,168.0,5.0,1.0,,9.0,5.0,23.0,320.0,,,15.0,10.0,13.0,7.0,,1.0,1.0,0.0,,1.0,1.0,,,,1.0,,,11.0,0.0,,1.0,,1.0,5.0,5.0,1.0,10.0,5.0,72.0,50.0,4.0,3.0,1.0,2.0,16.0,2.0,12.0,,,3.0,11.0,2.0,0.0,19.0,1.0,61.0,48.0,2.0,23.0,6.0,,,1.63115,2.3153,0.0618,2.0112,0.5179,49.0,9.0,12.0,,,3.0,,1.0,129.0,3.0,,2.0,3.0,,,6.0,3.0,,,6.0,1.0,12.0,12.0,1.0,0.0,,90.0,57.0,34.0,3.0,3.0,7.0,3.0,6.0,369.0,4.0,,0.0,59.0,66.0,18.0,,,,,,138.0,138.0,6.0,20.0,18.0,47.9,1.0,,,2.0,27.0,0.0,101.0,1.0,,1.0,2.0,1.0,7.0,,0.0,2.0,80.0,303.0,16.0,10.0,181.0,26.0,23.0,17.0,2.0,15.0,13.0,108051.12,1.0,111.0,5.0,226.0,,1.0,24.0,6.0,46.0,4.0,392.0,,0.0,15.0,17.0,2.0,22.0,1.0,604.0,24.0,15.0,0.0,6.0,3.0,9.0,0.0
2562059,17,2025-12-22 20:00:00,17,Nott'm Forest,Away,196.0,24.0,,2.0,2.0,3.0,,223.0,4.0,,1.0,10.0,11.0,28.0,417.0,,,15.0,17.0,17.0,11.0,,,,0.0,,,,,,,,,,11.0,0.0,,,,1.0,5.0,8.0,3.0,6.0,6.0,85.0,53.0,,,,,6.0,4.0,8.0,,,5.0,9.0,10.0,0.0,8.0,,55.0,35.0,,16.0,8.0,,1.0,0.5234,0.6676,,0.0772,0.7469,65.0,9.0,5.0,,,1.0,,,157.0,,,,,,,7.0,0.0,,,8.0,,8.0,8.0,1.0,0.0,1.0,123.0,72.0,36.0,1.0,0.0,6.0,5.0,2.0,473.0,6.0,1.0,0.0,73.0,71.0,40.0,1.0,1.0,1.0,,,145.0,145.0,6.0,22.0,24.0,50.3,,,,,12.0,0.0,125.0,,,,1.0,,6.0,,0.0,5.0,96.0,404.0,6.0,11.0,206.0,38.0,16.0,16.0,4.0,23.0,19.0,112492.72,,136.0,4.0,307.0,,,27.0,12.0,65.0,2.0,490.0,,0.0,12.0,10.0,2.0,22.0,4.0,667.0,21.0,20.0,0.0,3.0,5.0,5.0,0.0
2562072,18,2025-12-27 12:30:00,17,Nott'm Forest,Home,104.0,14.0,,4.0,4.0,,,119.0,5.0,,2.0,9.0,5.0,33.0,219.0,,,14.0,13.0,12.0,3.0,,,,0.0,,,,,,,,,,5.0,0.0,,,,2.0,2.0,9.0,7.0,5.0,2.0,59.0,41.0,1.0,,1.0,,5.0,3.0,11.0,,,5.0,4.0,10.0,0.0,3.0,1.0,42.0,46.0,,22.0,9.0,,1.0,0.544802,0.5515,,0.583,1.4611,43.0,5.0,13.0,,,5.0,4.0,,111.0,1.0,,1.0,1.0,,,8.0,1.0,,1.0,9.0,,8.0,8.0,1.0,0.0,2.0,54.0,55.0,28.0,5.0,1.0,,4.0,2.0,270.0,6.0,3.0,0.0,42.0,52.0,29.0,,,,,,127.0,127.0,,23.0,13.0,34.0,,,,,8.0,0.0,69.0,3.0,,3.0,1.0,,2.0,,0.0,2.0,65.0,201.0,5.0,4.0,127.0,29.0,22.0,17.0,4.0,22.0,18.0,105492.86,,97.0,4.0,188.0,,,29.0,5.0,67.0,1.0,293.0,,0.0,7.0,15.0,,17.0,1.0,470.0,12.0,14.0,0.0,6.0,5.0,12.0,0.0
2562082,19,2025-12-30 19:30:00,17,Nott'm Forest,Home,211.0,17.0,1.0,9.0,8.0,2.0,,398.0,4.0,2.0,4.0,2.0,17.0,19.0,600.0,,,21.0,25.0,13.0,15.0,,3.0,,0.0,,1.0,1.0,,,,,,,16.0,0.0,,,,1.0,2.0,7.0,4.0,12.0,9.0,106.0,56.0,1.0,1.0,,1.0,7.0,7.0,7.0,,,9.0,26.0,20.0,0.0,14.0,,63.0,58.0,1.0,12.0,5.0,,,2.37164,1.5504,0.0325,0.9432,0.8576,85.0,11.0,8.0,,,2.0,1.0,1.0,212.0,,,,,,,5.0,0.0,,3.0,5.0,,5.0,5.0,1.0,0.0,4.0,174.0,76.0,53.0,2.0,0.0,5.0,10.0,6.0,646.0,4.0,3.0,0.0,97.0,126.0,71.0,,,,,,154.0,154.0,5.0,13.0,33.0,69.7,,,,,17.0,0.0,173.0,1.0,,1.0,1.0,,8.0,1.0,0.0,3.0,245.0,582.0,7.0,15.0,226.0,28.0,12.0,25.0,5.0,52.0,47.0,113784.04,,277.0,2.0,491.0,,2.0,12.0,18.0,34.0,,665.0,,0.0,21.0,21.0,1.0,23.0,1.0,907.0,42.0,18.0,0.0,16.0,9.0,14.0,0.0
2562086,20,2026-01-03 12:30:00,17,Nott'm Forest,Away,125.0,9.0,,,,,,45.0,6.0,1.0,2.0,5.0,3.0,20.0,170.0,,1.0,6.0,10.0,6.0,5.0,1.0,1.0,,0.0,,,,,1.0,1.0,,,,8.0,0.0,,,,,10.0,5.0,6.0,6.0,4.0,47.0,46.0,2.0,1.0,1.0,2.0,10.0,2.0,4.0,,,4.0,5.0,1.0,0.0,16.0,,49.0,43.0,2.0,28.0,9.0,1.0,1.0,0.505725,0.8866,,1.6719,1.4533,18.0,20.0,10.0,,,1.0,1.0,,96.0,1.0,,,1.0,,,11.0,1.0,1.0,2.0,9.0,,14.0,14.0,2.0,0.0,2.0,49.0,41.0,19.0,4.0,1.0,3.0,4.0,5.0,213.0,4.0,,0.0,18.0,20.0,14.0,,,,,,115.0,115.0,5.0,28.0,8.0,27.3,,,,1.0,16.0,0.0,47.0,1.0,,1.0,2.0,,3.0,,0.0,5.0,21.0,152.0,10.0,7.0,154.0,20.0,28.0,10.0,3.0,9.0,6.0,107644.21,,40.0,3.0,94.0,1.0,2.0,22.0,4.0,48.0,4.0,239.0,1.0,0.0,10.0,19.0,2.0,8.0,2.0,413.0,13.0,13.0,0.0,8.0,4.0,8.0,0.0
2562104,21,2026-01-06 20:00:00,17,Nott'm Forest,Away,128.0,11.0,1.0,5.0,4.0,3.0,,214.0,1.0,1.0,4.0,8.0,9.0,19.0,337.0,,,18.0,27.0,21.0,8.0,,2.0,,0.0,,,,1.0,,,,,,7.0,1.0,1.0,,,1.0,6.0,12.0,3.0,7.0,6.0,78.0,55.0,,,1.0,,4.0,4.0,2.0,,1.0,5.0,11.0,11.0,0.0,14.0,1.0,66.0,52.0,,32.0,20.0,,1.0,0.636247,1.3755,,2.2785,0.3728,70.0,9.0,15.0,,,6.0,1.0,,160.0,1.0,1.0,1.0,,1.0,,5.0,0.0,1.0,,20.0,1.0,6.0,6.0,,0.0,4.0,93.0,63.0,34.0,6.0,2.0,2.0,7.0,5.0,396.0,5.0,4.0,1.0,89.0,81.0,35.0,,,,,1.0,159.0,159.0,5.0,23.0,21.0,52.8,1.0,,3.0,1.0,18.0,0.0,87.0,2.0,1.0,3.0,2.0,,4.0,,0.0,2.0,128.0,322.0,4.0,9.0,147.0,24.0,32.0,16.0,5.0,28.0,23.0,109019.63,,167.0,3.0,299.0,1.0,1.0,27.0,9.0,53.0,,418.0,,0.0,13.0,15.0,,27.0,0.0,652.0,26.0,14.0,0.0,2.0,5.0,9.0,0.0
2562111,22,2026-01-17 17:30:00,17,Nott'm Forest,Home,101.0,12.0,2.0,5.0,3.0,4.0,,163.0,4.0,1.0,4.0,3.0,4.0,18.0,259.0,1.0,,14.0,18.0,17.0,4.0,,,,0.0,,,,,,,,,,4.0,0.0,,,,2.0,4.0,14.0,1.0,1.0,5.0,56.0,31.0,,,,2.0,7.0,3.0,6.0,,,4.0,11.0,8.0,0.0,6.0,3.0,48.0,46.0,2.0,33.0,15.0,,2.0,0.540496,0.3409,,,0.8523,52.0,8.0,14.0,,,2.0,2.0,,119.0,,,,,,,11.0,0.0,,,15.0,,6.0,6.0,2.0,0.0,4.0,72.0,57.0,26.0,9.0,0.0,2.0,2.0,,297.0,8.0,2.0,0.0,60.0,60.0,27.0,,,,,,123.0,123.0,4.0,14.0,8.0,40.0,,,,1.0,15.0,0.0,74.0,3.0,,3.0,,,3.0,,0.0,2.0,94.0,248.0,7.0,4.0,114.0,25.0,33.0,14.0,4.0,25.0,21.0,106411.48,,122.0,9.0,232.0,,1.0,19.0,5.0,48.0,1.0,321.0,1.0,0.0,6.0,12.0,1.0,19.0,1.0,524.0,14.0,17.0,0.0,4.0,4.0,5.0,0.0
2562117,23,2026-01-25 14:00:00,17,Nott'm Forest,Away,107.0,13.0,1.0,3.0,2.0,1.0,,115.0,5.0,,2.0,3.0,5.0,19.0,219.0,1.0,,8.0,23.0,16.0,2.0,1.0,,1.0,0.0,,,,,,,,,,6.0,0.0,,,,1.0,7.0,9.0,1.0,5.0,2.0,52.0,52.0,1.0,,1.0,2.0,12.0,3.0,10.0,,,5.0,9.0,3.0,0.0,8.0,,57.0,54.0,2.0,54.0,33.0,,,0.2071,0.7793,,0.852,0.3632,43.0,10.0,11.0,1.0,,2.0,1.0,,130.0,1.0,,,1.0,,1.0,11.0,2.0,1.0,,33.0,,8.0,8.0,1.0,0.0,2.0,63.0,67.0,31.0,6.0,0.0,,3.0,2.0,269.0,3.0,3.0,0.0,49.0,46.0,15.0,,,,,,134.0,134.0,2.0,27.0,17.0,34.1,,,,2.0,19.0,0.0,50.0,1.0,,1.0,,1.0,2.0,,1.0,3.0,59.0,203.0,12.0,3.0,132.0,20.0,54.0,15.0,3.0,16.0,13.0,107947.5,2.0,85.0,4.0,179.0,1.0,,26.0,7.0,53.0,,295.0,1.0,0.0,7.0,18.0,1.0,14.0,0.0,515.0,16.0,22.0,0.0,9.0,5.0,11.0,0.0
2562131,24,2026-02-01 14:00:00,17,Nott'm Forest,Home,95.0,15.0,1.0,2.0,1.0,4.0,,113.0,7.0,,,9.0,8.0,31.0,206.0,,,12.0,20.0,20.0,6.0,1.0,1.0,1.0,0.0,,,,,,,,,,7.0,0.0,,,,,1.0,9.0,5.0,6.0,3.0,45.0,45.0,,1.0,1.0,4.0,14.0,3.0,,,,5.0,4.0,2.0,0.0,9.0,1.0,37.0,63.0,4.0,25.0,10.0,,2.0,0.255695,0.4855,,0.8797,0.8169,47.0,4.0,12.0,,,3.0,2.0,,132.0,,,,,,,12.0,0.0,1.0,1.0,10.0,,10.0,10.0,1.0,0.0,,47.0,65.0,40.0,7.0,1.0,4.0,3.0,1.0,256.0,3.0,,0.0,47.0,37.0,19.0,1.0,1.0,1.0,,,125.0,125.0,2.0,20.0,17.0,32.8,,2.0,,1.0,22.0,0.0,58.0,1.0,1.0,1.0,,1.0,5.0,,0.0,4.0,53.0,191.0,14.0,7.0,111.0,26.0,25.0,20.0,5.0,13.0,8.0,103210.22,1.0,89.0,12.0,184.0,1.0,,25.0,8.0,61.0,2.0,282.0,,1.0,9.0,16.0,,17.0,1.0,476.0,19.0,17.0,0.0,15.0,5.0,11.0,0.0
2562140,25,2026-02-06 20:00:00,17,Nott'm Forest,Away,142.0,8.0,3.0,10.0,7.0,,,142.0,4.0,,1.0,6.0,11.0,24.0,274.0,,,14.0,18.0,19.0,10.0,1.0,3.0,1.0,0.0,,,,,,,,,,12.0,0.0,,,,1.0,3.0,13.0,1.0,9.0,7.0,60.0,43.0,2.0,1.0,1.0,,7.0,4.0,11.0,,,10.0,11.0,11.0,0.0,10.0,1.0,63.0,52.0,,18.0,11.0,,,1.28279,1.3312,,1.4936,2.9396,53.0,12.0,9.0,,,3.0,2.0,,143.0,1.0,,1.0,1.0,,,7.0,1.0,,,11.0,,8.0,8.0,2.0,0.0,1.0,78.0,70.0,35.0,5.0,0.0,5.0,7.0,6.0,331.0,5.0,1.0,0.0,65.0,43.0,34.0,,,,,,152.0,152.0,1.0,25.0,16.0,43.6,,,,,17.0,0.0,69.0,2.0,1.0,2.0,,1.0,6.0,1.0,1.0,5.0,75.0,258.0,7.0,12.0,164.0,21.0,18.0,22.0,10.0,34.0,24.0,110093.31,1.0,106.0,4.0,220.0,,,23.0,13.0,53.0,4.0,350.0,,0.0,16.0,14.0,,22.0,1.0,562.0,24.0,17.0,0.0,10.0,10.0,10.0,0.0
2562151,26,2026-02-11 19:30:00,17,Nott'm Forest,Home,163.0,16.0,,10.0,10.0,,,273.0,6.0,,2.0,2.0,5.0,27.0,426.0,,,15.0,13.0,23.0,26.0,,5.0,4.0,0.0,,,1.0,,,,,,,28.0,0.0,,,,1.0,7.0,4.0,3.0,16.0,19.0,56.0,48.0,3.0,4.0,,,5.0,9.0,5.0,,,8.0,17.0,12.0,0.0,10.0,1.0,48.0,60.0,,26.0,16.0,,,2.141,2.5521,0.0508,2.0366,0.2105,55.0,12.0,13.0,,,4.0,2.0,1.0,142.0,,,,,,,7.0,0.0,,1.0,16.0,,6.0,6.0,,0.0,2.0,137.0,51.0,38.0,2.0,0.0,12.0,14.0,10.0,461.0,,1.0,0.0,87.0,89.0,47.0,,,,,,117.0,117.0,4.0,19.0,23.0,62.7,,,,,12.0,0.0,145.0,2.0,1.0,3.0,,4.0,16.0,,0.0,2.0,161.0,408.0,5.0,26.0,179.0,25.0,26.0,16.0,7.0,38.0,31.0,106449.35,4.0,191.0,1.0,339.0,,,5.0,5.0,37.0,2.0,480.0,2.0,0.0,35.0,18.0,,16.0,0.0,698.0,40.0,11.0,0.0,6.0,8.0,10.0,0.0
2562161,27,2026-02-22 14:00:00,17,Nott'm Forest,Home,181.0,15.0,3.0,7.0,4.0,5.0,,174.0,3.0,1.0,1.0,4.0,6.0,24.0,348.0,,1.0,8.0,10.0,17.0,10.0,1.0,2.0,1.0,0.0,,,1.0,,,,,,1.0,14.0,0.0,,,,,7.0,8.0,2.0,7.0,11.0,79.0,58.0,1.0,1.0,,,8.0,8.0,8.0,1.0,,7.0,14.0,9.0,0.0,11.0,2.0,44.0,48.0,,35.0,22.0,,1.0,0.511862,1.1905,0.0814,0.653,1.8597,42.0,13.0,8.0,,,3.0,,1.0,146.0,,,,,,,3.0,0.0,,1.0,22.0,,10.0,10.0,1.0,0.0,1.0,103.0,38.0,12.0,2.0,0.0,6.0,5.0,2.0,406.0,4.0,1.0,0.0,82.0,45.0,39.0,,,,,,137.0,137.0,9.0,24.0,24.0,47.2,,,,1.0,18.0,0.0,93.0,3.0,,3.0,,1.0,8.0,,0.0,5.0,114.0,333.0,8.0,11.0,202.0,29.0,35.0,9.0,7.0,30.0,23.0,110642.75,1.0,150.0,7.0,249.0,,1.0,18.0,6.0,52.0,1.0,421.0,,0.0,18.0,18.0,2.0,14.0,2.0,626.0,23.0,19.0,0.0,6.0,7.0,14.0,0.0
2562167,28,2026-03-01 14:00:00,17,Nott'm Forest,Away,224.0,20.0,,4.0,4.0,2.0,2.0,160.0,9.0,,4.0,6.0,7.0,29.0,380.0,,,13.0,17.0,10.0,8.0,1.0,1.0,,0.0,,,,,,,,,,11.0,0.0,,,,1.0,1.0,7.0,7.0,7.0,6.0,74.0,50.0,1.0,1.0,,,8.0,6.0,2.0,,,4.0,8.0,3.0,0.0,9.0,2.0,48.0,41.0,,15.0,9.0,1.0,1.0,0.44398,0.7927,,0.5813,1.1792,40.0,13.0,12.0,,,1.0,3.0,,130.0,1.0,,,1.0,,,10.0,1.0,,,9.0,,8.0,8.0,,0.0,4.0,113.0,54.0,36.0,4.0,1.0,3.0,7.0,4.0,421.0,2.0,2.0,0.0,61.0,59.0,20.0,,,,,,123.0,123.0,2.0,28.0,15.0,46.5,,,,,15.0,0.0,127.0,2.0,3.0,5.0,1.0,,3.0,,0.0,5.0,71.0,359.0,8.0,10.0,248.0,44.0,15.0,19.0,3.0,17.0,14.0,110275.92,,95.0,7.0,213.0,,,12.0,8.0,50.0,4.0,444.0,,0.0,13.0,9.0,,14.0,1.0,623.0,17.0,22.0,0.0,11.0,4.0,5.0,0.0
2562181,29,2026-03-04 19:30:00,17,Nott'm Forest,Away,180.0,10.0,1.0,2.0,1.0,3.0,,91.0,8.0,,5.0,7.0,9.0,18.0,269.0,,,5.0,16.0,7.0,4.0,1.0,1.0,3.0,0.0,,,,,,,,,,6.0,0.0,,,,,6.0,16.0,5.0,6.0,3.0,64.0,47.0,2.0,1.0,1.0,2.0,7.0,3.0,14.0,2.0,,1.0,7.0,3.0,0.0,5.0,2.0,46.0,42.0,2.0,27.0,16.0,,1.0,0.338457,0.9703,,1.1605,1.522,26.0,6.0,9.0,1.0,,,,,124.0,2.0,,1.0,2.0,,1.0,13.0,2.0,2.0,,16.0,,6.0,6.0,1.0,0.0,5.0,68.0,57.0,28.0,6.0,1.0,2.0,5.0,4.0,301.0,8.0,,0.0,30.0,30.0,12.0,,,,,,101.0,101.0,2.0,22.0,17.0,30.1,,,1.0,,13.0,0.0,73.0,4.0,1.0,3.0,,3.0,2.0,,0.0,4.0,35.0,247.0,7.0,7.0,196.0,22.0,27.0,11.0,1.0,11.0,10.0,116623.54,4.0,54.0,7.0,144.0,2.0,,23.0,10.0,47.0,3.0,329.0,,0.0,9.0,20.0,,6.0,4.0,496.0,13.0,18.0,0.0,6.0,1.0,14.0,0.0
2562192,30,2026-03-15 14:00:00,17,Nott'm Forest,Home,183.0,10.0,1.0,3.0,2.0,1.0,,141.0,4.0,2.0,4.0,6.0,17.0,28.0,321.0,1.0,2.0,18.0,13.0,14.0,6.0,3.0,3.0,2.0,0.0,,1.0,1.0,,,,,,1.0,7.0,0.0,1.0,,,,6.0,5.0,1.0,5.0,6.0,62.0,54.0,1.0,1.0,1.0,3.0,12.0,5.0,8.0,,1.0,5.0,5.0,3.0,0.0,6.0,1.0,45.0,42.0,3.0,22.0,13.0,,1.0,0.527731,0.947,0.0656,0.4413,0.288,53.0,8.0,10.0,,,4.0,2.0,1.0,142.0,1.0,,1.0,1.0,,,5.0,0.0,,,13.0,1.0,7.0,7.0,2.0,0.0,4.0,96.0,64.0,33.0,4.0,0.0,4.0,5.0,2.0,384.0,2.0,2.0,0.0,58.0,62.0,24.0,,,,,,143.0,143.0,4.0,24.0,19.0,45.8,1.0,,,,23.0,0.0,101.0,1.0,,1.0,,2.0,4.0,,0.0,5.0,65.0,306.0,12.0,9.0,200.0,26.0,22.0,20.0,4.0,14.0,10.0,110126.56,2.0,104.0,6.0,215.0,,2.0,16.0,17.0,52.0,3.0,401.0,1.0,0.0,11.0,8.0,2.0,28.0,2.0,587.0,18.0,21.0,0.0,10.0,5.0,7.0,0.0
