season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437085,1,38,Huddersfield_Town,Away,37514,57513,Jonas Lössl,jonas-lossl,G,False,,2.0,13.0,11.0,4.0,15.0,,2.0,15.0,,,,,,,,,2.0,,,,,,2.0,,,,,90.0,,,,,,,,15.0,,7.7,3.0,4.0,,,,,,2.0,27.0,,25.0,5.0,30.0,0,,40.0,,,,
2017-18,7437085,1,38,Huddersfield_Town,Away,344873,168977,Joel Coleman,joel-coleman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437727,2,38,Huddersfield_Town,Home,37514,57513,Jonas Lössl,jonas-lossl,G,False,,2.0,10.0,9.0,14.0,23.0,,,10.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,13.0,,7.7,3.0,5.0,,,2.0,,,2.0,23.0,,20.0,16.0,36.0,0,,46.0,,1.0,,
2017-18,7437727,2,38,Huddersfield_Town,Home,344873,168977,Joel Coleman,joel-coleman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437798,3,38,Huddersfield_Town,Home,37514,57513,Jonas Lössl,jonas-lossl,G,False,,,10.0,9.0,12.0,21.0,,1.0,11.0,,,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,,,,,13.0,,7.1,1.0,2.0,,,,,,,22.0,,19.0,14.0,33.0,0,,44.0,1.0,,,
2017-18,7437798,3,38,Huddersfield_Town,Home,344873,168977,Joel Coleman,joel-coleman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437757,4,38,Huddersfield_Town,Away,37514,57513,Jonas Lössl,jonas-lossl,G,False,,2.0,7.0,2.0,22.0,24.0,,1.0,9.0,,,,,,1.0,,,1.0,,,,,,,,,,,90.0,,,,,,,,18.0,1.0,6.2,,2.0,,,1.0,,,2.0,24.0,,15.0,26.0,41.0,0,,51.0,,,,
2017-18,7437757,4,38,Huddersfield_Town,Away,344873,168977,Joel Coleman,joel-coleman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437802,5,38,Huddersfield_Town,Home,37514,57513,Jonas Lössl,jonas-lossl,G,False,,1.0,14.0,7.0,18.0,25.0,1.0,,6.0,,,,1.0,,1.0,,2.0,,,,,,,,,,,,90.0,,,,,1.0,,,10.0,,6.1,,,,,1.0,,,2.0,24.0,,14.0,21.0,35.0,0,,39.0,,,,
2017-18,7437802,5,38,Huddersfield_Town,Home,344873,168977,Joel Coleman,joel-coleman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
