season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436879,1,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,1.0,5.0,3.0,8.0,1.0,1.0,1.0,,1.0,,,,1.0,3.0,2.0,,,0.0112969,0.4566,,1.0,0.0,,,,,,1.0,,20.0,,,,,,,,,3.0,,6.3,,,1.0,,,,1.0,,1.0,,7.0,3.0,9.0,1,1.0,13.0,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,3.0,4.0,7.0,2.0,,4.0,,,,,,1.0,4.0,,,,0.0178412,0.0498,,1.0,0.0,,,,,,1.0,,45.0,,,,,,,,,8.0,,6.6,,,1.0,,,,,,,1.0,7.0,5.0,12.0,1,,17.0,2.0,,,
2024-25,12436879,1,31,Crystal_Palace,Away,845286,232185,Ismaïla Sarr,ismaila-sarr,F,True,,,,2.0,,2.0,,,,,,,,,,,,,,0.00076931,,,,0.0,,,,,,,,11.0,,,,,,,,,,,6.5,,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,False,,,1.0,6.0,1.0,7.0,3.0,1.0,,,,,,,,5.0,1.0,,,0.00937658,,,,0.0,,,,,,,,45.0,,,,,,,,,5.0,,6.3,,,,,,2.0,,,1.0,,8.0,2.0,10.0,0,,15.0,,,,
2024-25,12436892,2,31,Crystal_Palace,Home,795228,199670,Odsonne Édouard,odsonne-edouard,F,False,,,1.0,8.0,2.0,10.0,2.0,1.0,1.0,,,2.0,2.0,,,8.0,2.0,,,0.00706914,0.341,0.0519,3.0,0.0,,,,,,,,71.0,1.0,,,,,,,,9.0,,6.6,,,1.0,,1.0,1.0,1.0,,1.0,1.0,13.0,3.0,15.0,4,1.0,28.0,2.0,,,
2024-25,12436892,2,31,Crystal_Palace,Home,845286,232185,Ismaïla Sarr,ismaila-sarr,F,True,1.0,,,8.0,2.0,9.0,1.0,1.0,3.0,1.0,,,,,1.0,4.0,2.0,,,0.172872,0.1011,,1.0,0.0,,,,1.0,,1.0,,19.0,,,,,,,,,4.0,,7.0,,,1.0,,,1.0,2.0,,,,9.0,2.0,9.0,1,,17.0,1.0,1.0,,
2024-25,12436892,2,31,Crystal_Palace,Home,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,False,,,1.0,11.0,1.0,12.0,3.0,,4.0,,1.0,,,,,3.0,2.0,,,0.228731,0.3049,,,0.0,,,,,,2.0,,90.0,,,,,,,,,4.0,,6.7,,,1.0,,,,,,2.0,1.0,12.0,3.0,15.0,1,1.0,21.0,1.0,1.0,,
2024-25,12436910,3,31,Crystal_Palace,Away,845286,232185,Ismaïla Sarr,ismaila-sarr,F,True,,,,5.0,4.0,9.0,1.0,,2.0,,,,,,1.0,2.0,,,,0.447831,,,,0.0,,,,,,3.0,,21.0,,,,,,,,,3.0,,6.8,,,,,,,,,,,6.0,4.0,10.0,0,,13.0,1.0,,,
2024-25,12436910,3,31,Crystal_Palace,Away,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,False,,,,3.0,,3.0,1.0,,,,,1.0,,,1.0,4.0,3.0,,,0.00051252,0.0442,,2.0,0.0,,,,,,,,69.0,,,,,,,,,4.0,,6.5,,,,,1.0,,,,,,5.0,,5.0,1,,12.0,1.0,3.0,,
2024-25,12436910,3,31,Crystal_Palace,Away,1149851,574398,Franco Umeh,franco-umeh,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
