season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243391,1,31,Crystal_Palace,Home,45970,54861,Christian Benteke,christian-benteke,F,False,,,,4.0,2.0,6.0,6.0,9.0,,1.0,1.0,,,,,,2.0,10.0,11.0,,,2.0,,,,,1.0,1.0,83.0,,1.0,,,,,12.0,,,7.2,,,,,,,,,,,2.0,13.0,2.0,15.0,,,0,2.0,24.0,1.0,,,2.0
2019-20,8243391,1,31,Crystal_Palace,Home,47992,60252,Andros Townsend,andros-townsend,F,False,,,1.0,10.0,4.0,14.0,,,,7.0,,,,,,,1.0,3.0,7.0,,,1.0,,,,,,1.0,90.0,,,,,,,19.0,,,7.0,,,,,,,3.0,6.0,,3.0,,22.0,5.0,21.0,,,0,3.0,42.0,3.0,2.0,2.0,3.0
2019-20,8243391,1,31,Crystal_Palace,Home,50485,59125,Connor Wickham,connor-wickham,F,True,,,,2.0,,2.0,2.0,2.0,,,,,,,,,,3.0,2.0,,,1.0,,,,,,,12.0,,,,,,,3.0,,,6.5,,,,,,,,,,,1.0,4.0,1.0,5.0,,,0,,6.0,,,,
2019-20,8243391,1,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,9.0,3.0,12.0,,1.0,,6.0,,1.0,,1.0,,,2.0,3.0,8.0,,,,,,,,1.0,1.0,65.0,1.0,,,,,,11.0,,,6.9,,,,,,,1.0,,,,,13.0,4.0,17.0,,,1,1.0,36.0,2.0,5.0,1.0,1.0
2019-20,8243417,2,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,False,,,1.0,6.0,7.0,13.0,8.0,8.0,,1.0,,,,,,,,9.0,13.0,,,,,,,,,1.0,90.0,1.0,,,,,,10.0,,,7.1,,,,,,2.0,1.0,,,1.0,,12.0,9.0,21.0,,,1,2.0,33.0,1.0,3.0,,2.0
2019-20,8243417,2,31,Crystal_Palace,Away,47992,60252,Andros Townsend,andros-townsend,F,False,,,1.0,15.0,5.0,20.0,,,,9.0,,,,1.0,,,2.0,3.0,8.0,,,,,,,,1.0,,70.0,2.0,,,,,,12.0,,,7.0,,,,,,1.0,4.0,1.0,,2.0,,18.0,7.0,24.0,,,2,2.0,48.0,5.0,2.0,4.0,2.0
2019-20,8243417,2,31,Crystal_Palace,Away,50485,59125,Connor Wickham,connor-wickham,F,True,,,,2.0,1.0,3.0,2.0,,,,,,,,,,,3.0,,,,1.0,,,,,,,8.0,,,,,,,2.0,,,6.5,,,,,,,,,,,,4.0,1.0,5.0,,,0,,6.0,,,,
2019-20,8243417,2,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243419,3,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,True,,,,1.0,2.0,3.0,2.0,2.0,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,15.0,,,,,,,5.0,,,6.6,,,,,,,,,,,,4.0,3.0,7.0,,,0,1.0,11.0,,,,1.0
2019-20,8243419,3,31,Crystal_Palace,Away,47992,60252,Andros Townsend,andros-townsend,F,True,,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,3.0,,,,,,,,,,10.0,,,,,,,1.0,,,6.8,,,,,,1.0,,,,1.0,,,3.0,3.0,,,0,3.0,8.0,,,,2.0
