code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty
2561902,1,True,True,8,2025-08-17T13:00:00Z,90,False,True,8,0,7,0,3,3
2561909,2,True,True,15,2025-08-24T13:00:00Z,90,False,True,16,1,8,1,3,3
2561915,3,True,True,21,2025-08-31T18:00:00Z,90,False,True,8,3,2,0,3,4
2561929,4,True,True,35,2025-09-13T14:00:00Z,90,False,True,17,0,8,0,2,3
2561943,5,True,True,49,2025-09-20T14:00:00Z,90,False,True,8,2,19,1,3,3
2561948,6,True,True,54,2025-09-27T14:00:00Z,90,False,True,12,1,8,2,3,3
2561960,7,True,True,66,2025-10-05T13:00:00Z,90,False,True,8,1,9,2,3,3
2561967,8,True,True,73,2025-10-18T14:00:00Z,90,False,True,4,3,8,3,3,3
2561976,9,True,True,81,2025-10-26T14:00:00Z,90,False,True,8,0,1,1,3,5
2561987,10,True,True,93,2025-11-01T15:00:00Z,90,False,True,5,0,8,2,3,3
2561998,11,True,True,104,2025-11-09T14:00:00Z,90,False,True,6,0,8,0,3,3
2562014,12,True,True,120,2025-11-22T15:00:00Z,90,False,True,8,2,20,0,3,2
2562018,13,True,True,124,2025-11-30T12:00:00Z,90,False,True,14,2,8,1,3,3
2562028,14,True,True,134,2025-12-03T19:30:00Z,90,False,True,8,1,3,0,3,2
2562039,15,True,True,145,2025-12-07T16:30:00Z,90,False,True,8,2,10,1,3,3
2562049,16,True,True,155,2025-12-14T14:00:00Z,90,False,True,13,3,8,0,4,3
2562060,17,True,True,166,2025-12-20T20:00:00Z,90,False,True,8,1,11,4,3,3
2562069,18,True,True,175,2025-12-28T16:30:00Z,90,False,True,18,1,8,0,3,3
2562079,19,True,True,185,2026-01-01T17:30:00Z,90,False,True,10,1,8,1,3,3
2562092,20,True,True,198,2026-01-04T15:00:00Z,90,False,True,8,0,15,2,3,3
2562099,21,True,True,205,2026-01-07T19:30:00Z,90,False,True,2,0,8,0,3,3
2562112,22,True,True,218,2026-01-17T15:00:00Z,90,False,True,8,1,17,2,3,3
2562119,23,True,True,225,2026-01-25T14:00:00Z,90,False,True,7,3,8,1,3,3
2562131,24,True,True,237,2026-02-01T14:00:00Z,90,False,True,8,1,16,1,3,3
2562137,25,True,True,243,2026-02-08T14:00:00Z,90,False,True,8,1,6,0,3,4
2562148,26,True,True,254,2026-02-11T19:40:00Z,90,False,True,3,3,8,2,1,3
2562158,27,True,True,264,2026-02-22T14:00:00Z,90,False,True,20,0,8,1,1,3
2562172,28,True,True,278,2026-03-01T14:00:00Z,90,False,True,8,1,14,2,3,4
2562183,29,True,True,289,2026-03-05T20:00:00Z,90,False,True,8,3,18,1,3,3
2562189,30,True,True,295,2026-03-15T14:00:00Z,90,False,True,11,0,8,0,2,3
2562209,32,True,True,315,2026-04-12T13:00:00Z,90,False,True,15,1,8,2,3,3
2562218,33,True,True,324,2026-04-20T19:00:00Z,90,False,True,19,0,8,0,2,3
2562230,34,True,True,336,2026-04-25T14:00:00Z,90,False,True,8,1,12,3,3,4
2562235,35,True,True,343,2026-05-03T13:00:00Z,90,False,True,8,0,4,3,3,4
2562247,36,True,True,353,2026-05-10T13:00:00Z,90,False,True,9,2,8,2,3,3
2562201,36,True,True,307,2026-05-13T19:00:00Z,90,False,True,8,0,13,3,3,5
2562258,37,True,True,364,2026-05-17T14:00:00Z,90,False,True,8,2,5,2,3,3
2562267,38,True,True,373,2026-05-24T15:00:00Z,90,False,True,1,2,8,1,4,3
