playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,overruns,throughBalls,goals,offsides,awayGoals,cleanSheets,successfulCrossesAndCorners,unsuccessfulLayoffs,throwInsToOppositionPlayer,successfulLaunches,shotsBlockedInBox,homeGoals,rightFootGoals,lastPlayerTackle,redCards2ndYellow,headedGoals,iboxBlocked,hitWoodwork,handballsConceded,shotsOnTargetOutsideBox,ownGoalScored,oboxTarget,goalKicks,penaltiesConceded,gkSuccessfulDistribution,clearancesOffTheLine,goalAssists,foulWonPenalty,cornersTakenInclShortCorners,penaltiesTaken,penaltyGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,crossesNotClaimed
233821,Anel Ahmedhodzic,Defender,Sheffield Utd,49,Bosnia & Herzegovina,2023-24,0.0,1.0,9.0,108.0,0.5844,4.0,5.0,2.2516,64.0,15.0,132.0,31.0,,29.0,234.0,5.0,961.0,1.0,2.0,88.0,3.0,2649.0,3.0,36.0,140.0,8.0,37.0,88.0,679.0,35.0,4.0,71.4447,7.0,134.0,89.0,72.0,136.0,13.0,0.0,248.0,17.0,423.0,105.0,31.0,28.0,9.0,207.0,81.0,5.0,20.0,160.0,52.0,950.0,10.0,6.0,280.0,36.0,11.0,26.0,319.0,34.0,34.0,48.0,83.0,1388.0,23.0,1.0,1.0,69.0,521.0,22.0,3.1489,102.0,89.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,21.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Auston Trusty,Defender,Sheffield Utd,49,United States,2023-24,0.0,0.0,4.0,104.0,0.7821,1.0,2.0,0.314,47.0,7.0,116.0,32.0,,28.0,177.0,3.0,843.0,1.0,4.0,114.0,2.0,2573.0,2.0,51.0,127.0,10.0,30.0,64.0,630.0,29.0,4.0,60.6493,8.0,145.0,81.0,53.0,235.0,13.0,0.0,231.0,19.0,328.0,89.0,32.0,17.0,5.0,182.0,71.0,3.0,9.0,117.0,63.0,835.0,5.0,4.0,245.0,30.0,6.0,22.0,177.0,23.0,35.0,36.0,103.0,1299.0,32.0,4.0,1.0,40.0,486.0,13.0,0.3845,61.0,72.0,2.0,1.0,,,3.0,,1.0,2.0,,36.0,11.0,,,,3.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
40386,Chris Basham,Defender,Sheffield Utd,49,England,2023-24,0.0,0.0,1.0,21.0,0.0755,,,,7.0,2.0,22.0,8.0,1.0,3.0,29.0,4.0,123.0,,5.0,16.0,,318.0,,8.0,20.0,,7.0,12.0,90.0,5.0,,7.1069,2.0,17.0,6.0,13.0,14.0,3.0,0.0,41.0,5.0,41.0,16.0,8.0,5.0,1.0,38.0,6.0,4.0,3.0,25.0,8.0,122.0,2.0,,40.0,2.0,3.0,4.0,46.0,3.0,5.0,4.0,22.0,195.0,10.0,2.0,,5.0,56.0,2.0,0.1253,7.0,17.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616094,Dovydas Sasnauskas,Defender,Sheffield Utd,49,Lithuania,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471848,Femi Seriki,Defender,Sheffield Utd,49,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82691,George Baldock,Defender,Sheffield Utd,49,Greece,2023-24,0.0,0.0,4.0,54.0,0.5899,,,,18.0,1.0,50.0,13.0,1.0,11.0,84.0,14.0,319.0,,2.0,28.0,,970.0,,13.0,51.0,1.0,24.0,36.0,222.0,10.0,1.0,21.7811,6.0,30.0,21.0,41.0,33.0,14.0,0.0,105.0,6.0,153.0,44.0,13.0,8.0,4.0,103.0,20.0,14.0,13.0,77.0,15.0,317.0,1.0,6.0,129.0,10.0,6.0,8.0,79.0,19.0,10.0,13.0,54.0,533.0,52.0,2.0,,21.0,136.0,14.0,0.0222,34.0,29.0,4.0,1.0,,,1.0,,,4.0,,6.0,5.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
83427,Jack Robinson,Defender,Sheffield Utd,49,England,2023-24,0.0,0.0,10.0,85.0,0.9539,4.0,6.0,1.7026,43.0,10.0,117.0,34.0,,31.0,243.0,8.0,1067.0,,3.0,115.0,4.0,2886.0,4.0,45.0,133.0,10.0,37.0,63.0,752.0,31.0,3.0,70.959,11.0,127.0,83.0,40.0,338.0,16.0,0.0,218.0,16.0,471.0,135.0,34.0,15.0,3.0,273.0,73.0,8.0,8.0,103.0,70.0,1035.0,4.0,6.0,387.0,28.0,5.0,33.0,162.0,19.0,33.0,72.0,96.0,1611.0,68.0,4.0,,78.0,555.0,16.0,1.2338,126.0,80.0,4.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,105.0,20.0,4.0,0.0,,2.0,,,4.0,,1.0,1.0,2.0,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
226182,Jayden Bogle,Defender,Sheffield Utd,49,England,2023-24,0.0,0.0,9.0,155.0,1.1532,10.0,11.0,2.3393,66.0,22.0,161.0,34.0,,32.0,234.0,30.0,772.0,3.0,2.0,79.0,7.0,2792.0,7.0,29.0,163.0,9.0,63.0,113.0,504.0,58.0,4.0,65.7638,10.0,86.0,79.0,126.0,32.0,22.0,0.0,318.0,31.0,327.0,139.0,34.0,30.0,27.0,272.0,70.0,30.0,54.0,239.0,50.0,763.0,11.0,13.0,395.0,36.0,25.0,11.0,294.0,38.0,32.0,34.0,119.0,1455.0,136.0,9.0,3.0,41.0,276.0,28.0,2.2945,73.0,81.0,10.0,5.0,1.0,3.0,4.0,1.0,1.0,10.0,,19.0,7.0,7.0,2.0,3.0,1.0,,,7.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601496,Jili Buyabu,Defender,Sheffield Utd,49,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108416,John Egan,Defender,Sheffield Utd,49,Ireland,2023-24,0.0,0.0,2.0,21.0,0.0155,1.0,1.0,0.1179,6.0,2.0,24.0,6.0,,6.0,55.0,,183.0,,,23.0,1.0,484.0,1.0,9.0,21.0,1.0,7.0,7.0,123.0,9.0,,19.6019,,39.0,17.0,12.0,39.0,1.0,0.0,42.0,6.0,88.0,21.0,6.0,2.0,,24.0,16.0,,1.0,19.0,14.0,181.0,1.0,,60.0,4.0,,4.0,40.0,6.0,13.0,5.0,16.0,264.0,,2.0,,10.0,104.0,1.0,0.1602,31.0,15.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
