playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,expectedGoals,shotsOnTargetOutsideBox,oboxTarget,handballsConceded,foulWonPenalty,hitWoodwork,substituteOn,ownGoalScored,goals,leftFootGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,headedGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,rightFootGoals,penaltyGoals
82691,George Baldock,Defender,Panathinaikos,264,Greece,2020-21,139.0,1.8193,85.0,0.0,,47.0,,134.0,32.0,36.0,32.0,195.0,897.0,0.0,,54.0,4.0,,2789.0,,28.0,111.0,11.0,,66.0,85.0,681.0,48.0,,1.0,47.3549,16.0,5.0,62.0,51.0,111.0,82.0,,21.0,0.0,250.0,0.0,,302.0,127.0,32.0,,,447.0,40.0,196.0,26.0,0.0,,893.0,339.0,34.0,17.0,,,272.0,46.0,25.0,21.0,1502.0,40.0,265.0,23.0,,7.0,61.0,55.0,10.0,8.0,2.0,0.3843,5.0,1.0,2.0,3.0,51.0,10.0,3.0,10.0,2.0,2.0,16.0,5.0,19.0,13.0,16.0,52.0,36.0,5.0,3.0,21.0,7.0,1.0,241.0,176.0,2.0,3.0,1.1522,,,,,,,,,,,,,,,,,,,
63426,Enda Stevens,Defender,Stoke City,110,Ireland,2020-21,134.0,1.663,74.0,0.0,,59.0,,169.0,30.0,37.0,30.0,259.0,1185.0,0.0,,68.0,4.0,,2700.0,,33.0,124.0,11.0,,60.0,89.0,869.0,45.0,,2.0,46.7544,16.0,15.0,75.0,54.0,101.0,378.0,,10.0,0.0,258.0,0.0,,519.0,168.0,30.0,,,523.0,43.0,190.0,35.0,0.0,,1174.0,443.0,26.0,20.0,,,95.0,33.0,22.0,57.0,1854.0,34.0,414.0,14.0,,6.0,90.0,69.0,11.0,3.0,4.0,0.5907,13.0,,1.0,2.0,53.0,3.0,1.0,11.0,3.0,3.0,24.0,2.0,29.0,33.0,15.0,53.0,44.0,2.0,9.0,12.0,12.0,,193.0,171.0,,1.0,1.2742,1.0,1.0,1.0,,,,,,,,,,,,,,,,
146610,Jack O'Connell,Defender,Sheffield United,49,England,2020-21,12.0,0.0149,2.0,0.0,,3.0,,12.0,2.0,2.0,2.0,22.0,77.0,0.0,,15.0,,,180.0,,10.0,8.0,,,3.0,3.0,51.0,,,,1.7779,,3.0,7.0,3.0,2.0,16.0,,,0.0,20.0,0.0,,40.0,8.0,2.0,,,18.0,3.0,5.0,5.0,0.0,,76.0,27.0,1.0,,,,12.0,,2.0,4.0,101.0,3.0,37.0,,,0.0,10.0,6.0,,,,,,,,,1.0,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,3.0,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,
40386,Chris Basham,Defender,Sheffield United,49,England,2020-21,138.0,0.9306,96.0,0.0,,69.0,,125.0,31.0,52.0,31.0,182.0,1057.0,0.0,,116.0,2.0,,2586.0,,61.0,172.0,12.0,1.0,37.0,117.0,837.0,47.0,,2.0,42.6674,10.0,11.0,103.0,51.0,77.0,170.0,,28.0,0.0,310.0,0.0,,363.0,158.0,31.0,,,408.0,39.0,194.0,55.0,0.0,,1046.0,274.0,42.0,21.0,,,369.0,25.0,49.0,38.0,1603.0,32.0,473.0,17.0,,5.0,57.0,54.0,6.0,2.0,1.0,0.0511,8.0,,1.0,4.0,19.0,6.0,,6.0,1.0,1.0,11.0,2.0,21.0,27.0,9.0,19.0,28.0,2.0,7.0,8.0,15.0,5.0,155.0,58.0,10.0,,0.7363,,,2.0,1.0,1.0,,,,,,,,,,,,,,
108416,John Egan,Defender,Hull City,88,Ireland,2020-21,102.0,0.5547,79.0,1.0,,41.0,,102.0,31.0,45.0,30.0,205.0,1123.0,0.0,,138.0,4.0,,2630.0,,58.0,131.0,10.0,,17.0,51.0,826.0,25.0,,2.0,42.6083,2.0,19.0,130.0,47.0,44.0,246.0,,10.0,0.0,233.0,0.0,,403.0,129.0,31.0,,,268.0,37.0,95.0,80.0,1.0,,1105.0,218.0,21.0,,,,395.0,29.0,41.0,92.0,1454.0,41.0,651.0,11.0,,7.0,103.0,74.0,1.0,2.0,3.0,0.1907,12.0,,1.0,1.0,3.0,,,1.0,3.0,3.0,,2.0,12.0,20.0,,3.0,1.0,2.0,9.0,2.0,31.0,1.0,79.0,4.0,1.0,,0.8188,,,1.0,,,1.0,,,,,,,,,,,,,
155197,Max Lowe,Defender,Sheffield Wednesday,19,England,2020-21,50.0,0.2407,17.0,0.0,,26.0,,36.0,8.0,9.0,7.0,47.0,172.0,0.0,,25.0,,,551.0,,20.0,41.0,3.0,,15.0,36.0,120.0,11.0,,1.0,9.08,2.0,1.0,6.0,10.0,30.0,75.0,,3.0,0.0,91.0,0.0,,56.0,25.0,8.0,,,84.0,7.0,66.0,5.0,0.0,,172.0,91.0,11.0,7.0,,,8.0,10.0,5.0,5.0,312.0,5.0,42.0,7.0,,1.0,11.0,18.0,1.0,1.0,1.0,0.0493,1.0,,,1.0,21.0,,,1.0,,,4.0,1.0,8.0,15.0,4.0,21.0,8.0,1.0,,5.0,4.0,,33.0,21.0,3.0,,0.0783,1.0,1.0,,,,1.0,,,,,,,,,,,,,
7645,Phil Jagielka,Defender,Stoke City,110,England,2020-21,24.0,0.0166,16.0,1.0,,5.0,,34.0,10.0,7.0,6.0,58.0,204.0,0.0,,25.0,,,527.0,,12.0,19.0,3.0,,8.0,6.0,125.0,1.0,,,10.1416,,3.0,26.0,12.0,12.0,32.0,,1.0,0.0,43.0,0.0,,91.0,36.0,10.0,,,31.0,9.0,18.0,13.0,1.0,,195.0,64.0,4.0,,,,55.0,8.0,10.0,21.0,274.0,11.0,115.0,5.0,,1.0,24.0,21.0,,,,,,,,,1.0,,,,,,2.0,,6.0,1.0,,1.0,,,,,5.0,,26.0,2.0,3.0,,,,,,,,4.0,1.0,,,,,,,,,,,,
83427,Jack Robinson,Defender,Birmingham City,41,England,2020-21,45.0,0.7428,25.0,0.0,,14.0,,46.0,11.0,13.0,9.0,76.0,423.0,0.0,,63.0,2.0,,875.0,,31.0,55.0,2.0,1.0,10.0,23.0,332.0,9.0,,,10.7986,,4.0,41.0,11.0,14.0,127.0,,6.0,0.0,100.0,0.0,,163.0,53.0,11.0,,,149.0,9.0,37.0,32.0,0.0,,416.0,114.0,6.0,3.0,,,88.0,10.0,9.0,15.0,585.0,14.0,198.0,2.0,,3.0,30.0,27.0,,1.0,,,5.0,,1.0,,6.0,,,,,,23.0,1.0,6.0,8.0,1.0,6.0,3.0,1.0,5.0,2.0,4.0,,45.0,17.0,1.0,,0.7187,,,2.0,1.0,,2.0,,,,,,,,,,,,,
226182,Jayden Bogle,Defender,Leeds United,2,England,2020-21,93.0,0.4152,29.0,0.0,,33.0,,55.0,16.0,13.0,12.0,75.0,312.0,1.0,,41.0,2.0,,1107.0,1.0,23.0,71.0,3.0,,21.0,53.0,233.0,37.0,,3.0,19.2471,4.0,,18.0,20.0,70.0,36.0,,9.0,0.0,164.0,1.0,,111.0,64.0,16.0,,,148.0,17.0,123.0,18.0,0.0,,312.0,154.0,23.0,11.0,,,91.0,15.0,14.0,4.0,607.0,12.0,90.0,7.0,,2.0,20.0,24.0,1.0,4.0,7.0,1.9976,13.0,,,,11.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,10.0,10.0,20.0,11.0,37.0,3.0,6.0,9.0,4.0,,74.0,58.0,3.0,1.0,1.864,,,,,,4.0,,2.0,2.0,,,,,,,,,,
199598,Ethan Ampadu,Defender,Leeds United,2,Wales,2020-21,86.0,1.1127,66.0,0.0,,57.0,,120.0,25.0,40.0,23.0,178.0,1006.0,0.0,,81.0,2.0,,2090.0,,29.0,147.0,10.0,1.0,35.0,95.0,772.0,6.0,,2.0,36.7833,11.0,6.0,83.0,41.0,57.0,236.0,,25.0,0.0,233.0,0.0,,395.0,114.0,25.0,,,406.0,31.0,152.0,52.0,0.0,,988.0,242.0,36.0,13.0,,,280.0,25.0,49.0,56.0,1425.0,26.0,428.0,17.0,,3.0,58.0,64.0,4.0,1.0,2.0,0.3157,6.0,,,5.0,10.0,1.0,1.0,6.0,1.0,1.0,24.0,,21.0,21.0,2.0,13.0,7.0,,4.0,3.0,19.0,,95.0,36.0,4.0,1.0,0.3153,1.0,1.0,1.0,,,2.0,1.0,,,5.0,2.0,3.0,,,,,,,
