playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,overruns,shotsOnTargetOutsideBox,shotsBlockedInBox,oboxTarget,unsuccessfulDribbles,iboxBlocked,clearancesOffTheLine,handballsConceded,expectedGoalsFreekick,goals,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,headedGoals,otherGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throughBalls,setPiecesGoals,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,secondGoalAssists,goalAssists,cornersTakenInclShortCorners,ownGoalScored,penaltiesTaken,penaltyGoals,savesMadeCaught,penaltiesFaced,drops,crossesNotClaimed
55422,Gylfi Sigurdsson,Midfielder,Swansea,80,Iceland,2014-15,201.0,4.0,5.5242,0.0,20.0,24.0,6.5972,34.0,47.0,161.0,32.0,90.0,32.0,173.0,24.0,1147.0,2.0,10.0,,47.0,4.0,45.0,4.0,2697.0,4.0,39.0,112.0,5.0,,66.0,104.0,964.0,56.0,,2.0,46.4354,63.0,1.0,22.0,43.0,162.0,279.0,40.0,2.0,313.0,36.0,318.0,121.0,32.0,10.0,696.0,38.0,,108.0,85.0,266.0,8.0,0.0,1087.0,23.0,23.0,435.0,24.0,31.0,6.0,247.0,23.0,41.0,10.0,303.0,1758.0,2.0,15.0,10.0,5.0,323.0,7.0,5.2503,2.0,12.0,36.0,4.0,13.0,10.0,13.0,41.0,10.0,,1.0,0.7216,7.0,4.0,8.0,3.0,5.0,,,12.0,12.0,3.0,,,,,,,,,,,16.0,2.0,32.0,2.0,55.0,2.0,10.0,105.0,,,,,,,
96305,Jay Fulton,Midfielder,Swansea,80,Scotland,2014-15,6.0,,0.0084,0.0,,,,2.0,,12.0,2.0,,1.0,15.0,,65.0,,,1.0,7.0,1.0,,,114.0,,4.0,5.0,,,3.0,2.0,49.0,,,,2.8787,,,5.0,1.0,2.0,23.0,,0.0,11.0,1.0,22.0,6.0,2.0,2.0,16.0,1.0,,,,4.0,3.0,0.0,61.0,,,16.0,,,1.0,14.0,1.0,8.0,1.0,6.0,84.0,,,,1.0,34.0,,,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49195,Jefferson Montero,Midfielder,Swansea,80,Ecuador,2014-15,141.0,16.0,2.3298,0.0,2.0,4.0,1.456,37.0,11.0,87.0,30.0,9.0,15.0,104.0,66.0,408.0,2.0,1.0,15.0,29.0,2.0,17.0,2.0,1569.0,2.0,20.0,154.0,1.0,,34.0,145.0,298.0,79.0,2.0,1.0,26.6355,20.0,1.0,8.0,21.0,121.0,168.0,30.0,1.0,295.0,13.0,119.0,121.0,30.0,8.0,204.0,20.0,,68.0,94.0,266.0,9.0,0.0,401.0,7.0,18.0,319.0,29.0,79.0,,26.0,13.0,17.0,6.0,95.0,884.0,14.0,7.0,1.0,8.0,117.0,7.0,0.8974,0.0,17.0,38.0,10.0,1.0,1.0,1.0,71.0,1.0,,1.0,,1.0,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,3.0,,1.0,,2.0,1.0,7.0,8.0,,,,,,,
50232,Jonjo Shelvey,Midfielder,Swansea,80,England,2014-15,103.0,9.0,3.4408,1.0,17.0,18.0,5.0822,42.0,45.0,192.0,31.0,38.0,28.0,317.0,35.0,1516.0,2.0,12.0,3.0,26.0,8.0,16.0,2.0,2454.0,2.0,13.0,97.0,4.0,1.0,40.0,84.0,1056.0,32.0,,1.0,41.5609,25.0,7.0,29.0,30.0,90.0,404.0,17.0,1.0,200.0,22.0,538.0,213.0,31.0,10.0,642.0,26.0,1.0,55.0,30.0,174.0,13.0,0.0,1460.0,27.0,12.0,455.0,32.0,25.0,8.0,320.0,35.0,41.0,143.0,254.0,1935.0,4.0,10.0,12.0,34.0,573.0,25.0,4.6514,8.0,125.0,52.0,5.0,13.0,5.0,13.0,12.0,5.0,,,0.3693,3.0,2.0,2.0,1.0,3.0,,,6.0,6.0,3.0,,,,,,,,,,,10.0,,5.0,,15.0,,5.0,25.0,1.0,1.0,1.0,,,,
184400,Josh Sheehan,Midfielder,Swansea,80,Wales,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166365,Kenji Gorré,Midfielder,Swansea,80,Curacao,2014-15,,,0.0031,0.0,,,,,,,1.0,,,,,5.0,,,1.0,,,,,6.0,,,,,,,,5.0,,,,0.2734,,,,,,2.0,,0.0,,,1.0,,1.0,,4.0,,,,,,,0.0,5.0,,,,,,,1.0,,,,1.0,5.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76542,Ki Sung-Yueng,Midfielder,Swansea,80,South Korea,2014-15,135.0,1.0,1.4851,0.0,3.0,14.0,4.5077,44.0,25.0,148.0,33.0,70.0,30.0,174.0,6.0,1706.0,4.0,2.0,3.0,113.0,10.0,4.0,4.0,2690.0,4.0,57.0,159.0,3.0,,38.0,103.0,1464.0,36.0,,2.0,38.7252,25.0,,71.0,33.0,78.0,525.0,45.0,2.0,294.0,27.0,396.0,194.0,33.0,8.0,626.0,30.0,,10.0,31.0,181.0,56.0,0.0,1657.0,11.0,4.0,247.0,36.0,17.0,10.0,476.0,27.0,61.0,68.0,309.0,2114.0,3.0,4.0,2.0,6.0,910.0,14.0,3.339,4.0,26.0,68.0,2.0,2.0,1.0,2.0,7.0,1.0,,1.0,0.1046,8.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,4.0,,2.0,4.0,3.0,,1.0,5.0,,,,,,,
15114,Leon Britton,Midfielder,Swansea,80,England,2014-15,22.0,,0.1662,0.0,,,,18.0,,31.0,9.0,10.0,7.0,35.0,,351.0,,,2.0,11.0,,,,537.0,,5.0,35.0,2.0,,13.0,29.0,301.0,2.0,,,8.3602,1.0,1.0,6.0,10.0,17.0,118.0,8.0,0.0,57.0,6.0,98.0,45.0,9.0,2.0,125.0,8.0,,,8.0,46.0,6.0,0.0,336.0,,,49.0,16.0,4.0,5.0,89.0,4.0,11.0,15.0,46.0,427.0,,5.0,,2.0,191.0,2.0,,1.0,4.0,15.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
168144,Matt Grimes,Midfielder,Swansea,80,England,2014-15,8.0,,0.1639,0.0,,,,2.0,,,3.0,,,3.0,1.0,27.0,,,3.0,,,,,42.0,,,2.0,,,1.0,2.0,22.0,1.0,,,1.5225,1.0,,1.0,1.0,8.0,8.0,,0.0,10.0,1.0,8.0,3.0,3.0,1.0,18.0,1.0,,2.0,5.0,10.0,,0.0,25.0,,,12.0,1.0,,,6.0,1.0,1.0,2.0,5.0,41.0,,,,2.0,6.0,,,0.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
21083,Nathan Dyer,Midfielder,Swansea,80,England,2014-15,172.0,9.0,1.5557,0.0,3.0,9.0,3.3872,31.0,14.0,103.0,32.0,55.0,23.0,109.0,45.0,708.0,6.0,3.0,9.0,34.0,4.0,9.0,4.0,1868.0,4.0,25.0,108.0,4.0,,52.0,99.0,591.0,41.0,,1.0,31.5029,20.0,2.0,7.0,29.0,147.0,74.0,36.0,2.0,280.0,28.0,131.0,124.0,32.0,4.0,383.0,25.0,,45.0,96.0,246.0,9.0,0.0,706.0,5.0,17.0,303.0,27.0,32.0,1.0,259.0,21.0,20.0,8.0,244.0,1120.0,12.0,15.0,3.0,3.0,225.0,11.0,1.6485,2.0,6.0,29.0,12.0,2.0,,2.0,56.0,,,2.0,,3.0,0.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,
