playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,goalKicks,cleanSheets,throwInsToOppositionPlayer,penaltyGoalsConceded,successfulLaunches,savesMade,lastPlayerTackle,gkSuccessfulDistribution,blocks,clearancesOffTheLine,unsuccessfulLaunches,foulAttemptedTackle,goals,awayGoals,homeGoals,headedGoals,successfulCornersIntoBox,leftFootGoals,penaltiesConceded,ownGoalScored,redCards2ndYellow,otherGoals,hitWoodwork,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,secondGoalAssists,foulWonPenalty,penaltiesTaken,penaltyGoals,crossesNotClaimed
148420,Adam King,Midfielder,Swansea,80,Scotland,2013-14,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89238,Alejandro Pozuelo,Midfielder,Swansea,80,Spain,2013-14,0.0,0.0,1.0,91.0,3.0,1.3869,9.0,3.0,3.0,0.5098,24.0,6.0,6.0,74.0,22.0,1.0,57.0,7.0,76.0,11.0,631.0,5.0,15.0,13.0,14.0,1.0,3.0,2.0,868.0,2.0,6.0,10.0,58.0,2.0,18.0,54.0,536.0,25.0,13.9246,20.0,1.0,13.0,4.0,81.0,141.0,17.0,0.0,149.0,9.0,131.0,71.0,22.0,1.0,3.0,18.0,371.0,11.0,19.0,60.0,4.0,135.0,4.0,619.0,3.0,9.0,182.0,21.0,14.0,197.0,6.0,5.0,8.0,19.0,162.0,843.0,5.0,5.0,5.0,187.0,1.0,0.579,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96305,Jay Fulton,Midfielder,Swansea,80,Scotland,2013-14,0.0,0.0,1.0,3.0,,0.0091,,,,,3.0,,,4.0,2.0,,1.0,1.0,5.0,,29.0,,1.0,,3.0,,,,80.0,,,1.0,6.0,,2.0,4.0,24.0,,0.5633,,2.0,1.0,,2.0,13.0,,0.0,9.0,1.0,8.0,2.0,2.0,,1.0,,8.0,1.0,,,,6.0,2.0,29.0,,,6.0,2.0,1.0,4.0,1.0,2.0,,,4.0,40.0,,1.0,,16.0,,,1.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39204,Jonathan de Guzmán,Midfielder,Swansea,80,Netherlands,2013-14,0.0,0.0,1.0,126.0,16.0,3.8063,9.0,19.0,3.0,4.6623,42.0,41.0,6.0,158.0,34.0,3.0,101.0,26.0,205.0,55.0,1759.0,7.0,8.0,112.0,35.0,10.0,54.0,5.0,2355.0,5.0,2.0,24.0,102.0,8.0,32.0,91.0,1433.0,40.0,30.1704,48.0,14.0,31.0,2.0,102.0,425.0,33.0,1.0,228.0,17.0,420.0,147.0,34.0,10.0,8.0,13.0,905.0,23.0,146.0,57.0,2.0,193.0,11.0,1725.0,22.0,32.0,458.0,34.0,17.0,552.0,25.0,27.0,73.0,121.0,362.0,2300.0,7.0,10.0,7.0,703.0,5.0,3.2964,47.0,37.0,8.0,,3.0,,2.0,6.0,,,,3.0,1.0,13.0,9.0,4.0,0.0,4.0,,33.0,2.0,,,,,,,,,,,,,,,2.0,11.0,11.0,0.6876,,,,,
50232,Jonjo Shelvey,Midfielder,Swansea,80,England,2013-14,0.0,0.0,4.0,109.0,16.0,3.3688,18.0,25.0,2.0,6.7474,39.0,60.0,9.0,196.0,32.0,6.0,84.0,29.0,276.0,50.0,1615.0,14.0,3.0,44.0,31.0,16.0,28.0,3.0,2475.0,3.0,3.0,18.0,94.0,9.0,46.0,81.0,1152.0,43.0,39.0955,39.0,25.0,41.0,4.0,91.0,502.0,16.0,3.0,203.0,26.0,484.0,161.0,32.0,16.0,6.0,14.0,806.0,32.0,99.0,44.0,4.0,172.0,13.0,1589.0,35.0,20.0,466.0,33.0,26.0,331.0,28.0,32.0,31.0,187.0,298.0,2112.0,10.0,9.0,14.0,561.0,,3.115,80.0,58.0,,,4.0,,2.0,7.0,,,,5.0,,21.0,19.0,6.0,2.0,4.0,,9.0,1.0,1.0,,,,1.0,,,,,,,,,,5.0,9.0,9.0,0.5526,1.0,,,,
86989,José Cañas,Midfielder,Swansea,80,Spain,2013-14,0.0,0.0,5.0,77.0,,0.4061,4.0,,,,36.0,9.0,,114.0,23.0,,28.0,19.0,132.0,3.0,1436.0,4.0,4.0,,51.0,,,,1670.0,,4.0,24.0,82.0,7.0,35.0,55.0,1204.0,6.0,27.6321,3.0,25.0,29.0,,53.0,465.0,17.0,0.0,159.0,19.0,407.0,134.0,23.0,,15.0,2.0,539.0,22.0,3.0,16.0,,108.0,27.0,1409.0,9.0,4.0,168.0,21.0,3.0,393.0,12.0,50.0,,100.0,171.0,1659.0,3.0,6.0,4.0,765.0,2.0,0.3826,18.0,53.0,,,2.0,,4.0,3.0,,,,6.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76542,Ki Sung-Yueng,Midfielder,Swansea,80,South Korea,2013-14,0.0,0.0,3.0,82.0,3.0,0.0175,10.0,14.0,,,42.0,30.0,3.0,99.0,28.0,1.0,55.0,25.0,112.0,15.0,1215.0,,3.0,11.0,28.0,,4.0,,2198.0,,2.0,11.0,108.0,5.0,16.0,91.0,1001.0,40.0,0.9514,27.0,22.0,42.0,,71.0,430.0,27.0,0.0,190.0,7.0,253.0,125.0,28.0,,6.0,3.0,602.0,37.0,25.0,37.0,,162.0,17.0,1188.0,16.0,7.0,194.0,36.0,23.0,315.0,17.0,21.0,8.0,102.0,217.0,1504.0,3.0,5.0,,505.0,,,13.0,32.0,2.0,,8.0,,,2.0,,,,5.0,,6.0,6.0,3.0,3.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,1.0,1.0,1.0,
82055,Lee Lucas,Midfielder,Swansea,80,Wales,2013-14,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15114,Leon Britton,Midfielder,Swansea,80,England,2013-14,0.0,0.0,2.0,69.0,3.0,0.6136,2.0,1.0,,0.065,38.0,2.0,1.0,132.0,25.0,1.0,58.0,23.0,147.0,3.0,1522.0,2.0,2.0,,34.0,1.0,3.0,,2020.0,,2.0,23.0,88.0,5.0,27.0,77.0,1315.0,9.0,32.5432,8.0,17.0,32.0,,46.0,499.0,21.0,0.0,157.0,14.0,407.0,144.0,25.0,1.0,8.0,5.0,599.0,27.0,3.0,23.0,,123.0,11.0,1480.0,1.0,1.0,198.0,30.0,19.0,393.0,8.0,51.0,,60.0,223.0,1771.0,,6.0,2.0,779.0,1.0,0.0992,15.0,44.0,,,5.0,,3.0,1.0,,,,6.0,,15.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
21083,Nathan Dyer,Midfielder,Swansea,80,England,2013-14,0.0,0.0,1.0,162.0,11.0,1.5052,9.0,12.0,6.0,4.1981,32.0,26.0,,100.0,27.0,2.0,67.0,19.0,107.0,48.0,815.0,3.0,8.0,,38.0,3.0,11.0,3.0,1750.0,3.0,2.0,32.0,119.0,4.0,33.0,113.0,702.0,82.0,25.4199,24.0,8.0,30.0,6.0,130.0,116.0,43.0,1.0,281.0,16.0,166.0,105.0,27.0,3.0,9.0,65.0,510.0,26.0,48.0,99.0,6.0,243.0,6.0,811.0,14.0,21.0,306.0,23.0,39.0,254.0,10.0,11.0,,6.0,279.0,1231.0,8.0,10.0,3.0,209.0,1.0,2.4395,7.0,19.0,3.0,,2.0,,3.0,2.0,,,,,,3.0,2.0,6.0,3.0,3.0,1.0,,1.0,,,,,2.0,,,,,,,,,,4.0,,,,,,,,
