playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,successfulCornersIntoBox,shotsBlockedInBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,secondGoalAssists,expectedGoalsFreekick,overruns,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,homeGoals,penaltiesTaken,oboxTarget,headedGoals,iboxBlocked,penaltyGoals,goalKicks,lastPlayerTackle,gkSuccessfulDistribution,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,ownGoalScored
553747,Alexei Rojas,Goalkeeper,Arsenal,3,Colombia,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646243,Andre Harriman-Annous,Forward,Arsenal,3,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198869,Ben White,Defender,Arsenal,3,England,2025-26,0.0,0.0,0.0,31.0,3.0,0.682,1.0,1.0,0.3261,15.0,4.0,3.0,44.0,12.0,1.0,3.0,9.0,65.0,13.0,354.0,3.0,1.0,3.0,27.0,3.0,3.0,1.0,704.0,1.0,15.0,36.0,1.0,18.0,24.0,279.0,16.0,7.0,6.5128,7.0,1.0,25.0,6.0,16.0,27.0,6.0,0.0,67.0,14.0,142.0,28.0,12.0,6.0,1.0,175.0,5.0,13.0,3.0,40.0,12.0,350.0,3.0,2.0,100.0,9.0,3.0,4.0,132.0,5.0,9.0,10.0,53.0,546.0,58.0,5.0,1.0,11.0,117.0,4.0,0.4567,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616074,Brando Bailey-Joseph,Forward,Arsenal,3,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223340,Bukayo Saka,Forward,Arsenal,3,England,2025-26,0.0,0.0,2.0,160.0,21.0,7.1607,24.0,27.0,6.1259,41.0,47.0,3.0,155.0,31.0,5.0,13.0,25.0,180.0,46.0,773.0,14.0,7.0,6.0,52.0,8.0,40.0,16.0,2225.0,16.0,30.0,167.0,5.0,59.0,145.0,579.0,185.0,,13.2895,56.0,3.0,11.0,16.0,130.0,36.0,54.0,1.0,327.0,23.0,179.0,117.0,31.0,20.0,51.0,516.0,11.0,82.0,83.0,275.0,22.0,760.0,20.0,31.0,407.0,21.0,50.0,1.0,340.0,33.0,16.0,14.0,218.0,1382.0,12.0,10.0,7.0,16.0,117.0,22.0,7.5522,25.0,30.0,7.0,3.0,19.0,17.0,2.0,4.0,2.0,2.0,36.0,1.0,2.0,2.0,0.0611,8.0,65.0,4.0,3.0,4.0,1.0,4.0,1.0,17.0,1.0,,,,,,,,,,,,,,,,,
645551,Ceadach O’Neill,Forward,Arsenal,3,Northern Ireland,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128295,Christian Nørgaard,Midfielder,Arsenal,3,Denmark,2025-26,0.0,0.0,0.0,11.0,,0.0384,,1.0,0.1152,3.0,2.0,,6.0,7.0,,2.0,1.0,10.0,1.0,61.0,,,6.0,5.0,,,,101.0,,3.0,5.0,,5.0,3.0,51.0,1.0,3.0,1.7066,,,8.0,1.0,8.0,15.0,,0.0,16.0,3.0,21.0,4.0,7.0,1.0,,24.0,1.0,1.0,1.0,11.0,2.0,60.0,1.0,1.0,16.0,2.0,,1.0,11.0,3.0,1.0,,14.0,90.0,,1.0,,2.0,27.0,1.0,0.0823,4.0,2.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
500040,Cristhian Mosquera,Defender,Arsenal,3,Spain,2025-26,0.0,0.0,4.0,60.0,1.0,0.6286,,,,32.0,1.0,1.0,39.0,20.0,,,9.0,55.0,2.0,633.0,1.0,,11.0,48.0,2.0,1.0,,989.0,,28.0,60.0,1.0,11.0,40.0,567.0,9.0,11.0,9.9253,5.0,2.0,47.0,8.0,32.0,107.0,7.0,0.0,120.0,5.0,196.0,34.0,20.0,13.0,2.0,252.0,7.0,2.0,10.0,72.0,20.0,619.0,1.0,1.0,83.0,19.0,1.0,7.0,263.0,17.0,8.0,11.0,67.0,819.0,37.0,4.0,,11.0,327.0,7.0,0.096,16.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,,,,,,,,,,,,,
154561,David Raya,Goalkeeper,Arsenal,3,Spain,2025-26,0.0,0.0,1.0,1.0,,0.1161,,,,1.0,,1.0,7.0,37.0,,,37.0,384.0,1.0,1091.0,,,,11.0,19.0,,,3330.0,,1.0,25.0,6.0,1.0,15.0,511.0,,,24.8665,3.0,96.0,37.0,26.0,,190.0,14.0,0.0,26.0,1.0,733.0,305.0,37.0,,,160.0,20.0,1.0,,15.0,10.0,832.0,,,395.0,1.0,1.0,,168.0,,1.0,196.0,,1438.0,,,,260.0,547.0,,,377.0,39.0,,,,,,,,,,,,,,1.0,,,,,,,,,,130.0,,244.0,,33.0,15.0,2.0,10.0,60.0,5.0,6.0,1.0,70.0,11.0,44.0,,
204480,Declan Rice,Midfielder,Arsenal,3,England,2025-26,0.0,0.0,3.0,96.0,15.0,6.9558,13.0,13.0,4.4513,70.0,27.0,12.0,176.0,36.0,5.0,44.0,35.0,271.0,32.0,2136.0,1.0,8.0,1.0,74.0,13.0,47.0,3.0,3099.0,3.0,24.0,145.0,6.0,41.0,95.0,1777.0,56.0,21.0,23.0424,58.0,15.0,78.0,25.0,72.0,752.0,11.0,2.0,241.0,18.0,593.0,180.0,36.0,35.0,14.0,1109.0,19.0,131.0,32.0,167.0,50.0,2011.0,14.0,20.0,498.0,35.0,14.0,12.0,487.0,26.0,37.0,88.0,304.0,2769.0,28.0,6.0,8.0,55.0,803.0,22.0,3.1747,95.0,71.0,4.0,3.0,21.0,5.0,3.0,,5.0,5.0,66.0,,,1.0,0.2189,2.0,95.0,6.0,2.0,1.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,
