playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,ownGoalScored,successfulLaunches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,successfulCrossesOpenPlay,overruns,cornersTakenInclShortCorners,successfulCrossesAndCorners,throwInsToOppositionPlayer,clearancesOffTheLine,penaltiesConceded,redCards2ndYellow,otherGoals,setPiecesGoals
59966,Alexandre Lacazette,Forward,Arsenal,3,France,2020-21,160.0,102.0,5.0,29.0,14.6933,18.0,4.0,31.0,62.0,514.0,13.0,8.0,10.0,4.0,9.0,13.0,13.0,63.0,2.0,93.0,2.0,21.2892,20.0,1.0,54.0,5.0,59.0,31.0,8.0,3.0,14.0,3.0,45.0,3.0,481.0,11.0,213.0,10.0,3.0,131.0,37.0,11.0,150.0,850.0,1.0,143.0,1.0,7.0,22.0,1.0,2.4187,0.0,0.289,40.0,102.0,2.0,27.0,1.0,22.0,109.0,3.0,91.0,2.0,3.0,1928.0,1.0,121.0,31.0,394.0,100.0,13.0,21.0,97.0,136.0,281.0,19.0,3.0,97.0,3.0,3.0,8.0,1.0,262.0,19.0,2.0,1.0,190.0,28.0,0.0,9.0,22.0,1.0,12.0,3.0,15.0,4.0,1.0,19.0,11.6462,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80201,Bernd Leno,Goalkeeper,Arsenal,3,Germany,2020-21,2.0,1.0,,,,1.0,,35.0,1.0,997.0,,,,,,,,1.0,4.0,4.0,1.0,32.5426,,,4.0,0.0,269.0,35.0,,,,,1.0,,683.0,,235.0,,,305.0,2.0,111.0,,1326.0,,707.0,1.0,229.0,43.0,,0.0106,1.0,,,2.0,,,,35.0,231.0,,12.0,11.0,,3132.0,,15.0,1.0,655.0,1.0,23.0,37.0,1.0,212.0,17.0,1.0,,480.0,,,1.0,,59.0,33.0,,,5.0,11.0,1.0,,,,,,,,89.0,,,0.0,1.0,15.0,32.0,227.0,6.0,2.0,1.0,12.0,1.0,27.0,86.0,3.0,3.0,314.0,96.0,21.0,52.0,,,,,,,,,,,,,
223340,Bukayo Saka,Forward,Arsenal,3,England,2020-21,180.0,126.0,23.0,20.0,5.9634,25.0,2.0,32.0,65.0,978.0,5.0,15.0,2.0,5.0,2.0,12.0,12.0,43.0,4.0,135.0,2.0,26.6964,35.0,18.0,64.0,1.0,115.0,32.0,2.0,2.0,41.0,116.0,83.0,1.0,957.0,18.0,468.0,16.0,1.0,224.0,28.0,13.0,284.0,1653.0,3.0,238.0,2.0,28.0,53.0,3.0,4.9831,0.0,0.0684,38.0,150.0,3.0,20.0,1.0,30.0,178.0,69.0,56.0,3.0,3.0,2559.0,5.0,148.0,58.0,787.0,153.0,19.0,31.0,137.0,242.0,328.0,19.0,3.0,228.0,,3.0,9.0,,594.0,27.0,1.0,18.0,272.0,13.0,0.0,43.0,46.0,2.0,25.0,,11.0,5.0,17.0,17.0,6.9037,1.0,,,,,,,,,1.0,,,,,,,,,11.0,39.0,26.0,16.0,7.0,63.0,32.0,4.0,,,,,
101184,Calum Chambers,Defender,Arsenal,3,England,2020-21,40.0,26.0,2.0,,,7.0,2.0,10.0,10.0,479.0,,,,,2.0,,,18.0,1.0,13.0,,8.3658,9.0,2.0,2.0,0.0,42.0,10.0,,,6.0,27.0,10.0,,471.0,6.0,144.0,3.0,,185.0,7.0,13.0,86.0,699.0,,226.0,,21.0,27.0,,0.913,0.0,,6.0,56.0,2.0,,,8.0,77.0,27.0,38.0,2.0,,752.0,,33.0,9.0,389.0,18.0,36.0,10.0,22.0,23.0,73.0,4.0,,185.0,,,4.0,,182.0,9.0,,2.0,35.0,20.0,0.0,8.0,4.0,2.0,10.0,,1.0,,13.0,2.0,0.38,0.0,,,,,,,,,,3.0,,,,,,,,,,58.0,6.0,,,6.0,22.0,,,,,
58822,Cédric Soares,Defender,Arsenal,3,Portugal,2020-21,48.0,38.0,2.0,2.0,0.727,12.0,,10.0,21.0,365.0,,,,2.0,2.0,1.0,1.0,12.0,1.0,22.0,1.0,11.4206,5.0,,5.0,0.0,40.0,10.0,,,6.0,26.0,15.0,1.0,356.0,3.0,146.0,8.0,1.0,64.0,6.0,9.0,72.0,572.0,1.0,133.0,,29.0,27.0,1.0,0.6416,0.0,0.0539,5.0,57.0,1.0,,,8.0,86.0,23.0,19.0,2.0,1.0,745.0,,29.0,13.0,270.0,12.0,14.0,11.0,36.0,69.0,77.0,5.0,,160.0,,1.0,4.0,,154.0,10.0,,,58.0,7.0,0.0,3.0,5.0,1.0,8.0,,1.0,2.0,20.0,1.0,0.2697,1.0,,,,,,,,,,1.0,,,,,,,,,,62.0,4.0,,,8.0,7.0,,,,,
182539,Dani Ceballos,Midfielder,Arsenal,3,Spain,2020-21,93.0,54.0,4.0,2.0,0.1239,37.0,7.0,25.0,34.0,1272.0,,,,1.0,8.0,1.0,1.0,13.0,1.0,87.0,1.0,13.7443,24.0,3.0,24.0,0.0,136.0,25.0,,,12.0,20.0,27.0,1.0,1245.0,7.0,234.0,22.0,1.0,355.0,23.0,70.0,188.0,1565.0,1.0,481.0,,36.0,48.0,,2.0712,0.0,0.0462,9.0,127.0,3.0,7.0,,17.0,163.0,8.0,21.0,4.0,1.0,1615.0,,95.0,41.0,1039.0,26.0,14.0,17.0,80.0,391.0,188.0,17.0,,338.0,,1.0,15.0,,637.0,16.0,,3.0,167.0,8.0,0.0,8.0,26.0,6.0,35.0,,6.0,1.0,7.0,18.0,0.6353,4.0,,,,,,,,,,3.0,,,,,,,,4.0,10.0,8.0,5.0,,17.0,9.0,,1.0,,,,
41270,David Luiz,Defender,Arsenal,3,Brazil,2020-21,31.0,27.0,5.0,2.0,0.5681,12.0,3.0,20.0,14.0,998.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,14.0,1.0,20.0,,16.1689,2.0,3.0,5.0,0.0,64.0,20.0,,,1.0,9.0,3.0,3.0,966.0,8.0,184.0,9.0,3.0,343.0,15.0,71.0,36.0,1161.0,1.0,583.0,,90.0,56.0,,0.9827,1.0,0.1591,10.0,75.0,,,,17.0,165.0,9.0,49.0,3.0,,1396.0,,55.0,18.0,762.0,19.0,49.0,18.0,17.0,258.0,86.0,7.0,0.0,361.0,,,3.0,1.0,250.0,17.0,1.0,3.0,37.0,35.0,1.0,5.0,3.0,9.0,16.0,,3.0,2.0,29.0,6.0,0.9171,1.0,,,,,,,,,,7.0,,,,,,,,,,3.0,,,,,,,1.0,,,
205533,Eddie Nketiah,Forward,Arsenal,3,England,2020-21,37.0,22.0,4.0,5.0,1.7545,3.0,,17.0,9.0,91.0,2.0,,0.0,1.0,13.0,3.0,3.0,16.0,,21.0,,3.1925,7.0,3.0,11.0,1.0,12.0,17.0,2.0,,5.0,1.0,10.0,,81.0,3.0,41.0,1.0,,22.0,10.0,,38.0,173.0,,38.0,1.0,,1.0,,0.2223,0.0,,8.0,16.0,1.0,5.0,,4.0,16.0,1.0,23.0,,,414.0,,28.0,8.0,75.0,29.0,5.0,6.0,21.0,18.0,65.0,6.0,2.0,13.0,,,2.0,,38.0,6.0,,3.0,42.0,7.0,0.0,4.0,7.0,,,,4.0,1.0,,3.0,1.759,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,
209289,Emile Smith Rowe,Midfielder,Arsenal,3,England,2020-21,53.0,42.0,3.0,6.0,1.4254,14.0,1.0,20.0,22.0,726.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,10.0,1.0,44.0,2.0,12.124,23.0,2.0,20.0,1.0,79.0,20.0,,2.0,20.0,15.0,27.0,,720.0,4.0,164.0,7.0,,181.0,5.0,10.0,214.0,931.0,1.0,242.0,,7.0,24.0,,2.6101,0.0,,10.0,75.0,4.0,25.0,,18.0,82.0,13.0,14.0,2.0,1.0,1448.0,,48.0,34.0,634.0,46.0,9.0,10.0,43.0,187.0,101.0,14.0,1.0,144.0,,1.0,7.0,,404.0,9.0,,2.0,87.0,4.0,0.0,13.0,10.0,1.0,10.0,,11.0,1.0,3.0,3.0,1.7783,0.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,,,,,,
226597,Gabriel Magalhães,Defender,Arsenal,3,Brazil,2020-21,76.0,42.0,5.0,4.0,0.4974,25.0,1.0,23.0,25.0,1550.0,2.0,,1.0,1.0,1.0,2.0,2.0,41.0,4.0,56.0,1.0,20.4723,2.0,4.0,26.0,0.0,118.0,23.0,,,1.0,1.0,7.0,,1524.0,7.0,241.0,15.0,,379.0,23.0,51.0,68.0,1800.0,1.0,921.0,,101.0,100.0,,0.2368,1.0,,11.0,120.0,,,,22.0,221.0,1.0,98.0,6.0,,1997.0,,113.0,18.0,1278.0,28.0,73.0,24.0,35.0,559.0,189.0,8.0,1.0,544.0,,,10.0,1.0,409.0,20.0,1.0,4.0,91.0,57.0,0.0,5.0,5.0,19.0,26.0,,,1.0,42.0,9.0,1.3259,2.0,,,,,,,,,,5.0,,,,,,,,,,2.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,
