playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,blocks,totalFoulsConceded,interceptions,backwardPasses,substituteOff,foulAttemptedTackle,handballsConceded,expectedGoals,oboxBlocked,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,leftFootGoals,hitWoodwork,shotsBlockedOutsideBox,throughBalls,ownGoalScored,lastPlayerTackle,secondGoalAssists,redCards2ndYellow,headedGoals,expectedGoalsFreekick,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,otherGoals,setPiecesGoals,unsuccessfulLayoffs,foulWonPenalty,penaltiesTaken,penaltyGoals
223723,Takehiro Tomiyasu,Defender,Arsenal,3,Japan,2021-22,84.0,1.1432,48.0,0.0,,35.0,,128.0,21.0,22.0,20.0,174.0,921.0,,,88.0,7.0,,1682.0,40.0,105.0,2.0,31.0,57.0,711.0,,3.0,22.4269,9.0,55.0,20.0,44.0,108.0,,13.0,0.0,189.0,,389.0,89.0,21.0,,,18.0,400.0,18.0,101.0,48.0,0.0,,905.0,5.0,261.0,17.0,9.0,,,282.0,36.0,1357.0,128.0,33.0,360.0,,2.0,46.0,56.0,13.0,2.0,2.0,4.0,0.3459,9.0,1.0,1.0,18.0,,,,1.0,,13.0,,21.0,14.0,12.0,1.0,19.0,,,,6.0,18.0,18.0,1.0,7.0,3.0,16.0,24.0,142.0,4.0,6.0,,0.614,1.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,
92371,Pablo Marí,Defender,Fiorentina,125,Spain,2021-22,7.0,0.3385,6.0,0.0,,5.0,,6.0,2.0,3.0,2.0,13.0,92.0,,,8.0,,,180.0,3.0,11.0,,1.0,6.0,75.0,,,3.5049,1.0,10.0,4.0,4.0,30.0,,1.0,0.0,18.0,,30.0,10.0,2.0,,,2.0,36.0,4.0,10.0,5.0,0.0,,91.0,,15.0,3.0,,,,24.0,4.0,122.0,,4.0,43.0,,1.0,7.0,6.0,,,,,,1.0,,,,,,,,,,,3.0,,1.0,,1.0,,,,,,,,1.0,4.0,1.0,3.0,8.0,,1.0,,0.0724,,,,,,,,,,,,,,,,,,,,,,,,
450553,Alex Kirk,Defender,Sutton United,296,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449444,Mazeed Ogungbo,Defender,Barrow,573,Ireland,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232245,Zak Swanson,Defender,Portsmouth,47,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490887,Zach Awe,Defender,Southampton U21,12945,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167199,Thomas Partey,Midfielder,Arsenal,3,Ghana,2021-22,109.0,0.9007,60.0,0.0,,43.0,,131.0,24.0,39.0,23.0,174.0,1205.0,,,50.0,7.0,,2032.0,26.0,118.0,3.0,28.0,94.0,959.0,,3.0,27.1211,4.0,34.0,24.0,83.0,324.0,,17.0,1.0,227.0,,351.0,153.0,24.0,,,14.0,542.0,21.0,177.0,24.0,0.0,,1183.0,6.0,243.0,29.0,35.0,,,368.0,72.0,1527.0,1.0,10.0,489.0,,5.0,43.0,48.0,,14.0,10.0,2.0,1.4609,30.0,1.0,9.0,3.0,2.0,,0.0,1.0,6.0,,,23.0,1.0,16.0,3.0,18.0,2.0,6.0,,8.0,3.0,25.0,3.0,20.0,4.0,33.0,23.0,162.0,6.0,21.0,,2.8817,11.0,,2.0,2.0,,2.0,11.0,9.0,,,,,1.0,0.0717,,2.0,2.0,,1.0,,,,,
184029,Martin Ødegaard,Midfielder,Arsenal,3,Norway,2021-22,158.0,5.3916,82.0,0.0,,49.0,,191.0,36.0,43.0,32.0,217.0,1559.0,,,38.0,7.0,,2791.0,23.0,108.0,6.0,48.0,93.0,1299.0,,5.0,37.0255,1.0,10.0,39.0,135.0,270.0,,20.0,1.0,266.0,,403.0,162.0,36.0,,,28.0,878.0,33.0,228.0,15.0,0.0,,1471.0,18.0,376.0,21.0,25.0,,,540.0,43.0,1970.0,8.0,9.0,482.0,,4.0,26.0,48.0,5.0,20.0,21.0,3.0,3.9275,33.0,4.0,25.0,14.0,7.0,3.0,4.0,4.0,10.0,18.0,2.0,65.0,,73.0,8.0,17.0,3.0,10.0,1.0,21.0,41.0,69.0,8.0,12.0,1.0,27.0,11.0,346.0,12.0,22.0,,4.913,12.0,31.0,4.0,4.0,5.0,2.0,12.0,19.0,,,1.0,,1.0,0.708,11.0,12.0,12.0,17.0,,1.0,2.0,,,
209289,Emile Smith Rowe,Midfielder,Fulham,54,England,2021-22,85.0,2.2595,43.0,0.0,,14.0,,88.0,33.0,23.0,21.0,97.0,767.0,,,25.0,3.0,,1920.0,18.0,74.0,4.0,34.0,67.0,657.0,,2.0,28.8709,,10.0,28.0,67.0,229.0,,21.0,1.0,159.0,,164.0,105.0,33.0,,,7.0,475.0,24.0,134.0,7.0,0.0,,756.0,14.0,229.0,7.0,32.0,,,150.0,13.0,1093.0,7.0,2.0,200.0,,1.0,9.0,33.0,1.0,9.0,23.0,1.0,5.056,31.0,2.0,26.0,21.0,10.0,2.0,5.0,12.0,4.0,5.0,,66.0,,28.0,7.0,17.0,5.0,4.0,7.0,21.0,40.0,46.0,7.0,8.0,1.0,5.0,15.0,224.0,11.0,3.0,,5.9882,2.0,25.0,9.0,9.0,3.0,,2.0,4.0,,,,,,,4.0,,,18.0,,,1.0,,,
154043,Ainsley Maitland-Niles,Midfielder,Lyon,143,England,2021-22,18.0,0.4975,6.0,0.0,,8.0,,23.0,8.0,4.0,2.0,31.0,135.0,,,6.0,1.0,,264.0,3.0,18.0,1.0,2.0,15.0,100.0,,,5.0469,,3.0,4.0,15.0,45.0,,3.0,0.0,36.0,,50.0,23.0,8.0,,,4.0,55.0,3.0,30.0,3.0,0.0,,133.0,1.0,45.0,4.0,4.0,,,20.0,4.0,183.0,1.0,5.0,50.0,,0.0,8.0,11.0,1.0,1.0,,,,1.0,,,1.0,,,,6.0,,1.0,,,,3.0,,2.0,,,,4.0,1.0,9.0,,1.0,,4.0,4.0,20.0,1.0,4.0,,0.0683,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
437742,Albert Sambi Lokonga,Midfielder,Arsenal,3,Belgium,2021-22,43.0,1.1123,26.0,0.0,,22.0,,71.0,19.0,11.0,12.0,95.0,818.0,,,36.0,5.0,,1133.0,20.0,55.0,1.0,8.0,39.0,688.0,,1.0,12.4301,1.0,11.0,12.0,23.0,261.0,,15.0,0.0,98.0,,210.0,72.0,19.0,,,4.0,412.0,11.0,62.0,16.0,0.0,,793.0,4.0,119.0,18.0,3.0,,,235.0,35.0,960.0,3.0,5.0,312.0,,5.0,24.0,32.0,1.0,4.0,8.0,,0.7585,16.0,,3.0,1.0,,,,7.0,7.0,1.0,,5.0,,18.0,,5.0,,7.0,,1.0,1.0,9.0,,8.0,7.0,12.0,13.0,112.0,3.0,5.0,,0.5958,4.0,,1.0,1.0,,,4.0,6.0,,,,,,,,,,,,,,,,
153256,Mohamed Elneny,Midfielder,Arsenal,3,Egypt,2021-22,20.0,0.2957,22.0,0.0,,16.0,,27.0,14.0,8.0,8.0,37.0,565.0,,,12.0,,,801.0,6.0,27.0,2.0,12.0,21.0,510.0,,2.0,16.5454,2.0,11.0,17.0,14.0,183.0,,5.0,0.0,47.0,,130.0,51.0,14.0,,,8.0,296.0,15.0,35.0,6.0,0.0,,549.0,2.0,45.0,8.0,,,,187.0,18.0,646.0,,3.0,232.0,,1.0,10.0,15.0,,3.0,2.0,,0.5344,5.0,2.0,1.0,,,,,6.0,2.0,,,3.0,,7.0,,6.0,,2.0,,1.0,,4.0,,3.0,1.0,5.0,14.0,65.0,,3.0,,0.1592,3.0,,,,,,3.0,1.0,,,,,,,,,,,,,,,,
84450,Granit Xhaka,Midfielder,Sunderland,56,Switzerland,2021-22,110.0,2.2345,58.0,1.0,,32.0,,163.0,27.0,24.0,27.0,203.0,1543.0,,,56.0,5.0,,2331.0,29.0,97.0,4.0,35.0,70.0,1287.0,,4.0,32.2546,1.0,28.0,35.0,81.0,554.0,,19.0,0.0,207.0,,509.0,146.0,27.0,,,14.0,822.0,31.0,151.0,27.0,1.0,,1494.0,10.0,275.0,18.0,19.0,,,244.0,53.0,1862.0,18.0,13.0,527.0,,10.0,40.0,56.0,9.0,11.0,5.0,,1.3365,16.0,2.0,19.0,16.0,1.0,2.0,0.0,,4.0,9.0,1.0,38.0,3.0,30.0,6.0,15.0,1.0,4.0,,7.0,16.0,30.0,6.0,11.0,6.0,29.0,21.0,236.0,3.0,14.0,3.0,1.6325,5.0,,,,1.0,,5.0,8.0,,,,,,0.0332,,1.0,1.0,,,,,,,
439482,Miguel Azeez,Midfielder,Arsenal U21,14633,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498046,Salah-Eddine Oulad M'hand,Midfielder,Arsenal,3,Netherlands,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493928,Marcelo Flores,Midfielder,Arsenal U21,14633,Mexico,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503301,Omari Hutchinson,Forward,Nottingham Forest,17,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450544,Charlie Patino,Midfielder,Arsenal U21,14633,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195735,Nicolas Pépé,Forward,Villarreal,449,Cote d’Ivoire,2021-22,87.0,1.0387,32.0,0.0,,8.0,,49.0,20.0,15.0,5.0,52.0,319.0,,,49.0,2.0,,681.0,31.0,48.0,,13.0,30.0,264.0,,,8.9678,,2.0,9.0,56.0,19.0,,3.0,0.0,135.0,,56.0,43.0,20.0,,,3.0,212.0,9.0,86.0,18.0,0.0,,312.0,15.0,163.0,5.0,19.0,,,140.0,3.0,549.0,5.0,2.0,66.0,,0.0,3.0,15.0,3.0,5.0,9.0,4.0,2.5178,18.0,2.0,7.0,8.0,1.0,4.0,0.0,15.0,1.0,11.0,,59.0,,10.0,4.0,8.0,1.0,1.0,,25.0,26.0,43.0,4.0,9.0,1.0,8.0,8.0,104.0,,4.0,1.0,2.8289,1.0,31.0,7.0,7.0,1.0,2.0,1.0,1.0,,,,,,0.1871,8.0,3.0,3.0,18.0,,,1.0,,,
223340,Bukayo Saka,Forward,Arsenal,3,England,2021-22,207.0,6.8507,95.0,0.0,,40.0,,194.0,38.0,49.0,36.0,218.0,1062.0,,,66.0,5.0,,2991.0,43.0,165.0,5.0,74.0,142.0,828.0,,4.0,39.197,3.0,21.0,39.0,164.0,109.0,,59.0,5.0,372.0,,228.0,141.0,38.0,,,19.0,671.0,34.0,306.0,23.0,0.0,,1045.0,26.0,502.0,21.0,43.0,,,417.0,16.0,1782.0,20.0,16.0,202.0,,6.0,24.0,43.0,10.0,39.0,31.0,7.0,8.2559,58.0,7.0,28.0,41.0,11.0,17.0,6.0,2.0,7.0,29.0,,221.0,1.0,61.0,30.0,26.0,5.0,7.0,1.0,59.0,81.0,107.0,30.0,27.0,2.0,39.0,22.0,308.0,20.0,17.0,7.0,10.7707,9.0,59.0,13.0,13.0,10.0,1.0,9.0,4.0,,,1.0,,,,19.0,,,35.0,,,5.0,2.0,2.0,2.0
59966,Alexandre Lacazette,Forward,NEOM,15209,France,2021-22,136.0,1.835,80.0,0.0,,27.0,,98.0,30.0,40.0,20.0,105.0,444.0,,,69.0,2.0,,1789.0,48.0,96.0,2.0,24.0,75.0,331.0,,3.0,22.8657,,5.0,17.0,88.0,130.0,,29.0,1.0,232.0,,97.0,52.0,30.0,,,17.0,237.0,15.0,163.0,21.0,0.0,,435.0,9.0,200.0,10.0,19.0,,,105.0,8.0,723.0,1.0,2.0,105.0,,0.0,7.0,16.0,3.0,11.0,15.0,2.0,5.069,35.0,7.0,34.0,4.0,4.0,6.0,1.0,10.0,3.0,3.0,,117.0,,22.0,7.0,11.0,3.0,3.0,4.0,14.0,4.0,43.0,7.0,20.0,1.0,32.0,5.0,112.0,14.0,16.0,,9.0211,4.0,,8.0,8.0,,,4.0,5.0,,,,,,0.2633,,1.0,1.0,,,,3.0,4.0,3.0,2.0
444145,Gabriel Martinelli,Forward,Arsenal,3,Brazil,2021-22,153.0,3.4012,65.0,1.0,,27.0,,99.0,29.0,25.0,21.0,107.0,526.0,,,63.0,2.0,,1866.0,45.0,110.0,1.0,49.0,92.0,405.0,,5.0,25.3508,2.0,12.0,25.0,108.0,204.0,,20.0,3.0,263.0,,86.0,86.0,29.0,,,8.0,336.0,24.0,200.0,18.0,0.0,,522.0,23.0,299.0,19.0,45.0,,,73.0,14.0,1000.0,8.0,6.0,95.0,,1.0,8.0,25.0,8.0,12.0,16.0,1.0,5.4676,40.0,6.0,8.0,37.0,6.0,10.0,3.0,8.0,2.0,12.0,,128.0,,28.0,11.0,25.0,3.0,2.0,6.0,34.0,62.0,68.0,11.0,24.0,1.0,24.0,20.0,163.0,11.0,12.0,2.0,7.5107,1.0,30.0,8.0,8.0,,3.0,1.0,5.0,,,,1.0,,,4.0,,,25.0,,,1.0,,1.0,1.0
205533,Eddie Nketiah,Forward,Crystal Palace,31,England,2021-22,79.0,0.756,31.0,0.0,,9.0,,45.0,21.0,16.0,8.0,50.0,224.0,,,42.0,,,824.0,34.0,45.0,3.0,16.0,37.0,173.0,,2.0,15.0705,,5.0,18.0,45.0,78.0,,14.0,3.0,124.0,,38.0,27.0,21.0,,,5.0,125.0,15.0,82.0,8.0,0.0,,223.0,14.0,112.0,4.0,14.0,,,39.0,1.0,398.0,1.0,4.0,49.0,,3.0,5.0,17.0,,4.0,13.0,4.0,2.6453,25.0,1.0,8.0,4.0,5.0,5.0,2.0,13.0,4.0,,,65.0,,12.0,3.0,7.0,3.0,4.0,2.0,16.0,4.0,27.0,3.0,12.0,2.0,17.0,4.0,69.0,4.0,6.0,1.0,4.2029,1.0,,4.0,4.0,2.0,4.0,1.0,1.0,,,,,1.0,,,,,,,,2.0,,,
