season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385552,4,13,Leicester_City,Away,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,False,1.0,,2.0,18.0,17.0,34.0,,3.0,5.0,,,,1.0,,,,2.0,4.0,,,0.0856721,0.0,0.0,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,,21.0,,6.8,,,,1.0,,10.0,,4.0,,34.0,19.0,43.0,0,,62.0,3.0,1.0,,
2022-23,10385552,4,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,13,Leicester_City,Away,887581,225902,Boubakary Soumaré,boubakary-soumare,M,False,,,5.0,16.0,20.0,36.0,,,6.0,,,,,,,1.0,3.0,2.0,,,0.00887876,0.0,0.0,1.0,,,,,,,,,55.0,,,,,,,,,4.0,,6.6,,,,,1.0,,,6.0,,17.0,21.0,38.0,0,2.0,42.0,,,,1.0
2022-23,10385552,4,13,Leicester_City,Away,991584,244619,Luke Thomas,luke-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385573,5,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,8.0,18.0,62.0,80.0,,4.0,9.0,,,,,,,,1.0,6.0,,,0.00700338,0.0,0.0,1.0,,,,,,7.0,,,90.0,,1.0,,,,,,,13.0,,7.7,,,,1.0,,,,14.0,,27.0,66.0,93.0,0,2.0,108.0,,,,
2022-23,10385573,5,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385573,5,13,Leicester_City,Home,135647,106837,Dennis Praet,dennis-praet,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385573,5,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,3.0,4.0,7.0,3.0,4.0,3.0,,,,,,,,5.0,5.0,,,0.00788403,0.0,0.0,2.0,,,,,,,,,87.0,,,,,,,,,11.0,,6.6,,,,,,1.0,,1.0,,10.0,5.0,14.0,0,,22.0,3.0,1.0,,
2022-23,10385573,5,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,False,,1.0,7.0,2.0,44.0,46.0,,,10.0,,,,1.0,,,,1.0,,,,0.00131939,0.0,0.0,,,,0.1689,,,,,,90.0,,,,,,,,,9.0,,6.7,,1.0,,1.0,,,1.0,16.0,,10.0,45.0,55.0,0,,64.0,,,,
2022-23,10385573,5,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385573,5,13,Leicester_City,Home,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,1.0,25.0,28.0,53.0,,,5.0,,,,1.0,,,1.0,4.0,4.0,,,0.0261976,0.0,0.0,2.0,,,,,,1.0,2.0,,76.0,,,,,,,,,13.0,,7.0,,,,1.0,1.0,,,5.0,,35.0,30.0,65.0,0,3.0,73.0,,,1.0,1.0
2022-23,10385573,5,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385573,5,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,,,2.0,22.0,13.0,35.0,,1.0,7.0,,,1.0,1.0,,,3.0,6.0,6.0,,,0.030308,0.2031,0.4789,,,,,,,1.0,2.0,,90.0,1.0,,,,,,,,19.0,,6.8,,,1.0,,2.0,3.0,,3.0,,33.0,15.0,45.0,3,2.0,66.0,1.0,3.0,,1.0
2022-23,10385573,5,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,3.0,1.0,4.0,1.0,,,,,,,,,,1.0,,,,0.0031274,0.036,0.0,,,,,,,,,,14.0,,,,,,,,,,,6.6,,,1.0,1.0,,,,,,3.0,1.0,4.0,1,,6.0,,,,
2022-23,10385573,5,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385573,5,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,1.0,13.0,68.0,81.0,,1.0,13.0,,,,,,,,,4.0,,,0.0047606,0.0,0.0,,,,,,,3.0,,,90.0,,,,,,,,,10.0,,7.3,,,,5.0,,,,3.0,,19.0,71.0,90.0,0,2.0,105.0,1.0,1.0,,2.0
2022-23,10385573,5,13,Leicester_City,Home,796986,207270,Daniel Iversen,daniel-iversen,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385573,5,13,Leicester_City,Home,827681,220627,James Justin,james-justin,D,False,,,2.0,18.0,24.0,42.0,5.0,3.0,7.0,,,,,,,,6.0,7.0,,,0.0128919,0.1849,0.0,1.0,,,,,,3.0,,,90.0,,1.0,,,,,,,17.0,,7.2,,,1.0,4.0,,2.0,,5.0,,29.0,28.0,55.0,1,1.0,80.0,2.0,3.0,,1.0
2022-23,10385573,5,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,16.0,3.0,19.0,3.0,,3.0,,1.0,,2.0,,,3.0,12.0,2.0,,,0.0726655,0.2395,0.0,,,,,,,1.0,,,90.0,,,,,,,,,18.0,,5.6,,,2.0,,5.0,2.0,,,,21.0,6.0,25.0,2,,48.0,3.0,1.0,1.0,
2022-23,10385573,5,13,Leicester_City,Home,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,False,1.0,,2.0,20.0,16.0,35.0,1.0,,9.0,1.0,,2.0,,,,,2.0,9.0,,,0.157661,0.0686,0.114,1.0,,,,,,1.0,2.0,,90.0,1.0,,,,,,,,18.0,,7.7,,,,,2.0,3.0,,5.0,,31.0,20.0,48.0,3,4.0,70.0,3.0,3.0,2.0,2.0
2022-23,10385573,5,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,,,,0.0236546,0.0,0.0,,,,,,,,1.0,,8.0,,,,,,,,,,,6.6,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2022-23,10385573,5,13,Leicester_City,Home,887581,225902,Boubakary Soumaré,boubakary-soumare,M,False,,,2.0,17.0,23.0,40.0,1.0,3.0,7.0,,,,2.0,,,2.0,5.0,10.0,,,0.0161795,0.0,0.0,,,,,,,,,,90.0,,,,,,,,,10.0,,6.9,,,,,,,,2.0,,23.0,25.0,48.0,0,5.0,59.0,,2.0,,4.0
2022-23,10385573,5,13,Leicester_City,Home,991584,244619,Luke Thomas,luke-thomas,D,False,,,1.0,20.0,23.0,43.0,1.0,2.0,6.0,,,,1.0,,,,2.0,6.0,,,0.00670007,0.0,0.0,,,,,,,,,,90.0,,,,,,,,,12.0,,6.9,,,,3.0,1.0,2.0,,4.0,,28.0,25.0,51.0,0,2.0,79.0,,1.0,1.0,2.0
2022-23,10385573,5,13,Leicester_City,Home,994562,232620,Lewis Brunt,lewis-brunt,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385576,6,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,17.0,39.0,56.0,1.0,1.0,4.0,,,,1.0,,,,2.0,2.0,,,0.00519463,0.0,0.0,,,,,,,3.0,,,90.0,,1.0,,,,,,,8.0,,6.3,,,,4.0,,,,8.0,,23.0,41.0,64.0,0,1.0,74.0,,,,1.0
2022-23,10385576,6,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385576,6,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385576,6,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385576,6,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,,,18.0,,,,,,,,,4.0,,6.5,,,,2.0,,,,,1.0,2.0,,2.0,0,,8.0,2.0,,,
2022-23,10385576,6,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,False,,1.0,2.0,2.0,19.0,21.0,,,11.0,,,,,,,,,,,1.0,0.00018321,0.0,0.0,,,,-1.2378,,,,,,90.0,,,,,1.0,,,,13.0,1.0,6.7,5.0,7.0,,3.0,,,1.0,12.0,,11.0,22.0,33.0,0,,54.0,,,,
2022-23,10385576,6,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,True,,,2.0,6.0,8.0,14.0,,1.0,2.0,,,,,,,,1.0,1.0,,,0.00146867,0.0,0.0,1.0,,,,,,1.0,,,18.0,,,,,,,,,3.0,,6.5,,,,1.0,,,,3.0,,8.0,9.0,17.0,0,,19.0,,,,
2022-23,10385576,6,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,3.0,3.0,6.0,,2.0,1.0,,,,3.0,,,,3.0,4.0,,,0.00147894,0.0,0.0,,,,,,,,,,45.0,,,,,,,,,3.0,,6.3,,,,2.0,1.0,1.0,,,1.0,4.0,4.0,7.0,0,1.0,16.0,1.0,,1.0,
2022-23,10385576,6,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,1.0,,2.0,12.0,17.0,28.0,,2.0,3.0,1.0,,,,,,1.0,2.0,5.0,,,0.230437,0.0,0.0,1.0,1.0,,,,,1.0,3.0,,72.0,,,,,,,,,6.0,,7.4,,,,1.0,1.0,1.0,,4.0,,14.0,20.0,33.0,0,1.0,41.0,,1.0,1.0,1.0
2022-23,10385576,6,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385576,6,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,,,,15.0,19.0,34.0,1.0,1.0,1.0,,,,2.0,,,2.0,7.0,6.0,,,0.00957223,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,,13.0,,6.1,,,,1.0,1.0,1.0,,3.0,1.0,22.0,21.0,42.0,0,3.0,57.0,,2.0,,2.0
2022-23,10385576,6,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,False,,,1.0,6.0,6.0,12.0,1.0,,1.0,,,1.0,,,,3.0,5.0,,,,0.00620055,0.9174,0.6141,,,1.0,,,,,,,72.0,1.0,1.0,,,,,,,10.0,,6.9,,,,,1.0,,,2.0,,7.0,7.0,14.0,2,,27.0,3.0,,,
2022-23,10385576,6,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,,11.0,51.0,62.0,,,8.0,,,,2.0,,,1.0,4.0,3.0,,,0.00502679,0.0,0.0,1.0,,,,,,1.0,,,90.0,,2.0,,1.0,,,,,11.0,,5.9,,,,6.0,,,,6.0,,18.0,53.0,71.0,0,2.0,88.0,1.0,1.0,,2.0
2022-23,10385576,6,13,Leicester_City,Away,796986,207270,Daniel Iversen,daniel-iversen,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385576,6,13,Leicester_City,Away,827681,220627,James Justin,james-justin,D,False,1.0,,1.0,10.0,18.0,27.0,1.0,2.0,1.0,,,,,,,1.0,6.0,3.0,,,0.0320289,0.0,0.0,2.0,,,,,,,1.0,,90.0,,,,,,,,,16.0,,5.7,,,,2.0,2.0,3.0,,4.0,,17.0,22.0,36.0,0,1.0,60.0,1.0,,,1.0
2022-23,10385576,6,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,1.0,4.0,5.0,1.0,1.0,1.0,,,,,,,2.0,4.0,1.0,,,0.00656022,0.0835,0.1134,1.0,,,,,,,,,45.0,1.0,,,,,,,,5.0,,6.3,,,,,,,,,,3.0,4.0,7.0,1,,15.0,1.0,,,
2022-23,10385576,6,13,Leicester_City,Away,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,6.0,4.0,10.0,,,2.0,,,,,,,1.0,1.0,1.0,,,0.00333733,0.0,0.0,,,,,,,,,,18.0,,,,,,,,,6.0,,6.2,,,,,1.0,1.0,,,,9.0,5.0,13.0,0,,17.0,1.0,,1.0,
2022-23,10385576,6,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,False,,,,3.0,10.0,13.0,4.0,1.0,,1.0,,,,,,,4.0,5.0,,,0.299906,0.4474,0.7547,,1.0,1.0,,,,1.0,1.0,,90.0,2.0,1.0,,,,,,,7.0,,8.5,,,1.0,,1.0,,,,,6.0,11.0,17.0,3,2.0,29.0,3.0,1.0,1.0,
2022-23,10385576,6,13,Leicester_City,Away,887581,225902,Boubakary Soumaré,boubakary-soumare,M,False,,,2.0,12.0,16.0,28.0,,,3.0,,,,1.0,,,1.0,2.0,2.0,,,0.00647859,0.0,0.0,,,,,,,2.0,,,72.0,,,,,,,,,3.0,,6.4,,,,3.0,1.0,,,2.0,,13.0,16.0,29.0,0,1.0,40.0,1.0,,1.0,
2022-23,10385576,6,13,Leicester_City,Away,991584,244619,Luke Thomas,luke-thomas,D,False,,,3.0,12.0,32.0,44.0,1.0,,6.0,,,,2.0,,,1.0,5.0,3.0,,,0.0951488,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,1.0,,,,,,9.0,,5.3,,,,2.0,1.0,,,4.0,,16.0,35.0,51.0,0,1.0,65.0,1.0,1.0,1.0,1.0
2022-23,11077466,7,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,1.0,10.0,13.0,23.0,,,4.0,,,,1.0,,,,2.0,5.0,,,0.0312554,0.0,0.0,,,,,,,2.0,,,90.0,,1.0,,,,,,,14.0,,7.0,,,,,2.0,,,2.0,,15.0,18.0,33.0,0,2.0,51.0,2.0,2.0,1.0,2.0
2022-23,11077466,7,13,Leicester_City,Home,135647,106837,Dennis Praet,dennis-praet,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077466,7,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,,,,4.0,2.0,,,0.00038183,0.0315,0.0,1.0,,,,,,,,,76.0,,,,,,,,,6.0,,6.5,,,1.0,1.0,1.0,,,1.0,,5.0,2.0,7.0,1,1.0,13.0,1.0,,,1.0
2022-23,11077466,7,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077466,7,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,True,,,,1.0,,1.0,,,,,,,,,,,,,,,0.00028796,0.0,0.0,,,,,,,,,,12.0,,,,,,,,,4.0,,6.2,,,,,,1.0,,2.0,,5.0,,4.0,0,,6.0,,,,
2022-23,11077466,7,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077466,7,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,1.0,7.0,16.0,23.0,1.0,2.0,7.0,,,,3.0,,,,4.0,6.0,,,0.00633407,0.0,0.0,,,,,,,4.0,,,90.0,,,,,,,,,8.0,,6.5,,,,1.0,1.0,1.0,,1.0,1.0,10.0,19.0,28.0,0,1.0,45.0,1.0,2.0,1.0,1.0
2022-23,11077466,7,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,3.0,,2.0,9.0,3.0,9.0,,,2.0,1.0,,,,,,1.0,2.0,3.0,,,0.100722,0.0382,0.2248,1.0,,,,,,1.0,3.0,,85.0,1.0,,,,,,,,13.0,,7.4,,,,,,7.0,,4.0,,16.0,6.0,15.0,1,2.0,30.0,2.0,1.0,,2.0
2022-23,11077466,7,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077466,7,13,Leicester_City,Home,361696,218218,Wout Faes,wout-faes,D,False,,,5.0,8.0,34.0,42.0,,,7.0,1.0,,,,,,,1.0,,,,0.00262604,0.0,0.0,1.0,1.0,,,,,2.0,2.0,,90.0,,2.0,,,,,,,3.0,,7.2,,,,2.0,,,,8.0,,11.0,34.0,45.0,0,,52.0,,,,
2022-23,11077466,7,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,,5.0,17.0,22.0,1.0,1.0,8.0,,,,2.0,,,,5.0,7.0,1.0,,0.00251923,0.0253,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,,7.0,,6.2,,,1.0,1.0,1.0,1.0,,,,9.0,19.0,27.0,1,4.0,39.0,,2.0,,2.0
2022-23,11077466,7,13,Leicester_City,Home,796986,207270,Daniel Iversen,daniel-iversen,G,False,,,1.0,1.0,9.0,10.0,,,10.0,,,,,,1.0,,,,,,0.00040702,0.0,0.0,,,,-0.5176,1.0,,,,,90.0,,,,,,,,,12.0,,6.3,2.0,3.0,,,,,,13.0,,13.0,9.0,22.0,0,,31.0,,,,
2022-23,11077466,7,13,Leicester_City,Home,808680,194190,Harry Souttar,harry-souttar,D,False,,,,6.0,25.0,31.0,1.0,2.0,2.0,,1.0,1.0,,,,,1.0,3.0,,,0.00154917,0.2193,0.0,,,,,,1.0,3.0,,,90.0,,,,,,,,,8.0,,6.6,,,1.0,5.0,,,,4.0,,10.0,29.0,39.0,2,1.0,51.0,,,,1.0
2022-23,11077466,7,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,8.0,4.0,12.0,3.0,,1.0,,,,2.0,,,,8.0,4.0,,,0.0363244,0.1194,0.9252,2.0,,1.0,,,,,,,90.0,3.0,,,,,,,,10.0,,7.4,,,,,2.0,4.0,,1.0,1.0,14.0,7.0,17.0,3,1.0,33.0,,2.0,1.0,
2022-23,11077466,7,13,Leicester_City,Home,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,False,,,3.0,11.0,7.0,18.0,,,2.0,,,,2.0,,,1.0,6.0,6.0,,,0.0136293,0.0,0.0,3.0,,,,,,1.0,1.0,,70.0,,,,,,,,,6.0,,6.3,,,,,,,,3.0,,11.0,9.0,20.0,0,4.0,35.0,2.0,2.0,,2.0
2022-23,11077466,7,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,1.0,,1.0,3.0,,,,,,,,,,4.0,1.0,,,0.00118448,0.0386,0.0,1.0,,,,,,1.0,,,14.0,,,,,,,,,1.0,,6.7,,,1.0,,,,,,,1.0,,1.0,1,,7.0,1.0,1.0,,
2022-23,11077466,7,13,Leicester_City,Home,887581,225902,Boubakary Soumaré,boubakary-soumare,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077466,7,13,Leicester_City,Home,980327,225295,Tetê,tete,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077466,7,13,Leicester_City,Home,991584,244619,Luke Thomas,luke-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077466,7,13,Leicester_City,Home,1092409,481510,Victor Kristiansen,victor-kristiansen,D,False,,,1.0,5.0,16.0,21.0,,,2.0,,,,,,,,1.0,5.0,,,0.00285872,0.0,0.0,,,,,,,,,,90.0,,2.0,,,,,,,14.0,,6.7,,,,,1.0,2.0,,5.0,,14.0,20.0,32.0,0,3.0,46.0,,2.0,,2.0
2022-23,10385641,8,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,7.0,44.0,35.0,79.0,2.0,,8.0,,,,1.0,,,,3.0,2.0,,,0.0164251,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,,6.0,,6.1,,,,3.0,,,,10.0,,48.0,37.0,85.0,0,2.0,95.0,,,,
2022-23,10385641,8,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385641,8,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385641,8,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,True,,,,1.0,3.0,4.0,,,1.0,,,,,,,,,,,,0.00040873,0.0,0.0,,,,,,,,,,16.0,,,,,,,,,,,6.4,,,,,,,,,,1.0,3.0,4.0,0,,4.0,,,,
2022-23,10385641,8,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,False,,1.0,5.0,4.0,12.0,16.0,,1.0,5.0,,,,,,,,,1.0,,,0.00052812,0.0,0.0,,,,-2.1333,,,,,,90.0,,,,,,,,,7.0,,5.8,4.0,5.0,,,,,1.0,12.0,,7.0,16.0,23.0,0,,34.0,,1.0,,
2022-23,10385641,8,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385641,8,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,1.0,,,28.0,9.0,36.0,,2.0,2.0,,,,1.0,,,,2.0,4.0,,,0.0538779,0.0,0.0,1.0,1.0,,,,,2.0,1.0,,90.0,,,,,,,,,10.0,,6.1,,,,,,3.0,,,,34.0,12.0,43.0,0,2.0,57.0,1.0,,,2.0
2022-23,10385641,8,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,9.0,54.0,21.0,75.0,,,9.0,,,1.0,1.0,,,1.0,3.0,4.0,,,0.0835634,0.823,1.0628,1.0,,1.0,,,,1.0,,,90.0,2.0,,,,,,,,12.0,,7.4,,,,,1.0,2.0,,9.0,,61.0,22.0,81.0,3,3.0,100.0,3.0,,1.0,2.0
2022-23,10385641,8,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385641,8,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,1.0,,4.0,40.0,4.0,43.0,1.0,,4.0,,1.0,3.0,2.0,,,,3.0,7.0,,,0.567847,0.3574,0.8329,,,1.0,,,,1.0,4.0,,90.0,3.0,,,,,,,,13.0,,7.7,,,1.0,,,4.0,,6.0,,52.0,4.0,52.0,7,4.0,74.0,1.0,3.0,,3.0
2022-23,10385641,8,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,12.0,,12.0,,,,,,,,,,,,,,,0.010327,0.0,0.0,,,,,,,,2.0,,16.0,,,,,,,,,4.0,,6.6,,,,,,,,1.0,,15.0,,15.0,0,,16.0,1.0,,,
2022-23,10385641,8,13,Leicester_City,Away,361696,218218,Wout Faes,wout-faes,D,False,,,2.0,39.0,38.0,77.0,1.0,2.0,4.0,,,,2.0,,,1.0,5.0,3.0,,,0.0119584,0.0,0.0,1.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,10.0,,6.0,,,,2.0,,,,3.0,,45.0,41.0,86.0,0,1.0,97.0,,,,1.0
2022-23,10385641,8,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,2.0,27.0,15.0,42.0,2.0,1.0,9.0,,,,1.0,,,1.0,7.0,1.0,1.0,,0.0204789,0.06,0.0,3.0,,,,,,1.0,,,85.0,,1.0,,,,,,,8.0,,5.6,,,2.0,,,,,3.0,,34.0,15.0,49.0,2,,57.0,,,,
2022-23,10385641,8,13,Leicester_City,Away,796986,207270,Daniel Iversen,daniel-iversen,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385641,8,13,Leicester_City,Away,827681,220627,James Justin,james-justin,D,False,1.0,,6.0,45.0,26.0,70.0,3.0,1.0,6.0,,,,1.0,,,1.0,8.0,8.0,,,0.0561544,0.0,0.0,,,,,,,,1.0,,90.0,,,,,,,,1.0,13.0,,6.2,,,,4.0,5.0,1.0,,6.0,,51.0,27.0,77.0,0,1.0,105.0,2.0,4.0,2.0,1.0
2022-23,10385641,8,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,22.0,5.0,27.0,3.0,,6.0,,,,,,,3.0,7.0,2.0,,,0.0760688,0.2274,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,,12.0,,6.3,,,3.0,,1.0,1.0,,,,26.0,6.0,31.0,3,1.0,49.0,4.0,,1.0,1.0
