season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,22100,41727,Ryan Bennett,ryan-bennett,D,False,,,1.0,4.0,6.0,10.0,2.0,2.0,2.0,,,,2.0,,,4.0,3.0,,,,,,,,4.0,,,90.0,,,,,,,,7.0,,7.0,,,1.0,,3.0,,,,4.0,,8.0,8.0,16.0,1,1.0,33.0,1.0,,,1.0
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,98449,94147,Conor Coady,conor-coady,D,False,,,3.0,4.0,11.0,15.0,,2.0,4.0,,,,,,,1.0,3.0,,,1.0,,,,,,,,90.0,,,,,,,,7.0,,6.9,,,,,5.0,,,,7.0,,8.0,14.0,22.0,0,1.0,29.0,,,,
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,139310,90585,Willy Boly,willy-boly,D,False,,,3.0,8.0,15.0,23.0,,4.0,8.0,,,,1.0,,1.0,3.0,8.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,9.0,,7.6,,,,,8.0,2.0,,,4.0,,14.0,16.0,30.0,0,2.0,51.0,1.0,,2.0,1.0
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,False,,,,8.0,8.0,16.0,3.0,2.0,4.0,,,,,,,8.0,4.0,,,4.0,,,,,,,,90.0,,,,,,,,19.0,,6.3,,,,,1.0,1.0,,,3.0,,13.0,13.0,26.0,0,1.0,55.0,3.0,1.0,,1.0
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,187729,107613,Romain Saïss,romain-saiss,D,True,,,1.0,,5.0,5.0,,2.0,1.0,,,,,,,,3.0,,,,,,,,,,,9.0,,,,,,,,4.0,,6.7,,,,,1.0,,,,2.0,,1.0,6.0,7.0,0,1.0,11.0,,,,
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,235648,114128,Jonny Otto,jonny-otto,D,False,,,,13.0,4.0,17.0,2.0,,3.0,,,,2.0,,3.0,10.0,3.0,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,19.0,,6.0,,,,,4.0,2.0,1.0,,1.0,,17.0,9.0,25.0,0,3.0,58.0,4.0,,,2.0
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,846441,216054,Rúben Vinagre,ruben-vinagre,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243418,2,39,Wolverhampton_Wanderers,Home,22100,41727,Ryan Bennett,ryan-bennett,D,False,,,,9.0,16.0,25.0,1.0,2.0,6.0,,,,1.0,,,3.0,2.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,7.0,,6.4,,,,,5.0,,1.0,,3.0,,13.0,19.0,31.0,0,,39.0,,,,
2019-20,8243418,2,39,Wolverhampton_Wanderers,Home,98449,94147,Conor Coady,conor-coady,D,False,,,5.0,6.0,12.0,18.0,,,10.0,,,,,,,2.0,4.0,,,2.0,,,,,1.0,,1.0,90.0,,1.0,,1.0,,,,14.0,,6.6,,,,,4.0,,,,13.0,,16.0,15.0,31.0,0,4.0,43.0,,,,2.0
2019-20,8243418,2,39,Wolverhampton_Wanderers,Home,139310,90585,Willy Boly,willy-boly,D,False,,,5.0,5.0,20.0,25.0,1.0,2.0,5.0,,,,1.0,,,3.0,6.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,7.0,,6.8,,,,,2.0,,,,7.0,,8.0,23.0,31.0,0,4.0,44.0,1.0,,,1.0
