season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,9.0,21.0,30.0,2.0,,3.0,,,1.0,1.0,,,,6.0,6.0,,,0.00785834,0.0112,,3.0,0.0,,,,,,1.0,,90.0,,,,1.0,,,9.0,,6.1,,,,,3.0,2.0,2.0,,5.0,,15.0,23.0,36.0,1,2.0,58.0,1.0,2.0,2.0,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,2.0,5.0,41.0,46.0,1.0,2.0,1.0,,,,,,,,3.0,5.0,,,0.00494472,,,1.0,0.0,,,,,1.0,,,77.0,,,,,,,3.0,,6.7,,,,,5.0,1.0,,,3.0,,6.0,42.0,48.0,0,3.0,60.0,,,,2.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,22.0,15.0,37.0,,1.0,7.0,,,,1.0,,,,2.0,4.0,,,0.0196857,0.3782,0.9459,,0.0,1.0,,,,2.0,2.0,,90.0,1.0,,,,,,8.0,,7.5,,,,,3.0,1.0,2.0,,,,26.0,17.0,41.0,1,1.0,65.0,,2.0,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,4.0,15.0,36.0,51.0,1.0,,3.0,,,,,,,,1.0,1.0,,,0.00656743,,,,0.0,,,,,,,,90.0,,,,,,,3.0,,6.6,,,,,4.0,,,,4.0,,15.0,39.0,54.0,0,1.0,60.0,,,,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1083020,517179,Alfie Pond,alfie-pond,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,5.0,27.0,21.0,48.0,,2.0,4.0,,,,,,,,2.0,3.0,,,0.0184606,0.0493,0.0493,1.0,0.0,,,,,,,,90.0,1.0,,,,,,10.0,,6.1,,,,,5.0,1.0,,,11.0,,31.0,26.0,57.0,1,1.0,65.0,,,,1.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,2.0,38.0,14.0,52.0,,3.0,5.0,,,,,,,1.0,4.0,4.0,,,0.122409,0.0354,,1.0,1.0,,,,,,1.0,,90.0,,,,,,,12.0,,6.5,,,1.0,,2.0,2.0,1.0,,4.0,,45.0,15.0,59.0,1,,77.0,1.0,1.0,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,2.0,,,24.0,18.0,40.0,3.0,3.0,9.0,,,,,,,1.0,9.0,5.0,,1.0,0.218722,0.0564,0.0586,2.0,1.0,1.0,,,,2.0,4.0,,90.0,1.0,,,,,,18.0,,7.5,,,,,1.0,4.0,5.0,,1.0,,34.0,20.0,49.0,1,1.0,72.0,1.0,,1.0,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,2.0,15.0,34.0,49.0,2.0,4.0,3.0,,,,,,,1.0,4.0,6.0,,,0.00703188,0.011,,1.0,0.0,,,,,,,,90.0,,2.0,,,,,15.0,,6.3,,,1.0,,4.0,,1.0,,6.0,,23.0,40.0,62.0,1,2.0,74.0,,,,2.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,2.0,17.0,19.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,,,0.00068598,,,,0.0,,,,,2.0,,,90.0,,,,,,,1.0,,6.7,,,,,9.0,,,,3.0,,3.0,17.0,20.0,0,1.0,33.0,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,1.0,,1.0,5.0,8.0,12.0,,,5.0,1.0,1.0,,1.0,,,,3.0,2.0,,,0.0915387,0.3937,0.3757,1.0,1.0,,,,,,1.0,,90.0,1.0,,,,,,8.0,,7.0,,,,,2.0,1.0,1.0,,6.0,,7.0,12.0,18.0,1,2.0,37.0,1.0,,,2.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,1.0,4.0,10.0,14.0,2.0,3.0,2.0,,,,1.0,,,,3.0,4.0,,,0.00078207,,,,0.0,,,,,,,,90.0,,2.0,,,,,6.0,,6.6,,,,,6.0,,,,5.0,,6.0,14.0,20.0,0,1.0,29.0,,,,1.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,7.0,7.0,14.0,,1.0,4.0,,,,2.0,,,,3.0,7.0,,,0.00248708,,,,0.0,,,,,,1.0,,90.0,,2.0,,,,,11.0,,6.8,,,,,3.0,2.0,1.0,,3.0,1.0,13.0,10.0,22.0,0,5.0,38.0,1.0,,1.0,2.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,1.0,3.0,11.0,14.0,,2.0,1.0,,,,,,,1.0,2.0,6.0,,,0.00051887,,,1.0,0.0,,,,,,,,90.0,,,,,,,9.0,,6.4,,,,,6.0,,,,4.0,,5.0,15.0,20.0,0,3.0,39.0,,1.0,,1.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1597270,641221,Pedro Lima,lima-pedro,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,3.0,13.0,51.0,64.0,1.0,4.0,3.0,,,1.0,1.0,,,,2.0,6.0,,,0.00481107,0.3386,,,0.0,,,,,2.0,,,90.0,,3.0,,,,,5.0,,7.4,,,1.0,,5.0,,,,7.0,,18.0,51.0,69.0,2,2.0,84.0,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,10.0,11.0,21.0,1.0,3.0,3.0,,,,2.0,,,,5.0,10.0,,,0.00803556,0.0412,0.0325,,0.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,10.0,,7.3,,,,,12.0,3.0,,,2.0,,15.0,13.0,28.0,1,6.0,60.0,1.0,,1.0,3.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,5.0,14.0,29.0,43.0,2.0,3.0,1.0,,,,1.0,,,,5.0,5.0,,,0.0108872,0.2089,0.4474,2.0,0.0,,,,,3.0,,,90.0,1.0,3.0,,,,,8.0,,7.3,,,,,3.0,,,,6.0,,16.0,35.0,51.0,1,1.0,64.0,,1.0,,1.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,19.0,26.0,45.0,1.0,,2.0,,,,,,,1.0,6.0,6.0,,,0.0142303,0.056,0.1782,1.0,0.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,11.0,,7.3,,,,,1.0,7.0,2.0,,1.0,,23.0,28.0,49.0,1,2.0,71.0,1.0,,4.0,1.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,1.0,10.0,20.0,30.0,,,5.0,,,,1.0,,,,3.0,5.0,,,0.00320095,,,2.0,0.0,,,,,1.0,,,45.0,,,,,,,8.0,,6.6,,,,,3.0,,,,7.0,,14.0,24.0,38.0,0,3.0,48.0,,2.0,,2.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,1597270,641221,Pedro Lima,lima-pedro,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,4.0,7.0,38.0,45.0,4.0,3.0,5.0,,,,1.0,,,,5.0,7.0,,,0.00968885,,,,0.0,,,,,,,,90.0,,2.0,,,,,9.0,,7.0,,,,,4.0,,,,5.0,,11.0,41.0,52.0,0,4.0,67.0,1.0,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,1.0,,2.0,19.0,25.0,43.0,1.0,1.0,1.0,,,,1.0,,,1.0,3.0,4.0,,1.0,0.0391235,,,,0.0,,,,,1.0,,,90.0,,1.0,,,,,17.0,,6.6,,,,,3.0,2.0,3.0,,5.0,,28.0,30.0,55.0,0,1.0,79.0,2.0,,2.0,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,3.0,12.0,30.0,42.0,1.0,,4.0,,,,,,,1.0,5.0,3.0,,,0.00481784,,,2.0,0.0,,,,,,,,90.0,,2.0,,,,,10.0,,6.5,,,,,1.0,1.0,,,6.0,,15.0,34.0,49.0,0,3.0,62.0,,,,1.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,3.0,14.0,19.0,33.0,1.0,,1.0,,,,2.0,,,1.0,7.0,1.0,,,0.016587,0.0722,,1.0,0.0,,,,,4.0,,,90.0,,,,,,,16.0,,6.6,,,2.0,,2.0,3.0,2.0,,8.0,,22.0,23.0,43.0,2,,70.0,1.0,,1.0,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,2.0,11.0,18.0,29.0,2.0,3.0,1.0,,,,1.0,,,,3.0,7.0,,,0.00286561,,,,0.0,,,,,2.0,,,63.0,,,,,,,13.0,,7.1,,,,,2.0,2.0,,,5.0,,13.0,24.0,37.0,0,2.0,55.0,3.0,,2.0,2.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,1083020,517179,Alfie Pond,alfie-pond,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,6.0,4.0,31.0,35.0,2.0,1.0,2.0,,,,,,,,2.0,4.0,,1.0,0.00221973,,,,0.0,,,,,,,,90.0,,2.0,,,,,3.0,,7.3,,,,,7.0,,,,8.0,,6.0,32.0,38.0,0,1.0,53.0,,2.0,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,5.0,14.0,19.0,1.0,2.0,3.0,,,,,,,1.0,3.0,5.0,,,0.0458486,,,1.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,5.0,,7.3,,,,,5.0,1.0,,,1.0,,7.0,15.0,22.0,0,1.0,40.0,1.0,1.0,1.0,1.0
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,,4.0,23.0,27.0,2.0,1.0,4.0,,,,,,,,2.0,3.0,,,0.00451142,,,1.0,0.0,,,,,,,,90.0,,1.0,,,,,4.0,,7.0,,,,,3.0,,,,1.0,,6.0,25.0,31.0,0,1.0,39.0,,1.0,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,1.0,7.0,14.0,21.0,3.0,,7.0,,,1.0,,,,3.0,9.0,9.0,,,0.0759317,0.0928,,2.0,0.0,,,,,,,,89.0,,,,,,,12.0,,7.0,,,,,1.0,5.0,,,2.0,,9.0,19.0,28.0,1,4.0,48.0,,1.0,4.0,2.0
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,1.0,10.0,22.0,32.0,,,6.0,,,,,,,1.0,2.0,4.0,,1.0,0.0303771,,,1.0,0.0,,,,,,1.0,,90.0,,,,,,,12.0,,7.1,,,,,6.0,1.0,,,4.0,1.0,15.0,24.0,39.0,0,3.0,60.0,2.0,,1.0,3.0
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,1083020,517179,Alfie Pond,alfie-pond,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
