season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,True,,,1.0,1.0,2.0,3.0,,1.0,2.0,,,,,,,,1.0,1.0,,,0.00058778,,,,0.0,,,,,,,,12.0,,,,,,,1.0,,6.5,,,,,1.0,1.0,,,1.0,,1.0,2.0,3.0,0,,5.0,,,,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,False,,,1.0,12.0,14.0,26.0,2.0,1.0,2.0,,,1.0,,,,,2.0,5.0,,,0.00771682,0.0783,,,0.0,,,,,1.0,,,90.0,,,,,,,11.0,,7.0,,,1.0,,3.0,1.0,,,1.0,,16.0,17.0,33.0,2,2.0,55.0,2.0,1.0,1.0,2.0
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,21.0,16.0,37.0,,,5.0,,,,1.0,,,1.0,6.0,6.0,,,0.0180591,0.0183,,2.0,0.0,,,,,1.0,,,84.0,,,,,,,9.0,,6.5,,,1.0,,1.0,2.0,,,1.0,,23.0,16.0,39.0,1,4.0,62.0,3.0,2.0,,3.0
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,2.0,12.0,39.0,51.0,,1.0,2.0,,,,,,,3.0,4.0,3.0,,,0.00694856,,,1.0,0.0,,,,,,,,90.0,,,,,,,10.0,,6.2,,,,,1.0,,,,4.0,1.0,13.0,44.0,57.0,0,2.0,66.0,1.0,,,1.0
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,1.0,,,13.0,27.0,39.0,2.0,3.0,3.0,,,,,,,,4.0,8.0,,,0.0176901,,,2.0,0.0,,,,,,1.0,,90.0,,2.0,,,,,8.0,,6.9,,,,,,,1.0,,5.0,,19.0,28.0,46.0,0,3.0,56.0,1.0,2.0,,2.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,True,,,1.0,3.0,6.0,9.0,,,1.0,,,,,,,,,,,,0.00067175,,,,0.0,,,,,2.0,,,22.0,,,,,,,,,6.5,,,,,,,,,1.0,,3.0,6.0,9.0,0,,11.0,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,False,,,1.0,9.0,17.0,26.0,,3.0,5.0,,,,1.0,,,,1.0,7.0,,,0.0569174,,,,0.0,,,,,1.0,1.0,,90.0,,,,,,,12.0,,6.3,,,,,4.0,,2.0,,3.0,,15.0,20.0,33.0,0,4.0,53.0,1.0,,,3.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,5.0,9.0,14.0,,,3.0,1.0,,,,,,,2.0,1.0,,,0.162065,0.0616,,2.0,1.0,,,,,,2.0,,68.0,,,,,,,3.0,,6.4,,,1.0,,,,2.0,,,,8.0,9.0,15.0,1,1.0,28.0,,,,1.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,,2.0,30.0,32.0,,1.0,1.0,1.0,,,,,,,,3.0,,,0.215114,,,,1.0,,,,,,1.0,1.0,90.0,,,,,,,6.0,,6.3,,,,,4.0,,,,1.0,1.0,3.0,34.0,37.0,0,1.0,47.0,,1.0,,1.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,,,,6.0,31.0,37.0,,1.0,14.0,,1.0,,3.0,,,,4.0,6.0,,,0.001291,0.2531,,1.0,0.0,,,,1.0,1.0,,,90.0,,2.0,,,,,12.0,,5.8,,,1.0,,3.0,,,,6.0,,12.0,36.0,48.0,1,2.0,62.0,1.0,3.0,,1.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,5.0,8.0,34.0,42.0,1.0,1.0,4.0,,,,,,,,2.0,4.0,,,0.0027674,,,1.0,0.0,,,,,,,1.0,90.0,,2.0,,,,,10.0,,7.3,,,,,7.0,,,,10.0,,16.0,36.0,52.0,0,2.0,65.0,,1.0,,1.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,4.0,4.0,,1.0,1.0,,,,,,,,,2.0,,,4.584e-05,,,,0.0,,,,,,,,15.0,,1.0,,,,,7.0,,6.8,,,,,,,,,,,3.0,4.0,7.0,0,1.0,15.0,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,1.0,10.0,12.0,22.0,1.0,3.0,4.0,,,,,,,,2.0,7.0,,,0.0388186,,,,0.0,,,,,,,,75.0,,,,,,,9.0,,6.8,,,,,4.0,1.0,,,2.0,,14.0,14.0,28.0,0,3.0,47.0,1.0,1.0,,2.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,1.0,10.0,5.0,15.0,2.0,,2.0,,2.0,,,,,2.0,7.0,3.0,,,0.0201705,0.3387,0.2244,2.0,0.0,,,,,,2.0,,60.0,2.0,,,,,,7.0,,6.4,,,,,,2.0,2.0,,1.0,,13.0,5.0,16.0,2,1.0,27.0,1.0,1.0,1.0,1.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,1.0,12.0,14.0,26.0,1.0,4.0,3.0,,,,,,,,4.0,7.0,,,0.01107,,,3.0,0.0,,,,,1.0,,,90.0,,,,,,,12.0,,6.7,,,,,5.0,2.0,,,2.0,,13.0,21.0,34.0,0,1.0,52.0,4.0,,2.0,1.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,,,4.0,11.0,23.0,34.0,3.0,4.0,3.0,,,,,,,,4.0,5.0,,,0.00362767,,,1.0,0.0,,,,,3.0,,,90.0,,3.0,,,,,5.0,,7.2,,,,,1.0,,,,6.0,,12.0,27.0,39.0,0,,49.0,,1.0,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,1.0,12.0,34.0,46.0,,1.0,1.0,,,,,,,,,1.0,,,0.0381861,,,,0.0,,,,,,1.0,,90.0,,2.0,,,,,12.0,,6.6,,,,,2.0,,,,9.0,1.0,22.0,36.0,58.0,0,,64.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,6.0,2.0,8.0,,,1.0,,,,,,,1.0,1.0,1.0,,,0.00792444,,,,0.0,,,,,,,,13.0,,,,,,,5.0,,6.4,,,,,,,,,1.0,,6.0,3.0,9.0,0,1.0,15.0,,,,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,10.0,8.0,18.0,2.0,,2.0,,,,5.0,,,,13.0,6.0,,,0.0940086,0.0146,0.0329,4.0,0.0,,,,,,1.0,,77.0,1.0,,,,,,6.0,,6.4,,,,,3.0,5.0,1.0,,,,12.0,8.0,19.0,1,3.0,40.0,1.0,,3.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,16.0,19.0,35.0,,,3.0,,,,,,,,2.0,6.0,,,0.0299501,,,2.0,0.0,,,,,1.0,,,86.0,,,,,,,8.0,,7.1,,,,,6.0,4.0,1.0,,1.0,,19.0,22.0,40.0,0,2.0,66.0,,,4.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,,,,12.0,34.0,46.0,1.0,1.0,4.0,,,1.0,2.0,,,,3.0,7.0,,,0.00377287,0.0964,,,0.0,,,,,3.0,,,90.0,,1.0,,,,,10.0,,7.2,,,,,5.0,,1.0,,2.0,,17.0,38.0,54.0,1,5.0,75.0,,1.0,,3.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,15.0,35.0,50.0,,2.0,3.0,,,,1.0,,,,2.0,6.0,,,0.00447678,0.0682,,1.0,0.0,,,,,2.0,1.0,,90.0,,,,,,,6.0,,6.7,,,1.0,,3.0,1.0,,,6.0,,19.0,37.0,56.0,1,2.0,67.0,,1.0,1.0,1.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,16.0,16.0,32.0,1.0,,5.0,,,,1.0,,,,5.0,2.0,,,0.00889207,,,2.0,0.0,,,,,1.0,,,90.0,,1.0,,,,,8.0,,6.1,,,,,2.0,2.0,,,4.0,,17.0,22.0,39.0,0,1.0,56.0,,,1.0,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,1.0,,4.0,4.0,,,,,,,,,,,2.0,,,,2.813e-05,,,2.0,0.0,,,,,,,,8.0,,,,,,,3.0,,5.9,,,,,1.0,,,,1.0,,2.0,5.0,7.0,0,,9.0,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,22.0,12.0,34.0,,,4.0,,,3.0,1.0,,,,3.0,3.0,,,0.0151401,0.1257,,2.0,0.0,,,,,,,,90.0,,,,,,,10.0,,6.3,,,,,2.0,2.0,1.0,,2.0,,26.0,15.0,40.0,3,1.0,59.0,1.0,,2.0,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,,,8.0,14.0,34.0,48.0,,2.0,,,,,,1.0,,1.0,3.0,3.0,,,0.00570001,,,2.0,0.0,,,,,3.0,1.0,,82.0,,2.0,,,,,5.0,,7.8,,,,,5.0,,,,10.0,1.0,15.0,35.0,50.0,0,1.0,64.0,2.0,,,1.0
