season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827864,1,38,Huddersfield_Town,Home,16807,38038,Ben Hamer,ben-hamer,G,False,,,17.0,14.0,7.0,21.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,1.0,,,19.0,,5.9,1.0,1.0,,,1.0,,,,35.0,,28.0,11.0,39.0,0,,46.0,,,,
2018-19,7827864,1,38,Huddersfield_Town,Home,26404,48760,Zanka,zanka,D,False,,,3.0,12.0,20.0,32.0,,1.0,5.0,1.0,,,3.0,,,,4.0,4.0,,,1.0,,,,,4.0,1.0,,90.0,,1.0,,,,,,7.0,,6.6,,,,,2.0,1.0,,,9.0,,18.0,21.0,39.0,0,2.0,49.0,,,1.0,2.0
2018-19,7827864,1,38,Huddersfield_Town,Home,37514,57513,Jonas Lössl,jonas-lossl,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827864,1,38,Huddersfield_Town,Home,38096,51344,Rajiv Van La Parra,rajiv-van-la-parra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827864,1,38,Huddersfield_Town,Home,38547,54284,Chris Löwe,chris-lowe,D,False,1.0,,2.0,10.0,6.0,15.0,2.0,2.0,,,,,3.0,,,,5.0,3.0,,,,,,,,,1.0,,71.0,,,,,,,,10.0,,6.3,,,,,1.0,,4.0,,4.0,1.0,19.0,6.0,21.0,0,1.0,35.0,,,,1.0
2018-19,7827864,1,38,Huddersfield_Town,Home,96905,85368,Christopher Schindler,christopher-schindler,D,False,,,4.0,10.0,16.0,26.0,5.0,2.0,6.0,,,,,,,,6.0,3.0,,,1.0,,,,,2.0,,,90.0,,4.0,,1.0,,,,3.0,,6.4,,,,,1.0,,,,7.0,,13.0,16.0,29.0,0,1.0,39.0,,,,1.0
2018-19,7827864,1,38,Huddersfield_Town,Home,101393,79619,Jonathan Hogg,jonathan-hogg,M,False,,,5.0,23.0,18.0,41.0,1.0,1.0,12.0,,,,4.0,,,,7.0,6.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,8.0,,6.6,,,,,,1.0,,,6.0,,29.0,18.0,47.0,0,2.0,61.0,2.0,2.0,1.0,2.0
2018-19,7827864,1,38,Huddersfield_Town,Home,104813,74471,Aaron Mooy,aaron-mooy,M,False,2.0,,3.0,26.0,16.0,40.0,1.0,1.0,11.0,,,,2.0,,,1.0,4.0,9.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,16.0,,7.3,,,,,,1.0,6.0,,5.0,,39.0,17.0,50.0,0,5.0,69.0,1.0,2.0,1.0,5.0
2018-19,7827864,1,38,Huddersfield_Town,Home,138837,109434,Terence Kongolo,terence-kongolo,D,False,1.0,,3.0,7.0,12.0,18.0,,,3.0,,,,,,,,2.0,3.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,8.0,,6.6,,,,,4.0,,1.0,,7.0,,10.0,15.0,24.0,0,3.0,41.0,,,,2.0
2018-19,7827864,1,38,Huddersfield_Town,Home,171235,147303,Laurent Depoitre,laurent-depoitre,F,True,,,,6.0,2.0,8.0,1.0,2.0,1.0,,,,,,,2.0,3.0,3.0,,,1.0,,,,,,1.0,,45.0,,,,,,,,10.0,,6.6,,,1.0,,,,,,,,11.0,3.0,14.0,1,,21.0,2.0,1.0,,
2018-19,7827864,1,38,Huddersfield_Town,Home,180009,106450,Alex Pritchard,alex-pritchard,M,False,1.0,,1.0,4.0,2.0,5.0,1.0,,1.0,,,,,,,2.0,6.0,2.0,,,1.0,,,,,,,,45.0,1.0,,,,,,,9.0,,6.6,,,,,1.0,3.0,2.0,,1.0,,8.0,2.0,8.0,1,1.0,20.0,1.0,,1.0,1.0
2018-19,7827864,1,38,Huddersfield_Town,Home,280565,192301,Jon Gorenc Stanković,jon-gorenc-stankovic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827864,1,38,Huddersfield_Town,Home,305314,104545,Tommy Smith,tommy-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827864,1,38,Huddersfield_Town,Home,345035,169141,Steve Mounié,steve-mounie,F,False,,,2.0,10.0,9.0,19.0,5.0,11.0,5.0,,1.0,,,,,,6.0,12.0,,,,,,,1.0,1.0,,,90.0,,,,,,,,19.0,,6.7,,,2.0,,1.0,2.0,,,2.0,1.0,21.0,10.0,31.0,2,,44.0,6.0,,1.0,
2018-19,7827864,1,38,Huddersfield_Town,Home,354860,172246,Florent Hadergjonaj,florent-hadergjonaj,M,False,1.0,,2.0,16.0,12.0,27.0,1.0,,11.0,,,,4.0,,,,6.0,3.0,,,,,,,,,1.0,,90.0,,,,,,,,20.0,,6.1,,,,,1.0,1.0,7.0,,7.0,,32.0,13.0,38.0,0,2.0,60.0,1.0,1.0,,1.0
2018-19,7827864,1,38,Huddersfield_Town,Home,548660,168991,Philip Billing,philip-billing,M,False,,,4.0,12.0,12.0,24.0,,2.0,6.0,,,1.0,1.0,,,1.0,3.0,10.0,,,,,,,1.0,2.0,,,90.0,,1.0,,,,,,13.0,,7.4,,,1.0,,1.0,2.0,2.0,,4.0,,16.0,13.0,27.0,2,6.0,54.0,2.0,2.0,1.0,5.0
2018-19,7827864,1,38,Huddersfield_Town,Home,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827864,1,38,Huddersfield_Town,Home,847180,233497,Adama Diakhaby,adama-diakhaby,M,True,,,,2.0,3.0,5.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,19.0,,,,,,,,3.0,,6.6,,,,,,,1.0,,,,3.0,3.0,5.0,0,2.0,11.0,1.0,,,1.0
2018-19,7827902,2,38,Huddersfield_Town,Away,16807,38038,Ben Hamer,ben-hamer,G,False,,,12.0,9.0,5.0,14.0,,,15.0,,,,,,,,,,2.0,,,,,1.0,,,,,90.0,,,,,,,,22.0,,5.4,7.0,9.0,,,1.0,,,,33.0,,28.0,7.0,35.0,0,,48.0,1.0,,,
2018-19,7827902,2,38,Huddersfield_Town,Away,37514,57513,Jonas Lössl,jonas-lossl,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827902,2,38,Huddersfield_Town,Away,38096,51344,Rajiv Van La Parra,rajiv-van-la-parra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827902,2,38,Huddersfield_Town,Away,38547,54284,Chris Löwe,chris-lowe,D,False,,,2.0,9.0,3.0,12.0,,1.0,5.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,90.0,,,,,,,,16.0,,5.7,,,,,6.0,,5.0,,4.0,,20.0,7.0,22.0,0,,39.0,1.0,1.0,,
2018-19,7827902,2,38,Huddersfield_Town,Away,40249,80755,Danny Williams,danny-williams,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827902,2,38,Huddersfield_Town,Away,96905,85368,Christopher Schindler,christopher-schindler,D,False,,,2.0,8.0,13.0,21.0,1.0,3.0,2.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,,1.0,,90.0,,3.0,,,,,,3.0,,6.2,,,,,5.0,,,,3.0,,11.0,13.0,24.0,0,2.0,35.0,,,,1.0
2018-19,7827902,2,38,Huddersfield_Town,Away,138837,109434,Terence Kongolo,terence-kongolo,D,False,,,4.0,5.0,11.0,16.0,2.0,,1.0,,,,2.0,,,,4.0,5.0,,,,,,,,1.0,,,90.0,,,1.0,,,,,3.0,,5.6,,,,,2.0,1.0,,,6.0,,6.0,13.0,19.0,0,3.0,33.0,,1.0,1.0,1.0
