season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385514,1,21,West_Ham_United,Home,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385514,1,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,1.0,1.0,1.0,1.0,2.0,,,4.0,,,,,,,,,,,5.067e-05,0.0,0.0,,,,,2.0,,,,,29.0,,,,,,,,,4.0,1.0,6.7,,,,,2.0,,,1.0,5.0,,5.0,1.0,6.0,0,,13.0,,,,
2022-23,10385514,1,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,8.0,5.0,14.0,19.0,,,1.0,,,,,,,1.0,,,,0.00056196,0.0,0.0,1.0,,,-0.3199,,,,,,61.0,,,,1.0,1.0,,,,8.0,,5.7,,,,,,,,,16.0,,9.0,18.0,27.0,0,,29.0,,,,
2022-23,10385528,2,21,West_Ham_United,Away,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385528,2,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,7.0,6.0,5.0,11.0,,,12.0,,,,,,,,,,,0.0012635,0.0,0.0,,,,1.8112,,,,,,90.0,,,,,,,,,13.0,,7.3,4.0,5.0,,,,,,,19.0,,18.0,5.0,23.0,0,,38.0,,,,
2022-23,10385528,2,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385538,3,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,1.0,6.0,5.0,16.0,21.0,,3.0,9.0,,,,,,,,3.0,,,0.00166538,0.0,0.0,,,,-0.5151,2.0,,,,,90.0,,,,,1.0,,,,6.0,1.0,6.3,,,,,1.0,,,1.0,11.0,,10.0,16.0,26.0,0,,37.0,,,,
2022-23,10385538,3,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385563,4,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,5.0,2.0,13.0,15.0,,,11.0,,,,,,,,,,,0.0002688,0.0,0.0,,,,0.176,,,,,,90.0,,,,,,,,,5.0,,7.4,1.0,3.0,,,,,,,10.0,,6.0,14.0,20.0,0,,33.0,,,,
2022-23,10385563,4,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385564,5,21,West_Ham_United,Home,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385564,5,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,7.0,4.0,6.0,10.0,,,8.0,,,,,,,,,,,0.00060575,0.0,0.0,,,,-0.7835,1.0,,,,,90.0,,,,,,,,,11.0,,6.8,,3.0,,,,,,,18.0,,15.0,6.0,21.0,0,,33.0,,,,
2022-23,10385564,5,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
