season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025038,1,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,21,West_Ham_United,Away,856640,467189,Mads Hermansen,mads-hermansen,G,False,,,10.0,9.0,12.0,21.0,,1.0,,6.0,,,,,,,,1.0,,,0.0119321,,,,0.0,,-1.3589,1.0,,,,,0.03,1.62,0.18,0.0,4.04,90.0,,,,,,,12.0,,1.0,6.1,2.0,2.0,,,,2.0,,,,22.0,,17.0,16.0,33.0,,,0,,42.0,,,,
2025-26,14025088,2,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025088,2,21,West_Ham_United,Home,856640,467189,Mads Hermansen,mads-hermansen,G,False,,,5.0,4.0,17.0,21.0,,,,7.0,,,,,,,,,1.0,,0.00243304,,,,0.0,,0.1386,1.0,,,,,,,,,,90.0,,,,,,,12.0,,,6.0,2.0,2.0,,,,2.0,,,,17.0,,13.0,20.0,33.0,,,0,,41.0,,,,
2025-26,14025109,3,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025109,3,21,West_Ham_United,Away,856640,467189,Mads Hermansen,mads-hermansen,G,False,,1.0,2.0,2.0,25.0,27.0,,,,11.0,,,,,,,,,,,0.00171048,,,,0.0,,0.2912,3.0,,,,,,,,,,90.0,,,,,,,12.0,,1.0,6.9,3.0,3.0,,,,1.0,,,1.0,14.0,,12.0,27.0,39.0,,,0,,56.0,,,,
2025-26,14025148,4,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025148,4,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025148,4,21,West_Ham_United,Home,856640,467189,Mads Hermansen,mads-hermansen,G,False,,,5.0,5.0,11.0,16.0,,2.0,,3.0,,,,,,,,2.0,,,0.00115736,,,,0.0,,-0.773,,,,,,,,,,,90.0,,,,,,,17.0,,2.0,6.0,2.0,2.0,,,,2.0,,,,22.0,,20.0,13.0,33.0,,,0,,39.0,,,,
2025-26,14025175,5,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,2.0,2.0,21.0,23.0,,,8.0,7.0,,,,,,,,,,,0.00037364,,,,0.0,,-0.6297,1.0,,,,,,,,,,90.0,,,,,,,12.0,,1.0,5.8,1.0,1.0,,,48.16529855524,2.0,,,,14.0,,14.0,21.0,35.0,24.15,,0,,47.0,,,,
2025-26,14025175,5,21,West_Ham_United,Home,856640,467189,Mads Hermansen,mads-hermansen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14311407,6,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,6.0,5.0,13.0,18.0,,,,9.0,,,,,,,,,,,0.00229351,,,,0.0,,-0.5865,,,1.0,,,,,,,,90.0,,,,,,,13.0,,1.0,6.4,4.0,5.0,,,,1.0,,,,19.0,,15.0,16.0,31.0,,,0,,45.0,,,,
2025-26,14311407,6,21,West_Ham_United,Away,856640,467189,Mads Hermansen,mads-hermansen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025214,7,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,4.0,3.0,9.0,12.0,,,,3.0,,,,,,,,,,,0.00316452,,,,0.0,,0.1969,1.0,,,,,,,,,,90.0,,,,,1.0,,13.0,,2.0,6.5,3.0,3.0,,,,2.0,,,,17.0,,14.0,11.0,25.0,,,0,,34.0,,,,
2025-26,14025214,7,21,West_Ham_United,Away,856640,467189,Mads Hermansen,mads-hermansen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14504827,8,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,6.0,4.0,9.0,13.0,,,2.0,12.0,,,,,,,,,,,0.00157846,,,,0.0,,-0.2501,2.0,,,,,,,,,,90.0,,,,,,,17.0,,,7.1,4.0,4.0,,,12.425377057291,,,,,22.0,,17.0,12.0,29.0,9.555,,0,,45.0,,,,
2025-26,14504827,8,21,West_Ham_United,Home,856640,467189,Mads Hermansen,mads-hermansen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
