playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,foulWonPenalty,goals,penaltiesTaken,rightFootGoals,penaltyGoals,handballsConceded,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throughBalls,oboxBlocked,cornersTakenInclShortCorners,unsuccessfulLayoffs,leftFootGoals,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,expectedGoalsFreekick,headedGoals,freekickTotal,attemptsFromSetPieces,setPiecesGoals,successfulCornersIntoBox,hitWoodwork,ownGoalScored,redCards2ndYellow,penaltiesConceded,penaltiesSaved,savesFromPenalty,drops
118335,Abdul Baba,Defender,Chelsea,8,Ghana,2015-16,65.0,5.0,0.5876,0.0,1.0,2.0,0.194,47.0,5.0,60.0,15.0,1.0,11.0,86.0,26.0,526.0,2.0,4.0,21.0,2.0,1.0,5.0,1.0,1016.0,1.0,13.0,67.0,3.0,26.0,59.0,422.0,17.0,14.8475,2.0,3.0,32.0,13.0,1.0,52.0,190.0,4.0,132.0,12.0,225.0,76.0,15.0,1.0,8.0,3.0,234.0,10.0,26.0,1.0,111.0,8.0,0.0,513.0,3.0,7.0,168.0,39.0,8.0,4.0,29.0,14.0,23.0,1.0,18.0,82.0,837.0,81.0,3.0,21.0,211.0,13.0,0.3605,1.0,26.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41135,Branislav Ivanovic,Defender,Chelsea,8,Serbia,2015-16,115.0,9.0,2.0019,0.0,11.0,7.0,1.5393,66.0,17.0,144.0,33.0,2.0,33.0,223.0,65.0,1301.0,1.0,,122.0,8.0,1.0,9.0,4.0,2918.0,4.0,41.0,178.0,9.0,39.0,97.0,1007.0,49.0,42.9395,11.0,12.0,87.0,44.0,4.0,74.0,140.0,22.0,293.0,21.0,523.0,169.0,33.0,1.0,16.0,5.0,513.0,35.0,65.0,4.0,171.0,81.0,0.0,1272.0,10.0,20.0,391.0,50.0,10.0,18.0,473.0,32.0,60.0,,71.0,165.0,1966.0,160.0,2.0,44.0,574.0,16.0,2.2302,5.0,79.0,67.0,1.0,,2.0,,,,,,,,,,,,,,,,,,7.0,,,,,7.0,0.1033,2.0,2.0,2.0,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2015-16,124.0,11.0,2.2732,0.0,2.0,5.0,1.6018,114.0,8.0,216.0,37.0,3.0,36.0,330.0,46.0,1798.0,1.0,1.0,85.0,8.0,,11.0,3.0,3202.0,3.0,39.0,182.0,11.0,79.0,136.0,1365.0,64.0,46.0953,18.0,16.0,102.0,50.0,1.0,85.0,459.0,18.0,306.0,45.0,840.0,210.0,37.0,,28.0,14.0,870.0,39.0,46.0,1.0,221.0,46.0,0.0,1765.0,3.0,13.0,529.0,86.0,6.0,16.0,271.0,39.0,86.0,,103.0,228.0,2699.0,277.0,3.0,65.0,609.0,20.0,1.2477,7.0,114.0,109.0,10.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,
194794,Fikayo Tomori,Defender,Chelsea,8,England,2015-16,1.0,,0.0085,0.0,,,,1.0,,1.0,1.0,,,2.0,,13.0,,1.0,1.0,,,,,30.0,,1.0,1.0,1.0,3.0,1.0,10.0,,0.2655,,,3.0,1.0,,,,,2.0,3.0,5.0,2.0,1.0,,1.0,,4.0,,,,1.0,,0.0,12.0,,,4.0,,,,4.0,,,,1.0,4.0,23.0,2.0,,1.0,7.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19419,Gary Cahill,Defender,Chelsea,8,England,2015-16,67.0,,0.8815,0.0,1.0,4.0,0.7222,22.0,12.0,75.0,23.0,1.0,21.0,127.0,,773.0,1.0,2.0,107.0,2.0,,,2.0,1955.0,2.0,38.0,113.0,8.0,13.0,44.0,617.0,,31.8509,2.0,6.0,114.0,38.0,1.0,29.0,145.0,21.0,180.0,7.0,321.0,85.0,23.0,,4.0,2.0,129.0,30.0,,1.0,73.0,69.0,0.0,751.0,8.0,2.0,173.0,18.0,3.0,34.0,256.0,17.0,36.0,2.0,29.0,51.0,1050.0,1.0,,34.0,517.0,4.0,0.9536,2.0,52.0,47.0,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,
180732,Jake Clarke-Salter,Defender,Chelsea,8,England,2015-16,1.0,,0.0004,0.0,,,,2.0,,,1.0,,,,,6.0,,1.0,1.0,,,,,16.0,,1.0,2.0,,,2.0,6.0,,,,,,,,,5.0,,3.0,,,,1.0,,2.0,,3.0,,,,2.0,,0.0,6.0,,,,,,,,,,,,1.0,8.0,,,,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,John Terry,Defender,Chelsea,8,England,2015-16,42.0,,0.2105,2.0,3.0,2.0,0.5539,21.0,7.0,66.0,24.0,,24.0,94.0,,924.0,2.0,,71.0,6.0,,,1.0,1989.0,1.0,22.0,77.0,7.0,10.0,28.0,798.0,,28.8657,2.0,6.0,88.0,34.0,3.0,20.0,273.0,5.0,119.0,7.0,350.0,90.0,24.0,,4.0,2.0,178.0,27.0,,3.0,48.0,49.0,1.0,917.0,5.0,4.0,118.0,17.0,2.0,19.0,238.0,10.0,38.0,,32.0,63.0,1135.0,2.0,3.0,18.0,652.0,5.0,1.313,2.0,28.0,30.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
103192,Kurt Zouma,Defender,Chelsea,8,France,2015-16,49.0,1.0,0.0627,0.0,3.0,2.0,0.4193,30.0,14.0,81.0,23.0,1.0,21.0,144.0,3.0,736.0,2.0,2.0,95.0,8.0,,1.0,1.0,1918.0,1.0,28.0,107.0,5.0,9.0,40.0,555.0,4.0,24.8065,,11.0,123.0,26.0,2.0,21.0,97.0,8.0,156.0,5.0,319.0,68.0,23.0,,8.0,3.0,124.0,21.0,3.0,2.0,61.0,67.0,0.0,720.0,12.0,,207.0,22.0,4.0,10.0,266.0,9.0,36.0,,37.0,54.0,1026.0,14.0,1.0,51.0,469.0,1.0,2.0315,0.0,63.0,56.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.1271,1.0,2.0,2.0,,,1.0,,,,,,
163793,Matt Miazga,Defender,Chelsea,8,United States,2015-16,10.0,,0.0051,0.0,,,,3.0,,7.0,2.0,,2.0,18.0,,90.0,1.0,,15.0,1.0,,,,135.0,,8.0,11.0,,1.0,4.0,69.0,,1.7445,,,9.0,1.0,,2.0,14.0,2.0,21.0,1.0,52.0,5.0,2.0,,,,19.0,1.0,,,6.0,7.0,0.0,89.0,,,20.0,3.0,,,22.0,1.0,2.0,,3.0,2.0,109.0,,1.0,4.0,53.0,,,1.0,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Chelsea,8,Netherlands,2015-16,73.0,5.0,,1.0,3.0,5.0,,79.0,13.0,107.0,24.0,,20.0,166.0,37.0,609.0,,4.0,59.0,7.0,,5.0,,1874.0,,25.0,135.0,3.0,48.0,101.0,413.0,86.0,,9.0,18.0,72.0,24.0,,48.0,160.0,12.0,208.0,26.0,315.0,80.0,24.0,,26.0,6.0,230.0,21.0,37.0,,149.0,34.0,1.0,602.0,8.0,8.0,339.0,53.0,10.0,8.0,46.0,28.0,76.0,1.0,30.0,88.0,1274.0,154.0,1.0,47.0,218.0,16.0,,4.0,59.0,67.0,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
159506,Ola Aina,Defender,Chelsea,8,Nigeria,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80935,Papy Djilobodji,Defender,Chelsea,8,Senegal,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
