playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,oboxBlocked,shotsBlockedOutsideBox,successfulCrossesOpenPlay,overruns,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,goals,offsides,awayGoals,shotsOnTargetOutsideBox,successfulCrossesAndCorners,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,unsuccessfulDribbles,headedGoals,substituteOff,hitWoodwork,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesConceded,penaltyGoalsConceded,unsuccessfulCornersIntoBox,handballsConceded,secondGoalAssists,lastPlayerTackle,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throwInsToOppositionPlayer,penaltiesTaken,penaltyGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,punches
15903,David Stockdale,Goalkeeper,Fulham,54,England,2012-13,,0.0036,0.0,,,,,,1.0,2.0,2.0,26.0,,55.0,,,,,180.0,,,1.0,1.0,1.0,16.0,,2.7693,,6.0,2.0,3.0,,,3.0,1.0,0.0,1.0,48.0,17.0,2.0,,9.0,2.0,,,,1.0,,0.0,31.0,,,26.0,,,,4.0,,,,13.0,,81.0,,16.0,20.0,,0.0,25.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,14.0,1.0,8.0,1.0,2.0,2.0,16.0,8.0,1.0,6.0,,,,,,,
8595,Dimitar Berbatov,Forward,Fulham,54,Bulgaria,2012-13,247.0,3.6143,0.0,16.0,35.0,14.3252,32.0,65.0,305.0,33.0,32.0,325.0,20.0,1463.0,1.0,155.0,5.0,33.0,2847.0,33.0,79.0,185.0,10.0,109.0,1095.0,139.0,57.5837,44.0,1.0,44.0,49.0,21.0,168.0,348.0,45.0,6.0,432.0,429.0,124.0,33.0,3.0,845.0,39.0,20.0,108.0,21.0,277.0,76.0,0.0,1457.0,30.0,16.0,532.0,29.0,32.0,2.0,369.0,51.0,34.0,,43.0,317.0,2001.0,8.0,2.0,303.0,11.4119,1.0,20.0,40.0,10.0,10.0,10.0,7.0,6.0,3.0,52.0,,15.0,36.0,7.0,10.0,10.0,8.0,10.0,12.0,,35.0,3.0,5.0,2.0,,4.0,,3.0,,2.0,,,,,4.0,2.0,0.204,,,,,,,,,,,,,1.0,4.0,4.0,,,,
56861,Emmanuel Frimpong,Midfielder,Fulham,54,Ghana,2012-13,22.0,0.2702,0.0,1.0,,,11.0,1.0,13.0,6.0,2.0,15.0,,119.0,4.0,3.0,,,220.0,,2.0,15.0,,14.0,94.0,,4.3685,,,9.0,2.0,,20.0,39.0,3.0,0.0,37.0,33.0,16.0,6.0,4.0,54.0,2.0,,7.0,,34.0,1.0,0.0,115.0,1.0,,25.0,7.0,,4.0,31.0,8.0,4.0,,10.0,16.0,174.0,,2.0,50.0,0.0432,1.0,2.0,6.0,1.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56069,Eyong Enoh,Midfielder,Fulham,54,Cameroon,2012-13,59.0,0.0999,0.0,,1.0,0.0426,24.0,3.0,33.0,9.0,8.0,39.0,,345.0,1.0,8.0,1.0,,693.0,,3.0,41.0,1.0,36.0,288.0,1.0,15.6372,4.0,2.0,10.0,13.0,,56.0,126.0,11.0,0.0,100.0,63.0,49.0,9.0,5.0,132.0,12.0,,15.0,,92.0,5.0,0.0,340.0,2.0,,60.0,19.0,1.0,3.0,102.0,20.0,20.0,,18.0,54.0,451.0,1.0,3.0,174.0,0.0732,3.0,6.0,16.0,,,,,,,15.0,,,,,2.0,,,2.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6994,Giorgos Karagounis,Midfielder,Fulham,54,Greece,2012-13,76.0,1.3498,0.0,8.0,4.0,1.1316,47.0,13.0,70.0,25.0,20.0,97.0,18.0,995.0,5.0,5.0,,,1556.0,,1.0,125.0,4.0,121.0,796.0,9.0,32.4123,15.0,4.0,14.0,27.0,1.0,75.0,336.0,56.0,0.0,201.0,184.0,129.0,25.0,10.0,452.0,23.0,41.0,31.0,1.0,196.0,4.0,0.0,947.0,9.0,5.0,184.0,37.0,18.0,2.0,289.0,20.0,31.0,,102.0,186.0,1319.0,6.0,11.0,454.0,0.7124,3.0,27.0,23.0,13.0,13.0,1.0,5.0,1.0,,16.0,,1.0,,0.0,6.0,8.0,1.0,6.0,1.0,,5.0,,14.0,,30.0,1.0,1.0,3.0,21.0,2.0,,,,6.0,3.0,2.0,0.1,,,,,,,,,,,,,,,,,,,
37334,Hugo Rodallega,Forward,Fulham,54,Colombia,2012-13,115.0,1.4799,0.0,21.0,20.0,5.6288,5.0,39.0,104.0,29.0,14.0,112.0,4.0,480.0,15.0,94.0,2.0,25.0,1510.0,25.0,55.0,67.0,6.0,28.0,360.0,68.0,27.3256,23.0,1.0,12.0,24.0,13.0,60.0,160.0,20.0,4.0,182.0,88.0,55.0,29.0,,293.0,18.0,5.0,38.0,13.0,88.0,39.0,0.0,479.0,19.0,5.0,193.0,5.0,3.0,1.0,107.0,19.0,10.0,,8.0,125.0,697.0,3.0,3.0,76.0,6.839,0.0,8.0,15.0,26.0,26.0,,2.0,2.0,1.0,22.0,1.0,3.0,4.0,1.0,9.0,1.0,2.0,9.0,,,13.0,3.0,7.0,5.0,2.0,4.0,,,1.0,2.0,,,,,14.0,7.0,0.529,,,,,,,,,,,,,,,,,,,
4098,John Arne Riise,Defender,Fulham,54,Norway,2012-13,73.0,1.6696,0.0,9.0,7.0,1.1048,52.0,20.0,159.0,31.0,29.0,277.0,62.0,1164.0,2.0,60.0,8.0,5.0,2530.0,5.0,13.0,122.0,8.0,75.0,798.0,31.0,48.5242,18.0,27.0,114.0,41.0,5.0,60.0,433.0,14.0,0.0,195.0,505.0,120.0,31.0,14.0,440.0,33.0,67.0,27.0,5.0,135.0,47.0,0.0,1120.0,13.0,16.0,439.0,38.0,9.0,13.0,28.0,20.0,53.0,,89.0,198.0,1914.0,219.0,109.0,463.0,1.3379,4.0,118.0,50.0,13.0,13.0,11.0,3.0,,2.0,1.0,1.0,,3.0,,10.0,16.0,,10.0,,,15.0,,3.0,1.0,8.0,,1.0,3.0,4.0,1.0,,,,4.0,10.0,5.0,0.2998,,,,,,,,,,,,,46.0,,,,,,
105086,Kerim Frei,Midfielder,Fulham,54,Turkey,2012-13,27.0,0.2723,0.0,,1.0,0.1993,8.0,3.0,9.0,7.0,2.0,9.0,4.0,78.0,5.0,3.0,,,231.0,,2.0,23.0,2.0,22.0,68.0,13.0,3.9157,4.0,1.0,,5.0,,25.0,33.0,8.0,0.0,50.0,9.0,15.0,7.0,3.0,45.0,3.0,4.0,21.0,,47.0,1.0,0.0,77.0,2.0,1.0,42.0,5.0,6.0,,10.0,1.0,6.0,,1.0,26.0,152.0,3.0,,25.0,0.1472,0.0,,3.0,,,1.0,1.0,,,,,,,,2.0,1.0,,2.0,,,13.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15073,Kieran Richardson,Defender,Fulham,54,England,2012-13,41.0,0.1474,0.0,2.0,6.0,,21.0,9.0,55.0,15.0,13.0,56.0,19.0,380.0,2.0,12.0,1.0,,915.0,,6.0,39.0,3.0,33.0,308.0,18.0,0.9013,8.0,5.0,29.0,21.0,,35.0,115.0,9.0,0.0,80.0,117.0,59.0,15.0,6.0,178.0,18.0,20.0,15.0,,68.0,6.0,0.0,373.0,3.0,3.0,115.0,15.0,3.0,2.0,53.0,16.0,21.0,,16.0,95.0,591.0,36.0,6.0,150.0,,2.0,1.0,21.0,,,4.0,2.0,2.0,,7.0,,1.0,,1.0,,4.0,0.0,,,1.0,5.0,,9.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,7.0,,,,,,
4990,Mahamadou Diarra,Midfielder,Fulham,54,Mali,2012-13,40.0,0.2646,0.0,2.0,,,19.0,3.0,46.0,8.0,7.0,51.0,,512.0,1.0,26.0,1.0,,608.0,,13.0,47.0,2.0,34.0,410.0,,10.0524,2.0,1.0,10.0,14.0,,27.0,148.0,11.0,0.0,87.0,143.0,48.0,8.0,4.0,232.0,12.0,,9.0,,61.0,13.0,0.0,495.0,3.0,,63.0,15.0,4.0,3.0,153.0,12.0,22.0,,51.0,68.0,606.0,1.0,2.0,229.0,0.1443,1.0,5.0,16.0,2.0,2.0,,,,,8.0,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107853,Marcello Trotta,Forward,Fulham,54,Italy,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Mark Schwarzer,Goalkeeper,Fulham,54,Australia,2012-13,2.0,0.0748,0.0,,,,,,33.0,36.0,36.0,565.0,,1159.0,,9.0,8.0,,3240.0,,,16.0,9.0,7.0,283.0,,64.7646,1.0,147.0,34.0,57.0,,2.0,95.0,7.0,0.0,18.0,972.0,406.0,36.0,,238.0,48.0,,,,9.0,9.0,0.0,627.0,,1.0,579.0,,,,92.0,,4.0,,311.0,,1611.0,,300.0,356.0,,0.0,532.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,54.0,56.0,364.0,7.0,137.0,9.0,9.0,1.0,368.0,179.0,17.0,80.0,,,,3.0,6.0,3.0,24.0
42425,Matthew Briggs,Defender,Fulham,54,Guyana,2012-13,10.0,0.0514,0.0,2.0,,,14.0,,19.0,5.0,3.0,26.0,9.0,124.0,2.0,2.0,,,294.0,,,23.0,1.0,21.0,88.0,2.0,5.6564,1.0,2.0,11.0,8.0,,10.0,53.0,2.0,0.0,33.0,50.0,16.0,5.0,2.0,45.0,7.0,9.0,4.0,,31.0,2.0,0.0,121.0,,2.0,44.0,12.0,5.0,1.0,3.0,2.0,9.0,,10.0,18.0,233.0,31.0,8.0,54.0,0.0509,0.0,7.0,8.0,3.0,3.0,1.0,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
11987,Mladen Petric,Forward,Fulham,54,Croatia,2012-13,74.0,1.1545,0.0,8.0,13.0,5.3196,10.0,27.0,48.0,23.0,9.0,50.0,5.0,258.0,14.0,35.0,,11.0,876.0,11.0,21.0,48.0,4.0,34.0,200.0,38.0,16.33,4.0,,9.0,18.0,4.0,53.0,67.0,21.0,0.0,122.0,43.0,27.0,23.0,3.0,153.0,14.0,5.0,29.0,4.0,87.0,14.0,0.0,257.0,14.0,5.0,118.0,7.0,3.0,,84.0,17.0,8.0,,8.0,64.0,423.0,2.0,,56.0,5.1921,0.0,2.0,8.0,13.0,13.0,1.0,2.0,3.0,1.0,14.0,,5.0,6.0,1.0,4.0,1.0,4.0,4.0,,4.0,6.0,1.0,8.0,3.0,,1.0,,,,,,,,,12.0,6.0,0.375,,,,,,,,,,,,,,1.0,1.0,,,,
88734,Neil Etheridge,Goalkeeper,Fulham,54,Philippines,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81025,Pajtim Kasami,Midfielder,Fulham,54,Switzerland,2012-13,1.0,0.0151,0.0,,1.0,0.1384,2.0,2.0,2.0,2.0,,2.0,2.0,17.0,2.0,,,2.0,22.0,2.0,,2.0,,2.0,14.0,5.0,,,,,,,1.0,1.0,,0.0,3.0,3.0,1.0,2.0,,8.0,,3.0,1.0,,3.0,,0.0,17.0,1.0,,7.0,2.0,,,10.0,,1.0,,1.0,3.0,28.0,,,7.0,0.1337,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16854,Philippe Senderos,Defender,Fulham,54,Switzerland,2012-13,51.0,0.5363,0.0,1.0,1.0,,25.0,1.0,80.0,21.0,18.0,116.0,2.0,671.0,3.0,57.0,5.0,2.0,1681.0,2.0,28.0,66.0,4.0,37.0,503.0,10.0,32.0321,3.0,7.0,130.0,25.0,2.0,23.0,157.0,6.0,0.0,117.0,273.0,70.0,21.0,10.0,131.0,21.0,2.0,2.0,2.0,60.0,29.0,0.0,656.0,,1.0,130.0,15.0,6.0,8.0,181.0,17.0,43.0,,52.0,60.0,920.0,3.0,32.0,425.0,0.2613,6.0,36.0,36.0,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17160,Sascha Riether,Defender,Fulham,54,Germany,2012-13,61.0,3.096,0.0,1.0,2.0,1.0201,57.0,6.0,162.0,35.0,35.0,240.0,92.0,1577.0,,37.0,7.0,1.0,3044.0,1.0,16.0,105.0,7.0,84.0,1217.0,24.0,61.5562,20.0,19.0,123.0,53.0,3.0,45.0,34.0,16.0,0.0,166.0,596.0,155.0,35.0,11.0,704.0,46.0,95.0,17.0,3.0,129.0,21.0,0.0,1547.0,4.0,27.0,414.0,46.0,11.0,13.0,676.0,21.0,56.0,4.0,120.0,271.0,2389.0,281.0,71.0,650.0,1.1373,4.0,78.0,62.0,1.0,1.0,17.0,,1.0,4.0,4.0,,1.0,,1.0,1.0,17.0,0.0,1.0,,1.0,11.0,,2.0,1.0,3.0,,1.0,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,46.0,,,,,,
2559,Simon Davies,Midfielder,Fulham,54,Wales,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28313,Stanislav Manolev,Defender,Fulham,54,Bulgaria,2012-13,39.0,0.2849,0.0,,1.0,0.1764,10.0,2.0,42.0,5.0,4.0,50.0,7.0,196.0,1.0,9.0,1.0,1.0,430.0,1.0,6.0,19.0,,16.0,143.0,5.0,4.8119,,1.0,14.0,3.0,,33.0,17.0,3.0,0.0,58.0,69.0,29.0,5.0,3.0,77.0,3.0,7.0,18.0,,49.0,3.0,0.0,196.0,1.0,1.0,85.0,7.0,3.0,,74.0,11.0,12.0,,3.0,36.0,317.0,30.0,7.0,74.0,0.4277,2.0,8.0,16.0,,,5.0,1.0,1.0,,4.0,,,1.0,,,5.0,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
11735,Steve Sidwell,Midfielder,Fulham,54,England,2012-13,164.0,0.9796,2.0,6.0,14.0,4.745,105.0,33.0,132.0,28.0,24.0,159.0,7.0,1091.0,4.0,69.0,5.0,8.0,2104.0,8.0,38.0,172.0,7.0,141.0,852.0,30.0,38.5949,17.0,1.0,64.0,34.0,6.0,126.0,301.0,26.0,0.0,336.0,253.0,121.0,28.0,29.0,451.0,27.0,7.0,41.0,6.0,267.0,31.0,2.0,1068.0,19.0,4.0,232.0,76.0,10.0,22.0,324.0,56.0,75.0,,80.0,213.0,1545.0,3.0,10.0,483.0,4.3848,7.0,27.0,30.0,5.0,5.0,2.0,3.0,,2.0,25.0,,4.0,,0.0,11.0,2.0,4.0,11.0,3.0,1.0,12.0,,3.0,1.0,,1.0,,2.0,,2.0,,,,,2.0,1.0,0.0157,,,,,,,,,,,,,,1.0,1.0,,,,
18277,Urby Emanuelson,Midfielder,Fulham,54,Netherlands,2012-13,44.0,0.6829,0.0,2.0,4.0,0.8981,19.0,8.0,43.0,13.0,5.0,51.0,9.0,262.0,8.0,6.0,,,643.0,,3.0,40.0,2.0,37.0,196.0,6.0,17.8175,6.0,,10.0,16.0,2.0,41.0,87.0,6.0,0.0,84.0,79.0,34.0,13.0,3.0,128.0,14.0,12.0,22.0,2.0,78.0,3.0,0.0,260.0,4.0,6.0,101.0,16.0,12.0,1.0,38.0,12.0,11.0,,15.0,58.0,416.0,20.0,2.0,87.0,0.6801,1.0,8.0,10.0,2.0,2.0,2.0,1.0,3.0,,17.0,,1.0,2.0,1.0,6.0,4.0,0.0,6.0,,1.0,11.0,,2.0,,5.0,1.0,,1.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,
