playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,blockedShots,throughBalls,goalAssists,oboxBlocked,cleanSheets,unsuccessfulLayoffs,penaltiesConceded,successfulLaunches,shotsBlockedInBox,headedGoals,freekickTotal,iboxBlocked,blocks,attemptsFromSetPieces,hitWoodwork,shotsBlockedOutsideBox,cornersTakenInclShortCorners,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,secondGoalAssists,ownGoalScored,catches,savesMade,drops,savesMadeFromOutsideBox,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,leftFootGoals,redCards2ndYellow,penaltiesSaved,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed,clearancesOffTheLine
197030,Aboubakar Kamara,Forward,Fulham,54,Mauritania,2018-19,60.0,1.0,0.4172,0.0,10.0,4.2322,8.0,21.0,55.0,13.0,5.0,1.0,5.0,61.0,17.0,226.0,3.0,7.0,8.0,27.0,2.0,1.0,5.0,690.0,5.0,15.0,36.0,4.0,21.0,24.0,158.0,37.0,1.0,14.3723,10.0,5.0,17.0,45.0,62.0,4.0,96.0,6.0,33.0,28.0,13.0,2.0,2.0,3.0,4.0,8.0,131.0,13.0,17.0,69.0,12.0,0.0,224.0,11.0,8.0,130.0,4.0,12.0,75.0,24.0,1.0,1.0,7.0,56.0,379.0,4.0,2.0,3.0,35.0,8.0,1.0,3.6906,2.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128389,Aleksandar Mitrovic,Forward,Fulham,54,Serbia,2018-19,425.0,1.0,1.8734,0.0,48.0,12.9905,19.0,105.0,277.0,37.0,82.0,1.0,37.0,287.0,5.0,1026.0,11.0,34.0,,485.0,12.0,1.0,25.0,3281.0,25.0,245.0,337.0,8.0,26.0,97.0,725.0,167.0,5.0,69.4284,28.0,53.0,78.0,180.0,265.0,59.0,762.0,14.0,212.0,83.0,37.0,1.0,12.0,5.0,10.0,21.0,479.0,70.0,5.0,277.0,240.0,0.0,932.0,57.0,22.0,531.0,9.0,24.0,210.0,61.0,6.0,1.0,14.0,339.0,1684.0,5.0,2.0,1.0,261.0,10.0,3.0,14.1822,7.0,10.0,54.0,0.1494,26.0,4.0,3.0,8.0,5.0,18.0,1.0,1.0,18.0,6.0,2.0,18.0,8.0,2.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
149266,Alfie Mawson,Defender,Fulham,54,England,2018-19,31.0,,0.0375,0.0,1.0,0.1625,11.0,2.0,43.0,15.0,,,13.0,84.0,3.0,477.0,,,2.0,53.0,,,1.0,1130.0,1.0,21.0,48.0,3.0,6.0,16.0,348.0,7.0,1.0,26.3279,2.0,64.0,26.0,10.0,113.0,5.0,79.0,3.0,180.0,64.0,15.0,,,,4.0,,106.0,23.0,3.0,26.0,32.0,0.0,464.0,1.0,1.0,96.0,7.0,,140.0,6.0,19.0,,45.0,44.0,628.0,,2.0,19.0,287.0,5.0,,0.1126,2.0,41.0,36.0,,,,,,1.0,,,7.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
66842,André Schürrle,Midfielder,Fulham,54,Germany,2018-19,125.0,10.0,1.528,0.0,18.0,4.5266,29.0,39.0,103.0,24.0,22.0,,21.0,117.0,30.0,523.0,6.0,11.0,3.0,33.0,7.0,10.0,5.0,1649.0,5.0,18.0,82.0,4.0,41.0,67.0,390.0,44.0,2.0,35.4811,21.0,16.0,43.0,107.0,160.0,19.0,207.0,15.0,129.0,80.0,24.0,,7.0,6.0,11.0,25.0,289.0,39.0,31.0,174.0,15.0,0.0,514.0,21.0,19.0,267.0,18.0,19.0,97.0,17.0,8.0,,16.0,137.0,895.0,7.0,14.0,4.0,127.0,14.0,,3.6324,2.0,14.0,33.0,0.2624,16.0,2.0,,13.0,,2.0,,2.0,3.0,,4.0,3.0,1.0,4.0,1.0,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,Fulham,54,England,2018-19,154.0,,0.7733,0.0,11.0,1.627,63.0,24.0,195.0,31.0,8.0,,29.0,311.0,14.0,1484.0,2.0,,2.0,119.0,4.0,,5.0,2586.0,5.0,55.0,154.0,7.0,52.0,90.0,1084.0,39.0,3.0,47.1953,16.0,107.0,52.0,99.0,357.0,4.0,308.0,25.0,547.0,233.0,31.0,,4.0,2.0,27.0,10.0,520.0,45.0,14.0,189.0,64.0,0.0,1462.0,13.0,8.0,405.0,36.0,23.0,392.0,34.0,69.0,,89.0,188.0,1983.0,2.0,1.0,42.0,653.0,11.0,2.0,2.2819,9.0,116.0,85.0,,11.0,2.0,,6.0,5.0,,,9.0,5.0,,,5.0,12.0,,1.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
87107,Cyrus Christie,Defender,Fulham,54,Ireland,2018-19,136.0,16.0,1.6036,0.0,3.0,0.3451,41.0,9.0,139.0,28.0,1.0,,19.0,209.0,74.0,884.0,,2.0,9.0,88.0,3.0,16.0,,1945.0,,32.0,137.0,4.0,50.0,81.0,654.0,26.0,3.0,39.8401,16.0,80.0,42.0,104.0,32.0,13.0,273.0,14.0,300.0,94.0,28.0,,3.0,,19.0,25.0,364.0,38.0,74.0,185.0,56.0,0.0,873.0,6.0,15.0,430.0,22.0,27.0,361.0,29.0,29.0,,21.0,191.0,1578.0,179.0,4.0,33.0,327.0,14.0,1.0,0.4865,7.0,70.0,56.0,,3.0,,1.0,3.0,2.0,,1.0,3.0,,,,,11.0,,,3.0,,53.0,,1.0,,,,,,,,,,,,,,,,,,,,
72681,Denis Odoi,Defender,Fulham,54,Ghana,2018-19,116.0,4.0,0.6042,0.0,1.0,0.082,48.0,9.0,130.0,31.0,,,29.0,238.0,9.0,1332.0,,,2.0,108.0,,4.0,1.0,2594.0,1.0,53.0,150.0,7.0,43.0,95.0,1026.0,16.0,4.0,55.3966,10.0,144.0,62.0,63.0,170.0,31.0,266.0,21.0,519.0,191.0,31.0,,,,14.0,5.0,392.0,55.0,9.0,158.0,55.0,0.0,1286.0,8.0,4.0,309.0,34.0,16.0,501.0,37.0,42.0,,68.0,142.0,1871.0,63.0,1.0,52.0,706.0,18.0,,0.6169,4.0,108.0,76.0,,1.0,2.0,1.0,,3.0,,1.0,19.0,1.0,,,1.0,24.0,,,,,19.0,,,1.0,,,,,,,,,,,,,,,,,,,
40559,Fabri,Goalkeeper,Fulham,54,Spain,2018-19,,,0.0027,0.0,,,1.0,,,2.0,,,2.0,15.0,,47.0,,,,,,,,180.0,,,2.0,2.0,,2.0,16.0,,,4.3432,,3.0,5.0,,5.0,1.0,2.0,,34.0,21.0,2.0,,,,,,7.0,3.0,,2.0,,0.0,24.0,,,15.0,1.0,,8.0,,,,16.0,,84.0,,,8.0,25.0,,,,0.0,15.0,7.0,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,16.0,1.0,4.0,25.0,1.0,3.0,4.0,12.0,,,,,,,,,,
54421,Floyd Ayité,Forward,Fulham,54,Togo,2018-19,37.0,1.0,0.4163,0.0,1.0,0.1247,4.0,5.0,36.0,16.0,2.0,,3.0,40.0,3.0,192.0,1.0,4.0,13.0,13.0,,2.0,,468.0,,7.0,27.0,1.0,14.0,21.0,146.0,15.0,1.0,11.8251,9.0,3.0,13.0,30.0,34.0,7.0,64.0,7.0,42.0,37.0,16.0,,,,,7.0,104.0,12.0,4.0,51.0,6.0,0.0,191.0,4.0,4.0,87.0,4.0,10.0,60.0,6.0,7.0,,6.0,56.0,303.0,2.0,2.0,2.0,50.0,3.0,,0.3812,0.0,4.0,13.0,,2.0,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,
203325,Frank Anguissa,Midfielder,Fulham,54,Cameroon,2018-19,138.0,1.0,0.4825,1.0,5.0,0.7028,48.0,12.0,112.0,22.0,11.0,,16.0,132.0,1.0,1043.0,,2.0,6.0,53.0,4.0,1.0,1.0,1519.0,1.0,31.0,129.0,6.0,34.0,107.0,875.0,8.0,1.0,29.0007,7.0,29.0,32.0,107.0,325.0,18.0,267.0,19.0,314.0,119.0,22.0,,4.0,,19.0,12.0,478.0,26.0,1.0,214.0,22.0,0.0,1032.0,7.0,3.0,226.0,29.0,42.0,274.0,23.0,34.0,,36.0,130.0,1394.0,1.0,6.0,13.0,434.0,13.0,1.0,0.8252,1.0,20.0,49.0,,9.0,,,7.0,1.0,1.0,,4.0,2.0,,,2.0,6.0,,,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
