playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,overruns,goalAssists,offsides,substituteOn,successfulCrossesAndCorners,unsuccessfulLayoffs,rightFootGoals,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,penaltiesTaken,leftFootGoals,attemptsFromSetPieces,penaltyGoals,hitWoodwork,ownGoalScored,setPiecesGoals,penaltiesConceded,successfulCornersIntoBox,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalkeeperSmother,crossesNotClaimed
1869,Aaron Hughes,Defender,Fulham,54,Northern Ireland,2010-11,123.0,0.0,1.0,3.0,46.0,13.0,1.0,192.0,38.0,2.0,1.0,38.0,318.0,10.0,1388.0,1.0,0.0,197.0,12.0,3405.0,90.0,191.0,7.0,84.0,1001.0,25.0,6.0,8.0,32.0,386.0,43.0,33.0,211.0,33.0,0.0,314.0,1.0,710.0,150.0,38.0,16.0,1.0,2.0,363.0,36.0,1.0,10.0,8.0,117.0,107.0,0.0,1338.0,10.0,2.0,362.0,30.0,5.0,18.0,350.0,18.0,76.0,3.0,69.0,117.0,2064.0,14.0,1.0,113.0,707.0,1.0,0.0,126.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Andrew Johnson,Forward,Fulham,54,England,2010-11,149.0,0.0,11.0,19.0,12.0,26.0,2.0,77.0,27.0,37.0,,15.0,78.0,22.0,341.0,3.0,3.0,66.0,3.0,1549.0,54.0,52.0,5.0,40.0,257.0,94.0,,19.0,,12.0,21.0,95.0,88.0,20.0,0.0,201.0,0.0,60.0,44.0,27.0,1.0,,23.0,205.0,16.0,1.0,22.0,60.0,135.0,12.0,0.0,340.0,7.0,21.0,221.0,11.0,8.0,,73.0,33.0,10.0,,6.0,120.0,624.0,8.0,6.0,2.0,61.0,7.0,4.0,1.0,9.0,3.0,3.0,3.0,22.0,12.0,3.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37417,Bjørn Helge Riise,Midfielder,Fulham,54,Norway,2010-11,4.0,0.0,,,2.0,,1.0,4.0,3.0,1.0,,,5.0,,13.0,,,,,26.0,,2.0,,2.0,8.0,,,,,,,4.0,3.0,,0.0,6.0,,5.0,5.0,3.0,1.0,,,5.0,,,2.0,2.0,6.0,,0.0,12.0,,,11.0,1.0,,,2.0,,1.0,,,3.0,22.0,,,1.0,3.0,,0.0,1.0,1.0,,,,,3.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
4570,Bobby Zamora,Forward,Fulham,54,England,2010-11,63.0,0.0,6.0,9.0,4.0,23.0,5.0,84.0,14.0,56.0,,9.0,86.0,15.0,293.0,5.0,1.0,25.0,1.0,758.0,12.0,43.0,2.0,30.0,204.0,72.0,,14.0,1.0,8.0,8.0,51.0,65.0,24.0,4.0,106.0,4.0,59.0,20.0,14.0,1.0,,6.0,169.0,6.0,3.0,15.0,26.0,81.0,13.0,0.0,293.0,14.0,8.0,155.0,3.0,2.0,1.0,80.0,24.0,3.0,1.0,3.0,89.0,449.0,6.0,6.0,,40.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,10.0,5.0,2.0,14.0,1.0,,,1.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
15284,Brede Hangeland,Defender,Fulham,54,Norway,2010-11,119.0,0.0,3.0,8.0,61.0,17.0,3.0,257.0,37.0,4.0,,37.0,361.0,1.0,1546.0,6.0,2.0,168.0,13.0,3330.0,47.0,219.0,7.0,98.0,1107.0,34.0,,10.0,41.0,423.0,43.0,72.0,380.0,25.0,2.0,338.0,4.0,882.0,200.0,37.0,17.0,4.0,2.0,468.0,36.0,5.0,1.0,10.0,170.0,121.0,0.0,1512.0,9.0,4.0,389.0,44.0,12.0,39.0,187.0,41.0,80.0,1.0,78.0,97.0,2265.0,4.0,,98.0,718.0,,5.0,104.0,67.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,
20322,Carlos Salcido,Defender,Fulham,54,Mexico,2010-11,100.0,0.0,6.0,6.0,59.0,14.0,1.0,125.0,23.0,6.0,,22.0,171.0,76.0,751.0,,,40.0,7.0,1904.0,21.0,98.0,6.0,79.0,552.0,8.0,55.0,9.0,11.0,83.0,29.0,79.0,305.0,6.0,0.0,198.0,,319.0,104.0,23.0,15.0,,10.0,329.0,23.0,,76.0,27.0,158.0,19.0,0.0,739.0,8.0,13.0,349.0,44.0,14.0,8.0,21.0,18.0,38.0,2.0,28.0,106.0,1344.0,149.0,3.0,42.0,263.0,1.0,3.0,46.0,41.0,12.0,3.0,2.0,2.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15968,Chris Baird,Defender,Fulham,54,Northern Ireland,2010-11,83.0,0.0,8.0,7.0,69.0,13.0,5.0,185.0,29.0,8.0,,25.0,305.0,55.0,1308.0,2.0,2.0,60.0,9.0,2386.0,24.0,122.0,6.0,86.0,909.0,8.0,60.0,21.0,23.0,121.0,30.0,59.0,224.0,15.0,2.0,205.0,0.0,644.0,146.0,29.0,17.0,,1.0,554.0,24.0,,57.0,8.0,145.0,36.0,0.0,1268.0,6.0,11.0,453.0,52.0,2.0,13.0,275.0,18.0,47.0,3.0,94.0,165.0,2005.0,213.0,2.0,80.0,462.0,,5.0,120.0,55.0,11.0,1.0,1.0,,4.0,13.0,,2.0,,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,
20226,Clint Dempsey,Forward,Fulham,54,United States,2010-11,377.0,0.0,31.0,44.0,64.0,100.0,26.0,271.0,37.0,60.0,2.0,35.0,292.0,14.0,1140.0,12.0,,250.0,10.0,3098.0,166.0,246.0,7.0,162.0,817.0,,,33.0,4.0,41.0,41.0,211.0,,80.0,,623.0,,,165.0,37.0,17.0,,38.0,607.0,34.0,5.0,14.0,,373.0,84.0,0.0,,56.0,23.0,,47.0,18.0,4.0,,61.0,41.0,,31.0,,1761.0,3.0,7.0,23.0,246.0,3.0,5.0,21.0,41.0,5.0,,3.0,18.0,2.0,5.0,9.0,5.0,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1256,Damien Duff,Midfielder,Fulham,54,Ireland,2010-11,79.0,0.0,18.0,9.0,35.0,21.0,3.0,90.0,24.0,36.0,,22.0,103.0,75.0,637.0,4.0,1.0,10.0,7.0,1882.0,9.0,94.0,4.0,93.0,519.0,51.0,3.0,27.0,5.0,23.0,20.0,70.0,111.0,45.0,2.0,173.0,3.0,167.0,104.0,24.0,9.0,,16.0,372.0,16.0,,119.0,48.0,163.0,1.0,0.0,630.0,12.0,19.0,313.0,26.0,13.0,3.0,138.0,16.0,21.0,,15.0,221.0,1115.0,21.0,9.0,13.0,198.0,2.0,3.0,13.0,21.0,21.0,,2.0,7.0,2.0,36.0,3.0,1.0,47.0,32.0,,3.0,,,2.0,,,1.0,13.0,,,,,,,,,,,,,,,,
54980,Danny Hoesen,Forward,Fulham,54,Netherlands,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Danny Murphy,Midfielder,Fulham,54,England,2010-11,212.0,0.0,11.0,2.0,117.0,17.0,24.0,351.0,37.0,106.0,,37.0,466.0,12.0,2330.0,,,55.0,7.0,3130.0,37.0,187.0,6.0,169.0,1691.0,11.0,1.0,45.0,14.0,37.0,38.0,175.0,603.0,34.0,0.0,399.0,,908.0,230.0,37.0,33.0,,11.0,1131.0,32.0,,64.0,78.0,344.0,18.0,0.0,2209.0,15.0,9.0,650.0,84.0,18.0,10.0,559.0,50.0,103.0,1.0,173.0,260.0,2922.0,,16.0,48.0,754.0,2.0,8.0,115.0,81.0,1.0,,4.0,,,21.0,4.0,,33.0,21.0,,,4.0,,,,,,7.0,,,,,,,,,,,,,,,,
