season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385511,1,1,Manchester_United,Home,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385511,1,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,1.0,2.0,,21.0,21.0,,,4.0,,,,,,1.0,,,,,,4.857e-05,0.0,0.0,,,,-0.4374,,,,,,90.0,,,,,,,,5.0,,6.3,2.0,2.0,,,,,,1.0,7.0,,4.0,22.0,26.0,0,,30.0,,,,
2022-23,10385510,2,1,Manchester_United,Away,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385510,2,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,2.0,1.0,8.0,9.0,,,5.0,,,,,,,,,,1.0,,0.00012797,0.0,0.0,,,,-1.6981,,,,,,90.0,,,,,,,,6.0,1.0,5.3,2.0,3.0,,,1.0,,,,7.0,,6.0,8.0,14.0,0,,23.0,,,,
2022-23,10385531,3,1,Manchester_United,Home,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,1.0,6.0,5.0,2.0,7.0,,1.0,6.0,,,,,,,,,1.0,,,0.00093763,0.0,0.0,,,,0.7895,,,,,,90.0,,,,,,,,24.0,1.0,7.4,4.0,5.0,,,1.0,,,1.0,30.0,,28.0,3.0,31.0,0,,40.0,,,,
2022-23,10385567,4,1,Manchester_United,Away,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385567,4,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,4.0,4.0,13.0,17.0,,,9.0,,,,,,,,,,,,0.00071719,0.0,0.0,,,,0.821,2.0,,,,,90.0,,,,,,,,10.0,1.0,7.8,4.0,4.0,,,1.0,,,,13.0,,12.0,14.0,26.0,0,,40.0,,,,
2022-23,10385573,5,1,Manchester_United,Away,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385573,5,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,8.0,5.0,11.0,16.0,,1.0,4.0,,,,,,,,,1.0,,,0.00053077,0.0,0.0,,,,0.5929,2.0,,,,,90.0,,,,,,,,17.0,,7.3,,2.0,,,,,,,23.0,,17.0,14.0,31.0,0,,39.0,,,,
2022-23,10385573,5,1,Manchester_United,Away,927366,446189,Matěj Kovář,matej-kovar,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
