season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827861,1,1,Manchester_United,Home,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827861,1,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,,3.0,3.0,3.0,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,16.0,2.0,6.7,2.0,3.0,,,2.0,,,,16.0,,13.0,8.0,21.0,0,,28.0,,,,
2018-19,7827896,2,1,Manchester_United,Away,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827896,2,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,7.0,5.0,15.0,20.0,,,7.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,1.0,,,10.0,,5.5,,,,,,,,,17.0,,15.0,15.0,30.0,0,,35.0,,,,
2018-19,7827907,3,1,Manchester_United,Home,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827907,3,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,1.0,14.0,10.0,9.0,19.0,,,8.0,,,,1.0,,,,1.0,,,,,,,,,,,,90.0,,,,,,,,14.0,,5.7,2.0,2.0,,,1.0,,,1.0,27.0,,22.0,10.0,32.0,0,,40.0,,,,
2018-19,7827917,4,1,Manchester_United,Away,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827917,4,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,7.0,5.0,5.0,10.0,,,12.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,17.0,1.0,7.5,2.0,2.0,,,1.0,,,,24.0,,22.0,5.0,27.0,0,,37.0,,,,
2018-19,7827943,5,1,Manchester_United,Away,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827943,5,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,6.0,6.0,3.0,9.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,11.0,,7.1,2.0,4.0,,,,,,,16.0,,15.0,4.0,19.0,0,,25.0,,,,
