season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,9258868,1,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,3.0,1.0,6.0,7.0,,,6.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,9.0,,6.8,,,,,,,,,12.0,,6.0,10.0,16.0,0,,21.0,,,,
2020-21,9258868,1,1,Manchester_United,Away,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896928,2,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,3.0,1.0,1.0,17.0,18.0,,,4.0,,,,,,,1.0,,,,,,,,,,,90.0,,,,,1.0,,,3.0,,6.1,1.0,2.0,,,,1.0,,3.0,3.0,,3.0,18.0,21.0,0,,26.0,,,1.0,
2020-21,8896928,2,1,Manchester_United,Home,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896929,3,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,1.0,,14.0,14.0,,2.0,4.0,,,,,,,2.0,,,,,,,,,,,90.0,,,,,1.0,,,5.0,1.0,6.6,3.0,3.0,,,1.0,,,,6.0,,5.0,14.0,19.0,0,,26.0,,1.0,,
2020-21,8896929,3,1,Manchester_United,Away,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896904,4,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,,5.0,3.0,14.0,17.0,,,4.0,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,,1.0,,5.3,2.0,2.0,,,1.0,,,,6.0,,4.0,14.0,18.0,0,,25.0,,,,
2020-21,8896904,4,1,Manchester_United,Home,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897001,5,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,2.0,,13.0,13.0,,,3.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,2.0,,7.3,2.0,4.0,,,,,,,4.0,,2.0,13.0,15.0,0,,22.0,,,,
2020-21,8897001,5,1,Manchester_United,Away,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897003,6,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,,3.0,1.0,10.0,11.0,,,6.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,8.0,,7.1,1.0,1.0,,,,,,,11.0,,4.0,15.0,19.0,0,,25.0,,,,
2020-21,8897003,6,1,Manchester_United,Home,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896859,7,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,,3.0,,14.0,14.0,,,3.0,,,,,,,,,,,,,1.0,,,,,90.0,,,,,1.0,,,8.0,1.0,6.4,,1.0,,,1.0,,,,11.0,,5.0,17.0,22.0,0,,27.0,,,,
2020-21,8896859,7,1,Manchester_United,Home,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896866,8,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,3.0,2.0,8.0,10.0,,,4.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,8.0,,6.3,,,,,,,,,11.0,,9.0,9.0,18.0,0,,22.0,,,,
2020-21,8896866,8,1,Manchester_United,Away,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896854,9,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,1.0,3.0,1.0,15.0,16.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,3.0,,7.3,2.0,2.0,,,1.0,,,1.0,6.0,,3.0,16.0,19.0,0,,22.0,,,,
2020-21,8896854,9,1,Manchester_United,Home,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
