matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059802,11,2019-11-02 12:30:00,91,Bournemouth,Home,127.0,10.0,,3.0,3.0,6.0,,138.0,3.0,,2.0,6.0,2.0,24.0,262.0,,,19.0,7.0,15.0,7.0,,,,,1.0,,,1.0,,,1.0,11.0,,,,,1.0,7.0,5.0,10.0,9.0,4.0,58.0,60.0,2.0,2.0,1.0,5.0,21.0,3.0,10.0,,,4.0,7.0,4.0,,10.0,2.0,47.0,44.0,5.0,33.0,16.0,,,53.0,14.0,12.0,1.0,,2.0,1.0,1.0,171.0,1.0,,1.0,1.0,,,8.0,1.0,,,16.0,,19.0,19.0,2.0,2.0,64.0,71.0,31.0,10.0,,3.0,5.0,6.0,339.0,5.0,1.0,82.0,33.0,22.0,,,,,,158.0,158.0,2.0,35.0,19.0,42.6,,,,1.0,21.0,0.0,73.0,,4.0,4.0,,1.0,,4.0,,1.0,77.0,245.0,8.0,8.0,149.0,22.0,33.0,13.0,1.0,13.0,12.0,,131.0,12.0,230.0,,,29.0,2.0,66.0,1.0,366.0,,0.0,13.0,13.0,1.0,21.0,4.0,581.0,24.0,22.0,5.0,4.0,7.0,0.0
1059817,12,2019-11-09 15:00:00,91,Bournemouth,Away,221.0,11.0,,4.0,4.0,1.0,,252.0,3.0,1.0,11.0,1.0,4.0,24.0,469.0,,,24.0,23.0,19.0,8.0,,5.0,,,1.0,,,1.0,,,,10.0,,,,,,2.0,12.0,9.0,9.0,7.0,67.0,58.0,,2.0,,2.0,9.0,5.0,9.0,,,4.0,11.0,6.0,,6.0,4.0,55.0,52.0,2.0,24.0,12.0,,2.0,67.0,5.0,10.0,,,5.0,4.0,1.0,171.0,1.0,,1.0,,1.0,,5.0,,1.0,,12.0,1.0,8.0,8.0,,11.0,157.0,62.0,40.0,5.0,1.0,4.0,5.0,4.0,541.0,6.0,2.0,102.0,80.0,40.0,,,,,,148.0,148.0,3.0,23.0,21.0,66.1,,3.0,,1.0,9.0,0.0,164.0,3.0,4.0,7.0,,,,7.0,,3.0,102.0,453.0,2.0,9.0,251.0,35.0,24.0,21.0,3.0,24.0,21.0,,144.0,4.0,332.0,1.0,1.0,10.0,4.0,56.0,1.0,559.0,1.0,0.0,16.0,14.0,,25.0,0.0,778.0,26.0,16.0,9.0,4.0,10.0,0.0
1059822,13,2019-11-23 15:00:00,91,Bournemouth,Home,236.0,11.0,1.0,3.0,2.0,1.0,,122.0,1.0,1.0,5.0,5.0,5.0,18.0,355.0,,,20.0,22.0,12.0,4.0,,3.0,,,,,,,,,,,,,,,6.0,5.0,7.0,11.0,7.0,2.0,76.0,45.0,1.0,1.0,,3.0,17.0,3.0,7.0,1.0,,5.0,8.0,3.0,1.0,6.0,2.0,49.0,39.0,3.0,18.0,7.0,,,51.0,10.0,9.0,,,2.0,2.0,,130.0,1.0,1.0,1.0,,1.0,,6.0,,,,7.0,,12.0,12.0,1.0,5.0,123.0,71.0,40.0,9.0,,3.0,2.0,2.0,419.0,4.0,1.0,40.0,54.0,34.0,,,,,,128.0,128.0,2.0,21.0,14.0,46.6,,,,,17.0,0.0,114.0,4.0,2.0,5.0,1.0,,,4.0,1.0,3.0,59.0,340.0,4.0,5.0,260.0,29.0,18.0,14.0,5.0,18.0,13.0,,103.0,1.0,201.0,,1.0,21.0,6.0,55.0,,443.0,,1.0,9.0,9.0,2.0,21.0,2.0,608.0,13.0,12.0,9.0,5.0,6.0,0.0
1059840,14,2019-11-30 15:00:00,91,Bournemouth,Away,203.0,15.0,2.0,4.0,2.0,1.0,,159.0,4.0,,1.0,3.0,3.0,24.0,358.0,1.0,1.0,19.0,30.0,14.0,13.0,1.0,4.0,,1.0,,,,1.0,1.0,,,14.0,,,,,1.0,8.0,11.0,3.0,12.0,8.0,58.0,56.0,,,,1.0,14.0,6.0,17.0,,1.0,8.0,10.0,3.0,,11.0,1.0,78.0,44.0,1.0,19.0,10.0,,1.0,49.0,12.0,9.0,,,3.0,2.0,1.0,170.0,,,,,,,8.0,1.0,1.0,,10.0,,15.0,15.0,2.0,1.0,115.0,72.0,43.0,4.0,,7.0,7.0,6.0,433.0,2.0,2.0,69.0,55.0,35.0,,,,,,151.0,151.0,1.0,31.0,21.0,47.4,,,,,14.0,0.0,112.0,2.0,,2.0,,,,8.0,1.0,2.0,72.0,341.0,2.0,14.0,234.0,35.0,19.0,22.0,8.0,23.0,15.0,,111.0,3.0,244.0,1.0,,11.0,3.0,53.0,,455.0,2.0,0.0,20.0,8.0,2.0,20.0,2.0,649.0,29.0,13.0,14.0,8.0,6.0,0.0
1059849,15,2019-12-03 19:30:00,91,Bournemouth,Away,207.0,19.0,1.0,3.0,2.0,,,295.0,4.0,,8.0,2.0,5.0,25.0,499.0,1.0,,15.0,18.0,26.0,4.0,1.0,1.0,,,,,,,,,,4.0,,,,,1.0,7.0,4.0,3.0,4.0,2.0,92.0,53.0,,,,,11.0,1.0,11.0,,,9.0,15.0,5.0,,8.0,1.0,58.0,71.0,,18.0,8.0,,,62.0,15.0,6.0,,,2.0,2.0,,171.0,,,,,,,6.0,,,1.0,8.0,,8.0,8.0,2.0,8.0,157.0,71.0,49.0,6.0,,2.0,3.0,3.0,561.0,2.0,4.0,115.0,65.0,37.0,,,,,,141.0,141.0,3.0,23.0,18.0,69.2,,,,1.0,11.0,0.0,155.0,,1.0,1.0,,,,2.0,,3.0,152.0,488.0,3.0,5.0,225.0,28.0,18.0,21.0,8.0,30.0,22.0,,191.0,1.0,380.0,,,15.0,5.0,47.0,,575.0,2.0,0.0,6.0,26.0,,18.0,3.0,769.0,31.0,15.0,13.0,9.0,12.0,0.0
1059852,16,2019-12-07 15:00:00,91,Bournemouth,Home,139.0,6.0,,1.0,1.0,,,60.0,3.0,,4.0,3.0,1.0,15.0,198.0,,,14.0,14.0,15.0,3.0,,,,,,,,,,,,3.0,,,,,,2.0,17.0,4.0,3.0,,46.0,72.0,,,,2.0,10.0,2.0,12.0,,,1.0,1.0,2.0,,5.0,5.0,41.0,39.0,2.0,35.0,14.0,,,39.0,5.0,6.0,,,,,,137.0,,,,,,,10.0,,,,14.0,,16.0,16.0,3.0,4.0,56.0,62.0,15.0,4.0,,1.0,2.0,,282.0,4.0,1.0,44.0,38.0,7.0,,,,,,133.0,133.0,2.0,39.0,21.0,26.2,,,,1.0,10.0,0.0,66.0,4.0,2.0,6.0,,,,1.0,,3.0,28.0,186.0,3.0,3.0,177.0,32.0,35.0,11.0,,3.0,3.0,,63.0,6.0,131.0,,,28.0,3.0,67.0,5.0,305.0,2.0,0.0,3.0,12.0,,15.0,0.0,467.0,7.0,7.0,6.0,1.0,7.0,0.0
1059864,17,2019-12-14 15:00:00,91,Bournemouth,Away,105.0,12.0,2.0,2.0,,1.0,,89.0,5.0,,5.0,2.0,2.0,16.0,192.0,,,20.0,31.0,25.0,5.0,2.0,5.0,1.0,,,,,,,,,4.0,,,,,,5.0,15.0,3.0,11.0,,42.0,57.0,1.0,,1.0,3.0,15.0,8.0,5.0,,1.0,4.0,8.0,2.0,,8.0,2.0,65.0,50.0,3.0,47.0,26.0,,,53.0,14.0,9.0,,,2.0,2.0,,139.0,1.0,,1.0,,1.0,,6.0,,,,26.0,,19.0,19.0,,5.0,60.0,63.0,21.0,9.0,1.0,1.0,7.0,2.0,270.0,8.0,1.0,61.0,36.0,23.0,,,,,,153.0,153.0,3.0,28.0,16.0,33.0,,,,,15.0,0.0,52.0,4.0,1.0,5.0,,,1.0,1.0,4.0,1.0,57.0,181.0,8.0,8.0,127.0,33.0,47.0,16.0,4.0,16.0,12.0,1.0,105.0,5.0,182.0,,,26.0,3.0,66.0,1.0,293.0,,0.0,11.0,7.0,1.0,27.0,2.0,530.0,24.0,14.0,9.0,4.0,5.0,0.0
1059872,18,2019-12-21 15:00:00,91,Bournemouth,Home,190.0,17.0,,3.0,3.0,3.0,,151.0,1.0,2.0,12.0,2.0,1.0,23.0,338.0,,,20.0,24.0,24.0,2.0,,2.0,,,,,,,,,,1.0,,,,,,3.0,1.0,1.0,1.0,2.0,64.0,57.0,,,,3.0,15.0,,,,1.0,4.0,8.0,5.0,,7.0,,48.0,63.0,3.0,31.0,19.0,,,57.0,13.0,20.0,,,4.0,5.0,,159.0,,,,,,,3.0,,1.0,,19.0,,6.0,6.0,,13.0,109.0,72.0,40.0,5.0,,2.0,,,415.0,1.0,,80.0,53.0,39.0,,,,,,149.0,149.0,1.0,22.0,21.0,64.8,,,,1.0,15.0,0.0,105.0,,,,,,,3.0,,2.0,101.0,322.0,6.0,2.0,216.0,39.0,31.0,11.0,3.0,21.0,18.0,,152.0,5.0,242.0,1.0,2.0,20.0,1.0,61.0,2.0,437.0,2.0,0.0,3.0,15.0,1.0,24.0,2.0,635.0,13.0,12.0,5.0,4.0,10.0,0.0
1059882,19,2019-12-26 15:00:00,91,Bournemouth,Home,160.0,17.0,1.0,1.0,,1.0,,146.0,9.0,,8.0,2.0,4.0,20.0,305.0,1.0,,17.0,12.0,14.0,5.0,2.0,2.0,1.0,,,,1.0,1.0,,,,8.0,,,,,,2.0,11.0,6.0,9.0,3.0,62.0,55.0,2.0,2.0,1.0,3.0,21.0,3.0,8.0,,1.0,8.0,9.0,3.0,,8.0,1.0,35.0,51.0,3.0,24.0,15.0,,,47.0,5.0,12.0,,,2.0,1.0,1.0,146.0,1.0,,1.0,1.0,,,11.0,1.0,,,15.0,,7.0,7.0,1.0,8.0,87.0,54.0,39.0,3.0,1.0,3.0,5.0,4.0,357.0,9.0,1.0,67.0,50.0,23.0,,,,,,128.0,128.0,6.0,29.0,12.0,39.5,,2.0,,,21.0,0.0,88.0,,1.0,1.0,,2.0,1.0,5.0,,2.0,72.0,281.0,8.0,8.0,189.0,32.0,24.0,11.0,6.0,19.0,13.0,1.0,107.0,2.0,213.0,,,12.0,6.0,37.0,1.0,383.0,1.0,0.0,12.0,16.0,1.0,21.0,4.0,580.0,22.0,16.0,9.0,8.0,7.0,0.0
1059893,20,2019-12-28 12:30:00,91,Bournemouth,Away,164.0,13.0,1.0,1.0,,3.0,,154.0,8.0,1.0,6.0,4.0,4.0,15.0,317.0,,,18.0,24.0,22.0,6.0,1.0,2.0,1.0,,,,,,,,,7.0,,,,,1.0,5.0,7.0,9.0,6.0,4.0,54.0,56.0,,,,1.0,14.0,5.0,11.0,,,2.0,4.0,1.0,,16.0,3.0,67.0,54.0,1.0,30.0,16.0,,,38.0,11.0,9.0,,,,1.0,,135.0,,,,,,,9.0,,1.0,1.0,16.0,,13.0,13.0,1.0,6.0,106.0,60.0,29.0,9.0,,3.0,4.0,2.0,390.0,4.0,2.0,62.0,64.0,12.0,,,,,,140.0,140.0,2.0,21.0,27.0,44.9,,,,,14.0,0.0,118.0,2.0,2.0,4.0,,,1.0,3.0,,3.0,66.0,298.0,5.0,7.0,186.0,34.0,30.0,13.0,2.0,8.0,6.0,1.0,99.0,10.0,235.0,1.0,1.0,13.0,5.0,41.0,,413.0,1.0,0.0,10.0,18.0,,19.0,2.0,600.0,14.0,11.0,6.0,2.0,9.0,0.0
