matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059703,1,2019-08-10 15:00:00,91,Bournemouth,Home,224.0,11.0,1.0,2.0,1.0,2.0,1.0,162.0,4.0,,5.0,4.0,9.0,20.0,384.0,,,20.0,21.0,14.0,6.0,1.0,3.0,,,1.0,,,1.0,,,,3.0,,,,,5.0,6.0,3.0,5.0,7.0,6.0,65.0,56.0,1.0,1.0,1.0,2.0,17.0,3.0,6.0,,1.0,3.0,7.0,1.0,1.0,5.0,2.0,49.0,56.0,2.0,13.0,7.0,,,50.0,10.0,17.0,,,6.0,4.0,1.0,161.0,,,,,,,9.0,,,1.0,7.0,,13.0,13.0,1.0,5.0,139.0,79.0,41.0,4.0,,4.0,3.0,3.0,459.0,1.0,3.0,62.0,81.0,22.0,,,,,,151.0,151.0,3.0,19.0,29.0,52.9,,2.0,,,17.0,0.0,120.0,,2.0,2.0,,,,7.0,1.0,1.0,79.0,366.0,5.0,7.0,252.0,28.0,13.0,17.0,2.0,14.0,12.0,,116.0,4.0,247.0,,,24.0,12.0,58.0,1.0,485.0,,0.0,13.0,18.0,,27.0,2.0,671.0,16.0,13.0,8.0,3.0,13.0,0.0
1059713,2,2019-08-17 15:00:00,91,Bournemouth,Away,89.0,10.0,1.0,4.0,3.0,4.0,,123.0,5.0,,3.0,6.0,2.0,21.0,208.0,,,14.0,28.0,22.0,9.0,1.0,1.0,1.0,,,,,,,,,10.0,1.0,,,,,8.0,11.0,10.0,8.0,4.0,46.0,59.0,1.0,1.0,1.0,3.0,19.0,4.0,9.0,,,5.0,9.0,1.0,,5.0,2.0,57.0,49.0,3.0,25.0,13.0,,1.0,55.0,13.0,10.0,1.0,,4.0,2.0,,133.0,,,,,,,11.0,1.0,2.0,,13.0,,11.0,11.0,,3.0,57.0,65.0,23.0,11.0,1.0,4.0,6.0,4.0,262.0,5.0,2.0,47.0,44.0,20.0,,,,,1.0,125.0,125.0,5.0,26.0,15.0,37.4,,,,2.0,19.0,0.0,59.0,3.0,3.0,6.0,,1.0,1.0,4.0,,2.0,81.0,192.0,11.0,10.0,109.0,28.0,25.0,5.0,2.0,14.0,12.0,1.0,128.0,6.0,200.0,2.0,,29.0,2.0,72.0,2.0,295.0,1.0,0.0,12.0,15.0,,14.0,2.0,468.0,20.0,17.0,3.0,5.0,9.0,0.0
1059722,3,2019-08-25 14:00:00,91,Bournemouth,Home,96.0,10.0,,2.0,2.0,1.0,1.0,85.0,3.0,,2.0,10.0,2.0,25.0,179.0,,1.0,3.0,16.0,15.0,4.0,2.0,,,1.0,,,,1.0,,,1.0,6.0,,,,,2.0,4.0,14.0,4.0,8.0,2.0,34.0,64.0,1.0,3.0,,1.0,13.0,1.0,7.0,,,4.0,7.0,2.0,,9.0,2.0,46.0,42.0,1.0,22.0,7.0,,,51.0,7.0,13.0,,,3.0,2.0,1.0,110.0,,,,,,,5.0,,,,7.0,,16.0,16.0,,2.0,54.0,56.0,25.0,5.0,,2.0,4.0,7.0,223.0,9.0,2.0,40.0,32.0,24.0,,,,,,122.0,122.0,5.0,32.0,20.0,26.2,,,,,13.0,0.0,51.0,2.0,,2.0,,1.0,,2.0,,3.0,56.0,161.0,6.0,6.0,109.0,26.0,22.0,13.0,4.0,15.0,11.0,,96.0,6.0,155.0,,,25.0,2.0,60.0,2.0,249.0,,0.0,10.0,8.0,1.0,7.0,1.0,419.0,16.0,15.0,6.0,4.0,5.0,0.0
1059737,4,2019-08-31 15:00:00,91,Bournemouth,Away,177.0,13.0,2.0,2.0,,,,159.0,3.0,,8.0,5.0,6.0,19.0,334.0,,1.0,18.0,15.0,21.0,6.0,1.0,1.0,,,,,,,,,1.0,7.0,,,,,,3.0,7.0,8.0,3.0,5.0,62.0,70.0,1.0,,1.0,3.0,26.0,4.0,8.0,,,5.0,11.0,2.0,,16.0,1.0,55.0,59.0,3.0,18.0,10.0,1.0,,40.0,11.0,9.0,1.0,,,,,170.0,1.0,,1.0,1.0,,,7.0,1.0,,,10.0,,22.0,22.0,2.0,8.0,105.0,60.0,32.0,4.0,,2.0,6.0,2.0,408.0,4.0,5.0,63.0,63.0,31.0,,,,,,163.0,163.0,7.0,25.0,28.0,45.0,,,,,26.0,0.0,95.0,2.0,1.0,3.0,,,,2.0,,3.0,81.0,318.0,8.0,8.0,201.0,26.0,18.0,21.0,4.0,17.0,13.0,,122.0,7.0,248.0,,,18.0,8.0,46.0,1.0,432.0,1.0,0.0,8.0,14.0,1.0,21.0,3.0,647.0,14.0,19.0,15.0,5.0,11.0,0.0
1059742,5,2019-09-15 14:00:00,91,Bournemouth,Home,151.0,18.0,2.0,2.0,,2.0,,83.0,8.0,,6.0,2.0,3.0,17.0,232.0,,2.0,12.0,24.0,23.0,6.0,1.0,3.0,,1.0,,,1.0,3.0,,1.0,1.0,6.0,,,,,1.0,4.0,9.0,5.0,8.0,5.0,57.0,63.0,2.0,,2.0,2.0,17.0,2.0,10.0,,1.0,7.0,1.0,,,10.0,2.0,56.0,61.0,2.0,37.0,21.0,,1.0,46.0,5.0,14.0,2.0,,5.0,1.0,3.0,151.0,2.0,,1.0,2.0,,,12.0,1.0,,1.0,21.0,,13.0,13.0,1.0,6.0,64.0,61.0,19.0,7.0,,4.0,5.0,6.0,309.0,4.0,5.0,56.0,37.0,19.0,,,,,,163.0,163.0,4.0,28.0,23.0,40.5,,,,2.0,17.0,0.0,64.0,3.0,1.0,4.0,,,,5.0,,3.0,44.0,213.0,7.0,9.0,183.0,35.0,37.0,14.0,5.0,7.0,2.0,,82.0,5.0,160.0,,,25.0,3.0,53.0,4.0,336.0,,0.0,13.0,18.0,2.0,23.0,0.0,547.0,16.0,16.0,6.0,7.0,9.0,0.0
1059760,6,2019-09-20 20:00:00,91,Bournemouth,Away,97.0,8.0,1.0,1.0,,4.0,,82.0,7.0,1.0,5.0,9.0,6.0,23.0,178.0,1.0,,18.0,22.0,26.0,1.0,,1.0,,,1.0,,,1.0,,,,4.0,,,,,,6.0,13.0,12.0,3.0,3.0,39.0,72.0,3.0,,3.0,2.0,27.0,2.0,8.0,,3.0,5.0,2.0,3.0,1.0,16.0,4.0,68.0,54.0,2.0,25.0,10.0,,1.0,40.0,9.0,8.0,1.0,,1.0,,1.0,150.0,3.0,1.0,2.0,2.0,1.0,,16.0,2.0,,1.0,10.0,,15.0,15.0,1.0,5.0,47.0,77.0,29.0,4.0,1.0,,4.0,3.0,271.0,8.0,5.0,68.0,31.0,10.0,1.0,1.0,1.0,,,189.0,189.0,2.0,36.0,25.0,35.2,,,,,27.0,0.0,64.0,2.0,3.0,6.0,,,,1.0,,3.0,33.0,162.0,7.0,4.0,136.0,23.0,25.0,26.0,5.0,10.0,5.0,,64.0,12.0,174.0,,1.0,30.0,8.0,67.0,2.0,300.0,1.0,0.0,6.0,8.0,,22.0,3.0,519.0,14.0,17.0,12.0,5.0,6.0,0.0
1059762,7,2019-09-28 15:00:00,91,Bournemouth,Home,222.0,13.0,4.0,6.0,2.0,2.0,,133.0,2.0,,8.0,3.0,3.0,31.0,349.0,,1.0,27.0,25.0,24.0,6.0,4.0,6.0,,,,,,,,,1.0,6.0,,,,,1.0,4.0,11.0,6.0,11.0,2.0,59.0,68.0,4.0,2.0,2.0,1.0,16.0,4.0,6.0,,1.0,6.0,10.0,2.0,,15.0,3.0,61.0,51.0,1.0,21.0,10.0,,,45.0,7.0,8.0,1.0,,1.0,,,163.0,2.0,,1.0,2.0,,,4.0,1.0,,,10.0,,12.0,12.0,1.0,8.0,117.0,86.0,44.0,6.0,1.0,4.0,8.0,5.0,435.0,7.0,,65.0,54.0,32.0,,,,,,164.0,164.0,8.0,23.0,26.0,49.1,,2.0,1.0,1.0,16.0,0.0,117.0,3.0,1.0,4.0,,,,4.0,1.0,3.0,66.0,333.0,7.0,12.0,245.0,33.0,21.0,19.0,5.0,17.0,12.0,,109.0,10.0,228.0,,,15.0,4.0,63.0,2.0,456.0,,0.0,13.0,8.0,2.0,30.0,3.0,672.0,20.0,18.0,11.0,6.0,4.0,0.0
1059772,8,2019-10-06 14:00:00,91,Bournemouth,Away,177.0,15.0,2.0,3.0,1.0,2.0,1.0,136.0,7.0,,5.0,5.0,4.0,22.0,310.0,,1.0,15.0,14.0,26.0,5.0,3.0,2.0,,,,,,,,,,6.0,,,,,1.0,4.0,9.0,3.0,5.0,5.0,54.0,64.0,1.0,2.0,,5.0,24.0,1.0,12.0,,,5.0,5.0,5.0,,18.0,,55.0,66.0,5.0,31.0,16.0,,,42.0,6.0,12.0,,,1.0,1.0,,164.0,,,,,,,10.0,,,,16.0,,19.0,19.0,5.0,5.0,95.0,74.0,43.0,14.0,,5.0,3.0,2.0,380.0,4.0,3.0,56.0,46.0,25.0,,,,,,150.0,150.0,5.0,29.0,25.0,47.5,,,,,24.0,0.0,90.0,1.0,,1.0,,,,7.0,,3.0,53.0,292.0,13.0,8.0,207.0,35.0,31.0,19.0,5.0,16.0,11.0,,81.0,5.0,212.0,,,18.0,4.0,49.0,,403.0,2.0,0.0,10.0,14.0,1.0,17.0,2.0,643.0,19.0,16.0,14.0,5.0,8.0,0.0
1059782,9,2019-10-19 15:00:00,91,Bournemouth,Home,160.0,19.0,1.0,6.0,5.0,1.0,,172.0,4.0,,3.0,6.0,1.0,33.0,326.0,,1.0,25.0,25.0,18.0,5.0,1.0,4.0,,,,,,1.0,,,,6.0,,,,,,4.0,3.0,7.0,5.0,6.0,63.0,56.0,1.0,1.0,,1.0,17.0,3.0,10.0,,,6.0,17.0,8.0,,8.0,1.0,56.0,53.0,1.0,23.0,10.0,,,56.0,8.0,11.0,,,4.0,3.0,1.0,160.0,,,,,,,6.0,,1.0,,10.0,,10.0,10.0,3.0,3.0,99.0,67.0,46.0,7.0,,3.0,3.0,2.0,390.0,3.0,3.0,77.0,69.0,43.0,,,,,,149.0,149.0,5.0,23.0,25.0,47.7,,,,,17.0,0.0,85.0,,1.0,1.0,,1.0,,6.0,,2.0,91.0,313.0,9.0,6.0,177.0,31.0,23.0,14.0,5.0,33.0,28.0,,135.0,10.0,263.0,1.0,,17.0,1.0,52.0,2.0,407.0,,0.0,11.0,16.0,1.0,28.0,1.0,618.0,26.0,19.0,8.0,6.0,8.0,0.0
1059800,10,2019-10-26 15:00:00,91,Bournemouth,Away,280.0,7.0,2.0,4.0,2.0,,,141.0,5.0,2.0,11.0,4.0,2.0,25.0,417.0,,,16.0,12.0,15.0,9.0,2.0,4.0,1.0,,,1.0,,2.0,,,,9.0,,1.0,,1.0,,3.0,3.0,4.0,6.0,9.0,58.0,61.0,1.0,1.0,,2.0,18.0,7.0,9.0,,,10.0,8.0,5.0,,14.0,2.0,47.0,55.0,2.0,21.0,10.0,,1.0,50.0,8.0,14.0,,1.0,6.0,3.0,2.0,180.0,,,,,,,7.0,,1.0,2.0,10.0,2.0,15.0,15.0,1.0,11.0,139.0,72.0,38.0,5.0,,2.0,9.0,5.0,478.0,1.0,3.0,55.0,65.0,35.0,,,,,,144.0,144.0,4.0,24.0,22.0,59.8,2.0,,,,18.0,0.0,124.0,1.0,2.0,3.0,,,1.0,3.0,,2.0,68.0,397.0,8.0,11.0,305.0,19.0,21.0,16.0,9.0,25.0,16.0,1.0,103.0,4.0,221.0,1.0,2.0,20.0,2.0,52.0,3.0,501.0,,0.0,15.0,16.0,1.0,17.0,3.0,713.0,15.0,11.0,10.0,10.0,9.0,0.0
