matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickTarget,attFreekickTotal,attOpenplay,attPenGoal,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645202,1,2026-08-23 14:00:00,91,Bournemouth,Away,168.0,15.0,,1.0,1.0,,1.0,103.0,6.0,,1.0,6.0,6.0,34.0,270.0,10.0,15.0,11.0,2.0,1.0,,1.0,0.0,,,4.0,0.0,,1.0,8.0,11.0,2.0,4.0,1.0,64.0,41.0,1.0,,1.0,2.0,6.0,,6.0,,3.0,2.0,2.0,0.0,8.0,3.0,47.0,39.0,2.0,28.0,14.0,,0.350843,0.6462,,1.6972,2.6772,41.0,11.0,10.0,1.0,1.0,,124.0,1.0,1.0,1.0,,11.0,1.0,,,14.0,,13.0,13.0,,0.0,1.0,71.0,71.0,36.0,8.0,1.0,1.0,3.0,4.0,320.0,3.0,0.0,33.0,44.0,11.0,112.0,112.0,2.0,21.0,14.0,34.0,,3.0,1.0,9.0,0.0,85.0,4.0,,4.0,1.0,1.0,1.0,,0.0,4.0,35.0,254.0,6.0,4.0,184.0,28.0,28.0,9.0,3.0,8.0,5.0,1.0,61.0,6.0,168.0,,,20.0,6.0,69.0,1.0,344.0,,0.0,5.0,16.0,1.0,12.0,2.0,499.0,6.0,13.0,0.0,2.0,3.0,8.0,0.0
2645205,2,2026-08-29 15:00:00,91,Bournemouth,Home,192.0,15.0,3.0,6.0,3.0,3.0,,188.0,5.0,1.0,6.0,1.0,11.0,22.0,374.0,16.0,15.0,24.0,11.0,2.0,4.0,4.0,0.0,,,13.0,0.0,,,3.0,7.0,6.0,13.0,4.0,73.0,53.0,4.0,6.0,,1.0,7.0,7.0,5.0,1.0,10.0,6.0,4.0,0.0,12.0,2.0,48.0,61.0,1.0,27.0,18.0,2.0,1.48214,2.1568,,1.8975,1.4062,76.0,11.0,14.0,2.0,4.0,,158.0,1.0,1.0,1.0,1.0,7.0,1.0,,1.0,18.0,,9.0,9.0,,0.0,6.0,101.0,71.0,39.0,7.0,1.0,5.0,9.0,5.0,432.0,1.0,0.0,63.0,53.0,35.0,140.0,140.0,4.0,22.0,21.0,58.9,,2.0,2.0,15.0,0.0,121.0,4.0,2.0,5.0,1.0,4.0,5.0,1.0,0.0,4.0,91.0,357.0,7.0,14.0,213.0,33.0,27.0,11.0,9.0,23.0,14.0,5.0,129.0,4.0,263.0,,1.0,17.0,13.0,57.0,,453.0,,0.0,17.0,18.0,,23.0,3.0,663.0,28.0,19.0,0.0,5.0,10.0,10.0,0.0
2645223,3,2026-09-05 12:30:00,91,Bournemouth,Away,120.0,10.0,,2.0,2.0,1.0,1.0,138.0,5.0,,2.0,2.0,4.0,18.0,256.0,11.0,20.0,22.0,8.0,2.0,1.0,2.0,0.0,1.0,1.0,12.0,0.0,1.0,2.0,6.0,5.0,3.0,9.0,8.0,59.0,51.0,,1.0,1.0,1.0,7.0,7.0,13.0,,3.0,9.0,1.0,0.0,4.0,,55.0,61.0,1.0,22.0,10.0,,0.244518,1.37,0.0581,1.9996,1.675,64.0,17.0,19.0,3.0,1.0,1.0,113.0,,,,,7.0,1.0,2.0,,10.0,1.0,8.0,8.0,1.0,0.0,2.0,77.0,61.0,30.0,4.0,1.0,3.0,7.0,5.0,305.0,2.0,0.0,37.0,41.0,21.0,114.0,114.0,8.0,21.0,17.0,42.4,1.0,2.0,1.0,22.0,0.0,86.0,,,,,2.0,5.0,,0.0,5.0,60.0,234.0,7.0,10.0,138.0,25.0,22.0,10.0,1.0,12.0,11.0,2.0,99.0,7.0,209.0,2.0,,12.0,5.0,47.0,1.0,335.0,2.0,0.0,17.0,12.0,,16.0,3.0,499.0,23.0,14.0,0.0,9.0,3.0,5.0,0.0
