matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987692,11,2018-11-03 12:30:00,91,Bournemouth,Home,157.0,16.0,3.0,5.0,2.0,1.0,,165.0,4.0,,3.0,5.0,3.0,22.0,317.0,1.0,1.0,17.0,23.0,15.0,10.0,1.0,,,,,,1.0,,,,11.0,,,,,,,1.0,7.0,13.0,5.0,12.0,6.0,66.0,53.0,2.0,1.0,1.0,1.0,17.0,8.0,6.0,2.0,1.0,9.0,8.0,4.0,,6.0,2.0,57.0,49.0,1.0,34.0,15.0,,1.0,62.0,12.0,10.0,1.0,,2.0,2.0,1.0,158.0,1.0,,1.0,,1.0,,7.0,,,1.0,15.0,,7.0,7.0,1.0,3.0,99.0,70.0,40.0,5.0,,1.0,11.0,7.0,388.0,5.0,1.0,,56.0,49.0,39.0,,,,,151.0,151.0,2.0,28.0,18.0,48.7,,3.0,,,17.0,0.0,89.0,5.0,1.0,4.0,1.0,,3.0,,3.0,87.0,301.0,5.0,12.0,180.0,31.0,34.0,15.0,9.0,23.0,14.0,,135.0,5.0,255.0,,1.0,22.0,4.0,53.0,,412.0,2.0,0.0,18.0,20.0,1.0,22.0,4.0,614.0,33.0,15.0,4.0,9.0,10.0,0.0
987710,12,2018-11-10 15:00:00,91,Bournemouth,Away,211.0,10.0,4.0,7.0,3.0,,1.0,197.0,13.0,,7.0,3.0,3.0,20.0,401.0,,1.0,17.0,25.0,22.0,4.0,4.0,,1.0,,,1.0,1.0,,1.0,1.0,6.0,,,,,,,1.0,8.0,13.0,5.0,10.0,4.0,48.0,56.0,3.0,3.0,,2.0,26.0,5.0,8.0,,1.0,10.0,10.0,3.0,,11.0,5.0,62.0,54.0,2.0,40.0,21.0,,,51.0,11.0,9.0,,,3.0,1.0,1.0,186.0,1.0,1.0,1.0,,1.0,,13.0,,,,21.0,,10.0,10.0,,7.0,138.0,58.0,40.0,7.0,1.0,5.0,4.0,4.0,478.0,4.0,3.0,,104.0,63.0,31.0,,,,,165.0,165.0,5.0,21.0,23.0,60.7,,,,,26.0,0.0,133.0,4.0,,5.0,1.0,1.0,5.0,,3.0,90.0,375.0,8.0,9.0,241.0,20.0,40.0,12.0,8.0,22.0,14.0,1.0,130.0,2.0,286.0,,,16.0,3.0,39.0,2.0,505.0,,0.0,14.0,18.0,1.0,23.0,1.0,738.0,33.0,17.0,5.0,10.0,10.0,0.0
987712,13,2018-11-25 13:30:00,91,Bournemouth,Home,144.0,16.0,1.0,5.0,4.0,,,156.0,6.0,1.0,6.0,5.0,6.0,22.0,295.0,,1.0,21.0,18.0,23.0,9.0,,,1.0,1.0,,,1.0,1.0,,,10.0,,,,,1.0,,,1.0,12.0,9.0,5.0,6.0,51.0,57.0,,,,3.0,21.0,4.0,3.0,,1.0,5.0,13.0,3.0,,16.0,1.0,47.0,53.0,3.0,30.0,15.0,,1.0,49.0,6.0,9.0,1.0,,3.0,1.0,1.0,172.0,1.0,,1.0,1.0,,1.0,13.0,1.0,1.0,,15.0,1.0,13.0,13.0,3.0,6.0,77.0,77.0,39.0,8.0,,1.0,9.0,5.0,370.0,5.0,3.0,1.0,56.0,62.0,29.0,,,,,162.0,162.0,5.0,22.0,24.0,41.3,1.0,,,,21.0,0.0,94.0,2.0,1.0,3.0,,1.0,2.0,,3.0,80.0,281.0,6.0,10.0,176.0,32.0,30.0,11.0,5.0,22.0,17.0,2.0,111.0,8.0,240.0,1.0,1.0,26.0,6.0,60.0,4.0,394.0,,0.0,11.0,14.0,1.0,24.0,2.0,612.0,21.0,16.0,7.0,5.0,7.0,0.0
987729,14,2018-12-01 15:00:00,91,Bournemouth,Away,122.0,18.0,,1.0,1.0,4.0,,89.0,1.0,,1.0,5.0,3.0,20.0,210.0,1.0,,13.0,13.0,26.0,2.0,,,,,,,,,,,2.0,,,,,,,,,12.0,4.0,3.0,1.0,40.0,41.0,2.0,2.0,,,11.0,1.0,12.0,,,4.0,3.0,4.0,,8.0,1.0,42.0,49.0,,36.0,18.0,,,42.0,3.0,9.0,1.0,1.0,,,,118.0,1.0,,1.0,1.0,,,6.0,1.0,,,18.0,,12.0,12.0,2.0,1.0,54.0,45.0,21.0,8.0,,1.0,2.0,1.0,260.0,5.0,,,38.0,43.0,30.0,,,,,123.0,123.0,1.0,21.0,15.0,26.9,,,,,11.0,0.0,74.0,3.0,,3.0,,,2.0,1.0,3.0,58.0,195.0,5.0,4.0,135.0,32.0,36.0,14.0,2.0,9.0,7.0,,102.0,10.0,160.0,,,18.0,3.0,51.0,3.0,286.0,2.0,0.0,4.0,6.0,,22.0,0.0,440.0,18.0,12.0,8.0,4.0,6.0,0.0
987732,15,2018-12-04 19:45:00,91,Bournemouth,Home,108.0,13.0,,2.0,2.0,2.0,1.0,112.0,4.0,,4.0,7.0,2.0,24.0,218.0,,,14.0,39.0,30.0,4.0,,,1.0,1.0,,,1.0,,,1.0,3.0,,,,,,,1.0,9.0,17.0,6.0,4.0,2.0,46.0,68.0,2.0,,2.0,4.0,21.0,,4.0,,,4.0,8.0,1.0,,15.0,3.0,78.0,59.0,4.0,55.0,35.0,,1.0,39.0,14.0,10.0,1.0,,3.0,1.0,1.0,143.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,35.0,,14.0,14.0,1.0,4.0,55.0,56.0,25.0,8.0,1.0,4.0,2.0,2.0,277.0,7.0,1.0,,34.0,57.0,13.0,,,,,144.0,144.0,6.0,34.0,18.0,32.8,,,,,21.0,0.0,60.0,3.0,2.0,5.0,,1.0,4.0,,3.0,61.0,200.0,7.0,6.0,136.0,28.0,55.0,12.0,1.0,11.0,10.0,2.0,94.0,5.0,179.0,2.0,,28.0,2.0,61.0,3.0,304.0,,0.0,6.0,14.0,,21.0,4.0,543.0,12.0,16.0,5.0,4.0,8.0,0.0
987742,16,2018-12-08 12:30:00,91,Bournemouth,Home,170.0,17.0,,2.0,2.0,2.0,,160.0,2.0,,2.0,5.0,4.0,22.0,328.0,,,22.0,17.0,14.0,2.0,,,,,,1.0,1.0,1.0,,,4.0,,,,,,,,4.0,7.0,4.0,2.0,6.0,59.0,51.0,,,,1.0,25.0,3.0,13.0,,1.0,6.0,13.0,1.0,,8.0,1.0,49.0,45.0,1.0,16.0,6.0,1.0,,47.0,9.0,11.0,,,1.0,,1.0,152.0,,,,,,,7.0,,1.0,1.0,6.0,,16.0,16.0,3.0,2.0,109.0,69.0,38.0,6.0,,1.0,1.0,2.0,396.0,2.0,,1.0,81.0,62.0,22.0,,,,,149.0,149.0,5.0,25.0,17.0,40.5,,,,,25.0,0.0,104.0,,1.0,1.0,,,3.0,,3.0,83.0,307.0,8.0,2.0,200.0,27.0,16.0,11.0,3.0,17.0,14.0,,119.0,5.0,241.0,1.0,,20.0,4.0,51.0,3.0,424.0,,0.0,8.0,14.0,1.0,26.0,2.0,614.0,10.0,18.0,6.0,6.0,10.0,0.0
987761,17,2018-12-15 15:00:00,91,Bournemouth,Away,303.0,12.0,1.0,5.0,4.0,2.0,,237.0,1.0,,3.0,8.0,7.0,28.0,535.0,,1.0,21.0,19.0,15.0,9.0,1.0,,,,1.0,,1.0,,,,9.0,,,,1.0,,,,4.0,6.0,4.0,7.0,6.0,94.0,73.0,,,,1.0,19.0,5.0,3.0,,,3.0,12.0,5.0,,9.0,1.0,48.0,49.0,1.0,18.0,11.0,1.0,,58.0,7.0,14.0,,,3.0,,1.0,211.0,,,,,,,3.0,,,1.0,11.0,1.0,11.0,11.0,,3.0,169.0,83.0,55.0,5.0,,3.0,7.0,3.0,607.0,3.0,6.0,,116.0,54.0,34.0,,,,,161.0,161.0,10.0,24.0,35.0,62.2,1.0,,,1.0,19.0,0.0,159.0,1.0,1.0,2.0,,,5.0,,3.0,109.0,515.0,7.0,10.0,322.0,27.0,18.0,24.0,2.0,19.0,17.0,,166.0,5.0,330.0,,,21.0,8.0,52.0,,633.0,1.0,0.0,13.0,8.0,1.0,26.0,2.0,831.0,14.0,17.0,12.0,3.0,4.0,0.0
987762,18,2018-12-22 15:00:00,91,Bournemouth,Home,222.0,15.0,1.0,5.0,4.0,2.0,1.0,222.0,6.0,,4.0,2.0,5.0,17.0,439.0,,,25.0,14.0,26.0,7.0,1.0,,,2.0,,,2.0,,1.0,,9.0,,,,,,,2.0,1.0,4.0,6.0,5.0,9.0,81.0,59.0,,,,1.0,14.0,4.0,9.0,,,6.0,5.0,4.0,,7.0,4.0,48.0,62.0,1.0,15.0,8.0,,1.0,57.0,8.0,16.0,,,5.0,1.0,2.0,198.0,2.0,,1.0,2.0,,,7.0,2.0,1.0,2.0,8.0,,7.0,7.0,,4.0,131.0,71.0,47.0,5.0,2.0,4.0,6.0,3.0,512.0,1.0,1.0,,83.0,66.0,26.0,,,,,151.0,151.0,4.0,27.0,21.0,57.2,,,,,14.0,0.0,131.0,3.0,2.0,5.0,1.0,,7.0,,3.0,102.0,412.0,5.0,10.0,251.0,35.0,15.0,22.0,3.0,13.0,10.0,,153.0,10.0,303.0,1.0,,20.0,6.0,45.0,3.0,541.0,1.0,0.0,14.0,11.0,1.0,28.0,2.0,727.0,25.0,15.0,10.0,6.0,5.0,0.0
987780,19,2018-12-26 15:00:00,91,Bournemouth,Away,201.0,12.0,1.0,6.0,5.0,1.0,,170.0,4.0,1.0,8.0,6.0,6.0,34.0,365.0,1.0,2.0,23.0,8.0,15.0,12.0,1.0,,,,,,,,1.0,1.0,12.0,,,,,,,,5.0,5.0,5.0,11.0,3.0,72.0,57.0,2.0,2.0,,2.0,16.0,4.0,12.0,,1.0,4.0,10.0,2.0,,8.0,1.0,40.0,38.0,2.0,6.0,3.0,1.0,,57.0,8.0,5.0,,,,,,154.0,,,,,,,5.0,,1.0,,3.0,,10.0,10.0,2.0,8.0,105.0,62.0,38.0,3.0,,5.0,8.0,4.0,430.0,1.0,1.0,,78.0,58.0,34.0,,,,,123.0,123.0,2.0,24.0,22.0,43.3,,,,,16.0,0.0,118.0,,2.0,2.0,,,6.0,1.0,3.0,80.0,348.0,6.0,13.0,218.0,23.0,6.0,6.0,3.0,15.0,12.0,,122.0,5.0,246.0,1.0,1.0,19.0,6.0,61.0,3.0,449.0,1.0,0.0,14.0,16.0,3.0,24.0,1.0,602.0,22.0,13.0,2.0,4.0,10.0,0.0
987788,20,2018-12-30 16:30:00,91,Bournemouth,Away,172.0,7.0,1.0,2.0,1.0,2.0,,114.0,4.0,1.0,8.0,5.0,2.0,17.0,284.0,,,16.0,11.0,11.0,3.0,2.0,,,,,,,,,,3.0,,,,,,,,2.0,9.0,2.0,4.0,3.0,53.0,47.0,1.0,,1.0,,18.0,2.0,7.0,,1.0,5.0,5.0,4.0,1.0,4.0,1.0,37.0,35.0,,19.0,6.0,,,36.0,7.0,10.0,,,1.0,1.0,,131.0,1.0,,1.0,,1.0,,6.0,,,,6.0,,5.0,5.0,,8.0,82.0,46.0,29.0,4.0,,2.0,4.0,3.0,325.0,3.0,1.0,,46.0,22.0,29.0,,,,,115.0,115.0,1.0,24.0,11.0,35.1,,,,,18.0,0.0,89.0,2.0,2.0,4.0,,,2.0,,3.0,62.0,260.0,5.0,6.0,195.0,16.0,19.0,14.0,4.0,13.0,10.0,,88.0,5.0,173.0,1.0,1.0,16.0,3.0,44.0,,355.0,,0.0,7.0,8.0,1.0,18.0,0.0,513.0,14.0,18.0,6.0,5.0,6.0,0.0
987792,21,2019-01-02 19:45:00,91,Bournemouth,Home,198.0,19.0,3.0,7.0,4.0,3.0,,181.0,3.0,,6.0,6.0,7.0,30.0,372.0,,,19.0,34.0,26.0,13.0,2.0,,,,,,,,,,18.0,,,,,,,4.0,4.0,6.0,5.0,18.0,7.0,57.0,71.0,5.0,5.0,2.0,,12.0,5.0,2.0,,,4.0,6.0,5.0,1.0,10.0,,61.0,66.0,,16.0,8.0,1.0,,60.0,9.0,15.0,1.0,,3.0,,,180.0,2.0,1.0,1.0,1.0,1.0,,9.0,1.0,1.0,1.0,8.0,,9.0,9.0,1.0,6.0,145.0,72.0,37.0,2.0,1.0,6.0,11.0,12.0,460.0,2.0,1.0,,57.0,77.0,29.0,,,,,161.0,161.0,5.0,30.0,29.0,57.0,,,1.0,,12.0,0.0,109.0,,,,1.0,,8.0,1.0,2.0,95.0,353.0,1.0,17.0,230.0,37.0,16.0,17.0,4.0,15.0,11.0,,145.0,11.0,276.0,2.0,,23.0,8.0,65.0,2.0,491.0,,0.0,25.0,15.0,2.0,20.0,1.0,682.0,40.0,13.0,10.0,4.0,10.0,0.0
987807,22,2019-01-13 14:15:00,91,Bournemouth,Away,102.0,11.0,3.0,7.0,4.0,2.0,2.0,166.0,3.0,2.0,3.0,4.0,4.0,23.0,261.0,,2.0,22.0,28.0,32.0,7.0,4.0,,2.0,,,1.0,1.0,,,,8.0,,,,,1.0,,1.0,5.0,10.0,5.0,12.0,4.0,44.0,54.0,1.0,1.0,,,29.0,2.0,7.0,1.0,1.0,9.0,9.0,2.0,,17.0,,61.0,71.0,,21.0,12.0,,,62.0,8.0,17.0,,,5.0,3.0,1.0,166.0,,,,,,,10.0,,,,12.0,1.0,6.0,6.0,1.0,3.0,82.0,72.0,33.0,5.0,,6.0,5.0,7.0,350.0,5.0,5.0,,68.0,66.0,36.0,,,,,176.0,176.0,2.0,22.0,26.0,49.1,1.0,,,,29.0,0.0,86.0,1.0,,,,2.0,7.0,,2.0,79.0,244.0,9.0,11.0,126.0,32.0,21.0,11.0,9.0,23.0,14.0,2.0,136.0,4.0,275.0,,2.0,21.0,6.0,64.0,1.0,378.0,1.0,0.0,16.0,14.0,2.0,29.0,0.0,594.0,31.0,11.0,9.0,9.0,8.0,0.0
987812,23,2019-01-19 15:00:00,91,Bournemouth,Home,150.0,11.0,,2.0,2.0,,1.0,126.0,3.0,,6.0,4.0,4.0,19.0,274.0,,2.0,16.0,19.0,17.0,4.0,1.0,,2.0,,,,,,,,8.0,,,,,,,2.0,3.0,4.0,5.0,5.0,5.0,65.0,76.0,2.0,1.0,1.0,2.0,22.0,1.0,9.0,,1.0,2.0,12.0,2.0,,3.0,1.0,46.0,58.0,2.0,27.0,11.0,,,47.0,6.0,10.0,2.0,,3.0,3.0,,152.0,1.0,,1.0,1.0,,1.0,6.0,2.0,,,11.0,1.0,11.0,11.0,1.0,6.0,71.0,48.0,28.0,3.0,,3.0,3.0,4.0,337.0,2.0,4.0,,44.0,64.0,27.0,,,,,137.0,137.0,6.0,33.0,27.0,38.5,,,,1.0,22.0,0.0,71.0,,1.0,1.0,1.0,2.0,5.0,,3.0,72.0,258.0,12.0,6.0,174.0,18.0,27.0,18.0,1.0,18.0,17.0,2.0,115.0,,203.0,,,21.0,5.0,44.0,4.0,359.0,,0.0,10.0,24.0,4.0,19.0,0.0,559.0,24.0,12.0,8.0,2.0,12.0,0.0
987822,24,2019-01-30 19:45:00,91,Bournemouth,Home,156.0,13.0,,3.0,3.0,1.0,,105.0,1.0,,9.0,6.0,2.0,22.0,258.0,2.0,2.0,14.0,9.0,12.0,5.0,,,3.0,,,,,,,,10.0,,,,,,,2.0,4.0,7.0,4.0,9.0,3.0,49.0,63.0,5.0,2.0,3.0,4.0,17.0,3.0,11.0,,,3.0,5.0,3.0,,6.0,4.0,41.0,32.0,4.0,42.0,20.0,,,25.0,8.0,6.0,3.0,,2.0,,,143.0,4.0,,4.0,3.0,1.0,1.0,4.0,3.0,,,20.0,,13.0,13.0,2.0,9.0,77.0,47.0,22.0,7.0,,2.0,7.0,7.0,315.0,2.0,1.0,,41.0,36.0,14.0,,,,,112.0,112.0,,32.0,18.0,32.1,,,,,17.0,0.0,69.0,4.0,3.0,7.0,,3.0,2.0,,3.0,54.0,244.0,7.0,10.0,189.0,24.0,42.0,11.0,,8.0,8.0,4.0,79.0,4.0,157.0,,,27.0,2.0,57.0,1.0,338.0,2.0,0.0,12.0,10.0,2.0,16.0,1.0,521.0,19.0,10.0,4.0,3.0,6.0,0.0
987834,25,2019-02-02 17:30:00,91,Bournemouth,Away,207.0,14.0,3.0,6.0,3.0,,1.0,310.0,3.0,1.0,3.0,7.0,16.0,24.0,511.0,,,21.0,27.0,20.0,5.0,3.0,,,,,,,,,,6.0,,,,,,,1.0,7.0,9.0,3.0,6.0,3.0,100.0,54.0,,,,3.0,22.0,2.0,5.0,,1.0,7.0,9.0,3.0,,12.0,1.0,60.0,70.0,3.0,20.0,12.0,,,52.0,14.0,17.0,,1.0,4.0,3.0,,201.0,,,,,,,3.0,,1.0,2.0,12.0,1.0,5.0,5.0,,3.0,153.0,85.0,64.0,6.0,,4.0,4.0,2.0,592.0,7.0,5.0,,72.0,106.0,34.0,1.0,1.0,1.0,,152.0,152.0,2.0,28.0,21.0,73.1,,,,1.0,22.0,0.0,161.0,3.0,,3.0,,,5.0,,3.0,143.0,489.0,4.0,8.0,222.0,30.0,20.0,26.0,6.0,21.0,15.0,,200.0,5.0,414.0,1.0,2.0,13.0,16.0,39.0,,615.0,,0.0,9.0,13.0,,22.0,2.0,819.0,32.0,9.0,21.0,7.0,4.0,0.0
987846,26,2019-02-09 15:00:00,91,Bournemouth,Away,178.0,13.0,2.0,4.0,2.0,1.0,1.0,105.0,7.0,,5.0,1.0,2.0,16.0,279.0,,,11.0,15.0,11.0,6.0,1.0,,,,,,,,,,9.0,,,,,,,,4.0,14.0,6.0,6.0,6.0,39.0,59.0,,,,,14.0,5.0,6.0,,1.0,5.0,5.0,3.0,,10.0,1.0,50.0,48.0,,28.0,10.0,,,44.0,6.0,13.0,,,2.0,1.0,,137.0,,,,,,,11.0,,,,10.0,,15.0,15.0,5.0,5.0,91.0,59.0,25.0,8.0,,2.0,5.0,2.0,333.0,5.0,3.0,,53.0,37.0,25.0,,,,,141.0,141.0,4.0,30.0,17.0,34.4,,,,,14.0,0.0,96.0,2.0,4.0,6.0,1.0,,5.0,,3.0,58.0,258.0,4.0,7.0,200.0,33.0,28.0,24.0,5.0,14.0,9.0,,94.0,5.0,177.0,,,17.0,3.0,49.0,2.0,363.0,,0.0,12.0,13.0,1.0,15.0,2.0,576.0,23.0,15.0,11.0,5.0,7.0,0.0
987852,27,2019-02-23 15:00:00,91,Bournemouth,Home,127.0,15.0,2.0,6.0,4.0,3.0,,150.0,2.0,,4.0,8.0,4.0,18.0,271.0,1.0,1.0,23.0,21.0,27.0,5.0,2.0,4.0,,,,,,,,,4.0,1.0,1.0,,1.0,,1.0,,6.0,6.0,4.0,9.0,1.0,64.0,53.0,1.0,2.0,1.0,1.0,20.0,2.0,10.0,,,9.0,9.0,4.0,,16.0,,61.0,73.0,1.0,33.0,17.0,,,48.0,10.0,15.0,1.0,,4.0,2.0,,158.0,,,,,,,7.0,,,,17.0,2.0,13.0,13.0,,4.0,73.0,69.0,30.0,8.0,,3.0,4.0,3.0,345.0,3.0,4.0,,84.0,37.0,26.0,1.0,1.0,1.0,2.0,160.0,160.0,3.0,19.0,26.0,44.6,2.0,2.0,,1.0,20.0,0.0,75.0,1.0,,1.0,1.0,,5.0,,1.0,88.0,256.0,6.0,7.0,156.0,26.0,33.0,16.0,7.0,22.0,15.0,,131.0,8.0,236.0,,,29.0,4.0,50.0,1.0,370.0,1.0,0.0,10.0,21.0,1.0,28.0,4.0,597.0,27.0,14.0,11.0,9.0,12.0,0.0
987862,28,2019-02-27 19:45:00,91,Bournemouth,Away,157.0,17.0,2.0,5.0,3.0,,,126.0,2.0,1.0,2.0,3.0,5.0,23.0,278.0,,1.0,16.0,10.0,15.0,7.0,1.0,,,,,,1.0,,,,11.0,,,,,,,,6.0,12.0,4.0,7.0,6.0,62.0,47.0,1.0,,1.0,4.0,22.0,5.0,5.0,,,4.0,8.0,3.0,,4.0,2.0,30.0,48.0,4.0,20.0,10.0,1.0,,44.0,9.0,11.0,1.0,,3.0,1.0,1.0,113.0,1.0,,1.0,1.0,,,3.0,1.0,,,10.0,1.0,7.0,7.0,,2.0,86.0,37.0,18.0,9.0,,3.0,6.0,5.0,324.0,5.0,1.0,,48.0,42.0,25.0,,,,,108.0,108.0,3.0,24.0,18.0,35.2,,,,,22.0,0.0,85.0,2.0,,2.0,,,3.0,,3.0,69.0,260.0,12.0,9.0,181.0,34.0,20.0,9.0,4.0,16.0,12.0,,100.0,1.0,181.0,,1.0,13.0,5.0,48.0,4.0,346.0,,0.0,13.0,16.0,3.0,17.0,2.0,518.0,17.0,16.0,6.0,4.0,8.0,0.0
987872,29,2019-03-02 15:00:00,91,Bournemouth,Home,66.0,6.0,,,,3.0,,35.0,5.0,,6.0,6.0,1.0,16.0,101.0,,,15.0,13.0,9.0,,,,,,,,,,,,,,,,,,,,4.0,13.0,10.0,,,22.0,40.0,,,,4.0,15.0,,6.0,,,,1.0,,,9.0,5.0,34.0,33.0,4.0,38.0,14.0,,1.0,30.0,7.0,6.0,,,1.0,1.0,,101.0,,,,,,,15.0,,1.0,1.0,14.0,,16.0,16.0,6.0,6.0,30.0,52.0,14.0,14.0,,,,,151.0,6.0,1.0,,15.0,36.0,6.0,,,,,104.0,104.0,,26.0,3.0,18.0,,,,,15.0,0.0,23.0,4.0,2.0,8.0,,,,,3.0,13.0,92.0,9.0,,89.0,18.0,38.0,4.0,,2.0,2.0,,42.0,4.0,89.0,1.0,,33.0,2.0,60.0,1.0,176.0,,0.0,,14.0,,19.0,1.0,350.0,5.0,12.0,4.0,,6.0,0.0
987886,30,2019-03-09 15:00:00,91,Bournemouth,Away,143.0,11.0,2.0,3.0,2.0,2.0,,119.0,6.0,,2.0,7.0,5.0,17.0,259.0,1.0,1.0,17.0,20.0,11.0,5.0,,,1.0,,,,,,,,7.0,,,,,,,1.0,5.0,2.0,6.0,8.0,,50.0,67.0,4.0,3.0,2.0,4.0,29.0,,12.0,,,5.0,3.0,2.0,,9.0,,58.0,54.0,4.0,36.0,20.0,,,38.0,9.0,13.0,1.0,,3.0,1.0,,156.0,2.0,,2.0,2.0,,,13.0,2.0,,,20.0,,8.0,8.0,2.0,2.0,92.0,63.0,26.0,6.0,1.0,3.0,4.0,5.0,341.0,4.0,,,51.0,40.0,26.0,,,,,154.0,154.0,1.0,44.0,16.0,43.5,,,,,29.0,0.0,74.0,,1.0,1.0,,1.0,3.0,,3.0,67.0,238.0,15.0,8.0,179.0,29.0,36.0,20.0,4.0,9.0,6.0,1.0,113.0,7.0,202.0,1.0,,26.0,5.0,58.0,,372.0,1.0,0.0,8.0,19.0,6.0,21.0,1.0,574.0,24.0,13.0,11.0,5.0,13.0,0.0
987892,31,2019-03-16 15:00:00,91,Bournemouth,Home,151.0,5.0,2.0,4.0,2.0,1.0,1.0,149.0,9.0,1.0,11.0,5.0,5.0,17.0,296.0,,,15.0,16.0,21.0,3.0,2.0,,,,,,,,,,4.0,1.0,,,,,1.0,2.0,4.0,4.0,8.0,7.0,3.0,40.0,65.0,1.0,2.0,1.0,1.0,15.0,,7.0,,,6.0,9.0,2.0,,13.0,3.0,56.0,52.0,1.0,21.0,9.0,,,59.0,9.0,11.0,2.0,,3.0,3.0,,172.0,1.0,,1.0,1.0,,,12.0,1.0,1.0,,9.0,1.0,8.0,8.0,2.0,11.0,101.0,80.0,42.0,6.0,,5.0,1.0,3.0,378.0,4.0,2.0,,67.0,63.0,29.0,,,,1.0,162.0,162.0,2.0,30.0,20.0,48.9,1.0,2.0,1.0,,15.0,0.0,90.0,,2.0,3.0,,,7.0,,1.0,67.0,276.0,1.0,6.0,176.0,18.0,21.0,21.0,5.0,19.0,14.0,,119.0,3.0,246.0,1.0,1.0,29.0,5.0,54.0,,403.0,,0.0,10.0,11.0,2.0,18.0,3.0,585.0,15.0,10.0,9.0,6.0,7.0,0.0
987908,32,2019-03-30 15:00:00,91,Bournemouth,Away,187.0,6.0,,1.0,1.0,2.0,,147.0,5.0,1.0,6.0,4.0,2.0,14.0,333.0,1.0,,18.0,23.0,18.0,6.0,,,,,,,,,,,7.0,,,,,,,,5.0,10.0,8.0,2.0,6.0,68.0,58.0,1.0,1.0,,3.0,19.0,2.0,14.0,,,1.0,3.0,7.0,,7.0,1.0,64.0,48.0,3.0,22.0,7.0,,1.0,49.0,12.0,6.0,,,1.0,1.0,,154.0,,,,,,,9.0,,,,7.0,,16.0,16.0,1.0,6.0,99.0,66.0,37.0,6.0,,3.0,3.0,2.0,403.0,5.0,4.0,,56.0,58.0,23.0,,,,,146.0,146.0,4.0,24.0,24.0,41.2,,,,,19.0,0.0,102.0,2.0,,2.0,,,4.0,,3.0,74.0,317.0,7.0,6.0,217.0,14.0,22.0,17.0,1.0,12.0,11.0,,104.0,7.0,218.0,,1.0,17.0,4.0,42.0,1.0,423.0,1.0,0.0,8.0,15.0,,26.0,2.0,610.0,8.0,17.0,9.0,1.0,8.0,0.0
