matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987592,1,2018-08-11 15:00:00,91,Bournemouth,Home,206.0,7.0,1.0,5.0,4.0,2.0,,196.0,5.0,,3.0,8.0,10.0,29.0,397.0,1.0,1.0,27.0,31.0,32.0,5.0,1.0,,,,,,,,,,8.0,,,1.0,,,,1.0,6.0,8.0,2.0,10.0,2.0,76.0,61.0,3.0,3.0,1.0,3.0,23.0,2.0,9.0,,,7.0,5.0,1.0,,12.0,1.0,73.0,62.0,3.0,37.0,26.0,,,48.0,11.0,8.0,1.0,,2.0,1.0,,178.0,2.0,,2.0,1.0,1.0,,7.0,1.0,,,26.0,,4.0,4.0,,3.0,117.0,78.0,47.0,4.0,1.0,4.0,4.0,4.0,482.0,3.0,4.0,,78.0,66.0,30.0,,,,1.0,168.0,168.0,7.0,27.0,24.0,62.9,,,,,23.0,0.0,131.0,1.0,,1.0,,,6.0,,3.0,99.0,382.0,8.0,8.0,228.0,18.0,37.0,21.0,4.0,11.0,7.0,,156.0,2.0,285.0,,,27.0,11.0,57.0,,502.0,1.0,0.0,12.0,11.0,2.0,31.0,1.0,711.0,37.0,27.0,11.0,7.0,5.0,0.0
987611,2,2018-08-18 15:00:00,91,Bournemouth,Away,121.0,7.0,,3.0,3.0,2.0,1.0,128.0,6.0,,3.0,4.0,6.0,16.0,246.0,1.0,1.0,13.0,26.0,19.0,9.0,1.0,,,,,,,,,,10.0,,,,,,,1.0,7.0,6.0,5.0,8.0,4.0,37.0,48.0,3.0,2.0,1.0,3.0,14.0,4.0,11.0,,1.0,4.0,4.0,1.0,1.0,11.0,4.0,67.0,54.0,3.0,31.0,20.0,,,43.0,10.0,14.0,1.0,,4.0,2.0,,144.0,2.0,1.0,1.0,1.0,1.0,,9.0,1.0,,,20.0,,6.0,6.0,3.0,3.0,69.0,53.0,28.0,6.0,,3.0,9.0,5.0,296.0,3.0,4.0,,28.0,57.0,30.0,1.0,1.0,1.0,,124.0,124.0,1.0,23.0,18.0,39.0,,,3.0,,14.0,0.0,71.0,2.0,2.0,4.0,,,3.0,,2.0,62.0,231.0,8.0,12.0,140.0,18.0,31.0,22.0,4.0,11.0,7.0,,102.0,6.0,192.0,,,22.0,6.0,45.0,,321.0,2.0,0.0,12.0,11.0,3.0,19.0,2.0,515.0,24.0,10.0,12.0,4.0,9.0,0.0
987612,3,2018-08-25 15:00:00,91,Bournemouth,Home,159.0,13.0,2.0,6.0,4.0,3.0,,148.0,6.0,,3.0,5.0,6.0,21.0,301.0,,1.0,27.0,19.0,16.0,9.0,3.0,,,,,,,,,,9.0,1.0,,,,1.0,,2.0,5.0,5.0,6.0,12.0,5.0,44.0,50.0,3.0,3.0,2.0,3.0,12.0,2.0,6.0,,,6.0,13.0,5.0,1.0,12.0,1.0,58.0,50.0,3.0,13.0,6.0,2.0,,54.0,12.0,10.0,1.0,,2.0,,,149.0,,,,,,,9.0,,,,6.0,1.0,8.0,8.0,,3.0,88.0,55.0,32.0,2.0,,8.0,4.0,5.0,357.0,3.0,2.0,,58.0,56.0,37.0,,,,1.0,139.0,139.0,3.0,19.0,23.0,49.9,1.0,,1.0,1.0,12.0,0.0,101.0,,1.0,1.0,,,10.0,,3.0,81.0,281.0,5.0,12.0,178.0,25.0,13.0,15.0,4.0,22.0,18.0,,120.0,6.0,226.0,1.0,,13.0,8.0,47.0,5.0,382.0,,1.0,17.0,18.0,1.0,28.0,0.0,570.0,26.0,13.0,6.0,6.0,12.0,0.0
987625,4,2018-09-01 15:00:00,91,Bournemouth,Away,74.0,6.0,1.0,3.0,2.0,1.0,1.0,104.0,4.0,,9.0,4.0,7.0,15.0,175.0,,,11.0,19.0,13.0,3.0,2.0,,,,,,,,,,4.0,,,,,,,1.0,3.0,10.0,14.0,5.0,3.0,34.0,51.0,2.0,2.0,,3.0,15.0,1.0,9.0,,,6.0,9.0,1.0,,2.0,2.0,46.0,39.0,3.0,35.0,13.0,,,50.0,7.0,10.0,,,1.0,1.0,,126.0,,,,,,,9.0,,3.0,,13.0,,13.0,13.0,3.0,9.0,43.0,47.0,25.0,7.0,,3.0,2.0,1.0,226.0,11.0,3.0,,39.0,67.0,25.0,,,,,130.0,130.0,8.0,16.0,17.0,27.4,,,,,15.0,0.0,49.0,4.0,,4.0,,,6.0,,3.0,67.0,159.0,7.0,5.0,92.0,10.0,35.0,13.0,4.0,15.0,11.0,,112.0,5.0,175.0,3.0,,19.0,10.0,38.0,1.0,252.0,,0.0,8.0,14.0,,20.0,2.0,459.0,17.0,16.0,3.0,6.0,8.0,0.0
987632,5,2018-09-15 15:00:00,91,Bournemouth,Home,157.0,8.0,,1.0,1.0,1.0,,101.0,4.0,,7.0,9.0,5.0,20.0,257.0,1.0,2.0,24.0,22.0,15.0,3.0,,,1.0,,,,,,,1.0,8.0,1.0,,,,,,,10.0,11.0,3.0,7.0,3.0,45.0,56.0,3.0,1.0,3.0,2.0,22.0,3.0,8.0,1.0,1.0,4.0,4.0,3.0,1.0,14.0,4.0,62.0,46.0,2.0,25.0,6.0,,,61.0,13.0,14.0,1.0,,2.0,1.0,,167.0,3.0,,2.0,3.0,,,9.0,3.0,3.0,1.0,6.0,,6.0,6.0,,7.0,76.0,69.0,28.0,6.0,2.0,1.0,5.0,5.0,326.0,3.0,1.0,,42.0,52.0,21.0,1.0,1.0,1.0,1.0,156.0,156.0,4.0,23.0,17.0,46.7,,,,,22.0,0.0,72.0,5.0,1.0,5.0,,1.0,2.0,,3.0,58.0,238.0,8.0,6.0,185.0,24.0,25.0,11.0,1.0,9.0,8.0,1.0,106.0,4.0,184.0,3.0,,29.0,5.0,59.0,1.0,360.0,3.0,0.0,10.0,12.0,2.0,30.0,3.0,552.0,19.0,17.0,5.0,4.0,8.0,0.0
987644,6,2018-09-22 15:00:00,91,Bournemouth,Away,262.0,10.0,2.0,5.0,3.0,1.0,,241.0,3.0,,5.0,6.0,5.0,19.0,498.0,,,15.0,25.0,21.0,13.0,1.0,4.0,,1.0,,1.0,2.0,,,,13.0,,,,,,,,1.0,10.0,2.0,7.0,12.0,80.0,60.0,1.0,1.0,,3.0,19.0,9.0,,,,8.0,14.0,8.0,,10.0,,44.0,57.0,3.0,29.0,17.0,,,57.0,6.0,17.0,,,2.0,,2.0,194.0,,,,,,,6.0,,1.0,,17.0,1.0,8.0,8.0,,5.0,158.0,71.0,46.0,3.0,,3.0,11.0,5.0,573.0,4.0,1.0,,61.0,93.0,42.0,,,,,165.0,165.0,2.0,30.0,21.0,62.4,,,,1.0,19.0,0.0,172.0,,1.0,1.0,,,5.0,1.0,3.0,132.0,473.0,3.0,14.0,294.0,22.0,29.0,16.0,4.0,26.0,22.0,,183.0,4.0,336.0,1.0,,22.0,6.0,47.0,2.0,604.0,1.0,0.0,19.0,8.0,1.0,16.0,0.0,808.0,34.0,19.0,11.0,8.0,5.0,0.0
987652,7,2018-10-01 20:00:00,91,Bournemouth,Home,176.0,16.0,,8.0,8.0,3.0,2.0,167.0,5.0,,4.0,11.0,4.0,24.0,335.0,,,17.0,9.0,14.0,5.0,2.0,,2.0,,,,,,,,5.0,1.0,,,,,,2.0,5.0,3.0,7.0,8.0,3.0,61.0,63.0,2.0,2.0,1.0,1.0,14.0,2.0,6.0,,,3.0,6.0,3.0,,9.0,1.0,43.0,41.0,1.0,25.0,15.0,,,66.0,9.0,12.0,,,4.0,2.0,,172.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,15.0,,9.0,9.0,,4.0,89.0,62.0,41.0,3.0,1.0,3.0,5.0,5.0,403.0,3.0,,,75.0,60.0,26.0,,,,1.0,141.0,141.0,4.0,23.0,30.0,44.4,,,,,14.0,0.0,103.0,,1.0,1.0,,2.0,4.0,,2.0,79.0,319.0,4.0,8.0,198.0,31.0,25.0,13.0,2.0,13.0,11.0,2.0,132.0,10.0,240.0,2.0,,28.0,4.0,53.0,2.0,425.0,1.0,0.0,11.0,12.0,2.0,21.0,3.0,607.0,22.0,21.0,3.0,3.0,8.0,0.0
987671,8,2018-10-06 15:00:00,91,Bournemouth,Away,192.0,12.0,2.0,5.0,3.0,,,168.0,6.0,,6.0,4.0,2.0,23.0,355.0,,1.0,12.0,15.0,18.0,4.0,1.0,,2.0,,,,,,,,7.0,1.0,,,,,,,5.0,8.0,6.0,9.0,1.0,68.0,57.0,3.0,1.0,4.0,4.0,13.0,,3.0,,,7.0,7.0,3.0,,13.0,1.0,45.0,39.0,4.0,37.0,19.0,,,45.0,9.0,11.0,3.0,1.0,2.0,1.0,,144.0,2.0,,2.0,2.0,,1.0,8.0,3.0,2.0,,19.0,,8.0,8.0,1.0,6.0,113.0,58.0,39.0,10.0,1.0,2.0,5.0,7.0,401.0,10.0,2.0,,59.0,62.0,23.0,,,,1.0,121.0,121.0,1.0,24.0,24.0,52.8,,,,1.0,13.0,0.0,101.0,1.0,1.0,2.0,,2.0,3.0,,3.0,96.0,335.0,6.0,7.0,215.0,22.0,37.0,8.0,3.0,14.0,11.0,2.0,123.0,3.0,225.0,3.0,,14.0,3.0,47.0,2.0,426.0,1.0,0.0,10.0,9.0,2.0,14.0,1.0,624.0,20.0,16.0,3.0,7.0,6.0,0.0
987672,9,2018-10-20 15:00:00,91,Bournemouth,Home,212.0,17.0,2.0,3.0,2.0,1.0,,141.0,5.0,,10.0,6.0,3.0,27.0,350.0,1.0,,23.0,26.0,24.0,4.0,2.0,,,,,,,,,,5.0,,,,,,,1.0,5.0,2.0,6.0,9.0,,71.0,63.0,2.0,2.0,,3.0,17.0,2.0,3.0,,,6.0,11.0,6.0,,7.0,2.0,58.0,54.0,3.0,30.0,22.0,,1.0,54.0,11.0,14.0,,,1.0,1.0,,182.0,,,,,,,7.0,,,,22.0,,5.0,5.0,4.0,10.0,97.0,75.0,42.0,4.0,,4.0,2.0,2.0,430.0,2.0,4.0,,47.0,64.0,38.0,,,,,172.0,172.0,2.0,24.0,25.0,57.3,,,,,17.0,0.0,108.0,1.0,3.0,4.0,1.0,,5.0,,3.0,62.0,326.0,5.0,7.0,246.0,37.0,30.0,18.0,5.0,22.0,18.0,,109.0,4.0,234.0,,,26.0,3.0,69.0,,458.0,1.0,0.0,9.0,9.0,,32.0,1.0,663.0,17.0,14.0,7.0,6.0,7.0,0.0
987685,10,2018-10-27 15:00:00,91,Bournemouth,Away,195.0,13.0,,6.0,6.0,,,232.0,6.0,1.0,7.0,5.0,4.0,26.0,421.0,,2.0,17.0,27.0,9.0,7.0,,,1.0,,,,,,,,10.0,1.0,,,,,,,1.0,7.0,4.0,8.0,4.0,71.0,53.0,3.0,1.0,3.0,3.0,18.0,1.0,5.0,,,5.0,13.0,4.0,,5.0,,45.0,37.0,3.0,24.0,8.0,,1.0,61.0,3.0,15.0,3.0,,4.0,2.0,,158.0,2.0,,2.0,2.0,,1.0,8.0,2.0,1.0,,8.0,,10.0,10.0,1.0,7.0,140.0,71.0,45.0,5.0,,4.0,5.0,5.0,471.0,1.0,2.0,,101.0,56.0,41.0,,,,1.0,122.0,122.0,2.0,21.0,23.0,48.0,,,,,18.0,0.0,126.0,,1.0,1.0,1.0,1.0,6.0,,3.0,111.0,404.0,8.0,10.0,208.0,30.0,24.0,12.0,4.0,23.0,19.0,2.0,152.0,2.0,310.0,1.0,1.0,13.0,4.0,49.0,1.0,495.0,1.0,0.0,12.0,7.0,5.0,24.0,1.0,683.0,29.0,11.0,7.0,5.0,4.0,0.0
