matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attLgRight,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561895,1.0,2025-08-15 20:00:00,91,Bournemouth,Away,132.0,14.0,1.0,5.0,4.0,2.0,,82.0,5.0,2.0,5.0,7.0,1.0,24.0,209.0,2.0,,10.0,29.0,18.0,5.0,1.0,1.0,3.0,0.0,,,1.0,,,,,,,8.0,0.0,,,,,,3.0,15.0,4.0,8.0,2.0,,48.0,54.0,3.0,2.0,1.0,,9.0,3.0,8.0,,,7.0,8.0,6.0,0.0,5.0,1.0,63.0,52.0,,45.0,14.0,,,0.649442,1.6986,0.0367,0.8149,3.0464,45.0,10.0,6.0,,,2.0,,1.0,123.0,2.0,1.0,2.0,,2.0,11.0,,,2.0,2.0,,,,,14.0,,11.0,11.0,3.0,0.0,5.0,63.0,66.0,19.0,6.0,2.0,4.0,4.0,3.0,275.0,,,2.0,,0.0,29.0,40.0,30.0,,,,,143.0,143.0,3.0,19.0,24.0,38.8,,,,1.0,19.0,0.0,,,,65.0,4.0,2.0,6.0,,3.0,4.0,,0.0,4.0,48.0,194.0,9.0,8.0,149.0,31.0,45.0,19.0,6.0,20.0,14.0,110189.5,5.0,92.0,7.0,170.0,2.0,2.0,32.0,2.0,70.0,2.0,299.0,4.0,0.0,10.0,20.0,,17.0,2.0,519.0,28.0,13.0,0.0,8.0,7.0,12.0,0.0
2561905,2.0,2025-08-23 15:00:00,91,Bournemouth,Home,155.0,7.0,,3.0,3.0,3.0,,235.0,5.0,1.0,3.0,4.0,10.0,23.0,387.0,,1.0,14.0,25.0,8.0,11.0,1.0,,1.0,0.0,,1.0,2.0,,,,,,,10.0,0.0,,1.0,,,1.0,6.0,3.0,3.0,8.0,6.0,,79.0,34.0,2.0,2.0,1.0,1.0,7.0,5.0,5.0,,,8.0,8.0,6.0,0.0,9.0,1.0,64.0,45.0,1.0,32.0,15.0,,,1.13469,1.2912,0.2056,0.9297,0.2372,70.0,13.0,16.0,,,3.0,,2.0,142.0,1.0,1.0,1.0,,,7.0,,,1.0,1.0,,,,,15.0,1.0,6.0,6.0,,0.0,3.0,108.0,55.0,33.0,3.0,1.0,5.0,8.0,4.0,420.0,,,2.0,1.0,0.0,86.0,82.0,36.0,,,,,120.0,120.0,4.0,11.0,16.0,58.8,1.0,,,1.0,17.0,0.0,,,,118.0,1.0,,1.0,,1.0,5.0,,0.0,5.0,114.0,365.0,7.0,13.0,163.0,21.0,32.0,22.0,6.0,20.0,14.0,106280.67,1.0,146.0,4.0,304.0,1.0,1.0,19.0,10.0,51.0,2.0,447.0,,0.0,14.0,12.0,2.0,24.0,2.0,651.0,30.0,9.0,0.0,10.0,8.0,9.0,0.0
2561923,3.0,2025-08-30 15:00:00,91,Bournemouth,Away,104.0,9.0,1.0,5.0,4.0,2.0,1.0,109.0,5.0,,3.0,2.0,4.0,19.0,208.0,,1.0,7.0,17.0,16.0,11.0,1.0,2.0,,0.0,,1.0,1.0,,,,,,1.0,11.0,0.0,,,,,1.0,8.0,3.0,2.0,15.0,5.0,,43.0,57.0,2.0,3.0,,1.0,7.0,5.0,10.0,,,8.0,3.0,7.0,0.0,8.0,,56.0,69.0,1.0,31.0,18.0,,,0.799562,1.5863,0.0352,1.4839,0.2161,61.0,13.0,17.0,1.0,,4.0,1.0,1.0,138.0,1.0,1.0,1.0,,,9.0,,,1.0,3.0,,,,,18.0,1.0,9.0,9.0,,0.0,3.0,58.0,66.0,24.0,,0.0,5.0,8.0,6.0,267.0,,,1.0,1.0,0.0,46.0,35.0,38.0,,,,,145.0,145.0,6.0,19.0,25.0,38.6,,,,1.0,17.0,0.0,,,,57.0,1.0,,1.0,,,9.0,,0.0,5.0,61.0,187.0,7.0,13.0,118.0,27.0,31.0,16.0,7.0,18.0,11.0,112755.02,,109.0,5.0,196.0,3.0,,17.0,4.0,57.0,3.0,296.0,1.0,0.0,20.0,28.0,2.0,15.0,4.0,517.0,29.0,16.0,0.0,8.0,8.0,13.0,0.0
2561925,4.0,2025-09-13 15:00:00,91,Bournemouth,Home,148.0,16.0,1.0,4.0,4.0,1.0,,165.0,7.0,1.0,4.0,3.0,3.0,25.0,309.0,,,13.0,9.0,17.0,7.0,1.0,2.0,,0.0,1.0,1.0,2.0,,,,,,,7.0,1.0,,,,,,10.0,5.0,1.0,7.0,6.0,,62.0,50.0,,,1.0,2.0,12.0,4.0,10.0,,,4.0,11.0,4.0,0.0,12.0,1.0,55.0,51.0,2.0,35.0,19.0,1.0,,0.93455,1.4475,0.0736,1.4936,1.2767,65.0,16.0,10.0,,,3.0,1.0,2.0,153.0,1.0,,1.0,,,12.0,,,1.0,,,,,,19.0,,3.0,3.0,,0.0,4.0,88.0,63.0,30.0,4.0,2.0,3.0,6.0,5.0,372.0,,,2.0,,0.0,56.0,56.0,31.0,,,,1.0,138.0,138.0,3.0,24.0,19.0,51.3,,,,,24.0,0.0,,,,90.0,1.0,,1.0,2.0,,4.0,1.0,0.0,5.0,88.0,297.0,12.0,9.0,165.0,38.0,35.0,14.0,4.0,19.0,16.0,112134.38,,136.0,8.0,247.0,,1.0,15.0,3.0,56.0,1.0,393.0,,0.0,13.0,18.0,,17.0,4.0,589.0,28.0,14.0,0.0,6.0,4.0,14.0,0.0
2561935,5.0,2025-09-21 14:00:00,91,Bournemouth,Home,219.0,10.0,1.0,1.0,,4.0,,190.0,3.0,,4.0,3.0,8.0,17.0,409.0,,,16.0,16.0,19.0,6.0,,1.0,,0.0,,1.0,1.0,,1.0,,,,,6.0,0.0,,,,,1.0,3.0,1.0,3.0,4.0,7.0,,72.0,60.0,,,,1.0,12.0,6.0,12.0,,,5.0,5.0,9.0,0.0,8.0,,54.0,47.0,1.0,28.0,15.0,,,0.273144,0.4617,0.1102,0.259,0.0971,71.0,7.0,8.0,,,4.0,2.0,1.0,162.0,,,,,,5.0,,,0.0,1.0,,,,,15.0,,16.0,16.0,2.0,0.0,4.0,134.0,69.0,32.0,2.0,0.0,1.0,5.0,2.0,483.0,,,,2.0,0.0,72.0,51.0,30.0,,,,,159.0,159.0,7.0,26.0,22.0,56.1,,,,1.0,20.0,0.0,,,,130.0,1.0,,1.0,,,3.0,,0.0,4.0,90.0,398.0,12.0,6.0,245.0,33.0,28.0,17.0,5.0,21.0,16.0,109204.04,,136.0,6.0,274.0,1.0,,25.0,8.0,61.0,3.0,498.0,,0.0,11.0,15.0,3.0,21.0,2.0,699.0,16.0,20.0,0.0,6.0,5.0,8.0,0.0
2561950,6.0,2025-09-27 15:00:00,91,Bournemouth,Away,179.0,13.0,1.0,3.0,2.0,1.0,1.0,260.0,5.0,,7.0,1.0,6.0,24.0,436.0,,,23.0,18.0,19.0,7.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,7.0,0.0,,,,,2.0,4.0,16.0,3.0,7.0,5.0,,90.0,52.0,1.0,,1.0,,11.0,3.0,8.0,,,4.0,7.0,9.0,0.0,13.0,3.0,65.0,63.0,,30.0,19.0,,,0.705088,0.8219,0.2065,1.3132,2.044,60.0,13.0,11.0,,,1.0,1.0,1.0,147.0,1.0,1.0,,1.0,,5.0,,,0.0,,,,,,19.0,,7.0,7.0,2.0,0.0,7.0,150.0,69.0,48.0,7.0,1.0,2.0,6.0,5.0,491.0,,,6.0,,0.0,85.0,83.0,43.0,,,,,132.0,132.0,2.0,23.0,19.0,58.6,,2.0,1.0,,22.0,0.0,,,,122.0,5.0,1.0,6.0,,1.0,4.0,,1.0,5.0,134.0,419.0,11.0,8.0,194.0,25.0,30.0,25.0,4.0,21.0,17.0,111098.2,1.0,174.0,3.0,336.0,1.0,,13.0,7.0,46.0,2.0,509.0,,0.0,12.0,23.0,1.0,28.0,2.0,747.0,21.0,7.0,0.0,11.0,4.0,11.0,0.0
2561955,7.0,2025-10-03 20:00:00,91,Bournemouth,Home,193.0,15.0,,1.0,1.0,1.0,,268.0,2.0,1.0,6.0,8.0,12.0,25.0,460.0,,2.0,23.0,6.0,11.0,4.0,,1.0,1.0,0.0,,,,,,,,,1.0,10.0,0.0,,,,,,2.0,5.0,7.0,6.0,5.0,,93.0,60.0,1.0,1.0,1.0,2.0,11.0,3.0,9.0,,,4.0,12.0,8.0,0.0,4.0,1.0,33.0,40.0,2.0,23.0,11.0,,1.0,1.20977,1.121,,1.808,1.0641,89.0,8.0,9.0,,1.0,2.0,1.0,,189.0,3.0,1.0,3.0,,1.0,6.0,,,3.0,,,,,1.0,11.0,,8.0,8.0,,0.0,6.0,125.0,69.0,44.0,3.0,2.0,1.0,6.0,6.0,517.0,,,4.0,1.0,0.0,116.0,87.0,32.0,,,,,137.0,137.0,8.0,18.0,27.0,53.5,,,3.0,1.0,22.0,0.0,,,,129.0,1.0,2.0,3.0,,1.0,2.0,,1.0,5.0,137.0,445.0,11.0,7.0,202.0,26.0,23.0,17.0,4.0,25.0,21.0,117617.63,2.0,188.0,4.0,359.0,,1.0,19.0,14.0,51.0,2.0,536.0,1.0,0.0,11.0,10.0,5.0,28.0,0.0,731.0,30.0,17.0,0.0,10.0,4.0,7.0,0.0
2561967,8.0,2025-10-18 15:00:00,91,Bournemouth,Away,152.0,14.0,1.0,2.0,1.0,4.0,,130.0,6.0,3.0,10.0,8.0,7.0,20.0,280.0,1.0,1.0,8.0,32.0,22.0,4.0,1.0,1.0,1.0,0.0,,,,,,,,,,6.0,0.0,,,,,1.0,6.0,15.0,5.0,5.0,3.0,,51.0,45.0,1.0,,3.0,2.0,9.0,1.0,4.0,,1.0,5.0,1.0,5.0,0.0,16.0,2.0,73.0,53.0,2.0,47.0,24.0,,,0.983934,2.0308,,2.8101,3.9307,43.0,16.0,7.0,2.0,,2.0,2.0,,142.0,1.0,1.0,1.0,,1.0,11.0,,,2.0,4.0,,,,2.0,24.0,,12.0,12.0,2.0,0.0,10.0,80.0,61.0,36.0,6.0,0.0,2.0,3.0,5.0,338.0,,,6.0,,0.0,66.0,31.0,30.0,1.0,1.0,1.0,,139.0,139.0,5.0,18.0,11.0,47.7,,2.0,,,21.0,0.0,,,,91.0,2.0,2.0,4.0,,1.0,3.0,1.0,1.0,5.0,68.0,264.0,9.0,5.0,174.0,24.0,47.0,13.0,4.0,12.0,8.0,108690.64,1.0,112.0,8.0,202.0,5.0,3.0,28.0,8.0,52.0,3.0,364.0,1.0,0.0,8.0,18.0,2.0,14.0,4.0,586.0,19.0,13.0,0.0,6.0,5.0,7.0,0.0
2561975,9.0,2025-10-26 14:00:00,91,Bournemouth,Home,184.0,14.0,,2.0,2.0,,,177.0,5.0,2.0,6.0,3.0,3.0,17.0,359.0,,,14.0,21.0,17.0,7.0,,1.0,2.0,0.0,,,,,,,,1.0,,12.0,0.0,,,,,,7.0,3.0,5.0,5.0,8.0,,80.0,50.0,,,,2.0,9.0,4.0,2.0,,,6.0,6.0,2.0,0.0,10.0,2.0,58.0,40.0,2.0,16.0,9.0,,,0.463393,0.5779,,0.5633,0.8149,45.0,17.0,7.0,1.0,,,,,152.0,1.0,,1.0,,1.0,7.0,,,1.0,2.0,,,,,9.0,,12.0,12.0,1.0,0.0,6.0,101.0,69.0,34.0,4.0,1.0,2.0,6.0,5.0,429.0,,,2.0,,0.0,83.0,57.0,27.0,,,,,142.0,142.0,4.0,18.0,22.0,52.3,,,,,16.0,0.0,,,,114.0,2.0,2.0,4.0,,2.0,4.0,,0.0,5.0,87.0,344.0,9.0,8.0,203.0,31.0,16.0,16.0,2.0,10.0,8.0,107640.32,2.0,120.0,6.0,254.0,1.0,2.0,18.0,3.0,48.0,3.0,447.0,1.0,0.0,13.0,9.0,,21.0,3.0,629.0,16.0,17.0,0.0,7.0,6.0,7.0,0.0
2561990,10.0,2025-11-02 16:30:00,91,Bournemouth,Away,254.0,15.0,,1.0,1.0,1.0,,208.0,4.0,1.0,6.0,3.0,9.0,26.0,461.0,1.0,1.0,5.0,8.0,7.0,5.0,,1.0,2.0,0.0,,,,,1.0,1.0,,,,7.0,0.0,,,,,,8.0,13.0,2.0,4.0,4.0,,95.0,48.0,,,1.0,2.0,11.0,1.0,13.0,1.0,,4.0,5.0,10.0,0.0,5.0,,42.0,42.0,2.0,27.0,10.0,,,0.506886,0.7241,,1.5424,1.3927,55.0,11.0,8.0,,,2.0,1.0,,140.0,,,,,,4.0,,,0.0,1.0,,,,,10.0,,5.0,5.0,,0.0,6.0,147.0,56.0,42.0,10.0,1.0,2.0,3.0,5.0,507.0,,,4.0,1.0,0.0,97.0,47.0,28.0,,,,,112.0,112.0,3.0,21.0,18.0,51.6,,,,2.0,16.0,0.0,,,,139.0,4.0,1.0,4.0,,2.0,2.0,,0.0,5.0,95.0,449.0,11.0,5.0,274.0,24.0,27.0,9.0,4.0,20.0,16.0,110728.99,2.0,124.0,2.0,267.0,1.0,1.0,13.0,9.0,46.0,3.0,521.0,1.0,0.0,8.0,23.0,4.0,7.0,2.0,698.0,17.0,17.0,0.0,4.0,4.0,10.0,0.0
