matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855272,11,2016-11-05 15:00:00,91,Bournemouth,Home,173.0,8.0,3.0,7.0,4.0,,,298.0,1.0,,4.0,3.0,14.0,30.0,464.0,,2.0,17.0,14.0,7.0,15.0,2.0,6.0,,,,1.0,1.0,,,,,,14.0,,,,,,1.0,1.0,10.0,6.0,3.0,16.0,6.0,74.0,61.0,3.0,2.0,1.0,2.0,14.0,5.0,10.0,,,12.0,19.0,4.0,,13.0,2.0,55.0,56.0,2.0,21.0,14.0,,,56.0,14.0,17.0,,,6.0,4.0,1.0,169.0,1.0,,1.0,1.0,,,2.0,1.0,,,14.0,1.0,4.0,4.0,2.0,4.0,136.0,56.0,38.0,2.0,1.0,7.0,11.0,7.0,507.0,5.0,5.0,,82.0,74.0,46.0,1.0,1.0,1.0,,,134.0,134.0,9.0,34.0,12.0,69.8,1.0,3.0,,,14.0,0.0,158.0,1.0,1.0,2.0,,,,10.0,,3.0,191.0,435.0,6.0,18.0,187.0,18.0,21.0,22.0,3.0,30.0,27.0,,235.0,2.0,380.0,,1.0,16.0,15.0,50.0,1.0,537.0,,0.0,22.0,15.0,6.0,17.0,3.0,751.0,52.0,14.0,17.0,12.0,11.0,0.0
855287,12,2016-11-19 15:00:00,91,Bournemouth,Away,96.0,8.0,,1.0,1.0,2.0,1.0,171.0,7.0,1.0,5.0,1.0,9.0,20.0,266.0,,2.0,19.0,27.0,18.0,6.0,,,,,,,1.0,,,,,,6.0,,,,,1.0,,1.0,6.0,9.0,5.0,5.0,3.0,53.0,60.0,2.0,1.0,1.0,2.0,8.0,1.0,14.0,1.0,3.0,4.0,5.0,,1.0,13.0,3.0,76.0,61.0,2.0,42.0,21.0,,,57.0,10.0,17.0,,,3.0,1.0,1.0,150.0,1.0,1.0,1.0,,1.0,,19.0,,,,21.0,1.0,7.0,7.0,,5.0,72.0,85.0,46.0,3.0,,5.0,2.0,2.0,309.0,4.0,1.0,,50.0,89.0,23.0,,1.0,1.0,,,148.0,148.0,1.0,22.0,26.0,48.9,1.0,,,,8.0,0.0,78.0,4.0,2.0,5.0,,,,5.0,,2.0,74.0,242.0,5.0,7.0,112.0,20.0,42.0,20.0,2.0,8.0,6.0,,119.0,8.0,249.0,,1.0,17.0,9.0,59.0,3.0,353.0,1.0,0.0,8.0,21.0,4.0,25.0,3.0,568.0,12.0,18.0,7.0,4.0,15.0,0.0
855292,13,2016-11-27 14:15:00,91,Bournemouth,Away,163.0,12.0,4.0,7.0,3.0,4.0,,181.0,5.0,,6.0,3.0,16.0,27.0,337.0,,,25.0,14.0,14.0,6.0,1.0,3.0,,,,,,,,,,,4.0,1.0,,,,,,1.0,8.0,13.0,3.0,7.0,2.0,67.0,72.0,2.0,2.0,1.0,5.0,25.0,1.0,11.0,,,10.0,11.0,6.0,,7.0,,62.0,56.0,5.0,33.0,17.0,1.0,1.0,59.0,13.0,12.0,1.0,,3.0,1.0,,162.0,,,,,,,7.0,,1.0,,17.0,,19.0,19.0,3.0,6.0,99.0,65.0,30.0,3.0,,4.0,3.0,3.0,409.0,6.0,2.0,,63.0,90.0,33.0,,,,,1.0,162.0,162.0,4.0,40.0,22.0,48.5,,,,1.0,25.0,0.0,104.0,,,,,,,5.0,,3.0,97.0,319.0,11.0,7.0,189.0,29.0,33.0,30.0,9.0,27.0,18.0,,138.0,6.0,270.0,1.0,,20.0,16.0,61.0,4.0,432.0,,0.0,9.0,17.0,2.0,27.0,5.0,672.0,21.0,15.0,13.0,10.0,13.0,0.0
855302,14,2016-12-04 13:30:00,91,Bournemouth,Home,162.0,7.0,1.0,5.0,4.0,1.0,,144.0,9.0,1.0,5.0,2.0,6.0,15.0,301.0,1.0,,10.0,12.0,13.0,3.0,,1.0,,,,,,,,,,1.0,7.0,1.0,,,,,,3.0,6.0,6.0,4.0,8.0,4.0,57.0,63.0,,2.0,2.0,3.0,13.0,2.0,11.0,,1.0,4.0,7.0,2.0,2.0,15.0,,50.0,59.0,3.0,38.0,25.0,1.0,,42.0,9.0,15.0,1.0,,4.0,1.0,,129.0,2.0,,1.0,1.0,1.0,,10.0,2.0,3.0,1.0,25.0,,12.0,12.0,1.0,5.0,96.0,60.0,32.0,9.0,,,5.0,8.0,343.0,1.0,4.0,,43.0,62.0,22.0,,,,,1.0,137.0,137.0,2.0,34.0,20.0,39.8,,,3.0,,13.0,0.0,94.0,,,,,1.0,,2.0,,3.0,57.0,277.0,7.0,5.0,189.0,24.0,38.0,15.0,3.0,13.0,10.0,,87.0,6.0,200.0,3.0,2.0,22.0,6.0,40.0,1.0,376.0,1.0,0.0,12.0,20.0,,18.0,2.0,592.0,22.0,22.0,11.0,4.0,14.0,0.0
855313,15,2016-12-10 15:00:00,91,Bournemouth,Away,159.0,19.0,1.0,2.0,1.0,4.0,,290.0,3.0,,4.0,11.0,9.0,42.0,447.0,,,23.0,17.0,35.0,10.0,1.0,5.0,,,,1.0,1.0,,,,,,10.0,,,,,,,1.0,9.0,12.0,3.0,8.0,10.0,87.0,56.0,1.0,,1.0,2.0,17.0,6.0,5.0,,,11.0,15.0,8.0,1.0,4.0,3.0,50.0,63.0,2.0,45.0,32.0,,,65.0,18.0,14.0,1.0,,1.0,,1.0,179.0,2.0,,1.0,1.0,1.0,,8.0,1.0,,1.0,32.0,,10.0,10.0,1.0,4.0,151.0,65.0,46.0,4.0,,8.0,5.0,4.0,503.0,2.0,2.0,,91.0,102.0,43.0,,,,,,153.0,153.0,1.0,31.0,16.0,69.4,,,,,17.0,0.0,128.0,4.0,,4.0,,,,8.0,,3.0,176.0,413.0,6.0,13.0,190.0,28.0,45.0,15.0,2.0,25.0,23.0,,220.0,13.0,380.0,,,26.0,10.0,76.0,,545.0,,0.0,18.0,7.0,4.0,28.0,2.0,753.0,29.0,13.0,7.0,11.0,5.0,0.0
855322,16,2016-12-13 19:45:00,91,Bournemouth,Home,213.0,20.0,,1.0,1.0,2.0,,235.0,4.0,,5.0,7.0,11.0,33.0,447.0,,,22.0,21.0,24.0,6.0,1.0,,,,,,,,,,,,8.0,,,,,,,,1.0,10.0,2.0,4.0,5.0,85.0,70.0,1.0,1.0,,2.0,14.0,3.0,5.0,,,4.0,11.0,4.0,,10.0,1.0,47.0,67.0,2.0,44.0,25.0,,,70.0,5.0,14.0,,,1.0,,,193.0,,,,,,,7.0,1.0,1.0,1.0,25.0,,11.0,11.0,,6.0,127.0,71.0,40.0,11.0,1.0,3.0,4.0,3.0,506.0,4.0,2.0,,84.0,101.0,28.0,,,,,,149.0,149.0,7.0,32.0,22.0,62.9,,,,2.0,14.0,0.0,130.0,3.0,1.0,4.0,,1.0,,3.0,,3.0,127.0,426.0,4.0,7.0,226.0,33.0,44.0,17.0,2.0,17.0,15.0,,181.0,9.0,326.0,1.0,1.0,24.0,11.0,63.0,4.0,535.0,1.0,0.0,9.0,19.0,1.0,26.0,0.0,761.0,16.0,17.0,10.0,4.0,10.0,0.0
855332,17,2016-12-18 13:30:00,91,Bournemouth,Home,138.0,19.0,,6.0,6.0,1.0,,236.0,3.0,,6.0,8.0,8.0,31.0,368.0,,,20.0,18.0,18.0,7.0,,1.0,,,,,,,,,,,8.0,,,,,,,1.0,4.0,7.0,7.0,8.0,2.0,73.0,74.0,,,,4.0,22.0,3.0,10.0,1.0,,7.0,13.0,4.0,1.0,12.0,3.0,59.0,63.0,4.0,36.0,21.0,,2.0,60.0,6.0,12.0,,,2.0,,,140.0,1.0,,1.0,,1.0,,6.0,,2.0,,21.0,,15.0,15.0,1.0,6.0,122.0,51.0,29.0,4.0,,1.0,7.0,5.0,425.0,3.0,3.0,,74.0,81.0,30.0,,,,,,152.0,152.0,4.0,33.0,29.0,46.9,,3.0,,1.0,22.0,0.0,119.0,3.0,2.0,4.0,,1.0,,2.0,,3.0,128.0,342.0,9.0,8.0,161.0,26.0,36.0,25.0,4.0,21.0,17.0,,172.0,7.0,314.0,2.0,,30.0,10.0,62.0,,454.0,,0.0,10.0,21.0,,26.0,0.0,692.0,26.0,17.0,12.0,7.0,13.0,0.0
855344,18,2016-12-26 15:00:00,91,Bournemouth,Away,220.0,14.0,,2.0,2.0,,1.0,291.0,9.0,,8.0,4.0,6.0,30.0,509.0,,1.0,10.0,7.0,10.0,4.0,1.0,,,,,,1.0,1.0,,,,,4.0,,,,,,,2.0,6.0,9.0,6.0,5.0,2.0,95.0,50.0,1.0,1.0,,3.0,19.0,3.0,27.0,,,5.0,6.0,2.0,,9.0,2.0,59.0,42.0,3.0,12.0,6.0,,,77.0,14.0,13.0,,,5.0,2.0,1.0,188.0,,,,,,,11.0,,,,6.0,,9.0,9.0,2.0,8.0,160.0,89.0,68.0,5.0,,1.0,4.0,3.0,562.0,3.0,5.0,1.0,88.0,68.0,21.0,1.0,1.0,1.0,,,126.0,126.0,3.0,24.0,13.0,55.6,,,,,19.0,0.0,148.0,1.0,1.0,2.0,,1.0,,1.0,,3.0,111.0,485.0,7.0,5.0,244.0,28.0,12.0,12.0,2.0,12.0,10.0,,148.0,,359.0,,,18.0,6.0,58.0,1.0,591.0,,0.0,7.0,10.0,1.0,14.0,1.0,742.0,10.0,12.0,9.0,5.0,8.0,0.0
855360,19,2016-12-31 15:00:00,91,Bournemouth,Away,249.0,10.0,,2.0,2.0,2.0,,236.0,5.0,,9.0,8.0,17.0,32.0,483.0,,4.0,12.0,19.0,17.0,6.0,,,2.0,,,1.0,1.0,,,,,,10.0,,,,,,,,4.0,7.0,7.0,6.0,5.0,107.0,68.0,3.0,1.0,3.0,4.0,15.0,,9.0,,,3.0,8.0,3.0,,11.0,1.0,49.0,57.0,4.0,19.0,10.0,,,63.0,9.0,14.0,1.0,,2.0,2.0,1.0,177.0,2.0,,2.0,2.0,,1.0,8.0,3.0,2.0,1.0,10.0,,16.0,16.0,3.0,9.0,143.0,77.0,43.0,4.0,1.0,4.0,4.0,6.0,546.0,4.0,1.0,,73.0,76.0,25.0,,,,,,129.0,129.0,2.0,27.0,27.0,54.9,,,,1.0,15.0,0.0,144.0,3.0,2.0,5.0,,1.0,2.0,5.0,,3.0,103.0,464.0,9.0,8.0,269.0,21.0,19.0,13.0,1.0,14.0,13.0,3.0,145.0,7.0,316.0,2.0,,25.0,19.0,63.0,2.0,571.0,2.0,0.0,11.0,16.0,4.0,14.0,0.0,753.0,15.0,10.0,10.0,3.0,12.0,0.0
855362,20,2017-01-03 19:45:00,91,Bournemouth,Home,119.0,9.0,1.0,2.0,1.0,4.0,1.0,158.0,2.0,,7.0,17.0,7.0,31.0,275.0,1.0,1.0,13.0,16.0,17.0,6.0,1.0,2.0,,,,1.0,2.0,,,,,1.0,8.0,1.0,,,,,,,5.0,9.0,5.0,6.0,7.0,76.0,70.0,1.0,,2.0,6.0,19.0,2.0,7.0,,1.0,4.0,7.0,2.0,1.0,11.0,,49.0,54.0,6.0,42.0,23.0,,,61.0,10.0,10.0,1.0,1.0,4.0,1.0,2.0,154.0,2.0,,1.0,2.0,,,8.0,2.0,2.0,1.0,23.0,,12.0,12.0,,7.0,70.0,71.0,31.0,7.0,1.0,5.0,4.0,6.0,346.0,5.0,1.0,,64.0,91.0,21.0,,,,,1.0,143.0,143.0,4.0,30.0,24.0,39.6,,2.0,,,19.0,0.0,76.0,,1.0,1.0,,1.0,,5.0,,3.0,95.0,258.0,8.0,9.0,140.0,15.0,42.0,22.0,1.0,11.0,10.0,,144.0,12.0,247.0,2.0,,50.0,8.0,79.0,2.0,376.0,1.0,1.0,13.0,12.0,1.0,15.0,3.0,583.0,24.0,9.0,15.0,4.0,8.0,0.0
855374,21,2017-01-14 15:00:00,91,Bournemouth,Away,246.0,7.0,,2.0,2.0,4.0,,225.0,2.0,,6.0,5.0,19.0,22.0,469.0,,,22.0,20.0,13.0,6.0,,,,,,,,1.0,,,,2.0,7.0,1.0,,,,,,,6.0,10.0,5.0,5.0,3.0,87.0,52.0,1.0,1.0,1.0,2.0,11.0,1.0,6.0,,1.0,5.0,7.0,8.0,,7.0,,48.0,48.0,2.0,26.0,20.0,,,67.0,11.0,13.0,,,2.0,1.0,,174.0,,,,,,,9.0,,,,20.0,,14.0,14.0,1.0,6.0,163.0,75.0,40.0,4.0,1.0,1.0,5.0,6.0,543.0,2.0,2.0,1.0,90.0,55.0,34.0,,,,,1.0,150.0,150.0,1.0,29.0,15.0,60.8,,3.0,,,11.0,0.0,148.0,1.0,,1.0,,,,1.0,,3.0,114.0,450.0,4.0,6.0,270.0,29.0,26.0,22.0,3.0,19.0,16.0,,170.0,9.0,321.0,,,21.0,21.0,59.0,3.0,572.0,,0.0,8.0,8.0,3.0,24.0,1.0,752.0,18.0,10.0,16.0,5.0,5.0,0.0
855382,22,2017-01-21 15:00:00,91,Bournemouth,Home,181.0,21.0,,3.0,3.0,1.0,,237.0,4.0,,2.0,4.0,15.0,36.0,415.0,,,28.0,24.0,19.0,10.0,,1.0,,,,,,,,,,,14.0,,,,,,,,2.0,3.0,7.0,10.0,5.0,69.0,55.0,1.0,,1.0,,17.0,4.0,4.0,,1.0,9.0,23.0,5.0,,5.0,1.0,43.0,55.0,,28.0,14.0,,,64.0,6.0,15.0,,,2.0,3.0,,196.0,2.0,,2.0,2.0,,,6.0,2.0,,1.0,14.0,,3.0,3.0,,2.0,122.0,73.0,31.0,4.0,1.0,4.0,8.0,5.0,497.0,5.0,1.0,,91.0,79.0,42.0,,,,,,176.0,176.0,4.0,36.0,13.0,62.9,,,1.0,1.0,17.0,0.0,139.0,,1.0,1.0,,,,6.0,1.0,3.0,154.0,393.0,8.0,12.0,215.0,40.0,28.0,19.0,4.0,35.0,31.0,,204.0,6.0,346.0,,,25.0,16.0,74.0,3.0,526.0,3.0,0.0,15.0,9.0,,35.0,1.0,731.0,27.0,12.0,14.0,9.0,8.0,0.0
855392,23,2017-01-31 19:45:00,91,Bournemouth,Home,150.0,18.0,1.0,4.0,3.0,,2.0,231.0,2.0,,6.0,5.0,24.0,36.0,377.0,,,25.0,24.0,12.0,5.0,2.0,2.0,,,,1.0,1.0,,,,,,6.0,,,,,,,1.0,5.0,6.0,5.0,2.0,8.0,57.0,52.0,,,,3.0,11.0,3.0,7.0,,,2.0,7.0,5.0,,10.0,2.0,62.0,63.0,3.0,21.0,11.0,1.0,,67.0,14.0,22.0,,,6.0,6.0,1.0,128.0,,,,,,,10.0,,,,11.0,1.0,12.0,12.0,2.0,6.0,132.0,61.0,32.0,3.0,,4.0,3.0,2.0,422.0,1.0,1.0,,64.0,72.0,26.0,,,,,,136.0,136.0,3.0,29.0,13.0,65.1,,,,2.0,11.0,0.0,136.0,2.0,,2.0,,1.0,,5.0,,3.0,109.0,358.0,3.0,7.0,168.0,33.0,21.0,22.0,1.0,19.0,18.0,,144.0,1.0,304.0,1.0,,11.0,26.0,69.0,1.0,453.0,1.0,0.0,10.0,14.0,,31.0,0.0,655.0,15.0,20.0,15.0,2.0,10.0,0.0
855404,24,2017-02-04 15:00:00,91,Bournemouth,Away,209.0,17.0,1.0,3.0,2.0,,,271.0,3.0,1.0,8.0,7.0,17.0,38.0,477.0,,3.0,20.0,11.0,10.0,8.0,3.0,4.0,,,,1.0,1.0,,,,1.0,1.0,11.0,,,,,,,2.0,2.0,12.0,3.0,8.0,10.0,76.0,60.0,3.0,1.0,3.0,2.0,11.0,2.0,20.0,,,8.0,10.0,2.0,,11.0,1.0,57.0,51.0,2.0,21.0,10.0,1.0,,66.0,4.0,13.0,2.0,,4.0,1.0,1.0,175.0,2.0,,2.0,1.0,1.0,,4.0,2.0,1.0,,10.0,1.0,8.0,8.0,,8.0,163.0,65.0,45.0,4.0,1.0,6.0,7.0,8.0,525.0,3.0,2.0,,84.0,85.0,32.0,,,,,,129.0,129.0,3.0,24.0,24.0,54.3,,,,,11.0,0.0,141.0,2.0,2.0,4.0,,,,8.0,,3.0,135.0,451.0,7.0,13.0,221.0,29.0,21.0,19.0,6.0,19.0,13.0,,185.0,2.0,353.0,1.0,2.0,20.0,18.0,57.0,,555.0,,0.0,18.0,21.0,5.0,21.0,1.0,754.0,25.0,10.0,8.0,8.0,18.0,0.0
855412,25,2017-02-13 20:00:00,91,Bournemouth,Home,153.0,13.0,,1.0,1.0,,,130.0,3.0,,1.0,6.0,4.0,32.0,282.0,,1.0,19.0,11.0,11.0,3.0,,1.0,,,,,,1.0,,,,,4.0,,,,,,,,4.0,12.0,6.0,1.0,4.0,46.0,51.0,,,,1.0,21.0,4.0,15.0,,,3.0,7.0,3.0,,11.0,3.0,53.0,52.0,1.0,26.0,13.0,,2.0,58.0,8.0,11.0,,,2.0,2.0,,139.0,,,,,,,9.0,,,1.0,13.0,,11.0,11.0,3.0,2.0,86.0,60.0,29.0,7.0,,,3.0,1.0,336.0,4.0,3.0,1.0,56.0,53.0,29.0,,,,,,135.0,135.0,5.0,23.0,19.0,37.7,,,,,21.0,0.0,91.0,3.0,1.0,4.0,,1.0,,,,3.0,76.0,264.0,12.0,3.0,165.0,24.0,26.0,25.0,1.0,13.0,12.0,,124.0,6.0,210.0,,,24.0,7.0,68.0,2.0,362.0,1.0,0.0,5.0,16.0,1.0,23.0,2.0,555.0,15.0,13.0,16.0,3.0,10.0,0.0
855431,26,2017-02-25 15:00:00,91,Bournemouth,Away,252.0,10.0,2.0,8.0,6.0,2.0,1.0,309.0,4.0,1.0,5.0,3.0,31.0,32.0,553.0,,,22.0,9.0,10.0,8.0,3.0,2.0,,,,,1.0,,,,,,7.0,1.0,,,,,,1.0,,8.0,5.0,6.0,6.0,101.0,68.0,,,1.0,5.0,11.0,2.0,6.0,,,6.0,10.0,9.0,,11.0,,37.0,44.0,5.0,22.0,14.0,1.0,,76.0,5.0,10.0,1.0,,3.0,1.0,1.0,173.0,,,,,,,5.0,,2.0,1.0,14.0,,7.0,7.0,,6.0,190.0,72.0,46.0,8.0,,6.0,5.0,4.0,624.0,4.0,1.0,,107.0,93.0,36.0,,,,,1.0,150.0,150.0,1.0,33.0,27.0,68.0,,3.0,,2.0,11.0,0.0,185.0,2.0,,2.0,,,,6.0,,3.0,151.0,534.0,3.0,11.0,277.0,27.0,22.0,13.0,4.0,24.0,20.0,,202.0,5.0,396.0,2.0,1.0,26.0,32.0,70.0,,649.0,,0.0,12.0,18.0,,24.0,0.0,840.0,26.0,16.0,6.0,6.0,12.0,0.0
855434,27,2017-03-04 12:30:00,91,Bournemouth,Away,135.0,8.0,1.0,2.0,1.0,2.0,,86.0,5.0,,2.0,6.0,10.0,20.0,219.0,,,6.0,18.0,13.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,6.0,13.0,7.0,2.0,1.0,43.0,54.0,1.0,1.0,1.0,9.0,18.0,1.0,8.0,,2.0,2.0,3.0,1.0,,7.0,6.0,49.0,48.0,9.0,49.0,24.0,,,46.0,11.0,9.0,,,2.0,1.0,,122.0,,,,,,,12.0,,3.0,1.0,24.0,,14.0,14.0,2.0,2.0,65.0,61.0,23.0,15.0,1.0,1.0,,1.0,265.0,8.0,3.0,,38.0,42.0,14.0,,1.0,1.0,1.0,1.0,117.0,117.0,2.0,32.0,14.0,31.4,,,1.0,1.0,18.0,0.0,64.0,5.0,1.0,6.0,1.0,,,1.0,,3.0,37.0,205.0,7.0,2.0,154.0,22.0,49.0,18.0,1.0,6.0,5.0,,70.0,10.0,146.0,3.0,,26.0,10.0,59.0,,294.0,1.0,1.0,3.0,14.0,,10.0,2.0,492.0,9.0,18.0,12.0,2.0,9.0,0.0
855442,28,2017-03-11 15:00:00,91,Bournemouth,Home,118.0,15.0,1.0,7.0,6.0,,,159.0,2.0,,8.0,1.0,8.0,22.0,270.0,,,19.0,16.0,23.0,12.0,2.0,2.0,,,,,,,,,,,15.0,,1.0,1.0,,,,3.0,8.0,9.0,7.0,17.0,5.0,40.0,54.0,2.0,3.0,2.0,3.0,15.0,5.0,14.0,,,5.0,10.0,3.0,,9.0,3.0,59.0,66.0,3.0,31.0,17.0,1.0,,55.0,20.0,14.0,,,5.0,1.0,,131.0,1.0,,,1.0,,,7.0,2.0,2.0,4.0,17.0,,10.0,10.0,2.0,8.0,97.0,54.0,21.0,6.0,3.0,5.0,10.0,9.0,333.0,5.0,3.0,,60.0,61.0,32.0,,,,,2.0,138.0,138.0,1.0,20.0,24.0,51.4,,,3.0,1.0,15.0,0.0,90.0,3.0,2.0,5.0,,,,8.0,,2.0,90.0,259.0,4.0,15.0,142.0,25.0,31.0,18.0,3.0,17.0,14.0,,138.0,,233.0,2.0,,24.0,8.0,60.0,,358.0,,0.0,22.0,18.0,,23.0,4.0,580.0,38.0,20.0,14.0,5.0,14.0,0.0
855452,29,2017-03-18 17:30:00,91,Bournemouth,Home,160.0,15.0,,3.0,3.0,3.0,,202.0,3.0,,5.0,5.0,9.0,33.0,359.0,,,19.0,16.0,9.0,8.0,,,,,,1.0,1.0,,,,,,11.0,,,,,,,,6.0,4.0,6.0,5.0,7.0,76.0,64.0,1.0,,1.0,4.0,21.0,2.0,11.0,,,2.0,12.0,3.0,,7.0,1.0,55.0,48.0,4.0,30.0,13.0,,,61.0,10.0,9.0,1.0,1.0,2.0,,1.0,147.0,1.0,,1.0,1.0,,,14.0,1.0,1.0,,13.0,,17.0,17.0,2.0,5.0,105.0,85.0,47.0,4.0,,3.0,6.0,6.0,421.0,4.0,4.0,,75.0,85.0,21.0,,,,,,143.0,143.0,7.0,26.0,22.0,47.8,,,,2.0,21.0,0.0,121.0,,1.0,1.0,,,,4.0,1.0,3.0,93.0,346.0,9.0,9.0,180.0,30.0,30.0,24.0,,15.0,15.0,,132.0,7.0,284.0,2.0,,30.0,11.0,81.0,2.0,449.0,,0.0,12.0,17.0,1.0,21.0,0.0,655.0,19.0,14.0,13.0,2.0,13.0,0.0
855469,30,2017-04-01 17:30:00,91,Bournemouth,Away,137.0,5.0,1.0,2.0,1.0,3.0,,126.0,3.0,1.0,3.0,10.0,9.0,27.0,261.0,,,20.0,20.0,19.0,5.0,,2.0,,1.0,,,1.0,,,,,,8.0,,1.0,,,,,,4.0,10.0,4.0,8.0,4.0,62.0,42.0,1.0,3.0,,,19.0,2.0,11.0,,,3.0,3.0,3.0,,4.0,3.0,48.0,50.0,,31.0,16.0,,,47.0,8.0,14.0,,,3.0,2.0,1.0,118.0,,,,,,,11.0,,,,16.0,1.0,13.0,13.0,,3.0,89.0,67.0,26.0,6.0,,3.0,2.0,3.0,320.0,2.0,2.0,,73.0,43.0,17.0,,,,,1.0,126.0,126.0,,22.0,16.0,38.7,,,,1.0,19.0,0.0,78.0,2.0,2.0,4.0,,,,7.0,,2.0,46.0,248.0,13.0,5.0,156.0,14.0,31.0,8.0,3.0,11.0,8.0,,85.0,11.0,202.0,,1.0,33.0,10.0,66.0,1.0,347.0,,0.0,12.0,14.0,1.0,27.0,0.0,528.0,24.0,12.0,3.0,3.0,12.0,0.0
855480,31,2017-04-05 20:00:00,91,Bournemouth,Away,126.0,10.0,1.0,2.0,1.0,,,89.0,,1.0,4.0,5.0,6.0,21.0,213.0,,,10.0,22.0,17.0,2.0,1.0,2.0,1.0,,,,,,,,,1.0,3.0,,,,,,,,3.0,9.0,11.0,6.0,2.0,42.0,67.0,2.0,1.0,2.0,1.0,16.0,2.0,16.0,,,2.0,5.0,5.0,,16.0,2.0,68.0,64.0,1.0,34.0,21.0,,,45.0,8.0,11.0,2.0,,,,,123.0,1.0,,,,1.0,,9.0,1.0,,,21.0,,19.0,19.0,2.0,4.0,70.0,73.0,30.0,7.0,,3.0,1.0,2.0,277.0,3.0,7.0,,54.0,28.0,18.0,,,,,,150.0,150.0,2.0,35.0,20.0,33.9,,2.0,1.0,,16.0,0.0,67.0,2.0,4.0,6.0,,,1.0,4.0,,2.0,32.0,203.0,7.0,4.0,149.0,19.0,34.0,20.0,2.0,12.0,10.0,1.0,70.0,6.0,165.0,,1.0,28.0,7.0,63.0,,302.0,,0.0,8.0,22.0,1.0,21.0,1.0,514.0,12.0,11.0,14.0,2.0,15.0,0.0
