matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2293010,21,2023-01-21 15:00:00,91,Bournemouth,Home,120.0,16.0,1.0,5.0,4.0,3.0,,150.0,6.0,1.0,6.0,8.0,2.0,33.0,265.0,,1.0,13.0,18.0,20.0,8.0,1.0,2.0,1.0,,,1.0,2.0,,,11.0,,,,6.0,11.0,9.0,12.0,4.0,50.0,62.0,2.0,2.0,,1.0,11.0,4.0,5.0,,,4.0,6.0,2.0,,9.0,3.0,54.0,39.0,1.0,31.0,10.0,,,17.0,56.0,10.0,7.0,,,2.0,,2.0,170.0,1.0,,1.0,1.0,,,11.0,1.0,3.0,,10.0,,9.0,9.0,1.0,6.0,74.0,66.0,37.0,6.0,1.0,6.0,4.0,4.0,344.0,3.0,1.0,,62.0,45.0,23.0,,,,150.0,150.0,7.0,27.0,19.0,42.4,,2.0,,2.0,21.0,0.0,72.0,2.0,2.0,4.0,,1.0,8.0,,,2.0,5.0,80.0,251.0,11.0,10.0,147.0,37.0,31.0,13.0,4.0,12.0,8.0,1.0,130.0,12.0,231.0,3.0,1.0,17.0,2.0,63.0,2.0,366.0,1.0,0.0,16.0,11.0,2.0,19.0,1.0,559.0,30.0,12.0,1.0,4.0,6.0,0.0
2293022,22,2023-02-04 15:00:00,91,Bournemouth,Away,94.0,31.0,2.0,5.0,3.0,3.0,,102.0,6.0,1.0,6.0,4.0,1.0,26.0,191.0,1.0,,18.0,7.0,17.0,7.0,2.0,3.0,1.0,,,,,,,9.0,,,,6.0,14.0,6.0,8.0,4.0,40.0,55.0,,,,,5.0,3.0,9.0,,,3.0,7.0,2.0,,7.0,1.0,40.0,59.0,,24.0,18.0,,2.0,14.0,39.0,7.0,14.0,,,,,,127.0,,,,,,,9.0,,2.0,,18.0,,9.0,9.0,1.0,6.0,54.0,60.0,35.0,7.0,,5.0,4.0,2.0,235.0,7.0,1.0,,43.0,35.0,12.0,,,,118.0,118.0,3.0,23.0,17.0,28.2,,,,2.0,11.0,0.0,43.0,3.0,2.0,5.0,,1.0,7.0,,,3.0,12.0,51.0,173.0,5.0,9.0,122.0,50.0,24.0,19.0,3.0,12.0,9.0,1.0,81.0,8.0,154.0,2.0,1.0,12.0,1.0,53.0,1.0,264.0,1.0,0.0,12.0,20.0,,19.0,1.0,462.0,22.0,18.0,9.0,3.0,12.0,0.0
2293030,23,2023-02-11 17:30:00,91,Bournemouth,Home,92.0,14.0,2.0,6.0,4.0,1.0,,98.0,1.0,,4.0,6.0,,16.0,184.0,,,18.0,16.0,17.0,8.0,1.0,2.0,,1.0,,,1.0,,,8.0,,,,4.0,10.0,5.0,7.0,4.0,30.0,63.0,2.0,1.0,1.0,1.0,9.0,1.0,17.0,,,4.0,6.0,4.0,1.0,10.0,1.0,56.0,61.0,1.0,29.0,19.0,,1.0,24.0,49.0,8.0,10.0,,,2.0,3.0,1.0,137.0,1.0,,,,1.0,,7.0,,2.0,,19.0,,17.0,17.0,2.0,4.0,53.0,58.0,19.0,6.0,,4.0,6.0,5.0,254.0,3.0,2.0,,40.0,29.0,24.0,,,,147.0,147.0,6.0,31.0,19.0,33.2,,2.0,,,21.0,0.0,56.0,5.0,1.0,6.0,,,5.0,,,4.0,15.0,58.0,178.0,9.0,10.0,123.0,41.0,29.0,19.0,4.0,17.0,13.0,,94.0,6.0,170.0,2.0,,15.0,1.0,53.0,2.0,276.0,,0.0,11.0,20.0,,22.0,2.0,501.0,16.0,21.0,14.0,4.0,11.0,0.0
2293049,24,2023-02-18 15:00:00,91,Bournemouth,Away,100.0,21.0,,1.0,1.0,2.0,1.0,98.0,8.0,2.0,5.0,1.0,3.0,19.0,197.0,,,20.0,19.0,24.0,3.0,,,,,,,,,,5.0,,,,5.0,12.0,3.0,3.0,2.0,39.0,66.0,1.0,,1.0,3.0,11.0,3.0,17.0,,,2.0,1.0,2.0,,12.0,2.0,60.0,53.0,3.0,48.0,24.0,,,14.0,51.0,10.0,11.0,,,3.0,1.0,,141.0,1.0,,1.0,1.0,,,9.0,1.0,3.0,2.0,24.0,1.0,6.0,6.0,1.0,5.0,56.0,54.0,28.0,12.0,1.0,1.0,3.0,1.0,266.0,6.0,3.0,,38.0,36.0,17.0,,,,141.0,141.0,3.0,28.0,25.0,31.4,,,,2.0,16.0,0.0,55.0,3.0,1.0,4.0,1.0,,1.0,,,5.0,6.0,51.0,180.0,11.0,4.0,121.0,45.0,48.0,13.0,2.0,6.0,4.0,,97.0,11.0,176.0,3.0,2.0,11.0,4.0,48.0,,291.0,,0.0,5.0,9.0,3.0,22.0,3.0,502.0,13.0,21.0,9.0,2.0,4.0,0.0
2293050,25,2023-02-25 17:30:00,91,Bournemouth,Home,191.0,15.0,3.0,6.0,3.0,1.0,,128.0,6.0,,4.0,7.0,6.0,23.0,313.0,1.0,,14.0,9.0,10.0,5.0,3.0,8.0,,,,,,1.0,,5.0,,,,7.0,15.0,6.0,11.0,2.0,63.0,57.0,,,1.0,,19.0,6.0,8.0,,1.0,4.0,12.0,,,15.0,,52.0,46.0,,12.0,4.0,1.0,,30.0,35.0,10.0,9.0,,,,1.0,,149.0,,,,,,,7.0,1.0,1.0,1.0,4.0,,10.0,10.0,2.0,5.0,91.0,37.0,24.0,6.0,1.0,5.0,3.0,2.0,352.0,7.0,,1.0,61.0,28.0,21.0,,,,120.0,120.0,4.0,20.0,26.0,34.0,,,,,27.0,0.0,74.0,1.0,1.0,2.0,,,5.0,3.0,,3.0,18.0,63.0,293.0,19.0,8.0,218.0,28.0,12.0,23.0,3.0,16.0,13.0,,88.0,4.0,175.0,1.0,,13.0,7.0,43.0,1.0,377.0,1.0,0.0,13.0,15.0,1.0,15.0,2.0,572.0,32.0,17.0,12.0,4.0,8.0,0.0
2293060,26,2023-03-04 15:00:00,91,Bournemouth,Away,58.0,10.0,1.0,1.0,,4.0,,49.0,8.0,1.0,5.0,4.0,1.0,18.0,106.0,,2.0,7.0,19.0,15.0,2.0,,1.0,1.0,,,,,,1.0,3.0,,,,2.0,16.0,15.0,4.0,,20.0,57.0,2.0,1.0,2.0,3.0,13.0,,16.0,,,1.0,4.0,1.0,1.0,4.0,1.0,60.0,41.0,3.0,60.0,30.0,,,24.0,28.0,8.0,6.0,,,1.0,1.0,,117.0,1.0,1.0,1.0,,1.0,,15.0,1.0,2.0,,30.0,,12.0,12.0,2.0,5.0,22.0,52.0,17.0,17.0,1.0,,3.0,4.0,154.0,12.0,,,12.0,22.0,10.0,,,,117.0,117.0,,31.0,13.0,19.9,,3.0,,1.0,18.0,0.0,25.0,3.0,3.0,6.0,1.0,1.0,,,,4.0,12.0,21.0,94.0,13.0,3.0,86.0,28.0,60.0,17.0,1.0,7.0,6.0,1.0,41.0,10.0,105.0,3.0,1.0,27.0,1.0,64.0,,184.0,,0.0,4.0,16.0,3.0,11.0,2.0,402.0,7.0,12.0,4.0,1.0,12.0,0.0
2293070,27,2023-03-11 12:30:00,91,Bournemouth,Home,110.0,13.0,,3.0,3.0,,,75.0,1.0,2.0,6.0,3.0,1.0,13.0,182.0,,,15.0,14.0,17.0,2.0,,1.0,1.0,,,,,,,4.0,,,,4.0,11.0,4.0,5.0,,34.0,69.0,2.0,1.0,1.0,4.0,9.0,,7.0,1.0,,3.0,4.0,5.0,,7.0,2.0,49.0,55.0,4.0,34.0,23.0,,3.0,30.0,45.0,7.0,9.0,1.0,,1.0,,,140.0,1.0,,1.0,1.0,,,8.0,1.0,,1.0,23.0,,13.0,13.0,3.0,6.0,52.0,65.0,24.0,8.0,,1.0,2.0,2.0,252.0,1.0,2.0,,56.0,36.0,13.0,,1.0,1.0,154.0,154.0,1.0,34.0,24.0,30.7,,,,1.0,17.0,0.0,52.0,4.0,2.0,5.0,,1.0,3.0,,,5.0,13.0,34.0,172.0,9.0,3.0,144.0,46.0,34.0,33.0,2.0,11.0,9.0,1.0,67.0,1.0,145.0,,2.0,19.0,1.0,63.0,2.0,278.0,,0.0,5.0,11.0,,21.0,2.0,488.0,12.0,18.0,18.0,3.0,7.0,0.0
2293081,28,2023-03-18 15:00:00,91,Bournemouth,Away,170.0,20.0,2.0,5.0,3.0,2.0,,129.0,4.0,,4.0,,2.0,25.0,294.0,,5.0,11.0,7.0,9.0,7.0,1.0,3.0,,,,1.0,1.0,,,6.0,,,,6.0,16.0,4.0,9.0,1.0,64.0,56.0,,1.0,,,11.0,3.0,19.0,,,6.0,8.0,1.0,,6.0,2.0,55.0,49.0,,17.0,5.0,,1.0,16.0,48.0,13.0,8.0,,,1.0,,1.0,113.0,,,,,,,5.0,,1.0,,5.0,,12.0,12.0,2.0,4.0,95.0,47.0,31.0,9.0,,3.0,5.0,3.0,334.0,7.0,2.0,,52.0,38.0,22.0,,,,105.0,105.0,4.0,24.0,23.0,44.2,,,,,18.0,0.0,78.0,5.0,1.0,6.0,,,4.0,2.0,,5.0,10.0,58.0,279.0,11.0,8.0,189.0,40.0,17.0,22.0,6.0,15.0,9.0,,82.0,3.0,176.0,1.0,,5.0,2.0,45.0,2.0,350.0,,0.0,10.0,20.0,8.0,13.0,4.0,538.0,25.0,17.0,12.0,6.0,15.0,0.0
2293090,29,2023-04-01 15:00:00,91,Bournemouth,Home,141.0,21.0,,2.0,2.0,,1.0,142.0,6.0,,5.0,2.0,3.0,33.0,281.0,,1.0,12.0,11.0,12.0,5.0,1.0,3.0,1.0,,,,,,,8.0,,,1.0,9.0,7.0,3.0,9.0,3.0,61.0,60.0,2.0,4.0,1.0,1.0,5.0,2.0,8.0,,,4.0,4.0,4.0,,7.0,,52.0,58.0,1.0,11.0,6.0,,,12.0,65.0,15.0,13.0,1.0,,3.0,2.0,,146.0,,,,,,,9.0,1.0,,1.0,6.0,,8.0,8.0,,5.0,85.0,67.0,36.0,3.0,,2.0,4.0,7.0,337.0,2.0,1.0,,62.0,58.0,24.0,,,,132.0,132.0,5.0,17.0,28.0,42.7,,,3.0,,14.0,0.0,75.0,,1.0,1.0,1.0,1.0,3.0,,1.0,4.0,7.0,82.0,261.0,5.0,6.0,155.0,49.0,11.0,28.0,2.0,12.0,10.0,1.0,129.0,6.0,224.0,,,7.0,3.0,64.0,1.0,367.0,,0.0,12.0,17.0,1.0,13.0,1.0,532.0,26.0,14.0,16.0,4.0,13.0,0.0
2293104,30,2023-04-08 15:00:00,91,Bournemouth,Away,164.0,26.0,1.0,3.0,2.0,3.0,,167.0,3.0,1.0,3.0,2.0,4.0,27.0,328.0,,1.0,19.0,18.0,20.0,9.0,,8.0,1.0,,1.0,,1.0,,,10.0,1.0,,,10.0,10.0,4.0,13.0,6.0,61.0,64.0,1.0,1.0,1.0,1.0,12.0,10.0,8.0,,,6.0,4.0,6.0,,7.0,1.0,58.0,45.0,1.0,25.0,16.0,,,21.0,59.0,13.0,10.0,,,3.0,2.0,1.0,163.0,,,,,,,9.0,1.0,,,16.0,1.0,11.0,11.0,3.0,3.0,93.0,73.0,38.0,6.0,1.0,1.0,8.0,7.0,392.0,2.0,6.0,,76.0,47.0,22.0,,,,146.0,146.0,10.0,23.0,24.0,49.2,1.0,,,,20.0,0.0,100.0,4.0,,4.0,,1.0,2.0,4.0,,3.0,5.0,91.0,313.0,12.0,9.0,181.0,50.0,25.0,19.0,4.0,16.0,12.0,1.0,131.0,11.0,252.0,,1.0,10.0,4.0,59.0,2.0,417.0,1.0,0.0,19.0,8.0,6.0,24.0,3.0,622.0,34.0,12.0,7.0,6.0,5.0,0.0
2293117,31,2023-04-15 15:15:00,91,Bournemouth,Away,133.0,13.0,1.0,1.0,,2.0,,157.0,7.0,,4.0,3.0,2.0,19.0,289.0,,2.0,10.0,21.0,10.0,5.0,,,1.0,,,,,,,9.0,,,,4.0,15.0,9.0,6.0,3.0,61.0,62.0,2.0,,3.0,1.0,11.0,1.0,10.0,,,1.0,1.0,3.0,,9.0,,56.0,47.0,1.0,37.0,15.0,,,19.0,47.0,9.0,7.0,1.0,,,,,134.0,2.0,,2.0,2.0,,,15.0,3.0,,,15.0,,18.0,18.0,1.0,4.0,91.0,58.0,27.0,8.0,1.0,2.0,5.0,6.0,344.0,8.0,3.0,,46.0,59.0,12.0,,,,128.0,128.0,5.0,20.0,25.0,42.6,,,3.0,1.0,18.0,0.0,93.0,4.0,2.0,6.0,3.0,1.0,2.0,,1.0,4.0,9.0,61.0,271.0,11.0,7.0,160.0,25.0,37.0,21.0,1.0,5.0,4.0,1.0,99.0,7.0,224.0,1.0,,15.0,2.0,54.0,1.0,379.0,,0.0,9.0,17.0,2.0,11.0,3.0,584.0,19.0,12.0,13.0,1.0,12.0,0.0
2293120,32,2023-04-23 14:00:00,91,Bournemouth,Home,241.0,15.0,3.0,12.0,9.0,4.0,,331.0,4.0,,10.0,1.0,4.0,17.0,560.0,1.0,,23.0,16.0,15.0,11.0,1.0,2.0,,,,,,,,15.0,,1.0,,3.0,10.0,8.0,10.0,7.0,82.0,67.0,1.0,1.0,,1.0,6.0,5.0,5.0,,,8.0,10.0,14.0,,7.0,,45.0,45.0,1.0,12.0,6.0,,,14.0,70.0,7.0,8.0,,,,,,175.0,,,,,,,4.0,,2.0,,6.0,1.0,9.0,9.0,1.0,10.0,198.0,62.0,41.0,5.0,,6.0,6.0,5.0,623.0,4.0,1.0,,134.0,64.0,40.0,,,,138.0,138.0,4.0,26.0,27.0,64.6,1.0,,,,13.0,0.0,188.0,2.0,4.0,6.0,,,7.0,2.0,,5.0,8.0,158.0,540.0,6.0,12.0,260.0,36.0,12.0,21.0,8.0,32.0,24.0,,203.0,5.0,415.0,2.0,,11.0,4.0,40.0,,643.0,1.0,0.0,17.0,11.0,1.0,24.0,1.0,848.0,31.0,16.0,11.0,8.0,7.0,0.0
2293139,33,2023-04-27 19:45:00,91,Bournemouth,Away,159.0,21.0,2.0,3.0,1.0,3.0,,149.0,5.0,,2.0,3.0,1.0,21.0,305.0,,,18.0,10.0,12.0,8.0,1.0,3.0,1.0,,,,,,,13.0,,,,7.0,5.0,6.0,11.0,5.0,57.0,64.0,,,,3.0,9.0,10.0,17.0,,,4.0,8.0,3.0,,10.0,1.0,56.0,57.0,3.0,32.0,19.0,,,14.0,52.0,11.0,7.0,,,3.0,,,147.0,1.0,,,1.0,,,6.0,1.0,,1.0,19.0,,6.0,6.0,,2.0,84.0,66.0,36.0,6.0,1.0,3.0,7.0,2.0,368.0,3.0,,,33.0,60.0,27.0,,,,136.0,136.0,3.0,28.0,29.0,43.5,,,,,19.0,0.0,101.0,2.0,,2.0,,1.0,4.0,,,4.0,7.0,66.0,290.0,9.0,10.0,176.0,46.0,32.0,26.0,4.0,15.0,11.0,1.0,108.0,9.0,228.0,,,18.0,2.0,52.0,2.0,389.0,,0.0,16.0,21.0,1.0,19.0,3.0,601.0,33.0,18.0,17.0,4.0,12.0,0.0
2293140,34,2023-04-30 14:00:00,91,Bournemouth,Home,177.0,20.0,,2.0,2.0,1.0,,96.0,2.0,,4.0,3.0,7.0,25.0,271.0,1.0,,17.0,23.0,12.0,6.0,,2.0,,,,,,,,10.0,,,,4.0,10.0,5.0,11.0,1.0,63.0,69.0,2.0,2.0,2.0,2.0,11.0,3.0,13.0,,,2.0,3.0,4.0,,9.0,5.0,66.0,61.0,2.0,20.0,8.0,,,25.0,64.0,12.0,14.0,1.0,,,,,162.0,1.0,,1.0,1.0,,,9.0,3.0,1.0,1.0,8.0,,6.0,6.0,,4.0,69.0,79.0,39.0,6.0,2.0,1.0,6.0,7.0,341.0,1.0,,,25.0,61.0,17.0,,,,145.0,145.0,3.0,31.0,28.0,42.1,,,,,23.0,0.0,77.0,2.0,3.0,5.0,1.0,,2.0,,1.0,5.0,13.0,51.0,255.0,11.0,7.0,197.0,46.0,20.0,21.0,1.0,8.0,7.0,,105.0,7.0,182.0,1.0,,22.0,7.0,70.0,2.0,371.0,1.0,0.0,12.0,24.0,,21.0,1.0,577.0,26.0,14.0,11.0,2.0,12.0,0.0
2293150,35,2023-05-06 15:00:00,91,Bournemouth,Home,135.0,11.0,2.0,4.0,2.0,,,99.0,9.0,1.0,4.0,,1.0,14.0,230.0,,1.0,21.0,11.0,11.0,9.0,,2.0,,,,,,,,8.0,,,,5.0,6.0,5.0,7.0,3.0,38.0,48.0,1.0,1.0,,2.0,4.0,2.0,15.0,,,7.0,7.0,,1.0,6.0,1.0,46.0,44.0,2.0,25.0,13.0,,1.0,27.0,37.0,9.0,9.0,,,,,,117.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,1.0,13.0,,8.0,8.0,4.0,4.0,74.0,38.0,17.0,7.0,,4.0,6.0,4.0,279.0,1.0,5.0,,33.0,41.0,22.0,,,,117.0,117.0,2.0,26.0,13.0,34.0,,,,,13.0,0.0,76.0,1.0,1.0,2.0,4.0,,4.0,1.0,,4.0,16.0,55.0,210.0,4.0,10.0,162.0,38.0,25.0,14.0,7.0,14.0,7.0,,85.0,3.0,157.0,1.0,1.0,3.0,3.0,35.0,1.0,305.0,1.0,0.0,10.0,16.0,2.0,24.0,1.0,477.0,25.0,11.0,8.0,7.0,9.0,0.0
2293164,36,2023-05-13 15:00:00,91,Bournemouth,Away,246.0,20.0,2.0,3.0,1.0,2.0,,87.0,11.0,,6.0,4.0,5.0,23.0,330.0,,,17.0,11.0,15.0,3.0,1.0,2.0,,1.0,,,1.0,,,2.0,,,,6.0,12.0,5.0,3.0,2.0,60.0,58.0,,,,,13.0,4.0,12.0,,,2.0,2.0,1.0,,15.0,1.0,57.0,47.0,,33.0,14.0,,,19.0,35.0,12.0,5.0,,,1.0,,1.0,133.0,,,,,,,12.0,,2.0,,14.0,,11.0,11.0,2.0,7.0,105.0,50.0,25.0,11.0,,,4.0,,388.0,5.0,1.0,,30.0,34.0,16.0,,,,123.0,123.0,3.0,22.0,24.0,40.2,,,,2.0,20.0,0.0,112.0,2.0,1.0,3.0,1.0,,1.0,,,5.0,10.0,43.0,310.0,13.0,4.0,276.0,40.0,33.0,14.0,2.0,5.0,3.0,,69.0,6.0,139.0,2.0,,8.0,5.0,46.0,1.0,410.0,,0.0,5.0,20.0,,18.0,2.0,606.0,17.0,15.0,7.0,2.0,10.0,0.0
2293170,37,2023-05-20 15:00:00,91,Bournemouth,Home,229.0,21.0,,3.0,3.0,1.0,,161.0,5.0,,8.0,1.0,6.0,17.0,387.0,1.0,1.0,9.0,13.0,7.0,7.0,,,,,,,1.0,,,8.0,,,1.0,5.0,10.0,10.0,8.0,2.0,71.0,72.0,1.0,1.0,,2.0,10.0,3.0,15.0,,,3.0,7.0,3.0,,15.0,2.0,60.0,34.0,2.0,20.0,8.0,,,18.0,44.0,6.0,7.0,,,2.0,,1.0,156.0,,,,,,,9.0,,,,8.0,,18.0,18.0,4.0,10.0,116.0,59.0,39.0,6.0,,2.0,5.0,4.0,433.0,7.0,2.0,,48.0,57.0,26.0,,,,123.0,123.0,6.0,30.0,25.0,41.5,,,,,17.0,0.0,110.0,2.0,2.0,4.0,1.0,,3.0,,,3.0,10.0,81.0,375.0,10.0,7.0,249.0,46.0,20.0,19.0,3.0,13.0,10.0,,109.0,4.0,217.0,1.0,,8.0,6.0,46.0,,453.0,1.0,0.0,10.0,12.0,2.0,11.0,1.0,650.0,23.0,15.0,8.0,3.0,7.0,0.0
2293185,38,2023-05-28 16:30:00,91,Bournemouth,Away,303.0,19.0,1.0,2.0,2.0,1.0,,146.0,9.0,,7.0,4.0,1.0,26.0,447.0,,,19.0,21.0,18.0,4.0,1.0,2.0,,,,,,,,5.0,,,,2.0,8.0,5.0,4.0,3.0,77.0,60.0,,,,1.0,6.0,2.0,8.0,,,3.0,9.0,3.0,,5.0,5.0,59.0,47.0,1.0,29.0,16.0,,,21.0,55.0,12.0,11.0,,1.0,,1.0,,176.0,,,,,,,10.0,,,,16.0,,6.0,6.0,1.0,7.0,140.0,77.0,41.0,9.0,,1.0,4.0,2.0,510.0,2.0,2.0,,70.0,42.0,27.0,,,,142.0,142.0,3.0,33.0,17.0,62.2,,,,1.0,14.0,0.0,140.0,3.0,2.0,5.0,,,3.0,,,3.0,8.0,60.0,428.0,6.0,5.0,331.0,43.0,29.0,19.0,3.0,15.0,13.0,,92.0,5.0,217.0,,,20.0,1.0,65.0,1.0,533.0,,0.0,7.0,12.0,,20.0,3.0,724.0,15.0,20.0,6.0,3.0,7.0,0.0
