matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918902,1.0,2017-08-12 15:00:00,91,Bournemouth,Away,212.0,13.0,,5.0,5.0,3.0,1.0,320.0,6.0,,7.0,2.0,8.0,25.0,527.0,,,11.0,12.0,18.0,7.0,1.0,,,,,,,,,,,7.0,,,,,1.0,1.0,11.0,5.0,5.0,4.0,,83.0,51.0,,,,3.0,11.0,5.0,1.0,,,2.0,10.0,10.0,,15.0,3.0,34.0,52.0,3.0,17.0,11.0,,,98.0,3.0,15.0,,,4.0,4.0,,207.0,,,,,,10.0,,,,,,,,1.0,11.0,,5.0,5.0,1.0,7.0,149.0,87.0,52.0,8.0,,2.0,6.0,2.0,584.0,,,1.0,2.0,,80.0,79.0,38.0,,,,,,136.0,136.0,3.0,25.0,15.0,71.3,,,,,11.0,0.0,,,,173.0,3.0,2.0,5.0,,,,2.0,,3.0,145.0,504.0,4.0,8.0,236.0,23.0,17.0,9.0,,24.0,24.0,,194.0,5.0,400.0,,,25.0,8.0,68.0,,612.0,1.0,0.0,9.0,16.0,1.0,14.0,1.0,775.0,19.0,8.0,5.0,2.0,13.0,0.0
918903,2.0,2017-08-19 15:00:00,91,Bournemouth,Home,178.0,13.0,3.0,4.0,1.0,1.0,,164.0,4.0,,7.0,5.0,6.0,32.0,338.0,,,17.0,17.0,16.0,2.0,1.0,,,,,,,,,,,4.0,,,,,,1.0,13.0,6.0,4.0,2.0,,67.0,51.0,,1.0,,3.0,15.0,3.0,9.0,,,8.0,9.0,,,17.0,2.0,51.0,45.0,3.0,31.0,15.0,,,86.0,6.0,13.0,,,1.0,,,174.0,,,,,,6.0,,,,1.0,,,,,15.0,,8.0,8.0,1.0,8.0,103.0,70.0,36.0,5.0,,1.0,2.0,2.0,405.0,,,5.0,2.0,,65.0,35.0,35.0,,,,,,148.0,148.0,3.0,17.0,22.0,55.8,,,,,15.0,0.0,,,,94.0,3.0,2.0,5.0,,,,1.0,1.0,3.0,86.0,315.0,8.0,3.0,201.0,37.0,31.0,9.0,6.0,15.0,9.0,,144.0,1.0,252.0,1.0,,17.0,6.0,64.0,1.0,438.0,,0.0,6.0,11.0,,21.0,1.0,617.0,22.0,9.0,6.0,8.0,7.0,0.0
918913,3.0,2017-08-26 12:30:00,91,Bournemouth,Home,103.0,10.0,,1.0,1.0,2.0,1.0,50.0,2.0,,3.0,3.0,2.0,10.0,152.0,1.0,1.0,12.0,23.0,13.0,3.0,,,,,,,,,,1.0,,8.0,,,1.0,,1.0,9.0,13.0,6.0,5.0,4.0,,31.0,59.0,,,,5.0,20.0,3.0,13.0,,,2.0,3.0,2.0,1.0,9.0,3.0,62.0,57.0,5.0,31.0,9.0,,1.0,48.0,13.0,14.0,,,2.0,2.0,,130.0,,,,,,12.0,,,1.0,1.0,,,,,9.0,1.0,12.0,12.0,2.0,3.0,44.0,75.0,19.0,5.0,,1.0,2.0,3.0,224.0,,,4.0,2.0,,24.0,32.0,22.0,,,,,,144.0,144.0,3.0,28.0,18.0,29.8,1.0,3.0,,1.0,20.0,0.0,,,,53.0,4.0,2.0,6.0,,1.0,,3.0,,2.0,26.0,140.0,13.0,3.0,127.0,27.0,31.0,14.0,2.0,9.0,7.0,,70.0,7.0,140.0,1.0,,39.0,3.0,71.0,,258.0,2.0,0.0,9.0,20.0,1.0,19.0,5.0,450.0,14.0,8.0,10.0,2.0,13.0,0.0
918923,4.0,2017-09-09 15:00:00,91,Bournemouth,Away,200.0,8.0,1.0,7.0,6.0,,2.0,98.0,1.0,,5.0,2.0,13.0,13.0,291.0,,,18.0,18.0,18.0,3.0,1.0,,,,1.0,,1.0,,,,,5.0,,,,1.0,1.0,4.0,11.0,6.0,6.0,1.0,,60.0,64.0,,,,1.0,14.0,,8.0,,,3.0,12.0,4.0,,10.0,6.0,51.0,48.0,1.0,19.0,9.0,,1.0,40.0,10.0,12.0,,1.0,3.0,2.0,1.0,158.0,,,,,,5.0,,,,,,,,1.0,9.0,1.0,19.0,19.0,3.0,5.0,95.0,64.0,20.0,10.0,,3.0,1.0,2.0,374.0,,,4.0,3.0,,41.0,48.0,29.0,,,,,,163.0,163.0,5.0,31.0,18.0,41.6,1.0,,,,14.0,0.0,,,,88.0,3.0,3.0,6.0,,,,5.0,,3.0,40.0,271.0,7.0,4.0,237.0,19.0,19.0,13.0,2.0,20.0,18.0,,73.0,5.0,184.0,,,29.0,13.0,56.0,,401.0,2.0,0.0,7.0,11.0,,27.0,1.0,587.0,17.0,11.0,7.0,3.0,8.0,0.0
918933,5.0,2017-09-15 20:00:00,91,Bournemouth,Home,223.0,14.0,1.0,1.0,,1.0,,351.0,5.0,1.0,6.0,5.0,11.0,24.0,573.0,,2.0,14.0,17.0,23.0,6.0,1.0,,,,1.0,,1.0,,,,,11.0,,,,,,3.0,5.0,4.0,5.0,10.0,,108.0,59.0,2.0,,2.0,2.0,12.0,7.0,13.0,1.0,,6.0,9.0,5.0,,10.0,,53.0,63.0,2.0,14.0,8.0,,,67.0,5.0,12.0,1.0,,2.0,1.0,1.0,203.0,2.0,,2.0,1.0,1.0,7.0,,,1.0,1.0,,,,1.0,8.0,,9.0,9.0,,6.0,166.0,86.0,64.0,4.0,1.0,3.0,6.0,3.0,623.0,,,2.0,2.0,,147.0,99.0,34.0,,,,,,138.0,138.0,5.0,16.0,31.0,62.5,,,3.0,,12.0,0.0,,,,170.0,1.0,,,,,,5.0,,3.0,198.0,554.0,8.0,9.0,241.0,23.0,14.0,27.0,3.0,18.0,15.0,,238.0,5.0,424.0,1.0,1.0,14.0,12.0,42.0,1.0,647.0,,0.0,15.0,12.0,4.0,16.0,0.0,839.0,17.0,23.0,18.0,6.0,8.0,0.0
918946,6.0,2017-09-23 15:00:00,91,Bournemouth,Away,139.0,16.0,3.0,5.0,2.0,2.0,,187.0,4.0,,4.0,3.0,12.0,32.0,321.0,,,12.0,15.0,14.0,5.0,1.0,,,,,,,,,,,6.0,,,,,,3.0,9.0,3.0,3.0,5.0,,64.0,61.0,,,,2.0,17.0,2.0,3.0,1.0,,6.0,11.0,5.0,,11.0,,46.0,49.0,2.0,22.0,6.0,,,55.0,11.0,12.0,1.0,,2.0,1.0,,151.0,1.0,,,1.0,,8.0,,,1.0,3.0,,,,,6.0,,5.0,5.0,1.0,5.0,96.0,72.0,46.0,4.0,,2.0,5.0,4.0,387.0,,,5.0,5.0,,67.0,47.0,32.0,,,,,,156.0,156.0,5.0,21.0,24.0,49.4,,3.0,,1.0,17.0,0.0,,,,104.0,1.0,,,,,,2.0,,3.0,87.0,305.0,8.0,7.0,169.0,30.0,22.0,18.0,4.0,21.0,17.0,,128.0,3.0,267.0,3.0,,15.0,12.0,59.0,1.0,415.0,,0.0,8.0,13.0,,20.0,1.0,598.0,17.0,12.0,10.0,6.0,11.0,0.0
918953,7.0,2017-09-30 15:00:00,91,Bournemouth,Home,186.0,16.0,,1.0,1.0,2.0,,251.0,2.0,,4.0,5.0,13.0,33.0,436.0,,,19.0,27.0,24.0,15.0,,,1.0,,,,,,,,,19.0,,1.0,,,,2.0,2.0,6.0,10.0,9.0,,66.0,75.0,1.0,1.0,,3.0,20.0,5.0,10.0,,1.0,7.0,13.0,5.0,,10.0,,61.0,60.0,3.0,31.0,16.0,,,80.0,6.0,10.0,,,3.0,2.0,,218.0,,,,,,6.0,,,,1.0,,,,,16.0,1.0,4.0,4.0,1.0,4.0,121.0,79.0,49.0,5.0,,8.0,7.0,4.0,520.0,,,3.0,4.0,,97.0,69.0,43.0,,,,,,177.0,177.0,2.0,35.0,32.0,60.9,1.0,,,3.0,20.0,0.0,,,,135.0,,1.0,1.0,,,1.0,10.0,1.0,3.0,142.0,424.0,9.0,15.0,215.0,29.0,31.0,23.0,7.0,27.0,20.0,1.0,193.0,7.0,352.0,1.0,,15.0,13.0,60.0,1.0,540.0,,0.0,19.0,12.0,2.0,23.0,1.0,753.0,49.0,19.0,14.0,7.0,9.0,0.0
918971,8.0,2017-10-14 15:00:00,91,Bournemouth,Away,97.0,10.0,1.0,4.0,3.0,4.0,,76.0,2.0,,4.0,5.0,5.0,19.0,169.0,,,13.0,19.0,16.0,4.0,,,,,,,,,,,,3.0,,,,,,5.0,9.0,9.0,4.0,1.0,,34.0,42.0,,,,3.0,17.0,1.0,8.0,,,5.0,4.0,2.0,,14.0,3.0,52.0,37.0,3.0,31.0,16.0,,,50.0,7.0,8.0,,,,,,129.0,,,,,,12.0,,,,1.0,,,,,16.0,,7.0,7.0,1.0,4.0,36.0,58.0,24.0,9.0,,2.0,2.0,1.0,225.0,,,8.0,,,51.0,36.0,19.0,,,,,,129.0,129.0,1.0,21.0,11.0,27.1,,,,1.0,17.0,0.0,,,,55.0,3.0,2.0,5.0,,,,3.0,,3.0,30.0,161.0,4.0,4.0,118.0,16.0,31.0,7.0,5.0,11.0,6.0,,69.0,8.0,147.0,1.0,,27.0,5.0,59.0,1.0,254.0,,0.0,5.0,11.0,,19.0,3.0,419.0,8.0,11.0,2.0,5.0,10.0,0.0
918979,9.0,2017-10-21 15:00:00,91,Bournemouth,Away,183.0,8.0,1.0,2.0,1.0,2.0,,101.0,8.0,,3.0,6.0,4.0,21.0,282.0,,1.0,12.0,23.0,20.0,4.0,,,,,,,,,,,,6.0,1.0,,,,,6.0,9.0,2.0,5.0,2.0,,54.0,60.0,,,1.0,2.0,19.0,1.0,10.0,,,3.0,5.0,1.0,,7.0,,53.0,59.0,2.0,42.0,20.0,,,53.0,10.0,17.0,,,1.0,,,181.0,1.0,,1.0,1.0,,15.0,,,1.0,1.0,,,,1.0,20.0,,8.0,8.0,2.0,3.0,69.0,97.0,40.0,8.0,2.0,2.0,3.0,3.0,350.0,,,2.0,2.0,,44.0,51.0,17.0,,,,,1.0,158.0,158.0,2.0,19.0,31.0,47.7,,,,1.0,19.0,0.0,,,,87.0,2.0,,2.0,,,,3.0,,3.0,37.0,258.0,8.0,5.0,210.0,18.0,42.0,10.0,3.0,9.0,6.0,,73.0,8.0,190.0,1.0,,28.0,5.0,66.0,1.0,391.0,1.0,0.0,7.0,17.0,3.0,23.0,1.0,586.0,13.0,17.0,6.0,3.0,13.0,0.0
918983,10.0,2017-10-28 17:30:00,91,Bournemouth,Home,188.0,6.0,,3.0,3.0,2.0,,191.0,4.0,1.0,9.0,5.0,11.0,29.0,376.0,1.0,,19.0,15.0,12.0,7.0,,,,,,,,,,,,7.0,,,,,,4.0,13.0,5.0,5.0,2.0,,61.0,56.0,,,,3.0,14.0,3.0,5.0,,,5.0,6.0,5.0,,7.0,,41.0,30.0,3.0,19.0,14.0,2.0,1.0,48.0,5.0,5.0,,,,,,160.0,,,,,,10.0,,,,1.0,,,,,14.0,,16.0,16.0,2.0,9.0,107.0,75.0,43.0,5.0,,3.0,4.0,1.0,436.0,,,5.0,1.0,,77.0,61.0,19.0,,,,,,134.0,134.0,6.0,23.0,17.0,41.7,,,,,14.0,0.0,,,,131.0,3.0,1.0,4.0,,,,3.0,1.0,3.0,92.0,362.0,8.0,7.0,210.0,13.0,19.0,16.0,4.0,15.0,11.0,,130.0,9.0,264.0,1.0,1.0,24.0,12.0,60.0,,459.0,1.0,0.0,7.0,7.0,,25.0,2.0,634.0,17.0,16.0,7.0,5.0,6.0,0.0
