matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059810,11.0,2019-11-02 17:30:00,57,Watford,Home,137.0,13.0,,6.0,6.0,2.0,1.0,161.0,4.0,,5.0,4.0,4.0,20.0,292.0,,,12.0,12.0,11.0,10.0,1.0,1.0,,,,,,,,,8.0,1.0,,,,2.0,5.0,11.0,5.0,8.0,4.0,,57.0,69.0,1.0,1.0,1.0,,15.0,4.0,14.0,,1.0,1.0,9.0,6.0,,8.0,5.0,50.0,42.0,,20.0,6.0,,,42.0,8.0,5.0,,,2.0,1.0,,129.0,,,,,,,6.0,,,,,,,,,6.0,,8.0,8.0,,5.0,103.0,72.0,42.0,6.0,1.0,5.0,6.0,3.0,361.0,,,4.0,2.0,,60.0,61.0,19.0,,,,,1.0,128.0,128.0,7.0,22.0,31.0,32.8,,,,,15.0,0.0,,,,84.0,6.0,2.0,8.0,,1.0,,5.0,,3.0,66.0,282.0,6.0,11.0,151.0,24.0,20.0,18.0,1.0,17.0,16.0,,101.0,9.0,239.0,,,21.0,4.0,51.0,,373.0,,0.0,12.0,16.0,,16.0,4.0,555.0,25.0,14.0,10.0,2.0,6.0,0.0
1059818,12.0,2019-11-08 20:00:00,57,Watford,Away,92.0,14.0,1.0,3.0,2.0,3.0,,143.0,4.0,1.0,2.0,8.0,6.0,24.0,232.0,2.0,,12.0,8.0,10.0,6.0,1.0,1.0,1.0,,,,,,,,11.0,,,,,,9.0,7.0,10.0,7.0,5.0,,51.0,79.0,1.0,1.0,1.0,2.0,22.0,4.0,17.0,,,4.0,4.0,1.0,,10.0,2.0,56.0,56.0,2.0,36.0,14.0,,,34.0,13.0,7.0,1.0,,1.0,1.0,,132.0,1.0,,1.0,1.0,,,8.0,,,2.0,,,,,,14.0,,15.0,15.0,3.0,2.0,76.0,59.0,33.0,10.0,,5.0,3.0,2.0,292.0,,,5.0,1.0,,72.0,33.0,13.0,,,,,,125.0,125.0,8.0,37.0,22.0,34.2,,,,,22.0,0.0,,,,56.0,2.0,3.0,5.0,1.0,,1.0,6.0,,3.0,61.0,219.0,8.0,8.0,117.0,30.0,36.0,22.0,4.0,10.0,6.0,1.0,91.0,9.0,208.0,,1.0,21.0,7.0,56.0,,315.0,2.0,1.0,12.0,25.0,,13.0,2.0,522.0,20.0,15.0,14.0,4.0,13.0,0.0
1059830,13.0,2019-11-23 15:00:00,57,Watford,Home,150.0,16.0,,6.0,6.0,1.0,1.0,158.0,2.0,1.0,3.0,6.0,6.0,24.0,302.0,,,25.0,23.0,31.0,10.0,1.0,1.0,,1.0,1.0,3.0,,,,,9.0,,,,,2.0,9.0,7.0,4.0,8.0,7.0,,64.0,56.0,,,,1.0,9.0,7.0,8.0,,,7.0,13.0,11.0,,5.0,1.0,51.0,60.0,1.0,23.0,17.0,,1.0,52.0,14.0,13.0,,,6.0,3.0,3.0,149.0,,,,,,,3.0,,,,1.0,,,,,17.0,1.0,1.0,1.0,,3.0,110.0,68.0,28.0,5.0,,3.0,8.0,4.0,380.0,,,3.0,1.0,,69.0,54.0,38.0,1.0,1.0,1.0,,,148.0,148.0,3.0,28.0,22.0,61.9,,,,1.0,9.0,0.0,,,,73.0,2.0,,2.0,,1.0,,4.0,3.0,3.0,96.0,290.0,2.0,11.0,171.0,40.0,23.0,7.0,6.0,33.0,27.0,,138.0,3.0,258.0,1.0,1.0,24.0,6.0,62.0,2.0,396.0,1.0,0.0,15.0,11.0,,27.0,1.0,582.0,28.0,16.0,6.0,7.0,9.0,0.0
1059839,14.0,2019-11-30 17:30:00,57,Watford,Away,107.0,15.0,,5.0,5.0,2.0,1.0,102.0,3.0,2.0,5.0,6.0,3.0,14.0,204.0,,,19.0,12.0,21.0,3.0,1.0,1.0,,,,,,,,1.0,4.0,,,,,1.0,6.0,7.0,4.0,4.0,2.0,,54.0,60.0,,,1.0,3.0,15.0,,20.0,1.0,1.0,7.0,8.0,4.0,,9.0,,59.0,52.0,3.0,32.0,10.0,,,46.0,10.0,6.0,1.0,,,2.0,,148.0,,,,,,,7.0,,,1.0,2.0,,,,,10.0,,13.0,13.0,2.0,5.0,51.0,63.0,25.0,6.0,,3.0,1.0,3.0,297.0,,,3.0,2.0,,52.0,40.0,25.0,,,,,,167.0,167.0,3.0,22.0,26.0,37.2,,3.0,,,15.0,0.0,,,,62.0,3.0,1.0,3.0,,,,3.0,,3.0,49.0,193.0,7.0,4.0,148.0,34.0,32.0,15.0,6.0,20.0,14.0,,88.0,4.0,187.0,2.0,2.0,39.0,3.0,62.0,4.0,315.0,,0.0,6.0,18.0,,26.0,0.0,519.0,14.0,11.0,7.0,7.0,10.0,0.0
1059844,15.0,2019-12-04 19:30:00,57,Watford,Away,91.0,21.0,1.0,5.0,4.0,2.0,,140.0,,,1.0,6.0,2.0,26.0,226.0,,,17.0,23.0,23.0,4.0,,,,,,,,,,,4.0,,,,,,5.0,12.0,,2.0,2.0,,43.0,55.0,,,,1.0,19.0,2.0,13.0,1.0,,2.0,10.0,8.0,,3.0,,62.0,57.0,1.0,30.0,11.0,,,47.0,16.0,10.0,,,1.0,4.0,,127.0,,,,,,,4.0,,,,,,,,,11.0,,15.0,15.0,1.0,1.0,77.0,72.0,34.0,7.0,,1.0,3.0,1.0,299.0,,,3.0,3.0,,33.0,80.0,21.0,1.0,1.0,1.0,,,160.0,160.0,,19.0,27.0,37.0,,,,,19.0,0.0,,,,77.0,4.0,,3.0,,,,1.0,,3.0,61.0,214.0,7.0,4.0,111.0,44.0,30.0,15.0,1.0,23.0,22.0,,101.0,7.0,236.0,,,27.0,3.0,63.0,1.0,324.0,1.0,0.0,4.0,17.0,,27.0,2.0,526.0,20.0,19.0,7.0,2.0,12.0,0.0
1059860,16.0,2019-12-07 15:00:00,57,Watford,Home,131.0,18.0,2.0,6.0,4.0,3.0,1.0,155.0,4.0,,2.0,12.0,2.0,40.0,280.0,,,22.0,22.0,28.0,10.0,1.0,1.0,2.0,,,1.0,,,,,9.0,,,,,2.0,5.0,3.0,,8.0,5.0,,68.0,59.0,2.0,2.0,,1.0,11.0,6.0,12.0,,,6.0,14.0,5.0,,6.0,,61.0,69.0,1.0,15.0,4.0,,,82.0,15.0,16.0,,,3.0,4.0,1.0,165.0,,,,,,,8.0,,,,3.0,,,,,4.0,,11.0,11.0,,3.0,67.0,79.0,35.0,2.0,,4.0,7.0,3.0,360.0,,,1.0,,,49.0,58.0,34.0,,,,,,161.0,161.0,8.0,24.0,21.0,50.2,,,,,11.0,0.0,,,,84.0,,,,,1.0,2.0,4.0,,2.0,81.0,271.0,5.0,11.0,152.0,39.0,15.0,20.0,5.0,28.0,23.0,2.0,142.0,9.0,260.0,3.0,,35.0,2.0,90.0,1.0,384.0,1.0,0.0,13.0,14.0,,27.0,4.0,580.0,26.0,14.0,12.0,6.0,10.0,0.0
1059867,17.0,2019-12-14 12:30:00,57,Watford,Away,79.0,11.0,,1.0,1.0,1.0,,120.0,1.0,1.0,2.0,6.0,5.0,20.0,198.0,2.0,,10.0,25.0,11.0,6.0,,,,,,,,,,,7.0,,,,,1.0,3.0,14.0,2.0,5.0,3.0,,51.0,67.0,1.0,2.0,,2.0,14.0,,10.0,,,3.0,2.0,1.0,,11.0,2.0,53.0,49.0,2.0,35.0,16.0,,,59.0,6.0,7.0,,,2.0,3.0,,149.0,,,,,,,11.0,,,,1.0,,,,1.0,16.0,1.0,13.0,13.0,3.0,2.0,52.0,71.0,23.0,6.0,,4.0,2.0,2.0,279.0,,,2.0,2.0,,79.0,23.0,24.0,,,,,,160.0,160.0,4.0,28.0,22.0,32.1,,,,,14.0,0.0,,,,57.0,4.0,,4.0,,,,6.0,,2.0,51.0,192.0,11.0,6.0,99.0,34.0,35.0,13.0,3.0,9.0,6.0,,109.0,6.0,219.0,1.0,1.0,23.0,6.0,66.0,4.0,309.0,2.0,0.0,8.0,21.0,1.0,15.0,1.0,514.0,18.0,16.0,10.0,3.0,15.0,0.0
1059880,18.0,2019-12-22 14:00:00,57,Watford,Home,90.0,7.0,,4.0,4.0,3.0,1.0,123.0,3.0,1.0,3.0,2.0,6.0,9.0,209.0,1.0,,15.0,25.0,11.0,5.0,,1.0,1.0,,,,,,,,7.0,1.0,,,,2.0,6.0,10.0,7.0,8.0,3.0,,54.0,62.0,,,1.0,1.0,12.0,5.0,17.0,,1.0,3.0,4.0,3.0,,8.0,2.0,73.0,53.0,1.0,15.0,7.0,,,47.0,16.0,10.0,1.0,,3.0,2.0,,124.0,1.0,,1.0,,1.0,,12.0,,,,,,,,2.0,7.0,,14.0,14.0,3.0,3.0,71.0,64.0,23.0,5.0,1.0,2.0,4.0,3.0,283.0,,,3.0,3.0,,71.0,22.0,22.0,,,,,1.0,156.0,156.0,6.0,26.0,20.0,36.1,,,,,12.0,0.0,,,,64.0,5.0,3.0,8.0,,1.0,1.0,3.0,2.0,3.0,66.0,201.0,7.0,6.0,107.0,22.0,15.0,23.0,3.0,12.0,9.0,1.0,120.0,8.0,218.0,,1.0,24.0,6.0,58.0,5.0,313.0,2.0,0.0,11.0,19.0,,22.0,3.0,511.0,36.0,11.0,13.0,3.0,9.0,0.0
1059889,19.0,2019-12-26 15:00:00,57,Watford,Away,134.0,15.0,,1.0,1.0,3.0,,132.0,4.0,,2.0,6.0,3.0,31.0,265.0,,,17.0,35.0,26.0,2.0,,,,2.0,,2.0,,,,1.0,3.0,,,,,,4.0,12.0,4.0,3.0,2.0,,51.0,58.0,1.0,,1.0,3.0,18.0,1.0,12.0,,,1.0,3.0,4.0,,8.0,4.0,72.0,50.0,3.0,27.0,15.0,,,57.0,8.0,11.0,,,3.0,2.0,2.0,162.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,15.0,,8.0,8.0,,2.0,88.0,89.0,31.0,9.0,1.0,,3.0,2.0,357.0,,,6.0,,,64.0,40.0,12.0,1.0,1.0,1.0,,,181.0,181.0,2.0,27.0,19.0,41.9,,2.0,,,18.0,0.0,,,,85.0,3.0,,3.0,,,,2.0,,3.0,54.0,256.0,10.0,3.0,167.0,27.0,27.0,16.0,1.0,10.0,9.0,,95.0,11.0,229.0,1.0,,37.0,4.0,82.0,1.0,386.0,,0.0,5.0,7.0,,24.0,3.0,583.0,16.0,25.0,6.0,1.0,3.0,0.0
1059900,20.0,2019-12-28 15:00:00,57,Watford,Home,148.0,27.0,2.0,5.0,3.0,2.0,1.0,188.0,1.0,,1.0,7.0,4.0,30.0,331.0,,,16.0,22.0,14.0,11.0,2.0,4.0,1.0,,,,,,,,13.0,1.0,,,,2.0,9.0,5.0,6.0,12.0,8.0,,63.0,68.0,2.0,2.0,3.0,,11.0,9.0,10.0,,3.0,6.0,8.0,5.0,,8.0,1.0,57.0,44.0,,23.0,9.0,,,57.0,16.0,9.0,2.0,,4.0,2.0,,148.0,1.0,,1.0,1.0,,1.0,3.0,,,2.0,,,,,1.0,9.0,,9.0,9.0,1.0,1.0,104.0,63.0,34.0,3.0,1.0,3.0,11.0,6.0,399.0,,,6.0,1.0,,46.0,81.0,31.0,,,,,1.0,129.0,129.0,6.0,29.0,25.0,48.8,,,,,11.0,0.0,,,,102.0,1.0,1.0,2.0,1.0,,1.0,5.0,,3.0,107.0,322.0,3.0,14.0,163.0,40.0,23.0,10.0,6.0,21.0,15.0,2.0,155.0,11.0,275.0,1.0,,24.0,4.0,63.0,1.0,417.0,2.0,1.0,20.0,14.0,,19.0,3.0,600.0,35.0,11.0,7.0,6.0,10.0,0.0
1059910,21.0,2020-01-01 15:00:00,57,Watford,Home,114.0,11.0,,2.0,2.0,6.0,,138.0,5.0,,1.0,9.0,4.0,22.0,250.0,,,12.0,18.0,24.0,6.0,,1.0,,,,,,,,,7.0,,,,,,6.0,8.0,8.0,6.0,3.0,,56.0,60.0,2.0,1.0,1.0,3.0,12.0,2.0,19.0,,1.0,4.0,6.0,1.0,,10.0,2.0,71.0,50.0,3.0,34.0,20.0,,,51.0,12.0,4.0,,1.0,1.0,,,146.0,2.0,,2.0,2.0,,,12.0,,,2.0,1.0,,,,,20.0,,12.0,12.0,1.0,1.0,68.0,77.0,38.0,7.0,2.0,3.0,5.0,3.0,315.0,,,5.0,,,51.0,55.0,14.0,,,,,,143.0,143.0,4.0,31.0,16.0,36.4,,,,,12.0,0.0,,,,73.0,2.0,1.0,3.0,,1.0,,4.0,,3.0,64.0,234.0,6.0,8.0,127.0,34.0,34.0,23.0,1.0,8.0,7.0,,108.0,15.0,224.0,1.0,,23.0,4.0,61.0,1.0,343.0,,1.0,9.0,13.0,,17.0,3.0,519.0,20.0,14.0,10.0,4.0,7.0,0.0
1059912,22.0,2020-01-12 14:00:00,57,Watford,Away,138.0,12.0,2.0,8.0,6.0,3.0,,166.0,3.0,,1.0,8.0,,19.0,296.0,,1.0,9.0,30.0,42.0,11.0,1.0,2.0,2.0,,,,,,,,16.0,,,,,,8.0,2.0,8.0,13.0,5.0,,72.0,69.0,2.0,1.0,2.0,2.0,21.0,6.0,9.0,,,5.0,6.0,8.0,,5.0,1.0,59.0,81.0,2.0,36.0,22.0,,,45.0,13.0,3.0,1.0,,,,,169.0,2.0,,1.0,2.0,,,11.0,,,3.0,2.0,,,,,22.0,,7.0,7.0,2.0,1.0,90.0,85.0,41.0,5.0,1.0,4.0,10.0,6.0,392.0,,,2.0,1.0,,47.0,64.0,22.0,,,,,,154.0,154.0,4.0,29.0,29.0,43.3,,,,1.0,21.0,0.0,,,,80.0,,1.0,1.0,,2.0,2.0,6.0,,3.0,69.0,290.0,12.0,14.0,168.0,32.0,36.0,13.0,4.0,18.0,14.0,2.0,108.0,9.0,261.0,3.0,,24.0,,59.0,5.0,411.0,,0.0,18.0,27.0,3.0,16.0,1.0,609.0,27.0,8.0,10.0,5.0,15.0,0.0
1059930,23.0,2020-01-18 12:30:00,57,Watford,Home,82.0,27.0,1.0,6.0,5.0,2.0,,160.0,3.0,1.0,,14.0,6.0,35.0,236.0,1.0,,14.0,16.0,34.0,11.0,,,1.0,1.0,,1.0,,,,,12.0,,1.0,,,1.0,8.0,11.0,5.0,11.0,4.0,,55.0,72.0,3.0,4.0,,2.0,13.0,5.0,16.0,1.0,2.0,3.0,14.0,8.0,,7.0,2.0,61.0,82.0,2.0,11.0,5.0,,,57.0,13.0,12.0,,,5.0,2.0,1.0,146.0,,,,,,,9.0,,,,,,,,1.0,5.0,,13.0,13.0,,,71.0,76.0,40.0,3.0,,6.0,5.0,2.0,317.0,,,6.0,,,51.0,60.0,37.0,,,,,1.0,171.0,171.0,6.0,29.0,31.0,41.5,,,,1.0,13.0,0.0,,,,70.0,4.0,1.0,4.0,,1.0,1.0,8.0,,2.0,87.0,221.0,3.0,11.0,102.0,39.0,11.0,21.0,1.0,25.0,24.0,1.0,138.0,10.0,265.0,,1.0,32.0,6.0,65.0,2.0,342.0,3.0,0.0,15.0,25.0,,22.0,2.0,551.0,41.0,19.0,11.0,3.0,7.0,0.0
1059933,24.0,2020-01-21 19:30:00,57,Watford,Away,99.0,15.0,,5.0,5.0,3.0,,120.0,2.0,,1.0,3.0,6.0,21.0,214.0,,,11.0,34.0,20.0,5.0,,,1.0,,,,,,,,8.0,,,,,,11.0,13.0,3.0,8.0,,,60.0,60.0,2.0,2.0,1.0,5.0,21.0,3.0,11.0,,,3.0,7.0,5.0,,5.0,1.0,71.0,61.0,5.0,33.0,14.0,,,70.0,18.0,10.0,1.0,,2.0,1.0,,137.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,14.0,,22.0,22.0,2.0,1.0,56.0,72.0,26.0,6.0,,3.0,3.0,2.0,287.0,,,2.0,1.0,,53.0,44.0,16.0,,,,,,145.0,145.0,6.0,27.0,23.0,35.5,,3.0,,,21.0,0.0,,,,61.0,3.0,,3.0,,,1.0,3.0,,3.0,60.0,203.0,12.0,6.0,116.0,33.0,33.0,14.0,1.0,14.0,13.0,1.0,115.0,10.0,212.0,,,26.0,7.0,64.0,3.0,314.0,,0.0,8.0,21.0,,24.0,2.0,522.0,14.0,10.0,10.0,3.0,11.0,0.0
1059950,25.0,2020-02-01 15:00:00,57,Watford,Home,124.0,15.0,1.0,1.0,,4.0,,129.0,5.0,,2.0,12.0,5.0,26.0,252.0,,,11.0,26.0,33.0,3.0,1.0,2.0,,,,,,,,,6.0,,,,,3.0,11.0,9.0,3.0,8.0,3.0,,54.0,68.0,1.0,,1.0,1.0,13.0,3.0,11.0,,1.0,4.0,2.0,2.0,1.0,9.0,1.0,76.0,68.0,1.0,20.0,9.0,,,63.0,17.0,13.0,,,4.0,4.0,,178.0,2.0,,2.0,2.0,,,8.0,,,2.0,,,,,,9.0,,9.0,9.0,3.0,2.0,71.0,80.0,35.0,4.0,1.0,2.0,4.0,2.0,338.0,,,3.0,1.0,,53.0,31.0,26.0,,,,,,168.0,168.0,5.0,24.0,32.0,44.6,,3.0,,1.0,13.0,0.0,,,,61.0,2.0,,2.0,,,,6.0,,3.0,62.0,237.0,6.0,6.0,152.0,32.0,20.0,20.0,4.0,12.0,8.0,,109.0,19.0,224.0,,,38.0,7.0,68.0,,364.0,,0.0,11.0,15.0,,21.0,2.0,549.0,14.0,12.0,7.0,4.0,7.0,0.0
1059954,26.0,2020-02-08 17:30:00,57,Watford,Away,96.0,14.0,1.0,1.0,,2.0,,98.0,3.0,,4.0,5.0,3.0,21.0,193.0,,,16.0,38.0,19.0,3.0,,1.0,1.0,,,,1.0,,,,4.0,,,,,,6.0,8.0,3.0,3.0,2.0,,52.0,54.0,,,,,8.0,1.0,5.0,,,2.0,5.0,1.0,,12.0,1.0,65.0,59.0,,28.0,15.0,,,48.0,12.0,9.0,,,,,,139.0,1.0,,,1.0,,1.0,11.0,,,1.0,,,,,,15.0,,18.0,18.0,1.0,4.0,56.0,75.0,25.0,3.0,1.0,2.0,2.0,2.0,273.0,,,3.0,1.0,1.0,44.0,40.0,14.0,,,,,,150.0,150.0,4.0,21.0,13.0,32.8,,2.0,,2.0,8.0,0.0,,,,54.0,2.0,,2.0,,,1.0,2.0,,2.0,42.0,183.0,4.0,4.0,119.0,33.0,28.0,7.0,1.0,7.0,6.0,2.0,90.0,6.0,189.0,,,29.0,3.0,77.0,2.0,301.0,,0.0,5.0,25.0,,22.0,2.0,491.0,17.0,14.0,6.0,2.0,15.0,0.0
1059968,27.0,2020-02-23 14:00:00,57,Watford,Away,126.0,19.0,1.0,3.0,2.0,2.0,,191.0,6.0,,2.0,7.0,6.0,26.0,314.0,,,16.0,18.0,22.0,3.0,2.0,2.0,,,1.0,1.0,,1.0,,,4.0,,,1.0,,,12.0,15.0,6.0,4.0,3.0,,70.0,68.0,,,,,18.0,3.0,14.0,1.0,1.0,5.0,12.0,5.0,,10.0,,67.0,51.0,,6.0,1.0,,1.0,50.0,15.0,6.0,,,2.0,,1.0,158.0,,,,,,,14.0,,,,1.0,,,,1.0,1.0,1.0,17.0,17.0,1.0,2.0,104.0,81.0,41.0,3.0,,1.0,4.0,2.0,391.0,,,4.0,,,95.0,35.0,24.0,1.0,1.0,1.0,,,170.0,170.0,6.0,21.0,32.0,42.0,1.0,,,,18.0,0.0,,,,88.0,4.0,2.0,5.0,,,,2.0,1.0,3.0,82.0,299.0,9.0,5.0,145.0,37.0,6.0,18.0,4.0,21.0,17.0,,124.0,8.0,296.0,1.0,,21.0,7.0,57.0,1.0,420.0,,0.0,7.0,16.0,,21.0,1.0,601.0,16.0,19.0,7.0,5.0,9.0,0.0
1059980,28.0,2020-02-29 17:30:00,57,Watford,Home,91.0,19.0,1.0,3.0,2.0,4.0,,110.0,5.0,,1.0,6.0,1.0,23.0,198.0,,1.0,13.0,17.0,20.0,7.0,,,,,,,,,,2.0,13.0,,,,,,3.0,3.0,4.0,10.0,4.0,,49.0,67.0,4.0,3.0,3.0,3.0,13.0,2.0,9.0,,,3.0,6.0,4.0,,4.0,1.0,37.0,47.0,3.0,41.0,22.0,,,35.0,4.0,8.0,1.0,,2.0,1.0,,147.0,3.0,,3.0,2.0,1.0,,14.0,,,2.0,1.0,,,,1.0,22.0,,17.0,17.0,1.0,1.0,50.0,66.0,27.0,5.0,2.0,5.0,5.0,5.0,270.0,,,2.0,1.0,,67.0,44.0,21.0,,,,,,143.0,143.0,4.0,34.0,20.0,29.2,,,,1.0,13.0,0.0,,,,53.0,1.0,,1.0,,2.0,,7.0,,3.0,55.0,187.0,3.0,10.0,118.0,35.0,41.0,10.0,2.0,13.0,11.0,,91.0,14.0,194.0,1.0,,22.0,2.0,56.0,5.0,299.0,,0.0,14.0,13.0,1.0,19.0,0.0,485.0,24.0,12.0,6.0,3.0,7.0,0.0
1059985,29.0,2020-03-07 15:00:00,57,Watford,Away,165.0,23.0,,3.0,3.0,3.0,,187.0,2.0,1.0,3.0,6.0,1.0,23.0,349.0,,,21.0,31.0,34.0,7.0,,1.0,,,,,,,,,8.0,,,,,1.0,12.0,5.0,5.0,7.0,3.0,,76.0,68.0,,,,,11.0,5.0,14.0,,1.0,8.0,14.0,6.0,,12.0,1.0,82.0,69.0,,18.0,13.0,,,54.0,16.0,11.0,,,1.0,1.0,,188.0,,,,,,,6.0,,,,,,,,,13.0,,6.0,6.0,,3.0,93.0,87.0,49.0,8.0,,2.0,5.0,3.0,443.0,,,4.0,1.0,,60.0,65.0,44.0,,,,,,184.0,184.0,6.0,26.0,31.0,55.8,,,,,11.0,0.0,,,,107.0,2.0,,2.0,,,,2.0,1.0,3.0,105.0,337.0,4.0,7.0,188.0,43.0,18.0,13.0,8.0,29.0,21.0,,158.0,8.0,305.0,,1.0,19.0,3.0,50.0,1.0,464.0,,0.0,10.0,22.0,1.0,25.0,4.0,665.0,26.0,16.0,4.0,8.0,11.0,0.0
1060000,30.0,2020-06-20 12:30:00,57,Watford,Home,43.0,14.0,1.0,4.0,3.0,2.0,1.0,120.0,4.0,1.0,,9.0,5.0,29.0,159.0,,1.0,17.0,21.0,22.0,3.0,2.0,2.0,1.0,,,,,,,1.0,4.0,,,,,2.0,11.0,5.0,10.0,7.0,1.0,,39.0,59.0,3.0,2.0,1.0,2.0,22.0,1.0,5.0,,,2.0,9.0,2.0,1.0,13.0,1.0,68.0,51.0,2.0,22.0,11.0,,,58.0,15.0,12.0,,,3.0,3.0,,130.0,1.0,,,1.0,,,12.0,,,,1.0,,,,,11.0,,10.0,10.0,1.0,1.0,43.0,64.0,31.0,7.0,,1.0,5.0,4.0,224.0,,,6.0,,,41.0,62.0,34.0,,,,,,162.0,162.0,5.0,31.0,17.0,31.7,,,1.0,,22.0,0.0,,,,42.0,,1.0,1.0,,,1.0,3.0,1.0,5.0,76.0,144.0,12.0,6.0,74.0,36.0,22.0,19.0,2.0,16.0,14.0,1.0,120.0,3.0,196.0,1.0,1.0,23.0,7.0,70.0,,254.0,,0.0,8.0,13.0,1.0,30.0,0.0,459.0,29.0,14.0,5.0,2.0,9.0,0.0
1060002,31.0,2020-06-25 18:00:00,57,Watford,Away,91.0,13.0,4.0,7.0,3.0,3.0,1.0,119.0,,2.0,2.0,5.0,3.0,22.0,203.0,,,23.0,41.0,40.0,1.0,5.0,6.0,,1.0,,1.0,,,,,2.0,,,,,1.0,7.0,7.0,2.0,7.0,3.0,,36.0,56.0,,,,1.0,12.0,,4.0,1.0,,7.0,14.0,5.0,,8.0,1.0,69.0,72.0,1.0,13.0,11.0,,,70.0,15.0,12.0,,1.0,5.0,4.0,1.0,153.0,,,,,,,4.0,,,,,,,,,11.0,,4.0,4.0,,2.0,67.0,75.0,23.0,1.0,,3.0,3.0,4.0,310.0,,,1.0,,,48.0,56.0,47.0,,,,,,188.0,188.0,2.0,26.0,17.0,44.8,,,,,12.0,0.0,,,,73.0,4.0,,3.0,,,,6.0,,4.0,72.0,197.0,5.0,6.0,129.0,46.0,13.0,7.0,7.0,30.0,23.0,,133.0,12.0,230.0,,2.0,33.0,5.0,74.0,,329.0,,0.0,10.0,16.0,,37.0,0.0,500.0,12.0,13.0,4.0,7.0,9.0,0.0
1060020,32.0,2020-06-28 16:30:00,57,Watford,Home,141.0,22.0,,2.0,2.0,3.0,,132.0,1.0,1.0,6.0,9.0,5.0,31.0,271.0,,,19.0,38.0,28.0,2.0,,3.0,,,,,,,,,4.0,,,,,1.0,12.0,6.0,5.0,3.0,5.0,,63.0,76.0,,,,,17.0,6.0,9.0,,,5.0,10.0,7.0,,11.0,,85.0,60.0,,10.0,5.0,1.0,,65.0,18.0,9.0,,,2.0,1.0,,171.0,,,,,,,5.0,,,,,,,,,5.0,,14.0,14.0,2.0,8.0,86.0,83.0,33.0,3.0,,,2.0,,375.0,,,1.0,3.0,,49.0,64.0,30.0,,,,,,197.0,197.0,2.0,32.0,28.0,47.6,,,,,17.0,0.0,,,,76.0,2.0,2.0,4.0,,,,2.0,6.0,4.0,76.0,262.0,9.0,2.0,180.0,46.0,10.0,19.0,4.0,22.0,18.0,,131.0,9.0,238.0,,1.0,38.0,5.0,81.0,1.0,396.0,1.0,0.0,8.0,13.0,,28.0,3.0,587.0,14.0,17.0,10.0,5.0,8.0,0.0
