matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210371,11.0,2021-11-07 14:00:00,57,Watford,Away,123.0,16.0,,5.0,5.0,3.0,,110.0,1.0,,4.0,5.0,2.0,20.0,228.0,,,17.0,18.0,9.0,6.0,,1.0,,,,,,,1.0,,6.0,,,,,,,11.0,6.0,8.0,4.0,3.0,,56.0,63.0,1.0,1.0,,1.0,4.0,4.0,15.0,,,2.0,6.0,7.0,,13.0,2.0,73.0,38.0,1.0,22.0,15.0,,,0.181612,0.501,,,1.7067,20.0,50.0,19.0,6.0,,,2.0,1.0,,126.0,,,,,,,5.0,,,,,,,,,15.0,,11.0,11.0,,4.0,64.0,71.0,38.0,4.0,,2.0,4.0,1.0,301.0,,,3.0,1.0,,51.0,45.0,24.0,,1.0,1.0,1.0,,149.0,149.0,3.0,30.0,19.0,39.4,,,,,10.0,0.0,,,,71.0,3.0,2.0,5.0,1.0,,,2.0,1.0,3.0,11.0,47.0,221.0,4.0,6.0,146.0,37.0,22.0,17.0,1.0,15.0,14.0,,88.0,7.0,186.0,,,27.0,3.0,62.0,3.0,317.0,,1.0,7.0,15.0,,23.0,2.0,504.0,14.0,18.0,8.0,2.0,10.0,0.0
2210389,12.0,2021-11-20 15:00:00,57,Watford,Home,87.0,14.0,4.0,8.0,4.0,3.0,,145.0,3.0,,,7.0,1.0,28.0,224.0,1.0,,16.0,20.0,15.0,5.0,4.0,4.0,1.0,1.0,,2.0,,,,,13.0,,1.0,,,,,5.0,8.0,1.0,15.0,5.0,,61.0,69.0,2.0,2.0,1.0,,12.0,7.0,11.0,,1.0,8.0,8.0,8.0,,6.0,1.0,51.0,46.0,,13.0,6.0,,,,,,,,31.0,68.0,7.0,5.0,1.0,,4.0,1.0,2.0,152.0,4.0,,3.0,4.0,,,6.0,,,4.0,,,,,,6.0,,12.0,12.0,1.0,,53.0,72.0,22.0,3.0,2.0,3.0,10.0,7.0,318.0,,,1.0,1.0,,53.0,66.0,31.0,,,,,1.0,155.0,155.0,8.0,21.0,36.0,38.7,,,,1.0,12.0,0.0,,,,69.0,2.0,,2.0,,,1.0,6.0,1.0,3.0,14.0,84.0,216.0,6.0,13.0,99.0,25.0,13.0,11.0,6.0,23.0,17.0,1.0,146.0,5.0,259.0,,,33.0,2.0,68.0,1.0,335.0,1.0,0.0,20.0,22.0,,21.0,2.0,505.0,35.0,9.0,4.0,9.0,13.0,0.0
2210397,13.0,2021-11-28 14:00:00,57,Watford,Away,77.0,16.0,1.0,8.0,7.0,4.0,2.0,116.0,2.0,1.0,2.0,6.0,3.0,18.0,185.0,,,16.0,30.0,23.0,8.0,4.0,2.0,,,,1.0,,,,1.0,10.0,1.0,,,,,3.0,11.0,13.0,5.0,13.0,4.0,,47.0,72.0,2.0,2.0,2.0,1.0,21.0,4.0,10.0,,1.0,6.0,6.0,8.0,,16.0,3.0,80.0,51.0,1.0,12.0,7.0,1.0,,,,,,,23.0,58.0,20.0,5.0,1.0,,3.0,3.0,1.0,160.0,,,,,,,6.0,,,1.0,,,,,2.0,7.0,1.0,13.0,13.0,1.0,2.0,46.0,78.0,28.0,8.0,1.0,7.0,5.0,5.0,281.0,,,5.0,,,64.0,33.0,29.0,,,,,1.0,184.0,184.0,6.0,18.0,40.0,43.3,,,,,21.0,0.0,,,,50.0,3.0,1.0,4.0,,1.0,,8.0,,3.0,9.0,59.0,176.0,8.0,12.0,111.0,36.0,12.0,15.0,6.0,23.0,17.0,,109.0,9.0,215.0,,1.0,28.0,3.0,64.0,2.0,303.0,,0.0,17.0,14.0,,28.0,0.0,496.0,29.0,15.0,9.0,6.0,9.0,0.0
2210405,14.0,2021-12-01 19:30:00,57,Watford,Home,95.0,14.0,,4.0,4.0,3.0,,185.0,1.0,,1.0,15.0,7.0,30.0,276.0,1.0,3.0,25.0,34.0,29.0,8.0,1.0,,2.0,,1.0,2.0,,,,,10.0,,,,,,2.0,9.0,6.0,2.0,6.0,8.0,,69.0,81.0,1.0,1.0,,,9.0,4.0,9.0,,,6.0,11.0,10.0,,6.0,1.0,73.0,63.0,,9.0,5.0,,,0.840037,1.0166,0.0943,1.3171,0.7596,23.0,75.0,18.0,16.0,,,7.0,3.0,2.0,174.0,1.0,,1.0,1.0,,1.0,2.0,,,1.0,2.0,,,,,5.0,,15.0,15.0,3.0,2.0,62.0,73.0,27.0,,1.0,3.0,7.0,6.0,376.0,,,1.0,3.0,,51.0,115.0,36.0,,,,,,198.0,198.0,11.0,26.0,39.0,49.8,,,,,17.0,0.0,,,,94.0,2.0,,2.0,,1.0,2.0,4.0,1.0,3.0,13.0,131.0,263.0,9.0,10.0,119.0,44.0,9.0,14.0,6.0,30.0,24.0,3.0,199.0,9.0,310.0,2.0,,39.0,9.0,77.0,3.0,399.0,1.0,0.0,14.0,10.0,4.0,35.0,4.0,614.0,19.0,20.0,8.0,6.0,6.0,0.0
2210418,15.0,2021-12-04 17:30:00,57,Watford,Home,72.0,23.0,2.0,4.0,2.0,3.0,,89.0,2.0,1.0,2.0,3.0,2.0,25.0,157.0,,,10.0,12.0,11.0,7.0,3.0,2.0,,,1.0,1.0,,,,,8.0,,,,1.0,,,9.0,22.0,4.0,6.0,5.0,,35.0,59.0,,,1.0,,7.0,1.0,8.0,1.0,,5.0,7.0,3.0,,6.0,7.0,46.0,37.0,,19.0,9.0,,,,,,,,20.0,38.0,11.0,7.0,,,1.0,,1.0,118.0,,,,,,,10.0,,,1.0,2.0,,,,,9.0,1.0,11.0,11.0,4.0,2.0,39.0,61.0,31.0,11.0,,6.0,4.0,4.0,209.0,,,5.0,1.0,,32.0,33.0,18.0,,,,,,124.0,124.0,6.0,27.0,14.0,22.9,1.0,,,,7.0,0.0,,,,47.0,9.0,1.0,9.0,,,,6.0,,3.0,12.0,45.0,142.0,3.0,10.0,100.0,46.0,19.0,13.0,4.0,14.0,10.0,,74.0,7.0,153.0,2.0,1.0,11.0,2.0,63.0,,239.0,,0.0,11.0,15.0,,11.0,3.0,399.0,15.0,15.0,4.0,5.0,6.0,0.0
2210422,16.0,2021-12-10 20:00:00,57,Watford,Away,80.0,16.0,2.0,5.0,3.0,6.0,,88.0,1.0,2.0,,7.0,2.0,18.0,163.0,,1.0,19.0,25.0,36.0,3.0,1.0,2.0,1.0,1.0,,1.0,,,,,3.0,,,,,1.0,,11.0,11.0,3.0,4.0,2.0,,32.0,67.0,1.0,1.0,,2.0,9.0,1.0,6.0,,,2.0,2.0,5.0,,11.0,2.0,68.0,71.0,2.0,35.0,16.0,,,,,,,,18.0,55.0,18.0,12.0,1.0,,3.0,2.0,1.0,159.0,1.0,1.0,1.0,,1.0,,8.0,,,,,,,,,16.0,1.0,8.0,8.0,1.0,,37.0,72.0,25.0,8.0,,2.0,3.0,2.0,256.0,,,5.0,,,52.0,55.0,16.0,1.0,1.0,1.0,,,174.0,174.0,2.0,34.0,25.0,36.6,1.0,3.0,,,9.0,0.0,,,,53.0,2.0,1.0,3.0,,1.0,1.0,3.0,1.0,3.0,10.0,41.0,152.0,5.0,5.0,112.0,32.0,35.0,15.0,2.0,11.0,9.0,1.0,86.0,12.0,180.0,,2.0,33.0,4.0,61.0,,281.0,,0.0,6.0,17.0,1.0,26.0,0.0,476.0,8.0,23.0,6.0,2.0,9.0,0.0
2210434,17.0,2022-02-05 18:00:00,57,Watford,Away,109.0,12.0,2.0,6.0,4.0,2.0,1.0,142.0,4.0,,2.0,12.0,6.0,26.0,245.0,,1.0,16.0,24.0,23.0,10.0,1.0,1.0,,,,,,,,,10.0,,,,,,,4.0,7.0,6.0,7.0,4.0,,59.0,75.0,1.0,1.0,,,17.0,2.0,11.0,,1.0,7.0,8.0,5.0,,6.0,2.0,57.0,62.0,,28.0,20.0,,,,,,,,29.0,63.0,9.0,16.0,,,,3.0,,156.0,,,,,,,7.0,,,,1.0,,,,1.0,20.0,,19.0,19.0,1.0,2.0,74.0,93.0,36.0,4.0,,4.0,7.0,5.0,334.0,,,4.0,1.0,,46.0,64.0,29.0,,,,,,172.0,172.0,2.0,26.0,38.0,48.4,,,,,17.0,0.0,,,,70.0,1.0,1.0,2.0,,,,4.0,,2.0,13.0,59.0,233.0,9.0,11.0,133.0,28.0,28.0,16.0,7.0,22.0,16.0,,109.0,6.0,248.0,1.0,,46.0,9.0,78.0,,359.0,,0.0,11.0,16.0,1.0,20.0,2.0,581.0,26.0,23.0,8.0,7.0,11.0,0.0
2210448,18.0,2022-02-23 19:30:00,57,Watford,Home,226.0,21.0,2.0,4.0,2.0,2.0,,141.0,3.0,,1.0,6.0,5.0,31.0,363.0,,,22.0,10.0,10.0,6.0,1.0,3.0,,,,,,,,,4.0,,,,,,1.0,6.0,6.0,1.0,6.0,2.0,,71.0,64.0,3.0,2.0,1.0,,20.0,3.0,7.0,,,6.0,4.0,6.0,,9.0,,52.0,36.0,,13.0,5.0,,,,,,,,27.0,64.0,12.0,8.0,,,1.0,,,148.0,1.0,1.0,1.0,,1.0,,4.0,,,,,,,,,5.0,,8.0,8.0,,1.0,120.0,60.0,31.0,4.0,1.0,4.0,4.0,1.0,437.0,,,,1.0,,56.0,69.0,26.0,,,,,,148.0,148.0,2.0,37.0,21.0,45.3,,,,,20.0,0.0,,,,117.0,1.0,,1.0,,1.0,,4.0,1.0,2.0,14.0,63.0,349.0,8.0,8.0,259.0,45.0,13.0,21.0,6.0,16.0,10.0,,104.0,5.0,213.0,,,26.0,5.0,68.0,2.0,456.0,,0.0,8.0,11.0,,23.0,2.0,623.0,12.0,16.0,7.0,6.0,6.0,0.0
2210460,19.0,2022-03-10 19:30:00,57,Watford,Away,156.0,16.0,,3.0,3.0,1.0,,116.0,3.0,2.0,6.0,3.0,3.0,18.0,269.0,,2.0,13.0,18.0,12.0,5.0,,,,1.0,,2.0,1.0,1.0,,,6.0,,,,,,1.0,5.0,7.0,4.0,5.0,4.0,,67.0,55.0,,,,2.0,6.0,4.0,6.0,,,2.0,3.0,2.0,,5.0,1.0,43.0,46.0,2.0,17.0,7.0,1.0,1.0,,,,,,19.0,40.0,10.0,10.0,,,3.0,2.0,2.0,125.0,,,,,,,5.0,,,,,,,,1.0,7.0,,7.0,7.0,,6.0,67.0,59.0,28.0,5.0,,3.0,2.0,,324.0,,,1.0,,1.0,39.0,53.0,13.0,,,,,,108.0,108.0,3.0,24.0,20.0,34.2,,,,,6.0,0.0,,,,84.0,1.0,1.0,2.0,,,,5.0,,3.0,8.0,38.0,257.0,3.0,5.0,178.0,27.0,17.0,16.0,2.0,9.0,7.0,,66.0,4.0,174.0,1.0,2.0,29.0,3.0,57.0,4.0,343.0,,0.0,9.0,13.0,2.0,14.0,2.0,491.0,10.0,13.0,11.0,2.0,7.0,0.0
2210470,20.0,2021-12-28 15:00:00,57,Watford,Home,91.0,15.0,2.0,6.0,4.0,,1.0,124.0,1.0,,1.0,9.0,1.0,24.0,209.0,,,18.0,19.0,25.0,5.0,2.0,2.0,,,,,,,,1.0,9.0,,,,,,3.0,7.0,10.0,3.0,11.0,3.0,,50.0,70.0,2.0,2.0,,1.0,18.0,4.0,9.0,,,4.0,9.0,3.0,,8.0,2.0,55.0,63.0,1.0,20.0,7.0,,,,,,,,27.0,61.0,12.0,11.0,1.0,,1.0,3.0,,151.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,7.0,,13.0,13.0,1.0,1.0,55.0,69.0,33.0,5.0,,3.0,5.0,5.0,293.0,,,4.0,2.0,,30.0,69.0,30.0,1.0,1.0,1.0,,,165.0,165.0,9.0,35.0,21.0,43.0,,3.0,,1.0,18.0,0.0,,,,60.0,2.0,,2.0,,1.0,,5.0,1.0,3.0,12.0,59.0,197.0,13.0,8.0,121.0,32.0,20.0,18.0,4.0,19.0,15.0,,109.0,5.0,214.0,,,28.0,1.0,62.0,,316.0,,0.0,14.0,16.0,,25.0,0.0,536.0,25.0,21.0,11.0,4.0,12.0,0.0
2210480,21.0,2022-01-01 15:00:00,57,Watford,Home,116.0,10.0,1.0,1.0,,1.0,,53.0,6.0,,5.0,6.0,3.0,25.0,168.0,,1.0,7.0,22.0,24.0,3.0,1.0,2.0,,1.0,,1.0,,,,,3.0,,,,,,,5.0,12.0,9.0,3.0,3.0,,44.0,67.0,,,,4.0,11.0,,13.0,,,3.0,1.0,3.0,,7.0,2.0,57.0,59.0,4.0,40.0,22.0,,1.0,,,,,,27.0,48.0,6.0,9.0,,,2.0,2.0,1.0,122.0,,,,,,,9.0,,,,,,,,,22.0,,8.0,8.0,3.0,5.0,46.0,63.0,23.0,7.0,,1.0,3.0,4.0,224.0,,,6.0,2.0,,29.0,35.0,14.0,,,,,,132.0,132.0,2.0,39.0,14.0,25.8,,,,,11.0,0.0,,,,39.0,3.0,5.0,9.0,,2.0,,2.0,,3.0,10.0,20.0,153.0,8.0,4.0,136.0,28.0,40.0,19.0,3.0,9.0,6.0,,57.0,9.0,124.0,,,29.0,4.0,70.0,1.0,251.0,,0.0,6.0,16.0,1.0,10.0,0.0,446.0,6.0,19.0,10.0,3.0,8.0,0.0
2210486,22.0,2022-01-15 15:00:00,57,Watford,Away,187.0,17.0,2.0,5.0,3.0,3.0,,119.0,6.0,1.0,3.0,10.0,6.0,26.0,301.0,,1.0,15.0,31.0,27.0,12.0,,3.0,3.0,,,2.0,,,,,11.0,,,,,,2.0,7.0,8.0,4.0,10.0,8.0,,51.0,57.0,2.0,2.0,,,11.0,7.0,11.0,,,6.0,3.0,6.0,,17.0,,81.0,70.0,,28.0,16.0,,,,,,,,27.0,35.0,13.0,13.0,1.0,,2.0,,2.0,155.0,1.0,,,1.0,,,9.0,,,1.0,,,,,1.0,16.0,,17.0,17.0,3.0,3.0,89.0,65.0,37.0,4.0,,4.0,9.0,5.0,358.0,,,3.0,,,40.0,47.0,24.0,,,,,,138.0,138.0,3.0,25.0,25.0,48.0,,,1.0,1.0,11.0,0.0,,,,86.0,,,,,,3.0,6.0,,3.0,16.0,50.0,285.0,3.0,13.0,220.0,41.0,28.0,22.0,6.0,15.0,9.0,3.0,73.0,7.0,176.0,,1.0,26.0,7.0,62.0,1.0,381.0,,0.0,18.0,19.0,1.0,20.0,2.0,601.0,25.0,15.0,12.0,6.0,11.0,0.0
2210500,23.0,2022-01-21 20:00:00,57,Watford,Home,243.0,29.0,2.0,5.0,3.0,2.0,1.0,226.0,3.0,,1.0,4.0,5.0,42.0,464.0,,,15.0,16.0,20.0,9.0,2.0,2.0,,,,,1.0,,,,11.0,,,1.0,,,2.0,9.0,5.0,3.0,8.0,7.0,,72.0,67.0,1.0,2.0,,,14.0,4.0,7.0,,,5.0,11.0,6.0,,9.0,,55.0,67.0,,5.0,2.0,1.0,,,,,,,28.0,61.0,16.0,11.0,,,1.0,1.0,,182.0,,,,,,,5.0,,,,,,,,,2.0,1.0,9.0,9.0,,1.0,144.0,76.0,49.0,1.0,,5.0,6.0,4.0,544.0,,,3.0,2.0,1.0,83.0,79.0,25.0,,,,,,155.0,155.0,2.0,25.0,38.0,68.5,1.0,,,,14.0,0.0,,,,167.0,,,,1.0,,,7.0,,3.0,15.0,126.0,448.0,4.0,11.0,271.0,52.0,5.0,29.0,4.0,22.0,18.0,,171.0,4.0,316.0,,,21.0,6.0,74.0,1.0,565.0,,1.0,15.0,14.0,1.0,17.0,0.0,740.0,23.0,16.0,22.0,5.0,10.0,0.0
2210505,24.0,2022-02-08 19:45:00,57,Watford,Away,114.0,14.0,1.0,4.0,3.0,,,125.0,1.0,,,6.0,3.0,16.0,235.0,,,13.0,42.0,25.0,5.0,,,1.0,,,,,,,,6.0,,,,,,,2.0,8.0,1.0,2.0,4.0,,54.0,58.0,,,,2.0,17.0,1.0,9.0,1.0,,6.0,4.0,6.0,,7.0,1.0,73.0,57.0,2.0,28.0,15.0,,,,,,,,28.0,49.0,6.0,1.0,,,,,,144.0,,,,,,,10.0,,,,,,,,,15.0,,12.0,12.0,,,65.0,59.0,23.0,5.0,,3.0,2.0,1.0,319.0,,,3.0,1.0,,51.0,51.0,21.0,,,,,,156.0,156.0,2.0,28.0,27.0,35.7,,,,,17.0,0.0,,,,72.0,2.0,,1.0,,1.0,1.0,4.0,,3.0,17.0,63.0,229.0,9.0,5.0,144.0,29.0,28.0,23.0,6.0,16.0,10.0,1.0,101.0,7.0,207.0,,,20.0,3.0,53.0,1.0,335.0,,0.0,6.0,17.0,,21.0,0.0,527.0,18.0,18.0,14.0,6.0,12.0,0.0
2210520,25.0,2022-02-12 15:00:00,57,Watford,Home,106.0,12.0,,2.0,2.0,1.0,,112.0,1.0,1.0,3.0,5.0,2.0,17.0,216.0,,,15.0,29.0,8.0,6.0,,2.0,,1.0,,1.0,,,,,4.0,,,1.0,,,2.0,9.0,10.0,1.0,6.0,3.0,,42.0,78.0,,,,1.0,24.0,3.0,9.0,1.0,,4.0,8.0,4.0,,13.0,2.0,74.0,45.0,1.0,21.0,7.0,,,,,,,,32.0,41.0,16.0,7.0,,,3.0,2.0,1.0,135.0,,,,,,,5.0,,,,1.0,,,,,7.0,1.0,11.0,11.0,,3.0,72.0,66.0,28.0,5.0,,3.0,3.0,1.0,298.0,,,4.0,3.0,,44.0,51.0,25.0,,,,,,170.0,170.0,3.0,42.0,27.0,35.2,1.0,,,,24.0,0.0,,,,66.0,3.0,1.0,3.0,,1.0,,5.0,,3.0,15.0,59.0,208.0,18.0,6.0,135.0,25.0,21.0,20.0,4.0,18.0,14.0,,94.0,4.0,198.0,1.0,1.0,30.0,2.0,57.0,1.0,315.0,,0.0,9.0,18.0,,20.0,3.0,537.0,18.0,25.0,12.0,4.0,13.0,0.0
2210522,26.0,2022-02-19 15:00:00,57,Watford,Away,169.0,18.0,,1.0,1.0,2.0,,120.0,5.0,,8.0,3.0,6.0,25.0,288.0,,1.0,19.0,16.0,17.0,6.0,,,3.0,,,,,,,,8.0,,,,,,,5.0,8.0,12.0,5.0,3.0,,61.0,51.0,4.0,3.0,1.0,2.0,16.0,1.0,7.0,,,5.0,2.0,5.0,,7.0,,49.0,54.0,2.0,36.0,24.0,,,,,,,,31.0,47.0,7.0,12.0,1.0,1.0,,1.0,,148.0,1.0,,1.0,1.0,,,13.0,,,1.0,,,,,,24.0,,14.0,14.0,3.0,8.0,82.0,80.0,36.0,10.0,,2.0,5.0,4.0,357.0,,,7.0,2.0,,63.0,47.0,25.0,,,,,,147.0,147.0,1.0,22.0,17.0,40.4,,,,,16.0,0.0,,,,92.0,,1.0,1.0,,1.0,3.0,3.0,,3.0,19.0,49.0,275.0,4.0,7.0,196.0,42.0,36.0,20.0,4.0,12.0,8.0,3.0,86.0,12.0,199.0,,,26.0,6.0,72.0,,383.0,,0.0,8.0,17.0,1.0,26.0,2.0,601.0,14.0,12.0,8.0,5.0,8.0,0.0
2210538,27.0,2022-02-26 15:00:00,57,Watford,Away,133.0,19.0,1.0,3.0,2.0,1.0,,106.0,7.0,,2.0,5.0,5.0,28.0,236.0,,,10.0,21.0,10.0,5.0,1.0,3.0,,,,,,,,,7.0,,,,,,,5.0,14.0,8.0,4.0,6.0,,68.0,71.0,,,,4.0,20.0,3.0,10.0,,,3.0,2.0,2.0,,11.0,1.0,58.0,47.0,4.0,28.0,8.0,,1.0,,,,,,21.0,52.0,7.0,2.0,,,,,,157.0,,,,,,,17.0,,,,1.0,,,,,8.0,,22.0,22.0,2.0,2.0,56.0,77.0,31.0,4.0,,3.0,3.0,2.0,310.0,,,5.0,,,44.0,49.0,13.0,,,,,,148.0,148.0,5.0,38.0,16.0,32.7,,,,1.0,20.0,0.0,,,,54.0,2.0,1.0,3.0,,2.0,,5.0,,3.0,12.0,44.0,227.0,15.0,6.0,158.0,39.0,28.0,22.0,3.0,7.0,4.0,,86.0,8.0,184.0,1.0,,24.0,7.0,77.0,2.0,335.0,,0.0,10.0,22.0,,13.0,0.0,545.0,11.0,20.0,13.0,3.0,12.0,0.0
2210549,28.0,2022-03-06 14:00:00,57,Watford,Home,192.0,17.0,,2.0,2.0,2.0,,136.0,6.0,,2.0,4.0,6.0,23.0,326.0,,,35.0,9.0,31.0,8.0,,,2.0,,2.0,2.0,,,,,10.0,,,,,,1.0,3.0,11.0,5.0,7.0,6.0,,59.0,67.0,2.0,1.0,1.0,1.0,16.0,3.0,8.0,,,1.0,6.0,3.0,,12.0,,42.0,72.0,1.0,17.0,11.0,1.0,1.0,,,,,,31.0,64.0,5.0,12.0,1.0,,2.0,,2.0,183.0,2.0,,2.0,2.0,,,9.0,,,2.0,1.0,,,,,11.0,,16.0,16.0,4.0,2.0,94.0,67.0,32.0,5.0,1.0,3.0,7.0,7.0,403.0,,,3.0,1.0,,55.0,67.0,20.0,,,,,,146.0,146.0,7.0,36.0,18.0,43.0,,,,,16.0,0.0,,,,92.0,1.0,,1.0,,,2.0,3.0,,2.0,16.0,72.0,310.0,4.0,10.0,223.0,40.0,17.0,21.0,1.0,10.0,9.0,2.0,124.0,9.0,215.0,1.0,,19.0,7.0,62.0,2.0,428.0,,0.0,13.0,17.0,,36.0,1.0,629.0,25.0,12.0,13.0,1.0,6.0,0.0
2210559,29.0,2022-03-13 14:00:00,57,Watford,Away,85.0,15.0,,2.0,2.0,1.0,,120.0,1.0,,3.0,11.0,1.0,27.0,203.0,,1.0,12.0,23.0,28.0,6.0,,,4.0,,,,,,,1.0,9.0,,,,,,,10.0,10.0,3.0,6.0,3.0,,59.0,65.0,2.0,1.0,2.0,2.0,18.0,1.0,7.0,1.0,,3.0,7.0,3.0,,7.0,2.0,58.0,59.0,2.0,32.0,17.0,,,,,,,,29.0,71.0,12.0,7.0,2.0,,,,,164.0,1.0,,1.0,1.0,,,7.0,,,2.0,,,,,1.0,17.0,,20.0,20.0,6.0,3.0,40.0,80.0,28.0,11.0,,3.0,4.0,5.0,285.0,,,2.0,1.0,,70.0,60.0,23.0,,,,,,156.0,156.0,4.0,31.0,23.0,37.5,,,,1.0,18.0,0.0,,,,43.0,5.0,1.0,5.0,,,4.0,3.0,,3.0,17.0,68.0,192.0,12.0,7.0,106.0,39.0,32.0,18.0,2.0,12.0,10.0,4.0,119.0,7.0,212.0,,,28.0,1.0,72.0,,306.0,,0.0,9.0,18.0,1.0,16.0,2.0,515.0,24.0,21.0,8.0,3.0,15.0,0.0
2210569,30.0,2022-05-11 19:45:00,57,Watford,Home,215.0,15.0,,3.0,3.0,2.0,2.0,173.0,1.0,,2.0,6.0,9.0,25.0,385.0,,,10.0,26.0,21.0,,2.0,,,1.0,,1.0,,,,,,,,,,,5.0,3.0,11.0,5.0,3.0,3.0,,68.0,69.0,,,,2.0,14.0,1.0,10.0,,,1.0,3.0,,,14.0,2.0,65.0,65.0,2.0,19.0,17.0,,,,,,,,38.0,51.0,5.0,12.0,,,6.0,6.0,1.0,159.0,,,,,,,4.0,,,,1.0,,,,,17.0,,12.0,12.0,1.0,3.0,128.0,74.0,42.0,13.0,,2.0,,,455.0,,,7.0,2.0,,44.0,68.0,17.0,,,,,,141.0,141.0,3.0,39.0,18.0,48.2,,,,,14.0,0.0,,,,115.0,4.0,1.0,5.0,,,,5.0,,2.0,17.0,72.0,375.0,7.0,2.0,250.0,31.0,19.0,28.0,1.0,10.0,9.0,,97.0,7.0,230.0,1.0,,22.0,10.0,59.0,1.0,470.0,,0.0,6.0,15.0,1.0,12.0,1.0,678.0,9.0,18.0,17.0,1.0,10.0,0.0
2210576,31.0,2022-04-02 12:30:00,57,Watford,Away,91.0,16.0,1.0,2.0,1.0,,,77.0,1.0,,3.0,,,14.0,166.0,,1.0,9.0,21.0,13.0,4.0,1.0,1.0,2.0,,,,,,,,4.0,,,,,,,4.0,12.0,8.0,4.0,1.0,,37.0,61.0,2.0,2.0,,,16.0,1.0,6.0,,,3.0,3.0,2.0,,14.0,,58.0,50.0,,23.0,9.0,1.0,,,,,,,24.0,40.0,8.0,9.0,,,2.0,1.0,,127.0,,,,,,,15.0,,,,1.0,,,,,9.0,,14.0,14.0,3.0,3.0,50.0,61.0,19.0,9.0,,2.0,3.0,2.0,236.0,,,7.0,3.0,,45.0,21.0,15.0,1.0,1.0,1.0,,,154.0,154.0,2.0,32.0,20.0,26.9,,,,,16.0,0.0,,,,49.0,1.0,,1.0,,,2.0,2.0,,3.0,12.0,39.0,160.0,9.0,5.0,125.0,35.0,23.0,14.0,3.0,9.0,6.0,2.0,68.0,2.0,147.0,1.0,,23.0,,63.0,3.0,263.0,,0.0,5.0,23.0,1.0,15.0,1.0,457.0,6.0,15.0,5.0,3.0,8.0,0.0
