season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896967,1,54,Fulham,Home,55052,61739,Maxime Le Marchand,maxime-le-marchand,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896967,1,54,Fulham,Home,58994,72681,Denis Odoi,denis-odoi,D,False,,,1.0,14.0,27.0,41.0,1.0,1.0,3.0,,,,,,,1.0,2.0,,,,,,,,2.0,,,90.0,1.0,,,,,,,11.0,,6.5,,,,,2.0,,2.0,,2.0,1.0,21.0,30.0,49.0,1,,70.0,,1.0,,
2020-21,8896967,1,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,False,1.0,,3.0,44.0,31.0,74.0,1.0,2.0,5.0,,,,1.0,,,3.0,4.0,,,2.0,,,,,,,,90.0,,,,,,,,3.0,,6.7,,,,,,,3.0,,3.0,,47.0,31.0,75.0,0,1.0,81.0,,1.0,,1.0
2020-21,8896967,1,54,Fulham,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896967,1,54,Fulham,Home,110950,166324,Ivan Cavaleiro,ivan-cavaleiro,M,False,1.0,,3.0,16.0,9.0,24.0,1.0,,7.0,,,,,,,4.0,4.0,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,,15.0,,6.5,,,,,,2.0,2.0,,6.0,,19.0,15.0,32.0,0,,46.0,4.0,4.0,,
2020-21,8896967,1,54,Fulham,Home,116664,83543,Anthony Knockaert,anthony-knockaert,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896967,1,54,Fulham,Home,118179,82514,Tim Ream,tim-ream,D,False,,,4.0,17.0,47.0,64.0,,1.0,7.0,,,,,,,,2.0,,1.0,,,,,,,,,90.0,,1.0,,,,,,4.0,,6.4,,,,,2.0,,,,7.0,,19.0,48.0,67.0,0,1.0,75.0,1.0,,,1.0
2020-21,8896967,1,54,Fulham,Home,125558,87107,Cyrus Christie,cyrus-christie,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896967,1,54,Fulham,Home,137786,92259,Neeskens Kebano,neeskens-kebano,M,False,,,,13.0,6.0,19.0,1.0,,6.0,,,1.0,,,1.0,2.0,3.0,,,1.0,,,,,,,,63.0,,,,,,,,9.0,,6.4,,,,,,2.0,2.0,,1.0,1.0,15.0,10.0,23.0,1,,35.0,2.0,1.0,2.0,
2020-21,8896967,1,54,Fulham,Home,147142,84915,Michael Hector,michael-hector,D,False,,,5.0,16.0,40.0,56.0,1.0,1.0,7.0,,,,1.0,1.0,,5.0,4.0,,,3.0,,,,,,,,90.0,,1.0,,,,,,10.0,,6.8,,,,,3.0,,,,11.0,,21.0,44.0,65.0,0,2.0,74.0,1.0,1.0,,2.0
