season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827865,1,54,Fulham,Home,19482,40559,Fabri,fabri,G,False,,1.0,4.0,,15.0,15.0,,,10.0,,,,,,,,,,1.0,,,,,,,,,90.0,,,,,,,,,4.0,,7.1,5.0,8.0,,,,,,2.0,8.0,,2.0,17.0,19.0,0,,36.0,,,,
2018-19,7827865,1,54,Fulham,Home,22290,61916,Stefan Johansen,stefan-johansen,M,True,1.0,,2.0,4.0,2.0,5.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,8.0,,,,,,,,,3.0,,6.9,,,,,,,1.0,,2.0,,6.0,3.0,8.0,0,1.0,11.0,,1.0,,1.0
2018-19,7827865,1,54,Fulham,Home,38075,55038,Kevin McDonald,kevin-mcdonald,M,False,,,5.0,35.0,41.0,76.0,,1.0,7.0,,,1.0,1.0,,,,1.0,6.0,,,,,,,,1.0,,90.0,,,,,,,,,8.0,,6.9,,,,,2.0,,,,8.0,,39.0,44.0,83.0,1,4.0,93.0,1.0,1.0,,3.0
2018-19,7827865,1,54,Fulham,Home,55052,61739,Maxime Le Marchand,maxime-le-marchand,D,False,,,7.0,27.0,47.0,74.0,2.0,4.0,9.0,,,,,,,,3.0,8.0,,,1.0,,,,,1.0,,90.0,,,,,,,,,12.0,,6.9,,,,,6.0,,,,14.0,,34.0,50.0,84.0,0,3.0,99.0,1.0,1.0,,3.0
2018-19,7827865,1,54,Fulham,Home,70492,66842,Andre Schürrle,andre-schurrle,F,False,,,,16.0,8.0,24.0,1.0,,1.0,,,,4.0,,,,6.0,2.0,,,1.0,,,,,1.0,1.0,61.0,,,,,,,,,12.0,,6.6,,,,,,,4.0,,2.0,,24.0,8.0,28.0,0,1.0,40.0,3.0,1.0,,1.0
2018-19,7827865,1,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,False,,,4.0,53.0,37.0,90.0,,,8.0,,,1.0,,,,3.0,3.0,3.0,,,,,,,,2.0,1.0,90.0,,,,,,,,,7.0,,6.9,,,,,1.0,1.0,,,5.0,,56.0,37.0,93.0,1,2.0,105.0,1.0,,1.0,
2018-19,7827865,1,54,Fulham,Home,125558,87107,Cyrus Christie,cyrus-christie,D,False,1.0,,2.0,35.0,23.0,57.0,3.0,,2.0,,,,2.0,,,2.0,9.0,2.0,,,1.0,,,,,1.0,1.0,90.0,1.0,,,,,,,,24.0,,6.5,,,,,3.0,1.0,12.0,,6.0,,53.0,25.0,66.0,1,1.0,98.0,1.0,1.0,,1.0
2018-19,7827865,1,54,Fulham,Home,135641,109999,Ibrahima Cisse,ibrahima-cisse,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827865,1,54,Fulham,Home,137786,92259,Neeskens Kebano,neeskens-kebano,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827865,1,54,Fulham,Home,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,1.0,9.0,4.0,13.0,4.0,2.0,2.0,,,2.0,1.0,,,3.0,8.0,4.0,,,,,,,,,,90.0,3.0,,,,,,,,6.0,,7.1,,,2.0,,1.0,1.0,,,1.0,,11.0,5.0,16.0,7,,31.0,,1.0,1.0,
2018-19,7827865,1,54,Fulham,Home,205028,101105,Joe Bryan,joe-bryan,D,False,2.0,,1.0,21.0,20.0,39.0,,,5.0,,,,2.0,,,1.0,6.0,4.0,,,1.0,,,,,,1.0,71.0,,1.0,,,,,,,16.0,,6.7,,,,,3.0,3.0,4.0,,4.0,,31.0,21.0,48.0,0,2.0,75.0,,1.0,1.0,2.0
2018-19,7827865,1,54,Fulham,Home,211064,94248,Sergio Rico,sergio-rico,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827865,1,54,Fulham,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,5.0,22.0,48.0,70.0,6.0,1.0,11.0,,,,,,,,7.0,5.0,,,1.0,,,,,2.0,,90.0,,1.0,,,,,,,3.0,,6.6,,,,,5.0,2.0,,,7.0,,24.0,49.0,73.0,0,2.0,86.0,,,2.0,2.0
2018-19,7827865,1,54,Fulham,Home,249407,108093,Luciano Vietto,luciano-vietto,F,True,1.0,,,4.0,1.0,4.0,,,2.0,,,,1.0,,,,2.0,3.0,,,,,,,,,2.0,19.0,,,,,,,,,5.0,,6.8,,,1.0,,,2.0,1.0,,1.0,,7.0,1.0,7.0,1,1.0,14.0,1.0,1.0,1.0,1.0
2018-19,7827865,1,54,Fulham,Home,305282,170271,Jean Michaël Seri,jean-michael-seri,M,False,1.0,,9.0,52.0,32.0,83.0,2.0,,7.0,,,1.0,1.0,,,1.0,4.0,9.0,,,,,,,,4.0,1.0,82.0,,,,,,,,,17.0,,7.9,,,,,,1.0,5.0,,11.0,,65.0,33.0,93.0,1,6.0,119.0,2.0,2.0,1.0,4.0
