season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352594,4,54,Fulham,Away,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,2.0,,2.0,1.0,1.0,1.0,,,,1.0,,,3.0,5.0,1.0,,,0.0261503,0.0,0.0,,,,,,,,,,9.0,,,,,,,4.0,,6.2,,,,,,,,,,2.0,1.0,3.0,0,,6.0,,,,
2023-24,11352594,4,54,Fulham,Away,1134729,515024,Luke Harris,luke-harris,M,True,,,,2.0,9.0,11.0,,,3.0,,1.0,,1.0,,,,5.0,3.0,,,0.0106698,0.2773,0.2805,2.0,,,,,,,,,74.0,1.0,,,,,,5.0,,5.8,,,,,2.0,,,,,2.0,12.0,14.0,1,1.0,21.0,,2.0,,1.0
2023-24,11352608,5,54,Fulham,Home,31417,47431,Willian,willian,M,False,,,5.0,29.0,9.0,38.0,2.0,,1.0,,,2.0,1.0,,,1.0,7.0,5.0,,,0.0961832,0.0666,0.0,,,,,,,2.0,3.0,,89.0,,,,,,,12.0,,7.4,,,,1.0,4.0,3.0,,5.0,,34.0,10.0,41.0,2,2.0,64.0,2.0,2.0,1.0,1.0
2023-24,11352608,5,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,True,,,,8.0,3.0,11.0,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,0.00393226,0.0,0.0,,,,,,,,,,9.0,,,,,,,1.0,,6.6,,,,,,,,,,9.0,3.0,12.0,0,,12.0,,,,
2023-24,11352608,5,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,False,,,3.0,3.0,14.0,17.0,,1.0,2.0,,,,,,,,,1.0,,,0.00032566,0.0,0.0,,,,0.8701,,,,,,90.0,,,,,,,5.0,,7.1,2.0,2.0,,,,,,8.0,,8.0,14.0,22.0,0,,27.0,,1.0,,
2023-24,11352608,5,54,Fulham,Home,118179,82514,Tim Ream,tim-ream,D,False,,,5.0,84.0,56.0,140.0,3.0,2.0,8.0,,,,,,,,4.0,6.0,,,0.0562623,0.0,0.0,,,,,,,,,,90.0,,,,,,,9.0,,7.7,,,,3.0,1.0,,,8.0,,90.0,58.0,148.0,0,3.0,156.0,,1.0,,2.0
2023-24,11352608,5,54,Fulham,Home,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,True,,,,6.0,1.0,7.0,,,,,,,,,,1.0,1.0,2.0,,,0.00990236,0.0,0.0,,,,,,,,1.0,,9.0,,,,,,,3.0,,6.9,,,,,1.0,,,,,7.0,1.0,8.0,0,,12.0,1.0,1.0,1.0,
2023-24,11352608,5,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,False,3.0,,,59.0,22.0,78.0,1.0,1.0,4.0,,1.0,,,,,1.0,5.0,4.0,,,0.128853,0.1932,0.0,,,,,,,2.0,,,90.0,,,,,,,18.0,,7.4,,,1.0,1.0,4.0,7.0,,,,72.0,22.0,87.0,1,,117.0,,2.0,1.0,
2023-24,11352608,5,54,Fulham,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,1.0,8.0,2.0,10.0,3.0,1.0,1.0,,,,2.0,,,1.0,6.0,1.0,,,0.0236875,0.0665,0.0,,,,,,,,,,62.0,,,,,,,9.0,,6.5,,,1.0,,,1.0,,1.0,,11.0,2.0,12.0,1,,21.0,5.0,,,
2023-24,11352608,5,54,Fulham,Home,285949,156689,Andreas Pereira,andreas-pereira,M,False,3.0,,3.0,28.0,5.0,30.0,,1.0,3.0,1.0,,,,,,3.0,3.0,2.0,,,0.353119,0.0,0.0,,,,,,,,4.0,,81.0,,,,,,,20.0,,7.5,,,,1.0,,7.0,,4.0,,42.0,6.0,41.0,0,,56.0,2.0,1.0,,
2023-24,11352608,5,54,Fulham,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,1.0,,2.0,29.0,27.0,55.0,3.0,,8.0,,,1.0,,,,1.0,4.0,6.0,,,0.141486,0.0353,0.0,1.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,11.0,,7.6,,,,2.0,1.0,2.0,,3.0,,32.0,31.0,61.0,1,4.0,88.0,3.0,1.0,1.0,3.0
2023-24,11352608,5,54,Fulham,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,1.0,15.0,11.0,26.0,,,5.0,,,1.0,,,,,1.0,1.0,,,0.0120737,0.1073,0.0,,,,,,,,,,28.0,,,,,,,6.0,,6.8,,,1.0,,1.0,1.0,,2.0,,18.0,13.0,30.0,2,1.0,35.0,,,,1.0
2023-24,11352608,5,54,Fulham,Home,355528,153682,Harry Wilson,harry-wilson,M,False,,,1.0,26.0,14.0,40.0,,,3.0,,,,,,,1.0,2.0,3.0,,,0.0599978,0.1013,0.0213,1.0,,,,,,,1.0,,81.0,1.0,,,,,,8.0,,7.3,,,1.0,,,1.0,,1.0,,30.0,15.0,44.0,2,,54.0,2.0,3.0,,
2023-24,11352608,5,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352608,5,54,Fulham,Home,364612,154296,João Palhinha,joao-palhinha,M,False,,,3.0,43.0,30.0,73.0,3.0,4.0,8.0,,,2.0,,,,1.0,6.0,10.0,,,0.0234625,0.0703,0.0,2.0,,,,,,1.0,,,90.0,,,,,,,10.0,,7.4,,,1.0,,,,,5.0,,49.0,33.0,82.0,3,5.0,100.0,,1.0,,1.0
2023-24,11352608,5,54,Fulham,Home,365802,153366,Harrison Reed,harrison-reed,M,False,,,1.0,29.0,16.0,45.0,2.0,,3.0,,,,,,,,2.0,,,,0.0247251,0.0,0.0,,,,,,,,,,62.0,,,,,,,7.0,,6.7,,,,1.0,,1.0,,2.0,,32.0,17.0,48.0,0,,56.0,2.0,,,
2023-24,11352608,5,54,Fulham,Home,788170,225897,Fodé Ballo-Touré,fode-ballo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352608,5,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,False,,,,94.0,62.0,156.0,1.0,1.0,5.0,,,,,,,1.0,3.0,2.0,,,0.0486595,0.0,0.0,1.0,,,,,,,,,90.0,,,,,,,8.0,,7.2,,,,1.0,,,,5.0,,99.0,64.0,163.0,0,1.0,168.0,,,,1.0
2023-24,11352608,5,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,True,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,0.00010512,0.0,0.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,3.0,3.0,0,,3.0,,,,
2023-24,11352608,5,54,Fulham,Home,891920,245824,Carlos Vinícius,carlos-vinicius,F,True,,,,4.0,1.0,5.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,,0.00534914,0.3158,0.9532,1.0,,1.0,,,,,,,28.0,1.0,,,,,,6.0,,7.1,,,,,,1.0,,,,6.0,2.0,7.0,1,1.0,14.0,2.0,,,
2023-24,11352608,5,54,Fulham,Home,941757,432931,Tyrese Francois,tyrese-francois,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352608,5,54,Fulham,Home,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352632,6,54,Fulham,Away,31417,47431,Willian,willian,M,False,,,3.0,22.0,15.0,37.0,,,9.0,,,,1.0,,,1.0,3.0,4.0,,,0.0411739,0.1417,0.2274,,,,,,,,,,90.0,2.0,,,,,,8.0,,7.3,,,,1.0,3.0,1.0,,4.0,,26.0,16.0,41.0,2,,54.0,1.0,2.0,2.0,
2023-24,11352632,6,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352632,6,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,False,,1.0,1.0,1.0,35.0,36.0,,,10.0,,,,,,,,,,,,0.00016689,0.0,0.0,,,,0.7476,1.0,,,,,90.0,,,,,,,2.0,,7.4,1.0,3.0,,1.0,,,1.0,3.0,,2.0,36.0,38.0,0,,49.0,,,,
2023-24,11352632,6,54,Fulham,Away,118179,82514,Tim Ream,tim-ream,D,False,,,5.0,24.0,27.0,51.0,1.0,,5.0,,,,1.0,,,,5.0,3.0,,,0.0076372,0.0,0.0,3.0,,,,,,,,,90.0,,,,,,,10.0,,6.9,,,,4.0,,,,7.0,,28.0,31.0,59.0,0,3.0,70.0,2.0,,,1.0
2023-24,11352632,6,54,Fulham,Away,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,,,2.0,12.0,10.0,22.0,3.0,1.0,10.0,,,,1.0,,,,6.0,6.0,,,0.184588,0.0,0.0,1.0,,,,,,,,,79.0,,,,,,,8.0,,7.0,,,,1.0,2.0,,,3.0,,15.0,12.0,27.0,0,3.0,38.0,2.0,1.0,1.0,1.0
2023-24,11352632,6,54,Fulham,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,1.0,11.0,4.0,15.0,2.0,2.0,4.0,,,,1.0,,,1.0,4.0,3.0,,,0.0112001,0.1237,0.0427,1.0,,,,,,,1.0,,79.0,1.0,,,,,,7.0,,7.0,,,1.0,,,,,2.0,,15.0,5.0,20.0,2,,28.0,1.0,1.0,,
2023-24,11352632,6,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,False,,,2.0,11.0,6.0,17.0,,2.0,1.0,,,1.0,1.0,,,2.0,5.0,5.0,,,0.0402129,0.1651,0.1072,2.0,,,,,,,1.0,,75.0,1.0,,,,,,11.0,,6.8,,,,1.0,,4.0,,2.0,,17.0,6.0,19.0,2,3.0,36.0,2.0,,,
2023-24,11352632,6,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,2.0,18.0,12.0,30.0,1.0,1.0,6.0,,,,3.0,,,,5.0,6.0,,,0.0494691,0.0285,0.1358,,,,,,,,1.0,,90.0,1.0,1.0,,,,,17.0,,7.5,,,,2.0,2.0,4.0,,5.0,,29.0,15.0,40.0,1,3.0,67.0,1.0,1.0,1.0,1.0
2023-24,11352632,6,54,Fulham,Away,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,2.0,8.0,1.0,9.0,,,,,,,,,,1.0,1.0,,,,0.0257054,0.0,0.0,,,,,,,,1.0,,15.0,,,,,,,3.0,,6.7,,,,,,,,2.0,,10.0,1.0,11.0,0,,12.0,,,,
2023-24,11352632,6,54,Fulham,Away,355528,153682,Harry Wilson,harry-wilson,M,True,,,,6.0,2.0,8.0,,,1.0,,,1.0,,,,,1.0,3.0,,,0.0169143,0.0382,0.0,,,,,,,1.0,,,11.0,,,,,,,5.0,,6.9,,,,,2.0,1.0,,,,8.0,4.0,11.0,1,2.0,18.0,,,1.0,2.0
2023-24,11352632,6,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352632,6,54,Fulham,Away,364612,154296,João Palhinha,joao-palhinha,M,False,,,3.0,12.0,12.0,24.0,4.0,4.0,5.0,,,,5.0,,,3.0,14.0,11.0,,,0.00867883,0.094,0.0,2.0,,,,,,2.0,,,90.0,,,,,,,10.0,,6.7,,,1.0,1.0,1.0,,,4.0,,14.0,17.0,31.0,1,5.0,50.0,,2.0,1.0,2.0
2023-24,11352632,6,54,Fulham,Away,365802,153366,Harrison Reed,harrison-reed,M,False,1.0,,,19.0,13.0,31.0,,1.0,4.0,,,,1.0,,,1.0,4.0,6.0,,,0.112961,0.0071,0.0,2.0,,,,,,1.0,2.0,,90.0,,1.0,,,,,14.0,,7.1,,,1.0,1.0,,3.0,,2.0,,26.0,15.0,38.0,1,4.0,58.0,4.0,1.0,,2.0
2023-24,11352632,6,54,Fulham,Away,788170,225897,Fodé Ballo-Touré,fode-ballo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352632,6,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,False,1.0,,3.0,21.0,16.0,36.0,1.0,2.0,11.0,,,,,,,,5.0,6.0,,,0.0897217,0.0,0.0,3.0,,,,,,4.0,2.0,,90.0,,,,,,,24.0,,7.6,,,,2.0,2.0,5.0,,6.0,,31.0,22.0,48.0,0,2.0,81.0,3.0,1.0,1.0,2.0
2023-24,11352632,6,54,Fulham,Away,825719,219924,Issa Diop,issa-diop,D,False,,,6.0,31.0,35.0,66.0,1.0,4.0,8.0,,,,,,,,2.0,7.0,,,0.0122096,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,12.0,,7.3,,,,4.0,,,,14.0,,42.0,36.0,78.0,0,2.0,89.0,,1.0,,
2023-24,11352632,6,54,Fulham,Away,861972,232892,Calvin Bassey,calvin-bassey,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352632,6,54,Fulham,Away,891920,245824,Carlos Vinícius,carlos-vinicius,F,True,,,,1.0,,1.0,1.0,,,,,,1.0,,,,2.0,,,,0.00028149,0.0,0.0,,,,,,,,,,11.0,,,,,,,,,6.4,,,,,,,,,1.0,1.0,,1.0,0,,1.0,,,,
2023-24,11352632,6,54,Fulham,Away,941757,432931,Tyrese Francois,tyrese-francois,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352632,6,54,Fulham,Away,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352640,7,54,Fulham,Home,31417,47431,Willian,willian,M,False,2.0,,3.0,20.0,18.0,36.0,1.0,,3.0,,,,1.0,,,3.0,8.0,1.0,,,0.10169,0.0108,0.118,1.0,,,,,,,1.0,,90.0,1.0,,,,,,8.0,,6.8,,,,,2.0,2.0,,4.0,,23.0,18.0,39.0,1,,49.0,,1.0,,
2023-24,11352640,7,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,True,,,2.0,11.0,12.0,23.0,,,1.0,1.0,,,,,,1.0,2.0,,,,0.399457,0.0,0.0,1.0,,,,,,,2.0,,25.0,,1.0,,,,,5.0,,7.2,,,,,1.0,,,3.0,,11.0,13.0,24.0,0,,31.0,2.0,,,
2023-24,11352640,7,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,False,,,6.0,2.0,48.0,50.0,,,14.0,,,,,,,,,,,,0.00191611,0.0,0.0,,,,-1.184,1.0,,,,,90.0,,,,,,,,,7.0,1.0,2.0,,,,,,6.0,,2.0,48.0,50.0,0,,64.0,,,,
2023-24,11352640,7,54,Fulham,Home,118179,82514,Tim Ream,tim-ream,D,False,,,6.0,15.0,56.0,71.0,1.0,3.0,4.0,,,,2.0,,,,3.0,4.0,1.0,,0.00951212,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,8.0,,6.1,,,,3.0,,,,8.0,,20.0,59.0,79.0,0,1.0,85.0,,,,1.0
2023-24,11352640,7,54,Fulham,Home,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352640,7,54,Fulham,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,,5.0,2.0,7.0,1.0,1.0,,,,,,,,,1.0,2.0,,,0.00756719,0.0284,0.0,,,,,,,,,,53.0,,,,,,,4.0,,6.7,,,1.0,,1.0,,,,1.0,7.0,2.0,9.0,1,,14.0,1.0,,1.0,
2023-24,11352640,7,54,Fulham,Home,285949,156689,Andreas Pereira,andreas-pereira,M,False,2.0,,3.0,10.0,8.0,16.0,,1.0,2.0,,,,,,,,2.0,3.0,,,0.0714558,0.0,0.0,2.0,,,,,,1.0,2.0,,75.0,,,,,,,6.0,,6.7,,,,,,5.0,,4.0,,15.0,8.0,18.0,0,,30.0,1.0,3.0,,
2023-24,11352640,7,54,Fulham,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,3.0,29.0,27.0,56.0,2.0,1.0,5.0,,,2.0,,,,1.0,6.0,6.0,,,0.044026,0.0933,0.0,2.0,,,,,,,,,90.0,,,,,,,21.0,,6.5,,,,,3.0,6.0,,9.0,,47.0,27.0,68.0,2,3.0,96.0,,1.0,1.0,
2023-24,11352640,7,54,Fulham,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,1.0,12.0,3.0,15.0,,,5.0,,,1.0,1.0,,,1.0,2.0,2.0,,,0.10888,0.1793,0.0,,,,,,,,1.0,,36.0,,,,,,,11.0,,6.8,,,1.0,,,1.0,,4.0,,17.0,7.0,23.0,2,2.0,32.0,1.0,,,1.0
2023-24,11352640,7,54,Fulham,Home,355528,153682,Harry Wilson,harry-wilson,M,False,,,1.0,14.0,6.0,20.0,1.0,,2.0,,,,,,,2.0,4.0,1.0,,,0.0145256,0.0,0.0,1.0,,,,,,1.0,,,54.0,,,,,,,13.0,,6.6,,,,,,3.0,,2.0,,20.0,7.0,24.0,0,,38.0,2.0,1.0,,
2023-24,11352640,7,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352640,7,54,Fulham,Home,364612,154296,João Palhinha,joao-palhinha,M,False,,,7.0,21.0,25.0,46.0,1.0,,9.0,,,,2.0,,,3.0,7.0,5.0,,,0.0120238,0.0,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,10.0,,6.8,,,,,,,,7.0,1.0,25.0,26.0,51.0,0,3.0,68.0,2.0,2.0,,1.0
2023-24,11352640,7,54,Fulham,Home,365802,153366,Harrison Reed,harrison-reed,M,False,1.0,,1.0,12.0,11.0,22.0,1.0,,2.0,,,,2.0,,,3.0,8.0,,,,0.105821,0.0,0.0,2.0,,,,,,,1.0,,65.0,,,,,,,6.0,,6.2,,,,,,1.0,,2.0,,15.0,11.0,25.0,0,,34.0,,,,
2023-24,11352640,7,54,Fulham,Home,371222,212314,Saša Lukić,sasa-lukic,M,True,,,1.0,5.0,5.0,10.0,,,,,1.0,,,,,1.0,1.0,1.0,,,0.00183142,0.5827,0.8039,,,,,,,1.0,,,15.0,1.0,,,,,,1.0,,6.5,,,,,,,,1.0,,5.0,5.0,10.0,1,1.0,16.0,,,,
2023-24,11352640,7,54,Fulham,Home,788170,225897,Fodé Ballo-Touré,fode-ballo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352640,7,54,Fulham,Home,803174,169528,Antonee Robinson,antonee-robinson,D,False,1.0,,,16.0,19.0,34.0,,,6.0,,,,,,,1.0,4.0,7.0,,,0.0670633,0.0,0.0,3.0,,,,,,6.0,1.0,,90.0,,,,,,,20.0,,7.1,,,,,1.0,4.0,,4.0,,23.0,27.0,46.0,0,4.0,77.0,3.0,2.0,1.0,3.0
2023-24,11352640,7,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,False,,,4.0,22.0,63.0,85.0,1.0,2.0,4.0,,,,,,,1.0,3.0,5.0,,,0.00544917,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,11.0,,6.7,,,,2.0,,,,8.0,,28.0,65.0,93.0,0,2.0,103.0,1.0,1.0,,1.0
2023-24,11352640,7,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352640,7,54,Fulham,Home,891920,245824,Carlos Vinícius,carlos-vinicius,F,True,,,,1.0,1.0,2.0,,2.0,,,,,,,,1.0,3.0,2.0,,,0.00977507,0.24,0.0673,1.0,,,,,,,1.0,,37.0,1.0,,,,,,4.0,,6.9,,,2.0,,1.0,,,,,1.0,1.0,2.0,3,,11.0,2.0,,,
2023-24,11352640,7,54,Fulham,Home,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352652,8,54,Fulham,Home,31417,47431,Willian,willian,M,False,1.0,,3.0,28.0,12.0,39.0,1.0,3.0,6.0,,1.0,2.0,1.0,,,1.0,5.0,8.0,,,0.214155,0.634,0.6458,1.0,,1.0,,,,1.0,3.0,,90.0,3.0,,,,,,18.0,,8.1,,,,,4.0,5.0,,3.0,,41.0,14.0,50.0,5,,74.0,1.0,2.0,3.0,
2023-24,11352652,8,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,True,,,,11.0,1.0,12.0,,,1.0,,,,,,,,1.0,,,,0.00783959,0.0313,0.0,,,,,,1.0,,,,19.0,,,,,,,2.0,,7.1,,,1.0,1.0,1.0,,,,,12.0,1.0,13.0,1,,16.0,,,,
2023-24,11352652,8,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,False,,,5.0,3.0,20.0,23.0,,,10.0,,,,,,,,,,,,0.0013852,0.0,0.0,,,,-0.7883,,,,,,90.0,,,,,,,3.0,,6.7,2.0,2.0,,,,,,8.0,,4.0,22.0,26.0,0,,32.0,,,,
2023-24,11352652,8,54,Fulham,Home,118179,82514,Tim Ream,tim-ream,D,False,,,7.0,10.0,36.0,46.0,2.0,4.0,7.0,,,,,,,2.0,4.0,10.0,,,0.00371077,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,13.0,,7.2,,,,2.0,,,,9.0,,20.0,37.0,57.0,0,6.0,74.0,,1.0,,3.0
2023-24,11352652,8,54,Fulham,Home,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,,,,13.0,6.0,19.0,1.0,1.0,,,,2.0,1.0,,,3.0,6.0,5.0,,,0.0248307,0.8003,0.8574,,,1.0,,,,,1.0,,78.0,1.0,,,,,,15.0,,7.5,,,1.0,,2.0,5.0,,,,21.0,6.0,22.0,4,2.0,44.0,3.0,1.0,1.0,2.0
2023-24,11352652,8,54,Fulham,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352652,8,54,Fulham,Home,285949,156689,Andreas Pereira,andreas-pereira,M,False,1.0,,2.0,17.0,4.0,20.0,3.0,,3.0,1.0,1.0,,,,,3.0,7.0,4.0,,,0.211859,0.3059,0.0,,1.0,,,,,,1.0,,71.0,,,,,,,17.0,,7.3,,,3.0,,4.0,7.0,,3.0,,28.0,5.0,26.0,3,1.0,48.0,1.0,,3.0,
2023-24,11352652,8,54,Fulham,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,1.0,,4.0,29.0,20.0,48.0,,2.0,3.0,,,,,,,,1.0,3.0,,,0.342037,0.0,0.0,1.0,,,,,,2.0,1.0,,90.0,,,,,,,20.0,,7.0,,,,2.0,1.0,5.0,,7.0,,39.0,25.0,59.0,0,,87.0,,,1.0,
2023-24,11352652,8,54,Fulham,Home,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,1.0,22.0,13.0,35.0,,1.0,7.0,,,1.0,2.0,,,,2.0,3.0,,,0.0369583,0.0781,0.0,,,,,,,,2.0,,79.0,,,,,,,9.0,,6.9,,,,,,,,4.0,,28.0,14.0,42.0,1,1.0,48.0,2.0,1.0,,1.0
2023-24,11352652,8,54,Fulham,Home,355528,153682,Harry Wilson,harry-wilson,M,True,1.0,,,8.0,3.0,10.0,,,2.0,,,,,,,,,4.0,,,0.184247,0.0399,0.0,,,,,,1.0,,,,12.0,,,,,,,1.0,,7.2,,,1.0,,1.0,1.0,,,,9.0,3.0,11.0,1,1.0,17.0,,2.0,1.0,
2023-24,11352652,8,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352652,8,54,Fulham,Home,364612,154296,João Palhinha,joao-palhinha,M,False,,,4.0,15.0,15.0,30.0,3.0,2.0,8.0,,,,1.0,,,,5.0,11.0,,,0.0105601,0.0194,0.0,1.0,,,,,,3.0,,,90.0,,1.0,,,,,15.0,,7.6,,,1.0,1.0,,,,8.0,,24.0,19.0,43.0,1,8.0,68.0,1.0,1.0,,4.0
2023-24,11352652,8,54,Fulham,Home,365802,153366,Harrison Reed,harrison-reed,M,True,,,,9.0,2.0,11.0,1.0,1.0,,,,,,,,,1.0,1.0,,,0.039962,0.0,0.0,,,,,,,,,,11.0,,,,,,,3.0,,6.7,,,,1.0,,,,1.0,,11.0,3.0,14.0,0,,15.0,,,,
2023-24,11352652,8,54,Fulham,Home,371222,212314,Saša Lukić,sasa-lukic,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352652,8,54,Fulham,Home,788170,225897,Fodé Ballo-Touré,fode-ballo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352652,8,54,Fulham,Home,803174,169528,Antonee Robinson,antonee-robinson,D,False,1.0,,3.0,31.0,24.0,54.0,1.0,4.0,5.0,,,,1.0,,,,5.0,9.0,,,0.225638,0.0458,0.0,2.0,,,,,,2.0,1.0,,90.0,,,1.0,,,,25.0,,7.2,,,1.0,3.0,4.0,6.0,,8.0,,45.0,29.0,68.0,1,1.0,107.0,2.0,1.0,3.0,1.0
2023-24,11352652,8,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,False,,,1.0,10.0,25.0,35.0,1.0,2.0,6.0,,,,1.0,,,1.0,5.0,5.0,,,0.00253597,0.0286,0.265,2.0,,,,,,2.0,,,71.0,1.0,,,,,,10.0,,6.9,,,,2.0,,,,6.0,,15.0,29.0,44.0,1,3.0,56.0,,,,3.0
