season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385742,4,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,False,1.0,,1.0,7.0,6.0,12.0,3.0,1.0,11.0,,,,1.0,,,2.0,7.0,9.0,,1.0,0.0256085,0.0,0.0,1.0,,,,,,3.0,,,90.0,,2.0,,,,,,,13.0,,7.1,,,,5.0,1.0,1.0,,3.0,,11.0,12.0,22.0,0,6.0,56.0,,1.0,1.0,4.0
2022-23,10385742,4,54,Fulham,Away,825719,219924,Issa Diop,issa-diop,D,True,,,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,,2.0,,,0.00017681,0.0,0.0,,,,,,,,,,11.0,,1.0,,,,,,,,,6.6,,,,1.0,,,,1.0,,1.0,1.0,2.0,0,,5.0,,,,
2022-23,10385742,4,54,Fulham,Away,941757,432931,Tyrese Francois,tyrese-francois,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385742,4,54,Fulham,Away,1013987,490146,Jay Stansfield,jay-stansfield,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,10.0,,,,,,,,,2.0,,6.5,,,,,,1.0,,,,2.0,,1.0,0,,3.0,,,,
2022-23,10385742,4,54,Fulham,Away,1134729,515024,Luke Harris,luke-harris,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,True,,,,2.0,3.0,5.0,,,3.0,,,,,,,1.0,1.0,3.0,,,0.00105056,0.0083,0.0,,,,,,,,,,12.0,,,,,,,,,5.0,,6.8,,,1.0,,,,,1.0,,4.0,3.0,7.0,1,1.0,16.0,,2.0,,
2022-23,10385559,5,54,Fulham,Home,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,0,,1.0,,,,
2022-23,10385559,5,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,False,,1.0,7.0,2.0,20.0,22.0,,,6.0,,,,,,,,,,,,0.00085511,0.0,0.0,,,,0.1768,2.0,,,1.0,,90.0,,,,,1.0,,,,7.0,,6.7,1.0,2.0,,1.0,,,1.0,14.0,,9.0,20.0,29.0,0,,39.0,,,,
2022-23,10385559,5,54,Fulham,Home,118179,82514,Tim Ream,tim-ream,D,False,,,1.0,16.0,41.0,57.0,,1.0,7.0,,,,1.0,1.0,,,2.0,2.0,,,0.0056071,0.0,0.0,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,,5.0,,7.2,,,,3.0,,,,3.0,,18.0,42.0,60.0,0,1.0,69.0,2.0,,,1.0
2022-23,10385559,5,54,Fulham,Home,137786,92259,Neeskens Kebano,neeskens-kebano,M,False,,,,13.0,7.0,20.0,1.0,,9.0,1.0,1.0,,2.0,,,2.0,7.0,5.0,,,0.0483693,0.0405,0.0,,1.0,,,,,,2.0,,90.0,,,,,,,,,10.0,,6.8,,,2.0,,4.0,1.0,,,,17.0,8.0,24.0,2,2.0,41.0,,1.0,2.0,1.0
2022-23,10385559,5,54,Fulham,Home,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,,,,4.0,4.0,8.0,3.0,,4.0,,,,3.0,,,2.0,13.0,3.0,,,0.00172823,0.1015,0.0,2.0,,,,,,1.0,,,90.0,,,,1.0,,,,,15.0,,5.7,,,1.0,,3.0,1.0,,1.0,,10.0,7.0,16.0,1,3.0,37.0,1.0,,,3.0
2022-23,10385559,5,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,False,,,,8.0,7.0,15.0,,1.0,5.0,,,,,,,,1.0,6.0,,,0.00303855,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,,13.0,,7.0,,,,5.0,1.0,1.0,,2.0,,12.0,11.0,22.0,0,3.0,48.0,,2.0,,1.0
2022-23,10385559,5,54,Fulham,Home,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,1.0,6.0,5.0,11.0,7.0,7.0,4.0,,,,,,,3.0,13.0,18.0,,,0.0757267,0.3782,0.111,,,1.0,,,,,2.0,,90.0,2.0,,,,,,,,20.0,,8.0,,,1.0,,8.0,,,1.0,,13.0,7.0,20.0,3,2.0,49.0,4.0,4.0,5.0,2.0
2022-23,10385559,5,54,Fulham,Home,227900,120721,Kevin Mbabu,kevin-mbabu,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,54,Fulham,Home,285949,156689,Andreas Pereira,andreas-pereira,M,False,2.0,,,11.0,4.0,13.0,1.0,,5.0,,,,1.0,,,2.0,4.0,4.0,,,0.0315802,0.0262,0.0,,,,,,,,1.0,,78.0,,,,,,,,,23.0,,7.1,,,1.0,,1.0,5.0,,3.0,,24.0,6.0,25.0,1,2.0,48.0,6.0,1.0,1.0,2.0
2022-23,10385559,5,54,Fulham,Home,352668,109646,Tosin Adarabioyo,tosin-adarabioyo,D,False,,,1.0,9.0,31.0,40.0,,3.0,2.0,,,,,,,1.0,3.0,4.0,,,0.0213124,0.0,0.0,2.0,,,,,,2.0,1.0,,90.0,,,,,,,,,10.0,,6.7,,,,3.0,,,,4.0,,12.0,37.0,49.0,0,1.0,57.0,,,,
2022-23,10385559,5,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,54,Fulham,Home,364612,154296,João Palhinha,joao-palhinha,M,False,,,1.0,8.0,16.0,24.0,,2.0,5.0,,,,2.0,,,,4.0,11.0,,,0.00437139,0.124,0.2226,2.0,,,,,,1.0,,,90.0,1.0,,,,,,,,8.0,,7.5,,,1.0,2.0,,,,2.0,,9.0,21.0,30.0,2,8.0,49.0,2.0,1.0,,4.0
2022-23,10385559,5,54,Fulham,Home,365802,153366,Harrison Reed,harrison-reed,M,False,,,,10.0,10.0,20.0,,2.0,4.0,,,,2.0,,,2.0,5.0,2.0,,,0.0114114,0.0,0.0,1.0,,,,,,,,,89.0,,,,,,,,,14.0,,6.0,,,,,,,,1.0,,20.0,11.0,31.0,0,,37.0,,,,
2022-23,10385559,5,54,Fulham,Home,803174,169528,Antonee Robinson,antonee-robinson,D,False,,,5.0,12.0,10.0,22.0,1.0,2.0,6.0,,,,,,,1.0,3.0,6.0,,,0.0713642,0.0,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,,14.0,,7.1,,,,7.0,1.0,,,6.0,,15.0,16.0,31.0,0,3.0,54.0,,,1.0,1.0
2022-23,10385559,5,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,54,Fulham,Home,941757,432931,Tyrese Francois,tyrese-francois,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,54,Fulham,Home,1006144,247664,Terry Ablade,terry-ablade,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,54,Fulham,Home,1013987,490146,Jay Stansfield,jay-stansfield,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,54,Fulham,Home,1134729,515024,Luke Harris,luke-harris,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385744,6,54,Fulham,Away,31417,47431,Willian,willian,M,True,,,1.0,7.0,3.0,10.0,,,2.0,,,,,,,2.0,3.0,,,,0.00477054,0.0,0.0,,,,,,,,,,30.0,,,,,,,,,5.0,,6.3,,,,,1.0,,,1.0,,9.0,3.0,12.0,0,,16.0,,,,
2022-23,10385744,6,54,Fulham,Away,55570,61933,Shane Duffy,shane-duffy,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385744,6,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,1.0,12.0,9.0,21.0,,,1.0,,,1.0,,,,2.0,2.0,2.0,,,0.00823876,0.092,0.0,,,,,,,,1.0,,29.0,,,,,,,,,6.0,,6.5,,,,,1.0,2.0,,2.0,,15.0,9.0,22.0,1,,31.0,1.0,1.0,1.0,
2022-23,10385744,6,54,Fulham,Away,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385744,6,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,False,,,4.0,4.0,9.0,13.0,,,9.0,,,,1.0,,,,1.0,,,,0.00401545,0.0,0.0,,,,0.2216,,,,,,90.0,,,,,,,,,8.0,,7.8,6.0,8.0,,,,,,12.0,,12.0,9.0,21.0,0,,37.0,,,,
2022-23,10385744,6,54,Fulham,Away,118179,82514,Tim Ream,tim-ream,D,False,,,1.0,29.0,34.0,63.0,,2.0,7.0,,,,,,,,,3.0,,,0.0120092,0.0,0.0,,,,,,,1.0,,,90.0,,2.0,,,,,,,8.0,,7.0,,,,7.0,,,,4.0,,35.0,36.0,71.0,0,1.0,83.0,,,,1.0
2022-23,10385744,6,54,Fulham,Away,137786,92259,Neeskens Kebano,neeskens-kebano,M,False,,,,13.0,,13.0,,,1.0,,,,,,,1.0,3.0,,,,0.0060073,0.0803,0.0,1.0,,,,,,,1.0,,60.0,,,,,,,,,7.0,,6.4,,,1.0,1.0,1.0,2.0,,,,16.0,1.0,15.0,1,,23.0,1.0,,,
2022-23,10385744,6,54,Fulham,Away,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,,,,8.0,3.0,11.0,,,1.0,,,,,,,3.0,5.0,3.0,,,0.00768772,0.0,0.0,2.0,,,,,,1.0,,,60.0,,,,,,,,,6.0,,6.4,,,,1.0,1.0,,,,,10.0,3.0,13.0,0,1.0,26.0,1.0,1.0,1.0,1.0
2022-23,10385744,6,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,1.0,,4.0,17.0,15.0,31.0,,1.0,2.0,,,,,,,1.0,1.0,8.0,,,0.0653433,0.0421,0.0,,1.0,,,,,2.0,2.0,,90.0,,2.0,,,,,,,12.0,,7.7,,,1.0,1.0,,3.0,,6.0,,25.0,16.0,38.0,1,5.0,69.0,1.0,2.0,,2.0
2022-23,10385744,6,54,Fulham,Away,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,,5.0,1.0,6.0,7.0,2.0,1.0,,,,,,,3.0,10.0,4.0,,,0.00258762,0.4905,1.7232,,,1.0,,,,,1.0,,90.0,3.0,,,,,,,,11.0,,7.6,,,2.0,1.0,2.0,,,2.0,,9.0,3.0,12.0,5,,27.0,2.0,,2.0,
2022-23,10385744,6,54,Fulham,Away,227900,120721,Kevin Mbabu,kevin-mbabu,D,True,,,1.0,24.0,8.0,32.0,3.0,1.0,1.0,,,,1.0,,,1.0,8.0,5.0,,,0.00866476,0.0,0.0,2.0,,,,,,2.0,,,61.0,,,,,,,,,17.0,,6.4,,,,,2.0,2.0,,1.0,,30.0,11.0,39.0,0,3.0,69.0,1.0,,1.0,2.0
2022-23,10385744,6,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,False,,,1.0,17.0,4.0,21.0,1.0,1.0,2.0,,,,1.0,,,,3.0,5.0,,,0.0159219,0.0216,0.0,,,,,,,,,,61.0,,,,,,,,,11.0,,6.6,,,1.0,,1.0,5.0,,1.0,,25.0,4.0,24.0,1,1.0,38.0,2.0,3.0,,
2022-23,10385744,6,54,Fulham,Away,352668,109646,Tosin Adarabioyo,tosin-adarabioyo,D,False,1.0,,6.0,30.0,35.0,64.0,,2.0,6.0,,,,,,,,,4.0,,,0.0120825,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,,9.0,,7.2,,,,6.0,,1.0,,9.0,,36.0,38.0,73.0,0,2.0,84.0,,,,
2022-23,10385744,6,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385744,6,54,Fulham,Away,364612,154296,João Palhinha,joao-palhinha,M,False,,,5.0,22.0,18.0,40.0,,,5.0,,,,2.0,,,1.0,3.0,7.0,,1.0,0.0109636,0.0,0.0,,,,,,,,,,85.0,,1.0,,,,,,,1.0,,6.9,,,,1.0,2.0,,,5.0,,22.0,18.0,40.0,0,4.0,52.0,,1.0,2.0,4.0
2022-23,10385744,6,54,Fulham,Away,365802,153366,Harrison Reed,harrison-reed,M,False,,,,16.0,13.0,29.0,2.0,1.0,5.0,,,,1.0,,,1.0,5.0,4.0,,,0.00795814,0.0,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,,7.0,,6.6,,,,,1.0,1.0,,1.0,,19.0,15.0,33.0,0,1.0,42.0,1.0,1.0,1.0,1.0
2022-23,10385744,6,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,False,,,,7.0,2.0,9.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,0.00278269,0.0,0.0,,,,,,,,,,29.0,,,,,,,,,6.0,,6.6,,,,1.0,,3.0,,,,11.0,3.0,11.0,0,,20.0,,,,
2022-23,10385744,6,54,Fulham,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385744,6,54,Fulham,Away,828639,200617,Daniel James,daniel-james,M,True,,,,6.0,1.0,7.0,2.0,,2.0,,,,1.0,,,,3.0,,,,0.00814231,0.0,0.0,,,,,,,,1.0,,30.0,,,,,,,,,3.0,,6.5,,,,,,2.0,,,,9.0,1.0,8.0,0,,11.0,,,,
2022-23,10385744,6,54,Fulham,Away,891920,245824,Carlos Vinícius,carlos-vinicius,F,True,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,0.00029876,0.0,0.0,,,,,,,,,,12.0,,,,,,,,,,,6.5,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2022-23,10913240,7,54,Fulham,Home,31417,47431,Willian,willian,M,False,,,2.0,26.0,5.0,31.0,,,3.0,,,1.0,1.0,,,1.0,4.0,3.0,,,0.045721,0.0899,0.5573,1.0,,1.0,,,,,1.0,,83.0,1.0,,,,,,,,10.0,,7.1,,,,,2.0,,,2.0,,32.0,6.0,38.0,2,,47.0,1.0,2.0,1.0,
2022-23,10913240,7,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,True,,,3.0,19.0,5.0,24.0,,,1.0,,,,,,,1.0,2.0,3.0,,,0.00855622,0.0,0.0,,,,,,,,,,22.0,,,,,,,,,4.0,,6.6,,,,,1.0,,,3.0,,20.0,5.0,25.0,0,1.0,32.0,1.0,2.0,,1.0
2022-23,10913240,7,54,Fulham,Home,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,True,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,,,,0.00160275,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,2.0,0,,3.0,1.0,,,
2022-23,10913240,7,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,False,,,,,21.0,21.0,,,8.0,,,,,,,,,,,,4.383e-05,0.0,0.0,,,,1.6987,1.0,,,,,90.0,,,,,,,,,9.0,,8.4,7.0,9.0,,,,,,9.0,,7.0,23.0,30.0,0,,45.0,,,,
2022-23,10913240,7,54,Fulham,Home,118179,82514,Tim Ream,tim-ream,D,False,,,2.0,12.0,35.0,47.0,,,5.0,,,,1.0,,,,1.0,1.0,,,0.00413603,0.0,0.0,,,,,,,3.0,,,90.0,,1.0,,,,,,,8.0,,6.8,,,,3.0,,,,4.0,,17.0,37.0,54.0,0,,67.0,1.0,1.0,,
2022-23,10913240,7,54,Fulham,Home,135775,89068,Layvin Kurzawa,layvin-kurzawa,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10913240,7,54,Fulham,Home,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,,,,7.0,3.0,10.0,,,3.0,,,,,,,2.0,4.0,2.0,,,0.00615792,0.0872,0.0,1.0,,,,,1.0,,,,68.0,,,,,,,,,15.0,,6.4,,,1.0,1.0,1.0,2.0,,,2.0,17.0,3.0,18.0,1,1.0,34.0,2.0,1.0,,1.0
2022-23,10913240,7,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,False,1.0,,4.0,27.0,14.0,40.0,1.0,1.0,3.0,,,,1.0,,,1.0,6.0,6.0,,,0.0612312,0.0,0.0,2.0,,,,,,2.0,1.0,,90.0,,2.0,,,,,,,18.0,,7.2,,,,4.0,2.0,3.0,,4.0,,32.0,16.0,45.0,0,2.0,85.0,,2.0,1.0,1.0
2022-23,10913240,7,54,Fulham,Home,285949,156689,Andreas Pereira,andreas-pereira,M,False,2.0,,2.0,25.0,4.0,27.0,1.0,,6.0,1.0,,,,,,4.0,6.0,2.0,,,0.178685,0.0383,0.0,1.0,1.0,,,,,,1.0,,89.0,,,,,,,,,17.0,,6.9,,,1.0,1.0,,9.0,,2.0,,35.0,4.0,30.0,1,,53.0,2.0,2.0,,
2022-23,10913240,7,54,Fulham,Home,352668,109646,Tosin Adarabioyo,tosin-adarabioyo,D,False,,,5.0,20.0,33.0,53.0,,3.0,6.0,,,,1.0,,,,2.0,5.0,,1.0,0.00970546,0.0,0.0,1.0,,,,,,,,,90.0,,2.0,,,,,,,9.0,,6.9,,,,7.0,,,,7.0,,24.0,37.0,61.0,0,1.0,75.0,1.0,1.0,,
2022-23,10913240,7,54,Fulham,Home,355528,153682,Harry Wilson,harry-wilson,M,True,,,2.0,10.0,4.0,14.0,,,,,,,,,,,,1.0,,,0.00701077,0.0,0.0,,,,,,,,,,22.0,,,,,,,,,8.0,,6.6,,,,,1.0,2.0,,2.0,,15.0,5.0,18.0,0,,23.0,1.0,,1.0,
2022-23,10913240,7,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10913240,7,54,Fulham,Home,364612,154296,João Palhinha,joao-palhinha,M,False,,,1.0,20.0,15.0,35.0,1.0,2.0,6.0,,,,,,,,3.0,6.0,,,0.00963562,0.0,0.0,2.0,,,,,,1.0,,,90.0,,,,,,,,,8.0,,6.9,,,,3.0,,,,2.0,1.0,25.0,17.0,42.0,0,3.0,55.0,1.0,1.0,,2.0
2022-23,10913240,7,54,Fulham,Home,365802,153366,Harrison Reed,harrison-reed,M,False,,,,10.0,5.0,15.0,,1.0,3.0,,,1.0,1.0,,,1.0,4.0,3.0,,,0.00781822,0.0344,0.0,1.0,,,,,,1.0,,,68.0,,,,,,,,,11.0,,6.3,,,,,1.0,1.0,,1.0,,17.0,6.0,22.0,1,1.0,35.0,1.0,1.0,,1.0
2022-23,10913240,7,54,Fulham,Home,803174,169528,Antonee Robinson,antonee-robinson,D,False,1.0,,2.0,19.0,17.0,35.0,,,10.0,,,,,,,,2.0,,,,0.0252356,0.0,0.0,1.0,,,,,,3.0,2.0,,90.0,,,,,,,,,20.0,,6.6,,,,1.0,1.0,3.0,,7.0,,27.0,25.0,49.0,0,,72.0,,,,
2022-23,10913240,7,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10913240,7,54,Fulham,Home,828639,200617,Daniel James,daniel-james,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2022-23,10913240,7,54,Fulham,Home,862223,235674,Manor Solomon,manor-solomon,F,True,,,,2.0,,2.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,0.00030225,0.0,0.0,,,,,,,,,,15.0,,,,,,,,,3.0,,6.5,,,,,,,,,,4.0,,4.0,0,,6.0,,,,
2022-23,10913240,7,54,Fulham,Home,891920,245824,Carlos Vinícius,carlos-vinicius,F,False,,,,5.0,1.0,6.0,1.0,2.0,1.0,,,,,,,1.0,4.0,7.0,,,0.0326323,0.7331,0.9022,2.0,,1.0,,,,,1.0,,89.0,2.0,,,,,,,,11.0,,7.8,,,1.0,2.0,,,,,,9.0,1.0,10.0,3,2.0,32.0,6.0,3.0,,
2022-23,10913240,7,54,Fulham,Home,1134729,515024,Luke Harris,luke-harris,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385627,8,54,Fulham,Away,31417,47431,Willian,willian,M,False,2.0,,1.0,20.0,9.0,27.0,1.0,1.0,2.0,,,,,,,,3.0,5.0,,,0.0873043,0.0,0.0,,1.0,,,,,1.0,3.0,,70.0,,,,,,,,,11.0,,7.3,,,,,3.0,4.0,,2.0,,27.0,9.0,32.0,0,1.0,48.0,2.0,2.0,1.0,1.0
2022-23,10385627,8,54,Fulham,Away,55570,61933,Shane Duffy,shane-duffy,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385627,8,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,1.0,6.0,1.0,7.0,1.0,,,,,,,,,,1.0,,,,0.00953277,0.0,0.0,,,,,,,,,,14.0,,,,,,,,,5.0,,6.5,,,,,,2.0,,2.0,,11.0,1.0,10.0,0,,13.0,,,,
2022-23,10385627,8,54,Fulham,Away,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385627,8,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,False,,1.0,6.0,5.0,19.0,24.0,,,9.0,,,,,,,,,1.0,,,0.00147862,0.0,0.0,,,,-1.4442,1.0,,,,,90.0,,,,,,,,,8.0,,6.3,,1.0,,,,,1.0,14.0,,12.0,20.0,32.0,0,,39.0,,1.0,,
2022-23,10385627,8,54,Fulham,Away,118179,82514,Tim Ream,tim-ream,D,False,,,4.0,16.0,27.0,43.0,3.0,1.0,2.0,,,,,,,,3.0,2.0,,,0.00719903,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,,,,9.0,,6.7,,,,2.0,,1.0,,6.0,,22.0,29.0,50.0,0,1.0,61.0,,,,
2022-23,10385627,8,54,Fulham,Away,137786,92259,Neeskens Kebano,neeskens-kebano,M,True,,,,4.0,1.0,5.0,,,1.0,,,1.0,,,,,,1.0,,,0.00165966,0.0321,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,1,1.0,8.0,,,,1.0
2022-23,10385627,8,54,Fulham,Away,151499,96994,Bobby De Cordova-Reid,bobby-de-cordova-reid,M,False,1.0,,,8.0,6.0,13.0,1.0,,7.0,1.0,1.0,,,,,,1.0,1.0,,,0.0390328,0.2102,0.0,,1.0,,,,,1.0,1.0,,89.0,,,,,,,,,7.0,,6.8,,,1.0,,,1.0,,2.0,,10.0,8.0,17.0,1,1.0,30.0,3.0,,,
2022-23,10385627,8,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,1.0,,2.0,33.0,22.0,54.0,2.0,1.0,2.0,,,,,,,,3.0,4.0,,,0.0345539,0.0347,0.2082,1.0,1.0,,,,,,1.0,,90.0,1.0,2.0,,,,,,,20.0,,7.4,,,,1.0,,5.0,,4.0,,44.0,27.0,66.0,1,3.0,95.0,2.0,,,1.0
2022-23,10385627,8,54,Fulham,Away,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,2.0,11.0,4.0,15.0,2.0,5.0,3.0,,,2.0,,,,2.0,9.0,8.0,,,0.142137,0.1085,0.099,3.0,,,,,,,,,89.0,1.0,1.0,,,,,,,20.0,,6.9,,,1.0,,4.0,1.0,,2.0,,19.0,7.0,25.0,4,1.0,45.0,4.0,1.0,1.0,1.0
2022-23,10385627,8,54,Fulham,Away,227900,120721,Kevin Mbabu,kevin-mbabu,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385627,8,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,False,1.0,,4.0,21.0,7.0,27.0,2.0,,7.0,,,1.0,,,,1.0,7.0,6.0,,,0.0579372,0.1718,0.6455,3.0,,,,,,,3.0,,83.0,1.0,,,,,,,,16.0,,7.0,,,,,3.0,4.0,,6.0,,32.0,8.0,36.0,2,1.0,52.0,2.0,3.0,2.0,
2022-23,10385627,8,54,Fulham,Away,352668,109646,Tosin Adarabioyo,tosin-adarabioyo,D,False,,,3.0,23.0,49.0,72.0,2.0,2.0,1.0,,,1.0,,,,,2.0,2.0,,,0.00593236,0.0548,0.2115,,,1.0,,,,,,,90.0,1.0,,,,,,,,10.0,,7.1,,,,6.0,,,,8.0,,30.0,52.0,82.0,2,,92.0,,,,
2022-23,10385627,8,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
