matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367646,11.0,2023-11-04 15:00:00,49,Sheff Utd,Home,86.0,11.0,,3.0,3.0,2.0,,118.0,1.0,2.0,2.0,4.0,,13.0,201.0,,,17.0,25.0,11.0,6.0,,1.0,,1.0,,1.0,,1.0,,8.0,1.0,,,,,6.0,7.0,3.0,4.0,7.0,,45.0,53.0,,,1.0,,14.0,3.0,8.0,,,4.0,7.0,2.0,,8.0,1.0,57.0,44.0,,14.0,6.0,,,54.0,13.0,9.0,1.0,6.0,4.0,1.0,140.0,1.0,,,1.0,,,6.0,,,1.0,1.0,,,,2.0,6.0,,5.0,5.0,,2.0,58.0,59.0,21.0,4.0,1.0,4.0,3.0,2.0,283.0,,,2.0,2.0,,38.0,61.0,25.0,,,,1.0,153.0,153.0,13.0,17.0,20.0,38.1,,,,1.0,20.0,0.0,,,,57.0,2.0,,2.0,,1.0,,6.0,,,2.0,69.0,194.0,14.0,7.0,107.0,23.0,14.0,7.0,3.0,16.0,13.0,,116.0,6.0,209.0,1.0,2.0,32.0,,55.0,,300.0,,0.0,11.0,24.0,,24.0,2.0,487.0,27.0,19.0,2.0,4.0,11.0,0.0
2367651,12.0,2023-11-12 14:00:00,49,Sheff Utd,Away,166.0,7.0,1.0,2.0,1.0,3.0,,147.0,4.0,,3.0,4.0,4.0,17.0,311.0,,,8.0,14.0,11.0,6.0,,3.0,,,,,,,,6.0,,,,,,9.0,8.0,3.0,4.0,5.0,,67.0,52.0,1.0,2.0,,2.0,9.0,2.0,11.0,,,3.0,2.0,1.0,,6.0,2.0,54.0,57.0,2.0,18.0,5.0,,1.0,39.0,16.0,13.0,,1.0,1.0,,134.0,,,,,,,6.0,,,,1.0,,,,,5.0,,8.0,8.0,1.0,3.0,93.0,51.0,22.0,6.0,,3.0,3.0,1.0,372.0,,,1.0,2.0,,30.0,60.0,23.0,,,,,116.0,116.0,6.0,19.0,22.0,38.6,,,1.0,2.0,21.0,0.0,,,,102.0,3.0,2.0,5.0,,1.0,,6.0,,,3.0,80.0,294.0,9.0,6.0,186.0,16.0,18.0,13.0,2.0,6.0,4.0,,123.0,6.0,216.0,1.0,,26.0,6.0,50.0,1.0,396.0,,0.0,9.0,27.0,1.0,12.0,2.0,558.0,25.0,7.0,6.0,3.0,15.0,0.0
2367666,13.0,2023-11-25 15:00:00,49,Sheff Utd,Home,142.0,12.0,1.0,6.0,5.0,2.0,1.0,135.0,3.0,1.0,4.0,6.0,5.0,19.0,271.0,,,17.0,31.0,28.0,6.0,1.0,1.0,,,,,,,,8.0,,,,,,3.0,16.0,7.0,9.0,1.0,,72.0,61.0,1.0,,1.0,,10.0,4.0,11.0,,,4.0,8.0,2.0,,10.0,4.0,64.0,67.0,,21.0,8.0,1.0,,77.0,6.0,8.0,,1.0,2.0,,188.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,8.0,,6.0,6.0,1.0,4.0,64.0,89.0,33.0,7.0,,2.0,6.0,2.0,379.0,,,2.0,,,54.0,71.0,27.0,,,,,186.0,186.0,5.0,24.0,24.0,45.5,,,,,21.0,0.0,,,,81.0,4.0,4.0,8.0,,1.0,,4.0,,1.0,5.0,72.0,259.0,10.0,8.0,168.0,38.0,21.0,11.0,4.0,16.0,12.0,,143.0,5.0,253.0,,1.0,28.0,6.0,69.0,4.0,405.0,,0.0,10.0,26.0,,25.0,4.0,605.0,21.0,14.0,5.0,4.0,14.0,0.0
2367671,14.0,2023-12-02 15:00:00,49,Sheff Utd,Away,163.0,9.0,,1.0,1.0,2.0,,80.0,2.0,,3.0,6.0,1.0,19.0,242.0,,,7.0,23.0,16.0,5.0,,1.0,1.0,,,,,,,4.0,,,,,,8.0,13.0,6.0,4.0,2.0,,51.0,48.0,1.0,1.0,,1.0,9.0,,14.0,,,1.0,3.0,1.0,,3.0,2.0,58.0,42.0,1.0,34.0,9.0,,,37.0,12.0,10.0,,,,,146.0,,,,,,,5.0,,,,,,,,,9.0,,10.0,10.0,2.0,3.0,70.0,54.0,18.0,6.0,,3.0,2.0,3.0,306.0,,,5.0,2.0,,38.0,28.0,14.0,,,,,123.0,123.0,,28.0,13.0,36.4,,,,,15.0,0.0,,,,67.0,,2.0,2.0,1.0,,1.0,3.0,,,4.0,28.0,224.0,9.0,5.0,188.0,26.0,34.0,13.0,1.0,5.0,4.0,1.0,59.0,9.0,151.0,,,24.0,1.0,56.0,1.0,334.0,1.0,1.0,6.0,11.0,,15.0,5.0,480.0,11.0,6.0,6.0,1.0,5.0,0.0
2367684,15.0,2023-12-06 19:30:00,49,Sheff Utd,Home,44.0,5.0,1.0,1.0,,,,57.0,1.0,1.0,,5.0,3.0,10.0,100.0,,2.0,7.0,40.0,18.0,3.0,,1.0,2.0,1.0,,1.0,,,,4.0,,,,,,9.0,11.0,4.0,5.0,1.0,,30.0,47.0,2.0,3.0,,3.0,6.0,2.0,12.0,,,2.0,1.0,,,4.0,2.0,79.0,55.0,3.0,23.0,12.0,,,47.0,12.0,8.0,,2.0,2.0,1.0,128.0,,,,,,,9.0,,,,1.0,,,,,12.0,,9.0,9.0,2.0,,21.0,65.0,13.0,12.0,,1.0,2.0,1.0,181.0,,,2.0,1.0,,53.0,14.0,16.0,,,,,160.0,160.0,1.0,25.0,13.0,24.3,,,,,16.0,0.0,,,,28.0,5.0,1.0,6.0,,,2.0,3.0,,,4.0,33.0,92.0,6.0,3.0,75.0,12.0,23.0,21.0,2.0,5.0,3.0,2.0,76.0,3.0,137.0,2.0,1.0,42.0,4.0,63.0,1.0,207.0,,0.0,6.0,20.0,2.0,21.0,2.0,380.0,13.0,17.0,9.0,2.0,15.0,0.0
2367695,16.0,2023-12-09 15:00:00,49,Sheff Utd,Home,110.0,10.0,,1.0,1.0,2.0,,133.0,2.0,1.0,2.0,15.0,1.0,33.0,242.0,,,22.0,15.0,24.0,7.0,,,1.0,,,,,,,9.0,,,,,,12.0,8.0,2.0,4.0,5.0,,46.0,70.0,1.0,2.0,,1.0,10.0,1.0,10.0,,,3.0,5.0,2.0,,10.0,,61.0,58.0,1.0,43.0,21.0,,,54.0,14.0,13.0,,,2.0,,154.0,1.0,,,1.0,,,5.0,,,1.0,2.0,,,,1.0,21.0,,8.0,8.0,,2.0,60.0,69.0,39.0,4.0,1.0,3.0,5.0,4.0,307.0,,,3.0,,,62.0,44.0,25.0,,,,,151.0,151.0,7.0,22.0,27.0,40.2,,,,,21.0,0.0,,,,74.0,3.0,1.0,4.0,,1.0,1.0,4.0,,,3.0,77.0,225.0,10.0,8.0,142.0,20.0,43.0,21.0,3.0,12.0,9.0,1.0,113.0,8.0,204.0,2.0,1.0,39.0,2.0,73.0,1.0,334.0,,0.0,9.0,14.0,,27.0,5.0,559.0,18.0,19.0,8.0,3.0,8.0,0.0
2367702,17.0,2023-12-16 15:00:00,49,Sheff Utd,Away,87.0,7.0,1.0,2.0,1.0,1.0,,53.0,4.0,3.0,3.0,6.0,1.0,14.0,138.0,1.0,,7.0,10.0,12.0,5.0,,2.0,,,1.0,1.0,,,,3.0,,,,,,14.0,7.0,8.0,3.0,3.0,,34.0,58.0,,,,1.0,6.0,4.0,12.0,,,5.0,1.0,3.0,,8.0,1.0,52.0,56.0,1.0,24.0,6.0,1.0,1.0,43.0,14.0,9.0,,1.0,,1.0,109.0,,,,,,,8.0,,,,2.0,,,,,6.0,,13.0,13.0,2.0,3.0,50.0,46.0,16.0,7.0,,1.0,4.0,1.0,199.0,,,5.0,1.0,,22.0,24.0,15.0,,,,,123.0,123.0,4.0,32.0,15.0,22.3,,,,,12.0,0.0,,,,33.0,2.0,2.0,4.0,,1.0,,1.0,,,3.0,31.0,123.0,6.0,5.0,121.0,21.0,24.0,15.0,4.0,8.0,4.0,,70.0,6.0,113.0,2.0,3.0,25.0,3.0,56.0,1.0,226.0,2.0,0.0,6.0,28.0,,8.0,3.0,399.0,14.0,10.0,7.0,6.0,15.0,0.0
2367708,18.0,2023-12-22 20:00:00,49,Sheff Utd,Away,59.0,10.0,1.0,2.0,1.0,,,63.0,2.0,1.0,2.0,5.0,1.0,15.0,120.0,1.0,1.0,8.0,20.0,20.0,2.0,1.0,1.0,,,,,,,,4.0,,,,,,16.0,7.0,5.0,3.0,2.0,,25.0,51.0,1.0,,1.0,2.0,9.0,1.0,4.0,,,1.0,1.0,2.0,,3.0,2.0,51.0,69.0,2.0,44.0,25.0,1.0,,36.0,16.0,11.0,1.0,,,,88.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,25.0,,10.0,10.0,2.0,2.0,36.0,48.0,18.0,9.0,,1.0,3.0,2.0,165.0,,,4.0,3.0,,22.0,34.0,8.0,,,,,111.0,111.0,2.0,25.0,13.0,22.3,,2.0,,1.0,20.0,0.0,,,,43.0,3.0,,3.0,,,,2.0,,,4.0,27.0,108.0,9.0,4.0,77.0,21.0,44.0,15.0,1.0,4.0,3.0,,55.0,2.0,119.0,,1.0,24.0,1.0,52.0,4.0,192.0,2.0,0.0,5.0,31.0,1.0,13.0,3.0,390.0,10.0,14.0,7.0,1.0,15.0,0.0
2367727,19.0,2023-12-26 15:00:00,49,Sheff Utd,Home,116.0,18.0,2.0,3.0,1.0,3.0,,151.0,4.0,1.0,1.0,9.0,10.0,30.0,264.0,2.0,,16.0,26.0,27.0,9.0,2.0,3.0,1.0,,1.0,1.0,2.0,,,13.0,,1.0,,,2.0,12.0,8.0,6.0,12.0,9.0,,66.0,47.0,4.0,4.0,2.0,2.0,8.0,8.0,11.0,,,9.0,6.0,9.0,1.0,9.0,,64.0,64.0,2.0,20.0,12.0,1.0,1.0,55.0,13.0,13.0,1.0,3.0,2.0,1.0,142.0,1.0,,1.0,1.0,,,5.0,,,2.0,2.0,,,,1.0,12.0,1.0,13.0,13.0,1.0,1.0,82.0,72.0,34.0,4.0,,4.0,8.0,6.0,331.0,,,5.0,1.0,2.0,24.0,73.0,46.0,,,,,150.0,150.0,5.0,14.0,19.0,50.9,1.0,3.0,,1.0,16.0,0.0,,,,66.0,1.0,2.0,3.0,,,1.0,7.0,2.0,,5.0,83.0,248.0,8.0,12.0,130.0,38.0,20.0,11.0,9.0,26.0,17.0,1.0,128.0,8.0,252.0,2.0,1.0,31.0,12.0,65.0,1.0,356.0,2.0,0.0,21.0,20.0,2.0,23.0,5.0,567.0,33.0,11.0,5.0,9.0,14.0,0.0
2367733,20.0,2023-12-30 15:00:00,49,Sheff Utd,Away,150.0,6.0,1.0,3.0,2.0,,,27.0,8.0,,5.0,,,10.0,174.0,,,11.0,11.0,6.0,2.0,1.0,2.0,,,,,,,,2.0,,,,,,6.0,10.0,8.0,4.0,,,45.0,34.0,,,,,6.0,2.0,6.0,,,2.0,4.0,1.0,,5.0,2.0,29.0,30.0,,25.0,13.0,,,20.0,6.0,5.0,,,,,84.0,,,,,,,11.0,,,,,,,,,13.0,,7.0,7.0,,5.0,46.0,34.0,9.0,12.0,,,3.0,2.0,212.0,,,6.0,1.0,,14.0,21.0,10.0,,,,,83.0,83.0,,22.0,5.0,19.4,,,,,13.0,0.0,,,,58.0,1.0,1.0,2.0,,1.0,,,,,4.0,11.0,157.0,6.0,3.0,175.0,12.0,25.0,6.0,2.0,7.0,5.0,,30.0,2.0,65.0,,,26.0,1.0,45.0,2.0,233.0,,0.0,4.0,15.0,,12.0,1.0,362.0,8.0,9.0,4.0,2.0,7.0,0.0
2367747,21.0,2024-01-21 14:00:00,49,Sheff Utd,Home,209.0,16.0,1.0,6.0,5.0,1.0,3.0,193.0,8.0,1.0,3.0,10.0,1.0,31.0,396.0,,1.0,20.0,21.0,20.0,12.0,1.0,2.0,1.0,,,1.0,,,1.0,14.0,1.0,,,,1.0,11.0,14.0,2.0,12.0,9.0,,76.0,52.0,2.0,2.0,2.0,,8.0,8.0,7.0,,1.0,4.0,6.0,5.0,,8.0,1.0,56.0,59.0,,16.0,7.0,,,60.0,11.0,9.0,,5.0,3.0,1.0,166.0,,,,,,,10.0,,,1.0,,,,,1.0,7.0,,6.0,6.0,,3.0,111.0,71.0,42.0,1.0,1.0,5.0,8.0,6.0,472.0,,,6.0,,,59.0,48.0,33.0,1.0,1.0,1.0,1.0,158.0,158.0,3.0,18.0,25.0,57.4,,,1.0,,17.0,0.0,,,,143.0,2.0,1.0,3.0,,1.0,1.0,7.0,,1.0,5.0,100.0,376.0,8.0,13.0,235.0,32.0,16.0,25.0,3.0,17.0,14.0,1.0,143.0,7.0,278.0,,2.0,31.0,2.0,61.0,1.0,496.0,1.0,1.0,21.0,17.0,2.0,28.0,3.0,713.0,35.0,20.0,15.0,4.0,8.0,0.0
2367749,22.0,2024-01-30 20:00:00,49,Sheff Utd,Away,192.0,13.0,1.0,4.0,3.0,2.0,,132.0,8.0,,2.0,5.0,10.0,25.0,320.0,,,27.0,13.0,28.0,4.0,1.0,1.0,1.0,,,,,,,7.0,,1.0,,,,15.0,6.0,6.0,6.0,3.0,,65.0,48.0,1.0,1.0,,3.0,5.0,2.0,9.0,,,1.0,5.0,1.0,,21.0,,69.0,72.0,3.0,34.0,20.0,,,52.0,18.0,8.0,,,,,159.0,2.0,,,2.0,,1.0,10.0,,,2.0,2.0,,,,1.0,20.0,1.0,15.0,15.0,2.0,3.0,94.0,64.0,31.0,11.0,2.0,2.0,5.0,5.0,403.0,,,3.0,2.0,,47.0,61.0,15.0,,,,,166.0,166.0,3.0,25.0,15.0,46.5,1.0,3.0,,1.0,18.0,0.0,,,,110.0,1.0,,1.0,,1.0,1.0,2.0,,,6.0,54.0,302.0,5.0,7.0,228.0,25.0,34.0,12.0,1.0,7.0,6.0,2.0,99.0,6.0,207.0,2.0,,36.0,11.0,70.0,1.0,428.0,,0.0,9.0,35.0,,32.0,4.0,656.0,20.0,16.0,3.0,1.0,26.0,0.0
2367767,23.0,2024-02-03 17:30:00,49,Sheff Utd,Home,170.0,15.0,1.0,2.0,1.0,1.0,1.0,110.0,4.0,2.0,2.0,1.0,1.0,19.0,278.0,,1.0,9.0,12.0,8.0,4.0,2.0,4.0,,,,,,,,5.0,,,,,1.0,9.0,10.0,4.0,10.0,,,74.0,40.0,3.0,5.0,,1.0,10.0,3.0,11.0,1.0,1.0,3.0,4.0,,,4.0,1.0,40.0,40.0,1.0,13.0,5.0,1.0,,44.0,10.0,7.0,,2.0,2.0,,108.0,,,,,,,9.0,,,,,,,,,5.0,,8.0,8.0,1.0,2.0,83.0,53.0,25.0,4.0,,1.0,5.0,5.0,329.0,,,1.0,1.0,,60.0,36.0,19.0,,,,,111.0,111.0,5.0,11.0,17.0,35.9,,,,,19.0,0.0,,,,88.0,3.0,2.0,4.0,,,,2.0,1.0,,5.0,47.0,263.0,10.0,6.0,194.0,30.0,13.0,12.0,3.0,9.0,6.0,,76.0,4.0,168.0,,2.0,13.0,2.0,49.0,6.0,353.0,,0.0,10.0,17.0,1.0,14.0,1.0,492.0,22.0,9.0,8.0,3.0,8.0,0.0
2367772,24.0,2024-02-10 15:00:00,49,Sheff Utd,Away,49.0,6.0,1.0,1.0,,,,62.0,2.0,,,5.0,2.0,14.0,110.0,,,8.0,20.0,20.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,5.0,1.0,,,,,12.0,13.0,7.0,6.0,1.0,,32.0,48.0,1.0,1.0,2.0,3.0,9.0,1.0,8.0,,1.0,1.0,4.0,4.0,,11.0,2.0,55.0,53.0,3.0,44.0,30.0,,,48.0,12.0,5.0,1.0,2.0,2.0,,112.0,2.0,,1.0,2.0,,1.0,11.0,,,2.0,1.0,,,,2.0,30.0,,5.0,5.0,,,27.0,68.0,17.0,13.0,2.0,1.0,3.0,3.0,165.0,,,7.0,2.0,,38.0,35.0,23.0,1.0,1.0,1.0,1.0,135.0,135.0,4.0,25.0,11.0,25.0,,,,,14.0,0.0,,,,21.0,2.0,2.0,4.0,,,2.0,3.0,1.0,,4.0,41.0,104.0,9.0,4.0,68.0,19.0,44.0,10.0,1.0,11.0,10.0,3.0,79.0,5.0,135.0,1.0,,24.0,2.0,62.0,,192.0,,0.0,7.0,26.0,,25.0,2.0,380.0,11.0,7.0,4.0,1.0,13.0,0.0
2367786,25.0,2024-02-18 14:00:00,49,Sheff Utd,Home,87.0,7.0,1.0,3.0,2.0,1.0,,70.0,,1.0,1.0,2.0,1.0,13.0,154.0,,,10.0,17.0,7.0,3.0,,1.0,,,,,1.0,,,4.0,,,,,,3.0,20.0,5.0,3.0,3.0,,37.0,38.0,1.0,1.0,,2.0,5.0,3.0,2.0,1.0,2.0,5.0,4.0,2.0,,7.0,4.0,37.0,28.0,2.0,37.0,20.0,,1.0,35.0,3.0,4.0,,1.0,,,98.0,,,,,,,11.0,,,,1.0,,,,,20.0,,4.0,4.0,2.0,1.0,44.0,54.0,15.0,10.0,,1.0,2.0,1.0,193.0,,,10.0,1.0,1.0,36.0,39.0,17.0,,,,,111.0,111.0,2.0,21.0,5.0,20.6,,,,,12.0,0.0,,,,47.0,6.0,,7.0,,,,2.0,1.0,,5.0,37.0,144.0,5.0,3.0,104.0,11.0,37.0,17.0,4.0,10.0,6.0,,63.0,1.0,132.0,1.0,1.0,28.0,1.0,59.0,2.0,226.0,,1.0,6.0,8.0,1.0,15.0,1.0,381.0,13.0,9.0,9.0,5.0,7.0,0.0
2367797,26.0,2024-02-25 13:30:00,49,Sheff Utd,Away,142.0,10.0,,5.0,5.0,4.0,1.0,122.0,8.0,1.0,6.0,1.0,2.0,18.0,259.0,,,6.0,22.0,22.0,7.0,1.0,1.0,2.0,,,,,,,7.0,,,,,1.0,4.0,10.0,3.0,9.0,3.0,,45.0,53.0,,,,,8.0,4.0,8.0,,,6.0,7.0,4.0,,13.0,,57.0,51.0,,21.0,8.0,,,49.0,4.0,8.0,,1.0,1.0,,139.0,,,,,,,14.0,,,,2.0,,,,,8.0,,8.0,8.0,,6.0,90.0,51.0,27.0,5.0,,2.0,6.0,4.0,315.0,,,3.0,2.0,,31.0,49.0,33.0,,,,,139.0,139.0,1.0,18.0,26.0,36.5,,,,1.0,15.0,0.0,,,,67.0,,1.0,1.0,,2.0,2.0,4.0,1.0,,4.0,64.0,245.0,8.0,8.0,166.0,20.0,21.0,14.0,6.0,18.0,12.0,2.0,98.0,7.0,193.0,2.0,1.0,21.0,3.0,50.0,,341.0,,0.0,12.0,17.0,1.0,14.0,1.0,515.0,29.0,11.0,4.0,6.0,13.0,0.0
2367806,27.0,2024-03-04 20:00:00,49,Sheff Utd,Home,91.0,12.0,,,,,,51.0,3.0,,1.0,4.0,1.0,16.0,142.0,1.0,,4.0,10.0,7.0,3.0,,,1.0,,,,1.0,,,4.0,,,,,,10.0,18.0,5.0,2.0,2.0,,37.0,44.0,,,,1.0,3.0,1.0,10.0,1.0,,,,3.0,,2.0,2.0,38.0,27.0,1.0,32.0,18.0,1.0,,28.0,11.0,4.0,,,1.0,,93.0,,,,,,,6.0,,,,,,,,,18.0,,14.0,14.0,2.0,1.0,43.0,51.0,15.0,7.0,,2.0,1.0,,187.0,,,8.0,,1.0,23.0,45.0,7.0,,,,,96.0,96.0,3.0,23.0,10.0,19.3,,,,,7.0,0.0,,,,40.0,3.0,2.0,4.0,,,1.0,3.0,,,5.0,24.0,127.0,3.0,3.0,111.0,25.0,32.0,7.0,,4.0,4.0,1.0,47.0,5.0,106.0,1.0,,27.0,1.0,51.0,2.0,213.0,1.0,0.0,4.0,14.0,,7.0,1.0,341.0,6.0,9.0,2.0,,7.0,0.0
2367808,28.0,2024-03-09 15:00:00,49,Sheff Utd,Away,84.0,7.0,1.0,3.0,2.0,4.0,,82.0,6.0,1.0,,5.0,5.0,15.0,163.0,,,7.0,32.0,24.0,6.0,2.0,3.0,,,,,,,,7.0,,,,,,11.0,21.0,11.0,10.0,3.0,,29.0,54.0,1.0,1.0,2.0,3.0,7.0,2.0,8.0,1.0,,3.0,4.0,5.0,1.0,7.0,3.0,63.0,57.0,3.0,43.0,27.0,,,40.0,11.0,11.0,,1.0,1.0,,152.0,,,,,,,18.0,,,1.0,2.0,,,,,27.0,,11.0,11.0,4.0,,45.0,82.0,23.0,10.0,1.0,2.0,6.0,9.0,236.0,,,11.0,3.0,,53.0,30.0,21.0,,1.0,1.0,,158.0,158.0,,38.0,5.0,30.1,,2.0,,,17.0,0.0,,,,52.0,6.0,4.0,9.0,,1.0,,2.0,,,5.0,38.0,150.0,7.0,8.0,111.0,23.0,43.0,12.0,3.0,13.0,10.0,,73.0,9.0,180.0,2.0,2.0,33.0,8.0,75.0,1.0,278.0,,0.0,13.0,16.0,,13.0,5.0,483.0,17.0,10.0,6.0,3.0,11.0,0.0
2367825,29.0,2024-04-24 20:00:00,49,Sheff Utd,Away,133.0,9.0,1.0,1.0,,2.0,,85.0,7.0,1.0,2.0,5.0,,18.0,217.0,,,11.0,13.0,11.0,4.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,6.0,,,,,,5.0,18.0,7.0,6.0,4.0,,41.0,41.0,1.0,,2.0,1.0,4.0,3.0,8.0,,,4.0,5.0,,,8.0,3.0,46.0,48.0,1.0,24.0,9.0,,,45.0,9.0,7.0,1.0,1.0,,1.0,111.0,1.0,,1.0,1.0,,,9.0,,,2.0,1.0,,,,1.0,9.0,,13.0,13.0,2.0,3.0,71.0,52.0,18.0,9.0,1.0,1.0,5.0,4.0,259.0,,,6.0,,,55.0,28.0,11.0,1.0,1.0,1.0,,119.0,119.0,3.0,16.0,11.0,28.5,,3.0,,,7.0,0.0,,,,69.0,7.0,2.0,9.0,,1.0,1.0,3.0,1.0,,4.0,40.0,194.0,4.0,6.0,150.0,20.0,24.0,17.0,2.0,7.0,5.0,1.0,72.0,9.0,149.0,1.0,1.0,19.0,3.0,51.0,2.0,292.0,,0.0,10.0,22.0,1.0,18.0,1.0,467.0,9.0,11.0,8.0,4.0,8.0,0.0
2367836,30.0,2024-03-30 15:00:00,49,Sheff Utd,Home,70.0,8.0,,3.0,3.0,,1.0,66.0,5.0,,3.0,7.0,2.0,22.0,133.0,1.0,,7.0,19.0,23.0,3.0,1.0,2.0,,,,,,,,4.0,,,,,1.0,10.0,17.0,7.0,6.0,2.0,,34.0,44.0,3.0,,3.0,3.0,13.0,2.0,11.0,,1.0,2.0,3.0,2.0,,7.0,1.0,49.0,58.0,3.0,40.0,20.0,,,46.0,10.0,13.0,3.0,4.0,3.0,,110.0,3.0,,3.0,2.0,1.0,,8.0,,,2.0,,,,,,20.0,,6.0,6.0,1.0,3.0,41.0,61.0,21.0,15.0,,2.0,5.0,4.0,187.0,,,8.0,1.0,,23.0,40.0,20.0,,,,,113.0,113.0,3.0,16.0,14.0,26.4,,2.0,,1.0,18.0,0.0,,,,30.0,4.0,2.0,6.0,,,,2.0,,,3.0,35.0,116.0,13.0,7.0,83.0,15.0,40.0,5.0,2.0,10.0,8.0,,79.0,10.0,142.0,,,28.0,3.0,58.0,2.0,215.0,2.0,0.0,8.0,19.0,,10.0,4.0,397.0,18.0,9.0,3.0,2.0,11.0,0.0
2367845,31.0,2024-04-04 19:30:00,49,Sheff Utd,Away,43.0,6.0,1.0,2.0,1.0,2.0,,41.0,3.0,,,1.0,2.0,8.0,82.0,,,4.0,20.0,14.0,3.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,9.0,15.0,14.0,4.0,1.0,,18.0,49.0,1.0,1.0,,2.0,9.0,,9.0,,,1.0,,1.0,,9.0,3.0,52.0,45.0,2.0,40.0,16.0,1.0,,33.0,9.0,6.0,,2.0,1.0,1.0,102.0,,,,,,,17.0,,,,1.0,,,,1.0,16.0,,8.0,8.0,,,25.0,54.0,13.0,13.0,,2.0,2.0,3.0,136.0,,,5.0,,,28.0,10.0,14.0,,,,,124.0,124.0,,28.0,13.0,17.1,,,,1.0,14.0,0.0,,,,23.0,3.0,3.0,6.0,,1.0,,2.0,,,5.0,16.0,74.0,9.0,4.0,69.0,13.0,40.0,14.0,1.0,3.0,2.0,,40.0,6.0,102.0,3.0,,21.0,2.0,54.0,1.0,168.0,,0.0,5.0,17.0,,9.0,1.0,340.0,8.0,16.0,8.0,1.0,11.0,0.0
