playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,groundDuelsLost,rightsidePasses,winningGoal,duels,forwardPasses,recoveries,appearances,unsuccessfulDribbles,successfulPassesOppositionHalf,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,overruns,totalTackles,starts,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,groundDuelsWon,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,totalFoulsWon,oboxTarget,tacklesLost,goalsConcededInsideBox,cornersWon,tacklesWon,successfulDribbles,interceptions,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,expectedGoalsFreekick,throughBalls,goals,awayGoals,cleanSheets,goalsConcededOutsideBox,successfulCornersIntoBox,penaltyGoalsConceded,successfulLaunches,shotsBlockedInBox,homeGoals,rightFootGoals,freekickTotal,iboxBlocked,blocks,attemptsFromSetPieces,substituteOff,hitWoodwork,handballsConceded,secondGoalAssists,clearancesOffTheLine,punches,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,offsides,throwInsToOppositionPlayer,leftFootGoals,headedGoals,setPiecesGoals,ownGoalScored,penaltiesTaken,lastPlayerTackle,penaltyGoals,penaltiesConceded,redCards2ndYellow,otherGoals,penaltiesFaced,goalkeeperSmother,drops,crossesNotClaimed
60865,Apostolos Vellios,Forward,Everton,11,Greece,2012-13,11.0,0.152,0.0,1.0,0.2535,4.0,7.0,6.0,1.0,4.0,8.0,1.0,24.0,6.0,8.0,2.0,54.0,2.0,5.0,3.0,15.0,7.0,3.0,6.0,8.0,0.0,14.0,4.0,3.0,6.0,1.0,15.0,1.0,2.0,6.0,3.0,0.0,24.0,3.0,12.0,6.0,4.0,1.0,6.0,33.0,1.0,0.3139,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77762,Bryan Oviedo,Defender,Everton,11,Costa Rica,2012-13,17.0,0.578,0.0,1.0,0.1302,4.0,18.0,15.0,1.0,6.0,20.0,12.0,95.0,14.0,3.0,,227.0,,2.0,15.0,74.0,8.0,,15.0,23.0,0.0,32.0,35.0,19.0,15.0,2.0,58.0,14.0,12.0,29.0,1.0,0.0,94.0,3.0,52.0,18.0,2.0,1.0,19.0,167.0,19.0,0.1852,1.0,2.0,5.0,2.0,2.0,1.0,6.0,1.0,3.0,3.0,2.0,2.0,1.0,14.0,2.316,2.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27707,Darron Gibson,Midfielder,Everton,11,Ireland,2012-13,55.0,1.9259,1.0,4.0,0.4883,22.0,144.0,23.0,2.0,28.0,209.0,18.0,1140.0,1.0,25.0,,1807.0,,15.0,66.0,816.0,3.0,25.0,40.0,295.0,2.0,121.0,464.0,131.0,23.0,3.0,586.0,37.0,10.0,96.0,10.0,1.0,1107.0,18.0,271.0,254.0,18.0,115.0,127.0,1415.0,358.0,1.2325,4.0,65.0,32.0,8.0,14.0,,44.0,22.0,24.0,16.0,8.0,13.0,,56.0,21.9057,37.0,18.0,4.0,8.0,17.0,15.0,11.0,27.0,8.0,35.0,14.0,2.0,24.0,18.0,0.4047,2.0,1.0,0.0,7.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,12.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115596,Francisco Júnior,Midfielder,Everton,11,Portugal,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,John Heitinga,Defender,Everton,11,Netherlands,2012-13,42.0,0.17,0.0,2.0,0.0244,8.0,38.0,26.0,,4.0,105.0,,609.0,9.0,44.0,4.0,1602.0,4.0,20.0,56.0,411.0,11.0,4.0,22.0,153.0,0.0,98.0,212.0,44.0,26.0,,151.0,,1.0,54.0,24.0,0.0,573.0,6.0,115.0,187.0,18.0,93.0,57.0,825.0,354.0,0.7254,5.0,67.0,8.0,1.0,1.0,,19.0,17.0,,,,1.0,1.0,32.0,26.0159,93.0,25.0,13.0,,7.0,22.0,2.0,12.0,,38.0,,4.0,,35.0,,,,,3.0,3.0,,1.0,17.0,2.0,,,,2.0,13.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97299,John Stones,Defender,Everton,11,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41080,Ján Mucha,Goalkeeper,Everton,11,Slovakia,2012-13,,0.0084,0.0,,,,,2.0,,,31.0,,58.0,,,,180.0,,,,9.0,,,,2.0,0.0,,55.0,26.0,2.0,,18.0,,,,,0.0,33.0,,32.0,1.0,,18.0,,94.0,9.0,,0.0,31.0,6.0,,,,,2.0,,,,,,,3.504,6.0,1.0,,,,1.0,,,,,,,,19.0,,,,,1.0,,,,13.0,,,,,,,,,,,,,5.0,3.0,12.0,7.0,18.0,21.0,1.0,11.0,3.0,5.0,,,,,,,,,,,,,,,,,
26901,Kevin Mirallas,Midfielder,Everton,11,Belgium,2012-13,160.0,3.4382,0.0,28.0,7.1988,44.0,103.0,27.0,3.0,34.0,112.0,51.0,584.0,4.0,18.0,22.0,1831.0,22.0,15.0,100.0,447.0,108.0,40.0,145.0,160.0,4.0,260.0,153.0,89.0,27.0,47.0,396.0,87.0,93.0,242.0,3.0,0.0,559.0,16.0,337.0,141.0,29.0,25.0,130.0,1085.0,109.0,6.5442,3.0,9.0,15.0,15.0,27.0,9.0,35.0,23.0,23.0,76.0,23.0,33.0,1.0,97.0,23.6628,6.0,24.0,25.0,23.0,9.0,19.0,34.0,26.0,37.0,16.0,34.0,16.0,23.0,3.0,0.1477,2.0,6.0,2.0,1.0,5.0,17.0,,,25.0,4.0,4.0,4.0,25.0,,2.0,18.0,2.0,,,,,,,,,,,,,,1.0,15.0,1.0,1.0,1.0,,,,,,,,,,,,
12745,Leighton Baines,Defender,Everton,11,England,2012-13,132.0,9.7492,0.0,12.0,4.5981,23.0,230.0,38.0,5.0,10.0,295.0,133.0,1663.0,,28.0,7.0,3420.0,7.0,17.0,191.0,1319.0,46.0,111.0,115.0,767.0,2.0,323.0,648.0,158.0,38.0,30.0,1008.0,247.0,64.0,295.0,11.0,0.0,1603.0,11.0,715.0,30.0,30.0,49.0,218.0,3012.0,466.0,4.1633,4.0,65.0,58.0,36.0,13.0,7.0,92.0,38.0,20.0,120.0,4.0,106.0,,180.0,41.8564,75.0,40.0,58.0,4.0,19.0,33.0,46.0,73.0,30.0,57.0,64.0,378.0,20.0,60.0,0.9225,2.0,5.0,2.0,11.0,7.0,48.0,2.0,20.0,5.0,3.0,,22.0,5.0,7.0,11.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,70.0,5.0,,1.0,2.0,2.0,1.0,2.0,,,,,,,
8378,Leon Osman,Midfielder,Everton,11,England,2012-13,214.0,2.2957,0.0,24.0,5.8854,55.0,226.0,36.0,2.0,57.0,252.0,28.0,1788.0,,101.0,21.0,3184.0,21.0,43.0,238.0,1430.0,79.0,25.0,171.0,425.0,2.0,452.0,632.0,212.0,36.0,18.0,1001.0,30.0,74.0,351.0,58.0,0.0,1767.0,31.0,399.0,539.0,44.0,106.0,192.0,2434.0,539.0,7.1587,9.0,26.0,62.0,4.0,21.0,1.0,85.0,36.0,18.0,2.0,18.0,4.0,2.0,180.0,39.2175,83.0,37.0,67.0,18.0,19.0,30.0,17.0,66.0,28.0,82.0,2.0,,18.0,17.0,0.1547,6.0,5.0,1.0,7.0,7.0,,2.0,11.0,19.0,4.0,2.0,1.0,19.0,16.0,1.0,7.0,1.0,5.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
