playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,unsuccessfulShortPasses,penaltiesConceded,keyPassesAttemptAssists,tacklesWon,totalFoulsConceded,interceptions,foulAttemptedTackle,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,substituteOn,blocks,backwardPasses,iboxTarget,shotsOnTargetInBox,throwInsToOwnPlayer,expectedGoals,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,successfulCornersIntoBox,throwInsToOppositionPlayer,penaltiesTaken,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,shotsOffTargetIncWoodwork,cornersWon,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltyGoals,hitWoodwork,shotsBlockedOutsideBox,throughBalls,totalTouchesInOppositionBox,clearancesOffTheLine,substituteOff,handballsConceded,ownGoalScored,shotsBlockedInBox,headedGoals,iboxBlocked,secondGoalAssists,rightFootGoals,foulWonPenalty,unsuccessfulLayoffs,redCards2ndYellow,overruns,awayGoals,winningGoal,homeGoals,timesTackled
149468,Tyias Browning,Defender,Everton PL2,England,2015-16,10.0,0.0206,0.0,,,5.0,3.0,17.0,92.0,,6.0,1.0,,299.0,2.0,14.0,,3.0,10.0,71.0,,,4.5883,,12.0,5.0,8.0,10.0,,2.0,24.0,1.0,,34.0,12.0,5.0,,,30.0,5.0,18.0,4.0,0.0,,91.0,34.0,,,,31.0,4.0,156.0,9.0,45.0,,1.0,9.0,7.0,9.0,8.0,,2.0,8.0,4.0,6.0,3.0,,,1.0,2.0,,17.0,,,21.0,0.2764,,,1.0,,,5.0,,,,,,,,2.0,,,1.0,,,5.0,,1.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,
194164,Mason Holgate,Defender,Everton,Jamaica,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108824,Brendan Galloway,Defender,Plymouth Argyle,Zimbabwe,2015-16,56.0,0.537,0.0,,,15.0,14.0,75.0,396.0,,19.0,2.0,,1223.0,12.0,93.0,2.0,28.0,86.0,312.0,,1.0,17.0836,1.0,30.0,20.0,44.0,129.0,,29.0,149.0,9.0,,159.0,58.0,15.0,,,179.0,18.0,130.0,7.0,0.0,,391.0,152.0,7.0,,,12.0,9.0,734.0,15.0,145.0,,2.0,23.0,25.0,50.0,52.0,,3.0,30.0,9.0,21.0,6.0,,,5.0,1.0,5.0,96.0,,,86.0,0.4793,3.0,,3.0,1.0,2.0,10.0,,,1.0,,,3.0,,16.0,,,20.0,,6.0,10.0,,5.0,7.0,,,,,1.0,,3.0,1.0,4.0,,,2.0,,2.0,,,,,,,,,,
175832,Callum Connolly,Midfielder,Stockport County,England,2015-16,1.0,0.0027,0.0,,,1.0,,,8.0,,1.0,,,36.0,1.0,,,2.0,,6.0,,,1.2491,,3.0,1.0,,1.0,,,1.0,2.0,,1.0,1.0,1.0,,,5.0,1.0,,,0.0,,8.0,4.0,,,,1.0,2.0,19.0,,3.0,,0.0,,,,,,,,,,,,,,1.0,,5.0,,,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
114093,Matthew Pennington,Defender,Bradford City,England,2015-16,6.0,0.0266,0.0,,,4.0,4.0,29.0,169.0,,9.0,,,299.0,2.0,11.0,1.0,5.0,4.0,131.0,,1.0,6.0071,1.0,17.0,7.0,4.0,48.0,,,17.0,1.0,,69.0,26.0,4.0,,,37.0,6.0,8.0,7.0,0.0,,169.0,39.0,3.0,,,43.0,9.0,224.0,10.0,103.0,,1.0,13.0,13.0,1.0,16.0,1.0,,1.0,2.0,7.0,1.0,1.0,0.2231,2.0,,8.0,9.0,1.0,1.0,11.0,0.2053,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
153673,Jonjoe Kenny,Defender,PAOK Salonika,England,2015-16,3.0,0.0109,0.0,,,1.0,,7.0,22.0,,1.0,,,61.0,1.0,1.0,,1.0,1.0,14.0,,,0.1983,1.0,4.0,,2.0,1.0,,,4.0,,,9.0,2.0,1.0,,,9.0,,3.0,,0.0,,22.0,13.0,,,,10.0,1.0,48.0,1.0,6.0,,0.0,2.0,2.0,1.0,5.0,,,1.0,,1.0,,,,,1.0,,2.0,,,8.0,0.0466,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
27707,Darron Gibson,Midfielder,Salford City,Ireland,2015-16,11.0,0.0646,0.0,,,7.0,2.0,27.0,181.0,,8.0,,,239.0,1.0,14.0,,3.0,7.0,131.0,,1.0,3.7969,2.0,15.0,3.0,10.0,58.0,,,25.0,2.0,,56.0,18.0,7.0,,,71.0,3.0,17.0,7.0,0.0,,177.0,37.0,3.0,,,46.0,23.0,226.0,3.0,83.0,,3.0,15.0,4.0,4.0,12.0,1.0,3.0,,4.0,4.0,4.0,1.0,0.0223,2.0,5.0,2.0,21.0,,,,0.0515,,,,1.0,1.0,,,,,,1.0,,,,,1.0,4.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
18267,Aiden McGeady,Midfielder,Sunderland,Ireland,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,Aston Villa U21,England,2015-16,228.0,5.8653,0.0,,,38.0,36.0,253.0,1802.0,,60.0,4.0,,3085.0,31.0,250.0,3.0,60.0,221.0,1446.0,,5.0,47.8549,,18.0,51.0,197.0,625.0,,71.0,478.0,19.0,,460.0,186.0,38.0,,,1034.0,48.0,418.0,29.0,0.0,,1764.0,574.0,116.0,,,350.0,103.0,2567.0,2.0,539.0,,4.0,49.0,44.0,34.0,204.0,,49.0,22.0,29.0,17.0,15.0,29.0,6.7839,57.0,2.0,5.0,367.0,10.0,10.0,5.0,8.445,5.0,0.6498,38.0,8.0,69.0,23.0,8.0,5.0,26.0,70.0,11.0,24.0,18.0,,2.0,11.0,12.0,1.0,67.0,86.0,10.0,28.0,28.0,10.0,43.0,2.0,5.0,26.0,19.0,2.0,1.0,14.0,1.0,,12.0,,12.0,3.0,7.0,1.0,4.0,,,,,,
26901,Kevin Mirallas,Midfielder,Everton,Belgium,2015-16,69.0,1.1256,2.0,,,23.0,10.0,57.0,329.0,,21.0,1.0,,1005.0,15.0,56.0,2.0,15.0,50.0,249.0,,2.0,18.3852,1.0,6.0,15.0,54.0,95.0,,17.0,125.0,11.0,,96.0,51.0,23.0,,,196.0,13.0,104.0,6.0,1.0,,317.0,148.0,19.0,,,46.0,23.0,569.0,4.0,89.0,,0.0,14.0,13.0,14.0,43.0,,16.0,12.0,14.0,9.0,6.0,16.0,3.7802,25.0,13.0,1.0,92.0,6.0,6.0,8.0,3.3536,5.0,0.3551,16.0,2.0,12.0,19.0,4.0,7.0,9.0,24.0,6.0,13.0,7.0,,,6.0,2.0,1.0,19.0,32.0,6.0,9.0,15.0,6.0,11.0,,,9.0,2.0,,,4.0,,,7.0,,7.0,,3.0,,,1.0,,,,,
17349,Aaron Lennon,Midfielder,Stockport County U21,England,2015-16,63.0,,0.0,,,25.0,17.0,90.0,477.0,,5.0,2.0,,1539.0,4.0,83.0,1.0,37.0,82.0,374.0,,1.0,,1.0,15.0,25.0,59.0,60.0,,21.0,146.0,21.0,,130.0,55.0,25.0,,,267.0,24.0,141.0,1.0,0.0,,472.0,169.0,26.0,,,149.0,13.0,735.0,4.0,127.0,,1.0,12.0,14.0,35.0,78.0,,23.0,25.0,13.0,8.0,8.0,11.0,,15.0,8.0,2.0,138.0,,,5.0,,7.0,,3.0,,22.0,27.0,5.0,1.0,,1.0,,7.0,,,,,10.0,,17.0,27.0,,4.0,12.0,,,,,,,61.0,,8.0,1.0,,,,,1.0,5.0,1.0,,,3.0,2.0,0.0,3.0,31.0
43250,Tom Cleverley,Midfielder,Watford,England,2015-16,83.0,2.0208,0.0,,,22.0,17.0,150.0,885.0,,38.0,4.0,,1613.0,19.0,96.0,3.0,33.0,77.0,685.0,,3.0,25.1354,6.0,17.0,27.0,64.0,255.0,,19.0,179.0,19.0,,265.0,98.0,22.0,,,476.0,24.0,141.0,19.0,0.0,,873.0,245.0,13.0,,,191.0,50.0,1181.0,14.0,272.0,,1.0,37.0,27.0,47.0,113.0,,19.0,34.0,11.0,19.0,8.0,7.0,1.2848,13.0,5.0,1.0,174.0,,,24.0,1.3176,4.0,0.048,11.0,4.0,20.0,34.0,2.0,1.0,4.0,23.0,5.0,13.0,9.0,,,5.0,13.0,1.0,3.0,51.0,1.0,6.0,12.0,1.0,13.0,,2.0,4.0,2.0,,,6.0,,,7.0,1.0,7.0,1.0,,1.0,1.0,,,,,,
50472,James McCarthy,Midfielder,Celtic,Ireland,2015-16,113.0,1.3803,1.0,,,29.0,29.0,176.0,1357.0,,31.0,4.0,,2434.0,20.0,124.0,3.0,63.0,113.0,1086.0,,1.0,37.0738,4.0,48.0,37.0,93.0,316.0,,28.0,237.0,39.0,,381.0,135.0,29.0,,,612.0,34.0,206.0,11.0,0.0,,1334.0,247.0,7.0,,,433.0,95.0,1760.0,34.0,572.0,,5.0,58.0,43.0,79.0,118.0,,12.0,61.0,37.0,51.0,23.0,7.0,1.5983,13.0,,17.0,227.0,3.0,3.0,12.0,0.7549,3.0,,3.0,2.0,28.0,14.0,2.0,,3.0,,2.0,3.0,,,,2.0,18.0,1.0,3.0,14.0,,6.0,7.0,,,,,3.0,4.0,1.0,,6.0,4.0,,,,,,1.0,,,1.0,,,,,
1632,Gareth Barry,Midfielder,West Bromwich Albion,England,2015-16,140.0,2.8406,1.0,,,33.0,32.0,374.0,2061.0,,83.0,10.0,,2835.0,27.0,193.0,3.0,74.0,137.0,1502.0,,4.0,42.5996,7.0,79.0,43.0,113.0,583.0,,25.0,333.0,52.0,,834.0,239.0,33.0,,,942.0,40.0,250.0,56.0,0.0,,2012.0,473.0,18.0,,,446.0,185.0,2560.0,21.0,754.0,,5.0,121.0,87.0,96.0,253.0,,33.0,68.0,42.0,54.0,19.0,4.0,0.6725,9.0,1.0,24.0,198.0,4.0,4.0,8.0,1.2358,7.0,,6.0,1.0,12.0,20.0,,1.0,2.0,8.0,,9.0,2.0,,,,28.0,,3.0,24.0,,5.0,8.0,,4.0,,,2.0,5.0,,,1.0,3.0,,4.0,,4.0,,,,,1.0,,,,,
87447,Muhamed Besic,Midfielder,Ferencváros,Bosnia & Herzegovina,2015-16,33.0,0.3814,0.0,,,12.0,7.0,46.0,337.0,,10.0,1.0,,557.0,5.0,47.0,1.0,12.0,42.0,268.0,,,12.3675,,16.0,12.0,28.0,79.0,,2.0,80.0,9.0,,90.0,45.0,12.0,,,141.0,11.0,70.0,5.0,0.0,,333.0,76.0,14.0,,,111.0,23.0,462.0,4.0,151.0,,1.0,8.0,14.0,26.0,38.0,,5.0,20.0,5.0,9.0,3.0,2.0,0.8565,4.0,5.0,3.0,57.0,,,4.0,0.1291,1.0,,,,9.0,5.0,,,,,2.0,1.0,,,,2.0,6.0,,2.0,5.0,,2.0,2.0,,,,1.0,,1.0,,,4.0,1.0,,,,,,,1.0,,,,,,,
8378,Leon Osman,Midfielder,Everton,England,2015-16,20.0,0.1024,0.0,,,9.0,2.0,21.0,142.0,,8.0,,,218.0,7.0,9.0,,6.0,8.0,117.0,,,3.0057,,1.0,1.0,13.0,40.0,,6.0,29.0,1.0,,37.0,13.0,9.0,,,81.0,1.0,21.0,1.0,0.0,,139.0,38.0,,,,32.0,4.0,178.0,1.0,40.0,,0.0,1.0,5.0,3.0,20.0,,,1.0,2.0,1.0,2.0,,,3.0,7.0,,33.0,,,,0.1566,,,,,3.0,4.0,,,,,,,,,,,2.0,,4.0,4.0,,3.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
7525,Steven Pienaar,Midfielder,Sunderland,South Africa,2015-16,10.0,0.0957,0.0,,,4.0,,17.0,77.0,,4.0,,,118.0,2.0,8.0,1.0,3.0,6.0,56.0,,,2.088,,3.0,3.0,8.0,24.0,,3.0,18.0,1.0,,24.0,7.0,4.0,,,48.0,2.0,14.0,2.0,0.0,,76.0,30.0,3.0,,,15.0,4.0,109.0,2.0,13.0,,0.0,4.0,7.0,,13.0,,1.0,,1.0,4.0,,,,1.0,4.0,,14.0,,,1.0,0.0778,1.0,,1.0,,2.0,2.0,,,1.0,,,1.0,,,,,,,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
173807,Tom Davies,Midfielder,Sheffield United U21,England,2015-16,5.0,0.03,0.0,,,2.0,1.0,11.0,49.0,,1.0,1.0,,97.0,1.0,5.0,,1.0,5.0,36.0,,,0.2684,,1.0,,4.0,19.0,,2.0,10.0,1.0,,12.0,5.0,2.0,,,22.0,,9.0,,0.0,,49.0,17.0,2.0,,,9.0,2.0,69.0,,16.0,,0.0,3.0,4.0,1.0,8.0,,,1.0,2.0,5.0,1.0,,,,1.0,,9.0,,,,0.0348,,,1.0,,2.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
171270,Kieran Dowell,Midfielder,Rangers,England,2015-16,12.0,0.0458,0.0,,,2.0,1.0,5.0,30.0,,1.0,,,72.0,1.0,2.0,,1.0,2.0,25.0,,,0.2684,,,,11.0,6.0,,,14.0,1.0,,9.0,4.0,2.0,,,20.0,,13.0,,0.0,,29.0,17.0,2.0,,,11.0,,48.0,,5.0,,0.0,1.0,3.0,,4.0,,1.0,,1.0,,1.0,,,,1.0,,4.0,,,,,,,,,3.0,3.0,,,,2.0,,,,,,,,,1.0,5.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
94924,Gerard Deulofeu,Forward,Udinese,Spain,2015-16,103.0,3.5148,0.0,,,26.0,16.0,138.0,523.0,,8.0,,,1384.0,7.0,77.0,1.0,39.0,76.0,347.0,,4.0,19.9788,3.0,5.0,24.0,96.0,37.0,,14.0,180.0,20.0,,127.0,68.0,26.0,,,315.0,23.0,172.0,1.0,0.0,,516.0,383.0,46.0,,,255.0,38.0,940.0,1.0,92.0,,2.0,27.0,10.0,16.0,111.0,,28.0,16.0,3.0,14.0,1.0,6.0,1.7282,7.0,10.0,,104.0,2.0,2.0,20.0,1.311,15.0,,2.0,8.0,4.0,97.0,2.0,2.0,,32.0,2.0,22.0,7.0,2.0,,2.0,,1.0,45.0,119.0,,1.0,33.0,,20.0,,,,10.0,,,11.0,,,2.0,,2.0,1.0,1.0,,2.0,,,,,,
26921,Arouna Koné,Forward,Sivasspor,Cote d’Ivoire,2015-16,141.0,2.2459,0.0,,,25.0,16.0,92.0,580.0,,61.0,1.0,,1458.0,46.0,74.0,2.0,30.0,59.0,476.0,,3.0,21.4589,,7.0,21.0,95.0,179.0,,11.0,215.0,17.0,,120.0,72.0,25.0,,,354.0,19.0,154.0,15.0,0.0,,576.0,215.0,24.0,,,121.0,12.0,857.0,1.0,138.0,,1.0,4.0,16.0,25.0,88.0,,10.0,20.0,15.0,9.0,9.0,14.0,5.3202,27.0,9.0,1.0,160.0,8.0,8.0,1.0,4.2655,4.0,,9.0,4.0,35.0,5.0,5.0,4.0,2.0,,1.0,4.0,,,,1.0,5.0,2.0,21.0,5.0,,13.0,9.0,,,,,2.0,2.0,2.0,,10.0,,,7.0,1.0,7.0,1.0,2.0,,3.0,,,,,,
66749,Romelu Lukaku,Forward,Napoli,Belgium,2015-16,301.0,3.191,0.0,,,37.0,36.0,301.0,1098.0,,237.0,6.0,,3174.0,144.0,172.0,4.0,31.0,79.0,774.0,,5.0,49.9583,1.0,5.0,52.0,157.0,241.0,,25.0,473.0,9.0,,261.0,47.0,37.0,,,648.0,48.0,236.0,93.0,0.0,,1015.0,548.0,41.0,,,286.0,23.0,1603.0,,155.0,,3.0,9.0,30.0,13.0,292.0,,45.0,8.0,30.0,,6.0,48.0,17.9394,86.0,1.0,3.0,310.0,25.0,25.0,2.0,17.7789,6.0,0.3888,32.0,6.0,127.0,25.0,18.0,16.0,11.0,,5.0,6.0,,,2.0,5.0,5.0,10.0,36.0,25.0,5.0,38.0,25.0,5.0,,1.0,7.0,11.0,7.0,4.0,,8.0,3.0,,21.0,4.0,21.0,2.0,4.0,1.0,22.0,,,,,,
