playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,gamesPlayed,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,cleanSheets,throwInsToOppositionPlayer,headedGoals,hitWoodwork,lastPlayerTackle,attemptsFromSetPieces,ownGoalScored,forwardPasses,penaltiesTaken,clearancesOffTheLine,penaltyGoals,foulWonPenalty,handballsConceded,setPiecesGoals,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,redCards2ndYellow,penaltiesConceded,penaltyGoalsConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried,savesMadeFromInsideBox
80179,Adam Forshaw,Midfielder,Everton,11,England,2009-10,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,Carlo Nash,Goalkeeper,Everton,11,England,2009-10,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,Dan Gosling,Midfielder,Everton,11,England,2009-10,0.0,0.0,0.0,11.0,21.0,2.0,3.0,4.0,7.0,6.0,2.0,21.0,7.0,3.0,27.0,12.0,106.0,2.0,1.0,1.0,8.0,6.0,6.0,6.0,341.0,2.0,3.0,21.0,2.0,18.0,77.0,4.0,11.0,4.0,1.0,6.0,7.0,18.0,8.0,4.0,42.0,1.0,17.0,11.0,1.0,4.0,1.0,2.0,46.0,5.0,14.0,12.0,36.0,3.0,106.0,2.0,4.0,59.0,3.0,3.0,3.0,2.0,9.0,2.0,2.0,201.0,1.0,2.0,2.0,39.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17891,Diniyar Bilyaletdinov,Midfielder,Everton,11,Russia,2009-10,1.0,1.0,1.0,23.0,85.0,5.0,7.0,15.0,28.0,27.0,9.0,85.0,50.0,16.0,101.0,46.0,520.0,6.0,3.0,0.0,7.0,30.0,31.0,14.0,1434.0,3.0,22.0,71.0,1.0,62.0,400.0,6.0,60.0,23.0,1.0,19.0,18.0,63.0,16.0,2.0,156.0,6.0,61.0,23.0,2.0,8.0,3.0,12.0,291.0,17.0,78.0,42.0,125.0,9.0,514.0,12.0,17.0,234.0,20.0,18.0,3.0,12.0,17.0,23.0,19.0,849.0,10.0,9.0,7.0,142.0,16.0,19.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78270,Hope Akpan,Midfielder,Everton,11,Nigeria,2009-10,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15438,Iain Turner,Goalkeeper,Everton,11,Scotland,2009-10,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49384,Jack Rodwell,Midfielder,Everton,11,England,2009-10,0.0,0.0,4.0,26.0,74.0,5.0,14.0,11.0,42.0,30.0,1.0,98.0,24.0,17.0,130.0,12.0,665.0,2.0,,0.0,9.0,,36.0,5.0,1620.0,,19.0,74.0,5.0,57.0,469.0,,36.0,14.0,4.0,48.0,29.0,55.0,8.0,0.0,148.0,2.0,75.0,26.0,2.0,11.0,,7.0,287.0,24.0,12.0,31.0,112.0,17.0,655.0,19.0,11.0,203.0,31.0,7.0,10.0,17.0,21.0,,66.0,924.0,2.0,5.0,9.0,253.0,32.0,20.0,1.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19916,James Vaughan,Forward,Everton,11,England,2009-10,0.0,0.0,0.0,8.0,13.0,,,2.0,1.0,3.0,,8.0,2.0,,9.0,1.0,20.0,1.0,1.0,0.0,8.0,,6.0,,54.0,,3.0,5.0,,2.0,10.0,,5.0,,1.0,2.0,1.0,10.0,1.0,2.0,18.0,1.0,2.0,8.0,,,1.0,,9.0,1.0,1.0,3.0,12.0,3.0,20.0,1.0,1.0,14.0,1.0,,1.0,6.0,1.0,,1.0,38.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55588,James Wallace,Midfielder,Everton,11,England,2009-10,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,John Heitinga,Defender,Everton,11,Netherlands,2009-10,0.0,0.0,8.0,31.0,116.0,5.0,11.0,6.0,91.0,19.0,4.0,160.0,10.0,29.0,278.0,13.0,1070.0,,2.0,,2.0,3.0,65.0,9.0,2591.0,1.0,28.0,159.0,5.0,122.0,661.0,2.0,8.0,18.0,21.0,165.0,32.0,88.0,28.0,0.0,275.0,,89.0,31.0,,27.0,,4.0,421.0,27.0,17.0,16.0,210.0,37.0,1013.0,13.0,6.0,414.0,64.0,3.0,15.0,50.0,96.0,1.0,131.0,1611.0,12.0,2.0,91.0,380.0,118.0,45.0,3.0,9.0,14.0,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
