playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,shotsOnTargetOutsideBox,penaltyGoalsConceded,successfulLaunches,oboxTarget,rightFootGoals,blocks,unsuccessfulLaunches,unsuccessfulLayoffs,leftFootGoals,headedGoals,handballsConceded,foulWonPenalty,throwInsToOppositionPlayer,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,setPiecesGoals,ownGoalScored,clearancesOffTheLine
171270,Kieran Dowell,Midfielder,Everton,11,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103192,Kurt Zouma,Defender,Everton,11,France,2018-19,92.0,,0.637,1.0,4.0,3.0,1.0686,32.0,15.0,,138.0,32.0,2.0,,29.0,237.0,2.0,1442.0,2.0,1.0,3.0,,150.0,10.0,,1.0,2612.0,1.0,52.0,152.0,5.0,24.0,54.0,1103.0,41.0,37.1532,4.0,120.0,38.0,3.0,40.0,488.0,15.0,244.0,15.0,535.0,158.0,32.0,11.0,1.0,379.0,33.0,2.0,3.0,94.0,98.0,0.0,1405.0,12.0,4.0,279.0,21.0,7.0,305.0,20.0,54.0,,102.0,114.0,1826.0,15.0,,1.0,1.0,826.0,12.0,1.4956,3.0,99.0,97.0,2.0,,1.0,14.0,,,12.0,54.0,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12745,Leighton Baines,Defender,Everton,11,England,2018-19,9.0,1.0,0.289,0.0,1.0,1.0,0.1271,8.0,1.0,,24.0,6.0,,,5.0,34.0,4.0,191.0,1.0,1.0,1.0,8.0,5.0,,6.0,,376.0,,3.0,11.0,1.0,8.0,9.0,150.0,,6.3144,4.0,7.0,6.0,,6.0,83.0,1.0,20.0,2.0,66.0,15.0,6.0,2.0,1.0,101.0,5.0,12.0,,15.0,2.0,0.0,183.0,,2.0,57.0,6.0,,2.0,2.0,2.0,2.0,7.0,40.0,297.0,45.0,2.0,,1.0,62.0,1.0,0.0954,0.0,10.0,7.0,,1.0,2.0,1.0,1.0,,,5.0,,,,,,8.0,5.0,1.0,1.0,1.0,0.0686,,,2.0,,,,,,,,,,,,,,,,,,
101188,Lucas Digne,Defender,Everton,11,France,2018-19,141.0,38.0,5.2585,1.0,13.0,10.0,2.3385,72.0,21.0,,270.0,35.0,4.0,1.0,33.0,349.0,127.0,1457.0,2.0,9.0,2.0,89.0,134.0,12.0,83.0,2.0,2966.0,2.0,44.0,205.0,5.0,111.0,115.0,1050.0,33.0,38.1042,67.0,94.0,38.0,4.0,97.0,482.0,32.0,346.0,34.0,655.0,181.0,35.0,26.0,16.0,687.0,33.0,197.0,4.0,212.0,90.0,1.0,1392.0,11.0,37.0,722.0,46.0,14.0,59.0,39.0,60.0,48.0,58.0,261.0,2628.0,287.0,2.0,3.0,9.0,504.0,20.0,1.349,5.0,79.0,121.0,4.0,4.0,,10.0,4.0,,9.0,47.0,,4.0,,2.0,,88.0,35.0,11.0,11.0,1.0,0.7314,,,,,,,,,,,,,,,,,,,2.0,1.0,
10318,Maarten Stekelenburg,Goalkeeper,Everton,11,Netherlands,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194164,Mason Holgate,Defender,Everton,11,Jamaica,2018-19,20.0,,0.0858,0.0,,,,5.0,,,28.0,5.0,,,4.0,59.0,,253.0,1.0,,1.0,,31.0,,,,407.0,,17.0,28.0,1.0,4.0,14.0,168.0,1.0,7.9044,,31.0,9.0,,3.0,53.0,7.0,48.0,1.0,114.0,21.0,5.0,1.0,,88.0,8.0,,,17.0,14.0,0.0,242.0,,1.0,62.0,4.0,2.0,76.0,2.0,3.0,,26.0,10.0,311.0,3.0,,,,106.0,,,1.0,31.0,16.0,,,1.0,4.0,,,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106611,Michael Keane,Defender,Everton,11,England,2018-19,158.0,1.0,0.3462,0.0,4.0,9.0,1.3384,41.0,27.0,,182.0,33.0,2.0,,33.0,304.0,3.0,1591.0,,1.0,,,316.0,13.0,1.0,8.0,2969.0,8.0,124.0,245.0,6.0,23.0,53.0,1185.0,48.0,38.9069,7.0,183.0,39.0,3.0,34.0,397.0,7.0,403.0,8.0,702.0,161.0,33.0,16.0,1.0,405.0,33.0,3.0,3.0,87.0,192.0,0.0,1554.0,18.0,3.0,328.0,25.0,6.0,405.0,22.0,42.0,,102.0,87.0,2016.0,3.0,1.0,1.0,1.0,883.0,6.0,2.332,2.0,122.0,125.0,1.0,,2.0,15.0,,,22.0,60.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
42774,Morgan Schneiderlin,Midfielder,Everton,11,France,2018-19,55.0,1.0,0.6182,0.0,1.0,,,24.0,2.0,2.0,42.0,14.0,1.0,3.0,10.0,62.0,1.0,545.0,,1.0,4.0,,36.0,4.0,1.0,,835.0,,16.0,52.0,2.0,16.0,32.0,456.0,3.0,7.6981,7.0,15.0,9.0,,39.0,136.0,7.0,107.0,13.0,153.0,71.0,14.0,8.0,3.0,257.0,7.0,1.0,,71.0,20.0,0.0,540.0,2.0,,87.0,16.0,2.0,183.0,21.0,15.0,,27.0,73.0,673.0,,3.0,,1.0,227.0,15.0,0.1443,2.0,20.0,23.0,,,,3.0,,,3.0,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
113688,Oumar Niasse,Forward,Everton,11,Senegal,2018-19,154.0,,0.4716,0.0,7.0,7.0,2.4513,12.0,13.0,,65.0,18.0,,7.0,12.0,68.0,5.0,189.0,10.0,4.0,6.0,,116.0,1.0,,5.0,998.0,5.0,75.0,89.0,1.0,20.0,48.0,118.0,48.0,16.7944,6.0,7.0,13.0,3.0,79.0,54.0,18.0,243.0,7.0,53.0,36.0,18.0,9.0,20.0,99.0,12.0,5.0,3.0,127.0,41.0,0.0,185.0,6.0,19.0,205.0,3.0,21.0,47.0,11.0,2.0,,3.0,35.0,456.0,,10.0,1.0,4.0,22.0,5.0,3.4413,0.0,3.0,4.0,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,Phil Jagielka,Defender,Everton,11,England,2018-19,20.0,,0.4542,1.0,,1.0,0.8654,7.0,1.0,,22.0,7.0,,,4.0,49.0,,192.0,,,3.0,,29.0,2.0,,,330.0,,15.0,24.0,,1.0,10.0,132.0,6.0,1.8914,2.0,13.0,2.0,,5.0,43.0,3.0,44.0,1.0,75.0,14.0,7.0,2.0,,33.0,2.0,,,15.0,14.0,1.0,182.0,,,51.0,5.0,,60.0,2.0,2.0,,11.0,14.0,228.0,1.0,,,,110.0,2.0,0.5984,0.0,27.0,15.0,1.0,,,5.0,,1.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212319,Richarlison,Forward,Everton,11,Brazil,2018-19,331.0,3.0,1.7157,1.0,26.0,29.0,9.4894,49.0,57.0,4.0,228.0,35.0,1.0,44.0,32.0,250.0,44.0,793.0,17.0,6.0,3.0,,225.0,4.0,3.0,11.0,2678.0,11.0,155.0,226.0,5.0,74.0,156.0,521.0,154.0,35.2605,20.0,39.0,34.0,20.0,176.0,194.0,73.0,557.0,28.0,225.0,162.0,35.0,15.0,42.0,395.0,29.0,44.0,20.0,332.0,70.0,1.0,786.0,28.0,32.0,557.0,34.0,38.0,178.0,32.0,16.0,,22.0,196.0,1496.0,3.0,16.0,2.0,6.0,151.0,16.0,9.7039,5.0,22.0,43.0,13.0,5.0,1.0,,5.0,7.0,2.0,11.0,6.0,4.0,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,0.0586,,,,,,,,,,,,,,,,,,,,,
108438,Sandro Ramírez,Forward,Everton,11,Spain,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59949,Séamus Coleman,Defender,Everton,11,Ireland,2018-19,109.0,17.0,2.3775,0.0,3.0,7.0,2.4639,44.0,12.0,,187.0,29.0,2.0,,29.0,262.0,64.0,1194.0,3.0,2.0,,,77.0,13.0,17.0,5.0,2560.0,5.0,31.0,129.0,5.0,58.0,83.0,890.0,53.0,33.7052,21.0,74.0,30.0,1.0,78.0,37.0,20.0,238.0,9.0,487.0,169.0,29.0,19.0,23.0,540.0,25.0,64.0,1.0,161.0,46.0,0.0,1186.0,5.0,23.0,479.0,25.0,21.0,452.0,22.0,27.0,,42.0,218.0,1988.0,279.0,2.0,,2.0,409.0,11.0,1.6637,1.0,75.0,76.0,2.0,,2.0,12.0,,1.0,5.0,36.0,,,1.0,1.0,,54.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,
20467,Theo Walcott,Forward,Everton,11,England,2018-19,134.0,12.0,2.3095,0.0,9.0,21.0,5.693,27.0,34.0,1.0,142.0,37.0,2.0,25.0,24.0,158.0,41.0,576.0,19.0,2.0,13.0,2.0,62.0,2.0,12.0,14.0,2122.0,14.0,46.0,98.0,4.0,43.0,82.0,412.0,116.0,32.2805,19.0,6.0,33.0,7.0,88.0,86.0,26.0,232.0,16.0,169.0,112.0,37.0,10.0,28.0,316.0,29.0,41.0,7.0,170.0,16.0,0.0,572.0,13.0,21.0,350.0,17.0,31.0,177.0,10.0,22.0,,6.0,144.0,984.0,3.0,16.0,,2.0,114.0,5.0,5.6532,1.0,16.0,38.0,5.0,2.0,2.0,,2.0,4.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173807,Tom Davies,Midfielder,Everton,11,England,2018-19,65.0,,0.4837,0.0,4.0,2.0,0.0949,27.0,3.0,1.0,76.0,16.0,,8.0,10.0,102.0,6.0,506.0,1.0,2.0,6.0,,26.0,2.0,,2.0,976.0,2.0,18.0,64.0,1.0,23.0,56.0,374.0,12.0,15.4575,5.0,9.0,19.0,2.0,47.0,112.0,17.0,129.0,14.0,151.0,67.0,16.0,10.0,4.0,244.0,18.0,6.0,2.0,103.0,8.0,0.0,485.0,1.0,,152.0,17.0,12.0,144.0,21.0,16.0,,30.0,99.0,682.0,3.0,1.0,,2.0,160.0,17.0,0.2785,3.0,26.0,25.0,,,2.0,1.0,,,1.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164511,Yerry Mina,Defender,Everton,11,Colombia,2018-19,43.0,,0.1223,0.0,1.0,1.0,0.3853,14.0,3.0,,45.0,13.0,,,10.0,80.0,,504.0,1.0,,3.0,,65.0,3.0,,,892.0,,27.0,57.0,1.0,7.0,19.0,388.0,13.0,13.6775,3.0,50.0,13.0,1.0,16.0,173.0,5.0,100.0,6.0,197.0,41.0,13.0,7.0,,123.0,12.0,,1.0,35.0,38.0,0.0,488.0,2.0,,90.0,7.0,,101.0,13.0,8.0,,36.0,33.0,620.0,1.0,1.0,,,301.0,6.0,0.3047,3.0,35.0,39.0,1.0,,,15.0,,,5.0,28.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
