playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,shotsOnTargetOutsideBox,penaltyGoalsConceded,successfulLaunches,oboxTarget,rightFootGoals,blocks,unsuccessfulLaunches,unsuccessfulLayoffs,leftFootGoals,headedGoals,handballsConceded,foulWonPenalty,throwInsToOppositionPlayer,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,setPiecesGoals,ownGoalScored,clearancesOffTheLine
219352,Ademola Lookman,Forward,Everton,11,Nigeria,2018-19,52.0,5.0,1.0208,0.0,5.0,3.0,1.396,15.0,7.0,1.0,36.0,21.0,2.0,5.0,3.0,39.0,7.0,253.0,2.0,1.0,18.0,7.0,11.0,1.0,5.0,3.0,601.0,3.0,5.0,65.0,3.0,17.0,59.0,212.0,37.0,8.4033,8.0,2.0,8.0,4.0,47.0,47.0,21.0,117.0,10.0,53.0,41.0,21.0,8.0,12.0,170.0,5.0,10.0,4.0,106.0,6.0,0.0,246.0,4.0,5.0,106.0,7.0,23.0,83.0,8.0,7.0,3.0,2.0,70.0,439.0,5.0,1.0,1.0,1.0,49.0,7.0,1.3983,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120250,André Gomes,Midfielder,Everton,11,Portugal,2018-19,192.0,3.0,1.0612,0.0,5.0,5.0,1.2596,39.0,16.0,1.0,141.0,27.0,1.0,7.0,24.0,183.0,13.0,1201.0,,3.0,3.0,,70.0,6.0,3.0,2.0,1986.0,2.0,32.0,140.0,4.0,39.0,102.0,923.0,29.0,31.6688,5.0,18.0,28.0,2.0,160.0,310.0,26.0,332.0,23.0,345.0,179.0,27.0,16.0,15.0,526.0,24.0,13.0,2.0,262.0,38.0,0.0,1166.0,11.0,4.0,303.0,23.0,40.0,364.0,49.0,19.0,,95.0,182.0,1563.0,6.0,9.0,,3.0,495.0,33.0,1.6356,7.0,42.0,57.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100649,Bernard,Midfielder,Everton,11,Brazil,2018-19,152.0,13.0,2.8465,0.0,9.0,5.0,1.1995,48.0,14.0,7.0,161.0,34.0,3.0,19.0,25.0,199.0,34.0,806.0,2.0,3.0,9.0,4.0,16.0,4.0,13.0,4.0,2127.0,4.0,13.0,118.0,3.0,59.0,115.0,591.0,77.0,22.7666,37.0,12.0,19.0,6.0,139.0,272.0,27.0,270.0,35.0,233.0,180.0,34.0,19.0,42.0,443.0,16.0,38.0,6.0,254.0,3.0,0.0,804.0,9.0,20.0,402.0,29.0,40.0,105.0,17.0,27.0,3.0,16.0,196.0,1297.0,4.0,21.0,1.0,3.0,177.0,14.0,2.6406,5.0,38.0,53.0,1.0,,,2.0,,1.0,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66838,Cenk Tosun,Forward,Everton,11,Turkey,2018-19,107.0,1.0,0.8363,0.0,6.0,17.0,4.2367,13.0,31.0,1.0,75.0,25.0,3.0,10.0,10.0,77.0,3.0,259.0,8.0,2.0,15.0,,93.0,,1.0,11.0,1050.0,11.0,56.0,66.0,2.0,24.0,29.0,175.0,70.0,15.3144,10.0,3.0,17.0,4.0,51.0,64.0,16.0,173.0,12.0,72.0,40.0,25.0,4.0,7.0,139.0,15.0,3.0,4.0,80.0,37.0,0.0,248.0,14.0,6.0,147.0,9.0,2.0,64.0,17.0,5.0,,7.0,59.0,445.0,,6.0,,2.0,44.0,13.0,5.0385,3.0,2.0,11.0,3.0,3.0,2.0,,3.0,1.0,,1.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177815,Dominic Calvert-Lewin,Forward,Everton,11,England,2018-19,248.0,2.0,1.0567,0.0,9.0,16.0,4.3707,13.0,43.0,3.0,161.0,35.0,2.0,26.0,19.0,167.0,6.0,430.0,6.0,2.0,16.0,,262.0,5.0,2.0,9.0,1775.0,9.0,150.0,177.0,2.0,27.0,65.0,253.0,89.0,23.2912,10.0,19.0,26.0,7.0,98.0,103.0,32.0,425.0,13.0,118.0,61.0,35.0,6.0,18.0,198.0,24.0,6.0,7.0,163.0,112.0,0.0,425.0,27.0,6.0,310.0,7.0,21.0,115.0,34.0,8.0,,10.0,94.0,802.0,,6.0,1.0,2.0,67.0,9.0,5.5253,3.0,6.0,18.0,6.0,1.0,,,1.0,2.0,3.0,1.0,5.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55422,Gylfi Sigurdsson,Midfielder,Everton,11,Iceland,2018-19,165.0,9.0,6.0742,0.0,32.0,34.0,11.2332,55.0,54.0,19.0,208.0,38.0,6.0,29.0,36.0,236.0,44.0,990.0,3.0,18.0,2.0,105.0,61.0,4.0,48.0,13.0,3127.0,13.0,42.0,151.0,5.0,84.0,132.0,728.0,106.0,39.5769,68.0,23.0,42.0,14.0,123.0,227.0,39.0,316.0,35.0,383.0,157.0,38.0,19.0,29.0,579.0,37.0,148.0,14.0,255.0,19.0,0.0,958.0,20.0,37.0,548.0,36.0,38.0,232.0,33.0,28.0,75.0,26.0,148.0,1717.0,,19.0,3.0,18.0,223.0,19.0,10.9435,3.0,28.0,36.0,13.0,8.0,2.0,2.0,8.0,9.0,4.0,7.0,1.0,3.0,1.0,,,1.0,26.0,7.0,7.0,1.0,0.4673,5.0,2.0,,,,,,,,,,,,,,,,,,,
80801,Idrissa Gueye,Midfielder,Everton,11,Senegal,2018-19,161.0,3.0,1.4149,0.0,8.0,4.0,0.4199,142.0,11.0,4.0,207.0,33.0,2.0,6.0,32.0,272.0,10.0,1739.0,,4.0,1.0,,67.0,12.0,3.0,,2825.0,,35.0,235.0,4.0,69.0,203.0,1363.0,18.0,34.2399,16.0,44.0,31.0,4.0,126.0,423.0,38.0,396.0,44.0,571.0,254.0,33.0,53.0,9.0,777.0,27.0,10.0,4.0,329.0,32.0,0.0,1695.0,7.0,8.0,359.0,89.0,23.0,492.0,54.0,75.0,,104.0,253.0,2287.0,1.0,4.0,1.0,4.0,693.0,31.0,0.6452,6.0,65.0,59.0,,4.0,1.0,10.0,4.0,,8.0,28.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
50472,James McCarthy,Midfielder,Everton,11,Ireland,2018-19,,,0.0004,0.0,,,,2.0,,,,1.0,,,,,,6.0,,,1.0,,,,,,14.0,,,2.0,,,2.0,6.0,,0.156,,,,,,2.0,,2.0,,,,1.0,1.0,,1.0,,,,2.0,,0.0,5.0,,,,1.0,,3.0,,1.0,,,1.0,10.0,1.0,,,,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153673,Jonjoe Kenny,Defender,Everton,11,England,2018-19,43.0,4.0,0.6514,0.0,,,,22.0,3.0,,80.0,10.0,1.0,,8.0,120.0,13.0,426.0,,,2.0,,34.0,1.0,4.0,,790.0,,11.0,51.0,,31.0,28.0,288.0,4.0,11.4534,5.0,30.0,15.0,,32.0,30.0,1.0,94.0,11.0,207.0,51.0,10.0,6.0,5.0,187.0,15.0,13.0,,60.0,23.0,0.0,423.0,3.0,4.0,170.0,16.0,5.0,126.0,10.0,17.0,,18.0,63.0,709.0,112.0,1.0,1.0,,123.0,10.0,0.1004,1.0,40.0,30.0,,,,7.0,,,2.0,20.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111234,Jordan Pickford,Goalkeeper,Everton,11,England,2018-19,2.0,,0.072,0.0,,,,,,,4.0,38.0,,,38.0,495.0,,1118.0,,,,,14.0,14.0,,,3420.0,,1.0,15.0,6.0,,2.0,338.0,,45.9421,1.0,33.0,46.0,,1.0,166.0,4.0,17.0,,801.0,296.0,38.0,,,195.0,40.0,,,3.0,13.0,0.0,599.0,,,505.0,,,151.0,1.0,,,285.0,,1430.0,,,,,428.0,1.0,,1.0,491.0,58.0,,,2.0,106.0,,,,266.0,,,,,,,,,,,,,,1.0,3.0,11.0,37.0,3.0,5.0,3.0,13.0,94.0,2.0,3.0,308.0,135.0,35.0,55.0,,,,
