playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,shotsOnTargetOutsideBox,throwInsToOppositionPlayer,oboxTarget,rightFootGoals,throwInsToOwnPlayer,secondGoalAssists,offsides,penaltiesConceded,successfulCornersIntoBox,unsuccessfulCornersIntoBox,ownGoalScored,gkSuccessfulDistribution,clearancesOffTheLine,foulWonPenalty,hitWoodwork,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
491559,Isaac Price,Midfielder,Everton,11,Northern Ireland,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60025,James Rodríguez,Midfielder,Everton,11,Colombia,2020-21,112.0,2.0,4.7922,57.0,0.0,9.0,18.0,5.1554,28.0,28.0,8.0,138.0,23.0,4.0,22.0,28.0,21.0,172.0,25.0,1031.0,6.0,1.0,2.0,58.0,16.0,1.0,17.0,4.0,1775.0,4.0,2.0,10.0,108.0,7.0,32.0,102.0,760.0,34.0,,24.7943,36.0,2.0,1.0,27.0,7.0,102.0,184.0,40.0,1.0,220.0,17.0,5.0,239.0,123.0,23.0,11.0,3.0,14.0,511.0,20.0,,71.0,52.0,7.0,204.0,6.0,0.0,966.0,10.0,15.0,335.0,17.0,34.0,,418.0,17.0,15.0,99.0,190.0,1431.0,14.0,2.0,,365.0,13.0,,2.7308,4.0,34.0,41.0,2.0,8.0,1.0,8.0,3.0,26.0,1.0,6.0,,11.0,37.0,,,,1.0,,4.0,4.0,0.2875,,,,,,,,,,,,,
160987,Jean-Philippe Gbamin,Midfielder,Everton,11,Cote d’Ivoire,2020-21,2.0,,0.0057,,0.0,,,,1.0,,,3.0,1.0,,,,,3.0,,9.0,,0.0,,,,,,,11.0,,,,1.0,,2.0,1.0,6.0,,,1.0715,,,1.0,1.0,,2.0,2.0,,0.0,3.0,1.0,0.0,4.0,2.0,1.0,1.0,,1.0,6.0,1.0,,,2.0,,3.0,,0.0,9.0,,,5.0,,,,2.0,,,,1.0,15.0,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111234,Jordan Pickford,Goalkeeper,Everton,11,England,2020-21,3.0,,0.0682,2.0,0.0,,,,,,,5.0,31.0,,,2.0,31.0,381.0,,998.0,,0.0,,,10.0,10.0,,,2743.0,,,,12.0,11.0,3.0,2.0,354.0,,2.0,38.1696,1.0,83.0,39.0,39.0,,3.0,158.0,3.0,0.0,15.0,2.0,0.0,695.0,265.0,31.0,,,,179.0,28.0,,,,,5.0,10.0,0.0,634.0,,,388.0,,,,145.0,1.0,3.0,263.0,,1319.0,1.0,,186.0,438.0,1.0,,,1.0,376.0,59.0,,,,,,,,,1.0,,,,261.0,,,,,,,,,13.0,33.0,2.0,3.0,23.0,90.0,2.0,7.0,88.0,30.0,57.0
78007,Joshua King,Forward,Everton,11,Norway,2020-21,19.0,,0.1027,8.0,0.0,,1.0,0.0436,4.0,3.0,,17.0,11.0,,1.0,5.0,,17.0,1.0,49.0,,0.0,,,12.0,,,1.0,138.0,1.0,,7.0,14.0,1.0,6.0,9.0,32.0,6.0,,2.9088,,,1.0,2.0,,12.0,16.0,1.0,0.0,33.0,3.0,0.0,14.0,10.0,11.0,3.0,,3.0,21.0,1.0,,1.0,9.0,,21.0,5.0,0.0,49.0,2.0,2.0,37.0,1.0,4.0,,8.0,4.0,1.0,,11.0,91.0,,,,11.0,1.0,,0.6066,0.0,,2.0,11.0,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
222627,João Virgínia,Goalkeeper,Everton,11,Portugal,2020-21,,,0.0005,,0.0,,,,,,,,1.0,,,,,7.0,,12.0,,0.0,,,,,,,47.0,,,,,,,,3.0,,,0.3081,,,,,,,1.0,,0.0,,,0.0,10.0,4.0,1.0,,,,2.0,,,,,,,,0.0,8.0,,,8.0,,,,1.0,,,2.0,,21.0,,,2.0,3.0,,,,0.0,7.0,1.0,1.0,,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,3.0,,,2.0,1.0,3.0
232829,Kyle John,Defender,Everton,11,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101188,Lucas Digne,Defender,Everton,11,France,2020-21,129.0,32.0,4.2874,72.0,1.0,6.0,,,64.0,7.0,,216.0,30.0,7.0,1.0,41.0,30.0,284.0,123.0,1265.0,,0.0,5.0,44.0,135.0,9.0,46.0,,2682.0,,,43.0,196.0,10.0,90.0,104.0,941.0,35.0,1.0,37.8824,39.0,3.0,72.0,42.0,1.0,86.0,485.0,22.0,0.0,325.0,38.0,0.0,506.0,141.0,30.0,25.0,,10.0,525.0,32.0,,169.0,30.0,1.0,190.0,92.0,1.0,1216.0,7.0,27.0,574.0,39.0,18.0,4.0,31.0,33.0,31.0,40.0,243.0,2124.0,,5.0,31.0,502.0,22.0,2.0,0.5031,2.0,68.0,102.0,,,44.0,,,203.0,1.0,4.0,,8.0,34.0,,,,,4.0,3.0,3.0,0.2328,,,,,,,,,,,,,
194164,Mason Holgate,Defender,Everton,11,Jamaica,2020-21,88.0,5.0,0.8622,79.0,0.0,,3.0,0.9307,56.0,5.0,1.0,119.0,28.0,,,35.0,26.0,231.0,21.0,1103.0,1.0,1.0,,,59.0,9.0,5.0,2.0,2289.0,2.0,,20.0,132.0,8.0,38.0,93.0,785.0,8.0,2.0,34.1949,8.0,8.0,82.0,32.0,,68.0,262.0,29.0,0.0,220.0,24.0,0.0,434.0,139.0,28.0,20.0,1.0,3.0,236.0,24.0,,21.0,9.0,,161.0,39.0,0.0,1072.0,2.0,1.0,319.0,36.0,8.0,13.0,273.0,29.0,35.0,87.0,134.0,1576.0,4.0,,39.0,641.0,18.0,,0.9617,9.0,112.0,67.0,2.0,,40.0,,,84.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
106611,Michael Keane,Defender,Everton,11,England,2020-21,87.0,,0.6691,79.0,0.0,1.0,6.0,1.4465,28.0,15.0,,136.0,35.0,1.0,,41.0,33.0,248.0,1.0,1939.0,3.0,1.0,,,159.0,10.0,,3.0,2989.0,3.0,,48.0,149.0,11.0,26.0,38.0,1561.0,36.0,3.0,42.3554,6.0,16.0,156.0,43.0,1.0,39.0,621.0,8.0,2.0,236.0,13.0,2.0,659.0,125.0,35.0,13.0,1.0,3.0,394.0,32.0,2.0,1.0,8.0,1.0,77.0,111.0,0.0,1888.0,9.0,3.0,268.0,15.0,4.0,33.0,504.0,15.0,51.0,130.0,155.0,2320.0,1.0,,37.0,1297.0,7.0,1.0,1.5147,4.0,112.0,82.0,2.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,
173818,Nathan Broadhead,Forward,Everton,11,Wales,2020-21,,,,,0.0,,,,1.0,,,,1.0,,,,,,,2.0,,0.0,,,,,,,2.0,,,,1.0,,,1.0,2.0,,,,,,,,,,2.0,,0.0,1.0,,0.0,,,1.0,,,,,,,,,,1.0,,0.0,2.0,,,,1.0,,,,,,,,3.0,,,,2.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495542,Niels Nkounkou,Defender,Everton,11,France,2020-21,9.0,1.0,0.0071,4.0,0.0,,,,4.0,1.0,,2.0,2.0,,,1.0,1.0,4.0,3.0,28.0,,0.0,,,,,1.0,,81.0,,,,6.0,,5.0,6.0,23.0,,1.0,2.2279,,,4.0,1.0,,9.0,9.0,,0.0,15.0,4.0,0.0,9.0,3.0,2.0,1.0,,2.0,13.0,1.0,,3.0,3.0,,15.0,,0.0,28.0,1.0,1.0,14.0,3.0,2.0,,,1.0,,1.0,10.0,61.0,1.0,,1.0,12.0,,,0.0253,1.0,2.0,1.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
474907,Reece Welch,Defender,Everton,11,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212319,Richarlison,Forward,Everton,11,Brazil,2020-21,236.0,2.0,2.325,123.0,1.0,21.0,32.0,8.3636,49.0,60.0,6.0,208.0,34.0,3.0,13.0,50.0,33.0,225.0,35.0,749.0,7.0,4.0,6.0,,113.0,6.0,2.0,21.0,2867.0,21.0,7.0,73.0,222.0,11.0,77.0,182.0,510.0,156.0,2.0,39.1529,22.0,1.0,35.0,38.0,15.0,163.0,253.0,73.0,6.0,458.0,24.0,3.0,182.0,164.0,34.0,18.0,,41.0,347.0,27.0,2.0,35.0,97.0,15.0,345.0,40.0,1.0,738.0,28.0,34.0,441.0,31.0,61.0,3.0,120.0,33.0,14.0,14.0,194.0,1364.0,11.0,6.0,7.0,179.0,20.0,2.0,9.7077,4.0,17.0,48.0,1.0,4.0,2.0,4.0,5.0,,,25.0,,,,,,,1.0,1.0,1.0,1.0,0.0879,1.0,1.0,,,,,,,,,,,
111782,Robin Olsen,Goalkeeper,Everton,11,Sweden,2020-21,,,0.0045,1.0,0.0,,,,,,,,7.0,,,1.0,7.0,60.0,,176.0,,0.0,,,2.0,2.0,,,630.0,,,,3.0,1.0,,1.0,71.0,,1.0,9.6847,,18.0,5.0,9.0,,,29.0,1.0,0.0,3.0,,0.0,124.0,43.0,7.0,,,,24.0,8.0,,,,,1.0,2.0,0.0,98.0,,,61.0,,,,23.0,,,45.0,,232.0,,,35.0,92.0,,,,1.0,60.0,14.0,,,,,,,,,,,,,58.0,,,,,,,,,4.0,6.0,,1.0,1.0,21.0,,,16.0,7.0,15.0
422612,Ryan Astley,Defender,Everton,11,Wales,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59949,Séamus Coleman,Defender,Everton,11,Ireland,2020-21,68.0,10.0,1.5673,47.0,0.0,5.0,4.0,0.4628,39.0,7.0,,68.0,25.0,3.0,,27.0,18.0,110.0,25.0,645.0,,0.0,2.0,,20.0,5.0,10.0,2.0,1613.0,2.0,,11.0,85.0,5.0,34.0,76.0,502.0,31.0,,17.5419,16.0,5.0,32.0,19.0,3.0,57.0,34.0,17.0,0.0,153.0,16.0,0.0,233.0,124.0,25.0,13.0,,13.0,244.0,14.0,,25.0,36.0,3.0,133.0,9.0,0.0,643.0,3.0,15.0,211.0,26.0,20.0,6.0,256.0,12.0,13.0,33.0,122.0,1029.0,6.0,2.0,22.0,301.0,5.0,,0.8894,0.0,42.0,41.0,7.0,2.0,8.0,2.0,,75.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
173807,Tom Davies,Midfielder,Everton,11,England,2020-21,79.0,3.0,1.0019,69.0,0.0,2.0,,,31.0,5.0,1.0,104.0,25.0,1.0,7.0,32.0,17.0,131.0,2.0,697.0,,0.0,2.0,,26.0,2.0,3.0,,1426.0,,,15.0,85.0,6.0,30.0,74.0,532.0,4.0,2.0,24.0866,5.0,3.0,20.0,23.0,,64.0,183.0,26.0,0.0,164.0,6.0,0.0,198.0,102.0,25.0,13.0,,6.0,231.0,17.0,,2.0,16.0,,138.0,11.0,0.0,691.0,5.0,,173.0,18.0,18.0,9.0,197.0,26.0,34.0,34.0,119.0,925.0,9.0,2.0,15.0,338.0,21.0,,0.2066,3.0,27.0,63.0,8.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
461446,Tyler Onyango,Midfielder,Everton,11,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164511,Yerry Mina,Defender,Everton,11,Colombia,2020-21,59.0,,0.1092,34.0,0.0,2.0,4.0,1.0523,21.0,15.0,,64.0,24.0,,,14.0,23.0,124.0,,1257.0,2.0,0.0,,,98.0,5.0,,2.0,1939.0,2.0,,32.0,98.0,5.0,13.0,32.0,1080.0,26.0,2.0,22.773,1.0,12.0,108.0,22.0,2.0,27.0,341.0,11.0,1.0,157.0,7.0,2.0,389.0,93.0,24.0,7.0,,2.0,233.0,17.0,2.0,,3.0,2.0,59.0,66.0,0.0,1226.0,11.0,1.0,131.0,14.0,1.0,23.0,469.0,22.0,24.0,53.0,58.0,1504.0,3.0,,30.0,900.0,5.0,1.0,1.6063,2.0,60.0,56.0,1.0,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
