playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,shotsOnTargetOutsideBox,throwInsToOppositionPlayer,oboxTarget,rightFootGoals,throwInsToOwnPlayer,secondGoalAssists,offsides,penaltiesConceded,successfulCornersIntoBox,unsuccessfulCornersIntoBox,ownGoalScored,gkSuccessfulDistribution,clearancesOffTheLine,foulWonPenalty,hitWoodwork,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
121599,Abdoulaye Doucouré,Midfielder,Everton,11,Mali,2020-21,109.0,1.0,2.3494,97.0,0.0,6.0,5.0,2.3549,52.0,12.0,3.0,178.0,29.0,3.0,20.0,57.0,29.0,200.0,8.0,1340.0,2.0,2.0,4.0,1.0,58.0,7.0,1.0,3.0,2451.0,3.0,1.0,20.0,123.0,9.0,44.0,85.0,1102.0,35.0,2.0,34.3997,18.0,6.0,25.0,36.0,2.0,89.0,335.0,12.0,1.0,232.0,17.0,0.0,286.0,186.0,29.0,20.0,1.0,12.0,521.0,27.0,1.0,8.0,39.0,2.0,174.0,38.0,0.0,1329.0,7.0,3.0,289.0,32.0,21.0,7.0,457.0,23.0,39.0,38.0,262.0,1680.0,9.0,4.0,13.0,620.0,15.0,1.0,2.3099,6.0,22.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153133,Alex Iwobi,Forward,Everton,11,Nigeria,2020-21,82.0,10.0,1.8126,36.0,0.0,8.0,3.0,0.873,27.0,7.0,2.0,77.0,30.0,2.0,6.0,13.0,17.0,101.0,59.0,595.0,1.0,1.0,3.0,,11.0,1.0,10.0,1.0,1539.0,1.0,1.0,8.0,87.0,4.0,39.0,84.0,469.0,43.0,1.0,21.7098,14.0,2.0,13.0,21.0,5.0,74.0,61.0,12.0,0.0,169.0,19.0,0.0,155.0,93.0,30.0,17.0,,26.0,282.0,17.0,,59.0,52.0,5.0,158.0,3.0,0.0,587.0,4.0,15.0,267.0,10.0,45.0,1.0,240.0,13.0,16.0,25.0,139.0,977.0,12.0,3.0,9.0,222.0,6.0,3.0,0.9343,0.0,24.0,28.0,13.0,1.0,5.0,1.0,1.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
119765,Allan,Midfielder,Everton,11,Brazil,2020-21,151.0,1.0,0.8458,71.0,0.0,1.0,2.0,0.2366,80.0,6.0,1.0,118.0,24.0,,10.0,32.0,23.0,152.0,2.0,1055.0,,0.0,,,16.0,7.0,1.0,,2052.0,,,11.0,145.0,7.0,37.0,140.0,846.0,3.0,2.0,29.9894,17.0,,23.0,30.0,1.0,140.0,294.0,30.0,0.0,296.0,19.0,0.0,330.0,187.0,24.0,35.0,,18.0,404.0,23.0,,3.0,36.0,1.0,280.0,5.0,0.0,1026.0,4.0,2.0,218.0,45.0,31.0,12.0,271.0,37.0,18.0,57.0,160.0,1390.0,2.0,,14.0,500.0,30.0,,0.3143,6.0,34.0,59.0,1.0,2.0,1.0,2.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
120250,André Gomes,Midfielder,Everton,11,Portugal,2020-21,137.0,2.0,0.7512,44.0,0.0,5.0,3.0,0.5424,35.0,9.0,2.0,95.0,28.0,1.0,16.0,18.0,17.0,129.0,16.0,875.0,,0.0,4.0,3.0,34.0,1.0,4.0,,1568.0,,1.0,14.0,99.0,6.0,28.0,79.0,689.0,14.0,2.0,22.4367,14.0,,10.0,22.0,1.0,123.0,250.0,14.0,0.0,236.0,18.0,0.0,230.0,126.0,28.0,12.0,,17.0,386.0,16.0,,19.0,48.0,1.0,202.0,20.0,0.0,868.0,6.0,10.0,235.0,23.0,31.0,1.0,199.0,35.0,10.0,57.0,196.0,1162.0,10.0,4.0,2.0,364.0,24.0,1.0,0.4591,3.0,34.0,32.0,11.0,3.0,,3.0,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
198826,Ben Godfrey,Defender,Everton,11,England,2020-21,70.0,3.0,0.4358,72.0,0.0,5.0,2.0,0.2887,55.0,9.0,1.0,117.0,31.0,2.0,,44.0,29.0,187.0,3.0,1219.0,,0.0,3.0,,89.0,11.0,3.0,2.0,2683.0,2.0,,32.0,138.0,9.0,44.0,81.0,996.0,16.0,2.0,36.8568,2.0,2.0,110.0,35.0,2.0,38.0,353.0,17.0,0.0,208.0,19.0,0.0,431.0,136.0,31.0,22.0,,3.0,271.0,26.0,,3.0,9.0,2.0,119.0,57.0,0.0,1205.0,7.0,6.0,262.0,33.0,9.0,37.0,278.0,15.0,33.0,36.0,157.0,1739.0,,3.0,30.0,764.0,7.0,,1.0344,4.0,70.0,82.0,2.0,,29.0,,,74.0,,4.0,1.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
100649,Bernard,Midfielder,Everton,11,Brazil,2020-21,32.0,3.0,0.824,15.0,0.0,2.0,2.0,0.4501,8.0,4.0,,35.0,12.0,,4.0,6.0,3.0,38.0,11.0,252.0,1.0,0.0,1.0,,1.0,,3.0,,449.0,,,1.0,25.0,1.0,15.0,25.0,206.0,16.0,,8.8339,10.0,2.0,5.0,7.0,1.0,31.0,95.0,7.0,0.0,57.0,5.0,1.0,62.0,31.0,12.0,5.0,,6.0,142.0,6.0,,11.0,17.0,1.0,56.0,,0.0,249.0,2.0,4.0,84.0,3.0,10.0,,40.0,6.0,8.0,8.0,55.0,366.0,2.0,1.0,1.0,75.0,6.0,,0.2573,2.0,3.0,5.0,9.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
177815,Dominic Calvert-Lewin,Forward,Everton,11,England,2020-21,230.0,3.0,2.0784,115.0,0.0,11.0,46.0,16.4399,17.0,72.0,1.0,205.0,33.0,,51.0,60.0,32.0,211.0,6.0,675.0,16.0,9.0,2.0,1.0,289.0,8.0,3.0,24.0,2874.0,24.0,5.0,135.0,233.0,10.0,38.0,79.0,449.0,150.0,3.0,40.2452,18.0,,33.0,39.0,9.0,95.0,155.0,41.0,3.0,463.0,16.0,7.0,169.0,61.0,33.0,9.0,1.0,27.0,335.0,29.0,7.0,6.0,56.0,9.0,174.0,154.0,0.0,672.0,26.0,16.0,389.0,8.0,22.0,6.0,149.0,37.0,6.0,15.0,202.0,1144.0,6.0,2.0,,132.0,9.0,1.0,16.1825,3.0,6.0,34.0,1.0,6.0,,6.0,8.0,2.0,,18.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
41823,Fabian Delph,Midfielder,Everton,11,England,2020-21,8.0,,0.0757,9.0,0.0,,,,5.0,1.0,,15.0,8.0,,,6.0,2.0,22.0,7.0,217.0,,0.0,,,,,,,261.0,,,,19.0,4.0,5.0,19.0,187.0,,1.0,5.1829,2.0,,7.0,6.0,,8.0,104.0,7.0,0.0,27.0,2.0,0.0,50.0,22.0,8.0,3.0,,3.0,78.0,2.0,,7.0,3.0,,27.0,,0.0,216.0,1.0,,36.0,2.0,7.0,,31.0,3.0,4.0,8.0,32.0,281.0,1.0,,,117.0,3.0,,0.0241,1.0,7.0,5.0,6.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55422,Gylfi Sigurdsson,Midfielder,Everton,11,Iceland,2020-21,102.0,5.0,3.4938,82.0,0.0,16.0,17.0,6.9026,30.0,33.0,2.0,112.0,36.0,5.0,24.0,43.0,24.0,128.0,14.0,853.0,6.0,3.0,9.0,60.0,16.0,5.0,29.0,5.0,2256.0,5.0,4.0,11.0,67.0,5.0,48.0,62.0,701.0,49.0,3.0,27.5351,39.0,,17.0,29.0,7.0,91.0,214.0,18.0,2.0,169.0,29.0,3.0,206.0,119.0,36.0,10.0,1.0,12.0,400.0,24.0,,71.0,40.0,7.0,153.0,5.0,0.0,808.0,16.0,12.0,293.0,20.0,14.0,2.0,215.0,22.0,34.0,24.0,218.0,1292.0,12.0,9.0,9.0,354.0,5.0,2.0,6.5245,2.0,16.0,35.0,12.0,6.0,,6.0,5.0,4.0,,,,19.0,39.0,,,,,2.0,7.0,7.0,0.5124,4.0,3.0,,,,,,,,,,,
447325,Harry Tyrer,Goalkeeper,Everton,11,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
