playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,goals,offsides,awayGoals,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,homeGoals,oboxTarget,rightFootGoals,aerialDuelsWon,foulWonPenalty,goalKicks,cleanSheets,penaltiesConceded,successfulLaunches,headedGoals,gkUnsuccessfulDistribution,handballsConceded,hitWoodwork,throughBalls,leftFootGoals,attemptsFromSetPieces,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,throwInsToOppositionPlayer,secondGoalAssists,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,freekickTotal,expectedGoalsFreekick,clearancesOffTheLine,penaltiesTaken,penaltyGoals,penaltiesSaved,savesFromPenalty,ownGoalScored,redCards2ndYellow,setPiecesGoals
17349,Aaron Lennon,Midfielder,Everton,11,England,2016-17,17.0,2.0,0.3585,0.0,3.0,13.0,2.0,22.0,11.0,1.0,9.0,6.0,26.0,9.0,134.0,2.0,5.0,5.0,2.0,509.0,1.0,5.0,19.0,1.0,13.0,19.0,105.0,8.0,1.0,7.3083,5.0,9.0,5.0,1.0,12.0,24.0,3.0,0.0,36.0,8.0,40.0,25.0,11.0,1.0,2.0,82.0,4.0,9.0,5.0,1.0,31.0,0.0,133.0,2.0,1.0,51.0,12.0,3.0,1.0,26.0,1.0,3.0,3.0,44.0,216.0,1.0,5.0,2.0,4.0,28.0,1.0,0.2877,0.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219352,Ademola Lookman,Forward,Everton,11,Nigeria,2016-17,30.0,,0.0693,0.0,3.0,5.0,13.0,12.0,8.0,,4.0,3.0,12.0,1.0,94.0,1.0,5.0,5.0,,290.0,,4.0,22.0,,4.0,21.0,79.0,13.0,,2.3612,,3.0,2.0,2.0,26.0,28.0,7.0,0.0,52.0,1.0,19.0,13.0,8.0,1.0,8.0,53.0,2.0,1.0,18.0,2.0,47.0,0.0,92.0,7.0,2.0,40.0,4.0,9.0,,15.0,4.0,2.0,3.0,32.0,169.0,,3.0,1.0,,29.0,2.0,1.0645,0.0,,5.0,6.0,0.7956,1.0,2.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26921,Arouna Koné,Forward,Everton,11,Cote d’Ivoire,2016-17,5.0,,0.051,0.0,,,3.0,2.0,6.0,,5.0,,2.0,,32.0,,6.0,2.0,,72.0,,1.0,3.0,,,2.0,29.0,3.0,,3.7121,1.0,,3.0,,4.0,10.0,,0.0,8.0,,4.0,5.0,6.0,,2.0,22.0,3.0,,3.0,,6.0,0.0,31.0,1.0,,11.0,,2.0,,4.0,,,1.0,14.0,47.0,,,,,8.0,,0.1168,0.0,,,2.0,0.4718,,,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19159,Ashley Williams,Defender,Everton,11,Wales,2016-17,123.0,,1.731,1.0,3.0,53.0,12.0,119.0,36.0,3.0,,35.0,310.0,,1720.0,,1.0,144.0,,3158.0,,62.0,149.0,7.0,47.0,67.0,1244.0,30.0,2.0,40.8928,7.0,286.0,39.0,3.0,61.0,439.0,13.0,1.0,272.0,35.0,744.0,178.0,36.0,11.0,,390.0,32.0,,5.0,3.0,128.0,1.0,1675.0,6.0,4.0,330.0,42.0,2.0,27.0,434.0,38.0,57.0,166.0,103.0,2264.0,5.0,,,124.0,1020.0,13.0,1.2361,7.0,191.0,81.0,6.0,1.0933,1.0,3.0,0.0,,5.0,5.0,1.0,,,82.0,1.0,1.0,13.0,1.0,28.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177815,Dominic Calvert-Lewin,Forward,Everton,11,England,2016-17,35.0,,0.0822,0.0,1.0,7.0,6.0,28.0,11.0,,2.0,5.0,29.0,,87.0,,6.0,23.0,,345.0,,6.0,31.0,2.0,6.0,14.0,56.0,13.0,1.0,5.8967,,7.0,7.0,1.0,29.0,28.0,7.0,1.0,66.0,5.0,23.0,22.0,11.0,3.0,8.0,38.0,5.0,,22.0,1.0,43.0,0.0,87.0,5.0,3.0,62.0,4.0,,1.0,14.0,4.0,5.0,2.0,22.0,165.0,,5.0,,1.0,20.0,2.0,1.0892,1.0,1.0,7.0,1.0,0.829,1.0,1.0,0.0,,,,1.0,,1.0,17.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148179,Enner Valencia,Forward,Everton,11,Ecuador,2016-17,125.0,1.0,0.0192,0.0,11.0,16.0,20.0,41.0,24.0,1.0,11.0,8.0,46.0,21.0,228.0,2.0,16.0,70.0,1.0,921.0,1.0,52.0,68.0,4.0,23.0,50.0,171.0,58.0,2.0,4.0046,6.0,12.0,12.0,2.0,73.0,33.0,17.0,0.0,193.0,13.0,68.0,43.0,24.0,3.0,18.0,142.0,8.0,22.0,36.0,2.0,123.0,0.0,222.0,8.0,10.0,147.0,13.0,19.0,1.0,66.0,26.0,11.0,11.0,61.0,468.0,4.0,7.0,2.0,1.0,41.0,12.0,0.4061,1.0,5.0,9.0,12.0,0.5808,3.0,6.0,1.0,,3.0,3.0,2.0,,2.0,18.0,1.0,,,,1.0,,,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Gareth Barry,Midfielder,Everton,11,England,2016-17,120.0,3.0,1.8032,0.0,5.0,70.0,12.0,182.0,33.0,1.0,9.0,23.0,283.0,13.0,1375.0,3.0,10.0,55.0,5.0,2112.0,,23.0,136.0,4.0,44.0,104.0,992.0,22.0,1.0,29.8223,27.0,57.0,28.0,2.0,97.0,364.0,24.0,1.0,256.0,29.0,522.0,168.0,33.0,22.0,1.0,634.0,24.0,17.0,20.0,2.0,201.0,0.0,1343.0,5.0,6.0,338.0,48.0,12.0,22.0,342.0,48.0,35.0,100.0,147.0,1732.0,3.0,12.0,3.0,32.0,463.0,30.0,0.897,10.0,101.0,73.0,7.0,0.698,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,,32.0,,,3.0,,4.0,1.0,,1.0,,5.0,1.0,,13.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
94924,Gerard Deulofeu,Forward,Everton,11,Spain,2016-17,41.0,3.0,0.6683,0.0,2.0,6.0,5.0,44.0,11.0,,8.0,4.0,46.0,24.0,164.0,,7.0,4.0,6.0,457.0,1.0,4.0,29.0,,10.0,29.0,113.0,23.0,,6.6987,10.0,,6.0,2.0,37.0,22.0,3.0,0.0,70.0,2.0,37.0,32.0,11.0,2.0,11.0,82.0,6.0,31.0,20.0,2.0,66.0,0.0,162.0,2.0,10.0,113.0,4.0,20.0,,64.0,2.0,4.0,5.0,41.0,294.0,7.0,3.0,,1.0,42.0,2.0,0.6822,1.0,2.0,5.0,3.0,0.5207,,10.0,,1.0,2.0,2.0,,1.0,,,,,,,1.0,,,,1.0,1.0,,,8.0,2.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
80801,Idrissa Gueye,Midfielder,Everton,11,Senegal,2016-17,166.0,4.0,1.6019,0.0,10.0,136.0,15.0,197.0,33.0,1.0,43.0,32.0,258.0,8.0,1885.0,7.0,1.0,52.0,4.0,2685.0,,20.0,246.0,8.0,62.0,214.0,1531.0,25.0,2.0,32.0872,24.0,39.0,31.0,3.0,146.0,459.0,52.0,1.0,412.0,41.0,583.0,245.0,33.0,36.0,9.0,946.0,23.0,8.0,45.0,3.0,360.0,0.0,1858.0,9.0,5.0,346.0,100.0,26.0,9.0,555.0,51.0,81.0,96.0,288.0,2420.0,,8.0,7.0,24.0,685.0,36.0,1.8206,11.0,61.0,71.0,6.0,0.5747,1.0,,0.0,3.0,2.0,2.0,1.0,3.0,1.0,32.0,1.0,,8.0,,14.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50472,James McCarthy,Midfielder,Everton,11,Ireland,2016-17,29.0,1.0,0.1766,0.0,2.0,19.0,4.0,43.0,12.0,1.0,7.0,7.0,60.0,3.0,247.0,,5.0,16.0,1.0,612.0,,5.0,42.0,1.0,22.0,31.0,168.0,7.0,1.0,9.7087,4.0,8.0,10.0,2.0,24.0,42.0,8.0,0.0,71.0,14.0,90.0,23.0,12.0,9.0,2.0,115.0,9.0,3.0,6.0,2.0,55.0,0.0,246.0,1.0,,82.0,10.0,5.0,3.0,71.0,10.0,10.0,19.0,44.0,363.0,12.0,5.0,,12.0,73.0,9.0,0.4905,2.0,17.0,17.0,3.0,0.1939,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
