playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,throwInsToOwnPlayer,expectedGoalsFreekick,cornersTakenInclShortCorners,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOppositionPlayer,successfulCornersIntoBox,ownGoalScored,redCards2ndYellow,clearancesOffTheLine,foulWonPenalty,lastPlayerTackle,penaltiesTaken,penaltyGoals,secondGoalAssists,setPiecesGoals,goalKicks,gkSuccessfulDistribution,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
121599,Abdoulaye Doucouré,Midfielder,Everton,11,Mali,2023-24,183.0,3.0,1.5056,0.0,9.0,23.0,10.0,8.7321,43.0,38.0,1.0,168.0,32.0,2.0,32.0,32.0,186.0,23.0,866.0,7.0,21.0,3.0,3.0,66.0,9.0,2.0,3.0,14.0,2637.0,14.0,5.0,42.0,100.0,3.0,1.0,49.0,76.0,663.0,102.0,7.0,40.8232,32.0,2.0,18.0,36.0,6.0,141.0,221.0,8.0,2.0,283.0,20.0,4.0,215.0,144.0,32.0,2.0,5.0,16.0,1.0,21.0,437.0,33.0,1.0,23.0,63.0,6.0,217.0,24.0,0.0,850.0,15.0,11.0,344.0,27.0,25.0,3.0,216.0,53.0,15.0,17.0,214.0,1272.0,15.0,1.0,3.0,8.0,246.0,35.0,1.0,8.7725,7.0,18.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449871,Amadou Onana,Midfielder,Everton,11,Belgium,2023-24,93.0,1.0,1.372,0.0,8.0,6.0,2.0,1.1244,71.0,21.0,6.0,129.0,30.0,,17.0,23.0,154.0,2.0,1023.0,2.0,1.0,1.0,4.0,72.0,5.0,1.0,1.0,3.0,2090.0,3.0,1.0,19.0,180.0,5.0,1.0,29.0,127.0,808.0,29.0,6.0,39.8007,18.0,,30.0,38.0,4.0,74.0,241.0,45.0,1.0,273.0,19.0,1.0,309.0,160.0,30.0,1.0,,33.0,,8.0,480.0,33.0,2.0,2.0,18.0,4.0,201.0,53.0,0.0,1014.0,15.0,3.0,205.0,38.0,12.0,6.0,261.0,37.0,21.0,61.0,212.0,1363.0,7.0,,4.0,4.0,390.0,23.0,1.0,2.0091,5.0,25.0,42.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120250,André Gomes,Midfielder,Everton,11,Portugal,2023-24,49.0,2.0,0.5459,0.0,2.0,4.0,,0.4658,7.0,6.0,4.0,33.0,12.0,,2.0,3.0,43.0,9.0,259.0,1.0,,1.0,2.0,10.0,1.0,1.0,3.0,2.0,503.0,2.0,,9.0,16.0,1.0,,16.0,15.0,198.0,11.0,2.0,8.9563,4.0,,3.0,7.0,,40.0,69.0,5.0,0.0,65.0,9.0,0.0,71.0,34.0,12.0,1.0,1.0,3.0,,8.0,133.0,6.0,,23.0,14.0,,55.0,1.0,0.0,246.0,2.0,4.0,90.0,4.0,3.0,1.0,56.0,17.0,3.0,18.0,63.0,368.0,3.0,,2.0,2.0,86.0,13.0,,0.304,4.0,10.0,13.0,9.0,4.0,0.0832,10.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
11948,Andy Lonergan,Goalkeeper,Everton,11,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220307,Arnaut Danjuma,Forward,Everton,11,Netherlands,2023-24,32.0,,0.4092,0.0,8.0,9.0,,3.5795,6.0,17.0,1.0,37.0,14.0,,3.0,5.0,39.0,9.0,140.0,1.0,3.0,1.0,4.0,8.0,,2.0,,6.0,587.0,6.0,,5.0,22.0,1.0,,12.0,19.0,99.0,35.0,,11.5608,6.0,1.0,,10.0,4.0,27.0,51.0,5.0,0.0,54.0,4.0,0.0,33.0,25.0,14.0,2.0,,2.0,1.0,11.0,66.0,9.0,,10.0,18.0,4.0,46.0,3.0,0.0,138.0,8.0,12.0,78.0,4.0,8.0,,12.0,7.0,3.0,2.0,44.0,243.0,3.0,2.0,4.0,1.0,35.0,7.0,1.0,2.616,0.0,2.0,7.0,9.0,1.0,0.0845,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Everton,11,England,2023-24,114.0,14.0,1.4343,1.0,6.0,2.0,2.0,0.3331,53.0,7.0,2.0,114.0,31.0,,7.0,27.0,214.0,63.0,775.0,,1.0,,4.0,51.0,6.0,1.0,24.0,1.0,2288.0,1.0,,32.0,108.0,3.0,1.0,47.0,89.0,513.0,22.0,4.0,33.2161,21.0,8.0,45.0,32.0,2.0,82.0,111.0,24.0,0.0,222.0,18.0,,399.0,120.0,31.0,1.0,,15.0,,12.0,343.0,29.0,,76.0,25.0,2.0,171.0,19.0,0.0,754.0,5.0,12.0,372.0,38.0,12.0,6.0,126.0,33.0,21.0,48.0,139.0,1340.0,12.0,,4.0,45.0,242.0,30.0,,0.6141,5.0,100.0,62.0,4.0,138.0,0.1762,19.0,3.0,3.0,10.0,30.0,8.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
198826,Ben Godfrey,Defender,Everton,11,England,2023-24,60.0,4.0,0.472,0.0,5.0,4.0,,0.8625,30.0,10.0,,62.0,15.0,,,13.0,100.0,17.0,342.0,,2.0,,1.0,51.0,4.0,,4.0,4.0,1122.0,4.0,,25.0,66.0,2.0,1.0,26.0,40.0,232.0,20.0,2.0,18.7004,3.0,,51.0,13.0,4.0,35.0,13.0,6.0,0.0,126.0,6.0,,176.0,45.0,15.0,,,10.0,,9.0,142.0,11.0,,17.0,15.0,4.0,75.0,26.0,0.0,342.0,6.0,6.0,173.0,20.0,5.0,8.0,99.0,8.0,16.0,10.0,54.0,681.0,3.0,,1.0,19.0,104.0,4.0,,1.7804,2.0,38.0,32.0,2.0,90.0,,,,,,28.0,,,,,,2.0,,,,,,,,,,,,,,,,,
486385,Beto,Forward,Everton,11,Guinea-Bissau,2023-24,123.0,,0.3166,0.0,4.0,13.0,,4.7897,14.0,39.0,1.0,65.0,30.0,,10.0,9.0,67.0,5.0,174.0,3.0,10.0,1.0,2.0,104.0,,2.0,,8.0,939.0,8.0,4.0,57.0,95.0,3.0,,17.0,48.0,101.0,68.0,5.0,20.7712,11.0,2.0,13.0,20.0,2.0,66.0,45.0,19.0,0.0,218.0,11.0,2.0,48.0,36.0,30.0,2.0,1.0,8.0,1.0,17.0,79.0,17.0,1.0,5.0,39.0,2.0,114.0,47.0,0.0,174.0,26.0,7.0,158.0,6.0,15.0,,28.0,21.0,1.0,6.0,53.0,427.0,8.0,,2.0,,28.0,14.0,1.0,6.7901,2.0,2.0,6.0,21.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
438405,Billy Crellin,Goalkeeper,Everton,11,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177815,Dominic Calvert-Lewin,Forward,Everton,11,England,2023-24,237.0,,1.593,0.0,8.0,31.0,1.0,8.1433,13.0,65.0,1.0,183.0,32.0,2.0,22.0,26.0,187.0,3.0,434.0,7.0,24.0,4.0,3.0,289.0,,1.0,,23.0,2185.0,23.0,9.0,148.0,196.0,3.0,,25.0,55.0,243.0,130.0,3.0,29.6683,17.0,,38.0,27.0,5.0,89.0,82.0,32.0,2.0,433.0,10.0,3.0,140.0,46.0,32.0,1.0,5.0,7.0,1.0,26.0,192.0,24.0,1.0,3.0,51.0,5.0,144.0,141.0,0.0,434.0,34.0,13.0,309.0,6.0,14.0,4.0,108.0,31.0,4.0,4.0,104.0,804.0,22.0,3.0,3.0,,55.0,17.0,2.0,12.9341,2.0,4.0,28.0,6.0,1.0,0.0618,,1.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,
