matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321805,15.0,2010-11-27 15:00:00,21,West Ham,Home,102.0,12.0,3.0,8.0,5.0,7.0,,119.0,7.0,1.0,4.0,13.0,9.0,32.0,213.0,,1.0,22.0,12.0,18.0,9.0,1.0,1.0,,,,,,,,,11.0,,,,,,1.0,7.0,4.0,,56.0,56.0,2.0,3.0,,2.0,5.0,12.0,,7.0,12.0,4.0,,22.0,4.0,66.0,52.0,2.0,20.0,7.0,,,87.0,8.0,8.0,1.0,,1.0,1.0,,147.0,2.0,,1.0,2.0,,1.0,8.0,,,3.0,1.0,,,,,9.0,,24.0,19.0,1.0,4.0,48.0,85.0,50.0,3.0,2.0,4.0,8.0,5.0,,,5.0,2.0,,34.0,44.0,22.0,,1.0,1.0,1.0,,182.0,172.0,3.0,20.0,18.0,41.0,,,0.0,,,,56.0,2.0,1.0,,1.0,1.0,6.0,,3.0,64.0,12.0,113.0,19.0,30.0,16.0,5.0,22.0,17.0,2.0,128.0,22.0,216.0,1.0,1.0,31.0,9.0,67.0,5.0,307.0,,0.0,16.0,22.0,4.0,32.0,0.0,558.0,12.0,4.0,7.0,19.0,0.0
321814,16.0,2010-12-05 16:00:00,21,West Ham,Away,105.0,8.0,,4.0,4.0,8.0,,149.0,7.0,1.0,6.0,12.0,8.0,23.0,250.0,,1.0,16.0,15.0,22.0,6.0,,,,1.0,1.0,,,,,,6.0,,,,1.0,,,7.0,12.0,,48.0,53.0,,,,8.0,2.0,10.0,1.0,3.0,4.0,10.0,,24.0,1.0,63.0,67.0,7.0,30.0,11.0,,2.0,71.0,9.0,6.0,,,3.0,2.0,1.0,154.0,,,,,,,12.0,,,,,,,,1.0,20.0,1.0,18.0,14.0,4.0,7.0,71.0,70.0,36.0,9.0,,5.0,1.0,1.0,,,5.0,1.0,,37.0,37.0,30.0,,,,,,180.0,164.0,2.0,20.0,19.0,42.6,1.0,1.0,0.0,,,,69.0,2.0,4.0,,,,5.0,,3.0,67.0,6.0,129.0,21.0,45.0,16.0,2.0,18.0,16.0,,117.0,21.0,231.0,1.0,1.0,25.0,10.0,42.0,2.0,342.0,,0.0,8.0,29.0,1.0,19.0,3.0,592.0,16.0,10.0,3.0,21.0,0.0
321825,17.0,2010-12-11 15:00:00,21,West Ham,Home,102.0,12.0,1.0,5.0,4.0,6.0,2.0,136.0,4.0,1.0,4.0,10.0,10.0,21.0,233.0,,,22.0,20.0,20.0,11.0,1.0,,2.0,,2.0,,,,1.0,,13.0,,,,,,1.0,11.0,3.0,,45.0,45.0,,,,2.0,2.0,10.0,1.0,2.0,8.0,10.0,1.0,17.0,2.0,64.0,50.0,2.0,20.0,13.0,,,77.0,10.0,13.0,,,4.0,2.0,2.0,133.0,1.0,1.0,1.0,,1.0,,12.0,,,,,,,,1.0,21.0,,18.0,14.0,,4.0,66.0,75.0,36.0,6.0,,8.0,5.0,3.0,,,4.0,1.0,,27.0,68.0,22.0,,,,,,164.0,153.0,2.0,18.0,14.0,38.8,,,0.0,,,,68.0,3.0,2.0,,2.0,,12.0,,3.0,83.0,13.0,117.0,24.0,31.0,9.0,2.0,22.0,20.0,,131.0,16.0,217.0,,1.0,28.0,11.0,49.0,1.0,312.0,,0.0,17.0,16.0,3.0,26.0,1.0,531.0,18.0,1.0,2.0,11.0,0.0
321829,18.0,2010-12-18 15:00:00,21,West Ham,Away,116.0,14.0,1.0,3.0,2.0,6.0,,137.0,4.0,,2.0,9.0,9.0,29.0,250.0,1.0,2.0,16.0,11.0,20.0,8.0,1.0,,,,,,,,,,9.0,,,,1.0,,1.0,6.0,8.0,,34.0,52.0,,,,5.0,1.0,1.0,,4.0,11.0,6.0,,14.0,2.0,43.0,50.0,5.0,25.0,10.0,,,57.0,10.0,12.0,,,2.0,2.0,,139.0,,,,,,,11.0,,,1.0,,,,,,20.0,1.0,18.0,15.0,1.0,2.0,85.0,94.0,46.0,9.0,1.0,7.0,2.0,2.0,,,2.0,1.0,,28.0,48.0,21.0,,,,,,172.0,158.0,,26.0,20.0,48.0,1.0,2.0,0.0,,,,83.0,1.0,1.0,,2.0,,8.0,,3.0,62.0,9.0,131.0,27.0,39.0,11.0,3.0,22.0,19.0,,102.0,14.0,232.0,,,29.0,9.0,52.0,6.0,341.0,1.0,0.0,11.0,14.0,7.0,19.0,3.0,547.0,10.0,4.0,4.0,11.0,0.0
321843,19.0,2010-12-26 12:00:00,21,West Ham,Away,91.0,13.0,,3.0,3.0,4.0,,118.0,5.0,1.0,3.0,14.0,6.0,33.0,206.0,,3.0,16.0,20.0,19.0,10.0,,2.0,,,1.0,,,,,,12.0,,,,,,,10.0,10.0,,37.0,52.0,1.0,,1.0,8.0,5.0,6.0,,4.0,9.0,4.0,,8.0,4.0,52.0,50.0,8.0,25.0,14.0,,,82.0,11.0,12.0,3.0,1.0,1.0,,1.0,157.0,1.0,,1.0,1.0,,,13.0,,,3.0,2.0,,,,,22.0,,16.0,11.0,,3.0,40.0,89.0,45.0,8.0,,5.0,6.0,4.0,,,4.0,1.0,,43.0,34.0,23.0,,,,,,171.0,152.0,1.0,17.0,19.0,35.6,,2.0,0.0,,,,69.0,3.0,1.0,,2.0,2.0,5.0,,1.0,74.0,11.0,111.0,27.0,44.0,9.0,4.0,17.0,13.0,2.0,130.0,14.0,209.0,2.0,1.0,39.0,6.0,63.0,4.0,303.0,,0.0,14.0,17.0,3.0,19.0,1.0,520.0,9.0,2.0,4.0,14.0,0.0
321855,20.0,2010-12-28 17:30:00,21,West Ham,Home,98.0,9.0,3.0,5.0,2.0,,1.0,91.0,5.0,,1.0,12.0,9.0,24.0,184.0,,,14.0,11.0,24.0,5.0,4.0,2.0,,,1.0,,,,,,6.0,,,,,,2.0,12.0,4.0,,30.0,57.0,1.0,1.0,,6.0,6.0,6.0,,4.0,7.0,4.0,,11.0,1.0,48.0,63.0,6.0,11.0,7.0,,,76.0,12.0,17.0,,,3.0,1.0,1.0,157.0,,,,,,,8.0,,,,1.0,,,,,18.0,,19.0,15.0,1.0,1.0,52.0,86.0,40.0,7.0,,6.0,3.0,,,,3.0,,,35.0,18.0,22.0,,,,,,179.0,166.0,3.0,30.0,16.0,37.5,,,0.0,,,,44.0,2.0,,,1.0,2.0,8.0,1.0,3.0,43.0,9.0,117.0,28.0,24.0,15.0,4.0,16.0,12.0,2.0,103.0,14.0,182.0,1.0,,39.0,9.0,60.0,1.0,283.0,,0.0,14.0,15.0,1.0,26.0,1.0,482.0,21.0,7.0,4.0,11.0,0.0
321865,21.0,2011-01-01 15:00:00,21,West Ham,Home,88.0,17.0,2.0,4.0,2.0,3.0,,143.0,3.0,1.0,4.0,7.0,11.0,30.0,227.0,,,19.0,20.0,21.0,4.0,2.0,,,,,,,,,,10.0,,,,,,,8.0,8.0,,50.0,55.0,1.0,3.0,,3.0,1.0,6.0,,5.0,16.0,3.0,,14.0,4.0,52.0,49.0,3.0,35.0,15.0,,,81.0,9.0,14.0,1.0,,1.0,1.0,,150.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,2.0,32.0,1.0,9.0,8.0,2.0,4.0,54.0,90.0,40.0,10.0,,2.0,5.0,7.0,,,6.0,3.0,,49.0,39.0,21.0,,,,,,188.0,160.0,4.0,20.0,18.0,48.1,,2.0,0.0,,,,62.0,2.0,1.0,,1.0,,5.0,,1.0,73.0,7.0,109.0,24.0,63.0,7.0,4.0,24.0,20.0,,121.0,9.0,231.0,1.0,1.0,33.0,11.0,62.0,5.0,316.0,,0.0,13.0,12.0,3.0,27.0,1.0,549.0,9.0,2.0,5.0,11.0,0.0
321876,22.0,2011-01-05 19:45:00,21,West Ham,Away,144.0,11.0,2.0,5.0,3.0,3.0,,153.0,4.0,,5.0,10.0,8.0,26.0,292.0,,3.0,25.0,11.0,16.0,10.0,,1.0,,,1.0,,,,,,10.0,,,,,,1.0,11.0,3.0,,55.0,68.0,2.0,2.0,,2.0,3.0,11.0,,3.0,4.0,5.0,,13.0,2.0,57.0,57.0,2.0,19.0,13.0,1.0,,70.0,13.0,10.0,,1.0,4.0,3.0,1.0,168.0,,,,,,,5.0,,,,2.0,,,,1.0,24.0,,10.0,10.0,,6.0,68.0,69.0,37.0,4.0,,6.0,4.0,3.0,,,1.0,2.0,,41.0,40.0,13.0,,,,,,158.0,141.0,2.0,31.0,24.0,48.4,,,0.0,,,,82.0,3.0,1.0,,1.0,1.0,7.0,,3.0,72.0,10.0,159.0,28.0,36.0,18.0,3.0,15.0,12.0,1.0,121.0,14.0,229.0,2.0,,24.0,8.0,45.0,5.0,373.0,,0.0,13.0,23.0,9.0,32.0,4.0,585.0,10.0,8.0,3.0,17.0,0.0
321885,23.0,2011-01-15 17:30:00,21,West Ham,Home,94.0,14.0,1.0,3.0,2.0,2.0,1.0,84.0,6.0,,2.0,8.0,3.0,23.0,175.0,,,20.0,13.0,11.0,3.0,,,,,1.0,,,,,,7.0,,,,,,,12.0,9.0,,33.0,56.0,,1.0,,5.0,4.0,13.0,,4.0,5.0,1.0,,16.0,5.0,61.0,46.0,5.0,19.0,10.0,,,78.0,9.0,7.0,,,2.0,1.0,1.0,132.0,,,,,,,10.0,,,,1.0,,,,,17.0,,20.0,14.0,3.0,2.0,51.0,72.0,35.0,10.0,,2.0,1.0,3.0,,,3.0,3.0,,34.0,36.0,17.0,1.0,1.0,1.0,,,163.0,149.0,1.0,26.0,20.0,30.4,,2.0,0.0,,,,47.0,5.0,3.0,,,,2.0,,3.0,37.0,3.0,108.0,30.0,33.0,15.0,4.0,11.0,7.0,,96.0,13.0,166.0,1.0,,30.0,3.0,57.0,2.0,263.0,,0.0,9.0,23.0,2.0,25.0,1.0,483.0,13.0,5.0,4.0,12.0,0.0
321892,24.0,2011-01-22 15:00:00,21,West Ham,Away,102.0,22.0,,5.0,5.0,3.0,,134.0,3.0,,1.0,11.0,13.0,29.0,231.0,1.0,2.0,11.0,13.0,16.0,10.0,,,1.0,,1.0,,,,,,12.0,,,,1.0,,1.0,7.0,5.0,,52.0,61.0,1.0,,1.0,6.0,1.0,11.0,,2.0,5.0,3.0,1.0,15.0,2.0,61.0,55.0,6.0,34.0,14.0,,,71.0,14.0,10.0,1.0,,1.0,,1.0,150.0,2.0,,2.0,1.0,1.0,,9.0,,,1.0,,,,,1.0,27.0,1.0,19.0,15.0,3.0,1.0,64.0,77.0,42.0,12.0,,6.0,6.0,5.0,,,2.0,,,50.0,33.0,16.0,,,,,,181.0,159.0,1.0,30.0,23.0,39.9,1.0,2.0,0.0,,,,52.0,1.0,1.0,1.0,1.0,,9.0,,2.0,64.0,12.0,128.0,37.0,56.0,15.0,1.0,9.0,8.0,,103.0,8.0,199.0,,,31.0,14.0,49.0,7.0,318.0,1.0,1.0,15.0,23.0,4.0,18.0,1.0,560.0,24.0,6.0,2.0,19.0,0.0
321899,25.0,2011-02-02 20:00:00,21,West Ham,Away,113.0,12.0,1.0,2.0,1.0,4.0,,122.0,6.0,,,8.0,9.0,24.0,233.0,,,16.0,17.0,16.0,5.0,1.0,,,,,,,,,,,,,,,,3.0,9.0,12.0,,59.0,63.0,,2.0,,5.0,2.0,13.0,,6.0,7.0,5.0,,23.0,2.0,68.0,64.0,5.0,36.0,14.0,1.0,,83.0,14.0,9.0,3.0,,,,,143.0,2.0,1.0,,1.0,1.0,,12.0,,,,,,,,2.0,28.0,,16.0,13.0,2.0,,66.0,96.0,46.0,10.0,,1.0,7.0,8.0,,,8.0,2.0,,50.0,38.0,21.0,,,,,,195.0,170.0,4.0,27.0,25.0,43.0,,,0.0,,,,65.0,,3.0,,,,3.0,,3.0,61.0,8.0,129.0,25.0,61.0,9.0,1.0,14.0,13.0,,122.0,10.0,218.0,,,34.0,11.0,58.0,2.0,333.0,1.0,0.0,13.0,33.0,3.0,25.0,1.0,599.0,13.0,6.0,7.0,24.0,0.0
321914,26.0,2011-02-06 13:30:00,21,West Ham,Home,118.0,25.0,1.0,6.0,5.0,6.0,1.0,163.0,5.0,1.0,11.0,13.0,10.0,39.0,275.0,,,21.0,28.0,23.0,12.0,2.0,,,,,,1.0,,,,12.0,,,,,1.0,2.0,5.0,3.0,,41.0,55.0,,,,5.0,7.0,5.0,,5.0,21.0,7.0,,15.0,,74.0,52.0,5.0,15.0,10.0,,,92.0,18.0,13.0,,,4.0,4.0,,182.0,,,,,,,11.0,,,,,,,,,25.0,1.0,7.0,7.0,1.0,11.0,79.0,89.0,43.0,5.0,,5.0,9.0,4.0,,,,2.0,,30.0,57.0,44.0,,,,,,192.0,177.0,,13.0,24.0,54.8,1.0,,0.0,,,,75.0,,1.0,,,,7.0,1.0,3.0,88.0,14.0,137.0,37.0,30.0,11.0,5.0,37.0,32.0,,150.0,17.0,277.0,,1.0,41.0,12.0,76.0,2.0,377.0,,0.0,18.0,13.0,3.0,24.0,3.0,594.0,8.0,3.0,5.0,11.0,0.0
321926,27.0,2011-02-12 15:00:00,21,West Ham,Away,147.0,25.0,4.0,12.0,8.0,5.0,,230.0,5.0,1.0,8.0,8.0,12.0,40.0,365.0,1.0,1.0,22.0,10.0,12.0,11.0,4.0,1.0,,,,1.0,1.0,,,,13.0,,,2.0,,,2.0,10.0,10.0,,65.0,69.0,4.0,3.0,2.0,1.0,4.0,10.0,,8.0,14.0,10.0,,13.0,4.0,50.0,59.0,1.0,12.0,6.0,,1.0,88.0,14.0,12.0,3.0,,4.0,2.0,,163.0,2.0,,2.0,1.0,1.0,,8.0,,,1.0,1.0,,,,,14.0,3.0,9.0,7.0,,8.0,117.0,73.0,45.0,4.0,,7.0,10.0,9.0,,,3.0,2.0,1.0,64.0,58.0,27.0,,,,,,154.0,143.0,2.0,31.0,26.0,59.1,2.0,2.0,0.0,,,,101.0,4.0,4.0,,,1.0,8.0,,2.0,106.0,17.0,162.0,46.0,23.0,14.0,6.0,32.0,26.0,1.0,159.0,12.0,316.0,1.0,1.0,24.0,16.0,68.0,3.0,446.0,1.0,0.0,21.0,24.0,2.0,24.0,3.0,672.0,16.0,11.0,9.0,21.0,0.0
321934,28.0,2011-02-27 13:30:00,21,West Ham,Home,105.0,13.0,2.0,3.0,1.0,3.0,,164.0,4.0,,8.0,7.0,8.0,30.0,266.0,,,17.0,14.0,16.0,10.0,2.0,,1.0,,1.0,,,,,,16.0,,,,,,,10.0,7.0,,47.0,63.0,1.0,1.0,,4.0,5.0,11.0,,6.0,12.0,8.0,,15.0,3.0,57.0,50.0,4.0,22.0,13.0,,,85.0,13.0,8.0,2.0,,2.0,,1.0,156.0,2.0,,1.0,2.0,,,7.0,,,3.0,1.0,,,,4.0,26.0,,21.0,19.0,3.0,8.0,80.0,74.0,41.0,8.0,1.0,6.0,8.0,8.0,,,7.0,1.0,,42.0,77.0,12.0,,,,,,187.0,161.0,2.0,18.0,28.0,42.2,,1.0,0.0,,,,78.0,1.0,4.0,,,,7.0,1.0,2.0,80.0,14.0,125.0,24.0,48.0,14.0,5.0,25.0,20.0,,135.0,18.0,261.0,1.0,,26.0,10.0,59.0,,361.0,,0.0,20.0,20.0,2.0,22.0,0.0,612.0,12.0,6.0,7.0,14.0,0.0
321945,29.0,2011-03-05 15:00:00,21,West Ham,Home,191.0,24.0,4.0,6.0,2.0,2.0,1.0,200.0,3.0,1.0,6.0,14.0,19.0,42.0,385.0,1.0,1.0,18.0,20.0,22.0,10.0,5.0,1.0,,,1.0,,,,,,14.0,,,,,1.0,3.0,4.0,5.0,,80.0,68.0,2.0,2.0,2.0,3.0,6.0,3.0,,7.0,7.0,3.0,1.0,18.0,2.0,57.0,53.0,3.0,21.0,13.0,,,83.0,14.0,9.0,1.0,,5.0,2.0,1.0,189.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,2.0,1.0,,,,3.0,21.0,1.0,17.0,12.0,3.0,6.0,103.0,89.0,45.0,3.0,1.0,9.0,8.0,7.0,,,2.0,1.0,,68.0,47.0,21.0,,,,,,166.0,152.0,5.0,28.0,25.0,56.8,1.0,2.0,0.0,,,,98.0,2.0,2.0,,,1.0,10.0,1.0,3.0,98.0,17.0,205.0,38.0,35.0,9.0,6.0,18.0,12.0,1.0,145.0,7.0,283.0,1.0,1.0,43.0,23.0,74.0,4.0,470.0,1.0,0.0,23.0,18.0,3.0,20.0,0.0,684.0,21.0,4.0,7.0,16.0,0.0
321954,30.0,2011-03-19 12:45:00,21,West Ham,Away,117.0,9.0,,2.0,2.0,1.0,1.0,143.0,7.0,,1.0,6.0,12.0,20.0,258.0,,2.0,18.0,14.0,11.0,8.0,,,,,,,,,,,10.0,,,,,,,16.0,15.0,,56.0,68.0,1.0,1.0,,,,10.0,,2.0,2.0,3.0,,19.0,3.0,65.0,51.0,,25.0,9.0,,,62.0,14.0,6.0,,,1.0,3.0,,143.0,,,,,,,14.0,,,,,,,,1.0,18.0,,21.0,17.0,2.0,1.0,68.0,83.0,46.0,6.0,,3.0,5.0,5.0,,,7.0,3.0,,56.0,53.0,22.0,,,,,,162.0,146.0,1.0,27.0,29.0,40.7,,,0.0,,,,80.0,4.0,5.0,,,,5.0,,1.0,59.0,8.0,141.0,19.0,41.0,16.0,2.0,10.0,8.0,,96.0,11.0,216.0,,,29.0,14.0,48.0,,347.0,,0.0,10.0,27.0,3.0,21.0,4.0,579.0,8.0,7.0,2.0,22.0,0.0
321965,31.0,2011-04-02 12:45:00,21,West Ham,Home,93.0,12.0,,2.0,2.0,3.0,,112.0,3.0,,1.0,8.0,3.0,30.0,203.0,,1.0,13.0,18.0,7.0,4.0,,,1.0,,1.0,,1.0,,,,,2.0,,,,,,13.0,10.0,,31.0,49.0,,,,5.0,3.0,11.0,,,7.0,8.0,,11.0,2.0,54.0,39.0,5.0,28.0,14.0,,,66.0,12.0,9.0,,,,,1.0,116.0,,,,,,,16.0,,,,,,,,2.0,29.0,,21.0,14.0,1.0,1.0,60.0,81.0,40.0,16.0,2.0,1.0,3.0,3.0,,,6.0,1.0,,40.0,28.0,20.0,1.0,1.0,1.0,,2.0,173.0,147.0,3.0,24.0,18.0,34.0,,,0.0,,,,67.0,3.0,1.0,,,,4.0,,3.0,58.0,4.0,104.0,21.0,54.0,6.0,,16.0,16.0,,93.0,9.0,186.0,,,24.0,5.0,47.0,2.0,274.0,,0.0,10.0,21.0,2.0,24.0,1.0,506.0,20.0,2.0,,14.0,0.0
321970,32.0,2011-04-09 15:00:00,21,West Ham,Away,133.0,14.0,1.0,6.0,5.0,4.0,,183.0,6.0,,5.0,9.0,11.0,27.0,310.0,,2.0,22.0,16.0,15.0,12.0,2.0,,,,,,,,,,6.0,,,,,1.0,,16.0,9.0,,66.0,60.0,,,,1.0,2.0,10.0,,10.0,17.0,7.0,,15.0,,54.0,43.0,1.0,15.0,3.0,,1.0,80.0,11.0,6.0,,,3.0,2.0,,168.0,,,,,,,14.0,,,,,,,,1.0,12.0,1.0,4.0,3.0,1.0,5.0,71.0,96.0,57.0,5.0,,6.0,8.0,6.0,,,6.0,,,60.0,34.0,26.0,,,,,,165.0,151.0,2.0,23.0,24.0,58.3,1.0,2.0,0.0,,,,90.0,3.0,1.0,,1.0,,6.0,,3.0,89.0,14.0,146.0,25.0,29.0,9.0,4.0,30.0,26.0,,137.0,15.0,279.0,,,32.0,12.0,57.0,2.0,395.0,,0.0,14.0,16.0,3.0,28.0,0.0,596.0,8.0,6.0,10.0,13.0,0.0
321985,33.0,2011-04-16 15:00:00,21,West Ham,Home,117.0,15.0,1.0,7.0,6.0,6.0,,165.0,8.0,,4.0,15.0,6.0,28.0,275.0,,1.0,15.0,21.0,21.0,11.0,,,,1.0,1.0,,,,,,14.0,,,,,,,16.0,8.0,,53.0,58.0,1.0,,1.0,3.0,7.0,6.0,1.0,5.0,14.0,6.0,,11.0,3.0,52.0,40.0,3.0,23.0,7.0,1.0,1.0,84.0,8.0,4.0,1.0,,1.0,,1.0,147.0,1.0,,1.0,,1.0,,13.0,,,,,,,,,14.0,,14.0,11.0,3.0,5.0,82.0,97.0,54.0,11.0,,4.0,8.0,5.0,,,7.0,1.0,,43.0,52.0,29.0,,,,,,167.0,158.0,3.0,24.0,20.0,47.1,,1.0,0.0,,,,87.0,2.0,4.0,,,,5.0,1.0,3.0,75.0,12.0,135.0,34.0,32.0,8.0,5.0,25.0,20.0,,124.0,16.0,259.0,,,37.0,7.0,60.0,5.0,369.0,,0.0,17.0,13.0,3.0,24.0,0.0,574.0,8.0,2.0,5.0,9.0,0.0
321991,34.0,2011-04-23 17:30:00,21,West Ham,Away,97.0,10.0,2.0,5.0,3.0,5.0,1.0,105.0,6.0,,6.0,7.0,6.0,21.0,197.0,,1.0,20.0,11.0,9.0,12.0,4.0,3.0,,,,,,,,,12.0,,,,,,2.0,15.0,5.0,,40.0,63.0,3.0,3.0,,3.0,5.0,7.0,2.0,7.0,6.0,7.0,,13.0,3.0,49.0,42.0,3.0,19.0,9.0,,1.0,61.0,13.0,7.0,,,3.0,3.0,,113.0,,,,,,,10.0,,,,,,,,1.0,15.0,,15.0,9.0,1.0,6.0,56.0,68.0,35.0,5.0,,6.0,10.0,6.0,,,5.0,2.0,,44.0,21.0,19.0,,,,,,140.0,128.0,3.0,34.0,14.0,32.5,,1.0,0.0,,,,57.0,4.0,3.0,,1.0,3.0,7.0,1.0,3.0,46.0,16.0,112.0,19.0,31.0,14.0,6.0,22.0,16.0,3.0,81.0,11.0,176.0,,,25.0,7.0,45.0,1.0,266.0,,0.0,18.0,18.0,2.0,23.0,2.0,483.0,13.0,8.0,7.0,9.0,0.0
322003,35.0,2011-05-01 16:10:00,21,West Ham,Away,147.0,13.0,3.0,4.0,1.0,3.0,,132.0,4.0,1.0,4.0,6.0,4.0,27.0,275.0,,1.0,17.0,6.0,8.0,6.0,1.0,,,,,,,,1.0,,7.0,,,,,,,7.0,14.0,,50.0,50.0,2.0,2.0,1.0,1.0,3.0,6.0,1.0,5.0,4.0,5.0,,15.0,,38.0,38.0,1.0,15.0,8.0,,,84.0,8.0,13.0,1.0,,1.0,2.0,,145.0,,,,,,,10.0,,,1.0,,,,,1.0,13.0,,11.0,8.0,,4.0,85.0,77.0,30.0,9.0,,2.0,5.0,3.0,,,5.0,2.0,,51.0,37.0,17.0,,,,,,166.0,157.0,1.0,22.0,19.0,40.2,,,0.0,,,,92.0,1.0,6.0,,,,3.0,,3.0,61.0,7.0,174.0,36.0,24.0,4.0,4.0,15.0,11.0,,114.0,8.0,213.0,,1.0,34.0,5.0,61.0,2.0,372.0,,0.0,9.0,17.0,2.0,21.0,1.0,550.0,16.0,,5.0,12.0,0.0
322015,36.0,2011-05-07 15:00:00,21,West Ham,Home,101.0,18.0,3.0,9.0,6.0,3.0,1.0,187.0,4.0,,9.0,11.0,16.0,45.0,279.0,,,28.0,12.0,26.0,13.0,4.0,,,,2.0,,,,,,13.0,,,,,,4.0,4.0,6.0,,48.0,53.0,2.0,2.0,,2.0,12.0,5.0,,7.0,18.0,7.0,,19.0,1.0,48.0,56.0,2.0,21.0,16.0,,,84.0,9.0,14.0,,,6.0,4.0,2.0,139.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,1.0,29.0,,12.0,11.0,,9.0,75.0,75.0,54.0,3.0,1.0,6.0,12.0,5.0,,,1.0,1.0,,63.0,42.0,39.0,,,,,,175.0,153.0,1.0,22.0,15.0,62.1,,,0.0,,,,88.0,1.0,1.0,,,,10.0,2.0,3.0,102.0,18.0,111.0,31.0,43.0,5.0,7.0,36.0,29.0,,151.0,11.0,275.0,1.0,,28.0,17.0,67.0,6.0,350.0,,0.0,27.0,15.0,1.0,34.0,3.0,596.0,14.0,1.0,7.0,12.0,0.0
322026,37.0,2011-05-15 16:00:00,21,West Ham,Away,93.0,6.0,1.0,5.0,4.0,4.0,1.0,137.0,8.0,,12.0,7.0,7.0,23.0,225.0,1.0,2.0,12.0,6.0,8.0,11.0,2.0,,,,1.0,,,,,,10.0,,,,,,2.0,15.0,14.0,,43.0,65.0,4.0,2.0,2.0,1.0,6.0,15.0,,5.0,7.0,4.0,,7.0,5.0,48.0,45.0,1.0,21.0,9.0,,1.0,61.0,10.0,7.0,2.0,1.0,3.0,3.0,1.0,129.0,2.0,,2.0,,2.0,,17.0,,,,3.0,,,,,18.0,,17.0,15.0,6.0,12.0,61.0,77.0,41.0,10.0,,3.0,12.0,9.0,,,8.0,3.0,,40.0,37.0,21.0,,,,,,147.0,133.0,,32.0,17.0,41.3,,3.0,0.0,,,,63.0,7.0,2.0,,,,4.0,1.0,3.0,68.0,15.0,107.0,12.0,35.0,17.0,5.0,19.0,14.0,,107.0,9.0,208.0,4.0,,31.0,8.0,51.0,2.0,296.0,1.0,0.0,19.0,23.0,6.0,16.0,2.0,534.0,12.0,7.0,5.0,19.0,0.0
