matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367539,1.0,2023-08-12 15:00:00,21,West Ham,Away,109.0,16.0,3.0,5.0,2.0,1.0,,102.0,8.0,,3.0,3.0,3.0,21.0,206.0,1.0,2.0,19.0,16.0,29.0,8.0,4.0,3.0,,,,,,,,,12.0,,,,1.0,,,10.0,5.0,9.0,12.0,4.0,,43.0,60.0,1.0,1.0,,4.0,6.0,4.0,10.0,,,4.0,8.0,2.0,,8.0,1.0,55.0,78.0,4.0,29.0,11.0,,1.0,56.0,14.0,9.0,,1.0,,,153.0,1.0,,,1.0,,,11.0,,,1.0,2.0,,,,2.0,11.0,1.0,6.0,6.0,,3.0,45.0,71.0,31.0,10.0,1.0,6.0,7.0,3.0,282.0,,,3.0,1.0,,46.0,43.0,21.0,,,,,,152.0,152.0,5.0,26.0,21.0,37.1,1.0,2.0,,1.0,21.0,0.0,,,,63.0,1.0,3.0,4.0,,1.0,,9.0,,,3.0,53.0,191.0,6.0,13.0,134.0,40.0,29.0,19.0,4.0,14.0,10.0,,94.0,7.0,184.0,2.0,,15.0,3.0,58.0,2.0,304.0,1.0,0.0,16.0,30.0,3.0,22.0,4.0,523.0,29.0,22.0,10.0,4.0,19.0,0.0
2367556,2.0,2023-08-20 16:30:00,21,West Ham,Home,101.0,13.0,1.0,3.0,2.0,2.0,,59.0,7.0,1.0,6.0,1.0,1.0,12.0,157.0,,,12.0,20.0,11.0,7.0,,3.0,,,,,,,,,7.0,1.0,,,,1.0,,8.0,11.0,6.0,7.0,5.0,,39.0,61.0,1.0,,2.0,2.0,11.0,3.0,15.0,,,3.0,5.0,1.0,1.0,13.0,2.0,62.0,39.0,2.0,27.0,12.0,,,33.0,12.0,9.0,1.0,1.0,,,107.0,2.0,1.0,1.0,1.0,1.0,,10.0,,,1.0,3.0,,,,,12.0,1.0,18.0,18.0,5.0,7.0,39.0,47.0,15.0,9.0,1.0,3.0,6.0,6.0,204.0,,,4.0,1.0,,35.0,19.0,19.0,,1.0,1.0,1.0,1.0,118.0,118.0,4.0,35.0,11.0,24.3,1.0,,,2.0,16.0,0.0,,,,42.0,1.0,2.0,3.0,1.0,,,3.0,,,3.0,31.0,143.0,11.0,9.0,126.0,36.0,27.0,8.0,3.0,9.0,6.0,,60.0,8.0,110.0,3.0,1.0,6.0,2.0,38.0,3.0,227.0,1.0,1.0,12.0,14.0,1.0,15.0,2.0,424.0,18.0,18.0,5.0,3.0,6.0,0.0
2367561,3.0,2023-08-26 17:30:00,21,West Ham,Away,62.0,19.0,,,,2.0,,79.0,6.0,,4.0,,1.0,20.0,141.0,,3.0,8.0,13.0,13.0,7.0,,,3.0,,,,,,,1.0,11.0,,,1.0,,,,6.0,13.0,12.0,10.0,2.0,,26.0,54.0,3.0,4.0,2.0,1.0,9.0,1.0,7.0,,,4.0,5.0,,,4.0,7.0,41.0,47.0,1.0,42.0,23.0,,,27.0,9.0,10.0,1.0,1.0,1.0,,110.0,2.0,,2.0,2.0,,2.0,12.0,,,3.0,,,,,,23.0,1.0,19.0,19.0,4.0,6.0,36.0,51.0,21.0,17.0,2.0,2.0,7.0,7.0,184.0,,,10.0,1.0,,36.0,31.0,18.0,,,,,,107.0,107.0,4.0,34.0,7.0,22.0,1.0,,,,18.0,0.0,,,,36.0,5.0,4.0,9.0,,1.0,3.0,4.0,1.0,,4.0,51.0,131.0,9.0,9.0,81.0,46.0,42.0,17.0,4.0,10.0,6.0,4.0,70.0,7.0,137.0,1.0,,2.0,1.0,46.0,2.0,208.0,1.0,0.0,12.0,15.0,3.0,9.0,3.0,419.0,32.0,12.0,9.0,4.0,11.0,0.0
2367575,4.0,2023-09-01 20:00:00,21,West Ham,Away,249.0,14.0,1.0,1.0,,1.0,,259.0,4.0,,5.0,4.0,8.0,31.0,507.0,,1.0,13.0,21.0,19.0,3.0,,3.0,,,,,,,,,6.0,,,,,,,5.0,13.0,3.0,6.0,3.0,,92.0,70.0,2.0,,2.0,4.0,7.0,2.0,9.0,,,6.0,9.0,,1.0,6.0,,54.0,56.0,4.0,30.0,15.0,,,67.0,13.0,7.0,,,,,194.0,2.0,1.0,2.0,1.0,1.0,,11.0,,,1.0,1.0,,,,2.0,15.0,,9.0,9.0,1.0,5.0,166.0,91.0,54.0,9.0,1.0,2.0,3.0,3.0,587.0,,,5.0,2.0,,90.0,98.0,32.0,,,,,,165.0,165.0,4.0,36.0,24.0,61.2,,,,,19.0,0.0,,,,157.0,,,,,1.0,,4.0,1.0,,3.0,123.0,492.0,7.0,5.0,278.0,43.0,30.0,16.0,6.0,15.0,9.0,,164.0,4.0,346.0,3.0,,17.0,8.0,69.0,6.0,609.0,,0.0,9.0,22.0,6.0,20.0,1.0,814.0,24.0,20.0,8.0,6.0,14.0,0.0
2367586,5.0,2023-09-16 15:00:00,21,West Ham,Home,187.0,20.0,3.0,4.0,1.0,2.0,,93.0,6.0,,7.0,1.0,,21.0,276.0,,1.0,10.0,8.0,12.0,3.0,2.0,2.0,1.0,,,,,,,,3.0,,,,,,1.0,6.0,18.0,11.0,5.0,1.0,,56.0,41.0,2.0,1.0,1.0,4.0,6.0,1.0,7.0,2.0,,4.0,5.0,2.0,,6.0,5.0,33.0,41.0,4.0,30.0,16.0,,,17.0,7.0,11.0,,1.0,1.0,,112.0,1.0,,1.0,1.0,,1.0,7.0,,,1.0,,,,,,16.0,,14.0,14.0,1.0,7.0,87.0,50.0,38.0,11.0,1.0,2.0,4.0,3.0,299.0,,,11.0,1.0,,46.0,38.0,9.0,,,,,,79.0,79.0,1.0,19.0,14.0,31.6,,3.0,,,16.0,0.0,,,,65.0,10.0,2.0,10.0,,1.0,1.0,2.0,,,4.0,26.0,256.0,6.0,6.0,203.0,34.0,30.0,9.0,4.0,12.0,8.0,2.0,42.0,3.0,129.0,,,2.0,1.0,32.0,1.0,320.0,,0.0,6.0,14.0,1.0,12.0,3.0,500.0,10.0,12.0,4.0,4.0,9.0,0.0
2367594,6.0,2023-09-24 14:00:00,21,West Ham,Away,182.0,20.0,1.0,5.0,4.0,2.0,2.0,102.0,10.0,1.0,5.0,2.0,4.0,20.0,279.0,,,15.0,26.0,9.0,3.0,3.0,2.0,,,,,,,,,7.0,,,,,,2.0,12.0,14.0,8.0,9.0,2.0,,53.0,48.0,3.0,3.0,,2.0,10.0,3.0,9.0,,,4.0,6.0,5.0,,11.0,1.0,65.0,58.0,2.0,28.0,14.0,,,35.0,13.0,11.0,,3.0,2.0,,128.0,1.0,,1.0,1.0,,,14.0,,,1.0,,,,,,14.0,,8.0,8.0,2.0,5.0,90.0,54.0,27.0,7.0,1.0,2.0,5.0,4.0,327.0,,,7.0,,,40.0,44.0,23.0,1.0,1.0,1.0,,,123.0,123.0,4.0,28.0,9.0,36.0,,,,,21.0,0.0,,,,85.0,2.0,2.0,4.0,,,,4.0,,,3.0,43.0,260.0,10.0,7.0,208.0,50.0,28.0,20.0,4.0,17.0,13.0,,73.0,4.0,165.0,,1.0,9.0,4.0,54.0,1.0,356.0,,0.0,11.0,24.0,2.0,19.0,2.0,567.0,16.0,12.0,14.0,4.0,18.0,0.0
2367606,7.0,2023-09-30 15:00:00,21,West Ham,Home,261.0,18.0,4.0,10.0,6.0,,1.0,173.0,7.0,,1.0,4.0,3.0,26.0,424.0,2.0,2.0,11.0,16.0,16.0,11.0,4.0,5.0,1.0,,1.0,1.0,,,,,13.0,,,,,,1.0,3.0,11.0,5.0,17.0,3.0,,84.0,51.0,4.0,3.0,2.0,1.0,16.0,3.0,5.0,,,7.0,7.0,4.0,,13.0,1.0,40.0,50.0,1.0,18.0,10.0,,,39.0,6.0,9.0,,2.0,1.0,1.0,155.0,2.0,,2.0,2.0,,,11.0,,,2.0,,,,,,10.0,,7.0,7.0,2.0,1.0,127.0,68.0,41.0,4.0,2.0,8.0,9.0,9.0,471.0,,,8.0,,,69.0,41.0,31.0,,,,,,114.0,114.0,6.0,21.0,22.0,52.4,,,,,28.0,0.0,,,,128.0,1.0,1.0,2.0,,1.0,1.0,8.0,2.0,,4.0,70.0,410.0,16.0,17.0,280.0,39.0,18.0,10.0,7.0,19.0,12.0,1.0,99.0,2.0,233.0,,,11.0,3.0,51.0,2.0,494.0,2.0,0.0,20.0,16.0,3.0,14.0,1.0,681.0,51.0,16.0,9.0,7.0,10.0,0.0
2367616,8.0,2023-10-08 14:00:00,21,West Ham,Home,103.0,31.0,1.0,1.0,,3.0,,127.0,6.0,,5.0,2.0,6.0,27.0,229.0,,1.0,15.0,15.0,17.0,1.0,1.0,1.0,,1.0,,1.0,,,,,3.0,,,,,,,5.0,8.0,2.0,3.0,2.0,,53.0,48.0,1.0,,1.0,,7.0,,6.0,,,4.0,7.0,3.0,,5.0,1.0,40.0,51.0,,10.0,4.0,,,58.0,11.0,18.0,,2.0,1.0,1.0,144.0,2.0,,2.0,2.0,,,9.0,,,2.0,,,,,,4.0,,8.0,8.0,1.0,6.0,63.0,66.0,30.0,2.0,1.0,1.0,3.0,3.0,290.0,,,1.0,,,60.0,47.0,26.0,,,,,,120.0,120.0,4.0,15.0,23.0,35.2,,2.0,1.0,1.0,21.0,0.0,,,,58.0,1.0,,1.0,,1.0,,2.0,,1.0,2.0,63.0,214.0,7.0,4.0,123.0,70.0,10.0,9.0,4.0,15.0,11.0,,107.0,10.0,210.0,,,8.0,6.0,61.0,2.0,318.0,1.0,0.0,5.0,11.0,5.0,15.0,3.0,457.0,12.0,6.0,6.0,4.0,9.0,0.0
2367619,9.0,2023-10-22 16:30:00,21,West Ham,Away,153.0,20.0,3.0,5.0,2.0,1.0,,140.0,5.0,1.0,8.0,1.0,1.0,23.0,288.0,,,11.0,8.0,12.0,3.0,4.0,6.0,,,,1.0,,,,,5.0,,,,,,,8.0,9.0,6.0,9.0,5.0,,56.0,52.0,,,,1.0,6.0,7.0,7.0,,,7.0,10.0,2.0,,12.0,3.0,48.0,38.0,1.0,17.0,13.0,,,50.0,15.0,7.0,,3.0,2.0,1.0,134.0,1.0,,,1.0,,,7.0,,,1.0,,,,,,13.0,,4.0,4.0,1.0,8.0,76.0,57.0,32.0,8.0,1.0,2.0,6.0,4.0,331.0,,,2.0,,,63.0,48.0,31.0,1.0,1.0,1.0,,,108.0,108.0,6.0,18.0,20.0,41.7,,,,,12.0,0.0,,,,84.0,2.0,1.0,3.0,,1.0,,3.0,3.0,,3.0,70.0,271.0,6.0,8.0,164.0,36.0,17.0,20.0,7.0,21.0,14.0,,104.0,5.0,207.0,,1.0,11.0,1.0,47.0,3.0,350.0,,0.0,14.0,5.0,2.0,13.0,1.0,501.0,22.0,7.0,14.0,7.0,3.0,0.0
2367636,10.0,2023-10-29 13:00:00,21,West Ham,Home,305.0,23.0,1.0,6.0,5.0,2.0,3.0,243.0,5.0,,4.0,1.0,8.0,29.0,542.0,,,29.0,18.0,13.0,6.0,4.0,1.0,,,,,,,,,8.0,,,,,,2.0,6.0,6.0,4.0,8.0,4.0,,108.0,64.0,1.0,1.0,,,8.0,2.0,5.0,,,4.0,6.0,7.0,,20.0,2.0,59.0,58.0,,13.0,4.0,,1.0,75.0,7.0,10.0,,4.0,3.0,,217.0,,,,,,,5.0,,,,,,,,,4.0,,8.0,8.0,2.0,4.0,161.0,81.0,46.0,3.0,,6.0,4.0,2.0,631.0,,,2.0,2.0,,91.0,88.0,35.0,,,,,,167.0,167.0,,33.0,27.0,63.7,,,,,19.0,0.0,,,,163.0,1.0,2.0,3.0,,,,8.0,,,3.0,103.0,527.0,8.0,10.0,329.0,61.0,13.0,27.0,4.0,20.0,16.0,,159.0,6.0,340.0,,,13.0,8.0,63.0,1.0,649.0,3.0,0.0,12.0,17.0,1.0,32.0,4.0,863.0,30.0,11.0,18.0,4.0,7.0,0.0
