matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855281,11.0,2016-11-05 15:00:00,21,West Ham,Home,233.0,17.0,3.0,6.0,3.0,1.0,,183.0,2.0,,6.0,7.0,13.0,26.0,410.0,,,21.0,21.0,21.0,4.0,3.0,4.0,,,1.0,,,1.0,,,,4.0,,,,,,,8.0,6.0,6.0,5.0,4.0,,73.0,60.0,,,,3.0,10.0,1.0,2.0,,,6.0,15.0,4.0,,8.0,1.0,50.0,56.0,3.0,26.0,19.0,1.0,,63.0,11.0,9.0,,,1.0,,1.0,190.0,,,,,,,7.0,,,,1.0,,,,,19.0,,7.0,7.0,1.0,6.0,115.0,77.0,42.0,4.0,,4.0,3.0,2.0,478.0,,,1.0,1.0,67.0,66.0,27.0,,,,,,139.0,139.0,3.0,24.0,26.0,58.1,,2.0,,,10.0,0.0,,,,120.0,1.0,2.0,3.0,,,,6.0,,3.0,79.0,397.0,4.0,7.0,257.0,26.0,26.0,21.0,6.0,25.0,19.0,,113.0,7.0,266.0,2.0,1.0,31.0,15.0,64.0,4.0,498.0,,0.0,9.0,14.0,2.0,24.0,4.0,680.0,9.0,8.0,13.0,6.0,11.0,0.0
855289,12.0,2016-11-19 17:30:00,21,West Ham,Away,106.0,15.0,3.0,3.0,,1.0,,109.0,3.0,,2.0,14.0,9.0,35.0,212.0,,,16.0,12.0,13.0,6.0,1.0,5.0,1.0,,,,,1.0,,,,4.0,1.0,,1.0,,,,11.0,8.0,6.0,7.0,4.0,,53.0,68.0,1.0,,2.0,6.0,13.0,5.0,14.0,,,5.0,7.0,4.0,,8.0,3.0,56.0,68.0,6.0,39.0,23.0,1.0,,44.0,16.0,13.0,,1.0,2.0,,1.0,132.0,1.0,,,,1.0,,6.0,,,,1.0,,,,,23.0,1.0,23.0,23.0,2.0,2.0,64.0,72.0,30.0,4.0,2.0,2.0,6.0,3.0,269.0,,,2.0,5.0,61.0,23.0,17.0,1.0,1.0,1.0,,1.0,132.0,132.0,1.0,32.0,30.0,33.1,1.0,3.0,,,13.0,0.0,,,,45.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,,3.0,56.0,194.0,8.0,8.0,127.0,28.0,39.0,27.0,4.0,15.0,11.0,1.0,90.0,5.0,182.0,1.0,,40.0,10.0,82.0,6.0,294.0,,1.0,11.0,22.0,,18.0,2.0,525.0,19.0,9.0,20.0,5.0,19.0,0.0
855298,13.0,2016-11-27 16:30:00,21,West Ham,Away,84.0,8.0,3.0,6.0,3.0,2.0,2.0,113.0,4.0,1.0,3.0,10.0,13.0,35.0,191.0,,,14.0,25.0,10.0,3.0,1.0,1.0,,,1.0,,,1.0,,,,3.0,,,,,,1.0,6.0,13.0,4.0,3.0,3.0,,44.0,59.0,1.0,,1.0,6.0,13.0,,9.0,,,4.0,10.0,2.0,,14.0,5.0,64.0,52.0,6.0,38.0,13.0,,2.0,42.0,16.0,14.0,1.0,,4.0,2.0,1.0,119.0,1.0,1.0,1.0,,1.0,,14.0,,,,3.0,,,,,13.0,,12.0,12.0,1.0,3.0,61.0,69.0,28.0,8.0,,3.0,2.0,2.0,237.0,,,2.0,2.0,39.0,44.0,18.0,,,,,,132.0,132.0,2.0,26.0,19.0,31.6,,2.0,,1.0,13.0,0.0,,,,54.0,5.0,2.0,7.0,,1.0,,4.0,,3.0,55.0,173.0,6.0,5.0,109.0,19.0,38.0,14.0,4.0,18.0,14.0,,81.0,4.0,187.0,3.0,1.0,33.0,13.0,79.0,2.0,278.0,,0.0,6.0,16.0,,18.0,1.0,474.0,17.0,9.0,12.0,4.0,15.0,0.0
855311,14.0,2016-12-03 17:30:00,21,West Ham,Home,138.0,23.0,,3.0,3.0,,,258.0,2.0,1.0,2.0,1.0,13.0,24.0,393.0,,1.0,14.0,20.0,10.0,8.0,,,,,,1.0,,1.0,,,,8.0,,,1.0,,,1.0,5.0,14.0,5.0,6.0,4.0,,70.0,67.0,,,1.0,1.0,18.0,2.0,16.0,,1.0,3.0,6.0,8.0,,9.0,4.0,61.0,36.0,1.0,28.0,14.0,1.0,,64.0,10.0,10.0,,,3.0,,1.0,164.0,,,,,,,8.0,,,,,,,,1.0,14.0,1.0,18.0,18.0,3.0,2.0,128.0,87.0,44.0,2.0,,4.0,4.0,3.0,461.0,,,3.0,2.0,95.0,71.0,26.0,,,,,,146.0,146.0,4.0,26.0,29.0,50.5,1.0,,,1.0,18.0,0.0,,,,129.0,4.0,1.0,5.0,,1.0,,5.0,,3.0,111.0,375.0,10.0,8.0,161.0,45.0,28.0,12.0,3.0,17.0,14.0,,158.0,2.0,347.0,,1.0,22.0,14.0,66.0,,491.0,,0.0,10.0,12.0,2.0,20.0,3.0,667.0,17.0,9.0,4.0,3.0,9.0,0.0
855317,15.0,2016-12-11 16:30:00,21,West Ham,Away,91.0,7.0,,1.0,1.0,3.0,,105.0,7.0,2.0,5.0,6.0,2.0,34.0,195.0,,1.0,17.0,19.0,22.0,3.0,1.0,1.0,,1.0,,,,1.0,1.0,,,5.0,,,,,,1.0,4.0,16.0,3.0,3.0,5.0,,45.0,62.0,,,1.0,6.0,11.0,1.0,7.0,,,4.0,7.0,4.0,,6.0,1.0,43.0,44.0,6.0,50.0,27.0,1.0,,50.0,8.0,7.0,1.0,,2.0,,1.0,147.0,,,,,,,12.0,,,1.0,5.0,,,,1.0,27.0,,22.0,22.0,2.0,5.0,54.0,82.0,30.0,11.0,1.0,2.0,2.0,3.0,272.0,,,9.0,,60.0,37.0,22.0,,,,,,151.0,151.0,5.0,30.0,14.0,32.9,,2.0,1.0,1.0,11.0,0.0,,,,57.0,,1.0,1.0,,,,4.0,,2.0,48.0,176.0,5.0,4.0,119.0,26.0,50.0,8.0,4.0,15.0,11.0,,91.0,11.0,199.0,6.0,2.0,30.0,3.0,82.0,2.0,303.0,,0.0,8.0,11.0,1.0,23.0,0.0,503.0,4.0,11.0,4.0,4.0,8.0,0.0
855327,16.0,2016-12-14 19:45:00,21,West Ham,Home,153.0,19.0,3.0,7.0,4.0,2.0,,206.0,4.0,2.0,6.0,13.0,11.0,42.0,352.0,,,10.0,27.0,31.0,11.0,4.0,5.0,,,,,,,,,,12.0,,1.0,,1.0,1.0,2.0,2.0,3.0,5.0,10.0,10.0,,68.0,59.0,,1.0,1.0,3.0,14.0,3.0,3.0,,1.0,6.0,8.0,5.0,,5.0,2.0,48.0,56.0,3.0,29.0,16.0,,,66.0,12.0,15.0,,,2.0,,,165.0,,,,,,,4.0,,,,1.0,,,,1.0,16.0,2.0,8.0,8.0,2.0,6.0,99.0,89.0,56.0,1.0,1.0,9.0,6.0,7.0,411.0,,,2.0,1.0,60.0,63.0,27.0,,,,,1.0,127.0,127.0,1.0,19.0,24.0,58.4,2.0,,,,14.0,0.0,,,,108.0,1.0,1.0,2.0,,,,10.0,,3.0,98.0,333.0,6.0,15.0,173.0,40.0,29.0,12.0,3.0,16.0,13.0,,146.0,9.0,283.0,1.0,2.0,35.0,11.0,80.0,,440.0,,0.0,20.0,7.0,,16.0,0.0,610.0,20.0,12.0,6.0,6.0,5.0,0.0
855341,17.0,2016-12-17 15:00:00,21,West Ham,Home,150.0,15.0,5.0,6.0,1.0,3.0,,200.0,5.0,,3.0,10.0,15.0,31.0,344.0,,1.0,12.0,21.0,22.0,8.0,5.0,7.0,,,1.0,,2.0,3.0,,,,8.0,1.0,,,,,,3.0,11.0,5.0,10.0,9.0,,59.0,52.0,1.0,1.0,1.0,3.0,10.0,9.0,5.0,1.0,,10.0,7.0,5.0,,9.0,3.0,56.0,46.0,3.0,38.0,25.0,,2.0,57.0,13.0,8.0,,,6.0,1.0,3.0,144.0,,,,,,,10.0,,,,1.0,,,,1.0,25.0,1.0,21.0,21.0,2.0,3.0,110.0,82.0,50.0,6.0,1.0,3.0,10.0,6.0,394.0,,,4.0,2.0,40.0,82.0,28.0,,,,,1.0,125.0,125.0,1.0,30.0,16.0,56.3,,,,,10.0,0.0,,,,106.0,4.0,1.0,4.0,,,,4.0,,3.0,86.0,333.0,7.0,13.0,165.0,26.0,38.0,20.0,10.0,23.0,13.0,,123.0,12.0,277.0,1.0,,36.0,15.0,73.0,1.0,419.0,,0.0,19.0,7.0,1.0,15.0,2.0,624.0,18.0,7.0,9.0,10.0,5.0,0.0
855350,18.0,2016-12-26 15:00:00,21,West Ham,Away,162.0,24.0,2.0,4.0,2.0,7.0,,160.0,7.0,,1.0,14.0,16.0,44.0,318.0,,,14.0,16.0,31.0,9.0,,1.0,,,,,,,,,,13.0,,,,,,,7.0,10.0,4.0,11.0,3.0,,77.0,58.0,4.0,1.0,4.0,4.0,22.0,3.0,6.0,,,4.0,7.0,3.0,1.0,9.0,4.0,50.0,69.0,4.0,37.0,21.0,,,49.0,12.0,9.0,1.0,,1.0,1.0,,156.0,3.0,1.0,2.0,2.0,1.0,,11.0,,,3.0,1.0,,,,,21.0,,10.0,10.0,1.0,1.0,93.0,77.0,43.0,8.0,2.0,3.0,9.0,7.0,381.0,,,1.0,,80.0,31.0,18.0,,,,,,133.0,133.0,,26.0,26.0,43.8,,,,,22.0,0.0,,,,82.0,3.0,3.0,6.0,,,,4.0,,3.0,62.0,297.0,17.0,12.0,180.0,36.0,37.0,19.0,4.0,15.0,11.0,,90.0,14.0,243.0,1.0,,40.0,19.0,83.0,1.0,408.0,,0.0,14.0,20.0,,18.0,0.0,604.0,21.0,10.0,11.0,4.0,12.0,0.0
855356,19.0,2016-12-31 15:00:00,21,West Ham,Away,187.0,22.0,2.0,7.0,5.0,6.0,,188.0,6.0,1.0,5.0,13.0,6.0,43.0,368.0,,,20.0,19.0,40.0,9.0,2.0,3.0,,,,,2.0,3.0,,,,15.0,,,1.0,,,3.0,3.0,9.0,3.0,11.0,13.0,,61.0,60.0,,2.0,,3.0,15.0,9.0,9.0,,,7.0,11.0,7.0,,12.0,2.0,51.0,68.0,3.0,21.0,13.0,,,53.0,8.0,10.0,,,6.0,4.0,3.0,180.0,,,,,,,9.0,,,,2.0,,,,,13.0,1.0,7.0,7.0,3.0,5.0,120.0,86.0,55.0,7.0,,7.0,4.0,5.0,462.0,,,2.0,2.0,60.0,58.0,40.0,,,,,,170.0,170.0,2.0,31.0,21.0,60.3,1.0,,,,15.0,0.0,,,,120.0,2.0,1.0,4.0,,,,10.0,1.0,3.0,81.0,352.0,4.0,11.0,221.0,42.0,21.0,11.0,7.0,29.0,22.0,,124.0,22.0,289.0,2.0,1.0,25.0,8.0,69.0,2.0,481.0,,0.0,24.0,10.0,2.0,25.0,3.0,682.0,25.0,11.0,8.0,7.0,7.0,0.0
855371,20.0,2017-01-02 17:15:00,21,West Ham,Home,176.0,16.0,,3.0,3.0,4.0,1.0,136.0,1.0,,6.0,13.0,10.0,25.0,309.0,,1.0,14.0,8.0,8.0,6.0,1.0,1.0,,,,,,,,,1.0,6.0,,,,,,1.0,7.0,8.0,5.0,3.0,5.0,,59.0,60.0,1.0,1.0,,2.0,16.0,1.0,6.0,,2.0,2.0,4.0,4.0,,10.0,4.0,40.0,46.0,2.0,18.0,9.0,1.0,,46.0,9.0,13.0,,,3.0,2.0,,163.0,,,,,,,8.0,,,,1.0,,,,1.0,9.0,,12.0,12.0,1.0,6.0,97.0,60.0,32.0,1.0,,4.0,3.0,2.0,366.0,,,2.0,2.0,46.0,53.0,19.0,,,,,,137.0,137.0,1.0,36.0,14.0,36.2,,,,1.0,16.0,0.0,,,,77.0,4.0,,4.0,,,,5.0,,3.0,65.0,291.0,6.0,7.0,203.0,33.0,18.0,21.0,2.0,12.0,10.0,,101.0,7.0,205.0,1.0,,25.0,11.0,52.0,,396.0,,1.0,8.0,13.0,1.0,18.0,2.0,569.0,11.0,17.0,13.0,2.0,9.0,0.0
855381,21.0,2017-01-14 15:00:00,21,West Ham,Home,114.0,27.0,1.0,6.0,5.0,3.0,,146.0,4.0,,3.0,9.0,10.0,40.0,254.0,,1.0,21.0,20.0,20.0,5.0,2.0,,1.0,,1.0,,,1.0,,,1.0,10.0,,,,,,2.0,7.0,3.0,7.0,8.0,6.0,,45.0,55.0,2.0,,2.0,5.0,14.0,4.0,4.0,,,2.0,9.0,3.0,,8.0,2.0,49.0,65.0,5.0,28.0,20.0,,,51.0,10.0,13.0,3.0,,4.0,1.0,1.0,110.0,3.0,,3.0,3.0,,1.0,7.0,,,3.0,1.0,,,,1.0,20.0,,6.0,6.0,,3.0,94.0,67.0,32.0,2.0,,4.0,6.0,3.0,318.0,,,3.0,1.0,65.0,43.0,23.0,,,,,,135.0,135.0,2.0,24.0,21.0,44.1,,,,,14.0,0.0,,,,93.0,,1.0,1.0,,2.0,1.0,7.0,,3.0,73.0,238.0,6.0,10.0,135.0,45.0,28.0,22.0,2.0,15.0,13.0,2.0,106.0,9.0,222.0,1.0,,20.0,10.0,68.0,1.0,342.0,,0.0,14.0,19.0,1.0,28.0,4.0,540.0,19.0,12.0,13.0,2.0,12.0,0.0
855388,22.0,2017-01-21 15:00:00,21,West Ham,Away,121.0,22.0,2.0,5.0,3.0,3.0,,139.0,4.0,,3.0,4.0,9.0,33.0,255.0,,3.0,10.0,21.0,23.0,9.0,,2.0,1.0,,,,,,,,,11.0,,,,,,,6.0,7.0,4.0,9.0,4.0,,60.0,63.0,4.0,3.0,2.0,5.0,14.0,3.0,13.0,,,5.0,8.0,,,10.0,1.0,64.0,54.0,5.0,49.0,28.0,,1.0,62.0,14.0,7.0,2.0,,1.0,,,125.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,,,2.0,1.0,,,,1.0,28.0,,13.0,13.0,1.0,3.0,80.0,74.0,34.0,7.0,,4.0,7.0,5.0,313.0,,,4.0,,53.0,29.0,21.0,,,,,,130.0,130.0,2.0,31.0,21.0,38.5,,,,1.0,14.0,0.0,,,,73.0,1.0,,1.0,,,1.0,5.0,,3.0,75.0,239.0,8.0,11.0,139.0,39.0,49.0,15.0,4.0,12.0,8.0,2.0,113.0,9.0,211.0,1.0,,18.0,10.0,73.0,,338.0,,0.0,13.0,18.0,4.0,17.0,1.0,541.0,20.0,14.0,6.0,5.0,15.0,0.0
855399,23.0,2017-02-01 19:45:00,21,West Ham,Home,106.0,14.0,,4.0,4.0,1.0,,109.0,4.0,,,8.0,12.0,25.0,211.0,,1.0,7.0,14.0,16.0,3.0,,1.0,,,,,,2.0,,,,3.0,,,,,,,9.0,7.0,4.0,1.0,5.0,,51.0,60.0,1.0,1.0,,1.0,13.0,4.0,14.0,,1.0,2.0,7.0,1.0,,9.0,,52.0,50.0,1.0,24.0,14.0,1.0,,46.0,11.0,14.0,,,3.0,1.0,2.0,108.0,,,,,,,5.0,,,,,,,,1.0,14.0,,23.0,23.0,2.0,,52.0,62.0,32.0,4.0,,1.0,2.0,1.0,256.0,,,2.0,1.0,41.0,39.0,18.0,1.0,1.0,1.0,,,116.0,116.0,5.0,26.0,26.0,29.7,,,,,13.0,0.0,,,,70.0,,,,,,,1.0,,3.0,49.0,195.0,8.0,3.0,119.0,26.0,24.0,14.0,2.0,11.0,9.0,,85.0,6.0,173.0,,,28.0,12.0,59.0,6.0,281.0,,0.0,6.0,13.0,2.0,15.0,3.0,444.0,9.0,10.0,9.0,2.0,11.0,0.0
855408,24.0,2017-02-04 15:00:00,21,West Ham,Away,141.0,21.0,,3.0,3.0,5.0,,159.0,8.0,,2.0,7.0,7.0,43.0,297.0,1.0,2.0,10.0,14.0,24.0,3.0,,1.0,,1.0,,,,1.0,,1.0,1.0,4.0,,,,,,,10.0,13.0,8.0,2.0,4.0,,70.0,68.0,1.0,,1.0,2.0,20.0,1.0,10.0,,,2.0,5.0,5.0,,8.0,4.0,54.0,55.0,2.0,26.0,14.0,,1.0,69.0,15.0,12.0,1.0,,2.0,1.0,1.0,167.0,1.0,,1.0,1.0,,,13.0,,,1.0,1.0,,,,,14.0,,11.0,11.0,1.0,2.0,83.0,87.0,57.0,3.0,2.0,1.0,3.0,4.0,365.0,,,3.0,2.0,57.0,58.0,15.0,,,,,,141.0,141.0,1.0,25.0,33.0,44.9,,,3.0,,20.0,0.0,,,,74.0,3.0,3.0,6.0,,,,1.0,,3.0,55.0,278.0,10.0,4.0,163.0,30.0,26.0,12.0,2.0,13.0,11.0,,99.0,10.0,244.0,1.0,,23.0,12.0,76.0,3.0,394.0,1.0,0.0,6.0,15.0,2.0,15.0,2.0,561.0,6.0,9.0,5.0,2.0,10.0,0.0
855421,25.0,2017-02-11 15:00:00,21,West Ham,Home,207.0,24.0,2.0,8.0,6.0,2.0,,246.0,,,6.0,7.0,16.0,37.0,445.0,,,18.0,15.0,14.0,10.0,1.0,1.0,,,,,,1.0,,,,13.0,,,,,,1.0,5.0,7.0,1.0,7.0,9.0,,83.0,62.0,,,1.0,1.0,19.0,8.0,11.0,,4.0,7.0,15.0,5.0,,10.0,,50.0,48.0,1.0,19.0,13.0,1.0,,68.0,7.0,13.0,,,3.0,2.0,1.0,181.0,1.0,,,1.0,,,3.0,,,2.0,,,,,,13.0,1.0,7.0,7.0,,6.0,135.0,82.0,54.0,5.0,2.0,2.0,10.0,4.0,515.0,,,1.0,2.0,80.0,79.0,37.0,,,,,,149.0,149.0,1.0,27.0,27.0,65.4,,2.0,1.0,,19.0,0.0,,,,136.0,1.0,,1.0,,1.0,,4.0,3.0,3.0,115.0,428.0,15.0,12.0,225.0,45.0,19.0,17.0,6.0,28.0,22.0,,166.0,4.0,338.0,,,23.0,19.0,72.0,3.0,535.0,,0.0,16.0,11.0,,20.0,3.0,731.0,34.0,15.0,10.0,7.0,6.0,0.0
855430,26.0,2017-02-25 17:30:00,21,West Ham,Away,205.0,19.0,1.0,3.0,2.0,4.0,1.0,168.0,3.0,,2.0,6.0,7.0,41.0,370.0,,,23.0,31.0,22.0,9.0,,2.0,2.0,,1.0,,,1.0,,1.0,,9.0,,,,1.0,,1.0,7.0,5.0,4.0,6.0,7.0,,64.0,65.0,1.0,1.0,1.0,2.0,12.0,4.0,7.0,,1.0,6.0,15.0,5.0,,10.0,,63.0,68.0,2.0,31.0,23.0,,,52.0,14.0,18.0,,,4.0,3.0,1.0,193.0,,,,,,1.0,8.0,,,1.0,,,,,1.0,23.0,1.0,12.0,12.0,,2.0,106.0,84.0,47.0,4.0,,4.0,5.0,2.0,435.0,,,5.0,,59.0,73.0,30.0,1.0,1.0,1.0,,,149.0,149.0,6.0,23.0,32.0,64.4,1.0,,1.0,,12.0,0.0,,,,100.0,,,,1.0,1.0,2.0,7.0,1.0,2.0,83.0,350.0,6.0,9.0,235.0,36.0,31.0,17.0,5.0,28.0,23.0,2.0,120.0,8.0,256.0,,,28.0,7.0,82.0,2.0,463.0,,1.0,13.0,14.0,1.0,25.0,1.0,675.0,18.0,14.0,14.0,6.0,12.0,0.0
855441,27.0,2017-03-06 20:00:00,21,West Ham,Home,221.0,27.0,1.0,6.0,5.0,2.0,,248.0,2.0,,6.0,11.0,11.0,37.0,463.0,,,19.0,18.0,19.0,6.0,,3.0,,,,,,1.0,,,,7.0,,,,,,,6.0,8.0,1.0,5.0,6.0,,100.0,67.0,,,,3.0,15.0,3.0,8.0,,,6.0,15.0,10.0,,9.0,2.0,49.0,52.0,3.0,7.0,6.0,,,60.0,8.0,8.0,,,3.0,1.0,1.0,164.0,1.0,,1.0,1.0,,,5.0,,,1.0,3.0,,,,,6.0,,14.0,14.0,,6.0,142.0,89.0,55.0,4.0,1.0,4.0,3.0,2.0,536.0,,,2.0,3.0,93.0,54.0,32.0,,,,,,155.0,155.0,5.0,20.0,32.0,51.8,,,,,15.0,0.0,,,,148.0,2.0,,2.0,,1.0,,6.0,,3.0,79.0,450.0,9.0,7.0,236.0,44.0,7.0,13.0,6.0,32.0,26.0,,119.0,9.0,350.0,3.0,,31.0,13.0,71.0,1.0,554.0,,0.0,11.0,18.0,,21.0,0.0,744.0,16.0,17.0,7.0,6.0,13.0,0.0
855442,28.0,2017-03-11 15:00:00,21,West Ham,Away,103.0,19.0,1.0,3.0,2.0,4.0,,157.0,7.0,,,5.0,10.0,44.0,257.0,1.0,1.0,21.0,23.0,16.0,8.0,2.0,2.0,,,,,,,,,,11.0,,,,,,3.0,8.0,17.0,5.0,9.0,7.0,,48.0,46.0,1.0,,1.0,,15.0,5.0,14.0,,1.0,6.0,10.0,4.0,,12.0,4.0,66.0,59.0,,28.0,15.0,,,71.0,15.0,16.0,1.0,,3.0,3.0,,145.0,2.0,,2.0,2.0,,,10.0,,,2.0,1.0,,,,1.0,15.0,,19.0,19.0,2.0,,79.0,72.0,40.0,5.0,,3.0,9.0,7.0,303.0,,,4.0,2.0,57.0,33.0,34.0,,2.0,2.0,1.0,,138.0,138.0,5.0,15.0,20.0,48.6,,3.0,,,15.0,0.0,,,,68.0,4.0,2.0,6.0,,,,4.0,2.0,3.0,79.0,233.0,11.0,12.0,124.0,40.0,28.0,20.0,5.0,22.0,17.0,,122.0,11.0,238.0,1.0,,20.0,10.0,80.0,,340.0,2.0,0.0,16.0,13.0,1.0,25.0,2.0,554.0,21.0,12.0,14.0,6.0,8.0,0.0
855461,29.0,2017-03-18 15:00:00,21,West Ham,Home,180.0,22.0,3.0,7.0,4.0,5.0,,221.0,4.0,1.0,5.0,12.0,8.0,50.0,394.0,,1.0,21.0,16.0,35.0,12.0,2.0,5.0,,1.0,,,1.0,3.0,,,2.0,10.0,,,,,,1.0,5.0,8.0,3.0,12.0,8.0,,63.0,72.0,2.0,2.0,1.0,2.0,12.0,5.0,8.0,,,6.0,16.0,10.0,,12.0,1.0,54.0,81.0,2.0,22.0,17.0,,,70.0,10.0,14.0,,,6.0,2.0,3.0,175.0,1.0,,1.0,,1.0,,7.0,,,,1.0,,,,,17.0,,15.0,15.0,2.0,6.0,119.0,84.0,53.0,5.0,2.0,8.0,7.0,7.0,456.0,,,2.0,,73.0,68.0,37.0,,,,,,153.0,153.0,4.0,29.0,31.0,58.6,,,,,12.0,0.0,,,,121.0,,2.0,2.0,,2.0,,8.0,1.0,3.0,109.0,378.0,7.0,15.0,199.0,31.0,22.0,24.0,6.0,34.0,28.0,,150.0,17.0,313.0,1.0,1.0,23.0,8.0,75.0,2.0,478.0,,0.0,20.0,20.0,1.0,25.0,0.0,710.0,24.0,12.0,13.0,6.0,15.0,0.0
855465,30.0,2017-04-01 15:00:00,21,West Ham,Away,167.0,15.0,2.0,12.0,10.0,2.0,1.0,202.0,2.0,1.0,2.0,10.0,15.0,28.0,357.0,,,27.0,16.0,24.0,6.0,1.0,1.0,,,,,,,,,,11.0,,,,,,,5.0,6.0,1.0,8.0,4.0,,68.0,65.0,2.0,1.0,1.0,3.0,13.0,1.0,5.0,,,5.0,10.0,15.0,,10.0,,47.0,65.0,3.0,30.0,15.0,,1.0,69.0,9.0,15.0,1.0,,1.0,2.0,,161.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,1.0,15.0,,15.0,15.0,1.0,2.0,116.0,73.0,39.0,5.0,,5.0,3.0,4.0,429.0,,,1.0,1.0,88.0,52.0,38.0,,,,,,158.0,158.0,8.0,22.0,29.0,54.3,,3.0,,1.0,13.0,0.0,,,,109.0,,1.0,1.0,,,,7.0,,3.0,84.0,338.0,9.0,8.0,183.0,41.0,30.0,21.0,4.0,31.0,27.0,,137.0,7.0,302.0,,1.0,24.0,15.0,61.0,1.0,454.0,,0.0,12.0,14.0,,37.0,2.0,689.0,16.0,11.0,12.0,5.0,10.0,0.0
855472,31.0,2017-04-05 19:45:00,21,West Ham,Away,146.0,13.0,,2.0,2.0,,1.0,122.0,4.0,,3.0,5.0,11.0,23.0,266.0,,,16.0,15.0,13.0,3.0,,,,,2.0,,,2.0,,1.0,,4.0,,,,,,1.0,3.0,13.0,8.0,2.0,5.0,,56.0,63.0,,,,3.0,15.0,1.0,16.0,,,,9.0,2.0,,8.0,1.0,54.0,60.0,3.0,28.0,14.0,1.0,1.0,55.0,5.0,11.0,,,4.0,1.0,2.0,138.0,,,,,,,11.0,,,,,,,,,14.0,,19.0,19.0,1.0,3.0,69.0,72.0,34.0,5.0,,1.0,2.0,2.0,315.0,,,6.0,1.0,56.0,34.0,14.0,,,,,,126.0,126.0,,35.0,17.0,34.2,,,,,15.0,0.0,,,,84.0,4.0,1.0,5.0,,,,4.0,,3.0,56.0,250.0,7.0,3.0,165.0,27.0,28.0,28.0,,12.0,12.0,,90.0,9.0,194.0,,,19.0,11.0,64.0,3.0,347.0,,0.0,7.0,18.0,,21.0,2.0,545.0,7.0,8.0,18.0,,13.0,0.0
