matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059811,11,2019-11-02 15:00:00,21,West Ham,Home,156.0,15.0,6.0,8.0,2.0,,,353.0,3.0,1.0,5.0,3.0,6.0,24.0,501.0,,,32.0,20.0,18.0,6.0,6.0,7.0,,,,,,,,9.0,,,,,,6.0,7.0,5.0,13.0,3.0,67.0,57.0,,,1.0,,12.0,4.0,16.0,,,7.0,17.0,8.0,1.0,6.0,6.0,64.0,49.0,,12.0,9.0,1.0,,,,,,89.0,10.0,7.0,,3.0,2.0,,188.0,1.0,,1.0,1.0,,,3.0,1.0,,,9.0,,5.0,5.0,,5.0,166.0,57.0,42.0,3.0,1.0,5.0,8.0,6.0,567.0,,3.0,,149.0,73.0,51.0,,,,,,149.0,149.0,3.0,29.0,20.0,69.5,,,,,12.0,0.0,162.0,4.0,2.0,6.0,,,,6.0,,3.0,190.0,487.0,4.0,13.0,179.0,31.0,12.0,23.0,7.0,34.0,27.0,,233.0,5.0,438.0,,1.0,12.0,8.0,45.0,1.0,583.0,,0.0,16.0,13.0,1.0,32.0,2.0,788.0,35.0,19.0,11.0,7.0,8.0,0.0
1059812,12,2019-11-09 15:00:00,21,West Ham,Away,167.0,13.0,,,,2.0,,181.0,2.0,1.0,6.0,6.0,7.0,27.0,348.0,,,17.0,35.0,26.0,6.0,,1.0,,,,,,1.0,,5.0,,,,,1.0,4.0,10.0,5.0,3.0,4.0,70.0,55.0,1.0,1.0,,2.0,15.0,1.0,14.0,,,4.0,12.0,5.0,,4.0,5.0,65.0,57.0,2.0,21.0,10.0,2.0,,,,,,46.0,10.0,16.0,,1.0,1.0,,167.0,,,,,,,6.0,,,,10.0,,12.0,12.0,1.0,6.0,114.0,84.0,38.0,11.0,,2.0,4.0,4.0,421.0,1.0,2.0,1.0,81.0,49.0,24.0,,,,,,159.0,159.0,2.0,22.0,19.0,60.0,,,,3.0,15.0,0.0,108.0,6.0,4.0,10.0,,,,2.0,,3.0,89.0,324.0,5.0,6.0,198.0,33.0,21.0,7.0,3.0,21.0,18.0,,121.0,9.0,282.0,,1.0,36.0,9.0,80.0,1.0,459.0,1.0,0.0,7.0,14.0,2.0,20.0,1.0,633.0,16.0,14.0,4.0,4.0,8.0,0.0
1059831,13,2019-11-23 12:30:00,21,West Ham,Home,152.0,16.0,2.0,6.0,4.0,2.0,1.0,171.0,2.0,,4.0,9.0,3.0,33.0,317.0,1.0,,24.0,27.0,22.0,6.0,2.0,2.0,,,,,1.0,,,7.0,,,,,1.0,7.0,10.0,5.0,8.0,3.0,64.0,66.0,,,,1.0,22.0,3.0,11.0,,1.0,3.0,11.0,5.0,1.0,12.0,1.0,68.0,66.0,1.0,13.0,8.0,,,,,,,46.0,12.0,14.0,,3.0,2.0,1.0,148.0,2.0,1.0,2.0,1.0,1.0,,4.0,1.0,,1.0,8.0,,5.0,5.0,1.0,4.0,100.0,79.0,53.0,7.0,,4.0,6.0,4.0,381.0,3.0,2.0,,74.0,71.0,26.0,,,,,,147.0,147.0,5.0,23.0,31.0,47.1,,,,1.0,22.0,0.0,95.0,1.0,2.0,3.0,,,,4.0,,3.0,75.0,297.0,11.0,10.0,177.0,31.0,13.0,19.0,3.0,21.0,18.0,,108.0,9.0,251.0,,,25.0,3.0,62.0,4.0,407.0,1.0,0.0,11.0,18.0,,27.0,3.0,612.0,18.0,14.0,12.0,3.0,6.0,0.0
1059833,14,2019-11-30 15:00:00,21,West Ham,Away,97.0,11.0,2.0,5.0,3.0,5.0,,156.0,7.0,,3.0,7.0,8.0,29.0,248.0,,,12.0,21.0,25.0,3.0,1.0,2.0,,,,,,,,3.0,,,,,,9.0,14.0,5.0,5.0,,49.0,65.0,2.0,2.0,,5.0,18.0,,27.0,,1.0,3.0,7.0,5.0,1.0,5.0,2.0,70.0,62.0,5.0,30.0,14.0,,1.0,,,,,60.0,16.0,,,,,,162.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,1.0,14.0,,15.0,15.0,2.0,3.0,81.0,72.0,39.0,9.0,,1.0,4.0,4.0,331.0,4.0,,,61.0,67.0,16.0,,,,,,138.0,138.0,2.0,31.0,20.0,34.3,,,,,18.0,0.0,62.0,4.0,2.0,6.0,,,,1.0,,3.0,71.0,235.0,8.0,5.0,124.0,24.0,30.0,13.0,3.0,15.0,12.0,,119.0,14.0,245.0,1.0,,27.0,9.0,68.0,,354.0,1.0,0.0,5.0,26.0,1.0,14.0,3.0,545.0,13.0,13.0,11.0,3.0,13.0,0.0
1059847,15,2019-12-04 19:30:00,21,West Ham,Away,200.0,20.0,2.0,2.0,,3.0,,206.0,2.0,,3.0,3.0,13.0,25.0,404.0,,1.0,15.0,28.0,16.0,4.0,1.0,1.0,,,,,,,1.0,5.0,,,,,,4.0,12.0,1.0,4.0,2.0,75.0,67.0,1.0,1.0,,4.0,16.0,1.0,16.0,,,4.0,8.0,3.0,,8.0,2.0,63.0,63.0,4.0,17.0,11.0,,1.0,,,,,56.0,9.0,7.0,,1.0,1.0,,168.0,,,,,,,6.0,,,1.0,11.0,,13.0,13.0,1.0,3.0,125.0,84.0,52.0,5.0,,1.0,4.0,3.0,477.0,,2.0,,88.0,53.0,28.0,,,,,,143.0,143.0,3.0,26.0,34.0,50.6,,,,,16.0,0.0,128.0,5.0,,5.0,,,,2.0,,3.0,81.0,393.0,6.0,5.0,214.0,42.0,17.0,21.0,4.0,16.0,12.0,,123.0,7.0,298.0,,,14.0,15.0,53.0,3.0,496.0,1.0,0.0,6.0,23.0,3.0,18.0,2.0,676.0,12.0,17.0,17.0,4.0,15.0,0.0
1059861,16,2019-12-09 20:00:00,21,West Ham,Home,78.0,12.0,1.0,3.0,2.0,,,213.0,2.0,,1.0,5.0,4.0,26.0,288.0,,,15.0,18.0,13.0,5.0,,3.0,,,,,,,,7.0,,,,,1.0,9.0,7.0,3.0,6.0,5.0,65.0,56.0,,,,,15.0,3.0,12.0,,1.0,4.0,8.0,6.0,1.0,5.0,,54.0,52.0,,10.0,6.0,,,,,,,65.0,12.0,6.0,,2.0,1.0,,138.0,1.0,,1.0,,1.0,,3.0,,,,6.0,,17.0,17.0,1.0,1.0,81.0,51.0,28.0,3.0,,2.0,4.0,4.0,352.0,3.0,1.0,,84.0,72.0,22.0,,,,,,121.0,121.0,14.0,15.0,24.0,35.8,,3.0,,,15.0,0.0,81.0,,,,,,,4.0,,3.0,122.0,278.0,8.0,6.0,93.0,25.0,10.0,14.0,4.0,19.0,15.0,,168.0,5.0,291.0,,,19.0,4.0,49.0,1.0,365.0,,0.0,11.0,27.0,,20.0,2.0,541.0,25.0,9.0,7.0,4.0,16.0,0.0
1059870,17,2019-12-14 17:30:00,21,West Ham,Away,87.0,15.0,2.0,7.0,5.0,7.0,,138.0,6.0,,1.0,11.0,11.0,33.0,218.0,,,17.0,34.0,31.0,6.0,3.0,2.0,1.0,,,,,,,8.0,,,,,1.0,6.0,7.0,4.0,9.0,2.0,49.0,72.0,,,,3.0,17.0,4.0,8.0,,2.0,8.0,10.0,3.0,,9.0,,68.0,69.0,3.0,29.0,16.0,,,,,,,60.0,14.0,9.0,1.0,2.0,,,196.0,1.0,,1.0,1.0,,,12.0,1.0,,2.0,16.0,,12.0,12.0,,1.0,59.0,82.0,37.0,5.0,,3.0,7.0,4.0,331.0,,2.0,,70.0,40.0,25.0,,,,,,194.0,194.0,1.0,34.0,33.0,43.0,,,,1.0,17.0,0.0,55.0,1.0,1.0,2.0,,2.0,1.0,3.0,,3.0,63.0,202.0,6.0,10.0,131.0,39.0,29.0,18.0,7.0,20.0,13.0,1.0,114.0,17.0,248.0,,,40.0,12.0,87.0,2.0,359.0,,0.0,11.0,17.0,,24.0,3.0,561.0,22.0,14.0,12.0,8.0,11.0,0.0
1059881,18,2020-01-29 19:45:00,21,West Ham,Home,163.0,9.0,,6.0,6.0,2.0,2.0,81.0,3.0,1.0,6.0,6.0,7.0,20.0,238.0,,,21.0,14.0,16.0,3.0,2.0,1.0,,,,,,,,4.0,,,,,2.0,3.0,7.0,6.0,5.0,2.0,63.0,64.0,1.0,1.0,,,20.0,,10.0,,,3.0,8.0,5.0,,8.0,3.0,46.0,51.0,,19.0,8.0,,,,,,,37.0,6.0,6.0,,3.0,3.0,,137.0,,,,,,,4.0,,1.0,,8.0,1.0,9.0,9.0,1.0,6.0,61.0,54.0,24.0,7.0,,2.0,3.0,4.0,319.0,3.0,2.0,,47.0,22.0,19.0,1.0,1.0,1.0,,,142.0,142.0,2.0,32.0,18.0,29.4,,,,,20.0,0.0,70.0,2.0,1.0,3.0,,,,3.0,,1.0,31.0,229.0,9.0,5.0,202.0,31.0,19.0,21.0,3.0,19.0,16.0,,61.0,4.0,148.0,1.0,1.0,19.0,9.0,57.0,1.0,331.0,,0.0,7.0,17.0,2.0,22.0,2.0,519.0,11.0,15.0,12.0,3.0,9.0,0.0
1059885,19,2019-12-26 15:00:00,21,West Ham,Away,115.0,24.0,3.0,7.0,4.0,1.0,,180.0,4.0,,2.0,6.0,5.0,31.0,288.0,1.0,1.0,17.0,16.0,27.0,6.0,2.0,1.0,,,,,,,,8.0,,,,,1.0,8.0,11.0,2.0,7.0,3.0,54.0,69.0,1.0,,1.0,1.0,17.0,3.0,24.0,,,6.0,7.0,12.0,,5.0,2.0,65.0,78.0,1.0,27.0,12.0,,2.0,,,,,58.0,10.0,5.0,,,,,169.0,1.0,,1.0,1.0,,,9.0,1.0,,,12.0,,20.0,20.0,3.0,2.0,78.0,67.0,36.0,7.0,1.0,4.0,5.0,2.0,372.0,1.0,1.0,,71.0,49.0,29.0,,,,,,153.0,153.0,2.0,32.0,30.0,41.8,,3.0,,4.0,17.0,0.0,89.0,2.0,,2.0,,1.0,,5.0,,3.0,91.0,275.0,7.0,9.0,136.0,47.0,27.0,27.0,6.0,25.0,19.0,,147.0,9.0,279.0,,,21.0,7.0,70.0,2.0,390.0,1.0,0.0,10.0,30.0,1.0,20.0,2.0,608.0,24.0,11.0,16.0,6.0,15.0,0.0
1059901,20,2019-12-28 17:30:00,21,West Ham,Home,113.0,18.0,3.0,7.0,4.0,3.0,,165.0,2.0,,5.0,4.0,7.0,25.0,271.0,2.0,1.0,22.0,14.0,25.0,8.0,3.0,5.0,1.0,,,,,,,9.0,,,,,,10.0,10.0,3.0,11.0,3.0,69.0,65.0,,,,1.0,12.0,5.0,11.0,,,5.0,7.0,5.0,,4.0,3.0,52.0,73.0,1.0,17.0,14.0,,,,,,,53.0,16.0,4.0,,,1.0,,161.0,1.0,,1.0,1.0,,,3.0,1.0,,,14.0,,10.0,10.0,1.0,6.0,77.0,67.0,35.0,6.0,1.0,3.0,9.0,4.0,370.0,3.0,1.0,,79.0,62.0,25.0,,1.0,1.0,1.0,,159.0,159.0,3.0,26.0,29.0,42.7,,,,,27.0,0.0,76.0,4.0,2.0,6.0,,1.0,1.0,5.0,1.0,3.0,72.0,260.0,12.0,12.0,150.0,33.0,17.0,27.0,4.0,17.0,13.0,1.0,110.0,11.0,250.0,,,31.0,11.0,65.0,2.0,383.0,2.0,0.0,14.0,24.0,1.0,30.0,4.0,591.0,24.0,14.0,20.0,5.0,14.0,0.0
1059911,21,2020-01-01 17:30:00,21,West Ham,Home,173.0,13.0,4.0,6.0,2.0,2.0,,185.0,1.0,,2.0,6.0,5.0,22.0,352.0,2.0,,12.0,22.0,18.0,5.0,2.0,3.0,,,1.0,,1.0,,,9.0,1.0,,,,,2.0,3.0,,10.0,4.0,88.0,72.0,2.0,1.0,2.0,2.0,19.0,2.0,13.0,,3.0,9.0,12.0,3.0,,7.0,1.0,58.0,62.0,2.0,14.0,9.0,,,,,,,52.0,3.0,11.0,2.0,8.0,2.0,1.0,183.0,3.0,,2.0,3.0,,,2.0,3.0,,,9.0,,9.0,9.0,,3.0,89.0,83.0,46.0,2.0,2.0,4.0,6.0,7.0,425.0,,1.0,,72.0,56.0,28.0,,,,,1.0,152.0,152.0,9.0,33.0,22.0,42.6,,,,,19.0,0.0,84.0,2.0,,2.0,,2.0,,5.0,,2.0,80.0,339.0,9.0,10.0,194.0,38.0,14.0,23.0,8.0,25.0,17.0,,117.0,14.0,275.0,,,25.0,5.0,62.0,1.0,444.0,2.0,0.0,14.0,23.0,,16.0,1.0,639.0,28.0,14.0,10.0,9.0,16.0,0.0
1059919,22,2020-01-10 20:00:00,21,West Ham,Away,195.0,10.0,,5.0,5.0,5.0,2.0,179.0,4.0,,3.0,10.0,11.0,22.0,369.0,,,30.0,40.0,37.0,3.0,1.0,,1.0,,,1.0,1.0,,,5.0,,,,,1.0,2.0,9.0,4.0,5.0,2.0,83.0,67.0,1.0,2.0,,2.0,11.0,,9.0,,1.0,3.0,7.0,6.0,,9.0,,73.0,82.0,2.0,18.0,12.0,2.0,,,,,,59.0,6.0,11.0,,1.0,3.0,1.0,207.0,,,,,,,14.0,,,1.0,12.0,,14.0,14.0,1.0,4.0,103.0,103.0,56.0,7.0,,4.0,,2.0,478.0,4.0,2.0,,99.0,54.0,21.0,,,,,,189.0,189.0,1.0,37.0,24.0,53.1,,,,1.0,11.0,0.0,111.0,2.0,,2.0,,2.0,1.0,5.0,,3.0,65.0,358.0,3.0,4.0,241.0,38.0,18.0,28.0,3.0,19.0,16.0,1.0,109.0,22.0,282.0,,,34.0,13.0,76.0,1.0,504.0,,0.0,7.0,16.0,1.0,32.0,0.0,713.0,12.0,15.0,18.0,3.0,12.0,0.0
1059931,23,2020-01-18 15:00:00,21,West Ham,Home,138.0,21.0,1.0,7.0,6.0,5.0,1.0,207.0,5.0,,4.0,8.0,11.0,43.0,338.0,,,20.0,26.0,36.0,9.0,,,,,,,,,,11.0,,,,,1.0,6.0,8.0,3.0,10.0,2.0,70.0,68.0,3.0,3.0,,3.0,9.0,2.0,6.0,,1.0,7.0,7.0,10.0,1.0,13.0,,62.0,69.0,3.0,17.0,10.0,,,,,,,72.0,11.0,13.0,,2.0,3.0,,180.0,1.0,1.0,1.0,,1.0,,6.0,,,,10.0,,9.0,9.0,1.0,4.0,82.0,81.0,53.0,6.0,,4.0,6.0,6.0,414.0,3.0,,,97.0,74.0,30.0,,,,,,165.0,165.0,3.0,32.0,27.0,48.8,,2.0,,,9.0,0.0,103.0,2.0,,2.0,,,,4.0,,2.0,82.0,323.0,6.0,10.0,159.0,41.0,17.0,11.0,7.0,27.0,20.0,,127.0,13.0,303.0,,,26.0,11.0,74.0,3.0,435.0,,0.0,12.0,16.0,2.0,25.0,1.0,645.0,19.0,20.0,4.0,7.0,13.0,0.0
1059935,24,2020-01-22 19:30:00,21,West Ham,Away,93.0,14.0,2.0,3.0,1.0,1.0,,95.0,4.0,1.0,,1.0,2.0,22.0,185.0,,,19.0,25.0,21.0,2.0,1.0,3.0,,,,,,,,2.0,1.0,,,,,11.0,13.0,6.0,6.0,,37.0,54.0,,,1.0,,16.0,1.0,10.0,,1.0,8.0,6.0,1.0,,10.0,3.0,69.0,46.0,,24.0,11.0,,,,,,,43.0,19.0,9.0,,2.0,1.0,,121.0,,,,,,,8.0,,,1.0,11.0,,10.0,10.0,4.0,,63.0,60.0,32.0,7.0,1.0,2.0,1.0,2.0,244.0,7.0,1.0,,35.0,35.0,16.0,1.0,1.0,1.0,,1.0,137.0,137.0,,34.0,15.0,32.7,,,,,16.0,0.0,52.0,3.0,1.0,4.0,,1.0,,3.0,,2.0,39.0,165.0,7.0,3.0,122.0,36.0,24.0,14.0,7.0,15.0,8.0,,73.0,10.0,166.0,,1.0,13.0,3.0,51.0,1.0,273.0,1.0,0.0,6.0,9.0,2.0,22.0,1.0,456.0,18.0,15.0,7.0,8.0,3.0,0.0
1059951,25,2020-02-01 15:00:00,21,West Ham,Home,102.0,17.0,,5.0,5.0,3.0,2.0,140.0,12.0,1.0,3.0,5.0,1.0,35.0,237.0,,,8.0,28.0,28.0,6.0,2.0,1.0,1.0,,,,,1.0,,8.0,,,,,3.0,4.0,13.0,7.0,8.0,4.0,43.0,57.0,2.0,1.0,1.0,1.0,7.0,3.0,7.0,,,4.0,12.0,4.0,1.0,9.0,2.0,60.0,72.0,1.0,20.0,9.0,2.0,,,,,,56.0,8.0,9.0,,3.0,3.0,,140.0,1.0,1.0,1.0,,1.0,,12.0,1.0,1.0,2.0,9.0,,15.0,15.0,2.0,3.0,70.0,70.0,39.0,6.0,2.0,2.0,7.0,6.0,296.0,3.0,1.0,1.0,68.0,53.0,32.0,,,,,,148.0,148.0,1.0,25.0,27.0,35.1,,2.0,,1.0,7.0,0.0,68.0,3.0,1.0,4.0,,,1.0,3.0,,3.0,64.0,215.0,3.0,9.0,116.0,41.0,20.0,22.0,3.0,22.0,19.0,1.0,104.0,15.0,227.0,2.0,1.0,13.0,3.0,65.0,2.0,321.0,,0.0,12.0,23.0,,14.0,1.0,524.0,19.0,19.0,12.0,4.0,16.0,0.0
1059957,26,2020-02-19 19:30:00,21,West Ham,Away,91.0,6.0,1.0,2.0,1.0,2.0,,89.0,3.0,,8.0,2.0,1.0,12.0,178.0,,,10.0,8.0,11.0,2.0,1.0,,,,,,,,,2.0,,,,,1.0,3.0,13.0,7.0,2.0,1.0,43.0,60.0,,,,2.0,11.0,1.0,18.0,,,1.0,7.0,2.0,,7.0,2.0,43.0,38.0,2.0,36.0,14.0,,,,,,,23.0,7.0,5.0,,1.0,1.0,,106.0,,,,,,,9.0,,,1.0,14.0,,14.0,14.0,4.0,8.0,42.0,56.0,23.0,6.0,,2.0,1.0,,235.0,8.0,4.0,,44.0,30.0,14.0,,,,,,111.0,111.0,,36.0,14.0,22.7,,,,1.0,11.0,0.0,63.0,2.0,3.0,5.0,,,,2.0,,2.0,38.0,169.0,7.0,3.0,113.0,24.0,36.0,12.0,1.0,11.0,10.0,,59.0,6.0,152.0,,,15.0,1.0,43.0,3.0,254.0,,0.0,3.0,15.0,,12.0,1.0,433.0,7.0,6.0,8.0,1.0,7.0,0.0
1059967,27,2020-02-24 20:00:00,21,West Ham,Away,90.0,15.0,3.0,7.0,4.0,2.0,,94.0,9.0,1.0,3.0,3.0,5.0,21.0,177.0,,1.0,8.0,23.0,25.0,2.0,,3.0,1.0,,,,,,2.0,3.0,,,,,1.0,7.0,18.0,7.0,6.0,1.0,26.0,68.0,2.0,2.0,,1.0,11.0,1.0,16.0,,,8.0,12.0,4.0,1.0,9.0,2.0,71.0,68.0,1.0,43.0,24.0,1.0,,,,,,41.0,10.0,4.0,,1.0,1.0,,138.0,2.0,1.0,2.0,1.0,1.0,,17.0,1.0,1.0,1.0,24.0,,14.0,14.0,5.0,3.0,51.0,73.0,29.0,16.0,,,4.0,4.0,239.0,8.0,1.0,,49.0,30.0,32.0,,,,,,153.0,153.0,,34.0,26.0,30.7,,3.0,,2.0,11.0,0.0,54.0,3.0,1.0,4.0,,,1.0,2.0,,3.0,55.0,163.0,4.0,5.0,121.0,30.0,43.0,34.0,8.0,25.0,17.0,1.0,82.0,8.0,173.0,1.0,1.0,25.0,5.0,67.0,2.0,269.0,,0.0,7.0,19.0,3.0,14.0,3.0,495.0,19.0,11.0,20.0,8.0,11.0,0.0
1059981,28,2020-02-29 15:00:00,21,West Ham,Home,70.0,18.0,2.0,5.0,3.0,3.0,,87.0,2.0,,2.0,3.0,,18.0,152.0,,2.0,16.0,28.0,34.0,8.0,1.0,2.0,3.0,,,,,,2.0,11.0,,,,,,1.0,7.0,3.0,10.0,4.0,27.0,64.0,5.0,2.0,3.0,1.0,23.0,2.0,13.0,,1.0,4.0,13.0,3.0,,6.0,1.0,64.0,66.0,1.0,35.0,17.0,,,,,,,53.0,8.0,7.0,2.0,2.0,4.0,,157.0,3.0,,3.0,3.0,,,6.0,3.0,2.0,1.0,17.0,,10.0,10.0,1.0,2.0,30.0,63.0,23.0,9.0,1.0,3.0,9.0,7.0,239.0,5.0,,,49.0,33.0,33.0,,,,,,165.0,165.0,2.0,35.0,23.0,33.7,,,,,23.0,0.0,43.0,,1.0,1.0,,2.0,3.0,5.0,,2.0,56.0,139.0,16.0,12.0,106.0,33.0,35.0,20.0,3.0,23.0,20.0,3.0,88.0,12.0,174.0,2.0,,27.0,1.0,59.0,,257.0,,0.0,14.0,16.0,2.0,29.0,1.0,481.0,27.0,12.0,9.0,4.0,10.0,0.0
1059982,29,2020-03-07 15:00:00,21,West Ham,Away,81.0,13.0,1.0,7.0,6.0,7.0,,107.0,6.0,,3.0,4.0,1.0,24.0,181.0,,,13.0,22.0,24.0,8.0,1.0,2.0,2.0,,1.0,,1.0,,,11.0,,,,,,5.0,6.0,3.0,7.0,7.0,31.0,56.0,3.0,3.0,,3.0,9.0,2.0,12.0,,,7.0,8.0,8.0,,6.0,,56.0,49.0,3.0,18.0,10.0,,,,,,,50.0,9.0,11.0,,4.0,2.0,1.0,135.0,,,,,,,8.0,,1.0,1.0,10.0,1.0,15.0,15.0,2.0,3.0,57.0,67.0,30.0,6.0,,3.0,6.0,6.0,239.0,4.0,,,48.0,30.0,41.0,,,,,,137.0,137.0,2.0,26.0,16.0,31.1,,,,,9.0,0.0,41.0,1.0,,1.0,,2.0,2.0,6.0,1.0,3.0,51.0,167.0,4.0,10.0,98.0,31.0,18.0,12.0,7.0,25.0,18.0,2.0,92.0,14.0,191.0,1.0,,17.0,1.0,57.0,2.0,264.0,,0.0,14.0,11.0,,20.0,2.0,448.0,26.0,13.0,4.0,7.0,9.0,0.0
1060001,30,2020-06-20 17:30:00,21,West Ham,Home,139.0,14.0,1.0,2.0,1.0,2.0,,135.0,1.0,,8.0,2.0,4.0,20.0,272.0,,1.0,17.0,24.0,19.0,5.0,1.0,1.0,,,,,,,,6.0,,,,,,2.0,6.0,4.0,3.0,4.0,55.0,52.0,1.0,1.0,,,20.0,3.0,13.0,,,5.0,10.0,7.0,,13.0,1.0,60.0,50.0,,16.0,11.0,,,,,,,50.0,8.0,7.0,,1.0,,,134.0,,,,,,,3.0,,,1.0,11.0,,7.0,7.0,1.0,8.0,72.0,53.0,24.0,7.0,,2.0,4.0,2.0,342.0,3.0,,,52.0,66.0,28.0,,,,,,141.0,141.0,3.0,19.0,20.0,42.2,,,,1.0,20.0,0.0,96.0,3.0,1.0,4.0,,,,2.0,3.0,3.0,63.0,262.0,7.0,6.0,160.0,33.0,16.0,14.0,5.0,22.0,17.0,,99.0,5.0,219.0,,,23.0,6.0,58.0,,357.0,,0.0,7.0,15.0,1.0,22.0,1.0,536.0,11.0,13.0,9.0,5.0,9.0,0.0
1060010,31,2020-06-23 20:15:00,21,West Ham,Away,108.0,20.0,1.0,5.0,4.0,1.0,1.0,163.0,7.0,,1.0,4.0,7.0,39.0,266.0,,1.0,8.0,22.0,23.0,7.0,3.0,2.0,1.0,,,,,1.0,,6.0,,,1.0,,2.0,5.0,9.0,7.0,6.0,4.0,53.0,56.0,,,,2.0,15.0,1.0,13.0,,,4.0,7.0,4.0,,4.0,1.0,51.0,63.0,2.0,24.0,8.0,,1.0,,,,,71.0,7.0,12.0,,3.0,3.0,,160.0,,,,,,,15.0,,,,8.0,1.0,12.0,12.0,,1.0,75.0,71.0,39.0,9.0,,7.0,3.0,2.0,326.0,,1.0,1.0,46.0,75.0,20.0,,,,,,131.0,131.0,3.0,27.0,21.0,35.5,1.0,,,2.0,15.0,0.0,73.0,1.0,2.0,3.0,,,1.0,7.0,1.0,2.0,80.0,244.0,6.0,10.0,135.0,38.0,24.0,14.0,2.0,16.0,14.0,1.0,126.0,8.0,242.0,,,16.0,7.0,73.0,2.0,361.0,,0.0,10.0,21.0,1.0,10.0,2.0,533.0,13.0,11.0,9.0,4.0,11.0,0.0
1060021,32,2020-07-01 20:15:00,21,West Ham,Home,78.0,10.0,1.0,3.0,2.0,2.0,,125.0,5.0,,1.0,4.0,5.0,31.0,200.0,,,7.0,15.0,20.0,4.0,,2.0,2.0,,,,,,1.0,8.0,,,,,,7.0,11.0,6.0,8.0,2.0,41.0,66.0,2.0,1.0,2.0,5.0,12.0,4.0,11.0,,1.0,2.0,2.0,2.0,,6.0,2.0,55.0,48.0,5.0,29.0,13.0,,,,,,,56.0,10.0,9.0,1.0,,,,133.0,3.0,1.0,3.0,2.0,1.0,1.0,8.0,2.0,,,13.0,,15.0,15.0,2.0,1.0,43.0,65.0,31.0,3.0,1.0,2.0,5.0,4.0,245.0,2.0,4.0,,43.0,49.0,18.0,1.0,1.0,1.0,,,123.0,123.0,4.0,39.0,16.0,28.8,,,3.0,1.0,12.0,0.0,56.0,3.0,1.0,4.0,,,2.0,2.0,1.0,3.0,56.0,186.0,8.0,7.0,94.0,27.0,29.0,17.0,2.0,6.0,4.0,3.0,94.0,7.0,185.0,,,22.0,5.0,68.0,2.0,273.0,,0.0,10.0,16.0,,13.0,2.0,442.0,20.0,16.0,4.0,2.0,4.0,0.0
