matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2444578,11,2024-11-09 15:00:00,21,West Ham,Home,151.0,24.0,2.0,2.0,,2.0,,200.0,4.0,,7.0,5.0,9.0,26.0,349.0,,3.0,16.0,18.0,18.0,7.0,2.0,2.0,,,,,,,,2.0,9.0,,,,,,7.0,11.0,7.0,7.0,4.0,70.0,48.0,2.0,2.0,,,15.0,4.0,10.0,,,7.0,3.0,2.0,,8.0,1.0,58.0,47.0,,33.0,17.0,,1.0,,,,,,62.0,10.0,9.0,,1.0,2.0,,157.0,,,,,,,7.0,,2.0,,17.0,1.0,4.0,4.0,,,7.0,99.0,60.0,31.0,6.0,,1.0,8.0,6.0,429.0,5.0,1.0,,75.0,61.0,22.0,,,,,153.0,153.0,2.0,16.0,21.0,49.3,,,,,24.0,0.0,121.0,4.0,,4.0,,,,1.0,1.0,,4.0,99.0,336.0,15.0,9.0,183.0,40.0,33.0,19.0,7.0,14.0,7.0,,,136.0,10.0,278.0,2.0,,19.0,11.0,57.0,1.0,447.0,1.0,0.0,11.0,13.0,4.0,23.0,1.0,658.0,19.0,14.0,,7.0,7.0,6.0,0.0
2444588,12,2024-11-25 20:00:00,21,West Ham,Away,212.0,17.0,1.0,2.0,1.0,3.0,,180.0,10.0,4.0,8.0,7.0,15.0,23.0,390.0,1.0,,14.0,7.0,15.0,6.0,,1.0,,,,1.0,1.0,,,,12.0,,,,,,5.0,14.0,4.0,7.0,8.0,82.0,58.0,,,,1.0,8.0,6.0,5.0,,,3.0,7.0,4.0,1.0,10.0,1.0,40.0,59.0,1.0,34.0,16.0,,1.0,,,,,,48.0,8.0,11.0,,1.0,,1.0,174.0,2.0,1.0,2.0,1.0,1.0,,17.0,1.0,,1.0,16.0,,10.0,10.0,1.0,,8.0,119.0,70.0,33.0,8.0,1.0,3.0,5.0,6.0,441.0,6.0,1.0,,55.0,59.0,21.0,,,,,127.0,127.0,4.0,18.0,24.0,47.2,,,,2.0,15.0,0.0,100.0,2.0,,2.0,,,,3.0,,,5.0,74.0,370.0,8.0,8.0,241.0,33.0,34.0,19.0,1.0,12.0,11.0,,,103.0,5.0,246.0,,4.0,33.0,16.0,69.0,,475.0,1.0,0.0,15.0,26.0,3.0,16.0,0.0,687.0,17.0,8.0,,8.0,3.0,20.0,0.0
2444598,13,2024-11-30 17:30:00,21,West Ham,Home,133.0,22.0,,1.0,1.0,2.0,,120.0,4.0,,4.0,6.0,3.0,24.0,252.0,,1.0,11.0,11.0,17.0,5.0,,,,1.0,,1.0,2.0,,,1.0,9.0,,,,,1.0,7.0,13.0,3.0,8.0,4.0,38.0,37.0,1.0,1.0,1.0,1.0,13.0,4.0,5.0,,,2.0,2.0,4.0,2.0,9.0,1.0,42.0,57.0,1.0,21.0,9.0,1.0,,,,,,,39.0,10.0,13.0,,4.0,1.0,2.0,126.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,9.0,1.0,6.0,6.0,1.0,,4.0,81.0,54.0,27.0,10.0,,2.0,4.0,5.0,299.0,4.0,,,37.0,37.0,15.0,2.0,2.0,2.0,,109.0,109.0,4.0,13.0,12.0,40.1,,,,2.0,14.0,0.0,78.0,1.0,1.0,2.0,,,,3.0,,,5.0,51.0,233.0,13.0,6.0,155.0,34.0,21.0,13.0,2.0,9.0,7.0,,,76.0,7.0,177.0,1.0,,20.0,4.0,49.0,1.0,323.0,,0.0,12.0,22.0,3.0,11.0,4.0,504.0,17.0,12.0,,5.0,2.0,16.0,0.0
2444606,14,2024-12-03 20:15:00,21,West Ham,Away,210.0,22.0,4.0,10.0,6.0,4.0,,307.0,3.0,,2.0,4.0,11.0,27.0,507.0,1.0,2.0,25.0,20.0,29.0,20.0,4.0,5.0,,,,,,,,,21.0,,,,,4.0,3.0,8.0,,24.0,7.0,85.0,61.0,4.0,4.0,1.0,1.0,10.0,11.0,6.0,,,9.0,11.0,8.0,,15.0,2.0,68.0,72.0,1.0,11.0,3.0,,2.0,,,,,,75.0,7.0,9.0,,2.0,,,182.0,1.0,,1.0,,1.0,,3.0,,,,3.0,1.0,8.0,8.0,,,2.0,152.0,58.0,40.0,3.0,,7.0,18.0,10.0,574.0,,,,91.0,68.0,47.0,,,,,157.0,157.0,7.0,16.0,35.0,61.1,,,,,22.0,0.0,172.0,3.0,,3.0,,,,10.0,1.0,1.0,5.0,179.0,491.0,10.0,25.0,226.0,35.0,11.0,40.0,8.0,27.0,19.0,,,224.0,7.0,392.0,,,16.0,11.0,48.0,2.0,591.0,1.0,0.0,31.0,13.0,3.0,27.0,2.0,832.0,57.0,17.0,,20.0,9.0,8.0,0.0
2444619,15,2024-12-09 20:00:00,21,West Ham,Home,172.0,20.0,3.0,9.0,6.0,3.0,3.0,185.0,4.0,,5.0,4.0,6.0,26.0,348.0,1.0,2.0,13.0,24.0,20.0,8.0,3.0,5.0,,,,,,,,,8.0,,,,,6.0,6.0,12.0,7.0,15.0,4.0,73.0,50.0,,1.0,,,4.0,9.0,8.0,,1.0,11.0,7.0,3.0,,13.0,3.0,63.0,61.0,,18.0,10.0,,,,,,,,57.0,12.0,17.0,1.0,3.0,5.0,,152.0,2.0,1.0,1.0,,2.0,,8.0,,,,10.0,,8.0,8.0,2.0,,5.0,111.0,74.0,39.0,,1.0,5.0,8.0,4.0,405.0,6.0,1.0,,55.0,75.0,36.0,,,,,140.0,140.0,1.0,16.0,26.0,54.0,,,,,12.0,0.0,97.0,,4.0,4.0,,1.0,,6.0,1.0,,5.0,91.0,329.0,4.0,13.0,189.0,32.0,18.0,17.0,7.0,22.0,15.0,,,130.0,9.0,266.0,,,26.0,8.0,60.0,4.0,433.0,1.0,0.0,19.0,13.0,3.0,16.0,5.0,636.0,39.0,15.0,,11.0,11.0,7.0,0.0
2444620,16,2024-12-16 20:00:00,21,West Ham,Away,162.0,12.0,3.0,8.0,5.0,4.0,,151.0,3.0,,4.0,11.0,9.0,22.0,305.0,,1.0,9.0,21.0,24.0,10.0,3.0,3.0,3.0,,,,,,,,12.0,1.0,1.0,,,,10.0,16.0,13.0,13.0,3.0,76.0,63.0,,,1.0,2.0,2.0,7.0,3.0,,1.0,6.0,13.0,4.0,,3.0,3.0,48.0,50.0,2.0,29.0,21.0,,2.0,,,,,,66.0,11.0,5.0,,1.0,,,181.0,,,,,,,9.0,,1.0,,21.0,1.0,8.0,8.0,1.0,,5.0,80.0,87.0,34.0,12.0,1.0,6.0,7.0,3.0,402.0,14.0,,,49.0,58.0,34.0,,,,1.0,161.0,161.0,3.0,26.0,24.0,48.8,1.0,2.0,,,7.0,0.0,83.0,6.0,2.0,8.0,,,3.0,6.0,1.0,,4.0,63.0,297.0,2.0,13.0,180.0,31.0,29.0,20.0,6.0,23.0,17.0,,3.0,119.0,8.0,263.0,1.0,,48.0,11.0,78.0,1.0,420.0,1.0,0.0,16.0,12.0,4.0,12.0,2.0,609.0,24.0,13.0,,10.0,6.0,6.0,0.0
2444639,17,2024-12-21 15:00:00,21,West Ham,Home,198.0,18.0,3.0,3.0,,2.0,,88.0,5.0,,5.0,5.0,5.0,26.0,283.0,2.0,,20.0,21.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,7.0,,,,,,7.0,10.0,2.0,8.0,3.0,48.0,53.0,1.0,1.0,1.0,2.0,5.0,4.0,9.0,,,8.0,4.0,2.0,,5.0,4.0,62.0,69.0,2.0,29.0,10.0,,,,,,,,46.0,14.0,20.0,,,,,143.0,,,,,,,7.0,1.0,,,10.0,,7.0,7.0,,,6.0,80.0,70.0,32.0,4.0,1.0,1.0,4.0,4.0,340.0,4.0,1.0,,39.0,51.0,25.0,,,,,140.0,140.0,2.0,29.0,14.0,45.8,,,1.0,,14.0,0.0,101.0,4.0,1.0,5.0,,,1.0,3.0,1.0,,5.0,35.0,261.0,5.0,5.0,216.0,39.0,29.0,19.0,8.0,14.0,6.0,,1.0,76.0,7.0,170.0,,,27.0,5.0,70.0,5.0,372.0,2.0,0.0,11.0,26.0,2.0,21.0,2.0,586.0,27.0,14.0,,6.0,8.0,15.0,0.0
2444648,18,2024-12-26 15:00:00,21,West Ham,Away,193.0,23.0,1.0,3.0,2.0,2.0,1.0,135.0,8.0,,5.0,7.0,10.0,27.0,325.0,,1.0,12.0,22.0,21.0,10.0,1.0,2.0,,,,,1.0,,,,11.0,,1.0,,,1.0,5.0,16.0,2.0,11.0,5.0,59.0,49.0,2.0,1.0,1.0,2.0,8.0,6.0,8.0,,1.0,2.0,5.0,2.0,,9.0,3.0,53.0,62.0,2.0,21.0,9.0,,,,,,,,47.0,8.0,15.0,,2.0,1.0,1.0,132.0,1.0,,,,1.0,,11.0,,1.0,,9.0,1.0,6.0,6.0,1.0,,5.0,108.0,63.0,34.0,2.0,1.0,7.0,5.0,2.0,382.0,4.0,,,55.0,50.0,14.0,,,,,117.0,117.0,5.0,17.0,18.0,45.8,1.0,,,,21.0,0.0,110.0,5.0,,5.0,,,,8.0,1.0,,6.0,56.0,307.0,8.0,12.0,220.0,44.0,21.0,14.0,2.0,10.0,8.0,,,93.0,9.0,199.0,1.0,,19.0,10.0,59.0,,409.0,,0.0,16.0,19.0,1.0,13.0,2.0,584.0,25.0,10.0,,8.0,2.0,13.0,0.0
2444659,19,2024-12-29 17:15:00,21,West Ham,Home,261.0,28.0,,2.0,2.0,,,140.0,13.0,1.0,5.0,4.0,10.0,26.0,399.0,,,10.0,7.0,6.0,6.0,,1.0,,,,,,,,,6.0,,,,1.0,,4.0,17.0,5.0,5.0,2.0,63.0,47.0,1.0,1.0,,,8.0,3.0,10.0,,,2.0,6.0,1.0,,14.0,4.0,47.0,40.0,,23.0,8.0,1.0,1.0,,,,,,46.0,7.0,10.0,,,,,155.0,,,,,,,13.0,,,,8.0,2.0,11.0,11.0,2.0,,5.0,119.0,43.0,29.0,6.0,,4.0,2.0,,437.0,2.0,1.0,,61.0,34.0,15.0,,,,,114.0,114.0,2.0,22.0,18.0,45.9,1.0,,,2.0,16.0,0.0,129.0,6.0,2.0,8.0,,,,4.0,,,5.0,71.0,372.0,8.0,6.0,285.0,43.0,23.0,16.0,2.0,9.0,7.0,,,100.0,1.0,190.0,,1.0,14.0,10.0,43.0,5.0,466.0,,0.0,7.0,17.0,,10.0,0.0,649.0,17.0,11.0,,7.0,3.0,13.0,0.0
2444666,20,2025-01-04 15:00:00,21,West Ham,Away,257.0,29.0,1.0,7.0,6.0,2.0,,122.0,3.0,,2.0,3.0,11.0,28.0,372.0,1.0,2.0,13.0,7.0,14.0,13.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,14.0,,,,,1.0,3.0,8.0,3.0,14.0,3.0,76.0,44.0,3.0,2.0,1.0,1.0,8.0,3.0,6.0,,,1.0,6.0,5.0,,3.0,4.0,38.0,40.0,1.0,17.0,6.0,2.0,,,,,,,37.0,13.0,7.0,1.0,1.0,,1.0,116.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,,6.0,,7.0,7.0,1.0,,2.0,120.0,36.0,18.0,7.0,,9.0,6.0,4.0,417.0,3.0,1.0,1.0,29.0,39.0,21.0,,,,,100.0,100.0,3.0,18.0,20.0,44.0,,,,,15.0,0.0,121.0,2.0,2.0,4.0,,,1.0,10.0,,,3.0,69.0,357.0,8.0,15.0,280.0,41.0,17.0,15.0,1.0,12.0,11.0,,1.0,92.0,4.0,165.0,1.0,,14.0,12.0,47.0,2.0,433.0,1.0,0.0,17.0,13.0,3.0,16.0,1.0,589.0,23.0,16.0,,6.0,1.0,9.0,0.0
2444676,21,2025-01-14 19:30:00,21,West Ham,Home,239.0,23.0,,,,1.0,,110.0,10.0,,1.0,4.0,11.0,32.0,349.0,1.0,,6.0,16.0,15.0,,,,,,,,,,,,4.0,,,,,,6.0,12.0,9.0,3.0,1.0,83.0,44.0,2.0,,2.0,4.0,8.0,,4.0,1.0,,,2.0,2.0,,10.0,1.0,41.0,56.0,4.0,27.0,14.0,1.0,,,,,,,49.0,9.0,18.0,1.0,1.0,1.0,,152.0,2.0,,1.0,2.0,,,14.0,3.0,,,14.0,,7.0,7.0,,,1.0,98.0,58.0,35.0,3.0,2.0,,2.0,3.0,387.0,6.0,1.0,,46.0,54.0,6.0,,,,,111.0,111.0,4.0,16.0,17.0,43.9,,,,1.0,14.0,0.0,90.0,3.0,,2.0,,1.0,,1.0,,,4.0,32.0,323.0,8.0,2.0,264.0,36.0,27.0,13.0,,5.0,5.0,,,63.0,6.0,164.0,,,17.0,12.0,60.0,5.0,423.0,1.0,0.0,4.0,13.0,1.0,8.0,3.0,586.0,6.0,11.0,,10.0,,9.0,0.0
2444689,22,2025-01-18 15:00:00,21,West Ham,Home,297.0,19.0,1.0,3.0,2.0,2.0,,155.0,3.0,,5.0,5.0,10.0,23.0,449.0,,1.0,9.0,10.0,18.0,5.0,,3.0,,,,,,,,,4.0,,,,,,10.0,6.0,6.0,4.0,3.0,91.0,50.0,,,,2.0,8.0,3.0,4.0,,,2.0,5.0,3.0,,10.0,3.0,46.0,49.0,2.0,24.0,10.0,,1.0,,,,,,46.0,13.0,10.0,,4.0,3.0,,163.0,,,,,,,5.0,,,,10.0,,11.0,11.0,2.0,,5.0,157.0,57.0,33.0,4.0,,3.0,2.0,,532.0,1.0,2.0,,55.0,64.0,15.0,1.0,1.0,1.0,,142.0,142.0,5.0,18.0,21.0,53.5,,,,1.0,18.0,0.0,136.0,4.0,1.0,5.0,1.0,,,4.0,,,5.0,74.0,438.0,8.0,5.0,333.0,38.0,24.0,20.0,2.0,13.0,11.0,,,110.0,6.0,227.0,1.0,,15.0,10.0,46.0,1.0,547.0,,1.0,7.0,11.0,1.0,10.0,1.0,716.0,16.0,11.0,,11.0,2.0,6.0,0.0
2444691,23,2025-01-26 16:30:00,21,West Ham,Away,195.0,21.0,2.0,9.0,7.0,1.0,1.0,188.0,5.0,,5.0,7.0,12.0,39.0,374.0,,,11.0,20.0,18.0,6.0,1.0,1.0,1.0,,,,,,,,9.0,,,,,3.0,14.0,9.0,5.0,9.0,5.0,80.0,49.0,3.0,3.0,1.0,2.0,13.0,4.0,8.0,,,3.0,9.0,7.0,,10.0,,69.0,75.0,2.0,24.0,16.0,,,,,,,,57.0,16.0,11.0,,1.0,3.0,,152.0,1.0,,1.0,1.0,,,10.0,1.0,,2.0,16.0,,14.0,14.0,2.0,,5.0,106.0,62.0,38.0,4.0,1.0,3.0,5.0,4.0,419.0,4.0,1.0,,53.0,83.0,30.0,,,,,137.0,137.0,6.0,15.0,23.0,54.2,,,1.0,,25.0,0.0,105.0,2.0,1.0,3.0,,,1.0,6.0,,,4.0,82.0,359.0,13.0,8.0,214.0,29.0,24.0,32.0,3.0,22.0,19.0,115684.92,1.0,113.0,9.0,251.0,,,24.0,13.0,65.0,4.0,443.0,,0.0,14.0,31.0,,16.0,3.0,691.0,39.0,18.0,,15.0,3.0,17.0,0.0
2444703,24,2025-02-03 20:00:00,21,West Ham,Away,116.0,15.0,1.0,4.0,3.0,2.0,,94.0,6.0,,1.0,6.0,4.0,21.0,206.0,1.0,1.0,11.0,20.0,13.0,7.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,8.0,,,,1.0,2.0,7.0,16.0,7.0,9.0,5.0,45.0,40.0,1.0,1.0,,2.0,12.0,3.0,5.0,,,3.0,7.0,4.0,,10.0,2.0,57.0,43.0,2.0,34.0,18.0,,1.0,0.880861,1.22,0.0533,0.4107,0.3226,34.0,10.0,11.0,1.0,,,1.0,117.0,,,,,,,14.0,1.0,,,18.0,1.0,11.0,11.0,3.0,,1.0,58.0,49.0,21.0,4.0,,1.0,7.0,5.0,252.0,9.0,,1.0,21.0,43.0,21.0,,,,,119.0,119.0,7.0,19.0,10.0,32.1,1.0,3.0,,,18.0,0.0,60.0,,2.0,3.0,,,1.0,6.0,1.0,,5.0,54.0,190.0,12.0,8.0,147.0,28.0,34.0,18.0,3.0,14.0,11.0,107708.5,1.0,78.0,6.0,147.0,,,32.0,4.0,60.0,1.0,280.0,1.0,0.0,14.0,14.0,1.0,11.0,1.0,477.0,24.0,11.0,,5.0,3.0,7.0,0.0
2444719,25,2025-02-15 15:00:00,21,West Ham,Home,232.0,14.0,2.0,3.0,1.0,2.0,,197.0,4.0,,8.0,6.0,13.0,20.0,426.0,1.0,,16.0,21.0,16.0,6.0,1.0,4.0,,,,,2.0,,,,7.0,,1.0,,,,7.0,10.0,4.0,6.0,7.0,76.0,49.0,1.0,1.0,,1.0,6.0,7.0,4.0,,,9.0,15.0,7.0,,11.0,2.0,54.0,60.0,1.0,22.0,10.0,,,0.914283,0.8162,0.0897,0.2958,1.9657,57.0,10.0,13.0,,3.0,,2.0,189.0,,,,,,,5.0,,1.0,,10.0,1.0,2.0,2.0,,,8.0,117.0,53.0,34.0,2.0,,3.0,4.0,3.0,478.0,4.0,,,44.0,69.0,34.0,,,,,141.0,141.0,6.0,17.0,15.0,58.5,1.0,,,,16.0,0.0,119.0,4.0,,4.0,,1.0,,3.0,1.0,,4.0,103.0,407.0,6.0,7.0,260.0,32.0,22.0,18.0,9.0,31.0,22.0,108550.07,,133.0,2.0,272.0,1.0,,21.0,15.0,44.0,2.0,501.0,1.0,0.0,13.0,21.0,,17.0,1.0,722.0,26.0,16.0,,10.0,9.0,8.0,0.0
2444721,26,2025-02-22 15:00:00,21,West Ham,Away,134.0,9.0,,3.0,3.0,2.0,,110.0,3.0,,4.0,5.0,6.0,21.0,241.0,,,9.0,17.0,20.0,4.0,,,2.0,,,,,,,,4.0,,,,,1.0,7.0,14.0,6.0,5.0,,59.0,40.0,1.0,,1.0,2.0,4.0,,7.0,,,,4.0,3.0,,7.0,,50.0,53.0,2.0,44.0,16.0,,2.0,0.64189,1.0656,,1.0177,0.138,42.0,15.0,16.0,1.0,1.0,1.0,,114.0,1.0,,1.0,1.0,,1.0,10.0,1.0,,1.0,16.0,,14.0,14.0,,,4.0,64.0,54.0,22.0,2.0,,3.0,2.0,2.0,282.0,10.0,1.0,,34.0,45.0,11.0,,,,,102.0,102.0,4.0,19.0,11.0,32.2,,,,1.0,9.0,0.0,72.0,1.0,1.0,2.0,,,2.0,3.0,,,3.0,44.0,227.0,4.0,5.0,154.0,21.0,44.0,11.0,,8.0,8.0,116097.02,3.0,70.0,6.0,163.0,,,27.0,6.0,61.0,2.0,309.0,,0.0,5.0,12.0,1.0,11.0,3.0,486.0,11.0,12.0,,6.0,,5.0,0.0
2444735,27,2025-02-27 20:00:00,21,West Ham,Home,277.0,19.0,1.0,4.0,3.0,1.0,,307.0,3.0,,4.0,,14.0,17.0,580.0,,,14.0,16.0,16.0,5.0,1.0,3.0,1.0,0.0,,,,,,,5.0,0.0,,,,,3.0,5.0,5.0,7.0,1.0,126.0,46.0,3.0,3.0,1.0,4.0,6.0,3.0,2.0,,,3.0,5.0,8.0,0.0,9.0,1.0,53.0,43.0,4.0,24.0,17.0,,,0.98742,1.84292,,1.6357,0.2473,74.0,12.0,5.0,,,1.0,,169.0,,,,,,,7.0,1.0,,1.0,17.0,,7.0,7.0,2.0,0.0,4.0,176.0,59.0,39.0,3.0,1.0,3.0,3.0,2.0,634.0,5.0,,0.0,122.0,89.0,28.0,,,,,123.0,123.0,1.0,18.0,22.0,57.8,,,,,15.0,0.0,176.0,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,0.0,5.0,135.0,571.0,6.0,6.0,301.0,26.0,24.0,25.0,3.0,17.0,14.0,111264.29,1.0,159.0,2.0,363.0,,,13.0,15.0,38.0,1.0,647.0,1.0,0.0,8.0,13.0,,17.0,0.0,831.0,19.0,14.0,0.0,9.0,3.0,9.0,0.0
2444748,28,2025-03-10 20:00:00,21,West Ham,Home,203.0,16.0,1.0,4.0,3.0,2.0,1.0,173.0,5.0,,6.0,8.0,12.0,22.0,372.0,,,11.0,13.0,16.0,5.0,1.0,1.0,,,,,,,,1.0,8.0,,,,,,3.0,6.0,3.0,4.0,5.0,79.0,46.0,,1.0,,1.0,12.0,6.0,11.0,,,3.0,10.0,6.0,,5.0,3.0,42.0,53.0,1.0,19.0,8.0,,,0.174375,0.7172,,0.0503,2.0493,52.0,7.0,15.0,,1.0,2.0,,143.0,,,,,,,8.0,,1.0,1.0,8.0,,9.0,9.0,1.0,,6.0,123.0,63.0,35.0,4.0,,,6.0,2.0,437.0,2.0,,,67.0,58.0,27.0,,,,,137.0,137.0,3.0,20.0,16.0,51.4,,,,,27.0,0.0,116.0,2.0,,3.0,,,,1.0,1.0,,5.0,74.0,357.0,12.0,6.0,228.0,32.0,19.0,14.0,3.0,21.0,18.0,113719.37,,115.0,9.0,254.0,1.0,,29.0,12.0,56.0,1.0,461.0,,0.0,9.0,15.0,2.0,16.0,0.0,648.0,20.0,13.0,,7.0,3.0,9.0,0.0
2444753,29,2025-03-15 15:00:00,21,West Ham,Away,192.0,13.0,2.0,4.0,2.0,3.0,1.0,158.0,4.0,,7.0,6.0,9.0,13.0,346.0,,,20.0,20.0,24.0,5.0,3.0,3.0,3.0,,,,,,,,6.0,,,,,1.0,5.0,12.0,1.0,8.0,2.0,60.0,46.0,,1.0,,3.0,4.0,1.0,6.0,,,5.0,8.0,,,10.0,2.0,49.0,63.0,3.0,34.0,17.0,,,0.707075,0.8345,,1.8235,1.4561,46.0,8.0,12.0,,1.0,2.0,,157.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,17.0,,10.0,10.0,1.0,,7.0,95.0,53.0,26.0,6.0,1.0,4.0,5.0,5.0,409.0,4.0,,,42.0,64.0,23.0,,,,,128.0,128.0,1.0,23.0,15.0,46.1,,2.0,,2.0,18.0,0.0,118.0,3.0,1.0,4.0,,1.0,3.0,4.0,,,3.0,86.0,335.0,4.0,9.0,226.0,22.0,34.0,15.0,5.0,15.0,10.0,106500.67,3.0,119.0,7.0,219.0,1.0,,31.0,9.0,48.0,,430.0,,0.0,10.0,17.0,,22.0,2.0,640.0,24.0,16.0,,10.0,5.0,6.0,0.0
2444764,30,2025-04-01 19:45:00,21,West Ham,Away,297.0,16.0,,4.0,4.0,1.0,,195.0,7.0,3.0,7.0,1.0,14.0,15.0,488.0,,1.0,19.0,9.0,11.0,6.0,,,,,1.0,,2.0,,,,8.0,,1.0,,,,9.0,4.0,5.0,8.0,2.0,88.0,44.0,3.0,4.0,,1.0,8.0,2.0,8.0,,,2.0,6.0,7.0,,12.0,1.0,52.0,56.0,1.0,26.0,14.0,,,0.862444,1.337,0.0793,0.2159,0.6915,60.0,12.0,16.0,,3.0,1.0,2.0,166.0,,,,,,,7.0,,,,14.0,1.0,13.0,13.0,,,7.0,159.0,60.0,38.0,1.0,,4.0,2.0,1.0,548.0,1.0,,,61.0,63.0,27.0,,,,,131.0,131.0,3.0,17.0,17.0,58.6,1.0,,,,18.0,0.0,159.0,1.0,,1.0,,2.0,,7.0,1.0,,5.0,76.0,466.0,8.0,6.0,328.0,38.0,26.0,13.0,1.0,15.0,14.0,110901.54,,114.0,5.0,259.0,,3.0,19.0,15.0,48.0,,572.0,,0.0,10.0,27.0,1.0,20.0,2.0,769.0,18.0,12.0,,2.0,2.0,18.0,0.0
2444779,31,2025-04-05 15:00:00,21,West Ham,Home,204.0,20.0,1.0,5.0,4.0,2.0,,173.0,2.0,,9.0,6.0,12.0,22.0,372.0,,1.0,23.0,23.0,18.0,5.0,,2.0,1.0,,1.0,,1.0,,,,6.0,,,,,,7.0,7.0,4.0,6.0,3.0,80.0,49.0,1.0,,1.0,2.0,3.0,1.0,4.0,,,4.0,8.0,4.0,,13.0,2.0,62.0,52.0,2.0,30.0,17.0,1.0,,0.511982,0.6899,0.0953,1.4547,2.0994,58.0,13.0,12.0,1.0,3.0,1.0,1.0,175.0,2.0,1.0,2.0,1.0,1.0,,6.0,1.0,,,17.0,,7.0,7.0,,,10.0,104.0,62.0,29.0,7.0,,4.0,3.0,3.0,450.0,3.0,,,63.0,55.0,25.0,,,,,155.0,155.0,2.0,20.0,17.0,55.9,,2.0,1.0,,15.0,0.0,111.0,1.0,1.0,4.0,,,1.0,5.0,,1.0,5.0,76.0,359.0,3.0,7.0,236.0,34.0,30.0,20.0,4.0,17.0,13.0,108641.03,1.0,118.0,6.0,251.0,,,28.0,12.0,56.0,4.0,470.0,1.0,0.0,9.0,11.0,1.0,25.0,2.0,679.0,16.0,16.0,,11.0,4.0,10.0,0.0
