matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
919002,11.0,2017-11-04 17:30:00,21,West Ham,Home,165.0,16.0,,3.0,3.0,2.0,1.0,173.0,1.0,1.0,5.0,9.0,8.0,33.0,335.0,,,19.0,14.0,16.0,3.0,1.0,,,,,,,,,,1.0,5.0,,,,1.0,1.0,4.0,12.0,3.0,5.0,1.0,,88.0,70.0,2.0,2.0,1.0,,29.0,,10.0,,,2.0,6.0,2.0,,17.0,3.0,51.0,48.0,,14.0,8.0,,,67.0,9.0,13.0,1.0,1.0,2.0,2.0,,167.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,8.0,1.0,6.0,6.0,,5.0,100.0,92.0,42.0,3.0,,4.0,1.0,1.0,416.0,,,1.0,1.0,,74.0,63.0,13.0,,,,,,165.0,165.0,1.0,18.0,42.0,48.0,1.0,,,,29.0,0.0,,,,87.0,3.0,,4.0,,,,5.0,,3.0,56.0,320.0,15.0,5.0,187.0,32.0,14.0,12.0,2.0,12.0,10.0,,103.0,3.0,267.0,1.0,1.0,31.0,8.0,76.0,5.0,442.0,,0.0,6.0,10.0,,22.0,3.0,622.0,10.0,19.0,9.0,2.0,5.0,0.0
919011,12.0,2017-11-19 16:00:00,21,West Ham,Away,155.0,18.0,,5.0,5.0,3.0,1.0,186.0,3.0,,1.0,6.0,8.0,36.0,336.0,1.0,1.0,17.0,22.0,23.0,5.0,1.0,,,1.0,,1.0,,,1.0,,1.0,8.0,,,,,1.0,5.0,12.0,5.0,8.0,2.0,,64.0,67.0,1.0,2.0,,1.0,17.0,,7.0,,1.0,1.0,10.0,2.0,,4.0,2.0,51.0,51.0,1.0,26.0,15.0,1.0,,55.0,10.0,13.0,,,2.0,3.0,1.0,145.0,,,,,,,9.0,,,,,,,,1.0,15.0,,22.0,22.0,2.0,1.0,114.0,75.0,43.0,3.0,,2.0,4.0,6.0,410.0,,,2.0,,,51.0,79.0,21.0,,,,,,146.0,146.0,3.0,31.0,25.0,41.5,,,,,17.0,0.0,,,,111.0,2.0,3.0,5.0,,,,4.0,,2.0,77.0,323.0,10.0,6.0,178.0,39.0,26.0,18.0,1.0,16.0,15.0,,113.0,8.0,272.0,,,24.0,8.0,72.0,3.0,434.0,1.0,0.0,10.0,6.0,1.0,24.0,4.0,617.0,12.0,14.0,9.0,1.0,5.0,0.0
919022,13.0,2017-11-24 20:00:00,21,West Ham,Home,97.0,7.0,1.0,5.0,4.0,5.0,1.0,208.0,6.0,,2.0,8.0,6.0,20.0,300.0,,,18.0,23.0,28.0,5.0,1.0,,,,1.0,1.0,,,,1.0,,4.0,,,,,1.0,5.0,3.0,4.0,7.0,1.0,,51.0,66.0,1.0,1.0,,3.0,20.0,1.0,9.0,,1.0,5.0,15.0,9.0,,16.0,,65.0,75.0,3.0,14.0,8.0,,,61.0,9.0,12.0,,1.0,3.0,2.0,1.0,160.0,1.0,1.0,1.0,,1.0,,8.0,,,,,,,,,8.0,,4.0,4.0,,2.0,93.0,72.0,40.0,5.0,1.0,3.0,4.0,4.0,360.0,,,,2.0,,92.0,52.0,32.0,,,,,,162.0,162.0,5.0,22.0,32.0,49.3,,,1.0,1.0,20.0,0.0,,,,77.0,,1.0,1.0,,,,3.0,,2.0,93.0,285.0,10.0,7.0,117.0,17.0,14.0,26.0,5.0,31.0,26.0,,131.0,11.0,295.0,,,29.0,6.0,49.0,,381.0,,0.0,8.0,19.0,,27.0,1.0,595.0,19.0,19.0,18.0,5.0,12.0,0.0
919030,14.0,2017-11-29 20:00:00,21,West Ham,Away,197.0,23.0,1.0,2.0,1.0,3.0,,211.0,,1.0,4.0,7.0,5.0,25.0,406.0,,,28.0,26.0,22.0,3.0,2.0,,,,,,,,,,,4.0,,1.0,1.0,,1.0,4.0,6.0,2.0,5.0,2.0,,64.0,66.0,,1.0,,1.0,14.0,1.0,11.0,,,6.0,18.0,5.0,,8.0,1.0,62.0,65.0,1.0,13.0,9.0,1.0,,73.0,6.0,16.0,,,4.0,2.0,,157.0,,,,,,,4.0,,,,,,,,,9.0,1.0,7.0,7.0,1.0,4.0,154.0,76.0,39.0,2.0,,3.0,2.0,3.0,486.0,,,1.0,2.0,,76.0,83.0,43.0,,1.0,1.0,1.0,1.0,168.0,168.0,6.0,30.0,24.0,56.1,1.0,,,,14.0,0.0,,,,136.0,1.0,,1.0,,1.0,,3.0,,3.0,89.0,389.0,5.0,5.0,215.0,40.0,13.0,28.0,6.0,31.0,25.0,,146.0,13.0,327.0,,1.0,33.0,6.0,66.0,1.0,511.0,1.0,0.0,7.0,11.0,,30.0,1.0,703.0,24.0,10.0,17.0,6.0,7.0,0.0
919039,15.0,2017-12-03 16:00:00,21,West Ham,Away,77.0,6.0,1.0,3.0,2.0,3.0,,84.0,7.0,,1.0,5.0,4.0,23.0,158.0,1.0,,12.0,17.0,15.0,4.0,1.0,1.0,,,,,,1.0,,,,3.0,,,,,1.0,4.0,12.0,12.0,5.0,2.0,,41.0,61.0,,,,4.0,20.0,,13.0,,,4.0,8.0,1.0,1.0,19.0,5.0,58.0,52.0,4.0,37.0,16.0,,,35.0,7.0,5.0,,,1.0,2.0,,115.0,1.0,,1.0,,1.0,,15.0,,,,2.0,,,,,16.0,,15.0,15.0,1.0,1.0,34.0,60.0,28.0,10.0,,3.0,3.0,4.0,194.0,,,9.0,5.0,,37.0,28.0,14.0,,,,,,129.0,129.0,5.0,45.0,4.0,23.0,,3.0,,1.0,20.0,0.0,,,,30.0,3.0,3.0,6.0,,,1.0,3.0,,3.0,35.0,144.0,11.0,6.0,99.0,17.0,37.0,15.0,3.0,14.0,11.0,1.0,57.0,5.0,135.0,2.0,1.0,20.0,4.0,57.0,4.0,220.0,1.0,0.0,7.0,20.0,,19.0,2.0,446.0,11.0,18.0,12.0,4.0,12.0,0.0
919052,16.0,2017-12-09 12:30:00,21,West Ham,Home,97.0,13.0,,,,,,122.0,3.0,,2.0,6.0,7.0,19.0,219.0,,,10.0,18.0,14.0,4.0,,1.0,,,,,,,,,,5.0,,,,,,4.0,11.0,8.0,3.0,2.0,,50.0,68.0,,,,1.0,20.0,2.0,15.0,,1.0,4.0,5.0,3.0,,19.0,2.0,66.0,67.0,1.0,32.0,13.0,,,52.0,10.0,10.0,1.0,1.0,2.0,2.0,,130.0,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,,13.0,,21.0,21.0,2.0,2.0,71.0,78.0,35.0,3.0,,1.0,4.0,2.0,270.0,,,8.0,3.0,,100.0,23.0,23.0,,,,,,155.0,155.0,6.0,31.0,20.0,30.6,,,,1.0,20.0,0.0,,,,48.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,57.0,208.0,12.0,5.0,107.0,23.0,32.0,27.0,3.0,13.0,10.0,1.0,95.0,2.0,205.0,2.0,,25.0,7.0,62.0,3.0,299.0,,0.0,5.0,22.0,1.0,21.0,6.0,536.0,10.0,20.0,22.0,4.0,14.0,0.0
919058,17.0,2017-12-13 20:00:00,21,West Ham,Home,95.0,11.0,,2.0,2.0,5.0,,121.0,9.0,1.0,2.0,4.0,7.0,24.0,214.0,,2.0,16.0,19.0,20.0,6.0,,,,,,,,,,,,6.0,,,1.0,,,4.0,10.0,12.0,4.0,2.0,,38.0,71.0,,,,3.0,22.0,2.0,15.0,,,1.0,5.0,3.0,,12.0,2.0,59.0,55.0,3.0,38.0,15.0,,,46.0,9.0,9.0,,,1.0,1.0,,144.0,,,,,,,14.0,,,,1.0,,,,1.0,15.0,1.0,17.0,17.0,3.0,2.0,65.0,65.0,33.0,7.0,,4.0,2.0,,269.0,,,10.0,2.0,,46.0,66.0,21.0,,,,,,138.0,138.0,5.0,37.0,17.0,29.9,1.0,,,,22.0,0.0,,,,53.0,1.0,2.0,3.0,,,,4.0,,1.0,47.0,198.0,12.0,6.0,110.0,23.0,38.0,20.0,1.0,10.0,9.0,,95.0,19.0,200.0,1.0,1.0,20.0,7.0,59.0,4.0,300.0,,0.0,6.0,11.0,3.0,21.0,2.0,512.0,16.0,16.0,15.0,1.0,5.0,0.0
919070,18.0,2017-12-16 16:00:00,21,West Ham,Away,143.0,19.0,,1.0,1.0,6.0,1.0,153.0,6.0,,2.0,1.0,6.0,22.0,295.0,,1.0,18.0,25.0,19.0,9.0,,1.0,,,,,,,,,1.0,13.0,1.0,,1.0,,,7.0,8.0,9.0,11.0,3.0,,49.0,55.0,4.0,3.0,3.0,3.0,19.0,1.0,7.0,,,9.0,4.0,1.0,,15.0,,70.0,56.0,3.0,47.0,31.0,,1.0,41.0,13.0,11.0,1.0,1.0,3.0,3.0,,141.0,2.0,,2.0,2.0,,,13.0,,,2.0,,,,,,31.0,2.0,8.0,8.0,,2.0,100.0,77.0,41.0,7.0,1.0,5.0,6.0,7.0,341.0,,,9.0,2.0,,41.0,64.0,21.0,,,,,1.0,137.0,137.0,,27.0,23.0,45.3,1.0,,,,19.0,0.0,,,,82.0,,,,,1.0,1.0,6.0,,3.0,65.0,277.0,12.0,11.0,155.0,35.0,47.0,29.0,3.0,11.0,8.0,1.0,100.0,12.0,228.0,,,13.0,7.0,51.0,1.0,372.0,1.0,0.0,14.0,7.0,2.0,25.0,1.0,592.0,24.0,14.0,19.0,9.0,6.0,0.0
919082,19.0,2017-12-23 15:00:00,21,West Ham,Home,140.0,32.0,4.0,8.0,4.0,9.0,1.0,197.0,3.0,,1.0,6.0,9.0,40.0,329.0,,,27.0,31.0,37.0,9.0,4.0,1.0,,,,,,,,,,11.0,,1.0,,,1.0,4.0,5.0,6.0,9.0,10.0,,61.0,61.0,1.0,2.0,1.0,3.0,18.0,8.0,4.0,,,6.0,12.0,12.0,,15.0,,67.0,81.0,3.0,29.0,17.0,,,93.0,9.0,12.0,2.0,1.0,3.0,3.0,,155.0,,,,,,1.0,4.0,,,1.0,,,,,,17.0,,4.0,4.0,,1.0,107.0,78.0,42.0,3.0,,5.0,8.0,6.0,408.0,,,2.0,1.0,,82.0,61.0,51.0,,,,,1.0,164.0,164.0,5.0,20.0,31.0,63.5,,3.0,,,18.0,0.0,,,,103.0,,1.0,1.0,,,1.0,5.0,,2.0,99.0,318.0,6.0,13.0,154.0,56.0,29.0,25.0,6.0,33.0,27.0,1.0,159.0,25.0,305.0,,,17.0,10.0,71.0,4.0,426.0,1.0,0.0,19.0,16.0,,31.0,1.0,660.0,30.0,9.0,17.0,6.0,12.0,0.0
919083,20.0,2017-12-26 15:00:00,21,West Ham,Away,121.0,19.0,2.0,5.0,3.0,3.0,,120.0,7.0,1.0,1.0,6.0,12.0,31.0,236.0,,,21.0,26.0,18.0,6.0,,,,,,,,,,,,8.0,,,,,1.0,5.0,20.0,5.0,8.0,2.0,,44.0,63.0,2.0,2.0,2.0,3.0,23.0,2.0,10.0,,1.0,4.0,11.0,2.0,1.0,7.0,5.0,64.0,59.0,3.0,33.0,13.0,,,60.0,14.0,12.0,2.0,,,1.0,,158.0,1.0,1.0,1.0,,1.0,,14.0,,,2.0,,,,,1.0,13.0,,18.0,18.0,3.0,1.0,68.0,83.0,37.0,7.0,,3.0,4.0,5.0,299.0,,,5.0,2.0,,50.0,48.0,26.0,,,,,,156.0,156.0,4.0,24.0,27.0,43.5,,2.0,1.0,1.0,23.0,0.0,,,,63.0,6.0,1.0,7.0,,1.0,,3.0,,3.0,42.0,219.0,6.0,7.0,146.0,42.0,33.0,15.0,4.0,18.0,14.0,,86.0,8.0,205.0,,1.0,24.0,13.0,77.0,2.0,333.0,,0.0,10.0,22.0,3.0,29.0,4.0,553.0,13.0,19.0,7.0,4.0,19.0,0.0
919100,21.0,2018-01-04 20:00:00,21,West Ham,Away,118.0,14.0,,1.0,1.0,,,69.0,3.0,,,8.0,13.0,18.0,186.0,,,14.0,18.0,16.0,2.0,,,,,,,,,,,,2.0,,,,,1.0,6.0,17.0,14.0,2.0,1.0,,53.0,74.0,2.0,2.0,,7.0,12.0,,13.0,,,1.0,2.0,1.0,,16.0,5.0,56.0,52.0,7.0,41.0,25.0,,1.0,46.0,6.0,9.0,,,3.0,3.0,,144.0,1.0,,,1.0,,,11.0,,,1.0,,,,,,25.0,,21.0,21.0,3.0,,51.0,72.0,26.0,7.0,1.0,2.0,1.0,1.0,255.0,,,13.0,1.0,,25.0,62.0,18.0,,,,,,152.0,152.0,6.0,47.0,14.0,29.3,,2.0,,1.0,12.0,0.0,,,,35.0,3.0,4.0,7.0,,,,2.0,,2.0,37.0,176.0,8.0,3.0,148.0,33.0,41.0,12.0,1.0,7.0,6.0,,77.0,8.0,142.0,1.0,,33.0,15.0,69.0,3.0,283.0,,0.0,3.0,18.0,2.0,22.0,2.0,504.0,4.0,18.0,9.0,1.0,9.0,0.0
919112,22.0,2018-01-02 19:45:00,21,West Ham,Home,167.0,23.0,1.0,8.0,7.0,,3.0,213.0,11.0,,7.0,7.0,6.0,38.0,372.0,,,19.0,16.0,24.0,10.0,,,,,,,,,,,1.0,13.0,,,,,,8.0,5.0,7.0,10.0,3.0,,56.0,60.0,3.0,1.0,2.0,2.0,16.0,3.0,10.0,,,3.0,11.0,12.0,,9.0,1.0,54.0,65.0,2.0,32.0,19.0,,,68.0,12.0,12.0,2.0,,4.0,3.0,,148.0,2.0,,2.0,2.0,,,12.0,,,2.0,,,,,,19.0,,7.0,7.0,,7.0,116.0,75.0,46.0,4.0,,4.0,8.0,5.0,425.0,,,3.0,4.0,,69.0,58.0,43.0,,,,,,134.0,134.0,3.0,27.0,23.0,52.6,,,3.0,,16.0,0.0,,,,129.0,1.0,1.0,2.0,,1.0,,5.0,,3.0,92.0,349.0,6.0,12.0,178.0,41.0,32.0,22.0,3.0,29.0,26.0,,136.0,9.0,300.0,1.0,,20.0,7.0,63.0,1.0,449.0,,0.0,13.0,15.0,,23.0,3.0,657.0,25.0,10.0,14.0,3.0,11.0,0.0
919116,23.0,2018-01-13 15:00:00,21,West Ham,Away,87.0,14.0,2.0,2.0,,1.0,,124.0,2.0,1.0,1.0,4.0,5.0,17.0,209.0,,1.0,24.0,18.0,17.0,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,5.0,,,,,,6.0,4.0,4.0,6.0,2.0,,49.0,59.0,1.0,,1.0,6.0,18.0,1.0,11.0,,,3.0,2.0,,,11.0,1.0,51.0,59.0,6.0,30.0,17.0,,,56.0,9.0,7.0,3.0,,1.0,,1.0,139.0,3.0,,1.0,3.0,,1.0,10.0,,,4.0,,,,,,17.0,,17.0,17.0,3.0,1.0,68.0,71.0,26.0,7.0,1.0,,6.0,6.0,286.0,,,2.0,2.0,,47.0,49.0,13.0,,,,,,139.0,139.0,2.0,20.0,32.0,35.2,,,,,18.0,0.0,,,,50.0,,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,55.0,202.0,11.0,6.0,103.0,26.0,30.0,16.0,3.0,5.0,2.0,2.0,99.0,9.0,208.0,,1.0,32.0,6.0,64.0,5.0,306.0,,0.0,8.0,21.0,1.0,30.0,1.0,508.0,14.0,13.0,14.0,3.0,15.0,0.0
919132,24.0,2018-01-20 15:00:00,21,West Ham,Home,108.0,20.0,,5.0,5.0,5.0,,178.0,,1.0,1.0,9.0,17.0,25.0,281.0,,1.0,22.0,17.0,20.0,10.0,,,,,,,,,,,,11.0,,,,,,4.0,2.0,6.0,5.0,7.0,,77.0,62.0,,,1.0,2.0,30.0,2.0,10.0,,,6.0,13.0,7.0,,5.0,1.0,49.0,51.0,2.0,21.0,13.0,,,70.0,8.0,6.0,,,1.0,1.0,,166.0,,,,,,,6.0,,,1.0,,,,,,13.0,,17.0,17.0,2.0,1.0,75.0,72.0,32.0,3.0,,5.0,5.0,4.0,359.0,,,,2.0,,59.0,72.0,43.0,,,,,,166.0,166.0,8.0,19.0,26.0,47.8,,,1.0,,30.0,0.0,,,,68.0,1.0,1.0,2.0,,1.0,,6.0,,3.0,99.0,272.0,11.0,10.0,127.0,40.0,21.0,22.0,5.0,26.0,21.0,,162.0,15.0,285.0,1.0,1.0,32.0,18.0,70.0,5.0,386.0,,0.0,12.0,13.0,3.0,30.0,3.0,589.0,21.0,10.0,12.0,6.0,9.0,0.0
919135,25.0,2018-01-30 19:45:00,21,West Ham,Home,67.0,21.0,2.0,9.0,7.0,6.0,,146.0,6.0,,1.0,6.0,4.0,32.0,204.0,,,16.0,26.0,24.0,5.0,1.0,,,,,,,,,,,6.0,1.0,,,,,5.0,5.0,4.0,7.0,1.0,,27.0,52.0,,,1.0,3.0,10.0,1.0,7.0,,,5.0,13.0,11.0,,6.0,1.0,51.0,76.0,3.0,24.0,10.0,,,54.0,11.0,15.0,,,5.0,2.0,,140.0,,,,,,,8.0,,,,,,,,,10.0,,12.0,12.0,,1.0,61.0,60.0,29.0,3.0,1.0,3.0,3.0,3.0,271.0,,,1.0,1.0,,42.0,79.0,38.0,,,,,1.0,139.0,139.0,2.0,17.0,27.0,40.4,,,1.0,1.0,10.0,0.0,,,,68.0,,2.0,2.0,,1.0,,4.0,,1.0,77.0,188.0,3.0,6.0,88.0,41.0,24.0,15.0,4.0,30.0,26.0,,119.0,16.0,238.0,,,21.0,5.0,60.0,2.0,296.0,,0.0,8.0,25.0,1.0,21.0,1.0,483.0,20.0,9.0,12.0,5.0,15.0,0.0
919145,26.0,2018-02-03 15:00:00,21,West Ham,Away,126.0,15.0,,6.0,6.0,3.0,1.0,163.0,7.0,1.0,,10.0,14.0,24.0,283.0,,,16.0,24.0,28.0,3.0,,,,,,,,,,,,4.0,,,,,,2.0,14.0,7.0,4.0,,,59.0,50.0,1.0,1.0,,3.0,19.0,1.0,9.0,,,1.0,7.0,6.0,,4.0,2.0,45.0,66.0,3.0,36.0,25.0,1.0,1.0,61.0,7.0,10.0,1.0,,1.0,3.0,,145.0,1.0,,1.0,1.0,,,13.0,,,1.0,,,,,,25.0,,18.0,18.0,,1.0,92.0,90.0,45.0,4.0,,2.0,2.0,1.0,351.0,,,5.0,1.0,,78.0,41.0,27.0,,,,,,145.0,145.0,1.0,17.0,27.0,45.6,,,,,19.0,0.0,,,,84.0,2.0,,2.0,,,,2.0,1.0,2.0,53.0,265.0,10.0,4.0,148.0,31.0,36.0,15.0,1.0,17.0,16.0,,98.0,11.0,249.0,,1.0,29.0,16.0,66.0,3.0,380.0,,0.0,4.0,17.0,,25.0,1.0,577.0,15.0,15.0,11.0,1.0,12.0,0.0
919162,27.0,2018-02-10 15:00:00,21,West Ham,Home,61.0,7.0,1.0,2.0,1.0,1.0,,91.0,2.0,2.0,2.0,8.0,3.0,22.0,150.0,,1.0,13.0,32.0,31.0,4.0,1.0,,,,,,,,,,,5.0,,,,,1.0,5.0,5.0,6.0,5.0,3.0,,32.0,59.0,4.0,2.0,2.0,6.0,17.0,2.0,12.0,,1.0,8.0,7.0,6.0,,12.0,2.0,71.0,80.0,6.0,48.0,33.0,,,57.0,11.0,7.0,2.0,,2.0,1.0,,123.0,2.0,,1.0,2.0,,,10.0,,,1.0,2.0,,,,,33.0,,11.0,11.0,1.0,2.0,50.0,77.0,27.0,7.0,,1.0,6.0,4.0,222.0,,,4.0,,,40.0,46.0,25.0,,,,,,161.0,161.0,6.0,26.0,16.0,36.2,,,,1.0,17.0,0.0,,,,41.0,1.0,3.0,4.0,,,,2.0,,3.0,41.0,141.0,9.0,7.0,82.0,26.0,48.0,26.0,7.0,21.0,14.0,,86.0,8.0,185.0,2.0,3.0,29.0,3.0,65.0,3.0,246.0,,0.0,8.0,21.0,3.0,24.0,1.0,482.0,25.0,15.0,21.0,8.0,14.0,0.0
919169,28.0,2018-02-24 15:00:00,21,West Ham,Away,108.0,16.0,,,,4.0,,127.0,6.0,1.0,3.0,4.0,5.0,25.0,235.0,,2.0,18.0,19.0,17.0,2.0,1.0,1.0,,,,,,,,,,5.0,,,,,2.0,3.0,14.0,7.0,6.0,1.0,,52.0,69.0,,,,2.0,12.0,1.0,11.0,,,2.0,,1.0,,23.0,3.0,63.0,52.0,2.0,34.0,18.0,,,45.0,7.0,7.0,,,2.0,1.0,,153.0,1.0,,1.0,1.0,,1.0,13.0,,,1.0,,,,,,18.0,1.0,9.0,9.0,1.0,3.0,58.0,71.0,27.0,8.0,,1.0,3.0,4.0,301.0,,,2.0,3.0,,65.0,49.0,8.0,,,,,,158.0,158.0,3.0,27.0,22.0,31.7,,,,,12.0,0.0,,,,74.0,5.0,3.0,8.0,,,1.0,2.0,,3.0,54.0,217.0,5.0,4.0,133.0,34.0,34.0,13.0,2.0,4.0,2.0,2.0,89.0,10.0,208.0,,2.0,25.0,7.0,69.0,2.0,337.0,,0.0,7.0,19.0,2.0,21.0,2.0,528.0,13.0,17.0,9.0,2.0,13.0,0.0
919180,29.0,2018-03-03 15:00:00,21,West Ham,Away,252.0,33.0,,,,3.0,,168.0,1.0,2.0,6.0,7.0,14.0,34.0,420.0,,,9.0,28.0,17.0,2.0,,,,,,,,,,,,5.0,,,,,1.0,6.0,6.0,3.0,3.0,4.0,,84.0,72.0,,,,1.0,18.0,4.0,10.0,1.0,,5.0,8.0,3.0,,13.0,1.0,69.0,51.0,1.0,20.0,9.0,,,65.0,14.0,9.0,,,,,,203.0,1.0,1.0,1.0,,1.0,,5.0,,,,,,,,,9.0,,17.0,17.0,,6.0,116.0,93.0,50.0,4.0,,,3.0,2.0,502.0,,,1.0,,,51.0,51.0,25.0,1.0,1.0,1.0,,,155.0,155.0,2.0,32.0,31.0,54.7,,,,,18.0,0.0,,,,119.0,3.0,1.0,3.0,,1.0,,1.0,,2.0,66.0,406.0,8.0,3.0,275.0,64.0,20.0,10.0,5.0,16.0,11.0,,118.0,8.0,263.0,,2.0,30.0,15.0,81.0,5.0,522.0,,0.0,7.0,20.0,2.0,11.0,3.0,697.0,14.0,12.0,5.0,5.0,11.0,0.0
919192,30.0,2018-03-10 15:00:00,21,West Ham,Home,98.0,20.0,2.0,8.0,6.0,4.0,,213.0,3.0,,2.0,6.0,8.0,27.0,303.0,,2.0,20.0,23.0,21.0,10.0,1.0,,,,,,,,,,,11.0,,,,,,4.0,4.0,3.0,8.0,5.0,,66.0,51.0,1.0,1.0,,1.0,29.0,3.0,2.0,,,5.0,14.0,9.0,,7.0,,45.0,59.0,1.0,16.0,7.0,1.0,,77.0,13.0,7.0,,,2.0,2.0,,153.0,,,,,,,4.0,,,,1.0,,,,,7.0,,12.0,12.0,2.0,2.0,91.0,61.0,35.0,1.0,,5.0,6.0,4.0,367.0,,,1.0,3.0,,107.0,41.0,42.0,,,,,,130.0,130.0,2.0,22.0,22.0,51.7,,,,1.0,29.0,0.0,,,,75.0,,1.0,1.0,,,,6.0,,1.0,110.0,290.0,12.0,11.0,117.0,42.0,16.0,21.0,5.0,30.0,25.0,,159.0,8.0,298.0,2.0,,19.0,11.0,57.0,1.0,385.0,4.0,0.0,13.0,14.0,3.0,25.0,2.0,572.0,24.0,6.0,17.0,5.0,10.0,0.0
919202,31.0,2018-05-10 19:45:00,21,West Ham,Home,192.0,20.0,,1.0,1.0,2.0,,204.0,5.0,,4.0,2.0,11.0,29.0,395.0,,1.0,11.0,18.0,9.0,7.0,,,,1.0,,1.0,,,,,,7.0,,,,,1.0,4.0,7.0,9.0,5.0,4.0,,83.0,63.0,,,,1.0,16.0,1.0,17.0,,,1.0,5.0,4.0,,9.0,4.0,63.0,49.0,1.0,17.0,7.0,,1.0,63.0,12.0,11.0,,1.0,3.0,1.0,1.0,164.0,,,,,,,7.0,,,,,,,,,7.0,,15.0,15.0,2.0,4.0,121.0,66.0,40.0,6.0,,4.0,3.0,2.0,455.0,,,2.0,2.0,,83.0,68.0,18.0,,,,,,124.0,124.0,7.0,32.0,17.0,44.2,,,,,16.0,0.0,,,,108.0,2.0,4.0,6.0,,,,6.0,,1.0,83.0,381.0,10.0,7.0,205.0,34.0,17.0,21.0,1.0,11.0,10.0,,126.0,3.0,282.0,,,21.0,12.0,64.0,1.0,476.0,,0.0,9.0,15.0,1.0,12.0,1.0,643.0,18.0,12.0,14.0,1.0,10.0,0.0
