matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803365,21,2016-01-12 19:45:00,21,West Ham,Away,161.0,19.0,4.0,3.0,,6.0,,163.0,1.0,,3.0,10.0,12.0,26.0,321.0,1.0,1.0,24.0,10.0,21.0,3.0,1.0,,2.0,,,2.0,,,1.0,,,6.0,,,,,,2.0,2.0,9.0,69.0,66.0,2.0,2.0,1.0,2.0,27.0,1.0,18.0,,,7.0,9.0,3.0,,11.0,3.0,51.0,67.0,2.0,13.0,6.0,1.0,,56.0,5.0,8.0,,,2.0,,2.0,175.0,1.0,,1.0,1.0,,,7.0,1.0,,,6.0,,14.0,14.0,1.0,3.0,89.0,91.0,47.0,4.0,3.0,2.0,3.0,5.0,409.0,4.0,,,55.0,72.0,24.0,,,,,,182.0,175.0,3.0,25.0,29.0,51.3,,1.0,27.0,0.0,99.0,,3.0,3.0,3.0,,4.0,,3.0,81.0,312.0,11.0,6.0,186.0,28.0,20.0,25.0,6.0,17.0,12.0,,128.0,19.0,263.0,,,30.0,12.0,63.0,4.0,432.0,1.0,0.0,10.0,21.0,5.0,35.0,1.0,646.0,17.0,18.0,7.0,15.0,0.0
803381,22,2016-01-16 15:00:00,21,West Ham,Away,168.0,28.0,1.0,3.0,3.0,4.0,,186.0,7.0,1.0,5.0,10.0,18.0,36.0,351.0,,,18.0,14.0,12.0,6.0,2.0,,,,,,,,,,,8.0,,,,,1.0,2.0,13.0,10.0,56.0,64.0,,,1.0,3.0,19.0,2.0,7.0,,,3.0,11.0,4.0,,11.0,3.0,49.0,52.0,3.0,10.0,5.0,,,58.0,4.0,8.0,,1.0,2.0,1.0,,170.0,,,,,,,12.0,1.0,1.0,,8.0,,16.0,16.0,,5.0,113.0,77.0,51.0,4.0,,5.0,3.0,3.0,409.0,5.0,1.0,,48.0,71.0,28.0,,,,,,161.0,154.0,5.0,26.0,26.0,49.3,,1.0,19.0,0.0,97.0,5.0,3.0,8.0,,,5.0,,3.0,79.0,330.0,9.0,8.0,190.0,44.0,17.0,22.0,3.0,18.0,16.0,,114.0,12.0,264.0,1.0,1.0,26.0,18.0,70.0,1.0,436.0,,0.0,10.0,23.0,,25.0,0.0,648.0,20.0,9.0,3.0,19.0,0.0
803386,23,2016-01-23 17:30:00,21,West Ham,Home,134.0,22.0,1.0,5.0,4.0,5.0,1.0,168.0,2.0,,8.0,7.0,15.0,35.0,297.0,,,17.0,26.0,18.0,5.0,2.0,,,,1.0,1.0,,,,,,4.0,,1.0,,,1.0,7.0,10.0,6.0,67.0,70.0,1.0,,1.0,3.0,18.0,2.0,13.0,,,5.0,9.0,5.0,,3.0,,64.0,68.0,3.0,19.0,8.0,1.0,,72.0,11.0,15.0,2.0,,3.0,3.0,1.0,186.0,1.0,1.0,1.0,,1.0,,4.0,1.0,2.0,,8.0,1.0,11.0,11.0,,8.0,73.0,89.0,43.0,2.0,,5.0,3.0,3.0,379.0,9.0,1.0,,80.0,67.0,29.0,1.0,1.0,1.0,,,169.0,164.0,4.0,29.0,25.0,46.7,1.0,,18.0,0.0,75.0,1.0,,1.0,,,5.0,,3.0,78.0,281.0,11.0,8.0,151.0,45.0,24.0,26.0,5.0,22.0,17.0,,136.0,10.0,272.0,2.0,,32.0,15.0,81.0,1.0,401.0,1.0,0.0,10.0,23.0,,21.0,2.0,626.0,21.0,13.0,5.0,17.0,0.0
803392,24,2016-02-02 19:45:00,21,West Ham,Home,188.0,28.0,4.0,6.0,3.0,3.0,,396.0,4.0,,6.0,2.0,20.0,37.0,578.0,,1.0,15.0,16.0,15.0,17.0,2.0,1.0,,1.0,1.0,2.0,,,1.0,,1.0,19.0,,,,,,6.0,,5.0,118.0,62.0,2.0,1.0,1.0,3.0,8.0,3.0,8.0,,,5.0,12.0,4.0,,15.0,,53.0,57.0,3.0,13.0,11.0,,,114.0,9.0,11.0,1.0,,3.0,1.0,2.0,213.0,2.0,,2.0,2.0,,1.0,5.0,2.0,,,14.0,1.0,17.0,17.0,1.0,6.0,171.0,71.0,51.0,5.0,1.0,13.0,8.0,6.0,641.0,2.0,3.0,,158.0,60.0,34.0,,,,,,141.0,135.0,4.0,13.0,38.0,68.0,,1.0,8.0,0.0,155.0,,2.0,2.0,1.0,1.0,16.0,,3.0,199.0,563.0,4.0,21.0,210.0,42.0,19.0,20.0,4.0,20.0,17.0,2.0,236.0,6.0,467.0,,,13.0,20.0,61.0,5.0,657.0,1.0,0.0,25.0,16.0,2.0,17.0,3.0,857.0,12.0,15.0,5.0,12.0,0.0
803411,25,2016-02-06 17:30:00,21,West Ham,Away,176.0,15.0,2.0,9.0,7.0,1.0,2.0,274.0,4.0,1.0,5.0,4.0,16.0,32.0,441.0,,,22.0,14.0,6.0,12.0,3.0,,,1.0,,1.0,,,,,,13.0,,,,,2.0,5.0,7.0,1.0,72.0,43.0,1.0,1.0,,,5.0,10.0,2.0,,1.0,5.0,13.0,13.0,,10.0,1.0,45.0,48.0,,21.0,17.0,,1.0,58.0,10.0,17.0,,,3.0,3.0,1.0,164.0,,,,,,,5.0,,,,17.0,,5.0,5.0,1.0,5.0,133.0,68.0,50.0,4.0,,5.0,10.0,2.0,482.0,2.0,,,91.0,79.0,47.0,,,,,,131.0,128.0,3.0,15.0,20.0,64.8,,,5.0,0.0,134.0,1.0,,1.0,,,6.0,,3.0,110.0,423.0,3.0,15.0,187.0,30.0,24.0,16.0,4.0,33.0,29.0,,149.0,6.0,349.0,,1.0,14.0,16.0,54.0,3.0,503.0,,0.0,18.0,19.0,,27.0,2.0,714.0,15.0,7.0,5.0,13.0,0.0
803421,26,2016-02-13 15:00:00,21,West Ham,Away,119.0,21.0,1.0,2.0,1.0,9.0,1.0,176.0,6.0,,4.0,9.0,8.0,30.0,293.0,,1.0,20.0,21.0,24.0,5.0,,,,,1.0,1.0,,,,,,8.0,,,,,2.0,6.0,6.0,7.0,59.0,56.0,,,1.0,3.0,23.0,,9.0,,,3.0,10.0,3.0,,11.0,,62.0,68.0,3.0,18.0,13.0,1.0,,68.0,11.0,16.0,1.0,,5.0,5.0,1.0,182.0,1.0,,1.0,1.0,,,11.0,2.0,3.0,,18.0,,23.0,23.0,6.0,4.0,86.0,108.0,52.0,3.0,1.0,4.0,2.0,6.0,373.0,3.0,1.0,,61.0,72.0,29.0,,,,,,186.0,181.0,2.0,18.0,28.0,51.6,,1.0,23.0,0.0,74.0,1.0,,1.0,1.0,,5.0,,3.0,91.0,273.0,12.0,6.0,142.0,33.0,23.0,25.0,3.0,21.0,18.0,,135.0,17.0,280.0,3.0,,41.0,9.0,75.0,8.0,401.0,,0.0,11.0,14.0,1.0,27.0,2.0,629.0,17.0,15.0,3.0,12.0,0.0
803430,27,2016-02-27 12:45:00,21,West Ham,Home,142.0,24.0,2.0,2.0,,3.0,,156.0,6.0,2.0,6.0,11.0,4.0,41.0,296.0,,,17.0,17.0,15.0,5.0,,,,,,,,,,,,8.0,,1.0,,,,2.0,6.0,7.0,51.0,61.0,,,,1.0,19.0,,7.0,,,5.0,5.0,6.0,,18.0,2.0,61.0,50.0,1.0,16.0,11.0,,1.0,91.0,11.0,6.0,1.0,,2.0,1.0,,190.0,,,,,,,13.0,1.0,1.0,,14.0,2.0,23.0,23.0,2.0,6.0,90.0,101.0,46.0,6.0,,3.0,2.0,3.0,389.0,3.0,2.0,,78.0,55.0,31.0,,,,,,196.0,188.0,3.0,18.0,29.0,52.8,1.0,,19.0,0.0,86.0,3.0,1.0,4.0,1.0,,6.0,,3.0,91.0,277.0,10.0,5.0,173.0,49.0,24.0,21.0,4.0,16.0,12.0,,147.0,10.0,260.0,1.0,2.0,42.0,4.0,97.0,,417.0,,0.0,9.0,17.0,,26.0,1.0,625.0,16.0,13.0,5.0,15.0,0.0
803438,28,2016-03-02 19:45:00,21,West Ham,Home,43.0,12.0,3.0,5.0,2.0,1.0,1.0,113.0,3.0,,,5.0,7.0,21.0,151.0,,,17.0,24.0,18.0,8.0,2.0,,,,1.0,1.0,,,,,,9.0,,,,,2.0,4.0,4.0,5.0,29.0,62.0,,,,1.0,21.0,5.0,4.0,1.0,,6.0,6.0,2.0,,21.0,1.0,68.0,59.0,1.0,23.0,11.0,,,73.0,10.0,11.0,,,5.0,2.0,1.0,141.0,1.0,1.0,1.0,,1.0,,13.0,,1.0,,13.0,,29.0,29.0,1.0,,47.0,73.0,26.0,3.0,1.0,5.0,6.0,3.0,235.0,1.0,2.0,,50.0,53.0,26.0,,,,,,205.0,195.0,10.0,21.0,21.0,34.9,,2.0,21.0,0.0,49.0,2.0,1.0,2.0,2.0,,6.0,1.0,3.0,69.0,142.0,11.0,11.0,68.0,30.0,33.0,22.0,5.0,15.0,10.0,,132.0,10.0,213.0,1.0,,28.0,8.0,71.0,7.0,266.0,,0.0,14.0,19.0,,33.0,0.0,517.0,13.0,11.0,6.0,12.0,0.0
803451,29,2016-03-05 15:00:00,21,West Ham,Away,184.0,9.0,2.0,8.0,6.0,3.0,1.0,240.0,2.0,3.0,7.0,4.0,23.0,24.0,416.0,,2.0,12.0,8.0,12.0,8.0,3.0,,,1.0,,1.0,,,,,,12.0,,,,,2.0,7.0,8.0,7.0,66.0,62.0,3.0,1.0,2.0,5.0,16.0,5.0,11.0,,3.0,6.0,19.0,8.0,,11.0,4.0,49.0,52.0,5.0,19.0,14.0,,,47.0,13.0,11.0,1.0,,3.0,2.0,1.0,151.0,3.0,,3.0,2.0,1.0,,3.0,2.0,2.0,1.0,16.0,,16.0,16.0,2.0,7.0,128.0,67.0,49.0,9.0,1.0,5.0,9.0,5.0,458.0,5.0,,,74.0,59.0,54.0,,1.0,1.0,1.0,,131.0,126.0,5.0,24.0,25.0,58.4,,,16.0,0.0,131.0,3.0,3.0,6.0,,,7.0,,3.0,131.0,402.0,10.0,14.0,197.0,15.0,24.0,15.0,6.0,35.0,29.0,,159.0,7.0,314.0,2.0,3.0,13.0,24.0,44.0,3.0,476.0,,0.0,17.0,23.0,2.0,14.0,3.0,702.0,15.0,7.0,6.0,16.0,0.0
803460,30,2016-04-20 19:45:00,21,West Ham,Home,140.0,27.0,1.0,3.0,2.0,6.0,,156.0,5.0,,3.0,8.0,18.0,39.0,293.0,,3.0,20.0,12.0,15.0,9.0,2.0,,,,1.0,1.0,,,,,,11.0,2.0,,,,2.0,3.0,3.0,4.0,61.0,58.0,4.0,3.0,3.0,1.0,16.0,5.0,10.0,,,4.0,9.0,1.0,,18.0,2.0,58.0,67.0,1.0,9.0,4.0,,1.0,57.0,11.0,17.0,1.0,,7.0,3.0,1.0,160.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,5.0,,31.0,31.0,,3.0,80.0,80.0,43.0,2.0,2.0,6.0,6.0,7.0,350.0,1.0,2.0,,58.0,69.0,24.0,,1.0,1.0,1.0,2.0,140.0,136.0,2.0,26.0,24.0,46.2,,,16.0,0.0,75.0,1.0,2.0,3.0,,,6.0,,3.0,78.0,273.0,10.0,12.0,158.0,35.0,13.0,26.0,2.0,15.0,13.0,,116.0,10.0,233.0,1.0,,28.0,19.0,75.0,2.0,376.0,1.0,0.0,18.0,18.0,4.0,25.0,0.0,597.0,7.0,19.0,4.0,12.0,0.0
803471,31,2016-03-19 15:00:00,21,West Ham,Away,130.0,10.0,4.0,6.0,2.0,11.0,,139.0,9.0,3.0,8.0,9.0,10.0,22.0,263.0,,1.0,4.0,18.0,23.0,4.0,4.0,1.0,,,1.0,1.0,,,,,,8.0,,1.0,,,,9.0,16.0,6.0,63.0,66.0,1.0,,1.0,3.0,21.0,4.0,15.0,,1.0,9.0,3.0,5.0,,12.0,2.0,63.0,59.0,3.0,23.0,12.0,,,50.0,14.0,11.0,,,1.0,,1.0,163.0,1.0,,1.0,1.0,,,17.0,2.0,3.0,1.0,14.0,1.0,18.0,18.0,3.0,8.0,81.0,92.0,46.0,10.0,1.0,3.0,6.0,6.0,329.0,6.0,2.0,,41.0,53.0,23.0,1.0,1.0,1.0,,,156.0,152.0,4.0,22.0,28.0,40.6,1.0,2.0,21.0,0.0,57.0,2.0,1.0,3.0,1.0,1.0,3.0,,3.0,58.0,238.0,14.0,9.0,152.0,15.0,27.0,11.0,9.0,17.0,8.0,1.0,99.0,17.0,229.0,3.0,3.0,37.0,11.0,67.0,2.0,364.0,,0.0,13.0,20.0,3.0,8.0,5.0,563.0,14.0,5.0,9.0,13.0,0.0
803473,32,2016-04-02 15:00:00,21,West Ham,Home,209.0,15.0,3.0,6.0,3.0,5.0,,209.0,6.0,1.0,6.0,10.0,23.0,43.0,412.0,2.0,,17.0,19.0,18.0,11.0,3.0,,1.0,1.0,,2.0,,,,,,12.0,,,,,,4.0,10.0,2.0,74.0,54.0,1.0,1.0,,7.0,13.0,6.0,9.0,1.0,1.0,4.0,5.0,5.0,,5.0,1.0,55.0,59.0,7.0,25.0,16.0,2.0,1.0,63.0,12.0,18.0,,,3.0,1.0,2.0,169.0,,,,,,,10.0,1.0,2.0,1.0,16.0,,9.0,9.0,,6.0,141.0,86.0,49.0,5.0,2.0,5.0,9.0,6.0,462.0,3.0,4.0,,75.0,47.0,33.0,,,,,,143.0,141.0,2.0,24.0,19.0,66.6,,,13.0,0.0,115.0,2.0,1.0,2.0,3.0,,6.0,1.0,3.0,76.0,386.0,3.0,14.0,224.0,32.0,27.0,28.0,4.0,15.0,11.0,,120.0,8.0,290.0,2.0,1.0,35.0,24.0,85.0,2.0,499.0,3.0,1.0,18.0,12.0,,24.0,2.0,701.0,14.0,15.0,4.0,11.0,0.0
803482,33,2016-04-09 12:45:00,21,West Ham,Home,125.0,13.0,3.0,11.0,8.0,3.0,1.0,162.0,6.0,,3.0,6.0,9.0,27.0,276.0,1.0,,14.0,14.0,14.0,11.0,4.0,,,,,,,,,,,12.0,,,,,1.0,7.0,9.0,2.0,58.0,61.0,,,,3.0,18.0,5.0,13.0,1.0,1.0,7.0,13.0,4.0,,7.0,1.0,55.0,52.0,3.0,20.0,13.0,,,49.0,11.0,8.0,3.0,,3.0,2.0,,134.0,2.0,,2.0,2.0,,,7.0,2.0,3.0,,15.0,,19.0,19.0,1.0,3.0,89.0,62.0,40.0,4.0,,7.0,10.0,7.0,333.0,3.0,2.0,,61.0,46.0,40.0,,,,,,135.0,128.0,6.0,30.0,17.0,39.3,,,18.0,0.0,74.0,2.0,1.0,2.0,1.0,,7.0,,1.0,78.0,260.0,8.0,17.0,142.0,23.0,27.0,22.0,7.0,26.0,19.0,,122.0,10.0,239.0,3.0,,24.0,12.0,52.0,2.0,355.0,1.0,0.0,19.0,19.0,2.0,20.0,2.0,562.0,6.0,11.0,7.0,13.0,0.0
803501,34,2016-04-17 13:30:00,21,West Ham,Away,124.0,13.0,3.0,10.0,7.0,5.0,2.0,206.0,4.0,1.0,2.0,11.0,13.0,28.0,320.0,,,25.0,17.0,16.0,11.0,3.0,,,1.0,,1.0,,,,,,13.0,1.0,,,1.0,2.0,7.0,5.0,1.0,52.0,61.0,,,1.0,1.0,18.0,3.0,6.0,,1.0,5.0,17.0,10.0,1.0,9.0,,48.0,50.0,1.0,15.0,11.0,,,64.0,14.0,13.0,,,5.0,2.0,1.0,148.0,,,,,,,8.0,1.0,1.0,1.0,12.0,2.0,27.0,27.0,,2.0,107.0,85.0,53.0,,,9.0,5.0,4.0,381.0,,1.0,,84.0,54.0,34.0,1.0,1.0,1.0,,1.0,149.0,146.0,4.0,26.0,26.0,56.5,1.0,,18.0,0.0,100.0,,,,,,12.0,,3.0,100.0,303.0,7.0,14.0,149.0,26.0,18.0,14.0,5.0,34.0,29.0,,140.0,14.0,292.0,1.0,1.0,32.0,14.0,67.0,,407.0,,0.0,19.0,12.0,,27.0,3.0,616.0,18.0,9.0,5.0,9.0,0.0
803505,35,2016-05-10 20:30:00,21,West Ham,Home,91.0,15.0,5.0,10.0,5.0,4.0,2.0,147.0,2.0,,1.0,17.0,6.0,36.0,228.0,1.0,2.0,13.0,14.0,21.0,7.0,6.0,,,1.0,,2.0,,,,,1.0,8.0,,,,,5.0,5.0,2.0,1.0,48.0,67.0,3.0,2.0,1.0,2.0,20.0,2.0,11.0,,,6.0,8.0,3.0,2.0,14.0,,55.0,64.0,2.0,12.0,6.0,1.0,,66.0,6.0,17.0,1.0,,8.0,4.0,2.0,145.0,3.0,1.0,3.0,1.0,2.0,,6.0,1.0,2.0,1.0,6.0,,22.0,22.0,3.0,1.0,74.0,82.0,49.0,2.0,,9.0,7.0,6.0,300.0,,1.0,,56.0,39.0,34.0,,,,,,161.0,159.0,3.0,26.0,33.0,41.3,,,20.0,0.0,57.0,,,,2.0,,12.0,,3.0,70.0,210.0,10.0,16.0,108.0,28.0,14.0,19.0,6.0,21.0,15.0,,121.0,15.0,237.0,2.0,,31.0,9.0,65.0,1.0,324.0,1.0,0.0,20.0,18.0,2.0,21.0,1.0,538.0,17.0,8.0,6.0,13.0,0.0
803521,36,2016-04-30 15:00:00,21,West Ham,Away,217.0,10.0,1.0,7.0,6.0,4.0,,181.0,3.0,3.0,3.0,12.0,32.0,41.0,391.0,1.0,,10.0,14.0,27.0,3.0,1.0,,,,,,,,,,,7.0,,,,,,4.0,10.0,5.0,89.0,68.0,3.0,1.0,2.0,4.0,21.0,2.0,10.0,2.0,,6.0,9.0,3.0,,10.0,,43.0,70.0,4.0,32.0,17.0,,,52.0,7.0,13.0,,,2.0,2.0,,179.0,3.0,,3.0,3.0,,,7.0,3.0,1.0,1.0,18.0,,23.0,23.0,2.0,3.0,119.0,94.0,46.0,8.0,3.0,1.0,6.0,4.0,467.0,5.0,1.0,,77.0,61.0,29.0,,,,,,152.0,147.0,3.0,31.0,28.0,59.1,,4.0,21.0,0.0,106.0,4.0,1.0,3.0,2.0,,2.0,1.0,3.0,66.0,376.0,15.0,8.0,241.0,26.0,37.0,17.0,6.0,20.0,14.0,,103.0,12.0,272.0,1.0,3.0,43.0,34.0,89.0,1.0,493.0,2.0,0.0,8.0,16.0,,15.0,0.0,703.0,12.0,14.0,6.0,15.0,0.0
803529,37,2016-05-07 15:00:00,21,West Ham,Home,155.0,13.0,7.0,13.0,6.0,5.0,,209.0,3.0,1.0,9.0,10.0,14.0,33.0,351.0,1.0,,11.0,4.0,15.0,17.0,2.0,,,1.0,,2.0,,,,,,17.0,,,,,,6.0,9.0,4.0,68.0,64.0,3.0,4.0,,3.0,16.0,10.0,10.0,,1.0,13.0,17.0,6.0,,9.0,2.0,39.0,40.0,3.0,9.0,2.0,,,60.0,11.0,7.0,,,4.0,2.0,2.0,156.0,,,,,,,6.0,,1.0,1.0,4.0,1.0,16.0,16.0,1.0,9.0,102.0,68.0,49.0,3.0,,6.0,13.0,7.0,407.0,4.0,1.0,,72.0,44.0,53.0,,,,,,138.0,136.0,4.0,18.0,32.0,51.9,,,16.0,0.0,101.0,1.0,1.0,2.0,1.0,,8.0,,3.0,111.0,335.0,8.0,19.0,175.0,25.0,11.0,15.0,11.0,36.0,25.0,,156.0,10.0,288.0,1.0,1.0,27.0,15.0,58.0,3.0,427.0,1.0,0.0,25.0,10.0,,13.0,3.0,622.0,15.0,8.0,13.0,9.0,0.0
803541,38,2016-05-15 15:00:00,21,West Ham,Away,141.0,17.0,3.0,7.0,4.0,4.0,1.0,195.0,7.0,,7.0,5.0,24.0,29.0,329.0,,,20.0,20.0,18.0,15.0,2.0,,,,,,,,,,,11.0,,,,,2.0,8.0,2.0,5.0,66.0,57.0,2.0,3.0,,2.0,14.0,6.0,13.0,,,10.0,10.0,2.0,,13.0,,69.0,49.0,2.0,16.0,12.0,,,60.0,12.0,8.0,,,3.0,2.0,,155.0,1.0,,1.0,,1.0,,9.0,,2.0,1.0,13.0,,6.0,6.0,2.0,7.0,82.0,75.0,53.0,4.0,1.0,6.0,12.0,8.0,374.0,1.0,3.0,,65.0,66.0,30.0,,,,,,140.0,137.0,2.0,15.0,31.0,53.3,,,14.0,0.0,98.0,,2.0,2.0,,,6.0,,3.0,93.0,305.0,6.0,18.0,152.0,34.0,19.0,28.0,8.0,22.0,14.0,,138.0,11.0,271.0,2.0,,18.0,24.0,53.0,2.0,401.0,1.0,0.0,20.0,10.0,,25.0,1.0,599.0,12.0,13.0,10.0,6.0,0.0
