matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
694910,1,2013-08-17 15:00:00,21,West Ham,Home,82.0,12.0,1.0,7.0,6.0,6.0,,133.0,6.0,,1.0,4.0,3.0,22.0,208.0,1.0,1.0,19.0,23.0,29.0,11.0,1.0,,1.0,,,,,,,,16.0,,,,,1.0,6.0,4.0,8.0,,,50.0,32.0,1.0,1.0,,4.0,11.0,5.0,4.0,,,4.0,10.0,5.0,,7.0,,48.0,57.0,4.0,40.0,26.0,,,80.0,10.0,7.0,,,1.0,,,143.0,2.0,,2.0,2.0,,,12.0,2.0,,,26.0,,5.0,5.0,,1.0,48.0,66.0,28.0,3.0,2.0,7.0,7.0,4.0,286.0,4.0,1.0,,50.0,66.0,24.0,,,,,134.0,134.0,3.0,12.0,15.0,43.6,,,,11.0,0.0,53.0,1.0,,1.0,,2.0,1.0,9.0,,3.0,79.0,205.0,8.0,14.0,98.0,23.0,40.0,16.0,4.0,19.0,15.0,1.0,137.0,12.0,215.0,,,27.0,3.0,50.0,5.0,294.0,1.0,0.0,18.0,11.0,1.0,24.0,0.0,488.0,,8.0,12.0,4.0,9.0,0.0
694917,2,2013-08-24 15:00:00,21,West Ham,Away,126.0,3.0,,4.0,4.0,4.0,,106.0,6.0,3.0,6.0,9.0,4.0,15.0,228.0,,1.0,23.0,29.0,27.0,4.0,,,,,,,,,,,5.0,,,,,,7.0,7.0,9.0,,,54.0,51.0,2.0,2.0,,5.0,12.0,2.0,12.0,,,4.0,13.0,5.0,,9.0,,71.0,61.0,5.0,32.0,16.0,,,66.0,15.0,12.0,,,1.0,2.0,,137.0,,,,,,,17.0,,2.0,1.0,17.0,,6.0,6.0,,6.0,68.0,73.0,27.0,5.0,,3.0,1.0,1.0,309.0,2.0,1.0,,41.0,64.0,15.0,,,,,154.0,153.0,2.0,23.0,15.0,44.8,,,,12.0,0.0,64.0,,,,,,,3.0,1.0,2.0,61.0,220.0,5.0,4.0,143.0,16.0,33.0,11.0,3.0,23.0,20.0,,116.0,16.0,203.0,2.0,3.0,32.0,4.0,41.0,3.0,323.0,,0.0,6.0,24.0,1.0,25.0,1.0,522.0,,5.0,3.0,4.0,20.0,0.0
694929,3,2013-08-31 15:00:00,21,West Ham,Home,93.0,9.0,1.0,3.0,2.0,3.0,,152.0,4.0,1.0,4.0,10.0,2.0,24.0,242.0,,,15.0,34.0,33.0,6.0,3.0,,,,,,,,,,5.0,,,,,1.0,2.0,5.0,10.0,,,60.0,39.0,,,,1.0,8.0,2.0,7.0,,,3.0,11.0,4.0,,10.0,2.0,65.0,71.0,1.0,29.0,24.0,,1.0,74.0,10.0,12.0,,,,,,133.0,,,,,,,15.0,,2.0,,24.0,,15.0,15.0,1.0,4.0,56.0,69.0,24.0,4.0,,7.0,2.0,,307.0,3.0,3.0,,41.0,76.0,21.0,,,,,140.0,140.0,4.0,11.0,17.0,44.9,,,,8.0,0.0,72.0,2.0,2.0,4.0,,,,7.0,,3.0,85.0,232.0,4.0,9.0,105.0,16.0,29.0,24.0,3.0,18.0,15.0,,131.0,11.0,234.0,2.0,1.0,32.0,3.0,43.0,1.0,321.0,2.0,0.0,9.0,12.0,,20.0,2.0,517.0,,8.0,16.0,3.0,9.0,0.0
694936,4,2013-09-15 16:00:00,21,West Ham,Away,89.0,13.0,1.0,3.0,2.0,3.0,1.0,107.0,4.0,1.0,5.0,7.0,5.0,23.0,193.0,1.0,,21.0,23.0,17.0,3.0,,,,,,,,,,,6.0,,,,,,6.0,11.0,4.0,,,44.0,48.0,,,,1.0,19.0,,5.0,,,5.0,14.0,2.0,,18.0,4.0,63.0,54.0,1.0,31.0,16.0,,1.0,66.0,12.0,11.0,,,1.0,1.0,,137.0,,,,,,,13.0,,2.0,3.0,16.0,,14.0,14.0,,5.0,49.0,78.0,29.0,10.0,,2.0,1.0,1.0,267.0,5.0,4.0,,56.0,43.0,25.0,,,,,166.0,166.0,1.0,14.0,24.0,41.3,,,2.0,19.0,0.0,52.0,4.0,1.0,5.0,,1.0,,5.0,,3.0,55.0,190.0,12.0,3.0,102.0,22.0,31.0,17.0,5.0,22.0,17.0,,101.0,9.0,202.0,2.0,1.0,35.0,5.0,53.0,2.0,282.0,1.0,0.0,6.0,19.0,,26.0,3.0,517.0,,12.0,9.0,5.0,14.0,0.0
694949,5,2013-09-21 15:00:00,21,West Ham,Home,121.0,11.0,3.0,4.0,1.0,6.0,,116.0,3.0,1.0,4.0,14.0,7.0,23.0,233.0,,,16.0,20.0,22.0,4.0,1.0,,,,,,,,1.0,,7.0,1.0,,,,,7.0,5.0,5.0,,,57.0,60.0,,,1.0,3.0,12.0,3.0,9.0,,,5.0,6.0,3.0,,6.0,2.0,62.0,67.0,3.0,29.0,16.0,,,66.0,17.0,12.0,,,2.0,1.0,,151.0,1.0,,,1.0,,,7.0,1.0,1.0,1.0,16.0,,15.0,15.0,4.0,4.0,59.0,84.0,41.0,5.0,2.0,4.0,2.0,2.0,306.0,2.0,1.0,,48.0,48.0,19.0,,,,1.0,133.0,133.0,3.0,25.0,25.0,37.7,,,,12.0,0.0,52.0,1.0,,2.0,1.0,,,5.0,,3.0,49.0,227.0,6.0,6.0,132.0,22.0,29.0,19.0,5.0,15.0,10.0,,101.0,13.0,202.0,1.0,1.0,43.0,8.0,58.0,,319.0,,1.0,10.0,26.0,,19.0,2.0,510.0,,11.0,8.0,5.0,22.0,0.0
694954,6,2013-09-28 15:00:00,21,West Ham,Away,173.0,12.0,3.0,13.0,10.0,2.0,,195.0,1.0,,6.0,4.0,11.0,24.0,355.0,,2.0,23.0,19.0,11.0,12.0,2.0,,1.0,,1.0,,1.0,,,,14.0,,,,,2.0,3.0,6.0,5.0,,,61.0,49.0,1.0,1.0,,3.0,12.0,5.0,2.0,1.0,,6.0,23.0,6.0,,10.0,2.0,49.0,42.0,3.0,29.0,19.0,,,77.0,13.0,11.0,,,4.0,1.0,1.0,180.0,,,,,,,6.0,,,1.0,19.0,,10.0,10.0,1.0,6.0,95.0,95.0,53.0,6.0,,4.0,10.0,6.0,438.0,4.0,4.0,,60.0,73.0,25.0,1.0,1.0,1.0,,157.0,157.0,2.0,20.0,20.0,58.9,,,,12.0,0.0,114.0,2.0,1.0,2.0,,1.0,1.0,7.0,2.0,3.0,89.0,347.0,4.0,14.0,188.0,28.0,29.0,15.0,6.0,36.0,30.0,1.0,147.0,7.0,298.0,,,28.0,13.0,49.0,,450.0,1.0,0.0,18.0,16.0,2.0,25.0,2.0,668.0,,10.0,7.0,6.0,13.0,0.0
694969,7,2013-10-06 16:00:00,21,West Ham,Away,144.0,11.0,3.0,5.0,2.0,1.0,,100.0,4.0,,1.0,5.0,,25.0,239.0,,2.0,13.0,13.0,13.0,6.0,4.0,,1.0,,1.0,,1.0,,,,7.0,,,,,1.0,3.0,6.0,8.0,,,46.0,75.0,2.0,1.0,1.0,3.0,12.0,3.0,14.0,,,7.0,9.0,3.0,1.0,9.0,2.0,55.0,53.0,3.0,25.0,15.0,,,55.0,9.0,5.0,1.0,,2.0,,1.0,143.0,2.0,,,2.0,,1.0,11.0,2.0,1.0,,15.0,,16.0,16.0,3.0,1.0,60.0,84.0,31.0,6.0,1.0,7.0,5.0,5.0,307.0,4.0,6.0,,48.0,41.0,14.0,,,,,148.0,148.0,3.0,38.0,26.0,39.2,,,,12.0,0.0,72.0,2.0,2.0,4.0,,,1.0,8.0,1.0,3.0,48.0,230.0,9.0,12.0,162.0,23.0,25.0,18.0,6.0,18.0,12.0,2.0,85.0,1.0,177.0,1.0,,30.0,,61.0,3.0,321.0,,0.0,16.0,27.0,4.0,19.0,0.0,530.0,,12.0,8.0,7.0,20.0,0.0
694979,8,2013-10-19 17:30:00,21,West Ham,Home,120.0,12.0,1.0,10.0,9.0,1.0,1.0,158.0,3.0,,3.0,6.0,2.0,28.0,268.0,,1.0,19.0,24.0,10.0,7.0,2.0,,,,,,,,,1.0,9.0,,,,,1.0,2.0,15.0,1.0,,,52.0,52.0,,,,2.0,8.0,3.0,7.0,,,5.0,16.0,6.0,,13.0,5.0,58.0,48.0,2.0,19.0,12.0,,,66.0,7.0,12.0,1.0,,5.0,2.0,,148.0,1.0,,1.0,1.0,,,12.0,1.0,,1.0,12.0,,20.0,20.0,3.0,3.0,73.0,76.0,36.0,5.0,,5.0,5.0,2.0,329.0,3.0,1.0,,41.0,63.0,22.0,,,,,139.0,139.0,3.0,24.0,19.0,37.9,,,,8.0,0.0,71.0,6.0,,6.0,,3.0,,6.0,2.0,3.0,84.0,256.0,2.0,10.0,135.0,24.0,19.0,17.0,4.0,28.0,24.0,,128.0,3.0,237.0,,,24.0,2.0,54.0,1.0,344.0,1.0,0.0,11.0,18.0,3.0,22.0,1.0,544.0,,9.0,8.0,5.0,13.0,0.0
694989,9,2013-10-27 16:00:00,21,West Ham,Away,79.0,13.0,3.0,6.0,3.0,4.0,1.0,112.0,6.0,1.0,3.0,9.0,4.0,19.0,185.0,1.0,,12.0,9.0,17.0,8.0,4.0,,1.0,,,,,,,,7.0,,,,,4.0,2.0,6.0,4.0,,,34.0,56.0,2.0,2.0,,2.0,15.0,4.0,8.0,1.0,,6.0,6.0,4.0,,12.0,2.0,45.0,42.0,2.0,33.0,20.0,,,64.0,14.0,10.0,,,2.0,2.0,,143.0,,,,,,,12.0,,1.0,2.0,20.0,,18.0,18.0,1.0,3.0,48.0,71.0,35.0,9.0,,7.0,5.0,4.0,259.0,4.0,3.0,,41.0,44.0,25.0,,,,,149.0,149.0,1.0,20.0,27.0,33.0,,,,15.0,0.0,50.0,4.0,1.0,4.0,,5.0,1.0,7.0,,3.0,58.0,175.0,10.0,12.0,100.0,21.0,33.0,8.0,6.0,18.0,12.0,1.0,104.0,16.0,193.0,1.0,1.0,38.0,6.0,47.0,2.0,275.0,1.0,0.0,15.0,12.0,,18.0,3.0,481.0,,13.0,3.0,6.0,8.0,0.0
694999,10,2013-11-02 15:00:00,21,West Ham,Home,165.0,34.0,,6.0,6.0,4.0,,296.0,3.0,1.0,5.0,4.0,20.0,49.0,455.0,,2.0,23.0,21.0,15.0,12.0,2.0,,,,,,,,,,13.0,,,,,2.0,2.0,4.0,4.0,,,70.0,59.0,,,,,12.0,6.0,4.0,,,5.0,22.0,14.0,,15.0,1.0,57.0,45.0,,30.0,20.0,,,100.0,8.0,14.0,,,5.0,2.0,,190.0,,,,,,,5.0,,1.0,,20.0,,16.0,16.0,,5.0,130.0,91.0,52.0,1.0,,5.0,9.0,4.0,518.0,2.0,4.0,,83.0,110.0,28.0,,,,,162.0,162.0,7.0,21.0,25.0,59.4,,,,12.0,0.0,146.0,2.0,,2.0,,1.0,,7.0,,3.0,142.0,442.0,5.0,14.0,174.0,56.0,30.0,19.0,2.0,40.0,38.0,,193.0,6.0,402.0,1.0,1.0,19.0,22.0,78.0,,536.0,1.0,0.0,17.0,6.0,3.0,27.0,0.0,761.0,,13.0,10.0,5.0,5.0,0.0
