matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695006,11,2013-11-09 17:30:00,21,West Ham,Away,180.0,19.0,2.0,7.0,5.0,2.0,,195.0,4.0,1.0,,6.0,7.0,34.0,368.0,1.0,,17.0,16.0,16.0,4.0,1.0,,,,,,2.0,,,,7.0,,1.0,,,1.0,1.0,10.0,5.0,,,77.0,49.0,2.0,2.0,1.0,3.0,12.0,5.0,4.0,,,2.0,14.0,5.0,,11.0,2.0,48.0,49.0,3.0,33.0,17.0,1.0,1.0,80.0,11.0,12.0,,,5.0,1.0,2.0,160.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,17.0,1.0,10.0,10.0,,,118.0,77.0,32.0,4.0,1.0,1.0,5.0,4.0,442.0,,,,68.0,75.0,17.0,1.0,1.0,1.0,,145.0,145.0,1.0,20.0,23.0,53.1,1.0,,,12.0,0.0,102.0,2.0,1.0,3.0,,1.0,,3.0,1.0,3.0,88.0,360.0,10.0,6.0,190.0,31.0,33.0,15.0,2.0,22.0,20.0,,144.0,7.0,289.0,2.0,1.0,33.0,7.0,66.0,6.0,457.0,1.0,0.0,12.0,16.0,,21.0,1.0,654.0,,6.0,6.0,2.0,15.0,0.0
695019,12,2013-11-23 17:30:00,21,West Ham,Home,143.0,21.0,1.0,4.0,3.0,1.0,,161.0,4.0,,4.0,4.0,6.0,28.0,300.0,,1.0,28.0,17.0,14.0,5.0,,,,,,,,,,,8.0,,,,,,3.0,11.0,9.0,,,79.0,51.0,,1.0,,,15.0,3.0,5.0,1.0,,8.0,11.0,6.0,,12.0,4.0,54.0,53.0,,41.0,22.0,1.0,1.0,58.0,12.0,9.0,,,1.0,1.0,,144.0,,,,,,,5.0,,1.0,,22.0,,10.0,10.0,1.0,4.0,81.0,67.0,34.0,4.0,,2.0,3.0,1.0,371.0,8.0,2.0,,67.0,59.0,21.0,1.0,1.0,1.0,,151.0,151.0,2.0,19.0,21.0,44.9,,,,15.0,0.0,84.0,3.0,2.0,4.0,,,,4.0,1.0,3.0,94.0,292.0,6.0,5.0,163.0,32.0,41.0,21.0,7.0,25.0,18.0,,139.0,5.0,250.0,1.0,1.0,23.0,7.0,52.0,3.0,388.0,,0.0,8.0,18.0,2.0,30.0,0.0,617.0,,13.0,12.0,8.0,11.0,0.0
695030,13,2013-11-30 15:00:00,21,West Ham,Home,111.0,24.0,2.0,10.0,8.0,2.0,1.0,184.0,3.0,,2.0,14.0,8.0,28.0,285.0,1.0,2.0,14.0,30.0,38.0,16.0,3.0,,2.0,,,,,,,,19.0,,,,1.0,2.0,5.0,1.0,9.0,,,54.0,70.0,4.0,3.0,1.0,1.0,17.0,2.0,12.0,,,6.0,23.0,7.0,,4.0,,62.0,83.0,1.0,41.0,30.0,,,83.0,11.0,8.0,1.0,,2.0,2.0,,165.0,2.0,,2.0,2.0,,,9.0,3.0,1.0,,30.0,2.0,7.0,7.0,2.0,2.0,70.0,82.0,48.0,3.0,2.0,8.0,13.0,12.0,356.0,5.0,4.0,,67.0,79.0,24.0,,,,,144.0,144.0,4.0,33.0,29.0,48.3,1.0,,1.0,17.0,0.0,76.0,,,,,1.0,2.0,9.0,,3.0,105.0,279.0,10.0,21.0,128.0,34.0,41.0,21.0,6.0,38.0,32.0,2.0,153.0,13.0,275.0,1.0,,31.0,9.0,48.0,3.0,365.0,2.0,0.0,23.0,23.0,2.0,16.0,3.0,598.0,,10.0,14.0,6.0,16.0,0.0
695032,14,2013-12-03 20:00:00,21,West Ham,Away,166.0,16.0,1.0,7.0,6.0,3.0,,190.0,5.0,,10.0,12.0,8.0,47.0,349.0,,,25.0,30.0,36.0,6.0,3.0,,,,,1.0,1.0,,,,6.0,,,,,3.0,2.0,5.0,5.0,,,70.0,57.0,1.0,1.0,,4.0,12.0,4.0,3.0,,,4.0,12.0,10.0,,10.0,2.0,62.0,79.0,4.0,43.0,30.0,,,80.0,9.0,9.0,,,3.0,,1.0,175.0,,,,,,,6.0,,1.0,,30.0,,10.0,10.0,,10.0,101.0,99.0,45.0,3.0,,4.0,5.0,2.0,445.0,1.0,2.0,,82.0,73.0,24.0,,,,,178.0,178.0,1.0,19.0,25.0,63.0,,,,12.0,0.0,111.0,2.0,2.0,4.0,,,,5.0,,3.0,93.0,339.0,9.0,9.0,187.0,37.0,43.0,22.0,4.0,26.0,22.0,1.0,157.0,11.0,296.0,1.0,,43.0,9.0,84.0,6.0,457.0,,0.0,11.0,24.0,1.0,28.0,2.0,705.0,,18.0,11.0,4.0,20.0,0.0
695044,15,2013-12-07 15:00:00,21,West Ham,Away,94.0,9.0,2.0,5.0,3.0,6.0,,108.0,5.0,,6.0,9.0,7.0,12.0,197.0,,1.0,18.0,27.0,20.0,5.0,,,,,,,,1.0,,,5.0,,,,,,4.0,19.0,14.0,,,48.0,61.0,,1.0,,4.0,17.0,5.0,15.0,,,4.0,10.0,3.0,,10.0,4.0,70.0,67.0,4.0,34.0,12.0,,,59.0,12.0,8.0,,,1.0,1.0,,138.0,,,,,,,13.0,,,1.0,12.0,,12.0,12.0,2.0,6.0,50.0,86.0,33.0,8.0,,,5.0,1.0,268.0,13.0,4.0,1.0,42.0,39.0,13.0,,,,,148.0,148.0,1.0,28.0,19.0,36.1,,,,17.0,0.0,53.0,5.0,1.0,6.0,,,,2.0,1.0,3.0,52.0,187.0,11.0,5.0,115.0,19.0,34.0,20.0,4.0,18.0,14.0,,100.0,13.0,192.0,,,39.0,7.0,47.0,1.0,289.0,1.0,1.0,8.0,28.0,2.0,20.0,3.0,530.0,,10.0,12.0,4.0,14.0,0.0
695060,16,2013-12-14 15:00:00,21,West Ham,Home,86.0,15.0,2.0,7.0,5.0,7.0,,141.0,5.0,,3.0,16.0,6.0,23.0,220.0,1.0,,16.0,20.0,31.0,8.0,1.0,,,,,,,,,,9.0,,,,,1.0,3.0,8.0,11.0,,,46.0,59.0,,,,1.0,9.0,1.0,6.0,,,2.0,10.0,9.0,,11.0,5.0,58.0,74.0,1.0,34.0,26.0,,,53.0,11.0,5.0,,,1.0,,,127.0,,,,,,,9.0,,1.0,,26.0,,19.0,19.0,1.0,5.0,58.0,74.0,37.0,9.0,,7.0,2.0,2.0,287.0,7.0,1.0,,59.0,50.0,16.0,,,,,131.0,131.0,3.0,24.0,22.0,41.3,,,1.0,9.0,0.0,65.0,4.0,2.0,6.0,,,,8.0,1.0,3.0,75.0,214.0,6.0,9.0,101.0,26.0,34.0,27.0,2.0,21.0,19.0,1.0,115.0,15.0,216.0,1.0,,40.0,9.0,49.0,,296.0,1.0,0.0,11.0,22.0,1.0,21.0,1.0,522.0,,7.0,16.0,2.0,19.0,0.0
695065,17,2013-12-21 15:00:00,21,West Ham,Away,122.0,14.0,1.0,4.0,3.0,2.0,,114.0,4.0,1.0,4.0,7.0,6.0,24.0,232.0,,1.0,15.0,16.0,11.0,2.0,,,,,,,,,,1.0,3.0,,,,,1.0,4.0,14.0,7.0,,,49.0,48.0,2.0,1.0,1.0,2.0,9.0,2.0,5.0,1.0,,2.0,10.0,5.0,,4.0,4.0,49.0,35.0,2.0,21.0,13.0,,1.0,58.0,17.0,6.0,1.0,,,,,126.0,1.0,,1.0,1.0,,,10.0,1.0,2.0,,13.0,,5.0,5.0,,4.0,65.0,81.0,33.0,8.0,,1.0,2.0,1.0,286.0,8.0,2.0,,37.0,57.0,17.0,,,,,122.0,122.0,3.0,21.0,10.0,38.2,,,,9.0,0.0,69.0,2.0,3.0,4.0,,,,1.0,,3.0,54.0,223.0,8.0,4.0,134.0,28.0,21.0,14.0,2.0,17.0,15.0,,99.0,8.0,192.0,2.0,1.0,28.0,8.0,61.0,2.0,309.0,1.0,0.0,4.0,12.0,1.0,18.0,4.0,463.0,,8.0,7.0,2.0,7.0,0.0
695080,18,2013-12-26 15:00:00,21,West Ham,Home,61.0,12.0,,6.0,6.0,2.0,,144.0,8.0,,5.0,7.0,4.0,31.0,199.0,,1.0,18.0,26.0,9.0,6.0,1.0,,1.0,,,1.0,1.0,,1.0,,9.0,,,,,2.0,3.0,18.0,11.0,6.0,6.0,51.0,49.0,3.0,3.0,1.0,2.0,13.0,,6.0,,,,18.0,4.0,,10.0,2.0,58.0,25.0,2.0,36.0,13.0,1.0,,67.0,11.0,5.0,1.0,,3.0,,1.0,150.0,,,,,,,10.0,1.0,3.0,1.0,13.0,,16.0,16.0,2.0,5.0,38.0,70.0,41.0,10.0,,5.0,2.0,5.0,256.0,12.0,1.0,,41.0,63.0,38.0,,,,,134.0,134.0,1.0,20.0,19.0,33.7,,3.0,,20.0,0.0,42.0,3.0,2.0,5.0,,,1.0,7.0,,3.0,66.0,179.0,13.0,7.0,74.0,23.0,36.0,10.0,,22.0,22.0,1.0,118.0,9.0,229.0,3.0,,24.0,5.0,54.0,3.0,281.0,,0.0,12.0,8.0,1.0,28.0,1.0,483.0,17.0,6.0,4.0,,4.0,0.0
695090,19,2013-12-28 12:45:00,21,West Ham,Home,119.0,8.0,2.0,7.0,5.0,1.0,,139.0,4.0,,10.0,12.0,2.0,32.0,251.0,,,12.0,36.0,33.0,3.0,3.0,,,,2.0,,2.0,,,,10.0,,,,1.0,1.0,2.0,12.0,10.0,,,60.0,50.0,1.0,,1.0,4.0,11.0,1.0,9.0,1.0,,6.0,9.0,9.0,,6.0,2.0,68.0,67.0,4.0,30.0,22.0,,,66.0,10.0,13.0,1.0,,4.0,2.0,2.0,146.0,3.0,,2.0,3.0,,,5.0,3.0,1.0,,22.0,1.0,6.0,6.0,,10.0,76.0,79.0,39.0,5.0,2.0,5.0,4.0,6.0,325.0,10.0,3.0,,64.0,44.0,22.0,,,,,143.0,143.0,,23.0,17.0,46.5,1.0,,,11.0,0.0,63.0,3.0,1.0,3.0,,,,9.0,,3.0,59.0,238.0,7.0,9.0,137.0,14.0,30.0,14.0,5.0,25.0,20.0,,115.0,8.0,233.0,1.0,,42.0,3.0,62.0,4.0,345.0,1.0,0.0,16.0,17.0,,14.0,3.0,544.0,,7.0,6.0,6.0,11.0,0.0
695093,20,2014-01-01 15:00:00,21,West Ham,Away,81.0,9.0,2.0,4.0,2.0,4.0,,89.0,4.0,1.0,4.0,10.0,9.0,18.0,166.0,,,21.0,13.0,6.0,5.0,2.0,,,,,,1.0,,,,5.0,,,,,2.0,,17.0,13.0,,,42.0,50.0,2.0,2.0,,5.0,8.0,3.0,8.0,1.0,,4.0,10.0,6.0,,5.0,6.0,41.0,20.0,5.0,32.0,17.0,,,66.0,5.0,6.0,,1.0,2.0,,1.0,128.0,1.0,1.0,,,1.0,,9.0,,3.0,,17.0,,15.0,15.0,2.0,5.0,39.0,76.0,30.0,12.0,1.0,3.0,5.0,3.0,236.0,10.0,2.0,,50.0,33.0,23.0,,,,,143.0,143.0,2.0,21.0,13.0,32.3,,,,8.0,0.0,47.0,5.0,4.0,9.0,,,,5.0,,3.0,52.0,157.0,7.0,8.0,99.0,19.0,32.0,12.0,4.0,20.0,16.0,,111.0,11.0,177.0,3.0,1.0,42.0,9.0,56.0,4.0,256.0,,1.0,11.0,6.0,,23.0,2.0,448.0,,7.0,2.0,4.0,5.0,0.0
