matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2562004,11.0,2025-11-08 15:00:00,21,West Ham,Home,147.0,7.0,2.0,4.0,2.0,1.0,,165.0,5.0,,5.0,7.0,11.0,25.0,308.0,,,10.0,21.0,9.0,7.0,2.0,6.0,1.0,0.0,,1.0,,,,8.0,0.0,,,,,7.0,9.0,7.0,8.0,7.0,,74.0,45.0,,,3.0,,10.0,8.0,3.0,,,7.0,7.0,5.0,0.0,4.0,1.0,54.0,41.0,,30.0,11.0,1.0,,0.586273,3.0211,0.0728,3.058,2.3247,47.0,15.0,12.0,1.0,,2.0,1.0,1.0,131.0,,,,,,,8.0,,,1.0,1.0,,,,1.0,11.0,,13.0,13.0,2.0,0.0,5.0,82.0,51.0,27.0,4.0,0.0,1.0,8.0,6.0,349.0,,,7.0,1.0,0.0,45.0,53.0,28.0,,,,,115.0,115.0,3.0,16.0,20.0,42.6,,,3.0,1.0,23.0,0.0,,,,87.0,3.0,2.0,5.0,,2.0,1.0,1.0,2.0,2.0,4.0,71.0,286.0,10.0,9.0,161.0,17.0,30.0,18.0,5.0,18.0,13.0,108756.36,1.0,102.0,4.0,231.0,1.0,,23.0,11.0,55.0,2.0,374.0,,0.0,15.0,14.0,,15.0,2.0,579.0,22.0,12.0,0.0,6.0,7.0,10.0,0.0
2562005,12.0,2025-11-22 15:00:00,21,West Ham,Away,65.0,8.0,,1.0,1.0,1.0,,51.0,10.0,,1.0,7.0,9.0,24.0,115.0,,,3.0,9.0,12.0,2.0,,,1.0,0.0,,,,,,3.0,0.0,,,,2.0,6.0,22.0,6.0,4.0,1.0,,37.0,55.0,,,,5.0,5.0,1.0,9.0,,,2.0,2.0,1.0,0.0,14.0,5.0,45.0,42.0,5.0,57.0,25.0,,1.0,0.26996,0.6495,,0.7223,4.4886,49.0,10.0,9.0,2.0,,1.0,1.0,,118.0,2.0,1.0,1.0,,2.0,,19.0,,,0.0,3.0,,,,2.0,25.0,,9.0,9.0,3.0,0.0,3.0,25.0,66.0,19.0,9.0,0.0,1.0,3.0,2.0,167.0,,,7.0,,0.0,28.0,23.0,16.0,1.0,1.0,1.0,,142.0,142.0,3.0,31.0,10.0,23.8,,2.0,,3.0,8.0,0.0,,,,22.0,8.0,,10.0,,,1.0,2.0,,0.0,3.0,20.0,99.0,5.0,4.0,87.0,23.0,57.0,13.0,2.0,6.0,4.0,111299.65,1.0,57.0,6.0,121.0,3.0,,30.0,10.0,69.0,2.0,202.0,,0.0,5.0,13.0,,10.0,2.0,418.0,8.0,20.0,0.0,8.0,2.0,10.0,0.0
2562024,13.0,2025-11-30 14:05:00,21,West Ham,Home,129.0,7.0,,2.0,2.0,,,176.0,3.0,,6.0,3.0,6.0,16.0,303.0,,1.0,12.0,16.0,10.0,6.0,,,2.0,0.0,,,,,,6.0,0.0,,,,,5.0,5.0,4.0,4.0,3.0,,56.0,45.0,,,,2.0,7.0,5.0,6.0,,,7.0,11.0,7.0,0.0,7.0,1.0,44.0,41.0,2.0,21.0,8.0,,1.0,0.385372,0.2947,,,1.6349,47.0,12.0,13.0,,,,,,127.0,,,,,,,6.0,,,0.0,,,,,,8.0,,9.0,9.0,2.0,0.0,6.0,99.0,63.0,34.0,2.0,0.0,1.0,5.0,,355.0,,,,1.0,0.0,40.0,83.0,28.0,,,,,128.0,128.0,2.0,19.0,17.0,43.8,,,,1.0,16.0,0.0,,,,98.0,2.0,1.0,3.0,1.0,,2.0,2.0,,0.0,3.0,77.0,291.0,7.0,6.0,145.0,23.0,21.0,9.0,6.0,24.0,18.0,104376.56,2.0,111.0,3.0,259.0,,,17.0,6.0,47.0,2.0,380.0,1.0,1.0,7.0,13.0,2.0,14.0,1.0,548.0,11.0,13.0,0.0,5.0,7.0,9.0,0.0
2562032,14.0,2025-12-04 20:00:00,21,West Ham,Away,93.0,13.0,1.0,3.0,2.0,4.0,,122.0,5.0,,1.0,9.0,6.0,27.0,212.0,1.0,,11.0,11.0,25.0,5.0,1.0,3.0,2.0,0.0,,,,,,7.0,0.0,,,,1.0,3.0,13.0,4.0,10.0,1.0,,43.0,45.0,,1.0,1.0,4.0,12.0,5.0,9.0,1.0,,6.0,4.0,6.0,0.0,12.0,1.0,47.0,64.0,4.0,39.0,20.0,,2.0,0.359582,0.7909,,1.0617,0.5831,60.0,9.0,13.0,,,,,,132.0,,,,,,,9.0,,,0.0,,,,,1.0,20.0,,20.0,20.0,3.0,0.0,1.0,59.0,57.0,27.0,6.0,1.0,2.0,4.0,3.0,270.0,,,9.0,,0.0,19.0,78.0,23.0,,,,,146.0,146.0,4.0,21.0,16.0,35.1,,,1.0,4.0,22.0,0.0,,,,63.0,2.0,1.0,3.0,,1.0,2.0,3.0,1.0,0.0,3.0,55.0,193.0,12.0,6.0,112.0,28.0,39.0,18.0,6.0,16.0,10.0,107058.71,2.0,100.0,8.0,201.0,,,29.0,6.0,63.0,2.0,297.0,2.0,0.0,11.0,15.0,,19.0,2.0,529.0,28.0,19.0,0.0,11.0,6.0,8.0,0.0
2562037,15.0,2025-12-07 14:00:00,21,West Ham,Away,77.0,8.0,2.0,3.0,1.0,3.0,,129.0,5.0,,6.0,2.0,8.0,15.0,203.0,,1.0,12.0,14.0,12.0,9.0,1.0,2.0,3.0,0.0,,,,,,11.0,0.0,,,,1.0,3.0,15.0,7.0,12.0,2.0,,33.0,40.0,2.0,3.0,,2.0,9.0,3.0,6.0,,,6.0,4.0,,0.0,6.0,3.0,40.0,51.0,2.0,41.0,24.0,,,0.594239,1.1444,,1.5892,1.0623,39.0,8.0,12.0,1.0,,1.0,1.0,,126.0,1.0,,1.0,1.0,,1.0,18.0,,,1.0,,,,,,24.0,,13.0,13.0,2.0,0.0,6.0,60.0,59.0,25.0,10.0,0.0,5.0,6.0,5.0,245.0,,,9.0,2.0,0.0,49.0,39.0,16.0,,,,,113.0,113.0,4.0,19.0,11.0,31.9,,2.0,,,12.0,0.0,,,,58.0,3.0,,4.0,,1.0,3.0,6.0,,0.0,5.0,49.0,190.0,9.0,11.0,92.0,19.0,41.0,19.0,6.0,11.0,5.0,108199.68,4.0,79.0,6.0,196.0,,,16.0,9.0,54.0,1.0,277.0,1.0,0.0,14.0,14.0,3.0,13.0,2.0,487.0,24.0,15.0,0.0,13.0,6.0,7.0,0.0
2562054,16.0,2025-12-14 14:00:00,21,West Ham,Home,155.0,11.0,,,,,,169.0,1.0,,3.0,3.0,7.0,16.0,324.0,,,18.0,19.0,9.0,5.0,,3.0,,0.0,,,1.0,,,7.0,0.0,,,,,5.0,5.0,3.0,7.0,3.0,,71.0,45.0,1.0,,2.0,2.0,3.0,3.0,10.0,,,5.0,5.0,2.0,0.0,10.0,1.0,66.0,45.0,2.0,14.0,6.0,,1.0,0.231268,1.0254,,0.7268,0.9723,56.0,18.0,13.0,1.0,,3.0,1.0,,128.0,1.0,,,1.0,,,5.0,,,2.0,,,,,2.0,6.0,,9.0,9.0,1.0,0.0,3.0,100.0,46.0,28.0,3.0,1.0,3.0,3.0,3.0,364.0,,,1.0,4.0,1.0,54.0,59.0,19.0,,,,,114.0,114.0,4.0,21.0,16.0,40.9,,3.0,,,9.0,0.0,,,,87.0,1.0,1.0,2.0,,,,4.0,1.0,0.0,4.0,62.0,310.0,3.0,6.0,167.0,19.0,14.0,18.0,5.0,13.0,8.0,107491.59,,97.0,5.0,232.0,,,16.0,8.0,39.0,1.0,386.0,1.0,0.0,10.0,17.0,2.0,18.0,1.0,555.0,19.0,12.0,0.0,6.0,5.0,10.0,0.0
2562061,17.0,2025-12-20 15:00:00,21,West Ham,Away,234.0,13.0,,1.0,1.0,,,81.0,7.0,,4.0,4.0,9.0,17.0,314.0,,1.0,12.0,8.0,4.0,3.0,,,1.0,0.0,1.0,1.0,,,,6.0,0.0,,,,,6.0,14.0,3.0,5.0,2.0,,69.0,49.0,1.0,2.0,,2.0,4.0,,9.0,,,,1.0,,0.0,5.0,2.0,37.0,50.0,2.0,13.0,8.0,1.0,1.0,0.543156,0.9753,0.0351,0.8158,2.811,28.0,10.0,15.0,,,1.0,,1.0,127.0,,,,,,,10.0,,,0.0,,,,,1.0,8.0,,12.0,12.0,2.0,0.0,4.0,96.0,44.0,22.0,6.0,0.0,2.0,1.0,3.0,362.0,,,2.0,3.0,0.0,28.0,33.0,4.0,,,,,114.0,114.0,8.0,26.0,11.0,33.8,,,,,10.0,0.0,,,,99.0,4.0,1.0,5.0,,,1.0,4.0,,0.0,5.0,25.0,291.0,4.0,3.0,267.0,28.0,13.0,14.0,,1.0,1.0,108424.97,1.0,52.0,2.0,125.0,,,19.0,11.0,46.0,2.0,391.0,1.0,0.0,7.0,24.0,1.0,14.0,1.0,554.0,12.0,18.0,0.0,7.0,,15.0,0.0
2562074,18.0,2025-12-27 15:00:00,21,West Ham,Home,147.0,9.0,,2.0,2.0,3.0,1.0,185.0,2.0,,4.0,5.0,12.0,23.0,330.0,1.0,,17.0,17.0,17.0,6.0,,1.0,2.0,0.0,,,,,,8.0,0.0,,,,1.0,6.0,11.0,6.0,7.0,4.0,,65.0,39.0,1.0,1.0,,4.0,9.0,5.0,7.0,,,5.0,6.0,4.0,0.0,13.0,1.0,46.0,61.0,4.0,25.0,13.0,1.0,,0.676347,0.9066,,0.2014,1.3646,47.0,8.0,8.0,,,1.0,2.0,,146.0,,,,,,,9.0,,,0.0,1.0,,,,2.0,13.0,,9.0,9.0,1.0,0.0,4.0,98.0,56.0,33.0,4.0,0.0,3.0,3.0,2.0,385.0,,,6.0,2.0,0.0,34.0,96.0,26.0,,,,,137.0,137.0,1.0,18.0,16.0,44.3,,,,,17.0,0.0,,,,95.0,2.0,2.0,4.0,,1.0,2.0,4.0,2.0,0.0,3.0,93.0,321.0,9.0,6.0,165.0,24.0,25.0,10.0,5.0,17.0,12.0,108382.42,2.0,125.0,7.0,256.0,1.0,,17.0,12.0,52.0,7.0,404.0,2.0,0.0,11.0,29.0,,19.0,1.0,617.0,27.0,21.0,0.0,7.0,5.0,17.0,0.0
2562084,19.0,2025-12-30 19:30:00,21,West Ham,Home,114.0,16.0,,2.0,2.0,1.0,1.0,139.0,2.0,,6.0,10.0,6.0,31.0,251.0,,1.0,11.0,18.0,12.0,6.0,1.0,1.0,3.0,0.0,,,,,1.0,7.0,1.0,,,,1.0,9.0,8.0,8.0,10.0,,,54.0,56.0,3.0,2.0,2.0,2.0,5.0,3.0,8.0,,1.0,5.0,6.0,4.0,0.0,10.0,4.0,50.0,58.0,2.0,27.0,11.0,1.0,1.0,0.510639,2.06,,1.9461,2.7004,50.0,11.0,16.0,,,3.0,1.0,,148.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,,11.0,,9.0,9.0,1.0,0.0,6.0,70.0,73.0,35.0,5.0,2.0,2.0,6.0,4.0,305.0,,,4.0,1.0,0.0,42.0,63.0,22.0,1.0,2.0,2.0,1.0,133.0,133.0,3.0,29.0,14.0,38.5,,2.0,,1.0,18.0,0.0,,,,63.0,3.0,1.0,5.0,,1.0,3.0,3.0,,0.0,5.0,67.0,236.0,5.0,8.0,138.0,31.0,27.0,7.0,5.0,16.0,11.0,116079.27,3.0,96.0,5.0,213.0,2.0,,28.0,6.0,67.0,1.0,335.0,,0.0,10.0,27.0,1.0,14.0,3.0,544.0,21.0,17.0,0.0,4.0,5.0,14.0,0.0
2562094,20.0,2026-01-03 15:00:00,21,West Ham,Away,218.0,8.0,1.0,7.0,6.0,,1.0,335.0,4.0,,6.0,2.0,15.0,26.0,546.0,,2.0,15.0,15.0,13.0,3.0,1.0,2.0,,0.0,,,,,,2.0,0.0,,,,2.0,7.0,8.0,3.0,4.0,2.0,,92.0,44.0,,,,,11.0,1.0,6.0,,,7.0,6.0,11.0,0.0,13.0,3.0,54.0,58.0,,15.0,10.0,,,0.783678,0.2515,,,2.1423,80.0,10.0,10.0,,,4.0,4.0,,168.0,,,,,,,4.0,,,0.0,1.0,,,,,10.0,,6.0,6.0,1.0,0.0,6.0,182.0,62.0,43.0,6.0,0.0,4.0,,,608.0,,,,1.0,0.0,105.0,96.0,40.0,1.0,1.0,1.0,,134.0,134.0,4.0,17.0,17.0,67.2,,,,,22.0,0.0,,,,182.0,4.0,1.0,5.0,,,,6.0,,0.0,2.0,130.0,530.0,11.0,4.0,229.0,24.0,15.0,18.0,7.0,28.0,21.0,107817.66,,180.0,2.0,423.0,1.0,,8.0,16.0,42.0,1.0,624.0,1.0,0.0,6.0,27.0,4.0,16.0,0.0,818.0,25.0,9.0,0.0,8.0,7.0,17.0,0.0
2562104,21.0,2026-01-06 20:00:00,21,West Ham,Home,141.0,11.0,2.0,2.0,1.0,1.0,1.0,151.0,1.0,,4.0,3.0,17.0,19.0,290.0,,,19.0,21.0,27.0,9.0,1.0,3.0,1.0,0.0,,,,,,9.0,0.0,,,,,12.0,7.0,6.0,11.0,3.0,,58.0,48.0,1.0,3.0,,5.0,9.0,5.0,2.0,,1.0,6.0,5.0,8.0,0.0,9.0,2.0,52.0,66.0,5.0,33.0,14.0,,,0.406831,0.9466,,0.3728,2.2785,70.0,15.0,9.0,,1.0,,1.0,,137.0,,,,,,,6.0,,,0.0,1.0,,,,,14.0,,7.0,7.0,,0.0,5.0,95.0,71.0,29.0,5.0,0.0,3.0,7.0,3.0,359.0,,,3.0,,0.0,46.0,62.0,30.0,1.0,1.0,1.0,,147.0,147.0,4.0,22.0,15.0,47.2,,3.0,,,13.0,0.0,,,,89.0,1.0,2.0,3.0,,3.0,1.0,6.0,,0.0,3.0,82.0,279.0,9.0,10.0,161.0,28.0,33.0,8.0,6.0,19.0,13.0,107670.04,1.0,127.0,6.0,237.0,1.0,,24.0,17.0,63.0,1.0,379.0,,0.0,14.0,28.0,,23.0,3.0,598.0,17.0,19.0,0.0,2.0,6.0,19.0,0.0
2562113,22.0,2026-01-17 15:00:00,21,West Ham,Away,125.0,12.0,1.0,6.0,5.0,4.0,,111.0,9.0,,2.0,14.0,3.0,24.0,230.0,,,10.0,20.0,26.0,10.0,1.0,5.0,,0.0,,,,,,11.0,0.0,,,,1.0,11.0,15.0,6.0,17.0,,,47.0,50.0,2.0,3.0,1.0,6.0,6.0,6.0,13.0,,,5.0,11.0,3.0,0.0,12.0,2.0,69.0,67.0,6.0,43.0,26.0,,,0.583592,2.846,,2.5408,1.5888,37.0,17.0,11.0,,,1.0,1.0,,113.0,1.0,,,1.0,,,10.0,,,1.0,,,,,,26.0,,19.0,19.0,2.0,0.0,2.0,72.0,58.0,30.0,11.0,1.0,4.0,8.0,4.0,282.0,,,4.0,1.0,0.0,31.0,40.0,21.0,,,,,129.0,129.0,4.0,29.0,10.0,38.3,,,,1.0,13.0,0.0,,,,74.0,2.0,3.0,5.0,,,,7.0,1.0,1.0,3.0,45.0,210.0,6.0,12.0,146.0,24.0,43.0,13.0,5.0,20.0,15.0,108346.74,,71.0,9.0,180.0,,,30.0,5.0,49.0,1.0,306.0,,0.0,17.0,25.0,,12.0,3.0,541.0,28.0,16.0,0.0,6.0,5.0,12.0,0.0
2562124,23.0,2026-01-24 12:30:00,21,West Ham,Home,151.0,10.0,1.0,2.0,1.0,1.0,,130.0,7.0,,2.0,3.0,7.0,26.0,279.0,,,19.0,21.0,15.0,6.0,,3.0,,0.0,,,,,,7.0,1.0,1.0,,,2.0,4.0,4.0,3.0,7.0,6.0,,66.0,37.0,2.0,2.0,2.0,3.0,7.0,3.0,2.0,,,3.0,4.0,1.0,0.0,3.0,,44.0,60.0,3.0,24.0,20.0,,,1.03216,1.5228,,1.2161,1.094,56.0,9.0,16.0,,,6.0,5.0,,126.0,1.0,,1.0,1.0,,,8.0,,,2.0,1.0,,,,,20.0,1.0,5.0,5.0,1.0,0.0,2.0,92.0,63.0,26.0,3.0,3.0,1.0,6.0,5.0,344.0,,,1.0,2.0,0.0,53.0,59.0,21.0,,,,1.0,132.0,132.0,3.0,17.0,11.0,47.1,1.0,,,,10.0,0.0,,,,82.0,,1.0,1.0,,3.0,,5.0,,0.0,4.0,62.0,264.0,7.0,7.0,170.0,27.0,24.0,14.0,3.0,13.0,10.0,108038.85,,100.0,4.0,209.0,1.0,,29.0,7.0,63.0,,366.0,,0.0,13.0,25.0,,24.0,2.0,555.0,25.0,14.0,0.0,4.0,3.0,16.0,0.0
2562127,24.0,2026-01-31 17:30:00,21,West Ham,Away,104.0,7.0,,2.0,2.0,2.0,,103.0,7.0,,4.0,10.0,3.0,24.0,205.0,1.0,3.0,8.0,17.0,14.0,6.0,1.0,,1.0,0.0,,,,,,9.0,0.0,,,1.0,2.0,7.0,11.0,3.0,8.0,3.0,,50.0,49.0,1.0,2.0,,5.0,6.0,3.0,3.0,,1.0,3.0,7.0,1.0,0.0,8.0,1.0,46.0,51.0,5.0,47.0,26.0,,1.0,0.519973,1.1166,,1.0477,2.6361,60.0,13.0,11.0,,,2.0,,,133.0,2.0,,1.0,2.0,,,10.0,,,2.0,,,,,1.0,26.0,1.0,7.0,7.0,1.0,0.0,4.0,62.0,56.0,20.0,9.0,2.0,1.0,8.0,6.0,273.0,,,4.0,1.0,0.0,22.0,51.0,21.0,,,,,141.0,141.0,2.0,29.0,12.0,29.2,1.0,3.0,,4.0,19.0,0.0,,,,55.0,1.0,2.0,3.0,,2.0,1.0,2.0,2.0,0.0,4.0,54.0,185.0,6.0,9.0,127.0,18.0,47.0,17.0,3.0,11.0,8.0,115675.86,1.0,106.0,8.0,184.0,,,35.0,5.0,61.0,2.0,300.0,1.0,1.0,11.0,15.0,3.0,13.0,2.0,500.0,24.0,15.0,0.0,11.0,3.0,9.0,0.0
2562138,25.0,2026-02-07 15:00:00,21,West Ham,Away,211.0,8.0,1.0,2.0,1.0,3.0,,136.0,2.0,2.0,7.0,7.0,6.0,18.0,345.0,,1.0,12.0,11.0,5.0,3.0,,,1.0,0.0,,,,,1.0,6.0,0.0,,,,,7.0,11.0,7.0,3.0,3.0,,65.0,55.0,2.0,,2.0,4.0,6.0,,7.0,,,2.0,2.0,3.0,0.0,6.0,1.0,44.0,40.0,4.0,34.0,13.0,,2.0,0.66098,0.6946,,1.0919,0.626,53.0,10.0,10.0,1.0,,1.0,1.0,,137.0,2.0,,2.0,2.0,,1.0,5.0,,,2.0,2.0,,,,,13.0,,17.0,17.0,3.0,0.0,7.0,117.0,70.0,33.0,5.0,1.0,2.0,3.0,4.0,405.0,,,8.0,1.0,0.0,41.0,63.0,14.0,,,,,126.0,126.0,3.0,25.0,14.0,46.1,,,,1.0,14.0,0.0,,,,105.0,2.0,3.0,5.0,,1.0,1.0,2.0,,0.0,5.0,59.0,338.0,6.0,5.0,231.0,22.0,34.0,21.0,2.0,8.0,6.0,115746.77,2.0,97.0,5.0,201.0,2.0,2.0,31.0,6.0,60.0,1.0,424.0,,0.0,6.0,14.0,1.0,18.0,1.0,629.0,16.0,17.0,0.0,11.0,2.0,10.0,0.0
2562154,26.0,2026-02-10 20:15:00,21,West Ham,Home,124.0,10.0,,3.0,3.0,2.0,,140.0,8.0,,6.0,8.0,2.0,21.0,261.0,,,10.0,12.0,10.0,4.0,,,3.0,0.0,,,,,1.0,7.0,0.0,,,,,5.0,8.0,1.0,4.0,3.0,,58.0,45.0,2.0,1.0,1.0,,13.0,3.0,10.0,1.0,,5.0,6.0,2.0,0.0,11.0,2.0,50.0,33.0,,24.0,10.0,,,0.781716,1.1087,,1.4547,0.4811,47.0,10.0,4.0,,,2.0,2.0,,118.0,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,1.0,10.0,,16.0,16.0,5.0,0.0,6.0,86.0,56.0,24.0,3.0,1.0,1.0,4.0,3.0,310.0,,,3.0,1.0,0.0,45.0,57.0,15.0,,,,,118.0,118.0,2.0,20.0,14.0,34.9,,2.0,,1.0,18.0,0.0,,,,67.0,1.0,1.0,2.0,,1.0,3.0,1.0,,0.0,5.0,61.0,246.0,13.0,5.0,141.0,23.0,24.0,12.0,4.0,14.0,10.0,112623.61,3.0,87.0,4.0,202.0,1.0,,22.0,4.0,46.0,1.0,329.0,,0.0,7.0,15.0,,14.0,1.0,506.0,9.0,14.0,0.0,4.0,5.0,10.0,0.0
2562164,27.0,2026-02-21 17:30:00,21,West Ham,Home,125.0,18.0,3.0,8.0,5.0,3.0,1.0,125.0,1.0,1.0,8.0,,7.0,15.0,242.0,,,12.0,11.0,27.0,11.0,5.0,4.0,1.0,0.0,,,,,,13.0,0.0,,,,3.0,2.0,4.0,6.0,16.0,4.0,,42.0,58.0,2.0,3.0,,2.0,6.0,7.0,7.0,,,9.0,10.0,2.0,0.0,9.0,1.0,44.0,63.0,2.0,30.0,21.0,,,2.01453,3.274,,1.5778,0.2981,51.0,10.0,11.0,,,1.0,1.0,,147.0,,,,,,,2.0,,,0.0,1.0,,,,1.0,21.0,,8.0,8.0,,0.0,9.0,64.0,61.0,27.0,5.0,0.0,7.0,9.0,3.0,320.0,,,4.0,3.0,0.0,34.0,68.0,34.0,,,,,149.0,149.0,7.0,20.0,20.0,42.0,,,,2.0,21.0,0.0,,,,81.0,1.0,4.0,5.0,,1.0,1.0,10.0,4.0,0.0,2.0,53.0,230.0,6.0,16.0,144.0,38.0,30.0,13.0,9.0,22.0,13.0,108533.1,1.0,101.0,6.0,212.0,1.0,1.0,17.0,8.0,41.0,2.0,334.0,,0.0,20.0,21.0,,17.0,1.0,550.0,35.0,15.0,0.0,5.0,9.0,13.0,0.0
2562171,28.0,2026-02-28 15:00:00,21,West Ham,Away,180.0,19.0,2.0,4.0,2.0,,,156.0,4.0,,5.0,6.0,11.0,25.0,332.0,,,18.0,11.0,18.0,5.0,1.0,4.0,,0.0,,,1.0,,,7.0,0.0,,,,,4.0,14.0,5.0,8.0,3.0,,65.0,52.0,2.0,,2.0,3.0,12.0,3.0,4.0,1.0,,5.0,9.0,7.0,0.0,16.0,2.0,46.0,49.0,3.0,19.0,13.0,,,0.810327,1.8552,,1.951,2.4318,51.0,11.0,12.0,1.0,,,,,143.0,2.0,1.0,2.0,1.0,1.0,,4.0,,,1.0,1.0,,,,1.0,13.0,,13.0,13.0,2.0,0.0,5.0,94.0,53.0,24.0,10.0,1.0,3.0,5.0,4.0,399.0,,,7.0,,1.0,42.0,64.0,25.0,,,,,145.0,145.0,4.0,22.0,19.0,50.9,,,,1.0,24.0,0.0,,,,120.0,2.0,1.0,2.0,,,,4.0,,0.0,3.0,67.0,313.0,12.0,8.0,195.0,40.0,19.0,11.0,5.0,21.0,16.0,109321.6,,116.0,5.0,248.0,1.0,,22.0,12.0,57.0,1.0,422.0,,0.0,11.0,13.0,2.0,21.0,2.0,628.0,31.0,13.0,0.0,6.0,5.0,8.0,0.0
2562179,29.0,2026-03-04 19:30:00,21,West Ham,Away,196.0,9.0,1.0,2.0,1.0,,,108.0,6.0,,8.0,2.0,6.0,13.0,302.0,,,9.0,16.0,13.0,6.0,1.0,1.0,1.0,0.0,,,,,,8.0,0.0,,,,,5.0,10.0,3.0,6.0,3.0,,60.0,49.0,3.0,2.0,1.0,2.0,6.0,2.0,6.0,,,5.0,5.0,4.0,0.0,5.0,1.0,41.0,40.0,2.0,31.0,15.0,,,0.682002,1.0874,,1.1335,0.5562,42.0,12.0,14.0,,,3.0,1.0,,144.0,1.0,,,1.0,,,7.0,,,1.0,1.0,,,,1.0,15.0,,14.0,14.0,2.0,0.0,8.0,86.0,60.0,33.0,7.0,1.0,3.0,5.0,3.0,357.0,,,4.0,,0.0,39.0,54.0,25.0,,1.0,,,130.0,130.0,3.0,21.0,16.0,40.3,,,,,13.0,0.0,,,,89.0,4.0,1.0,5.0,,1.0,1.0,4.0,,0.0,4.0,48.0,287.0,6.0,8.0,219.0,18.0,31.0,12.0,5.0,15.0,10.0,113564.09,1.0,82.0,3.0,175.0,1.0,,22.0,7.0,42.0,7.0,379.0,,0.0,9.0,7.0,,16.0,4.0,568.0,13.0,17.0,0.0,8.0,5.0,4.0,0.0
