matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987700,11.0,2018-11-03 15:00:00,21,West Ham,Home,187.0,13.0,2.0,2.0,,4.0,,241.0,1.0,1.0,2.0,4.0,9.0,18.0,426.0,,1.0,32.0,29.0,14.0,13.0,2.0,,,,,,,,4.0,18.0,,,,1.0,1.0,4.0,4.0,2.0,13.0,9.0,,82.0,70.0,4.0,2.0,3.0,,17.0,6.0,5.0,,,10.0,6.0,1.0,,5.0,1.0,60.0,50.0,,25.0,13.0,,,69.0,7.0,9.0,1.0,,3.0,,,207.0,2.0,,2.0,2.0,,,2.0,,,4.0,,,,,,13.0,1.0,7.0,7.0,,2.0,124.0,78.0,42.0,4.0,2.0,4.0,13.0,10.0,506.0,,,2.0,2.0,,61.0,88.0,39.0,,,,,,157.0,157.0,6.0,27.0,32.0,62.8,1.0,,,,17.0,0.0,,,,114.0,1.0,,1.0,,,6.0,,3.0,144.0,409.0,4.0,17.0,208.0,33.0,25.0,27.0,8.0,15.0,7.0,,200.0,12.0,334.0,,1.0,20.0,9.0,49.0,2.0,527.0,,0.0,22.0,14.0,1.0,35.0,1.0,732.0,34.0,17.0,13.0,10.0,7.0,0.0
987706,12.0,2018-11-10 15:00:00,21,West Ham,Away,183.0,16.0,2.0,3.0,1.0,4.0,,165.0,3.0,,7.0,7.0,10.0,31.0,345.0,1.0,,26.0,31.0,14.0,6.0,1.0,,1.0,,,1.0,,,1.0,10.0,,,,,,5.0,6.0,9.0,8.0,4.0,,46.0,66.0,2.0,3.0,,3.0,24.0,3.0,5.0,,1.0,6.0,7.0,7.0,,14.0,6.0,62.0,52.0,3.0,22.0,13.0,,1.0,43.0,8.0,9.0,,,1.0,,1.0,171.0,,,,,,,8.0,,,1.0,,,,,,13.0,,10.0,10.0,,7.0,110.0,84.0,45.0,5.0,1.0,2.0,5.0,5.0,422.0,,,1.0,,,60.0,62.0,30.0,,,,,,163.0,163.0,,34.0,24.0,56.1,,,1.0,,24.0,0.0,,,,121.0,4.0,2.0,6.0,,1.0,4.0,1.0,3.0,71.0,328.0,8.0,7.0,205.0,36.0,22.0,15.0,6.0,20.0,14.0,1.0,109.0,9.0,263.0,,,29.0,11.0,70.0,3.0,448.0,3.0,0.0,12.0,18.0,1.0,26.0,1.0,662.0,22.0,22.0,11.0,6.0,12.0,0.0
987720,13.0,2018-11-24 15:00:00,21,West Ham,Home,122.0,14.0,1.0,2.0,1.0,1.0,,149.0,4.0,1.0,3.0,6.0,5.0,28.0,269.0,,1.0,12.0,10.0,11.0,7.0,1.0,,1.0,,,1.0,,,,5.0,,,,1.0,1.0,3.0,9.0,,6.0,3.0,,48.0,65.0,1.0,1.0,,,20.0,3.0,10.0,,,8.0,3.0,3.0,,4.0,2.0,39.0,42.0,,11.0,7.0,,1.0,43.0,6.0,3.0,,,1.0,,1.0,146.0,,,,,,,6.0,,,,,,,,,7.0,1.0,14.0,14.0,2.0,3.0,87.0,61.0,37.0,1.0,,5.0,3.0,1.0,339.0,,,1.0,1.0,,47.0,61.0,28.0,,,,,,135.0,135.0,6.0,29.0,23.0,30.7,1.0,,,,20.0,0.0,,,,78.0,2.0,,2.0,,1.0,5.0,1.0,3.0,70.0,255.0,12.0,8.0,149.0,25.0,11.0,16.0,7.0,13.0,6.0,1.0,107.0,8.0,223.0,,1.0,24.0,5.0,57.0,2.0,359.0,1.0,0.0,9.0,21.0,2.0,16.0,0.0,517.0,16.0,14.0,7.0,8.0,9.0,0.0
987730,14.0,2018-12-01 15:00:00,21,West Ham,Away,114.0,19.0,1.0,3.0,2.0,5.0,,139.0,6.0,,3.0,5.0,7.0,29.0,250.0,,5.0,11.0,15.0,22.0,3.0,1.0,,2.0,,,,,,2.0,6.0,,,,,,6.0,7.0,9.0,7.0,,,41.0,75.0,7.0,4.0,3.0,7.0,18.0,,8.0,,,3.0,3.0,3.0,,6.0,1.0,43.0,67.0,7.0,39.0,22.0,,,52.0,10.0,10.0,2.0,,4.0,3.0,,163.0,3.0,,3.0,3.0,,1.0,15.0,,,3.0,1.0,,,,,22.0,,9.0,9.0,1.0,3.0,78.0,72.0,37.0,7.0,1.0,3.0,4.0,4.0,327.0,,,5.0,,,53.0,58.0,19.0,,,,,,143.0,143.0,,28.0,36.0,41.3,,,,3.0,18.0,0.0,,,,76.0,1.0,3.0,4.0,1.0,2.0,3.0,,3.0,50.0,235.0,7.0,8.0,142.0,31.0,39.0,14.0,3.0,12.0,9.0,3.0,88.0,15.0,228.0,1.0,,20.0,7.0,63.0,3.0,358.0,1.0,0.0,7.0,26.0,7.0,13.0,3.0,550.0,16.0,10.0,9.0,3.0,17.0,0.0
987738,15.0,2018-12-04 19:45:00,21,West Ham,Home,186.0,15.0,4.0,6.0,2.0,,2.0,174.0,3.0,1.0,3.0,4.0,13.0,24.0,354.0,1.0,2.0,19.0,25.0,24.0,6.0,5.0,,,,,,,,,9.0,,,,,2.0,6.0,5.0,4.0,16.0,1.0,,65.0,55.0,1.0,1.0,1.0,1.0,18.0,3.0,12.0,1.0,,10.0,6.0,1.0,1.0,11.0,2.0,61.0,55.0,1.0,11.0,5.0,1.0,,56.0,10.0,10.0,,,3.0,2.0,,190.0,3.0,1.0,3.0,2.0,1.0,,7.0,,,2.0,1.0,,,,,5.0,,14.0,14.0,1.0,4.0,109.0,73.0,43.0,4.0,,2.0,12.0,11.0,438.0,,,3.0,,,62.0,64.0,34.0,,1.0,1.0,1.0,,162.0,162.0,2.0,17.0,31.0,61.0,,,,1.0,18.0,0.0,,,,97.0,2.0,2.0,3.0,1.0,,3.0,,3.0,68.0,336.0,9.0,14.0,214.0,26.0,11.0,12.0,10.0,19.0,9.0,,113.0,3.0,266.0,1.0,1.0,19.0,14.0,48.0,2.0,461.0,1.0,0.0,17.0,12.0,7.0,24.0,1.0,654.0,30.0,20.0,9.0,10.0,9.0,0.0
987751,16.0,2018-12-08 15:00:00,21,West Ham,Home,140.0,26.0,4.0,6.0,2.0,3.0,,214.0,5.0,,4.0,6.0,4.0,49.0,348.0,,,16.0,10.0,25.0,5.0,2.0,,,,1.0,1.0,,,,7.0,,,,,1.0,7.0,5.0,3.0,9.0,4.0,,50.0,74.0,1.0,1.0,1.0,3.0,26.0,2.0,8.0,,,5.0,16.0,3.0,,14.0,1.0,47.0,61.0,3.0,20.0,11.0,,,54.0,10.0,7.0,1.0,,2.0,,1.0,146.0,,,,,,,6.0,,,2.0,,,,,,11.0,,13.0,13.0,,5.0,112.0,70.0,43.0,3.0,2.0,4.0,3.0,6.0,410.0,,,2.0,4.0,,75.0,87.0,25.0,,,,,,147.0,147.0,2.0,28.0,36.0,48.3,,,3.0,,26.0,0.0,,,,122.0,1.0,1.0,2.0,1.0,,5.0,1.0,3.0,105.0,331.0,13.0,7.0,158.0,42.0,20.0,15.0,5.0,24.0,19.0,,140.0,5.0,296.0,,,14.0,4.0,68.0,2.0,430.0,1.0,0.0,13.0,19.0,,18.0,1.0,642.0,27.0,19.0,10.0,5.0,10.0,0.0
987754,17.0,2018-12-15 17:30:00,21,West Ham,Away,135.0,15.0,1.0,5.0,4.0,3.0,,163.0,5.0,,2.0,9.0,6.0,31.0,293.0,,,15.0,21.0,19.0,3.0,1.0,,,,,,,,1.0,5.0,,,,,,4.0,7.0,9.0,4.0,2.0,,64.0,67.0,1.0,,1.0,2.0,15.0,1.0,16.0,,,4.0,11.0,5.0,,11.0,5.0,62.0,62.0,2.0,36.0,13.0,,,58.0,10.0,14.0,1.0,,3.0,1.0,,169.0,2.0,,2.0,2.0,,,14.0,,,2.0,,,,,1.0,13.0,,18.0,18.0,3.0,2.0,86.0,87.0,41.0,6.0,1.0,2.0,4.0,3.0,351.0,,,3.0,1.0,,69.0,62.0,27.0,,,,,,154.0,154.0,4.0,29.0,25.0,44.0,,,,2.0,15.0,0.0,,,,72.0,2.0,2.0,4.0,3.0,,2.0,,3.0,76.0,271.0,9.0,6.0,157.0,25.0,36.0,12.0,3.0,20.0,17.0,,120.0,8.0,254.0,,,34.0,7.0,77.0,2.0,391.0,,0.0,6.0,22.0,1.0,22.0,1.0,603.0,15.0,15.0,7.0,4.0,15.0,0.0
987770,18.0,2018-12-22 15:00:00,21,West Ham,Home,125.0,10.0,3.0,8.0,5.0,2.0,,174.0,2.0,,4.0,5.0,3.0,25.0,291.0,,1.0,23.0,23.0,24.0,9.0,3.0,,,,,2.0,,,,11.0,,1.0,1.0,,1.0,4.0,7.0,4.0,11.0,7.0,,44.0,61.0,2.0,3.0,,,27.0,6.0,13.0,,,10.0,11.0,10.0,,16.0,2.0,69.0,65.0,,26.0,14.0,,1.0,49.0,9.0,11.0,,,4.0,1.0,2.0,136.0,,,,,,,2.0,,,,,,,,1.0,14.0,2.0,13.0,13.0,,5.0,101.0,60.0,30.0,4.0,,3.0,9.0,7.0,363.0,,,5.0,2.0,,46.0,80.0,41.0,1.0,1.0,1.0,,,171.0,171.0,5.0,27.0,24.0,51.6,2.0,,,,27.0,0.0,,,,100.0,3.0,,3.0,1.0,,5.0,,3.0,79.0,275.0,16.0,12.0,150.0,28.0,26.0,20.0,10.0,32.0,22.0,,115.0,7.0,263.0,,,21.0,4.0,54.0,4.0,381.0,1.0,0.0,18.0,19.0,2.0,30.0,3.0,648.0,31.0,18.0,11.0,10.0,5.0,0.0
987779,19.0,2018-12-27 19:45:00,21,West Ham,Away,163.0,16.0,1.0,2.0,1.0,1.0,,215.0,4.0,1.0,3.0,11.0,16.0,42.0,376.0,,1.0,27.0,16.0,18.0,10.0,,,1.0,,,,,,,14.0,,,,,1.0,2.0,7.0,4.0,9.0,7.0,,79.0,78.0,1.0,,1.0,1.0,29.0,5.0,17.0,,1.0,6.0,5.0,6.0,,14.0,3.0,61.0,70.0,1.0,20.0,7.0,,,61.0,3.0,10.0,,,1.0,,,158.0,1.0,,1.0,1.0,,1.0,5.0,,,2.0,1.0,,,,,7.0,,13.0,13.0,1.0,3.0,128.0,82.0,49.0,4.0,2.0,5.0,6.0,5.0,462.0,,,2.0,4.0,,85.0,88.0,26.0,,,,,,182.0,182.0,4.0,32.0,32.0,54.2,,,3.0,,29.0,0.0,,,,122.0,2.0,2.0,4.0,1.0,1.0,6.0,,3.0,85.0,357.0,13.0,11.0,190.0,42.0,20.0,33.0,5.0,16.0,11.0,2.0,130.0,8.0,313.0,1.0,1.0,32.0,17.0,81.0,2.0,487.0,,0.0,16.0,20.0,1.0,33.0,0.0,744.0,23.0,20.0,22.0,6.0,17.0,0.0
987783,20.0,2018-12-30 14:15:00,21,West Ham,Away,169.0,14.0,3.0,3.0,,3.0,,174.0,3.0,,4.0,8.0,6.0,30.0,340.0,,,27.0,26.0,27.0,4.0,3.0,,,,,,,,,6.0,,,,,,4.0,14.0,3.0,8.0,3.0,,67.0,54.0,1.0,1.0,,2.0,24.0,5.0,5.0,,,5.0,6.0,7.0,,14.0,3.0,61.0,66.0,2.0,18.0,7.0,,,55.0,11.0,15.0,,,,,,167.0,,,,,,,10.0,,,,1.0,,,,,7.0,1.0,2.0,2.0,,4.0,104.0,82.0,43.0,5.0,,2.0,5.0,4.0,417.0,,,3.0,2.0,,86.0,78.0,30.0,,,,,,171.0,171.0,3.0,24.0,15.0,57.0,,,,1.0,24.0,0.0,,,,115.0,3.0,,3.0,,,2.0,1.0,3.0,68.0,320.0,8.0,7.0,197.0,37.0,18.0,16.0,5.0,17.0,13.0,,115.0,8.0,273.0,1.0,,25.0,6.0,72.0,1.0,453.0,2.0,0.0,11.0,16.0,2.0,34.0,4.0,650.0,14.0,13.0,9.0,5.0,8.0,0.0
987800,21.0,2019-01-02 19:45:00,21,West Ham,Home,182.0,22.0,1.0,2.0,1.0,1.0,,208.0,3.0,,3.0,8.0,8.0,33.0,388.0,1.0,1.0,25.0,19.0,20.0,8.0,1.0,,,,,,,,,12.0,,,,,,4.0,8.0,5.0,6.0,7.0,,66.0,58.0,,,,1.0,15.0,1.0,7.0,,1.0,1.0,8.0,4.0,,10.0,1.0,52.0,52.0,1.0,10.0,5.0,,,50.0,9.0,11.0,2.0,,1.0,1.0,,159.0,2.0,,2.0,2.0,,,5.0,,,2.0,2.0,,,,,5.0,,12.0,12.0,2.0,3.0,128.0,73.0,42.0,5.0,,6.0,5.0,6.0,470.0,,,5.0,,,88.0,61.0,21.0,,,,,,156.0,156.0,2.0,24.0,23.0,54.3,,,1.0,1.0,15.0,0.0,,,,141.0,2.0,2.0,4.0,,,6.0,,3.0,70.0,371.0,5.0,11.0,211.0,43.0,10.0,18.0,1.0,14.0,13.0,,107.0,8.0,297.0,2.0,,27.0,9.0,70.0,,494.0,1.0,0.0,13.0,10.0,1.0,29.0,0.0,684.0,14.0,17.0,11.0,1.0,6.0,0.0
987811,22.0,2019-01-12 12:30:00,21,West Ham,Home,135.0,11.0,3.0,4.0,1.0,3.0,1.0,176.0,6.0,,4.0,9.0,4.0,26.0,307.0,,1.0,14.0,7.0,12.0,5.0,4.0,,,,,,,,,6.0,,,,,1.0,4.0,6.0,5.0,7.0,4.0,,59.0,55.0,1.0,1.0,,2.0,21.0,1.0,14.0,,,7.0,12.0,1.0,,8.0,2.0,44.0,45.0,2.0,11.0,3.0,,1.0,33.0,7.0,10.0,,,2.0,2.0,,151.0,1.0,,1.0,,1.0,,13.0,,,,1.0,,,,,3.0,,17.0,17.0,2.0,4.0,85.0,65.0,37.0,3.0,1.0,6.0,4.0,3.0,349.0,,,1.0,2.0,,50.0,78.0,25.0,,,,,,119.0,119.0,2.0,14.0,30.0,41.4,,,,,21.0,0.0,,,,85.0,1.0,1.0,3.0,1.0,,7.0,,3.0,88.0,288.0,11.0,10.0,143.0,23.0,11.0,20.0,5.0,20.0,15.0,,123.0,9.0,257.0,1.0,,18.0,4.0,49.0,5.0,380.0,1.0,0.0,11.0,11.0,1.0,15.0,0.0,549.0,25.0,6.0,12.0,7.0,6.0,0.0
987812,23.0,2019-01-19 15:00:00,21,West Ham,Away,211.0,15.0,,4.0,4.0,3.0,1.0,278.0,5.0,,8.0,10.0,13.0,35.0,485.0,,,26.0,17.0,19.0,6.0,,,,,,,,,,9.0,,,,,,5.0,5.0,5.0,4.0,5.0,,88.0,72.0,1.0,1.0,,3.0,21.0,2.0,8.0,,,3.0,10.0,8.0,,17.0,3.0,58.0,46.0,3.0,16.0,7.0,,,58.0,10.0,6.0,,,1.0,1.0,,193.0,,,,,,,8.0,,,,,,,,,7.0,,11.0,11.0,,8.0,151.0,70.0,50.0,2.0,,4.0,2.0,1.0,562.0,,,1.0,,,82.0,94.0,36.0,,,,,,159.0,159.0,3.0,28.0,32.0,61.5,,,,,21.0,0.0,,,,150.0,1.0,1.0,3.0,,,6.0,,3.0,135.0,469.0,7.0,6.0,238.0,32.0,16.0,16.0,3.0,22.0,19.0,,178.0,10.0,366.0,,,23.0,14.0,61.0,3.0,582.0,,0.0,9.0,13.0,1.0,30.0,1.0,777.0,23.0,13.0,9.0,3.0,9.0,0.0
987827,24.0,2019-01-29 19:45:00,21,West Ham,Away,133.0,22.0,,1.0,1.0,2.0,,166.0,4.0,,2.0,6.0,7.0,34.0,298.0,,,21.0,24.0,16.0,1.0,,,,,,,,,,4.0,,,,,,5.0,13.0,7.0,,4.0,,54.0,67.0,,,,,20.0,1.0,10.0,,,1.0,3.0,2.0,,12.0,3.0,68.0,48.0,,23.0,7.0,,,39.0,10.0,8.0,,1.0,2.0,,,146.0,,,,,,,8.0,,,,1.0,,,,,7.0,,9.0,9.0,1.0,2.0,93.0,85.0,44.0,5.0,,,1.0,,373.0,,,7.0,5.0,,53.0,77.0,21.0,,,,,,157.0,157.0,3.0,19.0,34.0,45.3,,,,,20.0,0.0,,,,107.0,5.0,1.0,6.0,,,3.0,,3.0,50.0,281.0,9.0,1.0,150.0,40.0,23.0,21.0,1.0,6.0,5.0,,88.0,5.0,256.0,2.0,,28.0,10.0,75.0,,400.0,,0.0,4.0,15.0,2.0,25.0,1.0,591.0,8.0,16.0,9.0,1.0,5.0,0.0
987841,25.0,2019-02-04 20:00:00,21,West Ham,Home,66.0,13.0,1.0,2.0,1.0,3.0,,95.0,3.0,,3.0,9.0,5.0,22.0,159.0,,,10.0,17.0,19.0,6.0,2.0,,1.0,,,1.0,,,,5.0,,,,,6.0,4.0,7.0,4.0,7.0,6.0,,33.0,75.0,1.0,1.0,,3.0,20.0,4.0,14.0,,1.0,2.0,6.0,2.0,,6.0,3.0,55.0,56.0,3.0,27.0,8.0,,,34.0,9.0,10.0,,1.0,4.0,1.0,1.0,142.0,1.0,,1.0,,1.0,,10.0,,,,3.0,,,,1.0,8.0,,13.0,13.0,,4.0,36.0,68.0,23.0,5.0,1.0,5.0,4.0,2.0,214.0,,,1.0,1.0,,41.0,49.0,17.0,,,,,,140.0,140.0,2.0,30.0,28.0,26.7,,,1.0,,20.0,0.0,,,,34.0,4.0,1.0,5.0,,1.0,7.0,,3.0,40.0,145.0,12.0,9.0,83.0,22.0,27.0,19.0,2.0,11.0,9.0,1.0,64.0,7.0,173.0,3.0,,38.0,5.0,66.0,1.0,245.0,,0.0,13.0,18.0,,14.0,1.0,455.0,17.0,21.0,9.0,2.0,8.0,0.0
987843,26.0,2019-02-09 15:00:00,21,West Ham,Away,91.0,22.0,3.0,5.0,2.0,1.0,,190.0,4.0,1.0,,7.0,2.0,33.0,276.0,,2.0,10.0,11.0,14.0,5.0,,,1.0,,,,,,,4.0,1.0,,,,1.0,5.0,17.0,8.0,4.0,2.0,,31.0,60.0,2.0,2.0,1.0,3.0,19.0,2.0,12.0,,1.0,4.0,9.0,3.0,,5.0,3.0,48.0,52.0,3.0,34.0,12.0,,,50.0,9.0,12.0,,,4.0,2.0,,147.0,,,,,,,9.0,,,,,,,,,12.0,,12.0,12.0,1.0,,99.0,72.0,40.0,10.0,1.0,,5.0,4.0,345.0,,,10.0,2.0,,84.0,54.0,28.0,,,,,1.0,144.0,144.0,1.0,31.0,25.0,42.8,,2.0,,,19.0,0.0,,,,94.0,4.0,,4.0,,1.0,,1.0,3.0,83.0,262.0,9.0,5.0,113.0,41.0,34.0,16.0,4.0,18.0,14.0,1.0,124.0,3.0,276.0,,1.0,27.0,3.0,69.0,1.0,371.0,,0.0,6.0,22.0,3.0,12.0,0.0,575.0,21.0,14.0,4.0,4.0,10.0,0.0
987861,27.0,2019-02-22 19:45:00,21,West Ham,Home,188.0,33.0,6.0,10.0,4.0,5.0,1.0,277.0,4.0,,3.0,6.0,4.0,39.0,455.0,1.0,,19.0,19.0,21.0,8.0,5.0,,,,,,,,,11.0,,,,,1.0,8.0,4.0,4.0,20.0,1.0,,70.0,73.0,3.0,1.0,2.0,,19.0,5.0,12.0,,1.0,12.0,17.0,3.0,1.0,11.0,2.0,60.0,61.0,,10.0,3.0,,1.0,65.0,11.0,10.0,1.0,,4.0,2.0,,196.0,3.0,1.0,2.0,1.0,2.0,,6.0,,,1.0,1.0,,,,,3.0,1.0,11.0,11.0,,3.0,155.0,78.0,53.0,,1.0,7.0,9.0,7.0,527.0,,,1.0,2.0,,109.0,107.0,48.0,,,,,,157.0,157.0,3.0,20.0,42.0,55.1,,,3.0,,19.0,0.0,,,,132.0,2.0,2.0,4.0,,,9.0,1.0,3.0,140.0,434.0,7.0,16.0,206.0,53.0,10.0,14.0,12.0,34.0,22.0,,187.0,12.0,381.0,1.0,,15.0,4.0,61.0,3.0,553.0,2.0,0.0,21.0,23.0,2.0,21.0,1.0,758.0,55.0,10.0,7.0,12.0,11.0,0.0
987869,28.0,2019-02-27 20:00:00,21,West Ham,Away,83.0,11.0,,2.0,2.0,,,96.0,8.0,,,9.0,5.0,29.0,177.0,,,16.0,14.0,18.0,2.0,,,,,,,,,,2.0,,,,,,2.0,15.0,5.0,2.0,,,40.0,45.0,1.0,1.0,,7.0,28.0,,11.0,1.0,,2.0,4.0,1.0,,7.0,4.0,44.0,41.0,7.0,31.0,15.0,,,31.0,6.0,2.0,,,,,,126.0,,,,,,,13.0,,,,3.0,,,,,15.0,,18.0,18.0,7.0,,51.0,60.0,29.0,13.0,,1.0,1.0,1.0,225.0,,,4.0,4.0,,35.0,63.0,7.0,1.0,1.0,1.0,,,122.0,122.0,2.0,26.0,10.0,24.4,,,,1.0,28.0,0.0,,,,38.0,4.0,2.0,5.0,,,1.0,,3.0,32.0,159.0,15.0,2.0,105.0,25.0,31.0,15.0,2.0,7.0,5.0,,52.0,4.0,157.0,3.0,,25.0,5.0,57.0,2.0,255.0,,0.0,2.0,14.0,,20.0,2.0,444.0,7.0,15.0,8.0,2.0,4.0,0.0
987880,29.0,2019-03-02 17:30:00,21,West Ham,Home,202.0,28.0,1.0,4.0,3.0,5.0,,249.0,4.0,,5.0,8.0,8.0,41.0,447.0,,1.0,19.0,5.0,17.0,5.0,,,2.0,1.0,,2.0,,,,6.0,1.0,,,,,4.0,9.0,8.0,7.0,3.0,,71.0,61.0,1.0,1.0,1.0,2.0,21.0,3.0,7.0,,,1.0,6.0,5.0,,17.0,2.0,40.0,71.0,2.0,14.0,6.0,,,33.0,8.0,14.0,,,6.0,1.0,2.0,168.0,1.0,1.0,1.0,,1.0,,6.0,,,,,,,,1.0,6.0,,8.0,8.0,1.0,5.0,142.0,75.0,54.0,6.0,2.0,2.0,4.0,4.0,517.0,,,9.0,1.0,,87.0,101.0,21.0,,,,,1.0,139.0,139.0,3.0,23.0,28.0,55.8,,,,,21.0,0.0,,,,157.0,1.0,1.0,2.0,,2.0,3.0,1.0,3.0,95.0,430.0,8.0,6.0,232.0,43.0,14.0,19.0,1.0,13.0,12.0,2.0,125.0,8.0,319.0,,,22.0,8.0,66.0,1.0,538.0,,0.0,10.0,26.0,2.0,20.0,3.0,742.0,22.0,15.0,15.0,1.0,11.0,0.0
987883,30.0,2019-03-09 15:00:00,21,West Ham,Away,210.0,14.0,,1.0,1.0,2.0,,247.0,3.0,,5.0,4.0,8.0,19.0,456.0,,,20.0,17.0,17.0,6.0,,,,,,,,1.0,,9.0,,,1.0,,,5.0,11.0,5.0,5.0,4.0,,70.0,66.0,,,,2.0,16.0,2.0,7.0,,,5.0,4.0,4.0,,8.0,4.0,47.0,53.0,2.0,22.0,13.0,1.0,,45.0,12.0,7.0,,,,,,176.0,,,,,,,9.0,,,,,,,,,13.0,1.0,7.0,7.0,1.0,5.0,163.0,75.0,45.0,7.0,,3.0,3.0,2.0,544.0,,,3.0,,,83.0,48.0,22.0,,,,,,149.0,149.0,,30.0,30.0,70.7,1.0,,,,16.0,0.0,,,,156.0,4.0,1.0,5.0,1.0,,5.0,,3.0,108.0,443.0,5.0,6.0,240.0,33.0,22.0,13.0,5.0,13.0,8.0,,146.0,4.0,338.0,,,14.0,9.0,45.0,1.0,565.0,2.0,0.0,9.0,21.0,1.0,22.0,1.0,743.0,13.0,12.0,8.0,5.0,14.0,0.0
987900,31.0,2019-03-16 15:00:00,21,West Ham,Home,170.0,21.0,3.0,7.0,4.0,1.0,1.0,349.0,6.0,,3.0,2.0,4.0,23.0,512.0,,,14.0,13.0,17.0,6.0,1.0,,,1.0,,2.0,,1.0,,6.0,1.0,1.0,,,2.0,3.0,9.0,6.0,10.0,6.0,,79.0,57.0,1.0,,2.0,4.0,21.0,6.0,8.0,,,5.0,9.0,2.0,1.0,12.0,3.0,46.0,53.0,4.0,13.0,7.0,,,62.0,7.0,14.0,,,3.0,1.0,2.0,199.0,3.0,1.0,3.0,,3.0,,7.0,,,,,,,,,7.0,1.0,11.0,11.0,1.0,3.0,176.0,75.0,56.0,8.0,1.0,3.0,7.0,5.0,581.0,,,4.0,1.0,,118.0,66.0,35.0,,,,,1.0,138.0,138.0,2.0,19.0,33.0,64.1,1.0,,3.0,,21.0,0.0,,,,151.0,1.0,1.0,2.0,,,5.0,,3.0,155.0,490.0,10.0,10.0,194.0,34.0,13.0,13.0,4.0,16.0,12.0,,202.0,4.0,427.0,,1.0,17.0,5.0,44.0,1.0,605.0,,0.0,16.0,16.0,2.0,16.0,0.0,790.0,33.0,14.0,7.0,5.0,9.0,0.0
