season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089877,1,56,Sunderland,Away,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,1.0,2.0,3.0,,1.0,,,1.0,,,,,,2.0,3.0,,,3.0,,1.0,,,,,83.0,2.0,,,,,,3.0,,7.0,,,,,,,,,,1.0,2.0,2.0,4.0,2,1.0,12.0,2.0,1.0,,1.0
2016-17,7089877,1,56,Sunderland,Away,18115,39187,Jeremain Lens,jeremain-lens,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089877,1,56,Sunderland,Away,51640,60165,Wahbi Khazri,wahbi-khazri,F,True,,,1.0,,3.0,3.0,,,2.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,1.0,,25.0,,,,,,,7.0,,6.4,,,1.0,,,1.0,1.0,,4.0,,5.0,3.0,7.0,1,,15.0,1.0,1.0,1.0,
2016-17,7089877,1,56,Sunderland,Away,89510,77454,Fabio Borini,fabio-borini,F,False,,,,6.0,9.0,15.0,4.0,2.0,5.0,,,,3.0,,,1.0,9.0,5.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,13.0,,6.3,,,,,,1.0,2.0,,3.0,,15.0,9.0,22.0,0,1.0,35.0,2.0,1.0,1.0,
2016-17,7089877,1,56,Sunderland,Away,825901,219727,Joel Asoro,joel-asoro,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090017,2,56,Sunderland,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,8.0,3.0,11.0,1.0,,1.0,,,1.0,1.0,,,2.0,4.0,3.0,,,,,,,,,,90.0,,,,,,,5.0,,6.6,,,1.0,,,1.0,,,,1.0,9.0,3.0,12.0,2,1.0,25.0,2.0,1.0,1.0,
2016-17,7090017,2,56,Sunderland,Home,18115,39187,Jeremain Lens,jeremain-lens,F,True,,,2.0,11.0,2.0,13.0,,1.0,3.0,,,3.0,1.0,,,1.0,5.0,3.0,,,1.0,,,,,1.0,2.0,45.0,,1.0,,,,,11.0,,6.7,,,,,,2.0,,,2.0,,16.0,2.0,18.0,3,1.0,38.0,2.0,2.0,,1.0
2016-17,7090017,2,56,Sunderland,Home,51640,60165,Wahbi Khazri,wahbi-khazri,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090017,2,56,Sunderland,Home,825901,219727,Joel Asoro,joel-asoro,F,True,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,2.0,,6.5,,,,,,,,,,,,1.0,1.0,0,,3.0,1.0,,,
2016-17,7090022,3,56,Sunderland,Away,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,5.0,2.0,7.0,1.0,,2.0,,,1.0,,,,3.0,5.0,2.0,,,1.0,,1.0,,,1.0,,90.0,1.0,1.0,,,,1.0,8.0,,7.4,,,,,1.0,1.0,,,,,7.0,3.0,10.0,2,,25.0,2.0,1.0,1.0,
2016-17,7090022,3,56,Sunderland,Away,18115,39187,Jeremain Lens,jeremain-lens,F,True,1.0,,,2.0,,1.0,,1.0,,,,,2.0,,,,2.0,3.0,,,,,,,,1.0,,23.0,,,,,,,2.0,,6.6,,,,,,,2.0,,,,3.0,1.0,2.0,0,1.0,7.0,,1.0,,1.0
2016-17,7090022,3,56,Sunderland,Away,51640,60165,Wahbi Khazri,wahbi-khazri,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090022,3,56,Sunderland,Away,89510,77454,Fabio Borini,fabio-borini,F,False,,,1.0,12.0,5.0,17.0,2.0,1.0,3.0,,,,,,,2.0,6.0,3.0,,,1.0,,,,,,,64.0,1.0,,,,,,6.0,,6.7,,,,,,1.0,1.0,,1.0,,14.0,5.0,18.0,1,,27.0,,2.0,,
2016-17,7090022,3,56,Sunderland,Away,825901,219727,Joel Asoro,joel-asoro,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090033,4,56,Sunderland,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,1.0,10.0,6.0,16.0,,,4.0,,1.0,3.0,,,,1.0,3.0,2.0,,,,,,,,,,90.0,,,,,,,9.0,,6.2,,,1.0,,,3.0,,,2.0,,13.0,7.0,20.0,4,,31.0,2.0,1.0,1.0,
2016-17,7090033,4,56,Sunderland,Home,51640,60165,Wahbi Khazri,wahbi-khazri,F,True,,,1.0,5.0,4.0,9.0,,,1.0,,,,2.0,,,3.0,6.0,,,,1.0,,,,,,,33.0,1.0,,,,,,7.0,,5.8,,,,,,,1.0,,1.0,,8.0,4.0,11.0,1,,18.0,,,,
2016-17,7090043,5,56,Sunderland,Away,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,4.0,4.0,8.0,2.0,,1.0,,1.0,1.0,1.0,,,,4.0,1.0,,,1.0,,,,,,,90.0,1.0,,,,,,3.0,,6.2,,,,,,,,,,,5.0,5.0,10.0,2,1.0,15.0,1.0,,,1.0
2016-17,7090043,5,56,Sunderland,Away,51640,60165,Wahbi Khazri,wahbi-khazri,F,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,11.0,,,,,,,6.0,,6.1,,,,,,1.0,,,,,2.0,3.0,5.0,0,,9.0,1.0,,,
