season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767932,1,56,Sunderland,Away,827,15398,Danny Graham,danny-graham,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767932,1,56,Sunderland,Away,834,19959,Adam Johnson,adam-johnson,F,False,3.0,,7.0,26.0,15.0,38.0,,1.0,8.0,1.0,,,,,,2.0,3.0,6.0,,,,1.0,,,,,5.0,,90.0,,,,,,,,7.9,,,1.0,,1.0,3.0,5.0,,9.0,,35.0,16.0,46.0,1,,69.0,2.0,3.0,2.0
2015-16,6767932,1,56,Sunderland,Away,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,13.0,1.0,14.0,2.0,1.0,,,,1.0,,,,1.0,5.0,3.0,,,1.0,,1.0,,,,1.0,,90.0,2.0,,,,,,,7.2,,,,,,1.0,1.0,,,1.0,16.0,4.0,19.0,3,,31.0,2.0,2.0,
2015-16,6767932,1,56,Sunderland,Away,9216,18953,Steven Fletcher,steven-fletcher,F,True,,,,5.0,5.0,10.0,2.0,5.0,,,,,,,,2.0,5.0,7.0,,,1.0,,1.0,,,1.0,,,60.0,1.0,,,,,,,7.1,,,2.0,,1.0,,3.0,,1.0,,16.0,5.0,18.0,3,1.0,35.0,2.0,1.0,
2015-16,6767932,1,56,Sunderland,Away,18115,39187,Jeremain Lens,jeremain-lens,F,False,,,,7.0,4.0,11.0,1.0,3.0,3.0,1.0,,,,,,4.0,7.0,7.0,,1.0,,1.0,,,,,1.0,,90.0,,,,,,,,6.1,,,1.0,,,3.0,3.0,,1.0,,17.0,4.0,18.0,1,1.0,39.0,4.0,3.0,1.0
2015-16,6767952,2,56,Sunderland,Home,827,15398,Danny Graham,danny-graham,F,True,,,1.0,4.0,1.0,5.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,45.0,,,,,,,,6.5,,,,,,,,,1.0,1.0,5.0,2.0,7.0,0,,7.0,,,
2015-16,6767952,2,56,Sunderland,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,1.0,11.0,10.0,21.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,,90.0,,,,,,,,6.8,,,,,,,,,1.0,1.0,16.0,10.0,26.0,0,1.0,31.0,1.0,1.0,
2015-16,6767952,2,56,Sunderland,Home,9216,18953,Steven Fletcher,steven-fletcher,F,False,,,1.0,8.0,,8.0,8.0,3.0,3.0,,,,,,,2.0,12.0,5.0,,,2.0,,,,,1.0,,,70.0,,1.0,,,,,,6.5,,,1.0,,1.0,,1.0,,1.0,,18.0,,17.0,1,1.0,31.0,3.0,1.0,
2015-16,6767952,2,56,Sunderland,Home,18115,39187,Jeremain Lens,jeremain-lens,F,False,3.0,,2.0,13.0,8.0,18.0,,1.0,5.0,,,,2.0,,,2.0,7.0,8.0,,,2.0,,,,,,2.0,,90.0,1.0,,,,,,,6.9,,,1.0,,2.0,3.0,6.0,,5.0,,23.0,11.0,28.0,2,4.0,53.0,2.0,1.0,2.0
2015-16,6767959,3,56,Sunderland,Home,827,15398,Danny Graham,danny-graham,F,False,,,,2.0,1.0,3.0,6.0,6.0,2.0,,,,2.0,,,,10.0,6.0,,,1.0,,,,,,,,67.0,1.0,2.0,,,,,,6.4,,,,,1.0,1.0,,,,,12.0,2.0,14.0,1,,24.0,3.0,,
